time,San Antonio,pts.away,score,pts.home,Oklahoma City
2:16.0,,,25-22,,S. Ibaka enters the game for S. Adams
2:16.0,K. Anderson enters the game for K. Leonard,,25-22,,
2:08.0,,,25-22,,R. Westbrook misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by P. Mills,,25-22,,
1:50.0,Turnover by M. Ginobili (bad pass; steal by A. Morrow),,25-22,,
1:42.0,,,25-25,3,A. Morrow makes 3-pt shot from 24 ft (assist by D. Waiters)
1:22.0,Turnover by B. Diaw (bad pass; steal by R. Westbrook),,25-25,,
1:20.0,,,25-25,,Turnover by R. Westbrook (bad pass; steal by M. Ginobili)
1:15.0,M. Ginobili misses 2-pt shot from 1 ft,,25-25,,
1:15.0,,,25-25,,Defensive rebound by E. Kanter
1:02.0,,,25-25,,A. Morrow misses 3-pt shot from 24 ft
1:02.0,,,25-25,,Offensive rebound by E. Kanter
1:02.0,,,25-25,,E. Kanter misses 2-pt shot from 1 ft (block by L. Aldridge)
1:01.0,,,25-25,,Offensive rebound by S. Ibaka
0:54.0,,,25-27,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
0:47.0,,,25-27,,Personal foul by R. Westbrook (drawn by P. Mills)
0:47.0,,,25-27,,D. Augustin enters the game for R. Westbrook
0:47.0,D. West enters the game for L. Aldridge,,25-27,,
0:35.0,Turnover by M. Ginobili (bad pass; steal by D. Augustin),,25-27,,
0:29.0,,,25-29,2,D. Waiters makes 2-pt shot from 1 ft (assist by D. Augustin)
0:09.0,P. Mills misses 2-pt shot from 17 ft,,25-29,,
0:08.0,Offensive rebound by D. West,,25-29,,
0:08.0,D. West makes 2-pt shot from 2 ft,2,27-29,,
0:01.0,,,27-29,,Turnover by D. Waiters (offensive foul)
0:01.0,,,27-29,,Offensive foul by D. Waiters
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,D. West misses 2-pt shot from 18 ft,,27-29,,
11:49.0,,,27-29,,Defensive rebound by E. Kanter
11:26.0,,,27-29,,A. Morrow misses 3-pt shot from 25 ft
11:25.0,Defensive rebound by D. West,,27-29,,
11:17.0,M. Ginobili makes 2-pt shot from 5 ft,2,29-29,,
11:03.0,,,29-29,,Shooting foul by T. Parker (drawn by D. Augustin)
11:03.0,,,29-30,1,D. Augustin makes free throw 1 of 2
11:03.0,,,29-31,1,D. Augustin makes free throw 2 of 2
10:45.0,K. Anderson makes 2-pt shot from 7 ft (assist by T. Parker),2,31-31,,
10:21.0,,,31-33,2,D. Waiters makes 2-pt shot from 7 ft
10:09.0,D. West misses 2-pt shot from 7 ft,,31-33,,
10:09.0,,,31-33,,Defensive rebound by E. Kanter
10:01.0,,,31-35,2,D. Augustin makes 2-pt shot from 2 ft
9:46.0,T. Parker makes 2-pt shot at rim (assist by M. Ginobili),2,33-35,,
9:27.0,,,33-35,,Turnover by S. Ibaka (lost ball; steal by B. Diaw)
9:07.0,M. Ginobili misses 2-pt shot from 12 ft,,33-35,,
9:07.0,,,33-35,,Defensive rebound by E. Kanter
8:58.0,,,33-37,2,S. Ibaka makes 2-pt shot from 13 ft (assist by D. Augustin)
8:35.0,D. West makes 2-pt shot from 1 ft (assist by B. Diaw),2,35-37,,
8:10.0,,,35-39,2,E. Kanter makes 2-pt shot from 1 ft (assist by D. Augustin)
7:48.0,M. Ginobili makes 2-pt shot from 10 ft (assist by B. Diaw),2,37-39,,
7:35.0,,,37-39,,S. Ibaka misses 2-pt shot from 18 ft
7:34.0,Defensive rebound by K. Anderson,,37-39,,
7:25.0,K. Anderson makes 2-pt shot from 10 ft,2,39-39,,
7:24.0,,,39-39,,Oklahoma City full timeout
7:24.0,,,39-39,,N. Collison enters the game for S. Ibaka
7:24.0,,,39-39,,S. Adams enters the game for A. Morrow
7:24.0,,,39-39,,K. Durant enters the game for E. Kanter
7:24.0,D. Green enters the game for B. Diaw,,39-39,,
7:24.0,T. Duncan enters the game for M. Ginobili,,39-39,,
7:24.0,K. Leonard enters the game for K. Anderson,,39-39,,
7:05.0,,,39-39,,Turnover by N. Collison (bad pass; steal by T. Duncan)
7:00.0,T. Parker misses 2-pt shot from 1 ft,,39-39,,
6:59.0,Offensive rebound by Team,,39-39,,
6:58.0,,,39-39,,Loose ball foul by N. Collison (drawn by T. Duncan)
6:47.0,T. Duncan misses 2-pt shot from 6 ft,,39-39,,
6:46.0,,,39-39,,Defensive rebound by K. Durant
6:40.0,,,39-39,,Turnover by K. Durant (lost ball; steal by D. Green)
6:38.0,Turnover by D. Green (lost ball; steal by D. Augustin),,39-39,,
6:32.0,,,39-39,,D. Waiters misses 3-pt shot from 23 ft
6:32.0,Defensive rebound by K. Leonard,,39-39,,
6:25.0,,,39-39,,Personal foul by D. Waiters (drawn by K. Leonard)
6:25.0,,,39-39,,R. Westbrook enters the game for D. Augustin
6:13.0,D. Green misses 3-pt shot from 24 ft,,39-39,,
6:13.0,,,39-39,,Defensive rebound by Team
5:55.0,,,39-39,,K. Durant misses 2-pt shot from 17 ft (block by K. Leonard)
5:54.0,Defensive rebound by K. Leonard,,39-39,,
5:49.0,K. Leonard misses 2-pt shot from 20 ft,,39-39,,
5:48.0,,,39-39,,Defensive rebound by K. Durant
5:47.0,Official timeout,,39-39,,
5:47.0,L. Aldridge enters the game for T. Parker,,39-39,,
5:47.0,P. Mills enters the game for D. West,,39-39,,
5:39.0,,,39-39,,Offensive foul by S. Adams
5:39.0,,,39-39,,Turnover by S. Adams (offensive foul)
5:28.0,Turnover by K. Leonard (traveling),,39-39,,
5:13.0,,,39-39,,K. Durant misses 2-pt shot from 17 ft
5:12.0,Defensive rebound by L. Aldridge,,39-39,,
4:52.0,D. Green misses 2-pt shot from 15 ft,,39-39,,
4:52.0,,,39-39,,Defensive rebound by N. Collison
4:37.0,,,39-39,,Turnover by D. Waiters (bad pass)
4:37.0,,,39-39,,A. Roberson enters the game for D. Waiters
4:24.0,Shooting foul by N. Collison (drawn by L. Aldridge),,39-39,,
4:24.0,L. Aldridge makes free throw 1 of 2,1,40-39,,
4:24.0,,,40-39,,S. Ibaka enters the game for N. Collison
4:24.0,L. Aldridge makes free throw 2 of 2,1,41-39,,
4:14.0,,,41-41,2,R. Westbrook makes 2-pt shot from 1 ft
3:56.0,K. Leonard makes 2-pt shot from 5 ft,2,43-41,,
3:44.0,,,43-41,,R. Westbrook misses 2-pt shot from 13 ft
3:44.0,Defensive rebound by D. Green,,43-41,,
3:38.0,K. Leonard misses 3-pt shot from 24 ft,,43-41,,
3:37.0,Offensive rebound by Team,,43-41,,
3:36.0,,,43-41,,E. Kanter enters the game for S. Adams
3:28.0,K. Leonard makes 2-pt shot at rim,2,45-41,,
3:11.0,,,45-43,2,K. Durant makes 2-pt shot from 1 ft (assist by A. Roberson)
2:57.0,K. Leonard makes 2-pt shot from 14 ft (assist by D. Green),2,47-43,,
2:39.0,,,47-45,2,R. Westbrook makes 2-pt shot from 1 ft
2:21.0,P. Mills makes 2-pt shot at rim (assist by L. Aldridge),2,49-45,,
2:01.0,,,49-45,,K. Durant misses 2-pt shot from 9 ft
2:01.0,,,49-45,,Offensive rebound by Team
2:01.0,Loose ball foul by L. Aldridge (drawn by S. Ibaka),,49-45,,
2:01.0,San Antonio full timeout,,49-45,,
2:01.0,T. Parker enters the game for P. Mills,,49-45,,
1:54.0,,,49-45,,R. Westbrook misses 2-pt shot from 13 ft
1:53.0,Defensive rebound by L. Aldridge,,49-45,,
1:30.0,D. Green misses 2-pt shot from 8 ft (block by A. Roberson),,49-45,,
1:29.0,,,49-45,,Defensive rebound by E. Kanter
1:19.0,,,49-45,,K. Durant misses 2-pt shot from 1 ft (block by K. Leonard)
1:18.0,Defensive rebound by D. Green,,49-45,,
1:17.0,Turnover by D. Green (discontinued dribble),,49-45,,
1:17.0,M. Ginobili enters the game for D. Green,,49-45,,
1:17.0,,,49-45,,A. Morrow enters the game for A. Roberson
1:06.0,,,49-47,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
0:43.0,Shooting foul by E. Kanter (drawn by T. Duncan),,49-47,,
0:43.0,T. Duncan makes free throw 1 of 2,1,50-47,,
0:43.0,T. Duncan makes free throw 2 of 2,1,51-47,,
0:35.0,,,51-47,,R. Westbrook misses 2-pt shot from 2 ft (block by T. Duncan)
0:35.0,Defensive rebound by Team,,51-47,,
0:30.0,M. Ginobili makes 2-pt shot from 16 ft,2,53-47,,
0:06.0,,,53-50,3,R. Westbrook makes 3-pt shot from 24 ft
0:01.0,T. Parker misses 2-pt shot from 1 ft,,53-50,,
0:01.0,Offensive rebound by L. Aldridge,,53-50,,
0:01.0,L. Aldridge makes 2-pt shot at rim,2,55-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,L. Aldridge makes 2-pt shot from 9 ft,2,57-50,,
11:17.0,,,57-53,3,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook)
10:52.0,T. Duncan makes 2-pt shot from 8 ft,2,59-53,,
10:40.0,,,59-53,,Shooting foul by T. Parker (drawn by S. Ibaka)
10:40.0,,,59-54,1,S. Ibaka makes free throw 1 of 2
10:40.0,,,59-55,1,S. Ibaka makes free throw 2 of 2
10:21.0,,,59-55,,Personal foul by S. Adams (drawn by L. Aldridge)
10:18.0,Offensive foul by T. Duncan,,59-55,,
10:18.0,Turnover by T. Duncan (offensive foul),,59-55,,
10:05.0,,,59-55,,K. Durant misses 3-pt shot from 24 ft
10:04.0,Defensive rebound by T. Duncan,,59-55,,
9:55.0,K. Leonard makes 2-pt shot from 1 ft,2,61-55,,
9:55.0,,,61-55,,Shooting block foul by K. Durant (drawn by K. Leonard)
9:55.0,K. Leonard makes free throw 1 of 1,1,62-55,,
9:35.0,,,62-57,2,S. Ibaka makes 2-pt shot from 17 ft (assist by R. Westbrook)
9:19.0,T. Parker misses 2-pt shot from 1 ft,,62-57,,
9:19.0,Offensive rebound by T. Duncan,,62-57,,
9:19.0,T. Duncan makes 2-pt shot from 1 ft,2,64-57,,
9:06.0,,,64-57,,K. Durant misses 2-pt shot from 14 ft
9:05.0,Defensive rebound by L. Aldridge,,64-57,,
8:46.0,K. Leonard misses 2-pt shot from 17 ft,,64-57,,
8:45.0,,,64-57,,Defensive rebound by S. Adams
8:40.0,,,64-57,,Shooting foul by D. Green (drawn by R. Westbrook)
8:40.0,,,64-58,1,R. Westbrook makes free throw 1 of 2
8:40.0,,,64-58,,N. Collison enters the game for S. Adams
8:40.0,,,64-58,,R. Westbrook misses free throw 2 of 2
8:40.0,Defensive rebound by K. Leonard,,64-58,,
8:21.0,L. Aldridge misses 2-pt shot from 1 ft,,64-58,,
8:19.0,Offensive rebound by L. Aldridge,,64-58,,
8:19.0,L. Aldridge misses 2-pt shot from 1 ft,,64-58,,
8:18.0,,,64-58,,Defensive rebound by S. Ibaka
8:12.0,,,64-58,,K. Durant misses 2-pt shot from 11 ft
8:12.0,Defensive rebound by T. Parker,,64-58,,
8:05.0,D. Green misses 3-pt shot from 25 ft,,64-58,,
8:05.0,,,64-58,,Defensive rebound by N. Collison
8:02.0,,,64-58,,Shooting foul by T. Parker (drawn by K. Durant)
8:02.0,,,64-59,1,K. Durant makes free throw 1 of 2
8:02.0,,,64-60,1,K. Durant makes free throw 2 of 2
7:47.0,,,64-60,,Personal foul by A. Roberson (drawn by D. Green)
7:34.0,K. Leonard misses 2-pt shot from 6 ft,,64-60,,
7:33.0,,,64-60,,Defensive rebound by N. Collison
7:27.0,,,64-60,,Turnover by S. Ibaka (bad pass; steal by K. Leonard)
7:24.0,Turnover by K. Leonard (lost ball),,64-60,,
7:13.0,,,64-62,2,S. Ibaka makes 2-pt shot from 18 ft (assist by N. Collison)
7:11.0,San Antonio full timeout,,64-62,,
6:53.0,T. Duncan misses 2-pt shot from 8 ft,,64-62,,
6:52.0,,,64-62,,Defensive rebound by K. Durant
6:43.0,Violation by T. Duncan (kicked ball),,64-62,,
6:32.0,,,64-62,,S. Ibaka misses 2-pt shot from 17 ft
6:32.0,Defensive rebound by T. Duncan,,64-62,,
6:18.0,Turnover by T. Parker (lost ball; steal by R. Westbrook),,64-62,,
6:15.0,,,64-64,2,R. Westbrook makes 2-pt shot at rim (assist by A. Roberson)
5:48.0,T. Parker makes 2-pt shot from 19 ft,2,66-64,,
5:32.0,,,66-64,,Offensive foul by N. Collison
5:32.0,,,66-64,,Turnover by N. Collison (offensive foul)
5:32.0,M. Ginobili enters the game for T. Duncan,,66-64,,
5:32.0,B. Diaw enters the game for D. Green,,66-64,,
5:13.0,T. Parker makes 2-pt shot from 1 ft (assist by M. Ginobili),2,68-64,,
5:03.0,Personal foul by T. Parker (drawn by R. Westbrook),,68-64,,
5:03.0,P. Mills enters the game for T. Parker,,68-64,,
5:03.0,,,68-64,,A. Morrow enters the game for A. Roberson
5:00.0,Personal foul by K. Leonard (drawn by K. Durant),,68-64,,
5:00.0,,,68-65,1,K. Durant makes free throw 1 of 2
5:00.0,,,68-66,1,K. Durant makes free throw 2 of 2
4:53.0,,,68-66,,Personal foul by R. Westbrook (drawn by P. Mills)
4:53.0,,,68-66,,E. Kanter enters the game for S. Ibaka
4:38.0,B. Diaw makes 2-pt shot from 2 ft,2,70-66,,
4:27.0,,,70-66,,Turnover by N. Collison (bad pass)
4:27.0,D. West enters the game for L. Aldridge,,70-66,,
4:16.0,,,70-66,,D. Waiters enters the game for K. Durant
4:10.0,Turnover by D. West (traveling),,70-66,,
3:58.0,,,70-66,,Turnover by R. Westbrook (bad pass; steal by M. Ginobili)
3:53.0,K. Leonard makes 2-pt shot from 1 ft (assist by M. Ginobili),2,72-66,,
3:34.0,,,72-66,,D. Waiters misses 2-pt shot from 17 ft
3:33.0,Defensive rebound by P. Mills,,72-66,,
3:28.0,B. Diaw makes 2-pt shot from 1 ft (assist by P. Mills),2,74-66,,
3:27.0,,,74-66,,Oklahoma City full timeout
3:27.0,K. Anderson enters the game for K. Leonard,,74-66,,
3:18.0,,,74-66,,Offensive foul by R. Westbrook
3:18.0,,,74-66,,Turnover by R. Westbrook (offensive foul)
3:18.0,,,74-66,,S. Adams enters the game for N. Collison
3:12.0,,,74-66,,Violation by E. Kanter (kicked ball)
2:57.0,B. Diaw misses 2-pt shot at rim,,74-66,,
2:56.0,,,74-66,,Defensive rebound by E. Kanter
2:46.0,,,74-68,2,R. Westbrook makes 2-pt shot from 1 ft
2:38.0,P. Mills misses 2-pt shot from 19 ft,,74-68,,
2:38.0,,,74-68,,Defensive rebound by D. Waiters
2:28.0,,,74-70,2,E. Kanter makes 2-pt shot from 13 ft (assist by D. Waiters)
2:15.0,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili),3,77-70,,
2:00.0,,,77-72,2,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook)
1:45.0,M. Ginobili makes 2-pt shot from 14 ft (assist by B. Diaw),2,79-72,,
1:30.0,,,79-74,2,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook)
1:09.0,M. Ginobili misses 2-pt shot from 12 ft,,79-74,,
1:08.0,,,79-74,,Defensive rebound by D. Waiters
0:56.0,,,79-77,3,A. Morrow makes 3-pt shot from 23 ft (assist by R. Westbrook)
0:42.0,D. West makes 2-pt shot from 10 ft,2,81-77,,
0:28.0,,,81-77,,R. Westbrook misses 2-pt shot from 15 ft
0:28.0,,,81-77,,Offensive rebound by R. Westbrook
0:27.0,,,81-77,,R. Westbrook misses 2-pt shot from 1 ft
0:26.0,,,81-77,,Offensive rebound by E. Kanter
0:26.0,,,81-79,2,E. Kanter makes 2-pt shot from 1 ft
0:03.0,D. West makes 2-pt shot from 16 ft (assist by M. Ginobili),2,83-79,,
0:00.0,,,83-79,,D. Waiters misses 3-pt shot from 43 ft
0:00.0,,,83-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,83-81,2,A. Morrow makes 2-pt shot from 23 ft (assist by S. Adams)
11:20.0,P. Mills makes 3-pt shot from 23 ft (assist by B. Diaw),3,86-81,,
11:06.0,,,86-81,,Shooting foul by P. Mills (drawn by D. Augustin)
11:06.0,,,86-82,1,D. Augustin makes free throw 1 of 2
11:06.0,,,86-83,1,D. Augustin makes free throw 2 of 2
10:57.0,Turnover by M. Ginobili (bad pass; steal by D. Augustin),,86-83,,
10:52.0,,,86-83,,D. Augustin misses 2-pt shot from 2 ft
10:51.0,,,86-83,,Offensive rebound by D. Waiters
10:51.0,,,86-83,,D. Waiters misses 2-pt shot from 1 ft
10:49.0,,,86-83,,Offensive rebound by E. Kanter
10:49.0,,,86-85,2,E. Kanter makes 2-pt shot from 1 ft
10:42.0,K. Anderson misses 2-pt shot from 6 ft,,86-85,,
10:41.0,,,86-85,,Defensive rebound by S. Adams
10:17.0,,,86-85,,A. Morrow misses 2-pt shot from 16 ft
10:16.0,,,86-85,,Offensive rebound by E. Kanter
10:16.0,,,86-87,2,E. Kanter makes 2-pt shot from 1 ft
10:16.0,,,86-87,,Shooting foul by B. Diaw (drawn by E. Kanter)
10:16.0,,,86-88,1,E. Kanter makes free throw 1 of 1
10:02.0,B. Diaw makes 2-pt shot from 8 ft,2,88-88,,
10:01.0,Violation by Team (jump ball),,88-88,,
9:57.0,,,88-88,,Turnover by D. Augustin (lost ball)
9:57.0,,,88-88,,Loose ball foul by D. Augustin (drawn by M. Ginobili)
9:57.0,D. Green enters the game for M. Ginobili,,88-88,,
9:44.0,K. Anderson misses 3-pt shot from 23 ft,,88-88,,
9:41.0,,,88-88,,Defensive rebound by D. Waiters
9:40.0,,,88-88,,Turnover by D. Waiters (bad pass; steal by K. Anderson)
9:38.0,,,88-88,,Personal foul by A. Morrow (drawn by P. Mills)
9:38.0,P. Mills misses free throw 1 of 2,,88-88,,
9:38.0,Offensive rebound by Team,,88-88,,
9:38.0,K. Leonard enters the game for K. Anderson,,88-88,,
9:38.0,,,88-88,,K. Durant enters the game for D. Waiters
9:38.0,P. Mills makes free throw 2 of 2,1,89-88,,
9:17.0,,,89-88,,K. Durant misses 3-pt shot from 24 ft
9:16.0,Defensive rebound by D. Green,,89-88,,
9:02.0,K. Leonard makes 2-pt shot from 14 ft (assist by B. Diaw),2,91-88,,
8:44.0,,,91-90,2,S. Adams makes 2-pt shot at rim (assist by D. Augustin)
8:30.0,K. Leonard makes 2-pt shot from 16 ft (assist by P. Mills),2,93-90,,
8:17.0,,,93-90,,D. Augustin misses 2-pt shot from 14 ft
8:17.0,Defensive rebound by P. Mills,,93-90,,
8:03.0,D. West misses 2-pt shot from 8 ft,,93-90,,
8:02.0,,,93-90,,Defensive rebound by E. Kanter
7:51.0,,,93-90,,E. Kanter misses 2-pt shot from 2 ft (block by B. Diaw)
7:49.0,,,93-90,,Offensive rebound by E. Kanter
7:44.0,,,93-90,,D. Augustin misses 2-pt shot from 4 ft (block by B. Diaw)
7:42.0,Defensive rebound by D. Green,,93-90,,
7:35.0,D. Green misses 3-pt shot from 25 ft,,93-90,,
7:34.0,,,93-90,,Defensive rebound by D. Augustin
7:28.0,,,93-90,,K. Durant misses 2-pt shot from 1 ft
7:27.0,Defensive rebound by K. Leonard,,93-90,,
7:21.0,San Antonio full timeout,,93-90,,
7:21.0,L. Aldridge enters the game for B. Diaw,,93-90,,
7:21.0,,,93-90,,R. Westbrook enters the game for S. Adams
7:21.0,,,93-90,,S. Ibaka enters the game for A. Morrow
7:09.0,K. Leonard makes 2-pt shot from 1 ft (assist by D. West),2,95-90,,
6:51.0,,,95-90,,E. Kanter misses 2-pt shot from 9 ft
6:50.0,Defensive rebound by K. Leonard,,95-90,,
6:35.0,K. Leonard makes 2-pt shot from 13 ft,2,97-90,,
6:10.0,,,97-90,,Turnover by R. Westbrook (lost ball; steal by K. Leonard)
6:02.0,K. Leonard misses 2-pt shot from 18 ft,,97-90,,
6:01.0,,,97-90,,Defensive rebound by E. Kanter
5:44.0,,,97-92,2,D. Augustin makes 2-pt shot from 3 ft
5:27.0,L. Aldridge misses 2-pt shot from 2 ft,,97-92,,
5:27.0,,,97-92,,Defensive rebound by Team
5:27.0,Loose ball foul by D. West (drawn by S. Ibaka),,97-92,,
5:27.0,Official timeout,,97-92,,
5:27.0,,,97-92,,D. Waiters enters the game for D. Augustin
5:27.0,T. Duncan enters the game for P. Mills,,97-92,,
5:27.0,T. Parker enters the game for D. West,,97-92,,
5:15.0,,,97-94,2,R. Westbrook makes 2-pt shot from 15 ft
4:54.0,L. Aldridge misses 2-pt shot from 19 ft,,97-94,,
4:53.0,,,97-94,,Defensive rebound by E. Kanter
4:46.0,,,97-94,,Shooting foul by T. Duncan (drawn by R. Westbrook)
4:46.0,,,97-95,1,R. Westbrook makes free throw 1 of 2
4:46.0,,,97-95,,S. Adams enters the game for E. Kanter
4:46.0,,,97-96,1,R. Westbrook makes free throw 2 of 2
4:32.0,Turnover by K. Leonard (traveling),,97-96,,
4:17.0,,,97-99,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:03.0,Shooting foul by S. Adams (drawn by K. Leonard),,97-99,,
4:03.0,K. Leonard makes free throw 1 of 2,1,98-99,,
4:03.0,K. Leonard makes free throw 2 of 2,1,99-99,,
3:53.0,,,99-99,,R. Westbrook misses 2-pt shot from 2 ft (block by T. Duncan)
3:52.0,Defensive rebound by D. Green,,99-99,,
3:43.0,T. Parker misses 2-pt shot from 6 ft,,99-99,,
3:43.0,,,99-99,,Defensive rebound by S. Adams
3:32.0,Personal foul by T. Parker (drawn by K. Durant),,99-99,,
3:32.0,,,99-100,1,K. Durant makes free throw 1 of 2
3:32.0,,,99-101,1,K. Durant makes free throw 2 of 2
3:08.0,D. Green makes 2-pt shot from 9 ft,2,101-101,,
