time,New Orleans,pts.away,score,pts.home,Minnesota
5:31.0,,,111-86,,Defensive rebound by A. Payne
5:19.0,,,111-88,2,S. Muhammad makes 2-pt shot at rim (assist by N. Bjelica)
5:00.0,T. Douglas misses 3-pt shot from 24 ft,,111-88,,
4:58.0,,,111-88,,Defensive rebound by S. Muhammad
4:46.0,,,111-88,,T. Jones misses 3-pt shot from 24 ft
4:45.0,Defensive rebound by A. Ajinca,,111-88,,
4:39.0,A. Gee makes 2-pt shot at rim (assist by T. Douglas),2,113-88,,
4:26.0,,,113-88,,N. Bjelica misses 2-pt shot from 18 ft
4:25.0,,,113-88,,Offensive rebound by Team
4:25.0,Loose ball foul by A. Gee (drawn by S. Muhammad),,113-88,,
4:17.0,,,113-90,2,Z. LaVine makes 2-pt shot at rim (assist by T. Jones)
3:57.0,R. Anderson misses 2-pt shot from 19 ft,,113-90,,
3:56.0,,,113-90,,Defensive rebound by T. Jones
3:51.0,,,113-92,2,Z. LaVine makes 2-pt shot at rim (assist by T. Jones)
3:43.0,New Orleans full timeout,,113-92,,
3:43.0,O. Asik enters the game for A. Ajinca,,113-92,,
3:35.0,Shooting foul by S. Muhammad (drawn by O. Asik),,113-92,,
3:35.0,New Orleans full timeout,,113-92,,
3:35.0,B. Dejean-Jones enters the game for N. Cole,,113-92,,
3:35.0,O. Asik misses free throw 1 of 2,,113-92,,
3:35.0,Offensive rebound by Team,,113-92,,
3:35.0,O. Asik misses free throw 2 of 2,,113-92,,
3:35.0,,,113-92,,Defensive rebound by N. Bjelica
3:25.0,Personal foul by A. Gee (drawn by Z. LaVine),,113-92,,
3:25.0,A. Ajinca enters the game for O. Asik,,113-92,,
3:25.0,L. Babbitt enters the game for A. Gee,,113-92,,
3:25.0,,,113-93,1,Z. LaVine makes free throw 1 of 2
3:25.0,,,113-93,,Z. LaVine misses free throw 2 of 2
3:24.0,Defensive rebound by R. Anderson,,113-93,,
3:02.0,R. Anderson misses 2-pt shot from 20 ft,,113-93,,
3:01.0,,,113-93,,Defensive rebound by T. Jones
2:56.0,,,113-95,2,N. Bjelica makes 2-pt shot from 1 ft (assist by T. Jones)
2:37.0,,,113-95,,Personal foul by A. Payne (drawn by A. Ajinca)
2:37.0,Personal foul by A. Ajinca,,113-95,,
2:30.0,T. Douglas misses 3-pt shot from 26 ft,,113-95,,
2:28.0,Offensive rebound by A. Ajinca,,113-95,,
2:25.0,A. Ajinca misses 2-pt shot from 3 ft (block by Z. LaVine),,113-95,,
2:24.0,,,113-95,,Defensive rebound by S. Muhammad
2:13.0,,,113-97,2,N. Bjelica makes 2-pt shot at rim (assist by A. Payne)
1:52.0,L. Babbitt misses 2-pt shot from 15 ft,,113-97,,
1:51.0,,,113-97,,Defensive rebound by T. Jones
1:46.0,,,113-99,2,T. Jones makes 2-pt shot from 1 ft (assist by S. Muhammad)
1:29.0,R. Anderson makes 2-pt shot from 1 ft (assist by B. Dejean-Jones),2,115-99,,
1:11.0,,,115-99,,T. Jones misses 2-pt shot at rim
1:10.0,Defensive rebound by T. Douglas,,115-99,,
0:55.0,T. Douglas misses 2-pt shot from 20 ft,,115-99,,
0:53.0,Offensive rebound by B. Dejean-Jones,,115-99,,
0:53.0,B. Dejean-Jones misses 2-pt shot at rim,,115-99,,
0:51.0,,,115-99,,Defensive rebound by Z. LaVine
0:49.0,,,115-99,,Shooting foul by R. Anderson (drawn by Z. LaVine)
0:49.0,Technical foul by R. Anderson (drawn by Z. LaVine),,115-99,,
0:49.0,,,115-100,1,T. Jones makes technical free throw
0:49.0,,,115-101,1,Z. LaVine makes free throw 1 of 2
0:49.0,,,115-102,1,Z. LaVine makes free throw 2 of 2
0:36.0,,,115-102,,Personal foul by A. Payne (drawn by T. Douglas)
0:36.0,T. Douglas makes free throw 1 of 2,1,116-102,,
0:36.0,T. Douglas misses free throw 2 of 2,,116-102,,
0:36.0,,,116-102,,Defensive rebound by N. Bjelica
0:26.0,Violation by A. Ajinca (kicked ball),,116-102,,
0:19.0,,,116-102,,S. Muhammad misses 3-pt shot from 24 ft
0:17.0,Defensive rebound by T. Douglas,,116-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
