time,New Orleans,pts.away,score,pts.home,Golden State
4:20.0,,,92-113,,Turnover by J. McAdoo (lost ball; steal by T. Douglas)
4:19.0,Turnover by T. Douglas (step out of bounds),,92-113,,
4:09.0,,,92-113,,M. Speights misses 2-pt shot from 16 ft
4:08.0,,,92-113,,Offensive rebound by J. McAdoo
4:04.0,,,92-113,,J. McAdoo misses 2-pt shot at rim
4:04.0,,,92-113,,Offensive rebound by J. McAdoo
4:04.0,,,92-115,2,J. McAdoo makes 2-pt shot at rim
4:04.0,,,92-115,,Shooting foul by A. Gee (drawn by J. McAdoo)
4:04.0,,,92-116,1,J. McAdoo makes free throw 1 of 1
3:58.0,Turnover by T. Douglas (lost ball; steal by I. Clark),,92-116,,
3:52.0,,,92-116,,Turnover by J. McAdoo (lost ball; steal by A. Gee)
3:40.0,Shooting foul by L. Barbosa (drawn by R. Anderson),,92-116,,
3:40.0,R. Anderson makes free throw 1 of 2,1,93-116,,
3:40.0,R. Anderson makes free throw 2 of 2,1,94-116,,
3:26.0,,,94-118,2,J. McAdoo makes 2-pt shot at rim (assist by I. Clark)
3:08.0,R. Anderson misses 2-pt shot from 20 ft,,94-118,,
3:07.0,Offensive rebound by A. Gee,,94-118,,
2:54.0,T. Douglas makes 3-pt shot from 26 ft,3,97-118,,
2:37.0,Personal block foul by R. Anderson,,97-118,,
2:37.0,New Orleans full timeout,,97-118,,
2:37.0,,,97-119,1,M. Speights makes free throw 1 of 2
2:37.0,,,97-120,1,M. Speights makes free throw 2 of 2
2:17.0,L. Babbitt makes 2-pt shot from 5 ft (assist by A. Gee),2,99-120,,
2:17.0,Shooting foul by M. Speights (drawn by L. Babbitt),,99-120,,
2:17.0,L. Babbitt makes free throw 1 of 1,1,100-120,,
2:03.0,,,100-123,3,M. Speights makes 3-pt shot from 24 ft (assist by I. Clark)
1:43.0,A. Gee misses 2-pt shot from 13 ft,,100-123,,
1:42.0,,,100-123,,Defensive rebound by L. Barbosa
1:29.0,,,100-125,2,L. Barbosa makes 2-pt shot from 10 ft (assist by M. Speights)
1:19.0,R. Anderson misses 2-pt shot from 14 ft,,100-125,,
1:19.0,Offensive rebound by A. Gee,,100-125,,
1:16.0,A. Gee makes 2-pt shot at rim,2,102-125,,
1:07.0,,,102-125,,M. Speights misses 3-pt shot from 26 ft
1:07.0,Defensive rebound by L. Babbitt,,102-125,,
1:00.0,T. Douglas makes 2-pt shot from 1 ft,2,104-125,,
0:43.0,,,104-125,,I. Clark misses 3-pt shot from 30 ft
0:42.0,Defensive rebound by T. Douglas,,104-125,,
0:28.0,T. Douglas makes 3-pt shot from 25 ft,3,107-125,,
0:07.0,,,107-125,,L. Barbosa misses 2-pt shot from 4 ft
0:06.0,Defensive rebound by R. Anderson,,107-125,,
0:02.0,T. Douglas misses 3-pt shot from 25 ft,,107-125,,
0:00.0,Offensive rebound by Team,,107-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
