time,Oklahoma City,pts.away,score,pts.home,Golden State
3:28.0,,,100-107,,Defensive rebound by S. Curry
3:18.0,,,100-107,,S. Curry misses 2-pt shot from 3 ft
3:18.0,Defensive rebound by S. Adams,,100-107,,
3:08.0,K. Durant misses 3-pt shot from 31 ft,,100-107,,
3:07.0,Offensive rebound by A. Roberson,,100-107,,
2:56.0,K. Durant misses 2-pt shot from 14 ft (block by A. Bogut),,100-107,,
2:55.0,,,100-107,,Defensive rebound by S. Curry
2:39.0,,,100-107,,S. Curry misses 3-pt shot from 27 ft
2:38.0,Defensive rebound by S. Ibaka,,100-107,,
2:28.0,Shooting foul by A. Bogut (drawn by R. Westbrook),,100-107,,
2:28.0,R. Westbrook misses free throw 1 of 2,,100-107,,
2:28.0,Offensive rebound by Team,,100-107,,
2:28.0,,,100-107,,H. Barnes enters the game for A. Bogut
2:28.0,R. Westbrook makes free throw 2 of 2,1,101-107,,
2:05.0,,,101-107,,K. Thompson misses 2-pt shot from 2 ft
2:05.0,,,101-107,,Offensive rebound by Team
2:05.0,,,101-107,,H. Barnes misses 2-pt shot from 20 ft
2:04.0,,,101-107,,Offensive rebound by Team
2:04.0,,,101-107,,Turnover by Team (shot clock)
1:45.0,K. Durant misses 2-pt shot from 12 ft,,101-107,,
1:44.0,,,101-107,,Defensive rebound by S. Curry
1:36.0,Personal foul by A. Roberson,,101-107,,
1:36.0,,,101-108,1,S. Curry makes free throw 1 of 2
1:36.0,,,101-109,1,S. Curry makes free throw 2 of 2
1:23.0,Turnover by K. Durant (lost ball; steal by S. Curry),,101-109,,
1:02.0,,,101-111,2,S. Curry makes 2-pt shot from 1 ft
1:02.0,Oklahoma City full timeout,,101-111,,
1:02.0,D. Waiters enters the game for A. Roberson,,101-111,,
1:02.0,Technical foul by Team,,101-111,,
1:02.0,,,101-112,1,S. Curry makes technical free throw
0:57.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,103-112,,
0:56.0,Personal foul by R. Westbrook,,103-112,,
0:56.0,,,103-113,1,K. Thompson makes free throw 1 of 2
0:56.0,,,103-114,1,K. Thompson makes free throw 2 of 2
0:50.0,Shooting foul by H. Barnes (drawn by K. Durant),,103-114,,
0:50.0,K. Durant makes free throw 1 of 3,1,104-114,,
0:50.0,K. Durant makes free throw 2 of 3,1,105-114,,
0:50.0,K. Durant makes free throw 3 of 3,1,106-114,,
0:45.0,,,106-114,,Turnover by S. Curry (lost ball; steal by R. Westbrook)
0:41.0,R. Westbrook makes 2-pt shot from 10 ft,2,108-114,,
0:41.0,Shooting foul by K. Thompson (drawn by R. Westbrook),,108-114,,
0:41.0,R. Westbrook misses free throw 1 of 1,,108-114,,
0:40.0,Offensive rebound by R. Westbrook,,108-114,,
0:36.0,K. Durant misses 3-pt shot from 27 ft,,108-114,,
0:36.0,,,108-114,,Defensive rebound by H. Barnes
0:34.0,Personal foul by S. Adams,,108-114,,
0:34.0,,,108-115,1,S. Curry makes free throw 1 of 2
0:34.0,,,108-116,1,S. Curry makes free throw 2 of 2
0:23.0,R. Westbrook misses 3-pt shot from 29 ft,,108-116,,
0:22.0,Offensive rebound by S. Adams,,108-116,,
0:15.0,S. Ibaka misses 2-pt shot from 17 ft,,108-116,,
0:15.0,,,108-116,,Defensive rebound by Team
0:15.0,Loose ball foul by R. Westbrook,,108-116,,
0:15.0,,,108-117,1,D. Green makes free throw 1 of 2
0:15.0,,,108-118,1,D. Green makes free throw 2 of 2
0:15.0,Oklahoma City full timeout,,108-118,,
0:15.0,A. Morrow enters the game for K. Durant,,108-118,,
0:15.0,R. Foye enters the game for R. Westbrook,,108-118,,
0:12.0,A. Morrow makes 3-pt shot from 27 ft (assist by D. Waiters),3,111-118,,
0:12.0,Personal foul by A. Morrow,,111-118,,
0:12.0,N. Mohammed enters the game for S. Adams,,111-118,,
0:12.0,,,111-119,1,K. Thompson makes free throw 1 of 2
0:12.0,,,111-120,1,K. Thompson makes free throw 2 of 2
0:03.0,N. Mohammed misses 2-pt shot from 22 ft,,111-120,,
0:02.0,Offensive rebound by D. Waiters,,111-120,,
0:01.0,D. Waiters misses 3-pt shot from 26 ft,,111-120,,
0:00.0,Offensive rebound by Team,,111-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
