time,Washington,pts.away,score,pts.home,Atlanta
3:16.0,Loose ball foul by B. Beal (drawn by J. Teague),,94-103,,
3:16.0,Turnover by B. Beal (offensive foul),,94-103,,
2:57.0,,,94-105,2,J. Teague makes 2-pt shot from 15 ft
2:41.0,G. Neal enters the game for K. Humphries,,94-105,,
2:38.0,B. Beal misses 2-pt shot from 19 ft,,94-105,,
2:37.0,,,94-105,,Defensive rebound by A. Horford
2:22.0,Personal foul by O. Porter (drawn by P. Millsap),,94-105,,
2:22.0,,,94-106,1,P. Millsap makes free throw 1 of 2
2:22.0,,,94-106,,T. Sefolosha enters the game for K. Korver
2:22.0,,,94-107,1,P. Millsap makes free throw 2 of 2
2:11.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,96-107,,
1:51.0,,,96-109,2,K. Bazemore makes 2-pt shot from 1 ft (assist by P. Millsap)
1:37.0,O. Porter misses 3-pt shot from 23 ft,,96-109,,
1:36.0,,,96-109,,Defensive rebound by A. Horford
1:17.0,,,96-109,,P. Millsap misses 2-pt shot from 12 ft
1:15.0,Defensive rebound by M. Gortat,,96-109,,
1:11.0,Turnover by O. Porter (lost ball; steal by J. Teague),,96-109,,
0:57.0,,,96-109,,Shooting foul by J. Wall (drawn by A. Horford)
0:57.0,,,96-110,1,A. Horford makes free throw 1 of 2
0:57.0,G. Temple enters the game for O. Porter,,96-110,,
0:57.0,R. Sessions enters the game for B. Beal,,96-110,,
0:57.0,K. Oubre enters the game for J. Wall,,96-110,,
0:57.0,,,96-110,,E. Tavares enters the game for K. Bazemore
0:57.0,,,96-110,,M. Scott enters the game for P. Millsap
0:57.0,,,96-110,,D. Schroder enters the game for J. Teague
0:57.0,,,96-110,,J. Holiday enters the game for T. Sefolosha
0:57.0,,,96-111,1,A. Horford makes free throw 2 of 2
0:44.0,,,96-111,,Personal foul by A. Horford (drawn by K. Oubre)
0:44.0,,,96-111,,M. Muscala enters the game for A. Horford
0:30.0,G. Neal makes 2-pt shot at rim (assist by M. Gortat),2,98-111,,
0:10.0,,,98-114,3,J. Holiday makes 3-pt shot from 23 ft (assist by D. Schroder)
0:05.0,Shooting foul by E. Tavares (drawn by G. Temple),,98-114,,
0:05.0,G. Temple makes free throw 1 of 2,1,99-114,,
0:05.0,G. Temple misses free throw 2 of 2,,99-114,,
0:03.0,,,99-114,,Defensive rebound by M. Scott
0:00.0,End of 4th quarter,,,,End of 4th quarter
