time,Detroit,pts.away,score,pts.home,Atlanta
8:50.0,Offensive rebound by Team,,74-90,,
8:50.0,A. Drummond misses free throw 2 of 2,,74-90,,
8:47.0,Offensive rebound by A. Tolliver,,74-90,,
8:46.0,A. Tolliver makes 2-pt shot at rim,2,76-90,,
8:22.0,,,76-90,,L. Patterson misses 2-pt shot from 1 ft (block by A. Drummond)
8:20.0,Defensive rebound by R. Jackson,,76-90,,
8:18.0,A. Tolliver misses 3-pt shot from 25 ft,,76-90,,
8:18.0,,,76-90,,Defensive rebound by Team
8:18.0,Loose ball foul by A. Drummond (drawn by D. Schroder),,76-90,,
8:18.0,,,76-90,,T. Splitter enters the game for A. Horford
8:03.0,Personal foul by R. Jackson (drawn by K. Korver),,76-90,,
7:53.0,,,76-92,2,K. Korver makes 2-pt shot from 15 ft (assist by D. Schroder)
7:40.0,D. Hilliard misses 3-pt shot from 24 ft,,76-92,,
7:38.0,Offensive rebound by R. Jackson,,76-92,,
7:31.0,R. Jackson misses 2-pt shot from 20 ft,,76-92,,
7:30.0,,,76-92,,Defensive rebound by Team
7:30.0,M. Morris enters the game for D. Hilliard,,76-92,,
7:19.0,,,76-94,2,M. Scott makes 2-pt shot from 10 ft (assist by D. Schroder)
7:02.0,A. Drummond makes 2-pt shot from 8 ft (assist by A. Tolliver),2,78-94,,
6:53.0,Personal foul by S. Johnson (drawn by K. Korver),,78-94,,
6:53.0,,,78-95,1,K. Korver makes free throw 1 of 2
6:53.0,,,78-96,1,K. Korver makes free throw 2 of 2
6:43.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,80-96,,
6:27.0,,,80-98,2,M. Scott makes 2-pt shot from 12 ft (assist by D. Schroder)
6:08.0,R. Jackson makes 2-pt shot from 1 ft,2,82-98,,
5:49.0,,,82-98,,Offensive foul by M. Scott
5:49.0,,,82-98,,Turnover by M. Scott (offensive foul)
5:49.0,,,82-98,,Atlanta full timeout
5:49.0,,,82-98,,K. Bazemore enters the game for K. Korver
5:49.0,,,82-98,,T. Sefolosha enters the game for D. Schroder
5:49.0,,,82-98,,P. Millsap enters the game for L. Patterson
5:49.0,,,82-98,,J. Teague enters the game for M. Scott
5:49.0,E. Ilyasova enters the game for A. Tolliver,,82-98,,
5:49.0,,,82-98,,Personal take foul by T. Splitter (drawn by A. Drummond)
5:49.0,A. Drummond makes free throw 1 of 2,1,83-98,,
5:49.0,A. Drummond makes free throw 2 of 2,1,84-98,,
5:29.0,,,84-98,,P. Millsap misses 2-pt shot from 16 ft
5:28.0,Defensive rebound by A. Drummond,,84-98,,
5:22.0,R. Jackson misses 3-pt shot from 24 ft,,84-98,,
5:22.0,,,84-98,,Defensive rebound by Team
5:22.0,Loose ball foul by A. Drummond (drawn by T. Splitter),,84-98,,
5:22.0,,,84-98,,T. Splitter misses free throw 1 of 2
5:22.0,,,84-98,,Offensive rebound by Team
5:22.0,,,84-99,1,T. Splitter makes free throw 2 of 2
4:59.0,M. Morris makes 2-pt shot from 2 ft,2,86-99,,
4:56.0,Technical foul by M. Morris,,86-99,,
4:56.0,,,86-99,,J. Teague misses technical free throw
4:56.0,,,86-99,,Offensive rebound by Team
4:44.0,,,86-101,2,P. Millsap makes 2-pt shot from 8 ft (assist by K. Bazemore)
4:34.0,R. Jackson misses 2-pt shot from 1 ft (block by T. Splitter),,86-101,,
4:34.0,Offensive rebound by Team,,86-101,,
4:32.0,E. Ilyasova misses 2-pt shot from 1 ft,,86-101,,
4:30.0,,,86-101,,Defensive rebound by T. Splitter
4:18.0,,,86-101,,Turnover by T. Splitter (offensive foul)
4:18.0,,,86-101,,Offensive charge foul by T. Splitter
4:18.0,,,86-101,,A. Horford enters the game for T. Splitter
4:06.0,S. Johnson makes 2-pt shot from 2 ft,2,88-101,,
3:51.0,,,88-101,,P. Millsap misses 3-pt shot from 24 ft
3:50.0,Defensive rebound by A. Drummond,,88-101,,
3:34.0,S. Johnson makes 2-pt shot from 16 ft (assist by R. Jackson),2,90-101,,
3:13.0,,,90-103,2,A. Horford makes 2-pt shot from 18 ft (assist by J. Teague)
2:55.0,R. Jackson makes 2-pt shot from 12 ft,2,92-103,,
2:36.0,,,92-105,2,J. Teague makes 2-pt shot from 1 ft
2:23.0,R. Jackson makes 3-pt shot from 24 ft,3,95-105,,
2:02.0,,,95-105,,Turnover by J. Teague (bad pass; steal by A. Drummond)
1:52.0,A. Drummond makes 2-pt shot from 4 ft,2,97-105,,
1:52.0,,,97-105,,Atlanta full timeout
1:52.0,,,97-105,,K. Korver enters the game for T. Sefolosha
1:36.0,,,97-105,,P. Millsap misses 2-pt shot from 2 ft
1:34.0,Defensive rebound by A. Drummond,,97-105,,
1:18.0,S. Johnson misses 2-pt shot at rim,,97-105,,
1:16.0,,,97-105,,Defensive rebound by K. Korver
0:58.0,,,97-105,,A. Horford misses 3-pt shot from 24 ft
0:56.0,,,97-105,,Offensive rebound by P. Millsap
0:41.0,Violation by A. Drummond (def goaltending),,97-105,,
0:41.0,,,97-107,2,J. Teague makes 2-pt shot from 1 ft
0:41.0,Detroit full timeout,,97-107,,
0:41.0,,,97-107,,T. Sefolosha enters the game for J. Teague
0:36.0,Detroit full timeout,,97-107,,
0:31.0,Offensive foul by A. Drummond,,97-107,,
0:31.0,Turnover by A. Drummond (offensive foul),,97-107,,
0:31.0,,,97-107,,J. Teague enters the game for T. Sefolosha
0:10.0,,,97-107,,A. Horford misses 2-pt shot from 18 ft
0:09.0,Defensive rebound by R. Jackson,,97-107,,
0:00.0,M. Morris makes 3-pt shot from 24 ft (assist by R. Jackson),3,100-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
