time,Cleveland,pts.away,score,pts.home,Golden State
7:45.0,Shooting foul by B. Rush (drawn by K. Irving),,5-6,,
7:45.0,K. Irving makes free throw 1 of 2,1,6-6,,
7:45.0,K. Irving makes free throw 2 of 2,1,7-6,,
7:30.0,,,7-9,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
7:16.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Love),3,10-9,,
7:05.0,,,10-9,,K. Thompson misses 3-pt shot from 25 ft
7:04.0,,,10-9,,Offensive rebound by Team
6:53.0,,,10-9,,S. Curry misses 2-pt shot from 18 ft
6:53.0,Defensive rebound by K. Love,,10-9,,
6:39.0,K. Love makes 2-pt shot from 1 ft,2,12-9,,
6:27.0,,,12-9,,D. Green misses 2-pt shot from 1 ft
6:26.0,,,12-9,,Offensive rebound by A. Bogut
6:18.0,,,12-11,2,K. Thompson makes 2-pt shot at rim (assist by D. Green)
5:51.0,K. Love misses 3-pt shot from 23 ft,,12-11,,
5:50.0,Offensive rebound by T. Mozgov,,12-11,,
5:45.0,K. Love misses 2-pt shot from 1 ft (block by D. Green),,12-11,,
5:43.0,Offensive rebound by Team,,12-11,,
5:43.0,,,12-11,,Golden State full timeout
5:43.0,,,12-11,,A. Iguodala enters the game for B. Rush
5:36.0,Turnover by K. Irving (lost ball; steal by S. Curry),,12-11,,
5:34.0,Personal foul by K. Love (drawn by D. Green),,12-11,,
5:34.0,M. Dellavedova enters the game for K. Irving,,12-11,,
5:25.0,,,12-14,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
5:04.0,T. Mozgov misses 2-pt shot from 1 ft (block by A. Bogut),,12-14,,
4:59.0,Offensive rebound by T. Mozgov,,12-14,,
4:59.0,T. Mozgov misses 2-pt shot from 2 ft,,12-14,,
4:58.0,,,12-14,,Defensive rebound by D. Green
4:55.0,,,12-14,,Shooting foul by T. Mozgov (drawn by S. Curry)
4:55.0,,,12-15,1,S. Curry makes free throw 1 of 2
4:55.0,T. Thompson enters the game for T. Mozgov,,12-15,,
4:55.0,,,12-16,1,S. Curry makes free throw 2 of 2
4:41.0,M. Dellavedova misses 3-pt shot from 24 ft,,12-16,,
4:40.0,,,12-16,,Defensive rebound by D. Green
4:34.0,,,12-16,,D. Green misses 2-pt shot from 3 ft (block by K. Love)
4:32.0,Defensive rebound by T. Thompson,,12-16,,
4:21.0,L. James misses 2-pt shot from 5 ft (block by K. Thompson),,12-16,,
4:19.0,,,12-16,,Defensive rebound by A. Bogut
4:10.0,,,12-16,,S. Curry misses 2-pt shot from 8 ft
4:09.0,Defensive rebound by K. Love,,12-16,,
4:02.0,M. Dellavedova makes 2-pt shot from 7 ft,2,14-16,,
4:02.0,Shooting foul by S. Curry (drawn by M. Dellavedova),,14-16,,
4:02.0,I. Shumpert enters the game for K. Love,,14-16,,
4:02.0,,,14-16,,S. Livingston enters the game for K. Thompson
4:02.0,M. Dellavedova makes free throw 1 of 1,1,15-16,,
3:43.0,,,15-16,,A. Iguodala misses 3-pt shot from 24 ft
3:42.0,,,15-16,,Offensive rebound by S. Livingston
3:40.0,,,15-16,,Turnover by S. Livingston (bad pass; steal by J. Smith)
3:27.0,I. Shumpert misses 3-pt shot from 22 ft,,15-16,,
3:25.0,,,15-16,,Defensive rebound by S. Livingston
3:14.0,,,15-18,2,S. Curry makes 2-pt shot at rim (assist by A. Bogut)
3:14.0,,,15-18,,Shooting foul by M. Dellavedova (drawn by S. Curry)
3:14.0,,,15-18,,F. Ezeli enters the game for A. Bogut
3:14.0,Cleveland full timeout,,15-18,,
3:14.0,,,15-19,1,S. Curry makes free throw 1 of 1
3:05.0,Turnover by L. James (lost ball; steal by A. Iguodala),,15-19,,
2:59.0,,,15-21,2,S. Livingston makes 2-pt shot from 13 ft (assist by S. Curry)
2:41.0,L. James misses 3-pt shot from 24 ft,,15-21,,
2:40.0,,,15-21,,Defensive rebound by D. Green
2:33.0,,,15-21,,Turnover by S. Livingston (bad pass; steal by I. Shumpert)
2:22.0,I. Shumpert misses 2-pt shot from 18 ft,,15-21,,
2:22.0,,,15-21,,Defensive rebound by S. Curry
2:15.0,,,15-24,3,S. Curry makes 3-pt shot from 29 ft (assist by D. Green)
1:56.0,L. James makes 2-pt shot from 1 ft,2,17-24,,
1:34.0,,,17-26,2,D. Green makes 2-pt shot from 2 ft (assist by S. Livingston)
1:34.0,,,17-26,,Shooting foul by J. Smith (drawn by D. Green)
1:34.0,J. Jones enters the game for L. James,,17-26,,
1:34.0,M. Williams enters the game for J. Smith,,17-26,,
1:34.0,,,17-26,,D. Green misses free throw 1 of 1
1:33.0,Defensive rebound by J. Jones,,17-26,,
1:24.0,I. Shumpert misses 3-pt shot from 25 ft,,17-26,,
1:23.0,,,17-26,,Defensive rebound by S. Livingston
1:13.0,,,17-26,,Turnover by D. Green (3 sec)
1:00.0,M. Dellavedova misses 3-pt shot from 24 ft,,17-26,,
0:59.0,,,17-26,,Defensive rebound by D. Green
0:54.0,,,17-26,,S. Curry misses 2-pt shot from 1 ft
0:54.0,Defensive rebound by J. Jones,,17-26,,
0:49.0,T. Thompson makes 2-pt shot at rim (assist by I. Shumpert),2,19-26,,
0:31.0,,,19-28,2,S. Livingston makes 2-pt shot from 14 ft
0:13.0,M. Williams misses 2-pt shot from 16 ft,,19-28,,
0:13.0,Offensive rebound by T. Thompson,,19-28,,
0:11.0,,,19-28,,Personal foul by F. Ezeli (drawn by T. Thompson)
0:11.0,L. James enters the game for M. Williams,,19-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,19-28,,L. Barbosa misses 2-pt shot from 2 ft
11:45.0,Defensive rebound by K. Love,,19-28,,
11:23.0,Shooting foul by S. Livingston (drawn by M. Williams),,19-28,,
11:23.0,M. Williams makes free throw 1 of 3,1,20-28,,
11:23.0,M. Williams makes free throw 2 of 3,1,21-28,,
11:23.0,M. Williams makes free throw 3 of 3,1,22-28,,
11:13.0,,,22-28,,S. Livingston misses 2-pt shot from 16 ft
11:12.0,Defensive rebound by T. Thompson,,22-28,,
10:52.0,I. Shumpert misses 2-pt shot from 5 ft (block by F. Ezeli),,22-28,,
10:51.0,,,22-28,,Defensive rebound by F. Ezeli
10:36.0,,,22-31,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Livingston)
10:19.0,M. Dellavedova makes 2-pt shot from 6 ft,2,24-31,,
9:57.0,,,24-31,,M. Speights misses 2-pt shot from 17 ft
9:56.0,Defensive rebound by T. Thompson,,24-31,,
9:48.0,K. Love makes 2-pt shot from 7 ft (assist by M. Williams),2,26-31,,
9:39.0,,,26-31,,Turnover by F. Ezeli (traveling)
9:39.0,,,26-31,,Golden State full timeout
9:39.0,K. Irving enters the game for M. Dellavedova,,26-31,,
9:39.0,L. James enters the game for M. Williams,,26-31,,
9:39.0,,,26-31,,K. Thompson enters the game for S. Livingston
9:31.0,,,26-31,,Personal foul by M. Speights (drawn by K. Love)
9:26.0,Turnover by K. Irving (bad pass; steal by M. Speights),,26-31,,
9:20.0,,,26-31,,L. Barbosa misses 2-pt shot from 3 ft
9:19.0,Defensive rebound by L. James,,26-31,,
9:12.0,L. James makes 2-pt shot from 8 ft,2,28-31,,
9:12.0,Shooting foul by L. Barbosa (drawn by L. James),,28-31,,
9:12.0,L. James makes free throw 1 of 1,1,29-31,,
8:58.0,,,29-31,,A. Iguodala misses 3-pt shot from 24 ft
8:58.0,Defensive rebound by K. Love,,29-31,,
8:55.0,Turnover by K. Love (bad pass),,29-31,,
8:50.0,,,29-31,,Turnover by M. Speights (offensive foul)
8:50.0,,,29-31,,Offensive foul by M. Speights
8:39.0,K. Love misses 3-pt shot from 25 ft,,29-31,,
8:37.0,,,29-31,,Defensive rebound by L. Barbosa
8:32.0,,,29-31,,Turnover by K. Thompson (lost ball; steal by K. Irving)
8:28.0,Shooting foul by L. Barbosa (drawn by K. Irving),,29-31,,
8:28.0,K. Irving makes free throw 1 of 2,1,30-31,,
8:28.0,,,30-31,,B. Rush enters the game for A. Iguodala
8:28.0,K. Irving makes free throw 2 of 2,1,31-31,,
8:07.0,,,31-33,2,F. Ezeli makes 2-pt shot from 9 ft
7:59.0,K. Irving misses 3-pt shot from 25 ft,,31-33,,
7:58.0,,,31-33,,Defensive rebound by K. Thompson
7:46.0,,,31-33,,B. Rush misses 2-pt shot from 2 ft
7:45.0,Defensive rebound by T. Thompson,,31-33,,
7:36.0,Turnover by L. James (3 sec),,31-33,,
7:36.0,,,31-33,,D. Green enters the game for M. Speights
7:22.0,,,31-33,,F. Ezeli misses 2-pt shot from 13 ft
7:22.0,Defensive rebound by L. James,,31-33,,
7:05.0,L. James makes 2-pt shot from 2 ft,2,33-33,,
6:47.0,,,33-33,,Shooting foul by T. Thompson (drawn by D. Green)
6:47.0,,,33-33,,D. Green misses free throw 1 of 2
6:47.0,,,33-33,,Offensive rebound by Team
6:47.0,J. Smith enters the game for I. Shumpert,,33-33,,
6:47.0,,,33-33,,A. Bogut enters the game for F. Ezeli
6:47.0,,,33-33,,S. Livingston enters the game for L. Barbosa
6:47.0,,,33-33,,D. Green misses free throw 2 of 2
6:46.0,Defensive rebound by K. Love,,33-33,,
6:31.0,L. James misses 2-pt shot from 12 ft,,33-33,,
6:30.0,,,33-33,,Defensive rebound by D. Green
6:18.0,,,33-35,2,K. Thompson makes 2-pt shot from 1 ft
6:03.0,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving),2,35-35,,
5:42.0,,,35-37,2,S. Livingston makes 2-pt shot from 15 ft (assist by D. Green)
5:28.0,,,35-37,,Def 3 sec tech foul by A. Bogut
5:28.0,Official timeout,,35-37,,
5:28.0,,,35-37,,A. Iguodala enters the game for B. Rush
5:28.0,,,35-37,,S. Curry enters the game for S. Livingston
5:28.0,K. Irving makes technical free throw,1,36-37,,
5:18.0,Shooting foul by A. Iguodala (drawn by L. James),,36-37,,
5:18.0,L. James misses free throw 1 of 2,,36-37,,
5:18.0,Offensive rebound by Team,,36-37,,
5:18.0,L. James makes free throw 2 of 2,1,37-37,,
5:05.0,Personal foul by J. Smith (drawn by K. Thompson),,37-37,,
5:05.0,M. Dellavedova enters the game for J. Smith,,37-37,,
4:50.0,,,37-37,,K. Thompson misses 2-pt shot from 8 ft
4:50.0,Defensive rebound by K. Love,,37-37,,
4:33.0,K. Irving makes 2-pt shot from 3 ft,2,39-37,,
4:21.0,,,39-37,,D. Green misses 2-pt shot from 7 ft
4:20.0,Defensive rebound by L. James,,39-37,,
4:03.0,M. Dellavedova misses 3-pt shot from 22 ft,,39-37,,
4:03.0,Offensive rebound by K. Love,,39-37,,
3:53.0,K. Irving misses 3-pt shot from 23 ft,,39-37,,
3:53.0,Offensive rebound by K. Irving,,39-37,,
3:50.0,K. Irving misses 2-pt shot from 1 ft,,39-37,,
3:50.0,Offensive rebound by Team,,39-37,,
3:50.0,I. Shumpert enters the game for K. Irving,,39-37,,
3:50.0,Cleveland full timeout,,39-37,,
3:35.0,K. Love misses 2-pt shot from 7 ft,,39-37,,
3:34.0,Offensive rebound by L. James,,39-37,,
3:30.0,L. James misses 2-pt shot at rim,,39-37,,
3:29.0,,,39-37,,Defensive rebound by A. Bogut
3:20.0,,,39-37,,Turnover by S. Curry (bad pass)
3:05.0,L. James misses 2-pt shot from 20 ft,,39-37,,
3:04.0,,,39-37,,Defensive rebound by D. Green
2:54.0,,,39-37,,Turnover by D. Green (bad pass; steal by M. Dellavedova)
2:38.0,Shooting foul by K. Thompson (drawn by L. James),,39-37,,
2:38.0,L. James misses free throw 1 of 2,,39-37,,
2:38.0,Offensive rebound by Team,,39-37,,
2:38.0,L. James makes free throw 2 of 2,1,40-37,,
2:25.0,,,40-37,,A. Iguodala misses 3-pt shot from 22 ft
2:25.0,,,40-37,,Offensive rebound by A. Bogut
2:25.0,Personal foul by T. Thompson (drawn by A. Bogut),,40-37,,
2:25.0,T. Mozgov enters the game for T. Thompson,,40-37,,
2:15.0,,,40-39,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
1:50.0,L. James misses 3-pt shot from 26 ft,,40-39,,
1:50.0,,,40-39,,Defensive rebound by Team
1:42.0,,,40-39,,Shooting foul by I. Shumpert (drawn by K. Thompson)
1:42.0,,,40-40,1,K. Thompson makes free throw 1 of 2
1:42.0,,,40-41,1,K. Thompson makes free throw 2 of 2
1:28.0,L. James misses 2-pt shot from 1 ft,,40-41,,
1:28.0,,,40-41,,Defensive rebound by S. Curry
1:13.0,Personal foul by I. Shumpert (drawn by S. Curry),,40-41,,
1:13.0,,,40-42,1,S. Curry makes free throw 1 of 2
1:13.0,,,40-43,1,S. Curry makes free throw 2 of 2
0:55.0,Cleveland full timeout,,40-43,,
0:55.0,M. Williams enters the game for I. Shumpert,,40-43,,
0:55.0,,,40-43,,F. Ezeli enters the game for A. Bogut
0:54.0,M. Dellavedova makes 2-pt shot from 2 ft (assist by L. James),2,42-43,,
0:41.0,,,42-43,,D. Green misses 2-pt shot from 11 ft
0:41.0,,,42-43,,Offensive rebound by K. Thompson
0:41.0,,,42-45,2,K. Thompson makes 2-pt shot from 1 ft
0:32.0,M. Dellavedova misses 2-pt shot from 9 ft,,42-45,,
0:32.0,,,42-45,,Defensive rebound by F. Ezeli
0:12.0,,,42-45,,D. Green misses 3-pt shot from 26 ft
0:12.0,Defensive rebound by Team,,42-45,,
0:04.0,K. Love misses 3-pt shot from 23 ft,,42-45,,
0:03.0,,,42-45,,Defensive rebound by S. Curry
0:01.0,,,42-45,,S. Curry misses 3-pt shot from 71 ft
0:00.0,,,42-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,42-45,,Turnover by S. Curry (bad pass)
11:31.0,K. Irving makes 2-pt shot from 19 ft,2,44-45,,
11:20.0,,,44-45,,Shooting foul by T. Mozgov (drawn by K. Thompson)
11:20.0,,,44-46,1,K. Thompson makes free throw 1 of 2
11:20.0,,,44-47,1,K. Thompson makes free throw 2 of 2
11:04.0,K. Irving misses 3-pt shot from 24 ft,,44-47,,
11:03.0,,,44-47,,Defensive rebound by D. Green
10:54.0,,,44-47,,K. Thompson misses 2-pt shot from 12 ft
10:53.0,Defensive rebound by K. Love,,44-47,,
10:40.0,T. Mozgov misses 2-pt shot from 2 ft,,44-47,,
10:40.0,,,44-47,,Defensive rebound by S. Curry
10:33.0,,,44-50,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
10:07.0,K. Love makes 2-pt shot from 2 ft,2,46-50,,
9:48.0,,,46-50,,B. Rush misses 2-pt shot from 13 ft
9:46.0,,,46-50,,Offensive rebound by K. Thompson
9:45.0,,,46-52,2,K. Thompson makes 2-pt shot from 8 ft
9:25.0,Turnover by L. James (lost ball; steal by B. Rush),,46-52,,
9:18.0,,,46-54,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
8:56.0,T. Mozgov misses 2-pt shot from 2 ft (block by A. Bogut),,46-54,,
8:56.0,Offensive rebound by Team,,46-54,,
8:56.0,Cleveland full timeout,,46-54,,
8:53.0,K. Love misses 3-pt shot from 27 ft,,46-54,,
8:52.0,Offensive rebound by T. Mozgov,,46-54,,
8:27.0,L. James makes 3-pt shot from 25 ft,3,49-54,,
7:59.0,,,49-54,,B. Rush misses 2-pt shot from 2 ft
7:58.0,Defensive rebound by L. James,,49-54,,
7:55.0,,,49-54,,Personal foul by A. Bogut (drawn by T. Mozgov)
7:37.0,L. James misses 3-pt shot from 25 ft,,49-54,,
7:36.0,Offensive rebound by K. Irving,,49-54,,
7:32.0,K. Irving misses 2-pt shot from 15 ft,,49-54,,
7:30.0,,,49-54,,Defensive rebound by B. Rush
7:16.0,,,49-54,,B. Rush misses 3-pt shot from 25 ft
7:15.0,,,49-54,,Offensive rebound by A. Bogut
7:07.0,,,49-56,2,S. Curry makes 2-pt shot from 2 ft
7:07.0,,,49-56,,Shooting foul by T. Mozgov (drawn by S. Curry)
7:07.0,T. Thompson enters the game for T. Mozgov,,49-56,,
7:07.0,,,49-57,1,S. Curry makes free throw 1 of 1
6:54.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,51-57,,
6:37.0,,,51-57,,K. Thompson misses 2-pt shot from 5 ft
6:36.0,Defensive rebound by K. Love,,51-57,,
6:27.0,K. Irving misses 2-pt shot from 2 ft (block by A. Bogut),,51-57,,
6:26.0,Offensive rebound by T. Thompson,,51-57,,
6:23.0,J. Smith makes 3-pt shot from 25 ft (assist by T. Thompson),3,54-57,,
6:15.0,,,54-57,,S. Curry misses 2-pt shot from 19 ft
6:14.0,Defensive rebound by K. Love,,54-57,,
6:07.0,J. Smith misses 3-pt shot from 24 ft,,54-57,,
6:06.0,,,54-57,,Defensive rebound by D. Green
5:59.0,,,54-57,,B. Rush misses 3-pt shot from 25 ft
5:58.0,Defensive rebound by L. James,,54-57,,
5:49.0,J. Smith misses 3-pt shot from 26 ft,,54-57,,
5:48.0,,,54-57,,Defensive rebound by K. Thompson
5:41.0,,,54-57,,Turnover by S. Curry (traveling)
5:31.0,,,54-57,,Personal foul by S. Curry (drawn by J. Smith)
5:31.0,,,54-57,,A. Iguodala enters the game for B. Rush
5:31.0,I. Shumpert enters the game for K. Irving,,54-57,,
5:31.0,M. Dellavedova enters the game for L. James,,54-57,,
5:20.0,Turnover by J. Smith (bad pass),,54-57,,
5:07.0,,,54-59,2,S. Curry makes 2-pt shot from 3 ft (assist by D. Green)
4:37.0,K. Love misses 2-pt shot from 6 ft,,54-59,,
4:36.0,Offensive rebound by T. Thompson,,54-59,,
4:36.0,T. Thompson makes 2-pt shot from 2 ft,2,56-59,,
4:27.0,,,56-59,,K. Thompson misses 2-pt shot from 18 ft
4:26.0,Defensive rebound by M. Dellavedova,,56-59,,
4:11.0,T. Thompson misses 2-pt shot from 5 ft,,56-59,,
4:10.0,,,56-59,,Defensive rebound by D. Green
4:03.0,,,56-59,,D. Green misses 2-pt shot from 3 ft
4:03.0,Defensive rebound by K. Love,,56-59,,
3:52.0,M. Dellavedova misses 2-pt shot from 5 ft,,56-59,,
3:51.0,,,56-59,,Defensive rebound by D. Green
3:36.0,,,56-61,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
3:16.0,M. Dellavedova misses 2-pt shot from 17 ft,,56-61,,
3:16.0,,,56-61,,Defensive rebound by A. Bogut
3:05.0,,,56-61,,S. Curry misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by T. Thompson,,56-61,,
2:47.0,J. Smith misses 2-pt shot from 2 ft,,56-61,,
2:47.0,,,56-61,,Defensive rebound by Team
2:47.0,,,56-61,,Golden State full timeout
2:47.0,,,56-61,,F. Ezeli enters the game for A. Bogut
2:47.0,,,56-61,,S. Livingston enters the game for K. Thompson
2:47.0,L. James enters the game for K. Love,,56-61,,
2:31.0,,,56-61,,Shooting foul by I. Shumpert (drawn by F. Ezeli)
2:31.0,,,56-61,,F. Ezeli misses free throw 1 of 2
2:31.0,,,56-61,,Offensive rebound by Team
2:31.0,,,56-62,1,F. Ezeli makes free throw 2 of 2
2:09.0,Shooting foul by S. Curry (drawn by M. Dellavedova),,56-62,,
2:09.0,M. Dellavedova makes free throw 1 of 2,1,57-62,,
2:09.0,M. Dellavedova misses free throw 2 of 2,,57-62,,
2:09.0,,,57-62,,Defensive rebound by F. Ezeli
1:50.0,,,57-64,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
1:34.0,T. Thompson misses 2-pt shot from 1 ft,,57-64,,
1:34.0,Offensive rebound by M. Dellavedova,,57-64,,
1:29.0,I. Shumpert misses 3-pt shot from 24 ft,,57-64,,
1:28.0,,,57-64,,Defensive rebound by A. Iguodala
1:17.0,,,57-64,,Turnover by F. Ezeli (bad pass; steal by T. Thompson)
1:05.0,L. James misses 2-pt shot from 3 ft,,57-64,,
1:05.0,Offensive rebound by Team,,57-64,,
1:05.0,,,57-64,,Loose ball foul by D. Green (drawn by T. Thompson)
0:55.0,Turnover by J. Smith (lost ball; steal by S. Livingston),,57-64,,
0:43.0,,,57-64,,A. Iguodala misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by M. Dellavedova,,57-64,,
0:20.0,T. Thompson misses 2-pt shot from 10 ft,,57-64,,
0:19.0,Offensive rebound by L. James,,57-64,,
0:17.0,L. James makes 2-pt shot from 1 ft,2,59-64,,
0:02.0,,,59-64,,F. Ezeli misses 2-pt shot from 9 ft
0:00.0,Defensive rebound by T. Thompson,,59-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,L. James makes 2-pt shot from 9 ft,2,61-64,,
11:21.0,,,61-66,2,S. Livingston makes 2-pt shot from 12 ft
11:04.0,,,61-66,,Personal foul by S. Livingston (drawn by T. Thompson)
11:04.0,T. Thompson makes free throw 1 of 2,1,62-66,,
11:04.0,T. Thompson makes free throw 2 of 2,1,63-66,,
10:50.0,,,63-68,2,S. Livingston makes 2-pt shot from 11 ft
10:24.0,Turnover by L. James (lost ball; steal by I. Clark),,63-68,,
10:19.0,,,63-68,,I. Clark misses 2-pt shot from 2 ft (block by L. James)
10:18.0,Defensive rebound by M. Dellavedova,,63-68,,
10:11.0,L. James misses 2-pt shot from 1 ft,,63-68,,
10:11.0,,,63-68,,Defensive rebound by B. Rush
10:06.0,Personal foul by T. Thompson (drawn by F. Ezeli),,63-68,,
10:06.0,K. Irving enters the game for J. Smith,,63-68,,
10:06.0,K. Love enters the game for L. James,,63-68,,
10:06.0,,,63-68,,J. McAdoo enters the game for B. Rush
9:53.0,,,63-68,,F. Ezeli misses 2-pt shot from 7 ft
9:51.0,Defensive rebound by I. Shumpert,,63-68,,
9:44.0,I. Shumpert misses 2-pt shot from 3 ft,,63-68,,
9:43.0,Offensive rebound by I. Shumpert,,63-68,,
9:38.0,K. Irving misses 3-pt shot from 24 ft,,63-68,,
9:38.0,,,63-68,,Defensive rebound by F. Ezeli
9:31.0,,,63-68,,A. Iguodala misses 3-pt shot from 25 ft
9:28.0,Defensive rebound by T. Thompson,,63-68,,
9:20.0,K. Irving misses 2-pt shot from 1 ft,,63-68,,
9:20.0,,,63-68,,Defensive rebound by Team
9:20.0,Loose ball foul by T. Thompson (drawn by F. Ezeli),,63-68,,
9:09.0,,,63-68,,Turnover by S. Livingston (lost ball)
9:09.0,,,63-68,,K. Thompson enters the game for A. Iguodala
8:45.0,M. Dellavedova makes 2-pt shot from 10 ft,2,65-68,,
8:37.0,Personal foul by K. Irving (drawn by F. Ezeli),,65-68,,
8:37.0,Official timeout,,65-68,,
8:22.0,,,65-68,,K. Thompson misses 2-pt shot from 4 ft
8:21.0,,,65-68,,Offensive rebound by Team
8:21.0,Jump ball: K. Love vs. K. Thompson,,,,Jump ball: K. Love vs. K. Thompson
8:21.0,Violation by Team (jump ball),,65-68,,
8:19.0,Loose ball foul by K. Love (drawn by K. Thompson),,65-68,,
8:03.0,,,65-68,,K. Thompson misses 2-pt shot from 6 ft
8:03.0,Defensive rebound by K. Love,,65-68,,
7:57.0,K. Irving misses 3-pt shot from 25 ft,,65-68,,
7:57.0,,,65-68,,Defensive rebound by J. McAdoo
7:52.0,,,65-70,2,S. Livingston makes 2-pt shot from 13 ft
7:30.0,M. Dellavedova misses 2-pt shot from 10 ft,,65-70,,
7:28.0,Offensive rebound by M. Dellavedova,,65-70,,
7:17.0,K. Love makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,67-70,,
7:07.0,Personal foul by M. Dellavedova (drawn by K. Thompson),,67-70,,
7:07.0,,,67-71,1,K. Thompson makes free throw 1 of 2
7:07.0,,,67-71,,D. Green enters the game for J. McAdoo
7:07.0,,,67-71,,S. Curry enters the game for I. Clark
7:07.0,,,67-71,,A. Iguodala enters the game for S. Livingston
7:07.0,L. James enters the game for T. Thompson,,67-71,,
7:07.0,,,67-71,,K. Thompson misses free throw 2 of 2
7:06.0,Defensive rebound by I. Shumpert,,67-71,,
6:46.0,L. James misses 2-pt shot from 1 ft (block by F. Ezeli),,67-71,,
6:46.0,,,67-71,,Defensive rebound by K. Thompson
6:40.0,,,67-71,,S. Livingston enters the game for F. Ezeli
6:38.0,,,67-73,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
6:16.0,Turnover by M. Dellavedova (bad pass; steal by S. Curry),,67-73,,
6:10.0,,,67-73,,Shooting foul by I. Shumpert (drawn by A. Iguodala)
6:10.0,,,67-74,1,A. Iguodala makes free throw 1 of 2
6:10.0,,,67-75,1,A. Iguodala makes free throw 2 of 2
5:56.0,K. Irving makes 2-pt shot from 11 ft (assist by L. James),2,69-75,,
5:39.0,,,69-75,,K. Thompson misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by L. James,,69-75,,
5:27.0,K. Love misses 2-pt shot from 2 ft,,69-75,,
5:25.0,,,69-75,,Defensive rebound by D. Green
5:19.0,,,69-77,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
4:55.0,K. Irving makes 2-pt shot from 2 ft,2,71-77,,
4:40.0,,,71-77,,D. Green misses 2-pt shot from 1 ft
4:39.0,,,71-77,,Offensive rebound by D. Green
4:39.0,,,71-77,,D. Green misses 2-pt shot from 1 ft
4:37.0,Defensive rebound by L. James,,71-77,,
4:34.0,L. James misses 2-pt shot from 2 ft (block by A. Iguodala),,71-77,,
4:34.0,,,71-77,,Defensive rebound by Team
4:34.0,,,71-77,,Golden State full timeout
4:21.0,,,71-79,2,K. Thompson makes 2-pt shot from 16 ft (assist by A. Iguodala)
4:08.0,,,71-79,,Violation by A. Iguodala (kicked ball)
3:57.0,K. Irving misses 2-pt shot from 1 ft,,71-79,,
