time,Washington,pts.away,score,pts.home,Atlanta
0:39.0,G. Temple enters the game for O. Porter,,115-100,,
0:39.0,M. Gortat misses free throw 2 of 2,,115-100,,
0:39.0,,,115-100,,Defensive rebound by K. Humphries
0:27.0,,,115-102,2,M. Muscala makes 2-pt shot from 19 ft (assist by T. Hardaway)
0:11.0,K. Oubre misses 3-pt shot from 24 ft,,115-102,,
0:10.0,Offensive rebound by M. Gortat,,115-102,,
0:07.0,M. Gortat misses 2-pt shot at rim,,115-102,,
0:07.0,Offensive rebound by K. Oubre,,115-102,,
0:07.0,K. Oubre makes 2-pt shot at rim,2,117-102,,
0:02.0,,,117-102,,M. Muscala misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by M. Morris,,117-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
