time,Cleveland,pts.away,score,pts.home,Atlanta
10:44.0,,,28-38,,Defensive rebound by K. Bazemore
10:35.0,Personal foul by I. Shumpert,,28-38,,
10:30.0,,,28-40,2,D. Schroder makes 2-pt shot from 2 ft
10:17.0,K. Irving misses 2-pt shot from 19 ft (block by D. Schroder),,28-40,,
10:15.0,Offensive rebound by K. Love,,28-40,,
10:11.0,I. Shumpert makes 3-pt shot from 23 ft (assist by K. Love),3,31-40,,
9:55.0,,,31-40,,Offensive foul by A. Horford
9:55.0,,,31-40,,Turnover by A. Horford (offensive foul)
9:55.0,T. Thompson enters the game for C. Frye,,31-40,,
9:45.0,K. Love misses 3-pt shot from 24 ft,,31-40,,
9:44.0,,,31-40,,Defensive rebound by Team
9:22.0,,,31-42,2,D. Schroder makes 2-pt shot from 4 ft (assist by A. Horford)
9:10.0,K. Love makes 3-pt shot from 23 ft (assist by K. Irving),3,34-42,,
8:57.0,,,34-44,2,A. Horford makes 2-pt shot from 19 ft (assist by K. Bazemore)
8:42.0,K. Love makes 3-pt shot from 24 ft (assist by K. Irving),3,37-44,,
8:27.0,,,37-46,2,M. Scott makes 2-pt shot from 1 ft (assist by D. Schroder)
8:13.0,K. Irving makes 2-pt shot from 1 ft,2,39-46,,
8:06.0,,,39-46,,Atlanta full timeout
8:06.0,J. Smith enters the game for M. Dellavedova,,39-46,,
8:06.0,,,39-46,,J. Teague enters the game for D. Schroder
8:06.0,,,39-46,,P. Millsap enters the game for M. Scott
7:58.0,,,39-46,,Turnover by J. Teague (lost ball; steal by I. Shumpert)
7:55.0,Shooting foul by J. Teague (drawn by I. Shumpert),,39-46,,
7:55.0,I. Shumpert makes free throw 1 of 2,1,40-46,,
7:55.0,I. Shumpert makes free throw 2 of 2,1,41-46,,
7:46.0,,,41-46,,K. Korver misses 2-pt shot from 1 ft (block by J. Smith)
7:43.0,Defensive rebound by T. Thompson,,41-46,,
7:39.0,Turnover by I. Shumpert (bad pass),,41-46,,
7:28.0,,,41-46,,Shooting foul by K. Love (drawn by P. Millsap)
7:28.0,,,41-47,1,P. Millsap makes free throw 1 of 2
7:28.0,,,41-48,1,P. Millsap makes free throw 2 of 2
7:09.0,K. Love makes 3-pt shot from 24 ft (assist by K. Irving),3,44-48,,
6:56.0,,,44-50,2,K. Korver makes 2-pt shot from 1 ft (assist by J. Teague)
6:46.0,Turnover by K. Love (step out of bounds),,44-50,,
6:32.0,,,44-50,,Offensive charge foul by P. Millsap
6:32.0,,,44-50,,Turnover by P. Millsap (offensive foul)
6:32.0,L. James enters the game for I. Shumpert,,44-50,,
6:32.0,,,44-50,,T. Sefolosha enters the game for K. Korver
6:05.0,T. Thompson misses 2-pt shot from 2 ft,,44-50,,
6:04.0,,,44-50,,Defensive rebound by J. Teague
5:56.0,,,44-50,,J. Teague misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by K. Love,,44-50,,
5:43.0,K. Irving misses 3-pt shot from 24 ft,,44-50,,
5:42.0,,,44-50,,Defensive rebound by A. Horford
5:36.0,,,44-50,,Turnover by T. Sefolosha (lost ball; steal by L. James)
5:31.0,,,44-50,,Personal foul by J. Teague
5:31.0,Official timeout,,44-50,,
5:31.0,,,44-50,,K. Humphries enters the game for P. Millsap
5:31.0,,,44-50,,Inbound foul by K. Humphries
5:31.0,T. Thompson makes free throw 1 of 2,1,45-50,,
5:31.0,T. Thompson misses free throw 2 of 2,,45-50,,
5:30.0,,,45-50,,Defensive rebound by A. Horford
5:17.0,,,45-52,2,A. Horford makes 2-pt shot from 1 ft (assist by K. Bazemore)
4:54.0,T. Thompson makes 2-pt shot at rim (assist by K. Love),2,47-52,,
4:42.0,,,47-52,,K. Humphries misses 3-pt shot from 24 ft
4:40.0,Defensive rebound by L. James,,47-52,,
4:26.0,Cleveland full timeout,,47-52,,
4:26.0,,,47-52,,P. Millsap enters the game for K. Humphries
4:26.0,I. Shumpert enters the game for T. Thompson,,47-52,,
4:18.0,Jump ball: L. James vs. T. Sefolosha (K. Irving gains possession),,,,Jump ball: L. James vs. T. Sefolosha (K. Irving gains possession)
3:58.0,L. James misses 2-pt shot from 3 ft,,47-52,,
3:58.0,,,47-52,,Defensive rebound by P. Millsap
3:58.0,Personal foul by L. James,,47-52,,
3:46.0,,,47-52,,Turnover by J. Teague (lost ball; steal by I. Shumpert)
3:41.0,K. Irving misses 2-pt shot from 2 ft,,47-52,,
3:39.0,Offensive rebound by L. James,,47-52,,
3:28.0,I. Shumpert makes 3-pt shot from 22 ft (assist by K. Irving),3,50-52,,
3:15.0,,,50-52,,K. Bazemore misses 3-pt shot from 25 ft
3:13.0,,,50-52,,Offensive rebound by P. Millsap
3:05.0,,,50-54,2,T. Sefolosha makes 2-pt shot from 1 ft
2:43.0,K. Love misses 2-pt shot from 6 ft,,50-54,,
2:40.0,,,50-54,,Defensive rebound by P. Millsap
2:34.0,,,50-54,,T. Sefolosha misses 3-pt shot from 23 ft
2:33.0,Defensive rebound by K. Love,,50-54,,
2:29.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,52-54,,
2:05.0,,,52-54,,K. Bazemore misses 3-pt shot from 25 ft
2:01.0,,,52-54,,Offensive rebound by T. Sefolosha
2:01.0,,,52-56,2,T. Sefolosha makes 2-pt shot at rim
1:59.0,Turnover by K. Love (bad pass),,52-56,,
1:51.0,,,52-56,,Turnover by A. Horford (lost ball)
1:40.0,K. Irving makes 2-pt shot from 22 ft,2,54-56,,
1:21.0,,,54-58,2,A. Horford makes 2-pt shot from 1 ft
1:05.0,K. Irving makes 2-pt shot from 17 ft,2,56-58,,
0:54.0,,,56-58,,A. Horford misses 2-pt shot from 17 ft
0:53.0,,,56-58,,Offensive rebound by P. Millsap
0:41.0,,,56-58,,P. Millsap misses 2-pt shot from 14 ft
0:39.0,,,56-58,,Offensive rebound by T. Sefolosha
0:35.0,,,56-58,,P. Millsap misses 3-pt shot from 22 ft
0:34.0,Defensive rebound by I. Shumpert,,56-58,,
0:25.0,K. Love misses 3-pt shot from 24 ft,,56-58,,
0:23.0,Offensive rebound by I. Shumpert,,56-58,,
0:00.0,K. Irving misses 3-pt shot from 27 ft,,56-58,,
0:00.0,Offensive rebound by Team,,56-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,56-58,,P. Millsap misses 2-pt shot from 2 ft (block by T. Thompson)
11:44.0,Defensive rebound by K. Love,,56-58,,
11:35.0,Turnover by T. Thompson (lost ball; steal by J. Teague),,56-58,,
11:25.0,,,56-60,2,J. Teague makes 2-pt shot from 2 ft
11:06.0,J. Smith misses 3-pt shot from 24 ft,,56-60,,
11:04.0,,,56-60,,Defensive rebound by T. Sefolosha
10:49.0,,,56-62,2,T. Sefolosha makes 2-pt shot from 21 ft (assist by A. Horford)
10:32.0,K. Love misses 2-pt shot from 5 ft,,56-62,,
10:31.0,,,56-62,,Defensive rebound by A. Horford
10:26.0,,,56-62,,Offensive charge foul by T. Sefolosha
10:26.0,,,56-62,,Turnover by T. Sefolosha (offensive foul)
10:13.0,L. James makes 3-pt shot from 25 ft (assist by K. Irving),3,59-62,,
9:58.0,,,59-62,,J. Teague misses 3-pt shot from 24 ft
9:57.0,Defensive rebound by K. Love,,59-62,,
9:47.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,62-62,,
9:26.0,,,62-64,2,K. Bazemore makes 2-pt shot from 18 ft
9:11.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,65-64,,
8:56.0,,,65-64,,Shooting foul by T. Thompson (drawn by P. Millsap)
8:56.0,,,65-65,1,P. Millsap makes free throw 1 of 2
8:56.0,,,65-66,1,P. Millsap makes free throw 2 of 2
8:46.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,68-66,,
8:46.0,,,68-66,,Atlanta full timeout
8:25.0,Personal foul by J. Smith,,68-66,,
8:11.0,,,68-66,,Turnover by Team (shot clock)
8:00.0,K. Love makes 2-pt shot from 21 ft (assist by L. James),2,70-66,,
7:48.0,,,70-66,,K. Bazemore misses 3-pt shot from 23 ft
7:47.0,Defensive rebound by K. Love,,70-66,,
7:41.0,J. Smith misses 3-pt shot from 23 ft,,70-66,,
7:41.0,,,70-66,,Defensive rebound by Team
7:25.0,,,70-68,2,A. Horford makes 2-pt shot from 5 ft (assist by J. Teague)
7:10.0,Turnover by L. James (lost ball; steal by T. Sefolosha),,70-68,,
7:02.0,,,70-68,,P. Millsap misses 2-pt shot from 2 ft
7:01.0,Defensive rebound by T. Thompson,,70-68,,
6:53.0,K. Love misses 3-pt shot from 23 ft,,70-68,,
6:52.0,Offensive rebound by K. Love,,70-68,,
6:34.0,K. Love misses 3-pt shot from 24 ft,,70-68,,
6:33.0,Offensive rebound by K. Love,,70-68,,
6:15.0,L. James misses 3-pt shot from 26 ft,,70-68,,
6:14.0,,,70-68,,Defensive rebound by J. Teague
6:07.0,,,70-68,,K. Bazemore misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by K. Love,,70-68,,
5:56.0,L. James misses 3-pt shot from 23 ft,,70-68,,
5:54.0,Offensive rebound by T. Thompson,,70-68,,
5:43.0,K. Irving makes 2-pt shot from 18 ft,2,72-68,,
5:27.0,,,72-68,,T. Sefolosha misses 2-pt shot from 1 ft
5:26.0,Defensive rebound by K. Love,,72-68,,
5:17.0,K. Love misses 3-pt shot from 23 ft,,72-68,,
5:15.0,,,72-68,,Defensive rebound by K. Bazemore
5:07.0,,,72-68,,A. Horford misses 3-pt shot from 24 ft
5:05.0,Defensive rebound by L. James,,72-68,,
4:52.0,L. James misses 2-pt shot from 1 ft (block by T. Sefolosha),,72-68,,
4:50.0,,,72-68,,Defensive rebound by T. Sefolosha
4:48.0,,,72-68,,Shooting foul by J. Smith (drawn by T. Sefolosha)
4:48.0,,,72-68,,T. Sefolosha misses free throw 1 of 2
4:48.0,,,72-68,,Offensive rebound by Team
4:48.0,,,72-68,,K. Korver enters the game for K. Bazemore
4:48.0,,,72-68,,D. Schroder enters the game for J. Teague
4:48.0,,,72-68,,K. Humphries enters the game for A. Horford
4:48.0,,,72-68,,T. Sefolosha misses free throw 2 of 2
4:45.0,,,72-68,,Offensive rebound by K. Humphries
4:41.0,,,72-71,3,T. Sefolosha makes 3-pt shot from 25 ft (assist by K. Korver)
4:15.0,L. James misses 2-pt shot at rim (block by K. Humphries),,72-71,,
4:13.0,,,72-71,,Defensive rebound by D. Schroder
4:08.0,,,72-71,,T. Sefolosha misses 2-pt shot from 1 ft
4:07.0,,,72-71,,Offensive rebound by T. Sefolosha
4:07.0,,,72-73,2,T. Sefolosha makes 2-pt shot from 1 ft
4:07.0,Cleveland full timeout,,72-73,,
3:55.0,K. Irving makes 2-pt shot from 1 ft,2,74-73,,
3:55.0,Shooting foul by P. Millsap (drawn by K. Irving),,74-73,,
3:55.0,I. Shumpert enters the game for J. Smith,,74-73,,
3:55.0,K. Irving makes free throw 1 of 1,1,75-73,,
3:39.0,,,75-73,,P. Millsap misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by Team,,75-73,,
3:36.0,M. Dellavedova enters the game for K. Irving,,75-73,,
3:21.0,,,75-73,,Personal foul by T. Sefolosha
3:09.0,Shooting foul by K. Korver (drawn by L. James),,75-73,,
3:09.0,L. James misses free throw 1 of 2,,75-73,,
3:09.0,Offensive rebound by Team,,75-73,,
3:09.0,L. James misses free throw 2 of 2,,75-73,,
3:08.0,,,75-73,,Defensive rebound by K. Humphries
2:44.0,,,75-75,2,D. Schroder makes 2-pt shot from 19 ft
2:22.0,M. Dellavedova misses 3-pt shot from 25 ft,,75-75,,
2:20.0,Offensive rebound by I. Shumpert,,75-75,,
2:16.0,K. Love makes 3-pt shot from 23 ft,3,78-75,,
2:16.0,Shooting foul by T. Sefolosha (drawn by K. Love),,78-75,,
2:16.0,K. Love makes free throw 1 of 1,1,79-75,,
2:09.0,Personal foul by I. Shumpert,,79-75,,
2:09.0,,,79-75,,A. Horford enters the game for P. Millsap
2:00.0,,,79-75,,K. Humphries misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by T. Thompson,,79-75,,
1:40.0,L. James misses 3-pt shot from 24 ft,,79-75,,
1:37.0,,,79-75,,Defensive rebound by D. Schroder
1:23.0,,,79-75,,D. Schroder misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by T. Thompson,,79-75,,
1:14.0,I. Shumpert misses 2-pt shot from 6 ft,,79-75,,
1:12.0,,,79-75,,Defensive rebound by K. Korver
1:03.0,,,79-75,,A. Horford misses 3-pt shot from 24 ft
1:02.0,,,79-75,,Offensive rebound by Team
1:02.0,Loose ball foul by L. James,,79-75,,
1:02.0,,,79-76,1,K. Humphries makes free throw 1 of 2
1:02.0,,,79-76,,K. Bazemore enters the game for T. Sefolosha
1:02.0,C. Frye enters the game for K. Love,,79-76,,
1:02.0,,,79-77,1,K. Humphries makes free throw 2 of 2
0:47.0,I. Shumpert misses 3-pt shot from 24 ft,,79-77,,
0:46.0,,,79-77,,Defensive rebound by K. Korver
0:36.0,,,79-77,,Turnover by D. Schroder (lost ball; steal by T. Thompson)
0:15.0,L. James makes 2-pt shot from 20 ft,2,81-77,,
0:02.0,,,81-77,,P. Millsap enters the game for K. Humphries
0:00.0,,,81-77,,P. Millsap misses 2-pt shot from 22 ft
0:00.0,,,81-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,Turnover by K. Irving (lost ball; steal by D. Schroder),,81-77,,
11:32.0,,,81-79,2,D. Schroder makes 2-pt shot from 2 ft
11:09.0,Cleveland full timeout,,81-79,,
11:06.0,K. Irving misses 2-pt shot from 21 ft,,81-79,,
11:05.0,,,81-79,,Defensive rebound by K. Bazemore
10:55.0,Personal foul by I. Shumpert,,81-79,,
10:49.0,,,81-82,3,D. Schroder makes 3-pt shot from 25 ft
10:34.0,I. Shumpert misses 3-pt shot from 23 ft,,81-82,,
10:32.0,,,81-82,,Defensive rebound by K. Bazemore
10:18.0,Personal foul by C. Frye,,81-82,,
10:12.0,,,81-82,,D. Schroder misses 2-pt shot from 2 ft
10:09.0,Defensive rebound by T. Thompson,,81-82,,
10:06.0,,,81-82,,Personal block foul by D. Schroder
9:56.0,M. Dellavedova makes 2-pt shot from 5 ft (assist by K. Irving),2,83-82,,
9:38.0,,,83-82,,D. Schroder misses 2-pt shot from 3 ft (block by C. Frye)
9:35.0,,,83-82,,Offensive rebound by D. Schroder
9:35.0,,,83-82,,Atlanta full timeout
9:30.0,,,83-82,,A. Horford misses 2-pt shot from 12 ft
9:29.0,Defensive rebound by T. Thompson,,83-82,,
9:11.0,Turnover by C. Frye (lost ball; steal by K. Bazemore),,83-82,,
9:04.0,,,83-82,,K. Bazemore misses 3-pt shot from 23 ft
9:03.0,Defensive rebound by Team,,83-82,,
8:47.0,I. Shumpert makes 2-pt shot from 20 ft (assist by K. Irving),2,85-82,,
8:30.0,,,85-84,2,D. Schroder makes 2-pt shot from 1 ft
8:04.0,K. Irving misses 2-pt shot from 22 ft,,85-84,,
8:02.0,,,85-84,,Defensive rebound by K. Bazemore
7:52.0,,,85-87,3,A. Horford makes 3-pt shot from 25 ft (assist by D. Schroder)
7:33.0,C. Frye makes 2-pt shot from 5 ft (assist by K. Irving),2,87-87,,
7:20.0,,,87-87,,K. Bazemore misses 2-pt shot from 2 ft (block by K. Irving)
7:20.0,,,87-87,,Offensive rebound by Team
7:20.0,K. Love enters the game for C. Frye,,87-87,,
7:20.0,J. Smith enters the game for M. Dellavedova,,87-87,,
7:20.0,L. James enters the game for I. Shumpert,,87-87,,
7:14.0,,,87-87,,K. Korver misses 3-pt shot from 24 ft (block by J. Smith)
7:12.0,,,87-87,,Offensive rebound by K. Korver
7:10.0,,,87-87,,D. Schroder misses 3-pt shot from 25 ft
7:09.0,Defensive rebound by L. James,,87-87,,
6:46.0,K. Love misses 2-pt shot from 3 ft,,87-87,,
6:44.0,Offensive rebound by T. Thompson,,87-87,,
6:44.0,T. Thompson makes 2-pt shot from 1 ft,2,89-87,,
6:21.0,,,89-89,2,K. Bazemore makes 2-pt shot from 1 ft (assist by P. Millsap)
5:59.0,Turnover by L. James (lost ball; steal by K. Korver),,89-89,,
5:54.0,,,89-89,,Turnover by P. Millsap (bad pass)
5:54.0,,,89-89,,T. Sefolosha enters the game for K. Korver
5:36.0,K. Love misses 2-pt shot from 23 ft,,89-89,,
5:34.0,,,89-89,,Defensive rebound by T. Sefolosha
5:18.0,,,89-89,,A. Horford misses 2-pt shot from 13 ft
5:16.0,Defensive rebound by K. Love,,89-89,,
5:03.0,K. Love misses 3-pt shot from 24 ft,,89-89,,
5:02.0,Offensive rebound by T. Thompson,,89-89,,
4:44.0,L. James misses 2-pt shot from 22 ft,,89-89,,
4:42.0,Offensive rebound by Team,,89-89,,
4:42.0,C. Frye enters the game for T. Thompson,,89-89,,
4:38.0,,,89-89,,Personal foul by A. Horford
4:25.0,Turnover by L. James (lost ball; steal by D. Schroder),,89-89,,
4:10.0,,,89-89,,A. Horford misses 3-pt shot from 25 ft
4:09.0,Defensive rebound by K. Love,,89-89,,
3:56.0,K. Irving makes 2-pt shot from 9 ft (assist by L. James),2,91-89,,
3:39.0,,,91-89,,T. Sefolosha misses 2-pt shot from 13 ft
3:38.0,Defensive rebound by J. Smith,,91-89,,
3:28.0,L. James makes 2-pt shot from 1 ft,2,93-89,,
3:28.0,,,93-89,,Atlanta full timeout
3:28.0,,,93-89,,K. Korver enters the game for T. Sefolosha
3:18.0,,,93-91,2,K. Bazemore makes 2-pt shot at rim (assist by A. Horford)
3:07.0,C. Frye makes 3-pt shot from 22 ft (assist by L. James),3,96-91,,
2:46.0,,,96-93,2,A. Horford makes 2-pt shot from 6 ft (assist by D. Schroder)
2:24.0,C. Frye misses 3-pt shot from 23 ft,,96-93,,
2:22.0,,,96-93,,Defensive rebound by A. Horford
2:03.0,,,96-95,2,D. Schroder makes 2-pt shot at rim
1:42.0,K. Love misses 3-pt shot from 25 ft,,96-95,,
1:39.0,,,96-95,,Defensive rebound by K. Bazemore
1:31.0,,,96-97,2,D. Schroder makes 2-pt shot from 1 ft
1:31.0,Cleveland full timeout,,96-97,,
1:31.0,Official timeout,,96-97,,
1:31.0,,,96-97,,T. Sefolosha enters the game for K. Korver
1:21.0,L. James misses 2-pt shot from 1 ft (block by A. Horford),,96-97,,
1:18.0,Offensive rebound by L. James,,96-97,,
1:17.0,L. James misses 2-pt shot from 1 ft,,96-97,,
1:17.0,Offensive rebound by L. James,,96-97,,
1:17.0,L. James misses 2-pt shot from 1 ft,,96-97,,
1:17.0,Offensive rebound by L. James,,96-97,,
1:17.0,L. James misses 2-pt shot from 1 ft,,96-97,,
1:17.0,Offensive rebound by Team,,96-97,,
1:17.0,M. Dellavedova enters the game for C. Frye,,96-97,,
1:16.0,,,96-97,,Violation by P. Millsap (def goaltending)
1:16.0,L. James makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,98-97,,
1:16.0,,,98-97,,K. Korver enters the game for T. Sefolosha
1:16.0,,,98-97,,Atlanta full timeout
1:16.0,T. Thompson enters the game for K. Love,,98-97,,
1:03.0,,,98-97,,D. Schroder misses 2-pt shot from 1 ft (block by T. Thompson)
1:00.0,Defensive rebound by K. Irving,,98-97,,
0:54.0,Cleveland full timeout,,98-97,,
0:54.0,,,98-97,,T. Sefolosha enters the game for K. Korver
0:54.0,,,98-97,,K. Humphries enters the game for D. Schroder
0:54.0,K. Love enters the game for T. Thompson,,98-97,,
0:39.0,L. James makes 2-pt shot from 21 ft,2,100-97,,
0:39.0,,,100-97,,Atlanta full timeout
0:39.0,,,100-97,,K. Korver enters the game for T. Sefolosha
0:39.0,,,100-97,,D. Schroder enters the game for K. Humphries
0:39.0,T. Thompson enters the game for K. Love,,100-97,,
0:34.0,,,100-99,2,D. Schroder makes 2-pt shot from 2 ft
0:15.0,L. James misses 3-pt shot from 27 ft,,100-99,,
0:13.0,,,100-99,,Defensive rebound by K. Bazemore
0:03.0,,,100-99,,D. Schroder misses 2-pt shot from 4 ft (block by L. James)
0:03.0,Defensive rebound by Team,,100-99,,
