time,LA Lakers,pts.away,score,pts.home,Atlanta
8:04.0,Defensive rebound by R. Hibbert,,0-7,,
7:48.0,,,0-7,,Violation by J. Teague (kicked ball)
7:39.0,J. Randle misses 2-pt shot from 1 ft,,0-7,,
7:38.0,Offensive rebound by J. Randle,,0-7,,
7:38.0,J. Randle misses 2-pt shot from 1 ft,,0-7,,
7:37.0,Offensive rebound by R. Hibbert,,0-7,,
7:36.0,R. Hibbert makes 2-pt shot at rim,2,2-7,,
7:21.0,,,2-7,,T. Sefolosha misses 3-pt shot from 24 ft
7:20.0,Defensive rebound by D. Russell,,2-7,,
7:09.0,D. Russell makes 3-pt shot from 24 ft (assist by K. Bryant),3,5-7,,
6:58.0,,,5-7,,A. Horford misses 3-pt shot from 24 ft
6:56.0,Defensive rebound by J. Randle,,5-7,,
6:41.0,Turnover by R. Hibbert (lost ball; steal by A. Horford),,5-7,,
6:32.0,,,5-7,,P. Millsap misses 3-pt shot from 23 ft
6:31.0,,,5-7,,Offensive rebound by T. Sefolosha
6:26.0,,,5-10,3,T. Sefolosha makes 3-pt shot from 23 ft
6:03.0,R. Hibbert misses 2-pt shot from 18 ft,,5-10,,
6:02.0,,,5-10,,Defensive rebound by P. Millsap
5:57.0,,,5-10,,Atlanta full timeout
5:57.0,L. Nance enters the game for J. Randle,,5-10,,
5:57.0,L. Williams enters the game for D. Russell,,5-10,,
5:57.0,,,5-10,,M. Muscala enters the game for A. Horford
5:41.0,,,5-10,,P. Millsap misses 2-pt shot from 1 ft
5:41.0,Defensive rebound by Team,,5-10,,
5:27.0,R. Hibbert misses 2-pt shot from 5 ft,,5-10,,
5:26.0,,,5-10,,Defensive rebound by P. Millsap
5:26.0,Personal foul by R. Hibbert (drawn by P. Millsap),,5-10,,
5:15.0,,,5-10,,P. Millsap misses 2-pt shot from 1 ft (block by R. Hibbert)
5:14.0,,,5-10,,Offensive rebound by M. Muscala
5:12.0,,,5-10,,M. Muscala misses 2-pt shot at rim (block by K. Bryant)
5:11.0,Defensive rebound by L. Nance,,5-10,,
5:02.0,K. Bryant misses 2-pt shot from 16 ft,,5-10,,
5:00.0,,,5-10,,Defensive rebound by T. Sefolosha
4:46.0,,,5-10,,M. Muscala misses 2-pt shot from 18 ft
4:45.0,Defensive rebound by L. Nance,,5-10,,
4:31.0,L. Williams makes 3-pt shot from 24 ft (assist by J. Clarkson),3,8-10,,
4:15.0,,,8-12,2,J. Teague makes 2-pt shot from 18 ft
3:52.0,L. Nance makes 2-pt shot from 1 ft (assist by K. Bryant),2,10-12,,
3:44.0,,,10-14,2,M. Muscala makes 2-pt shot at rim (assist by J. Teague)
3:44.0,,,10-14,,Shooting foul by L. Williams (drawn by M. Muscala)
3:44.0,,,10-14,,D. Schroder enters the game for K. Korver
3:44.0,,,10-14,,K. Bazemore enters the game for J. Teague
3:44.0,B. Bass enters the game for K. Bryant,,10-14,,
3:44.0,M. World Peace enters the game for R. Hibbert,,10-14,,
3:44.0,,,10-14,,L. Patterson enters the game for T. Sefolosha
3:44.0,,,10-15,1,M. Muscala makes free throw 1 of 1
3:31.0,L. Williams makes 3-pt shot from 23 ft (assist by J. Clarkson),3,13-15,,
3:13.0,,,13-18,3,M. Muscala makes 3-pt shot from 24 ft (assist by D. Schroder)
2:49.0,L. Williams misses 2-pt shot from 8 ft (block by D. Schroder),,13-18,,
2:49.0,,,13-18,,Defensive rebound by D. Schroder
2:35.0,,,13-20,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
2:19.0,LA Lakers full timeout,,13-20,,
2:19.0,,,13-20,,A. Horford enters the game for P. Millsap
2:14.0,J. Clarkson makes 2-pt shot from 18 ft (assist by M. World Peace),2,15-20,,
1:57.0,,,15-20,,K. Bazemore misses 3-pt shot from 23 ft
1:56.0,Defensive rebound by J. Clarkson,,15-20,,
1:48.0,Turnover by L. Williams (lost ball; steal by K. Bazemore),,15-20,,
1:24.0,,,15-20,,A. Horford misses 2-pt shot from 15 ft
1:22.0,Defensive rebound by M. World Peace,,15-20,,
1:16.0,Shooting foul by L. Patterson (drawn by L. Williams),,15-20,,
1:16.0,L. Williams makes free throw 1 of 2,1,16-20,,
1:16.0,L. Williams makes free throw 2 of 2,1,17-20,,
1:01.0,,,17-23,3,D. Schroder makes 3-pt shot from 25 ft (assist by K. Bazemore)
0:36.0,B. Bass misses 2-pt shot from 8 ft,,17-23,,
0:33.0,,,17-23,,Defensive rebound by M. Muscala
0:25.0,,,17-23,,D. Schroder misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by M. World Peace,,17-23,,
0:05.0,L. Williams makes 2-pt shot from 7 ft,2,19-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,L. Williams misses 3-pt shot from 24 ft,,19-23,,
11:44.0,,,19-23,,Defensive rebound by D. Schroder
11:35.0,,,19-23,,D. Schroder misses 3-pt shot from 24 ft
11:33.0,,,19-23,,Offensive rebound by A. Horford
11:23.0,,,19-25,2,K. Bazemore makes 2-pt shot from 1 ft
11:13.0,D. Russell misses 2-pt shot from 1 ft,,19-25,,
11:13.0,,,19-25,,Defensive rebound by Team
10:59.0,,,19-25,,K. Bazemore misses 2-pt shot from 19 ft
10:57.0,Defensive rebound by L. Nance,,19-25,,
10:39.0,B. Bass makes 2-pt shot at rim (assist by L. Williams),2,21-25,,
10:29.0,,,21-25,,Turnover by L. Patterson (traveling)
10:12.0,Turnover by D. Russell (bad pass),,21-25,,
10:12.0,J. Randle enters the game for L. Nance,,21-25,,
10:12.0,,,21-25,,K. Korver enters the game for L. Patterson
9:57.0,,,21-27,2,A. Horford makes 2-pt shot from 17 ft (assist by M. Scott)
9:44.0,Shooting foul by K. Bazemore (drawn by K. Bryant),,21-27,,
9:44.0,K. Bryant misses free throw 1 of 3,,21-27,,
9:44.0,Offensive rebound by Team,,21-27,,
9:44.0,K. Bryant makes free throw 2 of 3,1,22-27,,
9:44.0,K. Bryant makes free throw 3 of 3,1,23-27,,
9:32.0,,,23-27,,M. Scott misses 2-pt shot at rim
9:30.0,,,23-27,,Offensive rebound by M. Scott
9:30.0,,,23-27,,Shooting foul by B. Bass (drawn by M. Scott)
9:30.0,,,23-28,1,M. Scott makes free throw 1 of 2
9:30.0,R. Hibbert enters the game for B. Bass,,23-28,,
9:30.0,,,23-29,1,M. Scott makes free throw 2 of 2
9:18.0,,,23-29,,Personal foul by M. Scott (drawn by J. Randle)
9:07.0,D. Russell misses 3-pt shot from 24 ft,,23-29,,
9:05.0,,,23-29,,Defensive rebound by M. Scott
8:54.0,,,23-29,,K. Korver misses 3-pt shot from 25 ft
8:53.0,Defensive rebound by R. Hibbert,,23-29,,
8:51.0,Turnover by R. Hibbert (bad pass; steal by K. Bazemore),,23-29,,
8:47.0,,,23-29,,M. Scott misses 2-pt shot from 17 ft
8:45.0,Defensive rebound by K. Bryant,,23-29,,
8:34.0,J. Randle misses 2-pt shot from 17 ft,,23-29,,
8:32.0,,,23-29,,Defensive rebound by D. Schroder
8:20.0,,,23-29,,Shooting foul by J. Randle (drawn by A. Horford)
8:20.0,Official timeout,,23-29,,
8:20.0,,,23-30,1,A. Horford makes free throw 1 of 2
8:20.0,,,23-31,1,A. Horford makes free throw 2 of 2
7:59.0,K. Bryant misses 3-pt shot from 24 ft,,23-31,,
7:58.0,,,23-31,,Defensive rebound by K. Bazemore
7:41.0,,,23-34,3,K. Bazemore makes 3-pt shot from 24 ft (assist by M. Scott)
7:23.0,K. Bryant makes 2-pt shot from 4 ft (assist by R. Hibbert),2,25-34,,
7:12.0,,,25-36,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Scott)
6:51.0,J. Randle misses 2-pt shot from 8 ft,,25-36,,
6:49.0,,,25-36,,Defensive rebound by A. Horford
6:43.0,,,25-38,2,M. Scott makes 2-pt shot from 15 ft (assist by A. Horford)
6:35.0,LA Lakers full timeout,,25-38,,
6:35.0,,,25-38,,J. Teague enters the game for A. Horford
6:35.0,,,25-38,,T. Sefolosha enters the game for K. Bazemore
6:35.0,,,25-38,,P. Millsap enters the game for D. Schroder
6:27.0,L. Williams misses 2-pt shot from 10 ft,,25-38,,
6:26.0,,,25-38,,Defensive rebound by P. Millsap
6:18.0,,,25-38,,M. Scott misses 2-pt shot from 14 ft
6:17.0,Defensive rebound by K. Bryant,,25-38,,
6:05.0,D. Russell makes 3-pt shot from 24 ft (assist by R. Hibbert),3,28-38,,
5:51.0,,,28-40,2,K. Korver makes 2-pt shot from 17 ft
5:28.0,K. Bryant misses 3-pt shot from 27 ft,,28-40,,
5:27.0,,,28-40,,Defensive rebound by K. Korver
5:22.0,,,28-40,,T. Sefolosha misses 2-pt shot from 1 ft (block by L. Williams)
5:19.0,,,28-40,,Offensive rebound by M. Scott
5:19.0,,,28-42,2,M. Scott makes 2-pt shot at rim
5:01.0,L. Williams misses 3-pt shot from 24 ft,,28-42,,
5:00.0,,,28-42,,Defensive rebound by K. Korver
4:52.0,,,28-44,2,M. Scott makes 2-pt shot from 2 ft (assist by K. Korver)
4:44.0,LA Lakers full timeout,,28-44,,
4:44.0,J. Clarkson enters the game for L. Williams,,28-44,,
4:31.0,J. Clarkson misses 2-pt shot from 21 ft,,28-44,,
4:30.0,Offensive rebound by J. Randle,,28-44,,
4:26.0,J. Randle makes 2-pt shot at rim,2,30-44,,
4:04.0,,,30-46,2,P. Millsap makes 2-pt shot from 4 ft
3:40.0,J. Randle misses 2-pt shot from 7 ft,,30-46,,
3:40.0,Offensive rebound by R. Hibbert,,30-46,,
3:40.0,Shooting foul by P. Millsap (drawn by R. Hibbert),,30-46,,
3:40.0,R. Hibbert misses free throw 1 of 2,,30-46,,
3:40.0,Offensive rebound by Team,,30-46,,
3:40.0,M. World Peace enters the game for K. Bryant,,30-46,,
3:40.0,R. Hibbert makes free throw 2 of 2,1,31-46,,
3:32.0,,,31-49,3,K. Korver makes 3-pt shot from 23 ft (assist by J. Teague)
3:06.0,Turnover by D. Russell (bad pass; steal by P. Millsap),,31-49,,
3:01.0,,,31-49,,K. Korver misses 3-pt shot from 24 ft
2:57.0,Defensive rebound by D. Russell,,31-49,,
2:37.0,Turnover by R. Hibbert (bad pass; steal by T. Sefolosha),,31-49,,
2:24.0,,,31-49,,Atlanta full timeout
2:24.0,,,31-49,,K. Bazemore enters the game for K. Korver
2:24.0,,,31-49,,A. Horford enters the game for M. Scott
2:24.0,L. Nance enters the game for J. Randle,,31-49,,
2:24.0,B. Bass enters the game for R. Hibbert,,31-49,,
2:17.0,,,31-49,,K. Bazemore misses 2-pt shot from 1 ft
2:15.0,Defensive rebound by B. Bass,,31-49,,
1:58.0,M. World Peace misses 2-pt shot from 20 ft,,31-49,,
1:56.0,,,31-49,,Defensive rebound by A. Horford
1:47.0,,,31-49,,Shooting foul by M. World Peace (drawn by A. Horford)
1:47.0,,,31-50,1,A. Horford makes free throw 1 of 2
1:47.0,,,31-50,,A. Horford misses free throw 2 of 2
1:46.0,Defensive rebound by L. Nance,,31-50,,
1:27.0,L. Nance makes 2-pt shot from 3 ft (assist by D. Russell),2,33-50,,
1:06.0,,,33-50,,K. Bazemore misses 2-pt shot from 21 ft
1:04.0,Defensive rebound by J. Clarkson,,33-50,,
0:57.0,Turnover by J. Clarkson (lost ball),,33-50,,
0:37.0,,,33-52,2,T. Sefolosha makes 2-pt shot from 17 ft
0:29.0,M. World Peace makes 3-pt shot from 22 ft (assist by D. Russell),3,36-52,,
0:05.0,,,36-52,,P. Millsap misses 2-pt shot from 5 ft
0:04.0,Defensive rebound by M. World Peace,,36-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Clarkson makes 3-pt shot from 24 ft (assist by D. Russell),3,39-52,,
11:22.0,,,39-55,3,J. Teague makes 3-pt shot from 24 ft
11:07.0,J. Clarkson misses 2-pt shot from 19 ft,,39-55,,
11:06.0,,,39-55,,Defensive rebound by A. Horford
10:54.0,,,39-57,2,A. Horford makes 2-pt shot at rim (assist by P. Millsap)
10:35.0,D. Russell makes 3-pt shot from 24 ft (assist by R. Hibbert),3,42-57,,
10:21.0,,,42-57,,Shooting foul by D. Russell (drawn by J. Teague)
10:21.0,,,42-58,1,J. Teague makes free throw 1 of 2
10:21.0,,,42-59,1,J. Teague makes free throw 2 of 2
10:08.0,D. Russell makes 2-pt shot from 1 ft (assist by K. Bryant),2,44-59,,
9:53.0,,,44-59,,Offensive charge foul by P. Millsap
9:53.0,,,44-59,,Turnover by P. Millsap (offensive foul)
9:35.0,J. Randle misses 2-pt shot from 3 ft (block by K. Korver),,44-59,,
9:32.0,Offensive rebound by D. Russell,,44-59,,
9:27.0,J. Randle makes 2-pt shot from 3 ft (assist by D. Russell),2,46-59,,
9:11.0,,,46-59,,Turnover by A. Horford (bad pass; steal by J. Clarkson)
9:07.0,Turnover by J. Clarkson (lost ball; steal by J. Teague),,46-59,,
9:00.0,,,46-61,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
8:38.0,J. Randle misses 2-pt shot at rim,,46-61,,
8:37.0,Offensive rebound by J. Randle,,46-61,,
8:37.0,J. Randle misses 2-pt shot at rim,,46-61,,
8:36.0,,,46-61,,Defensive rebound by A. Horford
8:25.0,Personal foul by J. Clarkson (drawn by J. Teague),,46-61,,
8:25.0,L. Nance enters the game for J. Randle,,46-61,,
8:13.0,,,46-61,,Turnover by A. Horford (bad pass; steal by L. Nance)
8:04.0,D. Russell misses 2-pt shot from 1 ft (block by P. Millsap),,46-61,,
8:02.0,Offensive rebound by J. Clarkson,,46-61,,
7:54.0,D. Russell misses 3-pt shot from 26 ft,,46-61,,
7:53.0,Offensive rebound by L. Nance,,46-61,,
7:50.0,D. Russell misses 2-pt shot from 2 ft,,46-61,,
7:48.0,Offensive rebound by D. Russell,,46-61,,
7:48.0,D. Russell misses 2-pt shot at rim,,46-61,,
7:47.0,Offensive rebound by D. Russell,,46-61,,
7:47.0,,,46-61,,Personal foul by T. Sefolosha (drawn by D. Russell)
7:42.0,J. Clarkson makes 3-pt shot from 23 ft (assist by K. Bryant),3,49-61,,
7:26.0,,,49-61,,A. Horford misses 2-pt shot from 18 ft
7:24.0,,,49-61,,Offensive rebound by T. Sefolosha
7:07.0,,,49-61,,Turnover by T. Sefolosha (bad pass; steal by R. Hibbert)
6:46.0,L. Nance misses 2-pt shot from 12 ft,,49-61,,
6:44.0,,,49-61,,Defensive rebound by A. Horford
6:35.0,,,49-61,,T. Sefolosha misses 3-pt shot from 24 ft
6:32.0,,,49-61,,Offensive rebound by P. Millsap
6:30.0,,,49-61,,Turnover by T. Sefolosha (traveling)
6:14.0,K. Bryant misses 2-pt shot from 17 ft,,49-61,,
6:12.0,,,49-61,,Defensive rebound by A. Horford
6:01.0,,,49-64,3,T. Sefolosha makes 3-pt shot from 22 ft (assist by P. Millsap)
5:39.0,R. Hibbert makes 2-pt shot from 1 ft,2,51-64,,
5:38.0,,,51-64,,Atlanta full timeout
5:38.0,L. Williams enters the game for D. Russell,,51-64,,
5:38.0,,,51-64,,M. Muscala enters the game for A. Horford
5:18.0,,,51-64,,K. Korver misses 2-pt shot from 21 ft
5:15.0,Defensive rebound by L. Nance,,51-64,,
4:53.0,K. Bryant misses 2-pt shot from 17 ft,,51-64,,
4:52.0,,,51-64,,Defensive rebound by P. Millsap
4:48.0,,,51-64,,Turnover by T. Sefolosha (lost ball; steal by L. Williams)
4:43.0,K. Bryant makes 3-pt shot from 25 ft (assist by L. Williams),3,54-64,,
4:18.0,,,54-64,,Turnover by K. Korver (bad pass; steal by K. Bryant)
4:09.0,K. Bryant makes 3-pt shot from 24 ft,3,57-64,,
4:09.0,,,57-64,,Atlanta full timeout
4:09.0,,,57-64,,K. Bazemore enters the game for T. Sefolosha
4:09.0,B. Bass enters the game for R. Hibbert,,57-64,,
4:09.0,J. Randle enters the game for L. Nance,,57-64,,
3:51.0,,,57-64,,P. Millsap misses 2-pt shot from 5 ft
3:50.0,Defensive rebound by K. Bryant,,57-64,,
3:43.0,K. Bryant misses 3-pt shot from 25 ft,,57-64,,
3:42.0,,,57-64,,Defensive rebound by J. Teague
3:28.0,,,57-66,2,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore)
3:28.0,,,57-66,,Shooting foul by K. Bryant (drawn by P. Millsap)
3:28.0,,,57-66,,T. Sefolosha enters the game for K. Korver
3:28.0,,,57-67,1,P. Millsap makes free throw 1 of 1
3:12.0,B. Bass misses 2-pt shot from 18 ft,,57-67,,
3:10.0,,,57-67,,Defensive rebound by T. Sefolosha
2:56.0,,,57-67,,P. Millsap misses 2-pt shot from 2 ft (block by J. Randle)
2:56.0,,,57-67,,Offensive rebound by Team
2:56.0,Official timeout,,57-67,,
2:56.0,M. World Peace enters the game for K. Bryant,,57-67,,
2:48.0,,,57-67,,Turnover by P. Millsap (lost ball; steal by J. Randle)
2:31.0,J. Clarkson makes 3-pt shot from 23 ft (assist by B. Bass),3,60-67,,
2:14.0,,,60-69,2,J. Teague makes 2-pt shot from 1 ft
1:50.0,L. Williams makes 2-pt shot from 8 ft,2,62-69,,
1:30.0,,,62-72,3,K. Bazemore makes 3-pt shot from 26 ft
1:12.0,L. Williams misses 2-pt shot from 1 ft (block by M. Muscala),,62-72,,
1:10.0,,,62-72,,Defensive rebound by P. Millsap
1:03.0,,,62-72,,J. Teague misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by B. Bass,,62-72,,
0:47.0,J. Clarkson makes 2-pt shot from 16 ft,2,64-72,,
0:39.0,,,64-72,,J. Teague misses 2-pt shot from 1 ft (block by B. Bass)
0:36.0,,,64-72,,Offensive rebound by M. Muscala
0:35.0,,,64-72,,Turnover by M. Muscala (lost ball; steal by J. Randle)
0:28.0,J. Randle makes 2-pt shot at rim,2,66-72,,
0:12.0,Personal block foul by J. Clarkson (drawn by J. Teague),,66-72,,
0:12.0,,,66-72,,K. Korver enters the game for T. Sefolosha
0:12.0,,,66-72,,M. Scott enters the game for P. Millsap
0:12.0,,,66-72,,A. Horford enters the game for M. Muscala
0:01.0,,,66-72,,Turnover by J. Teague (bad pass)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,66-74,2,M. Scott makes 2-pt shot from 11 ft (assist by A. Horford)
11:29.0,L. Williams makes 2-pt shot from 13 ft,2,68-74,,
11:14.0,,,68-77,3,M. Scott makes 3-pt shot from 24 ft (assist by K. Korver)
10:58.0,L. Williams misses 3-pt shot from 25 ft,,68-77,,
10:55.0,,,68-77,,Defensive rebound by K. Bazemore
10:49.0,,,68-77,,K. Bazemore misses 2-pt shot from 1 ft (block by B. Bass)
10:47.0,Defensive rebound by L. Williams,,68-77,,
10:32.0,M. World Peace misses 2-pt shot from 13 ft,,68-77,,
10:31.0,Offensive rebound by Team,,68-77,,
10:31.0,K. Bryant enters the game for M. World Peace,,68-77,,
10:25.0,Turnover by D. Russell (lost ball; steal by K. Korver),,68-77,,
10:19.0,,,68-79,2,K. Korver makes 2-pt shot at rim (assist by A. Horford)
9:53.0,K. Bryant misses 3-pt shot from 24 ft,,68-79,,
9:52.0,,,68-79,,Defensive rebound by D. Schroder
9:33.0,,,68-79,,Turnover by D. Schroder (lost ball)
9:33.0,L. Nance enters the game for J. Randle,,68-79,,
9:17.0,Shooting foul by M. Scott (drawn by L. Williams),,68-79,,
9:17.0,L. Williams misses free throw 1 of 2,,68-79,,
9:17.0,Offensive rebound by Team,,68-79,,
9:17.0,L. Williams makes free throw 2 of 2,1,69-79,,
9:08.0,,,69-79,,K. Korver misses 3-pt shot from 24 ft
9:06.0,Defensive rebound by D. Russell,,69-79,,
8:54.0,D. Russell makes 2-pt shot from 8 ft,2,71-79,,
8:44.0,,,71-79,,Turnover by D. Schroder (bad pass; steal by K. Bryant)
8:36.0,L. Nance misses 2-pt shot from 5 ft (block by K. Korver),,71-79,,
8:34.0,,,71-79,,Defensive rebound by K. Korver
8:34.0,,,71-79,,Shooting foul by L. Williams (drawn by K. Bazemore)
8:34.0,Official timeout,,71-79,,
8:34.0,,,71-80,1,K. Bazemore makes free throw 1 of 2
8:34.0,,,71-80,,K. Bazemore misses free throw 2 of 2
8:32.0,Defensive rebound by B. Bass,,71-80,,
8:19.0,L. Williams misses 2-pt shot at rim (block by A. Horford),,71-80,,
8:12.0,Offensive rebound by D. Russell,,71-80,,
8:12.0,Turnover by D. Russell (bad pass),,71-80,,
8:09.0,,,71-82,2,K. Bazemore makes 2-pt shot from 2 ft (assist by K. Korver)
7:49.0,D. Russell makes 3-pt shot from 24 ft (assist by B. Bass),3,74-82,,
7:29.0,,,74-82,,M. Scott misses 3-pt shot from 24 ft
7:26.0,Defensive rebound by D. Russell,,74-82,,
7:15.0,D. Russell misses 2-pt shot from 15 ft,,74-82,,
7:14.0,Offensive rebound by L. Nance,,74-82,,
7:12.0,L. Nance makes 2-pt shot at rim,2,76-82,,
6:59.0,,,76-84,2,D. Schroder makes 2-pt shot from 4 ft
6:36.0,Shooting foul by K. Bazemore (drawn by K. Bryant),,76-84,,
6:36.0,K. Bryant makes free throw 1 of 2,1,77-84,,
6:36.0,,,77-84,,P. Millsap enters the game for A. Horford
6:36.0,,,77-84,,T. Sefolosha enters the game for K. Bazemore
6:36.0,K. Bryant makes free throw 2 of 2,1,78-84,,
6:27.0,,,78-84,,Shooting foul by D. Russell (drawn by D. Schroder)
6:27.0,,,78-84,,D. Schroder misses free throw 1 of 2
6:27.0,,,78-84,,Offensive rebound by Team
6:27.0,,,78-85,1,D. Schroder makes free throw 2 of 2
6:15.0,K. Bryant misses 3-pt shot from 25 ft,,78-85,,
6:13.0,,,78-85,,Defensive rebound by D. Schroder
6:06.0,,,78-85,,Turnover by M. Scott (bad pass; steal by D. Russell)
6:00.0,L. Williams makes 3-pt shot from 23 ft (assist by K. Bryant),3,81-85,,
5:59.0,,,81-85,,Atlanta full timeout
5:59.0,,,81-85,,A. Horford enters the game for M. Scott
5:49.0,,,81-85,,Offensive foul by K. Korver
5:49.0,,,81-85,,Turnover by K. Korver (offensive foul)
5:29.0,,,81-85,,Personal foul by P. Millsap
5:29.0,,,81-85,,J. Teague enters the game for D. Schroder
5:19.0,B. Bass misses 2-pt shot from 14 ft,,81-85,,
5:17.0,,,81-85,,Defensive rebound by T. Sefolosha
5:04.0,,,81-87,2,P. Millsap makes 2-pt shot from 2 ft (assist by A. Horford)
4:46.0,K. Bryant makes 2-pt shot from 16 ft,2,83-87,,
4:31.0,,,83-89,2,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford)
4:14.0,K. Bryant misses 2-pt shot from 12 ft (block by T. Sefolosha),,83-89,,
4:14.0,Offensive rebound by Team,,83-89,,
4:14.0,,,83-89,,K. Bazemore enters the game for K. Korver
4:10.0,K. Bryant misses 3-pt shot from 23 ft,,83-89,,
4:07.0,,,83-89,,Defensive rebound by K. Bazemore
3:45.0,,,83-91,2,J. Teague makes 2-pt shot from 16 ft
3:45.0,LA Lakers full timeout,,83-91,,
3:45.0,J. Randle enters the game for L. Nance,,83-91,,
3:29.0,Turnover by D. Russell (bad pass; steal by J. Teague),,83-91,,
3:05.0,,,83-91,,J. Teague misses 3-pt shot from 24 ft
3:04.0,,,83-91,,Offensive rebound by P. Millsap
2:48.0,,,83-91,,Turnover by A. Horford (bad pass; steal by J. Randle)
2:41.0,J. Randle misses 2-pt shot from 3 ft (block by P. Millsap),,83-91,,
2:41.0,Offensive rebound by Team,,83-91,,
2:40.0,Turnover by K. Bryant (bad pass; steal by K. Bazemore),,83-91,,
2:34.0,,,83-93,2,J. Teague makes 2-pt shot from 1 ft
2:17.0,K. Bryant misses 2-pt shot from 19 ft,,83-93,,
2:15.0,,,83-93,,Defensive rebound by P. Millsap
2:05.0,,,83-93,,Shooting foul by J. Randle (drawn by P. Millsap)
2:05.0,,,83-94,1,P. Millsap makes free throw 1 of 2
2:05.0,,,83-95,1,P. Millsap makes free throw 2 of 2
1:53.0,K. Bryant misses 3-pt shot from 24 ft,,83-95,,
1:53.0,Offensive rebound by B. Bass,,83-95,,
1:53.0,B. Bass makes 2-pt shot at rim,2,85-95,,
1:30.0,,,85-95,,Shooting foul by K. Bryant (drawn by K. Bazemore)
1:30.0,,,85-96,1,K. Bazemore makes free throw 1 of 2
1:30.0,,,85-97,1,K. Bazemore makes free throw 2 of 2
1:22.0,Turnover by D. Russell (bad pass),,85-97,,
1:04.0,,,85-97,,J. Teague misses 2-pt shot from 15 ft
1:01.0,Defensive rebound by B. Bass,,85-97,,
0:56.0,Turnover by K. Bryant (bad pass; steal by P. Millsap),,85-97,,
0:51.0,,,85-99,2,K. Bazemore makes 2-pt shot at rim (assist by T. Sefolosha)
0:51.0,LA Lakers full timeout,,85-99,,
0:51.0,,,85-99,,M. Scott enters the game for T. Sefolosha
0:51.0,,,85-99,,L. Patterson enters the game for P. Millsap
0:51.0,,,85-99,,D. Schroder enters the game for A. Horford
0:51.0,,,85-99,,M. Muscala enters the game for J. Teague
0:51.0,M. World Peace enters the game for K. Bryant,,85-99,,
0:38.0,Turnover by J. Randle (bad pass; steal by K. Bazemore),,85-99,,
0:17.0,,,85-99,,Shooting foul by L. Williams (drawn by M. Scott)
0:17.0,,,85-99,,M. Scott misses free throw 1 of 2
0:17.0,,,85-99,,Offensive rebound by Team
0:17.0,,,85-100,1,M. Scott makes free throw 2 of 2
0:09.0,Shooting foul by L. Patterson (drawn by J. Randle),,85-100,,
0:09.0,J. Randle makes free throw 1 of 2,1,86-100,,
0:09.0,J. Randle makes free throw 2 of 2,1,87-100,,
