time,Portland,pts.away,score,pts.home,Golden State
6:15.0,D. Lillard misses 3-pt shot from 27 ft (block by K. Thompson),,101-106,,
6:14.0,,,101-106,,Defensive rebound by H. Barnes
6:11.0,,,101-108,2,H. Barnes makes 2-pt shot from 1 ft
5:51.0,Shooting foul by D. Green (drawn by M. Plumlee),,101-108,,
5:51.0,M. Plumlee misses free throw 1 of 2,,101-108,,
5:51.0,Offensive rebound by Team,,101-108,,
5:51.0,,,101-108,,A. Iguodala enters the game for M. Speights
5:51.0,M. Plumlee makes free throw 2 of 2,1,102-108,,
5:35.0,,,102-110,2,S. Curry makes 2-pt shot from 11 ft
5:30.0,,,102-110,,Personal foul by D. Green
5:30.0,E. Davis enters the game for M. Plumlee,,102-110,,
5:30.0,A. Crabbe makes free throw 1 of 2,1,103-110,,
5:30.0,A. Crabbe misses free throw 2 of 2,,103-110,,
5:29.0,,,103-110,,Defensive rebound by D. Green
5:13.0,,,103-110,,H. Barnes misses 3-pt shot from 23 ft
5:12.0,Defensive rebound by A. Aminu,,103-110,,
4:54.0,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard),3,106-110,,
4:38.0,,,106-110,,S. Curry misses 2-pt shot from 2 ft
4:36.0,,,106-110,,Offensive rebound by A. Iguodala
4:36.0,,,106-110,,A. Iguodala misses 2-pt shot from 1 ft
4:35.0,Defensive rebound by D. Lillard,,106-110,,
4:18.0,D. Lillard misses 2-pt shot from 3 ft,,106-110,,
4:18.0,,,106-110,,Defensive rebound by K. Thompson
4:07.0,,,106-110,,D. Green misses 2-pt shot from 4 ft (block by E. Davis)
4:06.0,Defensive rebound by C. McCollum,,106-110,,
4:02.0,C. McCollum makes 2-pt shot from 2 ft,2,108-110,,
4:02.0,Shooting foul by S. Curry (drawn by C. McCollum),,108-110,,
4:02.0,C. McCollum makes free throw 1 of 1,1,109-110,,
3:43.0,,,109-113,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry)
3:27.0,D. Lillard misses 2-pt shot from 11 ft,,109-113,,
3:27.0,,,109-113,,Defensive rebound by S. Curry
3:11.0,,,109-116,3,S. Curry makes 3-pt shot from 28 ft
3:00.0,C. McCollum misses 3-pt shot from 26 ft,,109-116,,
3:00.0,Offensive rebound by A. Aminu,,109-116,,
2:56.0,C. McCollum makes 3-pt shot from 23 ft (assist by A. Aminu),3,112-116,,
2:33.0,,,112-118,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
2:24.0,C. McCollum makes 2-pt shot from 15 ft,2,114-118,,
2:10.0,,,114-118,,Golden State full timeout
2:05.0,,,114-118,,Turnover by A. Iguodala (lost ball; steal by A. Aminu)
1:54.0,D. Lillard misses 2-pt shot from 2 ft,,114-118,,
1:54.0,Offensive rebound by E. Davis,,114-118,,
1:54.0,Shooting foul by K. Thompson (drawn by E. Davis),,114-118,,
1:54.0,E. Davis misses free throw 1 of 2,,114-118,,
1:54.0,Offensive rebound by Team,,114-118,,
1:54.0,E. Davis makes free throw 2 of 2,1,115-118,,
1:37.0,,,115-118,,A. Iguodala misses 3-pt shot from 23 ft
1:36.0,Defensive rebound by E. Davis,,115-118,,
1:21.0,Shooting foul by S. Curry (drawn by C. McCollum),,115-118,,
1:21.0,C. McCollum misses free throw 1 of 2,,115-118,,
1:21.0,Offensive rebound by Team,,115-118,,
1:21.0,C. McCollum makes free throw 2 of 2,1,116-118,,
1:09.0,Personal foul by E. Davis,,116-118,,
1:09.0,,,116-118,,Golden State full timeout
1:09.0,M. Harkless enters the game for E. Davis,,116-118,,
1:09.0,,,116-118,,S. Livingston enters the game for H. Barnes
0:58.0,,,116-118,,S. Curry misses 2-pt shot from 22 ft
0:58.0,,,116-118,,Offensive rebound by S. Livingston
0:53.0,,,116-118,,S. Livingston misses 2-pt shot from 15 ft
0:53.0,Defensive rebound by M. Harkless,,116-118,,
0:43.0,D. Lillard misses 2-pt shot from 17 ft,,116-118,,
0:42.0,,,116-118,,Defensive rebound by D. Green
0:25.0,,,116-121,3,S. Curry makes 3-pt shot from 26 ft
0:25.0,Portland full timeout,,116-121,,
0:25.0,B. Roberts enters the game for M. Harkless,,116-121,,
0:21.0,B. Roberts misses 3-pt shot from 24 ft,,116-121,,
0:20.0,Offensive rebound by A. Crabbe,,116-121,,
0:20.0,A. Crabbe makes 2-pt shot from 8 ft,2,118-121,,
0:18.0,Personal foul by C. McCollum,,118-121,,
0:18.0,,,118-122,1,S. Curry makes free throw 1 of 2
0:18.0,,,118-123,1,S. Curry makes free throw 2 of 2
0:11.0,Shooting foul by K. Thompson (drawn by D. Lillard),,118-123,,
0:11.0,D. Lillard makes free throw 1 of 3,1,119-123,,
0:11.0,D. Lillard makes free throw 2 of 3,1,120-123,,
0:11.0,M. Harkless enters the game for C. McCollum,,120-123,,
0:11.0,D. Lillard makes free throw 3 of 3,1,121-123,,
0:11.0,Personal foul by M. Harkless,,121-123,,
0:11.0,,,121-124,1,S. Curry makes free throw 1 of 2
0:11.0,,,121-125,1,S. Curry makes free throw 2 of 2
0:11.0,Portland full timeout,,121-125,,
0:11.0,C. McCollum enters the game for M. Harkless,,121-125,,
0:08.0,D. Lillard misses 3-pt shot from 28 ft,,121-125,,
0:07.0,,,121-125,,Defensive rebound by S. Curry
0:00.0,End of 4th quarter,,,,End of 4th quarter
