time,San Antonio,pts.away,score,pts.home,Memphis
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,D. West misses 2-pt shot from 2 ft (block by J. Green),,26-18,,
11:42.0,,,26-18,,Defensive rebound by X. Munford
11:36.0,,,26-18,,Turnover by J. Green (lost ball; steal by B. Diaw)
11:28.0,K. Leonard makes 3-pt shot from 24 ft (assist by M. Ginobili),3,29-18,,
11:08.0,,,29-21,3,X. Munford makes 3-pt shot from 22 ft (assist by J. Green)
11:00.0,,,29-21,,Personal foul by J. Green
10:50.0,B. Diaw makes 2-pt shot from 16 ft (assist by K. Leonard),2,31-21,,
10:28.0,,,31-21,,C. Andersen misses 2-pt shot from 18 ft
10:27.0,Defensive rebound by P. Mills,,31-21,,
10:21.0,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills),3,34-21,,
10:08.0,,,34-23,2,J. Green makes 2-pt shot at rim (assist by X. Munford)
9:52.0,P. Mills misses 3-pt shot from 25 ft,,34-23,,
9:51.0,,,34-23,,Defensive rebound by X. Munford
9:40.0,,,34-23,,Turnover by X. Munford (lost ball; steal by M. Ginobili)
9:33.0,K. Leonard misses 3-pt shot from 25 ft,,34-23,,
9:32.0,,,34-23,,Defensive rebound by M. Barnes
9:23.0,,,34-25,2,C. Andersen makes 2-pt shot at rim (assist by L. Stephenson)
9:23.0,San Antonio full timeout,,34-25,,
9:23.0,K. Anderson enters the game for M. Ginobili,,34-25,,
9:23.0,,,34-25,,T. Allen enters the game for M. Barnes
9:09.0,D. West misses 2-pt shot from 3 ft,,34-25,,
9:06.0,,,34-25,,Defensive rebound by L. Stephenson
8:56.0,,,34-25,,Turnover by L. Stephenson (lost ball; steal by K. Leonard)
8:51.0,,,34-25,,Personal foul by L. Stephenson
8:42.0,K. Leonard misses 2-pt shot from 6 ft,,34-25,,
8:40.0,,,34-25,,Defensive rebound by J. Green
8:27.0,,,34-25,,X. Munford misses 3-pt shot from 25 ft
8:22.0,Defensive rebound by K. Leonard,,34-25,,
8:20.0,T. Parker enters the game for P. Mills,,34-25,,
8:20.0,,,34-25,,Z. Randolph enters the game for J. Green
8:11.0,B. Diaw misses 2-pt shot from 4 ft (block by C. Andersen),,34-25,,
8:08.0,,,34-25,,Defensive rebound by Z. Randolph
7:58.0,,,34-25,,T. Allen misses 2-pt shot from 8 ft
7:55.0,,,34-25,,Offensive rebound by X. Munford
7:51.0,Personal foul by T. Parker,,34-25,,
7:40.0,,,34-27,2,L. Stephenson makes 2-pt shot from 19 ft
7:29.0,Turnover by T. Parker (lost ball; steal by T. Allen),,34-27,,
7:25.0,Violation by K. Leonard (def goaltending),,34-27,,
7:25.0,,,34-29,2,L. Stephenson makes 2-pt shot from 1 ft (assist by T. Allen)
7:15.0,Offensive foul by K. Anderson,,34-29,,
7:15.0,Turnover by K. Anderson (offensive foul),,34-29,,
7:15.0,T. Duncan enters the game for B. Diaw,,34-29,,
7:15.0,L. Aldridge enters the game for D. West,,34-29,,
6:57.0,Violation by T. Duncan (def goaltending),,34-29,,
6:57.0,,,34-31,2,X. Munford makes 2-pt shot from 2 ft
6:40.0,T. Duncan makes 2-pt shot from 5 ft (assist by T. Parker),2,36-31,,
6:21.0,,,36-31,,Z. Randolph misses 2-pt shot from 4 ft (block by T. Duncan)
6:18.0,Defensive rebound by T. Duncan,,36-31,,
6:14.0,T. Parker misses 2-pt shot from 23 ft,,36-31,,
6:13.0,Offensive rebound by Team,,36-31,,
6:03.0,T. Parker misses 2-pt shot from 7 ft,,36-31,,
6:01.0,,,36-31,,Defensive rebound by C. Andersen
5:46.0,,,36-33,2,L. Stephenson makes 2-pt shot from 20 ft
5:25.0,Shooting foul by T. Allen (drawn by T. Duncan),,36-33,,
5:25.0,San Antonio full timeout,,36-33,,
5:25.0,,,36-33,,M. Barnes enters the game for C. Andersen
5:25.0,,,36-33,,J. Farmar enters the game for X. Munford
5:25.0,M. Ginobili enters the game for K. Anderson,,36-33,,
5:25.0,T. Duncan makes free throw 1 of 2,1,37-33,,
5:25.0,T. Duncan makes free throw 2 of 2,1,38-33,,
5:06.0,,,38-35,2,Z. Randolph makes 2-pt shot from 6 ft
4:48.0,,,38-35,,Personal foul by L. Stephenson
4:39.0,M. Ginobili misses 3-pt shot from 25 ft,,38-35,,
4:38.0,,,38-35,,Defensive rebound by Z. Randolph
4:23.0,,,38-35,,J. Farmar misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by L. Aldridge,,38-35,,
4:07.0,T. Duncan misses 2-pt shot from 6 ft,,38-35,,
4:06.0,,,38-35,,Defensive rebound by L. Stephenson
3:53.0,,,38-35,,Z. Randolph misses 2-pt shot from 2 ft (block by T. Duncan)
3:53.0,,,38-35,,Offensive rebound by Team
3:52.0,,,38-35,,Shooting foul by T. Duncan (drawn by Z. Randolph)
3:52.0,,,38-36,1,Z. Randolph makes free throw 1 of 2
3:52.0,,,38-37,1,Z. Randolph makes free throw 2 of 2
3:37.0,L. Aldridge misses 2-pt shot from 11 ft,,38-37,,
3:37.0,,,38-37,,Defensive rebound by Team
3:37.0,Loose ball foul by T. Duncan,,38-37,,
3:18.0,,,38-37,,T. Allen misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by L. Aldridge,,38-37,,
3:09.0,Turnover by T. Parker (lost ball; steal by J. Farmar),,38-37,,
3:05.0,,,38-37,,Shooting foul by L. Aldridge (drawn by M. Barnes)
3:05.0,,,38-38,1,M. Barnes makes free throw 1 of 2
3:05.0,D. West enters the game for T. Duncan,,38-38,,
3:05.0,P. Mills enters the game for T. Parker,,38-38,,
3:05.0,,,38-39,1,M. Barnes makes free throw 2 of 2
2:49.0,K. Leonard makes 3-pt shot from 22 ft (assist by M. Ginobili),3,41-39,,
2:32.0,,,41-39,,T. Allen misses 2-pt shot from 20 ft
2:30.0,,,41-39,,Offensive rebound by M. Barnes
2:30.0,,,41-39,,M. Barnes misses 2-pt shot from 1 ft
2:28.0,Defensive rebound by K. Leonard,,41-39,,
2:18.0,P. Mills misses 3-pt shot from 24 ft,,41-39,,
2:16.0,Offensive rebound by L. Aldridge,,41-39,,
2:16.0,L. Aldridge misses 2-pt shot from 2 ft,,41-39,,
2:16.0,,,41-39,,Defensive rebound by T. Allen
2:16.0,,,41-39,,Memphis full timeout
1:52.0,,,41-39,,T. Allen misses 3-pt shot from 25 ft
1:51.0,,,41-39,,Offensive rebound by Z. Randolph
1:45.0,,,41-39,,Z. Randolph misses 2-pt shot from 4 ft
1:43.0,Defensive rebound by D. West,,41-39,,
1:37.0,,,41-39,,Personal foul by M. Barnes
1:37.0,D. West misses free throw 1 of 2,,41-39,,
1:37.0,Offensive rebound by Team,,41-39,,
1:37.0,D. West misses free throw 2 of 2,,41-39,,
1:35.0,Offensive rebound by M. Ginobili,,41-39,,
1:32.0,,,41-39,,Personal foul by M. Barnes
1:32.0,K. Leonard misses free throw 1 of 2,,41-39,,
1:32.0,Offensive rebound by Team,,41-39,,
1:32.0,K. Leonard makes free throw 2 of 2,1,42-39,,
1:14.0,,,42-41,2,J. Farmar makes 2-pt shot from 2 ft
1:13.0,,,42-41,,Violation by Team (jump ball)
1:01.0,Offensive foul by L. Aldridge,,42-41,,
1:01.0,Turnover by L. Aldridge (offensive foul),,42-41,,
0:35.0,,,42-41,,M. Barnes misses 3-pt shot from 74 ft
0:35.0,,,42-41,,Offensive rebound by L. Stephenson
0:32.0,,,42-41,,L. Stephenson misses 2-pt shot from 3 ft
0:29.0,Defensive rebound by D. West,,42-41,,
0:17.0,L. Aldridge makes 2-pt shot from 2 ft,2,44-41,,
0:00.0,,,44-43,2,M. Barnes makes 2-pt shot from 3 ft (assist by J. Farmar)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,T. Parker makes 2-pt shot from 17 ft (assist by T. Duncan),2,46-43,,
11:25.0,,,46-46,3,M. Barnes makes 3-pt shot from 27 ft (assist by Z. Randolph)
11:07.0,K. Leonard misses 2-pt shot from 19 ft (block by T. Allen),,46-46,,
11:07.0,,,46-46,,Defensive rebound by M. Barnes
11:01.0,,,46-46,,M. Barnes misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by T. Duncan,,46-46,,
10:41.0,L. Aldridge makes 2-pt shot from 13 ft,2,48-46,,
10:14.0,,,48-49,3,V. Carter makes 3-pt shot from 25 ft (assist by M. Barnes)
9:55.0,T. Parker misses 3-pt shot from 25 ft,,48-49,,
9:53.0,Offensive rebound by L. Aldridge,,48-49,,
9:44.0,Turnover by T. Parker (lost ball; steal by M. Barnes),,48-49,,
9:37.0,,,48-49,,J. Farmar misses 2-pt shot from 3 ft
9:36.0,,,48-49,,Offensive rebound by Z. Randolph
9:36.0,,,48-49,,Z. Randolph misses 2-pt shot from 2 ft
9:33.0,,,48-49,,Offensive rebound by T. Allen
9:31.0,,,48-49,,T. Allen misses 2-pt shot from 2 ft
9:31.0,,,48-49,,Offensive rebound by T. Allen
9:31.0,,,48-49,,Shooting foul by T. Duncan (drawn by T. Allen)
9:31.0,,,48-50,1,T. Allen makes free throw 1 of 2
9:31.0,M. Ginobili enters the game for T. Duncan,,48-50,,
9:31.0,,,48-51,1,T. Allen makes free throw 2 of 2
9:06.0,D. Green misses 2-pt shot from 16 ft,,48-51,,
9:06.0,Offensive rebound by Team,,48-51,,
9:06.0,Turnover by Team (shot clock),,48-51,,
8:53.0,,,48-51,,Z. Randolph misses 2-pt shot from 19 ft
8:52.0,Defensive rebound by L. Aldridge,,48-51,,
8:43.0,T. Parker misses 3-pt shot from 24 ft,,48-51,,
8:42.0,,,48-51,,Defensive rebound by V. Carter
8:35.0,Personal foul by L. Aldridge,,48-51,,
8:26.0,,,48-51,,Z. Randolph misses 2-pt shot from 4 ft
8:24.0,Defensive rebound by T. Parker,,48-51,,
8:18.0,M. Ginobili makes 3-pt shot from 24 ft (assist by T. Parker),3,51-51,,
7:55.0,,,51-51,,V. Carter misses 2-pt shot from 7 ft
7:53.0,Defensive rebound by K. Leonard,,51-51,,
7:47.0,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard),3,54-51,,
7:17.0,,,54-53,2,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Barnes)
7:05.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,54-53,,
7:05.0,L. Aldridge misses free throw 1 of 2,,54-53,,
7:05.0,Offensive rebound by Team,,54-53,,
7:05.0,L. Aldridge makes free throw 2 of 2,1,55-53,,
7:03.0,,,55-53,,Turnover by T. Allen (lost ball; steal by D. Green)
6:58.0,Turnover by D. Green (step out of bounds),,55-53,,
6:44.0,,,55-53,,V. Carter misses 2-pt shot from 7 ft
6:44.0,Defensive rebound by D. Green,,55-53,,
6:44.0,,,55-53,,Loose ball foul by Z. Randolph
6:22.0,L. Aldridge misses 2-pt shot from 15 ft,,55-53,,
6:20.0,,,55-53,,Defensive rebound by J. Farmar
6:09.0,,,55-53,,Z. Randolph misses 2-pt shot from 6 ft
6:07.0,,,55-53,,Offensive rebound by Z. Randolph
6:03.0,,,55-55,2,Z. Randolph makes 2-pt shot from 5 ft
5:37.0,K. Leonard misses 2-pt shot from 8 ft,,55-55,,
5:35.0,Offensive rebound by K. Leonard,,55-55,,
5:32.0,D. Green misses 3-pt shot from 25 ft,,55-55,,
5:31.0,Offensive rebound by L. Aldridge,,55-55,,
5:28.0,L. Aldridge misses 2-pt shot from 4 ft,,55-55,,
5:27.0,,,55-55,,Defensive rebound by V. Carter
5:18.0,,,55-55,,M. Barnes misses 2-pt shot from 2 ft
5:17.0,,,55-55,,Offensive rebound by V. Carter
5:17.0,,,55-55,,V. Carter misses 2-pt shot from 1 ft (block by K. Leonard)
5:15.0,Defensive rebound by K. Leonard,,55-55,,
5:09.0,D. Green makes 2-pt shot from 4 ft (assist by T. Parker),2,57-55,,
5:08.0,,,57-55,,Memphis full timeout
5:08.0,K. Anderson enters the game for D. Green,,57-55,,
4:57.0,,,57-55,,Shooting foul by L. Aldridge (drawn by V. Carter)
4:57.0,,,57-56,1,V. Carter makes free throw 1 of 2
4:57.0,D. West enters the game for L. Aldridge,,57-56,,
4:57.0,,,57-57,1,V. Carter makes free throw 2 of 2
4:40.0,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker),3,60-57,,
4:24.0,,,60-57,,V. Carter misses 2-pt shot from 6 ft (block by K. Leonard)
4:23.0,,,60-57,,Offensive rebound by V. Carter
4:23.0,,,60-59,2,V. Carter makes 2-pt shot from 6 ft
4:08.0,K. Leonard misses 3-pt shot from 25 ft,,60-59,,
4:07.0,,,60-59,,Defensive rebound by Team
4:07.0,P. Mills enters the game for T. Parker,,60-59,,
3:49.0,,,60-61,2,Z. Randolph makes 2-pt shot from 3 ft
3:29.0,K. Leonard makes 2-pt shot from 3 ft (assist by M. Ginobili),2,62-61,,
3:09.0,,,62-61,,Turnover by Z. Randolph (lost ball; steal by K. Leonard)
3:04.0,K. Anderson makes 2-pt shot from 1 ft,2,64-61,,
3:04.0,Shooting foul by M. Barnes (drawn by K. Anderson),,64-61,,
3:04.0,K. Anderson misses free throw 1 of 1,,64-61,,
3:04.0,,,64-61,,Defensive rebound by M. Barnes
2:44.0,,,64-63,2,Z. Randolph makes 2-pt shot from 3 ft (assist by J. Farmar)
2:38.0,San Antonio full timeout,,64-63,,
2:38.0,,,64-63,,L. Stephenson enters the game for T. Allen
2:38.0,D. Green enters the game for K. Leonard,,64-63,,
2:38.0,B. Diaw enters the game for M. Ginobili,,64-63,,
2:24.0,B. Diaw makes 2-pt shot from 4 ft,2,66-63,,
2:03.0,,,66-63,,Z. Randolph misses 2-pt shot from 3 ft (block by D. Green)
2:03.0,Jump ball: D. Green vs. Z. Randolph (L. Stephenson gains possession),,,,Jump ball: D. Green vs. Z. Randolph (L. Stephenson gains possession)
2:03.0,,,66-63,,Offensive rebound by Team
1:56.0,,,66-65,2,M. Barnes makes 2-pt shot from 2 ft
1:56.0,,,66-65,,Shooting foul by B. Diaw (drawn by M. Barnes)
1:56.0,J. Simmons enters the game for B. Diaw,,66-65,,
1:56.0,,,66-65,,J. Green enters the game for V. Carter
1:56.0,K. Leonard enters the game for D. Green,,66-65,,
1:56.0,,,66-65,,M. Barnes misses free throw 1 of 1
1:55.0,Defensive rebound by D. West,,66-65,,
1:36.0,K. Leonard misses 2-pt shot from 19 ft,,66-65,,
1:33.0,,,66-65,,Defensive rebound by J. Green
1:17.0,,,66-67,2,M. Barnes makes 2-pt shot from 2 ft (assist by J. Green)
0:55.0,D. West misses 2-pt shot from 3 ft,,66-67,,
0:53.0,,,66-67,,Defensive rebound by M. Barnes
0:45.0,,,66-69,2,J. Green makes 2-pt shot from 5 ft (assist by M. Barnes)
0:31.0,,,66-69,,Violation by J. Green (def goaltending)
0:31.0,D. West makes 2-pt shot from 6 ft,2,68-69,,
0:05.0,,,68-71,2,J. Green makes 2-pt shot from 20 ft (assist by J. Farmar)
0:00.0,P. Mills makes 2-pt shot from 2 ft,2,70-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,70-71,,Turnover by M. Barnes (lost ball; steal by P. Mills)
11:40.0,K. Leonard misses 2-pt shot from 2 ft (block by J. Green),,70-71,,
11:37.0,,,70-71,,Defensive rebound by X. Munford
11:34.0,,,70-73,2,J. Green makes 2-pt shot from 2 ft (assist by X. Munford)
11:18.0,K. Leonard makes 2-pt shot from 18 ft (assist by D. West),2,72-73,,
11:04.0,,,72-73,,L. Stephenson misses 2-pt shot from 15 ft (block by K. Leonard)
11:03.0,,,72-73,,Offensive rebound by Team
11:03.0,,,72-73,,Memphis full timeout
10:57.0,,,72-73,,Shooting foul by K. Anderson (drawn by J. Green)
10:57.0,,,72-73,,J. Green misses free throw 1 of 2
10:57.0,,,72-73,,Offensive rebound by Team
10:57.0,,,72-73,,J. Green misses free throw 2 of 2
10:56.0,Defensive rebound by K. Leonard,,72-73,,
10:42.0,P. Mills misses 3-pt shot from 23 ft,,72-73,,
10:41.0,Offensive rebound by D. West,,72-73,,
10:30.0,Turnover by P. Mills (traveling),,72-73,,
10:12.0,,,72-73,,Turnover by J. Green (step out of bounds)
9:47.0,B. Diaw makes 2-pt shot from 18 ft (assist by K. Anderson),2,74-73,,
9:29.0,,,74-73,,M. Barnes misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by K. Anderson,,74-73,,
9:19.0,K. Leonard makes 3-pt shot from 23 ft (assist by D. West),3,77-73,,
8:52.0,,,77-73,,M. Barnes misses 2-pt shot from 22 ft
8:49.0,Defensive rebound by K. Anderson,,77-73,,
8:38.0,B. Diaw misses 2-pt shot from 5 ft,,77-73,,
8:36.0,Offensive rebound by D. West,,77-73,,
8:24.0,K. Leonard misses 2-pt shot from 11 ft,,77-73,,
8:22.0,,,77-73,,Defensive rebound by M. Barnes
8:09.0,,,77-73,,L. Stephenson misses 3-pt shot from 25 ft
8:08.0,Defensive rebound by B. Diaw,,77-73,,
8:04.0,K. Anderson makes 2-pt shot at rim (assist by B. Diaw),2,79-73,,
8:04.0,,,79-73,,Memphis full timeout
8:04.0,,,79-73,,T. Allen enters the game for M. Barnes
8:04.0,,,79-73,,Z. Randolph enters the game for C. Andersen
8:04.0,T. Parker enters the game for P. Mills,,79-73,,
8:04.0,L. Aldridge enters the game for D. West,,79-73,,
7:49.0,,,79-73,,Turnover by Z. Randolph (lost ball; steal by K. Leonard)
7:32.0,K. Leonard misses 2-pt shot from 5 ft,,79-73,,
7:30.0,,,79-73,,Defensive rebound by J. Green
7:23.0,,,79-75,2,X. Munford makes 2-pt shot from 3 ft
6:55.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,79-75,,
6:55.0,L. Aldridge makes free throw 1 of 2,1,80-75,,
6:55.0,,,80-75,,J. Farmar enters the game for X. Munford
6:55.0,D. Green enters the game for K. Anderson,,80-75,,
6:55.0,M. Ginobili enters the game for K. Leonard,,80-75,,
6:55.0,L. Aldridge makes free throw 2 of 2,1,81-75,,
6:38.0,,,81-75,,Z. Randolph misses 2-pt shot from 2 ft
6:37.0,,,81-75,,Offensive rebound by J. Green
6:37.0,,,81-77,2,J. Green makes 2-pt shot from 2 ft
6:22.0,Shooting foul by T. Allen (drawn by M. Ginobili),,81-77,,
6:22.0,M. Ginobili makes free throw 1 of 2,1,82-77,,
6:22.0,M. Ginobili makes free throw 2 of 2,1,83-77,,
6:03.0,,,83-77,,Turnover by J. Green (lost ball; steal by T. Parker)
5:51.0,B. Diaw misses 3-pt shot from 25 ft,,83-77,,
5:50.0,,,83-77,,Defensive rebound by Z. Randolph
5:38.0,Personal foul by M. Ginobili,,83-77,,
5:38.0,,,83-77,,M. Barnes enters the game for L. Stephenson
5:38.0,,,83-77,,V. Carter enters the game for J. Green
5:38.0,K. Leonard enters the game for B. Diaw,,83-77,,
5:26.0,,,83-79,2,Z. Randolph makes 2-pt shot from 2 ft
4:59.0,K. Leonard misses 3-pt shot from 25 ft,,83-79,,
4:58.0,,,83-79,,Defensive rebound by V. Carter
4:42.0,,,83-79,,T. Allen misses 3-pt shot from 24 ft
4:42.0,,,83-79,,Offensive rebound by Z. Randolph
4:38.0,,,83-79,,Z. Randolph misses 2-pt shot from 2 ft
4:38.0,,,83-79,,Offensive rebound by M. Barnes
4:38.0,,,83-81,2,M. Barnes makes 2-pt shot from 2 ft
4:21.0,T. Parker misses 2-pt shot from 11 ft,,83-81,,
4:20.0,,,83-81,,Defensive rebound by M. Barnes
4:08.0,Personal foul by T. Parker,,83-81,,
3:58.0,,,83-81,,T. Allen misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by K. Leonard,,83-81,,
3:41.0,,,83-81,,Def 3 sec tech foul by T. Allen
3:41.0,K. Leonard makes technical free throw,1,84-81,,
3:41.0,B. Diaw enters the game for T. Parker,,84-81,,
3:34.0,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili),3,87-81,,
3:11.0,,,87-81,,Turnover by J. Farmar (lost ball; steal by K. Leonard)
3:08.0,Shooting foul by M. Barnes (drawn by K. Leonard),,87-81,,
3:08.0,K. Leonard makes free throw 1 of 2,1,88-81,,
3:08.0,K. Leonard makes free throw 2 of 2,1,89-81,,
2:59.0,,,89-81,,Shooting foul by B. Diaw (drawn by T. Allen)
2:59.0,,,89-81,,Memphis full timeout
2:59.0,,,89-81,,T. Allen misses free throw 1 of 2
2:59.0,,,89-81,,Offensive rebound by Team
2:59.0,,,89-82,1,T. Allen makes free throw 2 of 2
2:35.0,K. Leonard makes 2-pt shot from 11 ft,2,91-82,,
2:14.0,,,91-82,,V. Carter misses 2-pt shot from 3 ft (block by L. Aldridge)
2:12.0,Defensive rebound by D. Green,,91-82,,
1:55.0,M. Ginobili misses 2-pt shot from 10 ft,,91-82,,
1:53.0,,,91-82,,Defensive rebound by J. Farmar
1:47.0,Personal foul by M. Ginobili,,91-82,,
1:47.0,,,91-83,1,V. Carter makes free throw 1 of 2
1:47.0,,,91-84,1,V. Carter makes free throw 2 of 2
1:37.0,Shooting foul by M. Barnes (drawn by L. Aldridge),,91-84,,
1:37.0,L. Aldridge makes free throw 1 of 2,1,92-84,,
1:37.0,L. Aldridge makes free throw 2 of 2,1,93-84,,
1:31.0,,,93-87,3,J. Farmar makes 3-pt shot from 25 ft
1:11.0,K. Leonard makes 3-pt shot from 24 ft (assist by M. Ginobili),3,96-87,,
0:58.0,,,96-87,,J. Farmar misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by L. Aldridge,,96-87,,
