time,New Orleans,pts.away,score,pts.home,Golden State
6:45.0,,,13-17,3,S. Curry makes 3-pt shot from 25 ft
6:31.0,Turnover by A. Davis (traveling),,13-17,,
6:22.0,,,13-19,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
6:19.0,New Orleans full timeout,,13-19,,
6:04.0,K. Perkins makes 2-pt shot from 8 ft (assist by A. Davis),2,15-19,,
5:50.0,,,15-21,2,S. Curry makes 2-pt shot from 22 ft
5:30.0,D. Cunningham makes 3-pt shot from 25 ft (assist by E. Gordon),3,18-21,,
5:19.0,,,18-21,,Shooting foul by I. Smith (drawn by H. Barnes)
5:19.0,,,18-21,,H. Barnes misses free throw 1 of 2
5:19.0,,,18-21,,Offensive rebound by Team
5:19.0,,,18-22,1,H. Barnes makes free throw 2 of 2
5:08.0,A. Davis misses 2-pt shot from 12 ft,,18-22,,
5:07.0,,,18-22,,Defensive rebound by D. Green
5:03.0,,,18-25,3,S. Curry makes 3-pt shot from 28 ft (assist by H. Barnes)
4:54.0,,,18-25,,Personal foul by K. Thompson (drawn by E. Gordon)
4:54.0,,,18-25,,A. Iguodala enters the game for A. Bogut
4:54.0,A. Ajinca enters the game for K. Perkins,,18-25,,
4:47.0,I. Smith makes 2-pt shot from 3 ft,2,20-25,,
4:38.0,,,20-25,,Shooting foul by I. Smith (drawn by S. Curry)
4:38.0,,,20-26,1,S. Curry makes free throw 1 of 2
4:38.0,,,20-27,1,S. Curry makes free throw 2 of 2
4:30.0,Turnover by E. Gordon (lost ball),,20-27,,
4:18.0,,,20-29,2,D. Green makes 2-pt shot from 17 ft (assist by S. Curry)
4:08.0,Turnover by E. Gordon (bad pass; steal by K. Thompson),,20-29,,
3:57.0,,,20-32,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
3:43.0,Shooting foul by D. Green (drawn by A. Davis),,20-32,,
3:43.0,A. Davis misses free throw 1 of 2,,20-32,,
3:43.0,Offensive rebound by Team,,20-32,,
3:43.0,,,20-32,,L. Barbosa enters the game for K. Thompson
3:43.0,A. Davis makes free throw 2 of 2,1,21-32,,
3:28.0,,,21-32,,H. Barnes misses 3-pt shot from 23 ft
3:28.0,Defensive rebound by E. Gordon,,21-32,,
3:22.0,Shooting foul by A. Iguodala (drawn by E. Gordon),,21-32,,
3:22.0,E. Gordon makes free throw 1 of 2,1,22-32,,
3:22.0,E. Gordon makes free throw 2 of 2,1,23-32,,
3:06.0,,,23-32,,S. Curry misses 3-pt shot from 27 ft
3:00.0,,,23-32,,Offensive rebound by H. Barnes
3:00.0,,,23-32,,H. Barnes misses 2-pt shot from 1 ft
2:59.0,,,23-32,,Offensive rebound by A. Iguodala
2:58.0,,,23-32,,H. Barnes misses 3-pt shot from 23 ft
2:55.0,,,23-32,,Offensive rebound by L. Barbosa
2:45.0,,,23-34,2,S. Curry makes 2-pt shot from 2 ft
2:33.0,Shooting foul by D. Green (drawn by A. Davis),,23-34,,
2:33.0,,,23-34,,Golden State full timeout
2:33.0,,,23-34,,F. Ezeli enters the game for D. Green
2:33.0,A. Davis makes free throw 1 of 2,1,24-34,,
2:33.0,A. Davis makes free throw 2 of 2,1,25-34,,
2:24.0,,,25-36,2,F. Ezeli makes 2-pt shot at rim (assist by L. Barbosa)
2:24.0,,,25-36,,Shooting foul by A. Ajinca (drawn by F. Ezeli)
2:24.0,,,25-37,1,F. Ezeli makes free throw 1 of 1
2:01.0,I. Smith makes 2-pt shot from 4 ft,2,27-37,,
1:51.0,,,27-37,,Turnover by L. Barbosa (bad pass)
1:42.0,E. Gordon misses 3-pt shot from 26 ft,,27-37,,
1:41.0,,,27-37,,Defensive rebound by L. Barbosa
1:32.0,,,27-37,,H. Barnes misses 2-pt shot from 8 ft
1:31.0,Defensive rebound by A. Ajinca,,27-37,,
1:21.0,I. Smith makes 2-pt shot at rim,2,29-37,,
1:05.0,,,29-37,,H. Barnes misses 2-pt shot from 7 ft
1:03.0,,,29-37,,Offensive rebound by H. Barnes
1:03.0,,,29-37,,H. Barnes misses 2-pt shot from 1 ft
1:01.0,Defensive rebound by A. Davis,,29-37,,
0:58.0,I. Smith makes 3-pt shot from 26 ft (assist by A. Davis),3,32-37,,
0:51.0,,,32-37,,Golden State full timeout
0:51.0,,,32-37,,J. McAdoo enters the game for H. Barnes
0:45.0,,,32-39,2,S. Curry makes 2-pt shot from 2 ft (assist by A. Iguodala)
0:32.0,Shooting foul by J. McAdoo (drawn by A. Davis),,32-39,,
0:32.0,A. Davis makes free throw 1 of 2,1,33-39,,
0:32.0,A. Gee enters the game for D. Cunningham,,33-39,,
0:32.0,A. Davis misses free throw 2 of 2,,33-39,,
0:31.0,,,33-39,,Defensive rebound by A. Iguodala
0:16.0,,,33-39,,Turnover by J. McAdoo (offensive foul)
0:16.0,,,33-39,,Offensive foul by J. McAdoo
0:05.0,I. Smith makes 2-pt shot from 17 ft,2,35-39,,
0:01.0,,,35-39,,S. Curry misses 3-pt shot from 39 ft
0:00.0,,,35-39,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,35-39,,F. Ezeli misses 2-pt shot from 7 ft
11:40.0,Defensive rebound by E. Gordon,,35-39,,
11:19.0,E. Gordon misses 2-pt shot from 2 ft,,35-39,,
11:18.0,,,35-39,,Defensive rebound by F. Ezeli
11:06.0,,,35-39,,Turnover by L. Barbosa (bad pass; steal by I. Smith)
10:59.0,A. Gee makes 2-pt shot at rim (assist by I. Smith),2,37-39,,
10:42.0,,,37-39,,Turnover by M. Speights (lost ball; steal by I. Smith)
10:37.0,,,37-39,,K. Thompson enters the game for F. Ezeli
10:37.0,Jump ball: A. Ajinca vs. L. Barbosa (E. Gordon gains possession),,,,Jump ball: A. Ajinca vs. L. Barbosa (E. Gordon gains possession)
10:23.0,E. Gordon makes 2-pt shot from 3 ft,2,39-39,,
10:12.0,,,39-39,,L. Barbosa misses 2-pt shot from 10 ft
10:11.0,,,39-39,,Offensive rebound by M. Speights
10:11.0,,,39-39,,M. Speights misses 2-pt shot from 1 ft
10:10.0,,,39-39,,Offensive rebound by M. Speights
10:10.0,,,39-39,,M. Speights misses 2-pt shot from 1 ft
10:10.0,,,39-39,,Offensive rebound by M. Speights
10:10.0,,,39-39,,Shooting foul by A. Ajinca (drawn by M. Speights)
10:10.0,,,39-40,1,M. Speights makes free throw 1 of 2
10:10.0,A. Davis enters the game for A. Ajinca,,39-40,,
10:10.0,D. Cunningham enters the game for E. Gordon,,39-40,,
10:10.0,,,39-41,1,M. Speights makes free throw 2 of 2
9:51.0,A. Davis misses 2-pt shot from 14 ft,,39-41,,
9:50.0,Offensive rebound by D. Cunningham,,39-41,,
9:42.0,R. Anderson misses 3-pt shot from 25 ft,,39-41,,
9:42.0,,,39-41,,Defensive rebound by K. Thompson
9:34.0,,,39-43,2,K. Thompson makes 2-pt shot from 1 ft
9:19.0,I. Smith misses 2-pt shot from 18 ft (block by L. Barbosa),,39-43,,
9:17.0,,,39-43,,Defensive rebound by S. Livingston
9:16.0,,,39-43,,Turnover by K. Thompson (bad pass; steal by I. Smith)
9:13.0,Offensive foul by A. Gee,,39-43,,
9:13.0,Turnover by A. Gee (offensive foul),,39-43,,
8:56.0,,,39-43,,M. Speights misses 2-pt shot from 5 ft
8:55.0,Defensive rebound by A. Gee,,39-43,,
8:43.0,A. Davis misses 2-pt shot from 17 ft,,39-43,,
8:43.0,,,39-43,,Defensive rebound by A. Iguodala
8:36.0,,,39-43,,A. Iguodala misses 2-pt shot from 2 ft
8:35.0,Defensive rebound by Team,,39-43,,
8:35.0,Official timeout,,39-43,,
8:16.0,I. Smith misses 2-pt shot from 12 ft (block by M. Speights),,39-43,,
8:14.0,Offensive rebound by A. Davis,,39-43,,
8:09.0,D. Cunningham misses 2-pt shot from 5 ft (block by S. Livingston),,39-43,,
8:09.0,,,39-43,,Defensive rebound by L. Barbosa
8:09.0,,,39-43,,Offensive foul by K. Thompson
8:09.0,,,39-43,,Turnover by K. Thompson (offensive foul)
7:50.0,D. Cunningham makes 2-pt shot from 21 ft (assist by I. Smith),2,41-43,,
7:36.0,,,41-43,,Turnover by L. Barbosa (bad pass; steal by A. Gee)
7:31.0,D. Cunningham makes 2-pt shot from 1 ft (assist by I. Smith),2,43-43,,
7:31.0,Shooting foul by K. Thompson (drawn by D. Cunningham),,43-43,,
7:31.0,N. Robinson enters the game for I. Smith,,43-43,,
7:31.0,,,43-43,,S. Curry enters the game for K. Thompson
7:31.0,,,43-43,,D. Green enters the game for M. Speights
7:31.0,,,43-43,,H. Barnes enters the game for A. Iguodala
7:31.0,D. Cunningham makes free throw 1 of 1,1,44-43,,
7:11.0,,,44-43,,L. Barbosa misses 2-pt shot from 2 ft
7:08.0,,,44-43,,Offensive rebound by H. Barnes
7:07.0,,,44-43,,H. Barnes misses 2-pt shot from 7 ft
7:06.0,,,44-43,,Offensive rebound by S. Curry
7:04.0,,,44-43,,Turnover by D. Green (bad pass; steal by N. Robinson)
6:54.0,,,44-43,,Def 3 sec tech foul by D. Green
6:54.0,A. Davis misses technical free throw,,44-43,,
6:54.0,Offensive rebound by Team,,44-43,,
6:54.0,,,44-43,,A. Bogut enters the game for L. Barbosa
6:49.0,N. Robinson misses 3-pt shot from 24 ft,,44-43,,
6:49.0,,,44-43,,Defensive rebound by S. Livingston
6:41.0,Personal foul by A. Gee (drawn by D. Green),,44-43,,
6:35.0,,,44-45,2,A. Bogut makes 2-pt shot from 2 ft (assist by S. Curry)
6:19.0,A. Davis misses 2-pt shot from 20 ft,,44-45,,
6:19.0,,,44-45,,Defensive rebound by S. Livingston
6:11.0,Personal foul by D. Cunningham (drawn by A. Bogut),,44-45,,
6:03.0,,,44-45,,S. Curry misses 3-pt shot from 24 ft
6:02.0,Defensive rebound by A. Gee,,44-45,,
5:53.0,Turnover by A. Davis (traveling),,44-45,,
5:53.0,,,44-45,,Golden State full timeout
5:35.0,,,44-48,3,D. Green makes 3-pt shot from 25 ft (assist by A. Bogut)
5:17.0,A. Davis misses 2-pt shot from 8 ft,,44-48,,
5:17.0,Offensive rebound by Team,,44-48,,
5:08.0,A. Davis misses 2-pt shot from 10 ft,,44-48,,
5:08.0,,,44-48,,Defensive rebound by S. Livingston
4:58.0,,,44-48,,D. Green misses 3-pt shot from 26 ft
4:57.0,,,44-48,,Offensive rebound by S. Curry
4:54.0,,,44-50,2,S. Curry makes 2-pt shot from 12 ft
4:54.0,,,44-50,,Shooting foul by A. Gee (drawn by S. Curry)
4:54.0,K. Perkins enters the game for A. Davis,,44-50,,
4:54.0,E. Gordon enters the game for A. Gee,,44-50,,
4:54.0,,,44-51,1,S. Curry makes free throw 1 of 1
4:43.0,Turnover by E. Gordon (traveling),,44-51,,
4:29.0,,,44-53,2,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry)
4:04.0,R. Anderson misses 2-pt shot from 7 ft,,44-53,,
4:04.0,,,44-53,,Defensive rebound by A. Bogut
3:59.0,I. Smith enters the game for N. Robinson,,44-53,,
3:47.0,,,44-55,2,A. Bogut makes 2-pt shot from 1 ft (assist by S. Curry)
3:30.0,E. Gordon misses 2-pt shot from 17 ft,,44-55,,
3:30.0,Offensive rebound by Team,,44-55,,
3:30.0,,,44-55,,Loose ball foul by D. Green (drawn by K. Perkins)
3:30.0,,,44-55,,Technical foul by D. Green (drawn by K. Perkins)
3:30.0,R. Anderson misses technical free throw,,44-55,,
3:30.0,Offensive rebound by Team,,44-55,,
3:30.0,,,44-55,,A. Iguodala enters the game for D. Green
3:21.0,E. Gordon misses 3-pt shot from 25 ft,,44-55,,
3:21.0,,,44-55,,Defensive rebound by H. Barnes
2:59.0,,,44-55,,A. Iguodala misses 3-pt shot from 27 ft
2:59.0,Defensive rebound by K. Perkins,,44-55,,
2:52.0,E. Gordon misses 3-pt shot from 26 ft,,44-55,,
2:52.0,,,44-55,,Defensive rebound by A. Bogut
2:44.0,,,44-55,,Turnover by S. Curry (bad pass)
2:44.0,New Orleans full timeout,,44-55,,
2:44.0,,,44-55,,L. Barbosa enters the game for S. Livingston
2:30.0,D. Cunningham makes 3-pt shot from 23 ft (assist by I. Smith),3,47-55,,
2:11.0,,,47-55,,S. Curry misses 3-pt shot from 24 ft
2:10.0,,,47-55,,Offensive rebound by H. Barnes
2:04.0,,,47-57,2,A. Bogut makes 2-pt shot from 1 ft (assist by S. Curry)
1:53.0,,,47-57,,Personal foul by A. Bogut (drawn by K. Perkins)
1:40.0,I. Smith misses 2-pt shot from 16 ft,,47-57,,
1:39.0,Offensive rebound by R. Anderson,,47-57,,
1:34.0,E. Gordon misses 2-pt shot from 2 ft,,47-57,,
1:33.0,,,47-57,,Defensive rebound by L. Barbosa
1:16.0,,,47-57,,S. Curry misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by I. Smith,,47-57,,
0:58.0,E. Gordon makes 2-pt shot from 16 ft,2,49-57,,
0:47.0,Violation by K. Perkins (kicked ball),,49-57,,
0:47.0,A. Davis enters the game for K. Perkins,,49-57,,
0:47.0,N. Robinson enters the game for I. Smith,,49-57,,
0:32.0,,,49-57,,L. Barbosa misses 3-pt shot from 26 ft
0:31.0,Defensive rebound by R. Anderson,,49-57,,
0:11.0,,,49-57,,Personal foul by L. Barbosa (drawn by A. Davis)
0:11.0,A. Davis misses free throw 1 of 2,,49-57,,
0:11.0,Offensive rebound by Team,,49-57,,
0:11.0,,,49-57,,M. Speights enters the game for A. Bogut
0:11.0,A. Gee enters the game for N. Robinson,,49-57,,
0:11.0,A. Davis misses free throw 2 of 2,,49-57,,
0:10.0,,,49-57,,Defensive rebound by H. Barnes
0:01.0,,,49-59,2,S. Curry makes 2-pt shot from 1 ft
0:00.0,D. Cunningham misses 3-pt shot from 56 ft,,49-59,,
0:00.0,Offensive rebound by Team,,49-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,49-61,2,K. Thompson makes 2-pt shot from 13 ft (assist by A. Bogut)
11:23.0,E. Gordon misses 2-pt shot from 19 ft,,49-61,,
11:22.0,,,49-61,,Defensive rebound by D. Green
11:10.0,,,49-63,2,A. Bogut makes 2-pt shot from 7 ft (assist by S. Curry)
10:59.0,A. Davis misses 2-pt shot from 18 ft,,49-63,,
10:58.0,,,49-63,,Defensive rebound by A. Bogut
10:54.0,Personal foul by N. Robinson (drawn by D. Green),,49-63,,
10:48.0,,,49-63,,Shooting foul by K. Perkins (drawn by S. Curry)
10:48.0,,,49-64,1,S. Curry makes free throw 1 of 2
10:48.0,,,49-65,1,S. Curry makes free throw 2 of 2
10:30.0,E. Gordon misses 2-pt shot from 5 ft (block by K. Thompson),,49-65,,
10:29.0,,,49-65,,Defensive rebound by K. Thompson
10:23.0,,,49-65,,D. Green misses 3-pt shot from 26 ft
10:22.0,Defensive rebound by K. Perkins,,49-65,,
10:18.0,Offensive foul by A. Davis,,49-65,,
10:18.0,Turnover by A. Davis (offensive foul),,49-65,,
10:13.0,Personal foul by N. Robinson (drawn by D. Green),,49-65,,
10:07.0,,,49-67,2,S. Curry makes 2-pt shot from 1 ft
10:07.0,New Orleans full timeout,,49-67,,
10:07.0,R. Anderson enters the game for K. Perkins,,49-67,,
10:07.0,I. Smith enters the game for N. Robinson,,49-67,,
9:49.0,E. Gordon makes 2-pt shot from 19 ft,2,51-67,,
9:30.0,,,51-67,,Turnover by K. Thompson (bad pass; steal by E. Gordon)
9:26.0,,,51-67,,Personal foul by H. Barnes (drawn by A. Davis)
9:26.0,A. Davis makes free throw 1 of 2,1,52-67,,
9:26.0,A. Davis makes free throw 2 of 2,1,53-67,,
9:07.0,,,53-67,,D. Green misses 2-pt shot from 7 ft
9:06.0,Defensive rebound by A. Davis,,53-67,,
8:59.0,I. Smith makes 2-pt shot from 3 ft,2,55-67,,
8:46.0,,,55-69,2,H. Barnes makes 2-pt shot from 16 ft (assist by A. Bogut)
8:39.0,E. Gordon misses 2-pt shot from 1 ft (block by A. Bogut),,55-69,,
8:39.0,,,55-69,,Defensive rebound by K. Thompson
8:35.0,Personal foul by D. Cunningham (drawn by D. Green),,55-69,,
8:29.0,Personal foul by I. Smith (drawn by S. Curry),,55-69,,
8:29.0,,,55-70,1,S. Curry makes free throw 1 of 2
8:29.0,,,55-71,1,S. Curry makes free throw 2 of 2
8:19.0,A. Davis misses 2-pt shot from 13 ft,,55-71,,
8:18.0,,,55-71,,Defensive rebound by D. Green
8:11.0,,,55-71,,D. Green misses 2-pt shot from 7 ft
8:11.0,Defensive rebound by Team,,55-71,,
8:11.0,,,55-71,,Loose ball foul by A. Bogut (drawn by A. Davis)
7:51.0,E. Gordon makes 3-pt shot from 26 ft,3,58-71,,
7:35.0,,,58-73,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
7:26.0,Shooting foul by S. Curry (drawn by I. Smith),,58-73,,
7:26.0,I. Smith misses free throw 1 of 2,,58-73,,
7:26.0,Offensive rebound by Team,,58-73,,
7:26.0,I. Smith makes free throw 2 of 2,1,59-73,,
7:14.0,,,59-73,,S. Curry misses 2-pt shot from 7 ft
7:14.0,Defensive rebound by R. Anderson,,59-73,,
7:08.0,R. Anderson makes 3-pt shot from 28 ft (assist by I. Smith),3,62-73,,
7:07.0,,,62-73,,A. Iguodala enters the game for H. Barnes
7:07.0,,,62-73,,F. Ezeli enters the game for A. Bogut
7:07.0,A. Gee enters the game for D. Cunningham,,62-73,,
6:55.0,,,62-75,2,F. Ezeli makes 2-pt shot at rim (assist by K. Thompson)
6:55.0,,,62-75,,Shooting foul by A. Davis (drawn by F. Ezeli)
6:55.0,,,62-75,,F. Ezeli misses free throw 1 of 1
6:54.0,Defensive rebound by A. Davis,,62-75,,
6:34.0,A. Davis misses 2-pt shot from 6 ft,,62-75,,
6:33.0,,,62-75,,Defensive rebound by A. Iguodala
6:23.0,,,62-77,2,F. Ezeli makes 2-pt shot at rim (assist by K. Thompson)
6:03.0,R. Anderson misses 2-pt shot from 9 ft,,62-77,,
6:02.0,Offensive rebound by I. Smith,,62-77,,
5:57.0,I. Smith makes 2-pt shot at rim,2,64-77,,
5:48.0,Shooting block foul by I. Smith (drawn by D. Green),,64-77,,
5:48.0,,,64-78,1,D. Green makes free throw 1 of 2
5:48.0,,,64-79,1,D. Green makes free throw 2 of 2
5:38.0,I. Smith misses 2-pt shot from 11 ft,,64-79,,
5:38.0,,,64-79,,Defensive rebound by S. Curry
5:19.0,,,64-79,,S. Curry misses 3-pt shot from 25 ft
5:19.0,,,64-79,,Offensive rebound by F. Ezeli
5:13.0,,,64-79,,S. Curry misses 2-pt shot from 3 ft (block by A. Davis)
5:12.0,Defensive rebound by E. Gordon,,64-79,,
5:05.0,A. Gee makes 2-pt shot at rim (assist by I. Smith),2,66-79,,
4:46.0,,,66-79,,Shooting foul by A. Davis (drawn by K. Thompson)
4:46.0,,,66-80,1,K. Thompson makes free throw 1 of 3
4:46.0,,,66-81,1,K. Thompson makes free throw 2 of 3
4:46.0,,,66-82,1,K. Thompson makes free throw 3 of 3
4:29.0,A. Davis misses 2-pt shot from 7 ft,,66-82,,
4:29.0,,,66-82,,Defensive rebound by D. Green
4:24.0,,,66-82,,Turnover by A. Iguodala (lost ball; steal by A. Gee)
4:20.0,Shooting foul by A. Iguodala (drawn by A. Davis),,66-82,,
4:20.0,A. Davis makes free throw 1 of 2,1,67-82,,
4:20.0,A. Davis makes free throw 2 of 2,1,68-82,,
4:09.0,,,68-82,,Turnover by K. Thompson (bad pass; steal by R. Anderson)
4:01.0,A. Davis misses 3-pt shot from 26 ft,,68-82,,
4:00.0,,,68-82,,Defensive rebound by K. Thompson
3:54.0,,,68-82,,Offensive foul by K. Thompson
3:54.0,,,68-82,,Turnover by K. Thompson (offensive foul)
3:54.0,,,68-82,,L. Barbosa enters the game for K. Thompson
3:43.0,Turnover by R. Anderson (lost ball),,68-82,,
3:28.0,,,68-82,,L. Barbosa misses 2-pt shot from 17 ft
3:25.0,,,68-82,,Offensive rebound by F. Ezeli
3:24.0,,,68-82,,F. Ezeli misses 2-pt shot from 2 ft (block by A. Davis)
3:23.0,,,68-82,,Offensive rebound by S. Curry
3:23.0,,,68-85,3,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala)
3:23.0,New Orleans full timeout,,68-85,,
3:23.0,,,68-85,,H. Barnes enters the game for D. Green
3:08.0,Shooting foul by F. Ezeli (drawn by R. Anderson),,68-85,,
3:08.0,R. Anderson makes free throw 1 of 2,1,69-85,,
3:08.0,R. Anderson makes free throw 2 of 2,1,70-85,,
2:52.0,,,70-85,,F. Ezeli misses 2-pt shot from 4 ft (block by A. Davis)
2:51.0,,,70-85,,Offensive rebound by Team
2:51.0,,,70-85,,Golden State full timeout
2:51.0,,,70-85,,S. Livingston enters the game for S. Curry
2:51.0,Jump ball: A. Davis vs. F. Ezeli (S. Livingston gains possession),,,,Jump ball: A. Davis vs. F. Ezeli (S. Livingston gains possession)
2:39.0,,,70-87,2,S. Livingston makes 2-pt shot from 12 ft
2:33.0,,,70-87,,Violation by L. Barbosa (kicked ball)
2:17.0,A. Gee misses 2-pt shot from 21 ft,,70-87,,
2:16.0,Offensive rebound by Team,,70-87,,
2:16.0,Turnover by Team (shot clock),,70-87,,
2:02.0,,,70-87,,L. Barbosa misses 2-pt shot from 11 ft
2:01.0,,,70-87,,Offensive rebound by F. Ezeli
1:57.0,,,70-90,3,H. Barnes makes 3-pt shot from 25 ft (assist by F. Ezeli)
1:43.0,A. Davis misses 2-pt shot from 10 ft (block by F. Ezeli),,70-90,,
1:42.0,,,70-90,,Defensive rebound by L. Barbosa
1:34.0,,,70-90,,H. Barnes misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by A. Gee,,70-90,,
1:25.0,,,70-90,,Away from play foul by L. Barbosa (drawn by A. Davis)
1:25.0,A. Davis makes free throw 1 of 2,1,71-90,,
1:25.0,N. Robinson enters the game for E. Gordon,,71-90,,
1:25.0,A. Davis makes free throw 2 of 2,1,72-90,,
1:09.0,,,72-92,2,F. Ezeli makes 2-pt shot from 1 ft (assist by A. Iguodala)
0:59.0,,,72-92,,Personal foul by L. Barbosa (drawn by I. Smith)
0:59.0,I. Smith makes free throw 1 of 2,1,73-92,,
0:59.0,,,73-92,,M. Speights enters the game for F. Ezeli
0:59.0,A. Ajinca enters the game for A. Davis,,73-92,,
0:59.0,I. Smith misses free throw 2 of 2,,73-92,,
0:58.0,,,73-92,,Defensive rebound by M. Speights
0:49.0,,,73-92,,Offensive foul by H. Barnes
0:49.0,,,73-92,,Turnover by H. Barnes (offensive foul)
0:39.0,R. Anderson makes 2-pt shot from 14 ft (assist by I. Smith),2,75-92,,
0:22.0,,,75-94,2,S. Livingston makes 2-pt shot from 14 ft (assist by H. Barnes)
0:02.0,I. Smith misses 2-pt shot from 20 ft,,75-94,,
0:02.0,,,75-94,,Defensive rebound by Team
0:00.0,,,75-94,,S. Livingston misses 3-pt shot from 51 ft
0:00.0,,,75-94,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,75-94,,Personal foul by H. Barnes (drawn by R. Anderson)
11:42.0,Offensive foul by R. Anderson,,75-94,,
11:42.0,Turnover by R. Anderson (offensive foul),,75-94,,
11:29.0,,,75-96,2,M. Speights makes 2-pt shot from 13 ft (assist by S. Livingston)
11:09.0,Turnover by A. Ajinca (bad pass; steal by A. Iguodala),,75-96,,
11:03.0,,,75-98,2,A. Iguodala makes 2-pt shot at rim (assist by M. Speights)
10:49.0,A. Ajinca makes 2-pt shot from 17 ft (assist by N. Robinson),2,77-98,,
10:28.0,,,77-98,,M. Speights misses 2-pt shot from 18 ft
10:27.0,Defensive rebound by R. Anderson,,77-98,,
10:14.0,A. Ajinca misses 2-pt shot from 7 ft,,77-98,,
10:14.0,,,77-98,,Defensive rebound by A. Iguodala
10:07.0,,,77-98,,Offensive foul by M. Speights
10:07.0,,,77-98,,Turnover by M. Speights (offensive foul)
9:54.0,Turnover by A. Gee (traveling),,77-98,,
9:54.0,A. Davis enters the game for R. Anderson,,77-98,,
9:39.0,,,77-98,,L. Barbosa misses 3-pt shot from 24 ft
9:39.0,,,77-98,,Offensive rebound by M. Speights
9:39.0,,,77-98,,M. Speights misses 2-pt shot at rim
9:38.0,Defensive rebound by A. Davis,,77-98,,
9:24.0,A. Davis misses 2-pt shot from 12 ft,,77-98,,
9:23.0,Offensive rebound by A. Ajinca,,77-98,,
9:21.0,A. Ajinca misses 2-pt shot from 3 ft,,77-98,,
9:18.0,Offensive rebound by A. Ajinca,,77-98,,
9:16.0,A. Ajinca makes 2-pt shot from 1 ft,2,79-98,,
9:01.0,,,79-98,,Shooting foul by A. Ajinca (drawn by M. Speights)
9:01.0,,,79-99,1,M. Speights makes free throw 1 of 2
9:01.0,,,79-99,,D. Green enters the game for H. Barnes
