time,Phoenix,pts.away,score,pts.home,LA Clippers
6:16.0,J. Leuer misses 2-pt shot from 17 ft,,72-110,,
6:15.0,,,72-110,,Defensive rebound by C. Aldrich
6:07.0,,,72-110,,Shooting foul by J. Leuer (drawn by J. Green)
6:07.0,,,72-111,1,J. Green makes free throw 1 of 2
6:07.0,D. Booker enters the game for S. Weems,,72-111,,
6:07.0,A. Len enters the game for M. Teletovic,,72-111,,
6:07.0,,,72-111,,A. Stepheson enters the game for C. Aldrich
6:07.0,,,72-112,1,J. Green makes free throw 2 of 2
5:54.0,A. Goodwin misses 2-pt shot from 4 ft (block by J. Green),,72-112,,
5:52.0,Offensive rebound by J. Leuer,,72-112,,
5:51.0,J. Leuer makes 2-pt shot from 1 ft,2,74-112,,
5:49.0,Personal foul by D. Booker,,74-112,,
5:49.0,Official timeout,,74-112,,
5:49.0,P. Pressey enters the game for D. Booker,,74-112,,
5:49.0,,,74-112,,LA Clippers full timeout
5:38.0,,,74-112,,C. Wilcox misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by J. Leuer,,74-112,,
5:14.0,A. Len misses 2-pt shot from 7 ft,,74-112,,
5:12.0,,,74-112,,Defensive rebound by P. Prigioni
5:02.0,,,74-114,2,J. Green makes 2-pt shot from 3 ft (assist by P. Prigioni)
4:39.0,A. Goodwin makes 2-pt shot from 17 ft,2,76-114,,
4:24.0,,,76-114,,C. Wilcox misses 2-pt shot from 20 ft
4:23.0,Defensive rebound by A. Len,,76-114,,
4:11.0,,,76-114,,Personal foul by P. Prigioni
4:01.0,A. Len misses 2-pt shot from 17 ft,,76-114,,
4:00.0,,,76-114,,Defensive rebound by W. Johnson
3:53.0,,,76-114,,C. Wilcox misses 2-pt shot from 10 ft
3:51.0,,,76-114,,Offensive rebound by A. Stepheson
3:51.0,,,76-116,2,A. Stepheson makes 2-pt shot at rim
3:40.0,Turnover by P. Pressey (lost ball; steal by C. Wilcox),,76-116,,
3:30.0,Personal foul by A. Len,,76-116,,
3:30.0,S. Weems enters the game for A. Len,,76-116,,
3:15.0,,,76-116,,Turnover by Team (shot clock)
3:06.0,J. Leuer misses 2-pt shot from 15 ft,,76-116,,
3:04.0,,,76-116,,Defensive rebound by P. Prigioni
2:56.0,,,76-119,3,J. Green makes 3-pt shot from 25 ft (assist by P. Prigioni)
2:34.0,J. Leuer misses 2-pt shot from 4 ft (block by A. Stepheson),,76-119,,
2:32.0,Offensive rebound by R. Price,,76-119,,
2:28.0,A. Goodwin misses 3-pt shot from 25 ft,,76-119,,
2:28.0,Offensive rebound by R. Price,,76-119,,
2:28.0,Turnover by Team (shot clock),,76-119,,
2:19.0,,,76-119,,Turnover by C. Wilcox (lost ball; steal by J. Leuer)
2:15.0,Shooting foul by A. Stepheson (drawn by J. Leuer),,76-119,,
2:15.0,J. Leuer makes free throw 1 of 2,1,77-119,,
2:15.0,J. Leuer makes free throw 2 of 2,1,78-119,,
2:03.0,,,78-119,,C. Wilcox misses 2-pt shot from 2 ft
2:01.0,Defensive rebound by R. Price,,78-119,,
1:53.0,S. Weems makes 2-pt shot from 13 ft (assist by P. Pressey),2,80-119,,
1:33.0,,,80-122,3,P. Prigioni makes 3-pt shot from 24 ft (assist by C. Wilcox)
1:23.0,J. Leuer makes 2-pt shot from 18 ft (assist by R. Price),2,82-122,,
1:12.0,,,82-124,2,J. Green makes 2-pt shot from 4 ft (assist by P. Prigioni)
0:56.0,R. Price makes 2-pt shot from 11 ft,2,84-124,,
0:41.0,,,84-124,,C. Wilcox misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by J. Leuer,,84-124,,
0:31.0,A. Goodwin misses 3-pt shot from 23 ft,,84-124,,
0:29.0,,,84-124,,Defensive rebound by P. Prigioni
0:06.0,,,84-124,,Turnover by Team (shot clock)
0:00.0,P. Pressey misses 3-pt shot from 27 ft,,84-124,,
0:00.0,Offensive rebound by Team,,84-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
