time,Oklahoma City,pts.away,score,pts.home,Dallas
1:33.0,,,107-103,,D. Nowitzki misses 3-pt shot from 24 ft
1:33.0,Defensive rebound by R. Westbrook,,107-103,,
1:18.0,S. Ibaka misses 3-pt shot from 25 ft,,107-103,,
1:17.0,,,107-103,,Defensive rebound by S. Mejri
1:06.0,,,107-106,3,D. Williams makes 3-pt shot from 25 ft
1:06.0,Oklahoma City full timeout,,107-106,,
0:55.0,K. Durant makes 2-pt shot from 18 ft,2,109-106,,
0:35.0,,,109-106,,W. Matthews misses 3-pt shot from 23 ft
0:34.0,Defensive rebound by K. Singler,,109-106,,
0:17.0,Offensive foul by S. Ibaka,,109-106,,
0:17.0,Turnover by S. Ibaka (offensive foul),,109-106,,
0:10.0,,,109-106,,D. Williams misses 2-pt shot from 19 ft (block by S. Ibaka)
0:09.0,,,109-106,,Offensive rebound by D. Williams
0:05.0,,,109-106,,D. Nowitzki misses 3-pt shot from 27 ft
0:03.0,,,109-106,,Offensive rebound by C. Parsons
0:01.0,,,109-106,,C. Parsons misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by R. Westbrook,,109-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
