time,Houston,pts.away,score,pts.home,Golden State
9:55.0,Defensive rebound by D. Howard,,21-38,,
9:37.0,P. Beverley misses 2-pt shot from 8 ft,,21-38,,
9:36.0,Offensive rebound by P. Beverley,,21-38,,
9:34.0,P. Beverley misses 2-pt shot from 5 ft,,21-38,,
9:32.0,,,21-38,,Defensive rebound by H. Barnes
9:21.0,,,21-38,,M. Speights misses 3-pt shot from 25 ft
9:20.0,Defensive rebound by P. Beverley,,21-38,,
9:11.0,J. Smith makes 2-pt shot from 2 ft,2,23-38,,
9:05.0,,,23-38,,Golden State full timeout
9:05.0,,,23-38,,K. Thompson enters the game for A. Iguodala
8:57.0,,,23-40,2,S. Livingston makes 2-pt shot from 10 ft
8:46.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,25-40,,
8:29.0,,,25-40,,Turnover by M. Speights (lost ball; steal by D. Howard)
8:28.0,,,25-40,,Personal foul by S. Livingston
8:28.0,,,25-40,,A. Bogut enters the game for M. Speights
8:13.0,Turnover by D. Howard (3 sec),,25-40,,
8:00.0,,,25-40,,K. Thompson misses 2-pt shot from 10 ft
8:00.0,Defensive rebound by J. Terry,,25-40,,
7:49.0,Turnover by D. Howard (lost ball; steal by A. Bogut),,25-40,,
7:44.0,Personal foul by P. Beverley,,25-40,,
7:44.0,C. Brewer enters the game for J. Smith,,25-40,,
7:36.0,,,25-40,,K. Thompson misses 2-pt shot from 18 ft
7:33.0,Defensive rebound by D. Howard,,25-40,,
7:23.0,C. Brewer misses 3-pt shot from 26 ft,,25-40,,
7:21.0,Offensive rebound by Team,,25-40,,
7:13.0,J. Terry makes 2-pt shot from 13 ft,2,27-40,,
6:52.0,,,27-42,2,L. Barbosa makes 2-pt shot from 21 ft (assist by H. Barnes)
6:40.0,P. Beverley misses 3-pt shot from 25 ft (block by S. Livingston),,27-42,,
6:38.0,,,27-42,,Defensive rebound by L. Barbosa
6:25.0,,,27-42,,K. Thompson misses 3-pt shot from 23 ft
6:24.0,Defensive rebound by C. Brewer,,27-42,,
6:19.0,C. Brewer misses 2-pt shot from 4 ft (block by A. Bogut),,27-42,,
6:18.0,,,27-42,,Defensive rebound by K. Thompson
6:12.0,,,27-42,,H. Barnes misses 3-pt shot from 26 ft
6:11.0,,,27-42,,Offensive rebound by Team
6:09.0,,,27-42,,S. Curry enters the game for S. Livingston
6:09.0,,,27-42,,D. Green enters the game for L. Barbosa
6:09.0,J. Harden enters the game for C. Brewer,,27-42,,
6:03.0,Violation by D. Howard (def goaltending),,27-42,,
6:03.0,,,27-44,2,D. Green makes 2-pt shot from 6 ft (assist by A. Bogut)
5:43.0,J. Harden misses 2-pt shot from 14 ft,,27-44,,
5:41.0,,,27-44,,Defensive rebound by Team
5:41.0,Official timeout,,27-44,,
5:41.0,,,27-44,,A. Iguodala enters the game for H. Barnes
5:27.0,Personal foul by J. Terry,,27-44,,
5:18.0,Personal foul by P. Beverley,,27-44,,
5:18.0,C. Brewer enters the game for P. Beverley,,27-44,,
5:09.0,,,27-47,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
5:00.0,Offensive foul by D. Howard,,27-47,,
5:00.0,Turnover by D. Howard (offensive foul),,27-47,,
4:44.0,,,27-47,,D. Green misses 2-pt shot from 8 ft
4:43.0,Defensive rebound by D. Howard,,27-47,,
4:35.0,C. Brewer misses 2-pt shot from 3 ft,,27-47,,
4:33.0,Offensive rebound by T. Ariza,,27-47,,
4:33.0,T. Ariza misses 2-pt shot from 3 ft,,27-47,,
4:31.0,,,27-47,,Defensive rebound by A. Bogut
4:28.0,,,27-47,,Turnover by S. Curry (lost ball; steal by J. Terry)
4:22.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Terry),3,30-47,,
4:01.0,,,30-49,2,K. Thompson makes 2-pt shot from 1 ft
3:43.0,D. Howard misses 2-pt shot at rim,,30-49,,
3:43.0,,,30-49,,Defensive rebound by A. Bogut
3:39.0,,,30-51,2,S. Curry makes 2-pt shot from 2 ft (assist by A. Iguodala)
3:29.0,J. Terry misses 3-pt shot from 27 ft,,30-51,,
3:29.0,,,30-51,,Defensive rebound by A. Bogut
3:26.0,Personal foul by T. Ariza,,30-51,,
3:08.0,,,30-54,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Thompson)
2:58.0,Offensive foul by J. Harden,,30-54,,
2:58.0,Turnover by J. Harden (offensive foul),,30-54,,
2:58.0,Houston full timeout,,30-54,,
2:42.0,,,30-54,,A. Iguodala misses 2-pt shot from 12 ft
2:41.0,Defensive rebound by D. Howard,,30-54,,
2:34.0,,,30-54,,Personal foul by A. Bogut
2:34.0,,,30-54,,H. Barnes enters the game for A. Bogut
2:18.0,T. Ariza misses 3-pt shot from 23 ft,,30-54,,
2:18.0,,,30-54,,Defensive rebound by Team
2:18.0,Loose ball foul by J. Harden,,30-54,,
2:18.0,,,30-54,,A. Iguodala misses free throw 1 of 2
2:18.0,,,30-54,,Offensive rebound by Team
2:18.0,,,30-54,,A. Iguodala misses free throw 2 of 2
2:16.0,,,30-54,,Offensive rebound by D. Green
2:10.0,,,30-54,,S. Curry misses 2-pt shot from 12 ft
2:09.0,Defensive rebound by J. Harden,,30-54,,
1:54.0,Turnover by J. Harden (lost ball; steal by S. Curry),,30-54,,
1:50.0,,,30-56,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Curry)
1:27.0,D. Howard makes 2-pt shot from 6 ft (assist by C. Brewer),2,32-56,,
1:15.0,,,32-58,2,H. Barnes makes 2-pt shot from 17 ft (assist by K. Thompson)
1:07.0,,,32-58,,Personal foul by A. Iguodala
1:07.0,,,32-58,,S. Livingston enters the game for S. Curry
1:03.0,,,32-58,,Personal foul by D. Green
1:03.0,D. Howard makes free throw 1 of 2,1,33-58,,
1:03.0,,,33-58,,F. Ezeli enters the game for D. Green
1:03.0,D. Howard misses free throw 2 of 2,,33-58,,
1:01.0,Offensive rebound by T. Ariza,,33-58,,
1:00.0,Turnover by T. Ariza (lost ball; steal by K. Thompson),,33-58,,
0:40.0,,,33-58,,K. Thompson misses 2-pt shot from 20 ft
0:39.0,Defensive rebound by D. Howard,,33-58,,
0:32.0,Offensive foul by J. Harden,,33-58,,
0:32.0,Turnover by J. Harden (offensive foul),,33-58,,
0:32.0,A. Goudelock enters the game for J. Harden,,33-58,,
0:32.0,,,33-58,,L. Barbosa enters the game for F. Ezeli
0:12.0,Personal foul by D. Howard,,33-58,,
0:12.0,,,33-59,1,K. Thompson makes free throw 1 of 2
0:12.0,,,33-59,,F. Ezeli enters the game for L. Barbosa
0:12.0,M. Beasley enters the game for D. Howard,,33-59,,
0:12.0,,,33-60,1,K. Thompson makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Shooting foul by A. Bogut (drawn by D. Howard),,33-60,,
11:47.0,D. Howard misses free throw 1 of 2,,33-60,,
11:47.0,Offensive rebound by Team,,33-60,,
11:47.0,D. Howard makes free throw 2 of 2,1,34-60,,
11:29.0,,,34-60,,H. Barnes misses 2-pt shot from 12 ft
11:29.0,Defensive rebound by T. Ariza,,34-60,,
11:16.0,P. Beverley misses 3-pt shot from 25 ft,,34-60,,
11:15.0,Offensive rebound by T. Ariza,,34-60,,
11:08.0,C. Brewer misses 3-pt shot from 23 ft,,34-60,,
11:07.0,,,34-60,,Defensive rebound by S. Curry
10:59.0,,,34-60,,Shooting foul by P. Beverley (drawn by H. Barnes)
10:59.0,,,34-60,,H. Barnes misses free throw 1 of 2
10:59.0,,,34-60,,Offensive rebound by Team
10:59.0,,,34-61,1,H. Barnes makes free throw 2 of 2
10:44.0,Offensive foul by D. Howard,,34-61,,
10:44.0,Turnover by D. Howard (offensive foul),,34-61,,
10:26.0,,,34-61,,D. Green misses 2-pt shot from 2 ft
10:26.0,,,34-61,,Offensive rebound by A. Bogut
10:26.0,,,34-63,2,A. Bogut makes 2-pt shot from 1 ft
10:20.0,T. Ariza makes 2-pt shot from 3 ft,2,36-63,,
10:20.0,Shooting foul by D. Green (drawn by T. Ariza),,36-63,,
10:20.0,K. McDaniels enters the game for P. Beverley,,36-63,,
10:20.0,T. Ariza makes free throw 1 of 1,1,37-63,,
10:05.0,,,37-63,,Turnover by K. Thompson (lost ball; steal by T. Ariza)
9:58.0,J. Harden misses 2-pt shot from 4 ft,,37-63,,
9:57.0,Offensive rebound by D. Howard,,37-63,,
9:57.0,D. Howard misses 2-pt shot from 2 ft,,37-63,,
9:55.0,,,37-63,,Defensive rebound by D. Green
9:53.0,,,37-65,2,K. Thompson makes 2-pt shot at rim (assist by S. Curry)
9:38.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,39-65,,
9:33.0,,,39-65,,Turnover by S. Curry (lost ball; steal by T. Ariza)
9:24.0,D. Howard misses 2-pt shot from 6 ft,,39-65,,
9:24.0,,,39-65,,Defensive rebound by Team
9:13.0,,,39-65,,Golden State full timeout
9:13.0,,,39-65,,S. Livingston enters the game for S. Curry
9:13.0,,,39-65,,Turnover by Team (5 sec inbounds)
8:53.0,T. Ariza misses 2-pt shot from 12 ft,,39-65,,
8:52.0,,,39-65,,Defensive rebound by S. Livingston
8:40.0,,,39-65,,K. Thompson misses 3-pt shot from 30 ft
8:40.0,Defensive rebound by T. Ariza,,39-65,,
8:34.0,J. Harden misses 2-pt shot from 3 ft (block by D. Green),,39-65,,
8:32.0,Offensive rebound by J. Harden,,39-65,,
8:31.0,,,39-65,,Personal foul by A. Bogut
8:31.0,,,39-65,,F. Ezeli enters the game for A. Bogut
8:24.0,J. Harden makes 3-pt shot from 26 ft (assist by D. Howard),3,42-65,,
8:02.0,,,42-65,,Shooting foul by C. Brewer (drawn by S. Livingston)
8:02.0,,,42-66,1,S. Livingston makes free throw 1 of 2
8:02.0,,,42-67,1,S. Livingston makes free throw 2 of 2
7:49.0,C. Brewer misses 2-pt shot from 8 ft,,42-67,,
7:48.0,,,42-67,,Defensive rebound by Team
7:32.0,,,42-67,,D. Green misses 2-pt shot from 8 ft
7:31.0,Defensive rebound by D. Howard,,42-67,,
7:26.0,D. Howard makes 2-pt shot at rim (assist by C. Brewer),2,44-67,,
7:10.0,,,44-67,,Turnover by F. Ezeli (lost ball)
7:04.0,J. Harden makes 2-pt shot from 1 ft,2,46-67,,
6:44.0,,,46-67,,Turnover by F. Ezeli (lost ball)
6:21.0,J. Harden misses 3-pt shot from 29 ft,,46-67,,
6:20.0,,,46-67,,Defensive rebound by Team
6:13.0,Personal foul by C. Brewer,,46-67,,
6:09.0,Violation by T. Ariza (kicked ball),,46-67,,
6:06.0,,,46-67,,Shooting foul by C. Brewer (drawn by K. Thompson)
6:06.0,,,46-68,1,K. Thompson makes free throw 1 of 2
6:06.0,,,46-69,1,K. Thompson makes free throw 2 of 2
5:52.0,J. Harden makes 3-pt shot from 25 ft (assist by T. Ariza),3,49-69,,
5:41.0,,,49-69,,S. Livingston misses 2-pt shot from 10 ft
5:41.0,,,49-69,,Offensive rebound by F. Ezeli
5:41.0,,,49-71,2,F. Ezeli makes 2-pt shot at rim
5:35.0,,,49-71,,Personal foul by S. Livingston
5:35.0,C. Brewer makes free throw 1 of 2,1,50-71,,
5:35.0,,,50-71,,A. Iguodala enters the game for H. Barnes
5:35.0,C. Brewer misses free throw 2 of 2,,50-71,,
5:32.0,,,50-71,,Defensive rebound by F. Ezeli
5:11.0,,,50-71,,F. Ezeli misses 2-pt shot from 11 ft
5:10.0,,,50-71,,Offensive rebound by D. Green
5:10.0,,,50-71,,Turnover by Team (shot clock)
4:59.0,J. Harden makes 2-pt shot from 2 ft,2,52-71,,
4:56.0,,,52-71,,Turnover by A. Iguodala (lost ball; steal by T. Ariza)
4:44.0,K. McDaniels misses 2-pt shot from 5 ft (block by F. Ezeli),,52-71,,
4:43.0,,,52-71,,Defensive rebound by S. Livingston
4:38.0,,,52-71,,K. Thompson misses 2-pt shot from 2 ft (block by K. McDaniels)
4:37.0,,,52-71,,Offensive rebound by K. Thompson
4:34.0,,,52-71,,Offensive foul by K. Thompson
4:34.0,,,52-71,,Turnover by K. Thompson (offensive foul)
4:23.0,J. Harden misses 2-pt shot from 17 ft,,52-71,,
4:22.0,,,52-71,,Defensive rebound by S. Livingston
4:15.0,,,52-71,,S. Livingston misses 2-pt shot from 10 ft
4:15.0,Defensive rebound by D. Howard,,52-71,,
4:09.0,K. McDaniels misses 2-pt shot from 2 ft,,52-71,,
4:07.0,Offensive rebound by T. Ariza,,52-71,,
4:07.0,T. Ariza misses 2-pt shot from 2 ft,,52-71,,
4:06.0,Offensive rebound by C. Brewer,,52-71,,
3:58.0,J. Harden makes 3-pt shot from 25 ft,3,55-71,,
3:58.0,,,55-71,,Golden State full timeout
3:58.0,,,55-71,,L. Barbosa enters the game for K. Thompson
3:58.0,,,55-71,,M. Speights enters the game for F. Ezeli
3:58.0,C. Capela enters the game for D. Howard,,55-71,,
3:40.0,,,55-71,,Turnover by S. Livingston (lost ball; steal by C. Capela)
3:37.0,Turnover by C. Capela (traveling),,55-71,,
3:14.0,,,55-73,2,L. Barbosa makes 2-pt shot from 9 ft (assist by S. Livingston)
2:56.0,Turnover by T. Ariza (lost ball; steal by D. Green),,55-73,,
2:49.0,,,55-73,,A. Iguodala misses 2-pt shot from 2 ft
2:45.0,Defensive rebound by C. Capela,,55-73,,
2:38.0,T. Ariza makes 3-pt shot from 25 ft (assist by C. Brewer),3,58-73,,
2:28.0,,,58-73,,Shooting foul by C. Capela (drawn by M. Speights)
2:28.0,,,58-74,1,M. Speights makes free throw 1 of 2
2:28.0,,,58-75,1,M. Speights makes free throw 2 of 2
2:05.0,C. Brewer misses 3-pt shot from 24 ft,,58-75,,
2:04.0,,,58-75,,Defensive rebound by D. Green
2:00.0,,,58-75,,L. Barbosa misses 2-pt shot from 2 ft (block by C. Brewer)
1:58.0,Defensive rebound by C. Capela,,58-75,,
1:50.0,K. McDaniels misses 2-pt shot from 4 ft (block by D. Green),,58-75,,
1:50.0,,,58-75,,Defensive rebound by Team
1:50.0,J. Terry enters the game for C. Brewer,,58-75,,
1:33.0,,,58-77,2,S. Livingston makes 2-pt shot from 10 ft (assist by A. Iguodala)
1:22.0,T. Ariza misses 3-pt shot from 25 ft,,58-77,,
1:22.0,,,58-77,,Defensive rebound by M. Speights
1:17.0,,,58-79,2,D. Green makes 2-pt shot from 3 ft (assist by S. Livingston)
1:07.0,Turnover by J. Harden (lost ball; steal by D. Green),,58-79,,
1:00.0,,,58-81,2,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Green)
0:46.0,J. Terry misses 2-pt shot from 5 ft,,58-81,,
0:46.0,,,58-81,,Defensive rebound by M. Speights
0:46.0,,,58-81,,Turnover by M. Speights (lost ball)
0:40.0,J. Harden misses 2-pt shot from 17 ft,,58-81,,
0:39.0,,,58-81,,Defensive rebound by D. Green
0:32.0,,,58-81,,D. Green misses 3-pt shot from 27 ft
0:31.0,Defensive rebound by K. McDaniels,,58-81,,
0:20.0,K. McDaniels misses 2-pt shot from 5 ft,,58-81,,
0:18.0,,,58-81,,Defensive rebound by D. Green
0:06.0,Personal foul by K. McDaniels,,58-81,,
0:06.0,,,58-82,1,S. Livingston makes free throw 1 of 2
0:06.0,,,58-82,,H. Barnes enters the game for D. Green
0:06.0,,,58-82,,A. Varejao enters the game for M. Speights
0:06.0,,,58-82,,S. Livingston misses free throw 2 of 2
0:05.0,Defensive rebound by J. Harden,,58-82,,
0:01.0,J. Terry makes 2-pt shot from 21 ft (assist by J. Harden),2,60-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,60-84,2,H. Barnes makes 2-pt shot from 8 ft (assist by A. Iguodala)
11:29.0,D. Motiejunas misses 2-pt shot from 9 ft,,60-84,,
11:26.0,Offensive rebound by C. Capela,,60-84,,
11:26.0,C. Capela misses 2-pt shot from 2 ft,,60-84,,
11:24.0,,,60-84,,Defensive rebound by H. Barnes
11:06.0,,,60-84,,A. Iguodala misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by C. Capela,,60-84,,
10:56.0,Shooting foul by A. Iguodala (drawn by D. Motiejunas),,60-84,,
10:56.0,D. Motiejunas misses free throw 1 of 2,,60-84,,
10:56.0,Offensive rebound by Team,,60-84,,
10:56.0,D. Motiejunas makes free throw 2 of 2,1,61-84,,
10:35.0,,,61-84,,Turnover by A. Iguodala (lost ball; steal by P. Beverley)
10:28.0,Shooting foul by I. Clark (drawn by C. Capela),,61-84,,
10:28.0,C. Capela makes 2-pt shot from 4 ft (assist by P. Beverley),2,63-84,,
10:28.0,C. Capela makes free throw 1 of 1,1,64-84,,
10:14.0,,,64-84,,A. Iguodala misses 2-pt shot from 19 ft
10:13.0,Defensive rebound by K. McDaniels,,64-84,,
10:06.0,K. McDaniels makes 2-pt shot from 6 ft,2,66-84,,
9:59.0,,,66-84,,Golden State full timeout
9:59.0,,,66-84,,K. Thompson enters the game for A. Varejao
9:59.0,,,66-84,,M. Speights enters the game for I. Clark
9:45.0,,,66-84,,H. Barnes misses 2-pt shot from 19 ft
9:44.0,Defensive rebound by D. Motiejunas,,66-84,,
9:23.0,Turnover by D. Motiejunas (lost ball),,66-84,,
9:03.0,,,66-86,2,M. Speights makes 2-pt shot from 14 ft (assist by K. Thompson)
8:39.0,J. Terry misses 2-pt shot from 20 ft,,66-86,,
8:38.0,,,66-86,,Defensive rebound by A. Iguodala
8:30.0,,,66-86,,M. Speights misses 2-pt shot from 5 ft
8:30.0,,,66-86,,Offensive rebound by M. Speights
8:30.0,,,66-88,2,M. Speights makes 2-pt shot from 5 ft
8:30.0,Houston full timeout,,66-88,,
8:30.0,D. Howard enters the game for P. Beverley,,66-88,,
8:30.0,J. Harden enters the game for C. Capela,,66-88,,
8:30.0,T. Ariza enters the game for K. McDaniels,,66-88,,
8:30.0,,,66-88,,D. Green enters the game for L. Barbosa
8:12.0,D. Motiejunas makes 2-pt shot from 10 ft,2,68-88,,
7:55.0,,,68-90,2,M. Speights makes 2-pt shot from 19 ft (assist by A. Iguodala)
7:36.0,,,68-90,,Personal foul by A. Iguodala
7:27.0,Shooting foul by M. Speights (drawn by D. Howard),,68-90,,
7:27.0,D. Howard misses free throw 1 of 2,,68-90,,
7:27.0,Offensive rebound by Team,,68-90,,
7:27.0,D. Howard misses free throw 2 of 2,,68-90,,
7:26.0,,,68-90,,Defensive rebound by D. Green
