time,Charlotte,pts.away,score,pts.home,Miami
6:53.0,,,12-12,1,C. Bosh makes free throw 2 of 2
6:40.0,A. Jefferson makes 2-pt shot from 1 ft (assist by K. Walker),2,14-12,,
6:20.0,,,14-12,,C. Bosh misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by A. Jefferson,,14-12,,
5:57.0,K. Walker misses 2-pt shot from 16 ft,,14-12,,
5:56.0,,,14-12,,Defensive rebound by U. Haslem
5:51.0,,,14-12,,Offensive charge foul by D. Wade
5:51.0,,,14-12,,Turnover by D. Wade (offensive foul)
5:51.0,,,14-12,,J. Winslow enters the game for C. Bosh
5:51.0,C. Zeller enters the game for M. Williams,,14-12,,
5:40.0,Shooting foul by U. Haslem (drawn by A. Jefferson),,14-12,,
5:40.0,A. Jefferson makes free throw 1 of 2,1,15-12,,
5:40.0,A. Jefferson misses free throw 2 of 2,,15-12,,
5:39.0,,,15-12,,Defensive rebound by U. Haslem
5:27.0,,,15-14,2,D. Wade makes 2-pt shot from 17 ft
5:15.0,K. Walker misses 3-pt shot from 24 ft,,15-14,,
5:14.0,,,15-14,,Defensive rebound by Team
5:14.0,,,15-14,,M. Chalmers enters the game for G. Dragic
5:06.0,,,15-14,,Turnover by U. Haslem (offensive foul)
5:06.0,,,15-14,,Offensive foul by U. Haslem
5:06.0,,,15-14,,G. Green enters the game for D. Wade
5:06.0,J. Lin enters the game for N. Batum,,15-14,,
4:49.0,A. Jefferson makes 2-pt shot from 11 ft,2,17-14,,
4:33.0,,,17-14,,M. Chalmers misses 2-pt shot from 2 ft (block by K. Walker)
4:32.0,,,17-14,,Offensive rebound by Team
4:29.0,,,17-14,,L. Deng misses 2-pt shot from 17 ft
4:28.0,Defensive rebound by J. Lin,,17-14,,
4:23.0,,,17-14,,Personal foul by L. Deng (drawn by J. Lin)
4:23.0,S. Hawes enters the game for A. Jefferson,,17-14,,
4:23.0,,,17-14,,J. McRoberts enters the game for L. Deng
4:14.0,K. Walker misses 2-pt shot from 16 ft,,17-14,,
4:13.0,,,17-14,,Defensive rebound by J. Winslow
3:55.0,,,17-14,,G. Green misses 3-pt shot from 24 ft
3:54.0,Defensive rebound by C. Zeller,,17-14,,
3:34.0,P. Hairston misses 3-pt shot from 23 ft,,17-14,,
3:33.0,,,17-14,,Defensive rebound by J. McRoberts
3:21.0,,,17-16,2,U. Haslem makes 2-pt shot from 8 ft (assist by J. McRoberts)
3:05.0,Turnover by C. Zeller (offensive foul),,17-16,,
3:05.0,Offensive foul by C. Zeller,,17-16,,
3:05.0,B. Roberts enters the game for P. Hairston,,17-16,,
3:05.0,M. Williams enters the game for K. Walker,,17-16,,
2:45.0,,,17-19,3,M. Chalmers makes 3-pt shot from 23 ft (assist by J. Winslow)
2:29.0,S. Hawes misses 2-pt shot from 17 ft,,17-19,,
2:28.0,,,17-19,,Defensive rebound by J. Winslow
2:13.0,,,17-19,,G. Green misses 2-pt shot from 19 ft
2:12.0,Defensive rebound by B. Roberts,,17-19,,
2:07.0,J. Lin makes 2-pt shot from 2 ft (assist by M. Williams),2,19-19,,
1:59.0,Personal foul by J. Lin (drawn by M. Chalmers),,19-19,,
1:47.0,,,19-19,,M. Chalmers misses 3-pt shot from 23 ft
1:46.0,Defensive rebound by S. Hawes,,19-19,,
1:29.0,B. Roberts makes 2-pt shot from 15 ft,2,21-19,,
1:29.0,Shooting foul by M. Chalmers (drawn by B. Roberts),,21-19,,
1:29.0,,,21-19,,C. Bosh enters the game for U. Haslem
1:29.0,B. Roberts makes free throw 1 of 1,1,22-19,,
1:16.0,,,22-19,,Turnover by J. Winslow (bad pass; steal by C. Zeller)
1:01.0,J. Lin makes 3-pt shot from 24 ft,3,25-19,,
0:55.0,Personal foul by B. Roberts (drawn by M. Chalmers),,25-19,,
0:55.0,,,25-20,1,M. Chalmers makes free throw 1 of 2
0:55.0,,,25-21,1,M. Chalmers makes free throw 2 of 2
0:32.0,J. Lin misses 2-pt shot from 19 ft,,25-21,,
0:31.0,Offensive rebound by Team,,25-21,,
0:31.0,Turnover by Team (shot clock),,25-21,,
0:11.0,Personal foul by S. Hawes (drawn by C. Bosh),,25-21,,
0:11.0,,,25-22,1,C. Bosh makes free throw 1 of 2
0:11.0,,,25-23,1,C. Bosh makes free throw 2 of 2
0:00.0,S. Hawes makes 2-pt shot at rim (assist by J. Lin),2,27-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,J. Lin makes 2-pt shot from 8 ft,2,29-23,,
11:19.0,,,29-23,,G. Green misses 2-pt shot from 17 ft
11:18.0,Defensive rebound by C. Zeller,,29-23,,
11:05.0,B. Roberts misses 2-pt shot from 10 ft,,29-23,,
11:04.0,,,29-23,,Defensive rebound by J. McRoberts
10:50.0,,,29-25,2,C. Bosh makes 2-pt shot from 15 ft
10:35.0,S. Hawes misses 3-pt shot from 24 ft,,29-25,,
10:34.0,,,29-25,,Defensive rebound by J. Winslow
10:21.0,,,29-25,,C. Bosh misses 2-pt shot from 12 ft
10:20.0,,,29-25,,Offensive rebound by Team
10:20.0,Violation by S. Hawes (kicked ball),,29-25,,
10:13.0,,,29-25,,Shooting foul by S. Hawes (drawn by C. Bosh)
10:13.0,,,29-25,,C. Bosh misses free throw 1 of 2
10:13.0,,,29-25,,Offensive rebound by Team
10:13.0,F. Kaminsky enters the game for C. Zeller,,29-25,,
10:13.0,,,29-26,1,C. Bosh makes free throw 2 of 2
10:02.0,Turnover by J. Lin (bad pass; steal by C. Bosh),,29-26,,
10:00.0,Personal foul by J. Lin (drawn by G. Dragic),,29-26,,
9:47.0,,,29-26,,G. Dragic misses 2-pt shot from 16 ft
9:46.0,Defensive rebound by M. Williams,,29-26,,
9:39.0,,,29-26,,Personal foul by J. Winslow (drawn by J. Lin)
9:39.0,,,29-26,,L. Deng enters the game for J. McRoberts
9:39.0,,,29-26,,D. Wade enters the game for J. Winslow
9:31.0,M. Williams misses 3-pt shot from 24 ft,,29-26,,
9:30.0,,,29-26,,Defensive rebound by C. Bosh
9:23.0,,,29-26,,G. Green misses 3-pt shot from 24 ft
9:22.0,Defensive rebound by S. Hawes,,29-26,,
9:00.0,F. Kaminsky misses 3-pt shot from 24 ft,,29-26,,
8:59.0,,,29-26,,Defensive rebound by C. Bosh
8:48.0,,,29-28,2,G. Dragic makes 2-pt shot from 3 ft
8:40.0,Charlotte full timeout,,29-28,,
8:40.0,N. Batum enters the game for J. Lin,,29-28,,
8:40.0,,,29-28,,U. Haslem enters the game for C. Bosh
8:26.0,B. Roberts misses 2-pt shot from 18 ft,,29-28,,
8:25.0,Offensive rebound by M. Williams,,29-28,,
8:23.0,M. Williams makes 2-pt shot from 2 ft,2,31-28,,
8:06.0,,,31-28,,L. Deng misses 2-pt shot from 2 ft
8:04.0,Defensive rebound by F. Kaminsky,,31-28,,
7:57.0,S. Hawes makes 2-pt shot from 7 ft (assist by B. Roberts),2,33-28,,
7:44.0,,,33-28,,D. Wade misses 2-pt shot from 6 ft
7:42.0,Defensive rebound by M. Williams,,33-28,,
7:34.0,S. Hawes makes 2-pt shot from 2 ft (assist by N. Batum),2,35-28,,
7:34.0,,,35-28,,Miami full timeout
7:34.0,K. Walker enters the game for B. Roberts,,35-28,,
7:34.0,,,35-28,,J. Winslow enters the game for G. Green
7:25.0,Violation by S. Hawes (kicked ball),,35-28,,
7:12.0,,,35-30,2,U. Haslem makes 2-pt shot at rim (assist by D. Wade)
6:53.0,F. Kaminsky misses 2-pt shot from 7 ft,,35-30,,
6:52.0,,,35-30,,Defensive rebound by U. Haslem
6:46.0,,,35-32,2,L. Deng makes 2-pt shot from 2 ft (assist by G. Dragic)
6:31.0,Turnover by N. Batum (bad pass; steal by L. Deng),,35-32,,
6:20.0,,,35-32,,U. Haslem misses 3-pt shot from 24 ft
6:19.0,Defensive rebound by N. Batum,,35-32,,
6:05.0,Turnover by N. Batum (bad pass; steal by U. Haslem),,35-32,,
5:59.0,,,35-34,2,G. Dragic makes 2-pt shot from 2 ft (assist by U. Haslem)
5:53.0,Charlotte full timeout,,35-34,,
5:53.0,A. Jefferson enters the game for M. Williams,,35-34,,
5:43.0,K. Walker misses 2-pt shot from 2 ft,,35-34,,
5:42.0,,,35-34,,Defensive rebound by J. Winslow
5:32.0,,,35-34,,D. Wade misses 2-pt shot from 2 ft
5:31.0,,,35-34,,Offensive rebound by D. Wade
5:30.0,,,35-36,2,D. Wade makes 2-pt shot from 1 ft
5:20.0,A. Jefferson makes 2-pt shot from 7 ft (assist by N. Batum),2,37-36,,
4:57.0,,,37-36,,D. Wade misses 2-pt shot from 14 ft
4:56.0,Defensive rebound by A. Jefferson,,37-36,,
4:45.0,N. Batum misses 3-pt shot from 24 ft,,37-36,,
4:44.0,,,37-36,,Defensive rebound by U. Haslem
4:27.0,,,37-38,2,U. Haslem makes 2-pt shot from 1 ft (assist by G. Dragic)
4:07.0,,,37-38,,Personal foul by J. Winslow (drawn by N. Batum)
4:07.0,,,37-38,,C. Bosh enters the game for L. Deng
4:07.0,,,37-38,,G. Green enters the game for D. Wade
4:07.0,,,37-38,,M. Chalmers enters the game for G. Dragic
4:07.0,,,37-38,,H. Whiteside enters the game for U. Haslem
4:06.0,J. Lin enters the game for S. Hawes,,37-38,,
4:06.0,C. Zeller enters the game for F. Kaminsky,,37-38,,
3:57.0,N. Batum misses 2-pt shot from 2 ft,,37-38,,
3:56.0,,,37-38,,Defensive rebound by H. Whiteside
3:50.0,,,37-41,3,J. Winslow makes 3-pt shot from 23 ft (assist by M. Chalmers)
3:36.0,Turnover by J. Lin (bad pass; steal by M. Chalmers),,37-41,,
3:24.0,,,37-43,2,J. Winslow makes 2-pt shot at rim (assist by M. Chalmers)
3:03.0,Turnover by A. Jefferson (lost ball; steal by M. Chalmers),,37-43,,
2:58.0,,,37-43,,Turnover by M. Chalmers (bad pass; steal by K. Walker)
2:52.0,K. Walker makes 2-pt shot at rim,2,39-43,,
2:36.0,,,39-45,2,G. Green makes 2-pt shot at rim
2:23.0,K. Walker misses 2-pt shot from 18 ft,,39-45,,
2:22.0,Offensive rebound by A. Jefferson,,39-45,,
2:17.0,Official timeout,,39-45,,
2:17.0,P. Hairston enters the game for J. Lin,,39-45,,
2:13.0,N. Batum misses 2-pt shot from 16 ft,,39-45,,
2:12.0,Offensive rebound by A. Jefferson,,39-45,,
2:07.0,K. Walker misses 3-pt shot from 24 ft,,39-45,,
2:06.0,,,39-45,,Defensive rebound by M. Chalmers
1:43.0,,,39-48,3,C. Bosh makes 3-pt shot from 24 ft (assist by M. Chalmers)
1:28.0,A. Jefferson makes 2-pt shot from 11 ft (assist by K. Walker),2,41-48,,
1:12.0,,,41-51,3,G. Green makes 3-pt shot from 23 ft (assist by C. Bosh)
0:47.0,A. Jefferson misses 2-pt shot from 13 ft,,41-51,,
0:46.0,,,41-51,,Defensive rebound by C. Bosh
0:41.0,,,41-54,3,G. Green makes 3-pt shot from 24 ft
0:26.0,P. Hairston misses 3-pt shot from 24 ft,,41-54,,
0:25.0,Offensive rebound by N. Batum,,41-54,,
0:20.0,N. Batum misses 3-pt shot from 23 ft,,41-54,,
0:19.0,Offensive rebound by C. Zeller,,41-54,,
0:02.0,K. Walker makes 3-pt shot from 25 ft,3,44-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,N. Batum misses 2-pt shot from 13 ft,,44-54,,
11:36.0,,,44-54,,Defensive rebound by H. Whiteside
11:11.0,,,44-54,,D. Wade misses 2-pt shot from 18 ft
11:10.0,Defensive rebound by M. Williams,,44-54,,
10:59.0,A. Jefferson misses 2-pt shot from 10 ft (block by H. Whiteside),,44-54,,
10:58.0,Offensive rebound by Team,,44-54,,
10:54.0,M. Williams makes 2-pt shot from 19 ft (assist by A. Jefferson),2,46-54,,
10:34.0,,,46-56,2,D. Wade makes 2-pt shot from 1 ft
10:16.0,P. Hairston misses 3-pt shot from 24 ft,,46-56,,
10:15.0,,,46-56,,Defensive rebound by G. Dragic
10:02.0,,,46-56,,D. Wade misses 2-pt shot from 8 ft
10:01.0,Defensive rebound by A. Jefferson,,46-56,,
9:52.0,M. Williams misses 3-pt shot from 24 ft,,46-56,,
9:51.0,,,46-56,,Defensive rebound by Team
9:38.0,,,46-56,,Turnover by C. Bosh (bad pass; steal by K. Walker)
9:35.0,K. Walker misses 2-pt shot from 2 ft (block by G. Dragic),,46-56,,
9:34.0,,,46-56,,Defensive rebound by C. Bosh
9:27.0,,,46-56,,Turnover by G. Dragic (traveling)
9:12.0,M. Williams misses 2-pt shot from 4 ft,,46-56,,
9:11.0,Offensive rebound by M. Williams,,46-56,,
9:10.0,M. Williams makes 2-pt shot from 1 ft,2,48-56,,
8:53.0,,,48-58,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
8:37.0,Shooting foul by H. Whiteside (drawn by M. Williams),,48-58,,
8:37.0,M. Williams makes free throw 1 of 2,1,49-58,,
8:37.0,M. Williams makes free throw 2 of 2,1,50-58,,
8:26.0,Shooting block foul by K. Walker (drawn by D. Wade),,50-58,,
8:26.0,,,50-59,1,D. Wade makes free throw 1 of 2
8:26.0,,,50-60,1,D. Wade makes free throw 2 of 2
8:12.0,P. Hairston makes 3-pt shot from 24 ft (assist by M. Williams),3,53-60,,
7:46.0,,,53-60,,G. Dragic misses 2-pt shot from 12 ft
7:45.0,Defensive rebound by N. Batum,,53-60,,
7:41.0,Offensive foul by N. Batum,,53-60,,
7:41.0,Turnover by N. Batum (offensive foul),,53-60,,
7:19.0,,,53-60,,H. Whiteside misses 2-pt shot from 6 ft
7:18.0,,,53-60,,Offensive rebound by L. Deng
7:17.0,,,53-62,2,L. Deng makes 2-pt shot at rim
7:04.0,Shooting foul by G. Dragic (drawn by K. Walker),,53-62,,
7:04.0,K. Walker makes free throw 1 of 2,1,54-62,,
7:04.0,,,54-62,,J. Winslow enters the game for C. Bosh
7:04.0,K. Walker misses free throw 2 of 2,,54-62,,
7:03.0,,,54-62,,Defensive rebound by H. Whiteside
6:51.0,,,54-62,,Offensive foul by L. Deng
6:51.0,,,54-62,,Turnover by L. Deng (offensive foul)
6:38.0,K. Walker misses 2-pt shot from 12 ft (block by G. Dragic),,54-62,,
6:37.0,Offensive rebound by K. Walker,,54-62,,
6:30.0,A. Jefferson misses 2-pt shot from 10 ft (block by H. Whiteside),,54-62,,
6:29.0,,,54-62,,Defensive rebound by J. Winslow
6:20.0,,,54-65,3,L. Deng makes 3-pt shot from 24 ft (assist by J. Winslow)
6:15.0,Charlotte full timeout,,54-65,,
6:15.0,C. Zeller enters the game for M. Williams,,54-65,,
6:05.0,N. Batum misses 2-pt shot from 21 ft,,54-65,,
6:04.0,Offensive rebound by C. Zeller,,54-65,,
5:58.0,P. Hairston misses 2-pt shot at rim,,54-65,,
5:57.0,,,54-65,,Defensive rebound by H. Whiteside
5:42.0,,,54-67,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
5:21.0,C. Zeller misses 2-pt shot from 20 ft,,54-67,,
5:20.0,,,54-67,,Defensive rebound by H. Whiteside
5:06.0,,,54-67,,D. Wade misses 2-pt shot from 10 ft
5:05.0,Defensive rebound by C. Zeller,,54-67,,
4:46.0,J. Lin enters the game for P. Hairston,,54-67,,
4:46.0,,,54-67,,M. Chalmers enters the game for D. Wade
4:46.0,,,54-67,,G. Green enters the game for G. Dragic
4:46.0,M. Williams enters the game for N. Batum,,54-67,,
4:40.0,K. Walker misses 2-pt shot from 1 ft,,54-67,,
4:39.0,,,54-67,,Defensive rebound by H. Whiteside
4:29.0,,,54-67,,L. Deng misses 2-pt shot from 19 ft
4:28.0,Defensive rebound by C. Zeller,,54-67,,
4:12.0,A. Jefferson misses 2-pt shot from 7 ft,,54-67,,
4:11.0,,,54-67,,Defensive rebound by J. Winslow
4:02.0,,,54-67,,G. Green misses 2-pt shot from 16 ft
4:01.0,Defensive rebound by C. Zeller,,54-67,,
3:44.0,K. Walker makes 2-pt shot from 1 ft,2,56-67,,
3:44.0,Shooting foul by H. Whiteside (drawn by K. Walker),,56-67,,
3:44.0,,,56-67,,J. McRoberts enters the game for L. Deng
3:44.0,S. Hawes enters the game for A. Jefferson,,56-67,,
3:44.0,,,56-67,,C. Bosh enters the game for H. Whiteside
3:44.0,K. Walker makes free throw 1 of 1,1,57-67,,
3:27.0,,,57-67,,Turnover by M. Chalmers (bad pass)
3:05.0,J. Lin misses 2-pt shot from 18 ft,,57-67,,
3:04.0,,,57-67,,Defensive rebound by J. McRoberts
2:48.0,,,57-67,,Shooting foul by K. Walker (drawn by M. Chalmers)
2:48.0,,,57-67,,Miami full timeout
2:48.0,B. Roberts enters the game for K. Walker,,57-67,,
2:48.0,,,57-68,1,M. Chalmers makes free throw 1 of 3
2:48.0,,,57-69,1,M. Chalmers makes free throw 2 of 3
2:48.0,,,57-70,1,M. Chalmers makes free throw 3 of 3
2:31.0,Turnover by M. Williams (lost ball),,57-70,,
2:11.0,,,57-70,,C. Bosh misses 2-pt shot from 2 ft
2:10.0,Defensive rebound by C. Zeller,,57-70,,
1:50.0,B. Roberts misses 2-pt shot from 10 ft,,57-70,,
1:48.0,Offensive rebound by C. Zeller,,57-70,,
1:45.0,M. Williams misses 3-pt shot from 24 ft,,57-70,,
1:44.0,,,57-70,,Defensive rebound by C. Bosh
1:40.0,,,57-73,3,G. Green makes 3-pt shot from 25 ft (assist by J. McRoberts)
1:24.0,J. Lin misses 2-pt shot from 16 ft,,57-73,,
1:23.0,,,57-73,,Defensive rebound by M. Chalmers
1:17.0,,,57-73,,Turnover by J. Winslow (traveling)
1:01.0,Shooting foul by G. Green (drawn by C. Zeller),,57-73,,
1:01.0,C. Zeller makes free throw 1 of 2,1,58-73,,
1:01.0,C. Zeller misses free throw 2 of 2,,58-73,,
1:00.0,,,58-73,,Defensive rebound by J. Winslow
0:45.0,,,58-73,,G. Green misses 3-pt shot from 23 ft
0:44.0,Defensive rebound by S. Hawes,,58-73,,
0:43.0,,,58-73,,Personal foul by G. Green (drawn by J. Lin)
0:43.0,J. Lin makes free throw 1 of 2,1,59-73,,
0:43.0,J. Lin makes free throw 2 of 2,1,60-73,,
0:31.0,,,60-73,,C. Bosh misses 2-pt shot from 20 ft
0:30.0,Defensive rebound by M. Williams,,60-73,,
0:07.0,B. Roberts misses 2-pt shot from 9 ft,,60-73,,
0:06.0,,,60-73,,Defensive rebound by G. Green
0:01.0,,,60-73,,C. Bosh misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by M. Williams,,60-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,60-76,3,G. Green makes 3-pt shot from 24 ft (assist by M. Chalmers)
11:20.0,J. Lin misses 3-pt shot from 27 ft,,60-76,,
11:19.0,,,60-76,,Defensive rebound by M. Chalmers
11:02.0,,,60-78,2,C. Bosh makes 2-pt shot from 2 ft
10:48.0,,,60-78,,Personal foul by M. Chalmers (drawn by B. Roberts)
10:41.0,Shooting foul by J. Winslow (drawn by S. Hawes),,60-78,,
10:41.0,S. Hawes misses free throw 1 of 2,,60-78,,
10:41.0,Offensive rebound by Team,,60-78,,
10:41.0,S. Hawes makes free throw 2 of 2,1,61-78,,
10:26.0,,,61-81,3,C. Bosh makes 3-pt shot from 24 ft (assist by G. Green)
10:09.0,B. Roberts makes 2-pt shot from 21 ft,2,63-81,,
9:49.0,,,63-81,,Shooting foul by J. Lin (drawn by C. Bosh)
9:49.0,,,63-82,1,C. Bosh makes free throw 1 of 2
9:49.0,,,63-83,1,C. Bosh makes free throw 2 of 2
9:42.0,,,63-83,,Personal foul by J. Winslow (drawn by B. Roberts)
9:42.0,N. Batum enters the game for S. Hawes,,63-83,,
9:27.0,Shooting foul by J. McRoberts (drawn by J. Lin),,63-83,,
9:27.0,J. Lin makes free throw 1 of 2,1,64-83,,
9:27.0,J. Lin makes free throw 2 of 2,1,65-83,,
9:20.0,,,65-83,,Offensive foul by G. Green
9:20.0,,,65-83,,Turnover by G. Green (offensive foul)
9:20.0,,,65-83,,D. Wade enters the game for J. Winslow
9:01.0,N. Batum makes 3-pt shot from 23 ft (assist by J. Lin),3,68-83,,
9:00.0,,,68-83,,Miami full timeout
9:00.0,K. Walker enters the game for B. Roberts,,68-83,,
9:00.0,,,68-83,,G. Dragic enters the game for C. Bosh
9:00.0,,,68-83,,L. Deng enters the game for M. Chalmers
9:00.0,,,68-83,,H. Whiteside enters the game for J. McRoberts
8:41.0,,,68-85,2,G. Green makes 2-pt shot from 14 ft (assist by G. Dragic)
8:25.0,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker),3,71-85,,
7:57.0,,,71-85,,G. Dragic misses 2-pt shot from 9 ft
7:56.0,Defensive rebound by C. Zeller,,71-85,,
7:49.0,J. Lin makes 3-pt shot from 25 ft (assist by K. Walker),3,74-85,,
7:21.0,,,74-87,2,D. Wade makes 2-pt shot from 5 ft (assist by G. Dragic)
7:01.0,C. Zeller makes 2-pt shot at rim (assist by N. Batum),2,76-87,,
6:34.0,,,76-87,,G. Green misses 2-pt shot from 1 ft
6:33.0,Defensive rebound by K. Walker,,76-87,,
6:16.0,J. Lin misses 2-pt shot from 10 ft,,76-87,,
6:14.0,,,76-87,,Defensive rebound by D. Wade
6:06.0,,,76-90,3,L. Deng makes 3-pt shot from 23 ft (assist by D. Wade)
5:34.0,,,76-90,,Personal foul by D. Wade (drawn by K. Walker)
5:34.0,Official timeout,,76-90,,
5:34.0,,,76-90,,C. Bosh enters the game for H. Whiteside
5:34.0,K. Walker makes free throw 1 of 2,1,77-90,,
5:34.0,K. Walker makes free throw 2 of 2,1,78-90,,
5:19.0,,,78-92,2,D. Wade makes 2-pt shot from 1 ft
5:03.0,N. Batum misses 3-pt shot from 23 ft,,78-92,,
5:02.0,Offensive rebound by C. Zeller,,78-92,,
5:01.0,C. Zeller makes 2-pt shot from 1 ft,2,80-92,,
4:43.0,,,80-92,,D. Wade misses 2-pt shot from 10 ft
4:42.0,Defensive rebound by M. Williams,,80-92,,
4:34.0,,,80-92,,Personal foul by G. Dragic (drawn by K. Walker)
4:34.0,K. Walker makes free throw 1 of 2,1,81-92,,
4:34.0,K. Walker makes free throw 2 of 2,1,82-92,,
4:14.0,,,82-92,,Turnover by G. Green (traveling)
4:03.0,,,82-92,,Personal foul by G. Dragic (drawn by N. Batum)
4:03.0,N. Batum misses free throw 1 of 2,,82-92,,
4:03.0,Offensive rebound by Team,,82-92,,
4:03.0,N. Batum makes free throw 2 of 2,1,83-92,,
3:47.0,,,83-92,,C. Bosh misses 2-pt shot from 1 ft
3:46.0,Defensive rebound by M. Williams,,83-92,,
3:38.0,K. Walker misses 3-pt shot from 24 ft,,83-92,,
3:37.0,,,83-92,,Defensive rebound by D. Wade
3:31.0,,,83-95,3,G. Green makes 3-pt shot from 24 ft (assist by D. Wade)
3:14.0,K. Walker makes 2-pt shot from 18 ft,2,85-95,,
2:52.0,,,85-95,,C. Bosh misses 3-pt shot from 24 ft
2:51.0,Defensive rebound by K. Walker,,85-95,,
2:36.0,C. Zeller misses 2-pt shot from 19 ft,,85-95,,
2:35.0,,,85-95,,Defensive rebound by C. Bosh
2:18.0,,,85-97,2,D. Wade makes 2-pt shot from 19 ft
2:15.0,Charlotte full timeout,,85-97,,
1:57.0,,,85-97,,Personal foul by G. Green (drawn by J. Lin)
1:57.0,J. Lin misses free throw 1 of 2,,85-97,,
1:57.0,Offensive rebound by Team,,85-97,,
1:57.0,J. Lin makes free throw 2 of 2,1,86-97,,
1:37.0,,,86-97,,G. Green misses 2-pt shot from 19 ft
1:36.0,Defensive rebound by K. Walker,,86-97,,
1:36.0,,,86-97,,Personal foul by C. Bosh (drawn by K. Walker)
1:36.0,K. Walker makes free throw 1 of 2,1,87-97,,
1:36.0,K. Walker makes free throw 2 of 2,1,88-97,,
1:29.0,Personal foul by N. Batum (drawn by D. Wade),,88-97,,
1:13.0,,,88-97,,D. Wade misses 2-pt shot from 1 ft
1:12.0,Defensive rebound by C. Zeller,,88-97,,
1:05.0,K. Walker makes 2-pt shot at rim,2,90-97,,
0:58.0,,,90-97,,C. Bosh misses 2-pt shot from 1 ft
0:58.0,Defensive rebound by Team,,90-97,,
0:58.0,,,90-97,,Loose ball foul by G. Dragic (drawn by C. Zeller)
0:58.0,C. Zeller makes free throw 1 of 2,1,91-97,,
0:58.0,C. Zeller makes free throw 2 of 2,1,92-97,,
0:58.0,,,92-97,,Miami full timeout
0:39.0,,,92-100,3,L. Deng makes 3-pt shot from 24 ft (assist by G. Dragic)
