time,Houston,pts.away,score,pts.home,Golden State
8:08.0,Loose ball foul by D. Howard (drawn by A. Bogut),,96-105,,
8:08.0,C. Capela enters the game for D. Howard,,96-105,,
7:58.0,,,96-107,2,H. Barnes makes 2-pt shot from 1 ft
7:58.0,,,96-107,,Shooting foul by T. Ariza (drawn by H. Barnes)
7:58.0,,,96-108,1,H. Barnes makes free throw 1 of 1
7:46.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,98-108,,
7:21.0,,,98-110,2,H. Barnes makes 2-pt shot from 9 ft (assist by K. Thompson)
7:04.0,Turnover by P. Beverley (step out of bounds),,98-110,,
7:04.0,,,98-110,,D. Green enters the game for A. Bogut
6:49.0,,,98-110,,K. Thompson misses 3-pt shot from 24 ft
6:46.0,,,98-110,,Offensive rebound by H. Barnes
6:45.0,,,98-110,,Turnover by H. Barnes (bad pass; steal by T. Ariza)
6:40.0,Shooting foul by S. Livingston (drawn by J. Harden),,98-110,,
6:40.0,J. Harden misses free throw 1 of 2,,98-110,,
6:40.0,Offensive rebound by Team,,98-110,,
6:40.0,D. Howard enters the game for C. Capela,,98-110,,
6:40.0,M. Thornton enters the game for C. Brewer,,98-110,,
6:40.0,,,98-110,,S. Curry enters the game for A. Iguodala
6:40.0,J. Harden makes free throw 2 of 2,1,99-110,,
6:23.0,,,99-110,,S. Curry misses 3-pt shot from 26 ft
6:23.0,Defensive rebound by D. Howard,,99-110,,
6:13.0,M. Thornton misses 3-pt shot from 26 ft,,99-110,,
6:10.0,Offensive rebound by T. Ariza,,99-110,,
6:07.0,Turnover by M. Thornton (lost ball; steal by S. Livingston),,99-110,,
5:57.0,,,99-110,,Turnover by S. Livingston (bad pass; steal by M. Thornton)
5:57.0,,,99-110,,Personal foul by S. Livingston (drawn by M. Thornton)
5:57.0,Official timeout,,99-110,,
5:39.0,P. Beverley misses 2-pt shot from 7 ft,,99-110,,
5:37.0,,,99-110,,Defensive rebound by S. Livingston
5:19.0,,,99-112,2,H. Barnes makes 2-pt shot from 17 ft
5:09.0,,,99-112,,Personal foul by K. Thompson (drawn by J. Harden)
5:09.0,J. Harden makes free throw 1 of 2,1,100-112,,
5:09.0,J. Harden makes free throw 2 of 2,1,101-112,,
4:51.0,,,101-112,,S. Livingston misses 2-pt shot from 13 ft
4:50.0,,,101-112,,Offensive rebound by S. Curry
4:38.0,,,101-112,,S. Curry misses 2-pt shot from 10 ft
4:37.0,Defensive rebound by T. Ariza,,101-112,,
4:29.0,J. Harden misses 3-pt shot from 26 ft,,101-112,,
4:29.0,Offensive rebound by D. Howard,,101-112,,
4:12.0,P. Beverley makes 2-pt shot from 5 ft,2,103-112,,
3:51.0,,,103-112,,K. Thompson misses 3-pt shot from 23 ft
3:50.0,Defensive rebound by J. Harden,,103-112,,
3:43.0,T. Ariza misses 3-pt shot from 24 ft,,103-112,,
3:43.0,,,103-112,,Defensive rebound by S. Curry
3:35.0,,,103-112,,K. Thompson misses 3-pt shot from 24 ft
3:35.0,,,103-112,,Offensive rebound by H. Barnes
3:30.0,,,103-112,,S. Curry misses 3-pt shot from 26 ft
3:29.0,Defensive rebound by Team,,103-112,,
3:29.0,,,103-112,,A. Iguodala enters the game for S. Livingston
3:29.0,,,103-112,,Golden State full timeout
3:18.0,,,103-112,,Personal foul by H. Barnes (drawn by D. Howard)
3:18.0,D. Howard misses free throw 1 of 2,,103-112,,
3:18.0,Offensive rebound by Team,,103-112,,
3:18.0,C. Brewer enters the game for M. Thornton,,103-112,,
3:18.0,D. Howard misses free throw 2 of 2,,103-112,,
3:15.0,,,103-112,,Defensive rebound by D. Green
2:56.0,,,103-114,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
2:45.0,T. Ariza misses 3-pt shot from 24 ft,,103-114,,
2:43.0,Offensive rebound by D. Howard,,103-114,,
2:23.0,C. Brewer misses 3-pt shot from 25 ft,,103-114,,
2:22.0,,,103-114,,Defensive rebound by A. Iguodala
2:10.0,,,103-116,2,D. Green makes 2-pt shot at rim
2:10.0,Houston full timeout,,103-116,,
2:10.0,M. Thornton enters the game for C. Brewer,,103-116,,
2:04.0,,,103-116,,Personal foul by D. Green (drawn by J. Harden)
2:04.0,J. Harden makes free throw 1 of 2,1,104-116,,
2:04.0,J. Harden makes free throw 2 of 2,1,105-116,,
1:51.0,,,105-118,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
1:39.0,J. Harden makes 3-pt shot from 25 ft (assist by P. Beverley),3,108-118,,
1:22.0,,,108-118,,S. Curry misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by T. Ariza,,108-118,,
1:14.0,Shooting foul by D. Green (drawn by J. Harden),,108-118,,
1:14.0,J. Harden makes 2-pt shot from 2 ft,2,110-118,,
1:14.0,T. Lawson enters the game for T. Ariza,,110-118,,
1:14.0,C. Capela enters the game for D. Howard,,110-118,,
1:14.0,M. Harrell enters the game for P. Beverley,,110-118,,
1:14.0,J. Harden misses free throw 1 of 1,,110-118,,
1:12.0,,,110-118,,Defensive rebound by D. Green
0:57.0,,,110-120,2,D. Green makes 2-pt shot from 1 ft (assist by H. Barnes)
0:40.0,C. Capela misses 2-pt shot from 6 ft,,110-120,,
0:39.0,,,110-120,,Defensive rebound by D. Green
0:21.0,,,110-123,3,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green)
0:00.0,End of 4th quarter,,,,End of 4th quarter
