time,Minnesota,pts.away,score,pts.home,Dallas
7:32.0,A. Payne misses free throw 1 of 2,,86-111,,
7:32.0,Offensive rebound by Team,,86-111,,
7:32.0,A. Payne makes free throw 2 of 2,1,87-111,,
7:20.0,,,87-111,,J. Barea misses 2-pt shot from 4 ft
7:19.0,Defensive rebound by D. Rudez,,87-111,,
7:03.0,D. Rudez misses 3-pt shot from 28 ft,,87-111,,
7:02.0,,,87-111,,Defensive rebound by D. Lee
6:59.0,,,87-111,,Turnover by J. Anderson (step out of bounds)
6:51.0,T. Jones misses 2-pt shot from 4 ft,,87-111,,
6:50.0,,,87-111,,Defensive rebound by J. Anderson
6:36.0,,,87-113,2,J. Barea makes 2-pt shot from 2 ft
6:25.0,S. Muhammad misses 3-pt shot from 25 ft,,87-113,,
6:25.0,,,87-113,,Defensive rebound by D. Powell
6:07.0,,,87-113,,D. Lee misses 2-pt shot from 2 ft (block by S. Muhammad)
6:04.0,,,87-113,,Offensive rebound by D. Lee
6:04.0,,,87-115,2,D. Lee makes 2-pt shot from 3 ft
5:50.0,Turnover by Z. LaVine (bad pass; steal by D. Powell),,87-115,,
5:48.0,,,87-115,,Dallas full timeout
5:48.0,,,87-115,,S. Mejri enters the game for D. Lee
5:29.0,,,87-115,,Shooting foul by Z. LaVine (drawn by J. Anderson)
5:29.0,,,87-116,1,J. Anderson makes free throw 1 of 2
5:29.0,,,87-117,1,J. Anderson makes free throw 2 of 2
5:06.0,A. Payne makes 2-pt shot from 21 ft (assist by T. Jones),2,89-117,,
4:52.0,,,89-120,3,J. Anderson makes 3-pt shot from 25 ft (assist by D. Powell)
4:34.0,Z. LaVine misses 2-pt shot at rim,,89-120,,
4:33.0,Offensive rebound by A. Payne,,89-120,,
4:26.0,D. Rudez misses 3-pt shot from 26 ft,,89-120,,
4:25.0,,,89-120,,Defensive rebound by J. Anderson
4:20.0,,,89-120,,J. Barea misses 3-pt shot from 26 ft
4:19.0,Defensive rebound by T. Jones,,89-120,,
4:16.0,Z. LaVine makes 2-pt shot at rim (assist by T. Jones),2,91-120,,
3:54.0,,,91-120,,D. Powell misses 3-pt shot from 25 ft
3:53.0,Defensive rebound by T. Jones,,91-120,,
3:47.0,T. Jones makes 3-pt shot from 25 ft,3,94-120,,
3:22.0,,,94-120,,Turnover by J. Barea (bad pass)
3:09.0,T. Jones misses 2-pt shot from 2 ft (block by S. Mejri),,94-120,,
3:08.0,Offensive rebound by Z. LaVine,,94-120,,
3:06.0,,,94-120,,Violation by S. Mejri (def goaltending)
3:06.0,S. Muhammad makes 2-pt shot from 4 ft (assist by Z. LaVine),2,96-120,,
2:48.0,,,96-122,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
2:32.0,,,96-122,,Personal foul by S. Mejri (drawn by A. Payne)
2:32.0,Official timeout,,96-122,,
2:32.0,A. Payne makes free throw 1 of 2,1,97-122,,
2:32.0,A. Payne makes free throw 2 of 2,1,98-122,,
2:14.0,,,98-124,2,C. Villanueva makes 2-pt shot from 5 ft
1:59.0,Z. LaVine misses 3-pt shot from 25 ft,,98-124,,
1:58.0,Offensive rebound by S. Muhammad,,98-124,,
1:58.0,,,98-124,,Loose ball foul by C. Villanueva (drawn by S. Muhammad)
1:58.0,S. Muhammad misses free throw 1 of 2,,98-124,,
1:58.0,Offensive rebound by Team,,98-124,,
1:58.0,S. Muhammad makes free throw 2 of 2,1,99-124,,
1:40.0,,,99-124,,Shooting foul by D. Rudez (drawn by J. Anderson)
1:40.0,,,99-125,1,J. Anderson makes free throw 1 of 2
1:40.0,,,99-126,1,J. Anderson makes free throw 2 of 2
1:27.0,A. Payne misses 2-pt shot from 10 ft,,99-126,,
1:25.0,,,99-126,,Defensive rebound by C. Villanueva
1:10.0,,,99-126,,J. Anderson misses 2-pt shot from 21 ft
1:08.0,Defensive rebound by A. Payne,,99-126,,
0:55.0,Shooting foul by S. Mejri (drawn by S. Muhammad),,99-126,,
0:55.0,S. Muhammad makes free throw 1 of 2,1,100-126,,
0:55.0,S. Muhammad makes free throw 2 of 2,1,101-126,,
0:41.0,,,101-126,,D. Powell misses 3-pt shot from 22 ft
0:41.0,Defensive rebound by A. Payne,,101-126,,
0:31.0,T. Jones misses 2-pt shot from 7 ft,,101-126,,
0:29.0,,,101-126,,Defensive rebound by S. Mejri
0:23.0,,,101-128,2,S. Mejri makes 2-pt shot at rim
0:15.0,Turnover by S. Muhammad (bad pass; steal by C. Villanueva),,101-128,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
