time,Oklahoma City,pts.away,score,pts.home,Portland
6:39.0,N. Collison makes free throw 2 of 2,1,96-111,,
6:26.0,,,96-113,2,C. McCollum makes 2-pt shot from 6 ft (assist by M. Plumlee)
6:09.0,J. Huestis makes 3-pt shot from 25 ft (assist by R. Foye),3,99-113,,
5:53.0,,,99-113,,C. McCollum misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by J. Huestis,,99-113,,
5:40.0,J. Huestis makes 3-pt shot from 25 ft (assist by N. Collison),3,102-113,,
5:22.0,,,102-113,,Shooting foul by E. Kanter (drawn by M. Plumlee)
5:22.0,Official timeout,,102-113,,
5:22.0,A. Morrow enters the game for N. Collison,,102-113,,
5:22.0,,,102-114,1,M. Plumlee makes free throw 1 of 2
5:22.0,,,102-114,,M. Plumlee misses free throw 2 of 2
5:21.0,,,102-114,,Offensive rebound by M. Harkless
5:18.0,,,102-114,,M. Harkless misses 2-pt shot from 3 ft
5:12.0,Defensive rebound by J. Huestis,,102-114,,
5:12.0,Turnover by J. Huestis (lost ball; steal by A. Aminu),,102-114,,
5:12.0,,,102-114,,M. Harkless misses 2-pt shot from 1 ft (block by J. Huestis)
5:12.0,,,102-114,,Offensive rebound by Team
5:04.0,,,102-114,,A. Aminu misses 2-pt shot from 16 ft
5:04.0,Defensive rebound by E. Kanter,,102-114,,
4:44.0,D. Waiters makes 2-pt shot from 2 ft,2,104-114,,
4:22.0,,,104-116,2,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee)
4:05.0,Turnover by D. Waiters (lost ball; steal by A. Aminu),,104-116,,
4:00.0,,,104-116,,Turnover by M. Harkless (lost ball; steal by J. Huestis)
3:56.0,E. Kanter makes 2-pt shot at rim (assist by R. Foye),2,106-116,,
3:27.0,,,106-118,2,M. Harkless makes 2-pt shot from 11 ft
3:14.0,R. Foye makes 2-pt shot from 2 ft,2,108-118,,
2:47.0,,,108-118,,C. McCollum misses 2-pt shot from 12 ft
2:47.0,Defensive rebound by J. Huestis,,108-118,,
2:39.0,R. Foye misses 2-pt shot from 1 ft (block by M. Harkless),,108-118,,
2:39.0,Offensive rebound by Team,,108-118,,
2:39.0,Oklahoma City full timeout,,108-118,,
2:34.0,A. Morrow misses 3-pt shot from 23 ft,,108-118,,
2:33.0,,,108-118,,Defensive rebound by M. Plumlee
2:16.0,,,108-118,,D. Lillard misses 3-pt shot from 26 ft
2:16.0,Defensive rebound by E. Kanter,,108-118,,
2:01.0,Shooting foul by M. Plumlee (drawn by R. Foye),,108-118,,
2:01.0,R. Foye makes free throw 1 of 2,1,109-118,,
2:01.0,R. Foye makes free throw 2 of 2,1,110-118,,
1:45.0,,,110-118,,C. McCollum misses 3-pt shot from 28 ft
1:45.0,Defensive rebound by R. Foye,,110-118,,
1:38.0,A. Morrow misses 3-pt shot from 25 ft,,110-118,,
1:37.0,,,110-118,,Defensive rebound by C. McCollum
1:19.0,,,110-118,,D. Lillard misses 2-pt shot from 1 ft
1:18.0,Defensive rebound by E. Kanter,,110-118,,
1:09.0,Turnover by J. Huestis (lost ball; steal by M. Plumlee),,110-118,,
0:47.0,,,110-118,,M. Harkless misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by E. Kanter,,110-118,,
0:38.0,Turnover by D. Waiters (lost ball; steal by M. Harkless),,110-118,,
0:37.0,Personal take foul by D. Waiters,,110-118,,
0:17.0,,,110-118,,D. Lillard misses 2-pt shot from 4 ft (block by E. Kanter)
0:17.0,Defensive rebound by A. Morrow,,110-118,,
0:12.0,D. Waiters makes 2-pt shot at rim (assist by A. Morrow),2,112-118,,
0:09.0,Personal take foul by A. Morrow,,112-118,,
0:09.0,,,112-119,1,C. McCollum makes free throw 1 of 2
0:09.0,,,112-120,1,C. McCollum makes free throw 2 of 2
0:09.0,Oklahoma City full timeout,,112-120,,
0:09.0,,,112-120,,B. Roberts enters the game for A. Aminu
0:09.0,,,112-120,,L. Montero enters the game for M. Harkless
0:09.0,,,112-120,,P. Connaughton enters the game for M. Plumlee
0:09.0,,,112-120,,N. Vonleh enters the game for C. McCollum
0:09.0,,,112-120,,A. Crabbe enters the game for D. Lillard
0:02.0,A. Morrow makes 3-pt shot from 25 ft (assist by D. Waiters),3,115-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
