time,Chicago,pts.away,score,pts.home,Boston
5:14.0,P. Gasol misses 2-pt shot from 7 ft,,79-89,,
5:13.0,,,79-89,,Defensive rebound by J. Sullinger
4:50.0,,,79-89,,Turnover by D. Lee (bad pass; steal by N. Mirotic)
4:44.0,N. Mirotic makes 2-pt shot at rim (assist by D. Rose),2,81-89,,
4:35.0,,,81-89,,Boston full timeout
4:35.0,,,81-89,,A. Johnson enters the game for E. Turner
4:35.0,,,81-89,,J. Crowder enters the game for D. Lee
4:29.0,,,81-89,,J. Sullinger misses 2-pt shot from 20 ft
4:28.0,Defensive rebound by P. Gasol,,81-89,,
4:10.0,P. Gasol misses 2-pt shot at rim,,81-89,,
4:09.0,,,81-89,,Defensive rebound by J. Sullinger
4:01.0,,,81-89,,I. Thomas misses 2-pt shot at rim
3:59.0,Defensive rebound by J. Butler,,81-89,,
3:50.0,J. Butler makes 2-pt shot from 1 ft,2,83-89,,
3:35.0,,,83-89,,Shooting foul by D. McDermott (drawn by J. Crowder)
3:35.0,,,83-90,1,J. Crowder makes free throw 1 of 2
3:35.0,,,83-91,1,J. Crowder makes free throw 2 of 2
3:27.0,,,83-91,,Personal foul by J. Crowder (drawn by D. Rose)
3:18.0,J. Butler makes 2-pt shot from 2 ft,2,85-91,,
3:18.0,Shooting foul by A. Johnson (drawn by J. Butler),,85-91,,
3:18.0,T. Snell enters the game for D. McDermott,,85-91,,
3:18.0,,,85-91,,E. Turner enters the game for A. Johnson
3:18.0,J. Butler makes free throw 1 of 1,1,86-91,,
3:08.0,,,86-91,,I. Thomas misses 2-pt shot from 3 ft
3:07.0,Defensive rebound by P. Gasol,,86-91,,
3:00.0,N. Mirotic makes 2-pt shot from 1 ft (assist by T. Snell),2,88-91,,
2:52.0,,,88-91,,Shooting foul by J. Butler (drawn by I. Thomas)
2:52.0,,,88-92,1,I. Thomas makes free throw 1 of 2
2:52.0,,,88-93,1,I. Thomas makes free throw 2 of 2
2:38.0,D. Rose misses 3-pt shot from 25 ft,,88-93,,
2:37.0,,,88-93,,Defensive rebound by I. Thomas
2:23.0,,,88-95,2,I. Thomas makes 2-pt shot from 1 ft
2:23.0,,,88-95,,Shooting foul by N. Mirotic (drawn by I. Thomas)
2:23.0,,,88-96,1,I. Thomas makes free throw 1 of 1
2:11.0,J. Butler makes 2-pt shot from 1 ft,2,90-96,,
1:52.0,,,90-96,,Shooting foul by T. Snell (drawn by E. Turner)
1:52.0,,,90-97,1,E. Turner makes free throw 1 of 2
1:52.0,,,90-97,,A. Johnson enters the game for J. Sullinger
1:52.0,D. McDermott enters the game for T. Snell,,90-97,,
1:52.0,,,90-98,1,E. Turner makes free throw 2 of 2
1:47.0,Turnover by N. Mirotic (lost ball),,90-98,,
1:26.0,,,90-98,,Turnover by A. Johnson (bad pass; steal by P. Gasol)
1:18.0,Shooting foul by A. Johnson (drawn by J. Butler),,90-98,,
1:18.0,J. Butler makes free throw 1 of 2,1,91-98,,
1:18.0,T. Snell enters the game for D. McDermott,,91-98,,
1:18.0,T. Gibson enters the game for N. Mirotic,,91-98,,
1:18.0,,,91-98,,J. Sullinger enters the game for A. Johnson
1:18.0,J. Butler misses free throw 2 of 2,,91-98,,
1:14.0,,,91-98,,Defensive rebound by J. Crowder
1:00.0,,,91-100,2,J. Sullinger makes 2-pt shot from 20 ft (assist by E. Turner)
1:00.0,Chicago full timeout,,91-100,,
1:00.0,,,91-100,,A. Johnson enters the game for J. Sullinger
1:00.0,D. McDermott enters the game for T. Snell,,91-100,,
1:00.0,N. Mirotic enters the game for T. Gibson,,91-100,,
0:51.0,J. Butler makes 2-pt shot at rim,2,93-100,,
0:51.0,Shooting foul by J. Crowder (drawn by J. Butler),,93-100,,
0:51.0,,,93-100,,J. Sullinger enters the game for A. Johnson
0:51.0,T. Gibson enters the game for D. McDermott,,93-100,,
0:51.0,J. Noah enters the game for P. Gasol,,93-100,,
0:51.0,T. Snell enters the game for N. Mirotic,,93-100,,
0:51.0,J. Butler makes free throw 1 of 1,1,94-100,,
0:44.0,,,94-100,,Boston full timeout
0:40.0,D. McDermott enters the game for T. Snell,,94-100,,
0:40.0,N. Mirotic enters the game for T. Gibson,,94-100,,
0:40.0,,,94-100,,A. Johnson enters the game for J. Sullinger
0:39.0,Jump ball: J. Crowder vs. J. Noah (D. McDermott gains possession),,,,Jump ball: J. Crowder vs. J. Noah (D. McDermott gains possession)
0:39.0,,,94-100,,Turnover by E. Turner (lost ball; steal by J. Noah)
0:33.0,Shooting foul by A. Johnson (drawn by J. Butler),,94-100,,
0:33.0,,,94-100,,J. Sullinger enters the game for A. Johnson
0:33.0,J. Butler makes free throw 1 of 2,1,95-100,,
0:33.0,T. Snell enters the game for D. McDermott,,95-100,,
0:33.0,T. Gibson enters the game for N. Mirotic,,95-100,,
0:33.0,J. Butler makes free throw 2 of 2,1,96-100,,
0:29.0,Personal take foul by J. Noah (drawn by I. Thomas),,96-100,,
0:29.0,,,96-101,1,I. Thomas makes free throw 1 of 2
0:29.0,D. McDermott enters the game for T. Snell,,96-101,,
0:29.0,N. Mirotic enters the game for T. Gibson,,96-101,,
0:29.0,P. Gasol enters the game for J. Noah,,96-101,,
0:29.0,,,96-102,1,I. Thomas makes free throw 2 of 2
0:21.0,J. Butler misses 3-pt shot from 25 ft,,96-102,,
0:19.0,,,96-102,,Defensive rebound by E. Turner
0:19.0,Personal take foul by P. Gasol (drawn by E. Turner),,96-102,,
0:19.0,,,96-102,,E. Turner misses free throw 1 of 2
0:19.0,,,96-102,,Offensive rebound by Team
0:19.0,J. Noah enters the game for N. Mirotic,,96-102,,
0:19.0,,,96-103,1,E. Turner makes free throw 2 of 2
0:19.0,Chicago full timeout,,96-103,,
0:19.0,,,96-103,,J. Jerebko enters the game for I. Thomas
0:19.0,N. Mirotic enters the game for J. Noah,,96-103,,
0:16.0,Shooting foul by J. Crowder (drawn by J. Butler),,96-103,,
0:16.0,J. Butler makes free throw 1 of 2,1,97-103,,
0:16.0,J. Noah enters the game for P. Gasol,,97-103,,
0:16.0,T. Snell enters the game for D. McDermott,,97-103,,
0:16.0,T. Gibson enters the game for N. Mirotic,,97-103,,
0:16.0,,,97-103,,I. Thomas enters the game for J. Jerebko
0:16.0,J. Butler makes free throw 2 of 2,1,98-103,,
0:14.0,Personal take foul by J. Butler (drawn by I. Thomas),,98-103,,
0:14.0,,,98-104,1,I. Thomas makes free throw 1 of 2
0:14.0,P. Gasol enters the game for J. Noah,,98-104,,
0:14.0,D. McDermott enters the game for T. Snell,,98-104,,
0:14.0,N. Mirotic enters the game for T. Gibson,,98-104,,
0:14.0,,,98-104,,J. Jerebko enters the game for J. Sullinger
0:14.0,,,98-105,1,I. Thomas makes free throw 2 of 2
0:07.0,D. Rose misses 3-pt shot from 25 ft,,98-105,,
0:06.0,Offensive rebound by Team,,98-105,,
0:04.0,P. Gasol makes 2-pt shot from 1 ft (assist by D. Rose),2,100-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
