time,Washington,pts.away,score,pts.home,Boston
8:41.0,,,25-36,,Defensive rebound by D. Lee
8:18.0,,,25-38,2,I. Thomas makes 2-pt shot from 11 ft
8:02.0,G. Neal makes 2-pt shot from 2 ft,2,27-38,,
7:35.0,,,27-38,,K. Olynyk misses 2-pt shot from 20 ft
7:34.0,Defensive rebound by D. Blair,,27-38,,
7:21.0,M. Gortat misses 2-pt shot from 4 ft,,27-38,,
7:20.0,,,27-38,,Defensive rebound by K. Olynyk
7:13.0,,,27-40,2,I. Thomas makes 2-pt shot from 12 ft (assist by D. Lee)
7:07.0,Washington full timeout,,27-40,,
7:07.0,,,27-40,,Technical foul by J. Jerebko
7:07.0,K. Humphries enters the game for D. Blair,,27-40,,
7:07.0,J. Wall enters the game for R. Sessions,,27-40,,
7:07.0,B. Beal enters the game for G. Temple,,27-40,,
7:07.0,,,27-40,,A. Bradley enters the game for E. Turner
7:07.0,,,27-40,,J. Crowder enters the game for J. Jerebko
7:07.0,,,27-40,,Violation by Team (delay of game)
7:07.0,G. Neal makes technical free throw,1,28-40,,
6:56.0,G. Neal misses 2-pt shot from 13 ft,,28-40,,
6:54.0,,,28-40,,Defensive rebound by Team
6:38.0,,,28-42,2,D. Lee makes 2-pt shot from 7 ft
6:31.0,,,28-42,,Personal foul by A. Bradley (drawn by J. Wall)
6:25.0,K. Humphries misses 2-pt shot from 17 ft,,28-42,,
6:24.0,,,28-42,,Defensive rebound by J. Crowder
6:18.0,,,28-42,,A. Bradley misses 2-pt shot from 20 ft
6:17.0,Defensive rebound by K. Humphries,,28-42,,
5:57.0,K. Humphries misses 3-pt shot from 28 ft,,28-42,,
5:56.0,Offensive rebound by M. Gortat,,28-42,,
5:52.0,M. Gortat misses 2-pt shot from 4 ft,,28-42,,
5:51.0,,,28-42,,Defensive rebound by J. Crowder
5:46.0,,,28-45,3,K. Olynyk makes 3-pt shot from 23 ft (assist by D. Lee)
5:33.0,G. Neal misses 2-pt shot from 16 ft,,28-45,,
5:32.0,Offensive rebound by Team,,28-45,,
5:32.0,Official timeout,,28-45,,
5:32.0,R. Sessions enters the game for G. Neal,,28-45,,
5:32.0,,,28-45,,E. Turner enters the game for I. Thomas
5:32.0,,,28-45,,A. Johnson enters the game for D. Lee
5:17.0,J. Wall makes 2-pt shot from 21 ft,2,30-45,,
5:04.0,,,30-45,,Turnover by E. Turner (bad pass)
4:52.0,Offensive foul by M. Gortat,,30-45,,
4:52.0,Turnover by M. Gortat (offensive foul),,30-45,,
4:52.0,J. Dudley enters the game for K. Humphries,,30-45,,
4:31.0,,,30-45,,J. Crowder misses 2-pt shot from 21 ft
4:30.0,Defensive rebound by M. Gortat,,30-45,,
4:18.0,B. Beal misses 2-pt shot from 17 ft,,30-45,,
4:17.0,Offensive rebound by B. Beal,,30-45,,
4:12.0,J. Wall misses 3-pt shot from 22 ft,,30-45,,
4:12.0,,,30-45,,Defensive rebound by J. Crowder
3:58.0,,,30-45,,K. Olynyk misses 3-pt shot from 26 ft
3:56.0,Defensive rebound by R. Sessions,,30-45,,
3:50.0,Offensive foul by M. Gortat,,30-45,,
3:50.0,Turnover by M. Gortat (offensive foul),,30-45,,
3:50.0,,,30-45,,J. Sullinger enters the game for K. Olynyk
3:33.0,,,30-47,2,A. Johnson makes 2-pt shot from 11 ft
3:15.0,J. Wall misses 3-pt shot from 24 ft,,30-47,,
3:14.0,,,30-47,,Defensive rebound by J. Sullinger
3:01.0,,,30-47,,A. Johnson misses 2-pt shot from 2 ft
3:01.0,,,30-47,,Offensive rebound by J. Sullinger
3:01.0,,,30-49,2,J. Sullinger makes 2-pt shot from 2 ft
2:49.0,J. Dudley misses 3-pt shot from 24 ft,,30-49,,
2:48.0,,,30-49,,Defensive rebound by J. Sullinger
2:38.0,,,30-49,,Turnover by J. Crowder (traveling)
2:38.0,,,30-49,,Boston full timeout
2:38.0,,,30-49,,I. Thomas enters the game for E. Turner
2:21.0,J. Dudley misses 2-pt shot from 19 ft,,30-49,,
2:19.0,Offensive rebound by M. Gortat,,30-49,,
2:19.0,M. Gortat misses 2-pt shot from 2 ft,,30-49,,
2:17.0,,,30-49,,Defensive rebound by J. Sullinger
2:03.0,,,30-49,,A. Johnson misses 2-pt shot from 3 ft
2:02.0,Defensive rebound by M. Gortat,,30-49,,
1:54.0,Shooting foul by A. Johnson (drawn by J. Dudley),,30-49,,
1:54.0,J. Dudley makes free throw 1 of 3,1,31-49,,
1:54.0,J. Dudley makes free throw 2 of 3,1,32-49,,
1:54.0,J. Dudley misses free throw 3 of 3,,32-49,,
1:53.0,,,32-49,,Defensive rebound by A. Johnson
1:40.0,,,32-51,2,J. Sullinger makes 2-pt shot from 16 ft (assist by I. Thomas)
1:20.0,R. Sessions misses 2-pt shot from 1 ft,,32-51,,
1:19.0,Offensive rebound by M. Gortat,,32-51,,
1:17.0,M. Gortat makes 2-pt shot from 1 ft,2,34-51,,
0:50.0,,,34-51,,A. Bradley misses 3-pt shot from 23 ft
0:49.0,Defensive rebound by J. Wall,,34-51,,
0:45.0,Shooting foul by J. Sullinger (drawn by J. Dudley),,34-51,,
0:45.0,J. Dudley makes free throw 1 of 2,1,35-51,,
0:45.0,D. Blair enters the game for M. Gortat,,35-51,,
0:45.0,,,35-51,,K. Olynyk enters the game for A. Johnson
0:45.0,J. Dudley makes free throw 2 of 2,1,36-51,,
0:35.0,,,36-51,,I. Thomas misses 2-pt shot from 5 ft
0:34.0,,,36-51,,Offensive rebound by J. Sullinger
0:33.0,,,36-51,,Shooting foul by D. Blair (drawn by J. Sullinger)
0:33.0,,,36-52,1,J. Sullinger makes free throw 1 of 2
0:33.0,,,36-52,,E. Turner enters the game for I. Thomas
0:33.0,,,36-52,,J. Sullinger misses free throw 2 of 2
0:33.0,Defensive rebound by D. Blair,,36-52,,
0:19.0,R. Sessions misses 3-pt shot from 23 ft,,36-52,,
0:18.0,,,36-52,,Defensive rebound by J. Sullinger
0:01.0,,,36-54,2,E. Turner makes 2-pt shot from 19 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,36-54,,I. Thomas misses 2-pt shot from 1 ft
11:47.0,Defensive rebound by B. Beal,,36-54,,
11:26.0,Turnover by J. Dudley (bad pass),,36-54,,
11:15.0,,,36-56,2,A. Bradley makes 2-pt shot from 17 ft (assist by J. Sullinger)
10:59.0,J. Dudley makes 2-pt shot from 11 ft (assist by J. Wall),2,38-56,,
10:45.0,,,38-56,,I. Thomas misses 2-pt shot from 4 ft
10:44.0,,,38-56,,Offensive rebound by A. Johnson
10:44.0,,,38-58,2,A. Johnson makes 2-pt shot from 1 ft
10:27.0,J. Dudley makes 3-pt shot from 24 ft (assist by B. Beal),3,41-58,,
10:12.0,,,41-58,,J. Sullinger misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by O. Porter,,41-58,,
10:03.0,J. Dudley makes 3-pt shot from 24 ft (assist by J. Wall),3,44-58,,
9:46.0,,,44-60,2,A. Bradley makes 2-pt shot from 1 ft (assist by A. Johnson)
9:39.0,Turnover by B. Beal (bad pass; steal by A. Bradley),,44-60,,
9:38.0,Personal foul by J. Dudley (drawn by A. Bradley),,44-60,,
9:20.0,,,44-60,,J. Crowder misses 3-pt shot from 22 ft
9:20.0,,,44-60,,Offensive rebound by J. Sullinger
9:15.0,,,44-60,,I. Thomas misses 3-pt shot from 24 ft
9:14.0,Defensive rebound by J. Wall,,44-60,,
9:08.0,J. Wall makes 2-pt shot at rim,2,46-60,,
8:58.0,,,46-60,,I. Thomas misses 2-pt shot from 1 ft
8:58.0,,,46-60,,Offensive rebound by J. Crowder
8:53.0,,,46-60,,Shooting foul by J. Dudley (drawn by J. Crowder)
8:53.0,,,46-61,1,J. Crowder makes free throw 1 of 2
8:53.0,,,46-62,1,J. Crowder makes free throw 2 of 2
8:35.0,O. Porter misses 2-pt shot from 10 ft,,46-62,,
8:34.0,,,46-62,,Defensive rebound by I. Thomas
8:25.0,,,46-62,,Shooting foul by M. Gortat (drawn by J. Crowder)
8:25.0,,,46-63,1,J. Crowder makes free throw 1 of 2
8:25.0,,,46-64,1,J. Crowder makes free throw 2 of 2
8:18.0,,,46-64,,Personal foul by A. Bradley (drawn by J. Dudley)
8:08.0,O. Porter misses 2-pt shot from 20 ft,,46-64,,
8:07.0,,,46-64,,Defensive rebound by J. Sullinger
7:47.0,,,46-66,2,A. Johnson makes 2-pt shot from 15 ft (assist by I. Thomas)
7:30.0,Turnover by B. Beal (bad pass),,46-66,,
7:18.0,,,46-66,,Shooting foul by B. Beal (drawn by J. Sullinger)
7:18.0,,,46-66,,J. Sullinger misses free throw 1 of 2
7:18.0,,,46-66,,Offensive rebound by Team
7:18.0,,,46-67,1,J. Sullinger makes free throw 2 of 2
7:06.0,B. Beal makes 2-pt shot from 18 ft,2,48-67,,
6:52.0,,,48-69,2,J. Sullinger makes 2-pt shot from 3 ft
6:40.0,Turnover by J. Wall (lost ball),,48-69,,
6:16.0,,,48-69,,I. Thomas misses 3-pt shot from 24 ft
6:15.0,Defensive rebound by O. Porter,,48-69,,
6:14.0,,,48-69,,Technical foul by I. Thomas
6:14.0,B. Beal makes technical free throw,1,49-69,,
6:02.0,Offensive charge foul by B. Beal,,49-69,,
6:02.0,Turnover by B. Beal (offensive foul),,49-69,,
5:49.0,,,49-69,,A. Johnson misses 3-pt shot from 24 ft
5:49.0,Defensive rebound by J. Wall,,49-69,,
5:37.0,J. Wall misses 2-pt shot from 15 ft,,49-69,,
5:36.0,Offensive rebound by M. Gortat,,49-69,,
5:36.0,M. Gortat misses 2-pt shot from 1 ft,,49-69,,
5:35.0,,,49-69,,Defensive rebound by A. Johnson
5:24.0,,,49-69,,Turnover by J. Sullinger (bad pass; steal by B. Beal)
5:17.0,B. Beal misses 2-pt shot from 14 ft,,49-69,,
5:17.0,,,49-69,,Defensive rebound by A. Johnson
5:16.0,,,49-69,,Boston full timeout
5:16.0,,,49-69,,E. Turner enters the game for A. Johnson
5:16.0,,,49-69,,J. Jerebko enters the game for I. Thomas
5:02.0,,,49-69,,A. Bradley misses 2-pt shot from 19 ft (block by B. Beal)
5:01.0,,,49-69,,Offensive rebound by J. Jerebko
4:58.0,,,49-69,,J. Jerebko misses 2-pt shot from 1 ft
4:56.0,Defensive rebound by J. Dudley,,49-69,,
4:53.0,Turnover by J. Wall (lost ball),,49-69,,
4:42.0,,,49-71,2,J. Sullinger makes 2-pt shot from 17 ft (assist by E. Turner)
4:29.0,B. Beal misses 2-pt shot from 2 ft (block by J. Sullinger),,49-71,,
4:27.0,,,49-71,,Defensive rebound by J. Sullinger
4:18.0,,,49-71,,Turnover by A. Bradley (bad pass)
4:18.0,R. Sessions enters the game for J. Wall,,49-71,,
4:05.0,M. Gortat misses 2-pt shot from 8 ft,,49-71,,
4:04.0,Offensive rebound by O. Porter,,49-71,,
3:59.0,O. Porter makes 2-pt shot from 4 ft,2,51-71,,
3:43.0,,,51-74,3,J. Crowder makes 3-pt shot from 24 ft (assist by J. Jerebko)
3:26.0,B. Beal misses 3-pt shot from 26 ft,,51-74,,
3:25.0,,,51-74,,Defensive rebound by J. Jerebko
3:03.0,,,51-76,2,J. Sullinger makes 2-pt shot from 20 ft (assist by J. Crowder)
2:43.0,R. Sessions makes 2-pt shot from 18 ft (assist by M. Gortat),2,53-76,,
2:22.0,,,53-76,,Turnover by J. Sullinger (lost ball; steal by O. Porter)
2:12.0,J. Dudley makes 3-pt shot from 23 ft (assist by M. Gortat),3,56-76,,
1:53.0,,,56-76,,J. Jerebko misses 2-pt shot from 1 ft (block by J. Dudley)
1:52.0,Defensive rebound by J. Dudley,,56-76,,
1:46.0,Washington full timeout,,56-76,,
1:46.0,D. Blair enters the game for M. Gortat,,56-76,,
1:46.0,G. Neal enters the game for B. Beal,,56-76,,
1:46.0,,,56-76,,I. Thomas enters the game for J. Crowder
1:46.0,,,56-76,,D. Lee enters the game for J. Sullinger
1:41.0,Turnover by D. Blair (bad pass; steal by I. Thomas),,56-76,,
1:34.0,,,56-76,,A. Bradley misses 2-pt shot from 17 ft
1:33.0,,,56-76,,Offensive rebound by J. Jerebko
1:19.0,,,56-76,,Turnover by D. Lee (lost ball; steal by D. Blair)
1:16.0,Turnover by J. Dudley (bad pass),,56-76,,
1:00.0,K. Oubre enters the game for O. Porter,,56-76,,
0:51.0,,,56-76,,I. Thomas misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by Team,,56-76,,
0:29.0,G. Neal misses 2-pt shot from 2 ft,,56-76,,
0:27.0,,,56-76,,Defensive rebound by A. Bradley
0:21.0,,,56-76,,E. Turner misses 3-pt shot from 23 ft
0:18.0,,,56-76,,Offensive rebound by D. Lee
0:15.0,,,56-79,3,I. Thomas makes 3-pt shot from 23 ft (assist by A. Bradley)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Turnover by G. Neal (bad pass; steal by K. Olynyk),,56-79,,
11:30.0,,,56-79,,Turnover by J. Jerebko (traveling)
11:22.0,O. Porter makes 2-pt shot from 18 ft (assist by R. Sessions),2,58-79,,
11:06.0,,,58-79,,E. Turner misses 3-pt shot from 22 ft
11:05.0,,,58-79,,Offensive rebound by K. Olynyk
11:02.0,,,58-79,,I. Thomas misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by O. Porter,,58-79,,
10:51.0,G. Neal misses 2-pt shot from 6 ft,,58-79,,
10:51.0,Offensive rebound by Team,,58-79,,
10:45.0,Offensive foul by D. Blair,,58-79,,
10:45.0,Turnover by D. Blair (offensive foul),,58-79,,
10:36.0,,,58-81,2,E. Turner makes 2-pt shot from 1 ft
10:28.0,Turnover by R. Sessions (lost ball; steal by E. Turner),,58-81,,
10:24.0,,,58-83,2,I. Thomas makes 2-pt shot from 2 ft
10:21.0,Washington full timeout,,58-83,,
10:21.0,J. Wall enters the game for G. Neal,,58-83,,
10:21.0,B. Beal enters the game for R. Sessions,,58-83,,
10:21.0,,,58-83,,T. Rozier enters the game for E. Turner
10:11.0,K. Oubre misses 3-pt shot from 24 ft,,58-83,,
10:10.0,,,58-83,,Defensive rebound by T. Rozier
9:56.0,,,58-86,3,I. Thomas makes 3-pt shot from 24 ft (assist by K. Olynyk)
9:41.0,B. Beal makes 2-pt shot from 19 ft,2,60-86,,
9:29.0,,,60-86,,Turnover by I. Thomas (bad pass; steal by O. Porter)
9:25.0,Turnover by O. Porter (bad pass; steal by K. Olynyk),,60-86,,
9:16.0,,,60-86,,I. Thomas misses 3-pt shot from 24 ft
9:15.0,Defensive rebound by K. Oubre,,60-86,,
9:11.0,Shooting foul by K. Olynyk (drawn by K. Oubre),,60-86,,
9:11.0,K. Oubre makes free throw 1 of 2,1,61-86,,
9:11.0,M. Gortat enters the game for D. Blair,,61-86,,
9:11.0,K. Oubre makes free throw 2 of 2,1,62-86,,
9:02.0,,,62-86,,Shooting foul by K. Oubre (drawn by J. Jerebko)
9:02.0,,,62-86,,J. Jerebko misses free throw 1 of 2
9:02.0,,,62-86,,Offensive rebound by Team
9:02.0,,,62-87,1,J. Jerebko makes free throw 2 of 2
8:46.0,K. Oubre misses 3-pt shot from 25 ft,,62-87,,
8:45.0,,,62-87,,Defensive rebound by J. Jerebko
8:28.0,,,62-87,,D. Lee misses 2-pt shot from 5 ft
8:27.0,,,62-87,,Offensive rebound by D. Lee
8:26.0,,,62-89,2,D. Lee makes 2-pt shot from 2 ft
8:12.0,O. Porter misses 3-pt shot from 24 ft,,62-89,,
8:11.0,Offensive rebound by M. Gortat,,62-89,,
8:04.0,O. Porter makes 2-pt shot from 1 ft (assist by M. Gortat),2,64-89,,
7:43.0,,,64-89,,K. Olynyk misses 2-pt shot from 14 ft
7:42.0,Defensive rebound by K. Oubre,,64-89,,
7:29.0,Shooting foul by J. Jerebko (drawn by M. Gortat),,64-89,,
7:29.0,M. Gortat makes free throw 1 of 2,1,65-89,,
7:29.0,J. Dudley enters the game for O. Porter,,65-89,,
7:29.0,,,65-89,,J. Crowder enters the game for J. Jerebko
7:29.0,M. Gortat makes free throw 2 of 2,1,66-89,,
7:14.0,,,66-92,3,J. Crowder makes 3-pt shot from 24 ft (assist by K. Olynyk)
7:01.0,J. Wall makes 2-pt shot from 2 ft (assist by B. Beal),2,68-92,,
7:01.0,Shooting foul by I. Thomas (drawn by J. Wall),,68-92,,
7:01.0,J. Wall makes free throw 1 of 1,1,69-92,,
6:49.0,,,69-92,,Shooting foul by J. Wall (drawn by D. Lee)
6:49.0,,,69-93,1,D. Lee makes free throw 1 of 2
6:49.0,,,69-94,1,D. Lee makes free throw 2 of 2
6:39.0,J. Wall makes 2-pt shot from 19 ft,2,71-94,,
6:15.0,,,71-96,2,I. Thomas makes 2-pt shot from 13 ft (assist by D. Lee)
6:04.0,J. Wall misses 2-pt shot from 19 ft,,71-96,,
6:04.0,,,71-96,,Defensive rebound by I. Thomas
5:56.0,,,71-98,2,D. Lee makes 2-pt shot from 1 ft (assist by I. Thomas)
5:56.0,Washington full timeout,,71-98,,
5:56.0,Official timeout,,71-98,,
5:56.0,,,71-98,,T. Zeller enters the game for I. Thomas
5:56.0,,,71-98,,R. Hunter enters the game for D. Lee
