time,Washington,pts.away,score,pts.home,Boston
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: M. Gortat vs. A. Johnson (K. Humphries gains possession),,,,Jump ball: M. Gortat vs. A. Johnson (K. Humphries gains possession)
11:36.0,J. Wall misses 2-pt shot from 22 ft,,0-0,,
11:35.0,,,0-0,,Defensive rebound by J. Sullinger
11:17.0,,,0-2,2,J. Sullinger makes 2-pt shot from 8 ft (assist by A. Bradley)
11:03.0,B. Beal makes 2-pt shot from 8 ft (assist by J. Wall),2,2-2,,
10:42.0,,,2-2,,J. Sullinger misses 2-pt shot from 18 ft
10:41.0,,,2-2,,Offensive rebound by Team
10:35.0,,,2-4,2,I. Thomas makes 2-pt shot from 13 ft (assist by A. Johnson)
10:21.0,K. Humphries misses 2-pt shot from 2 ft,,2-4,,
10:20.0,,,2-4,,Defensive rebound by A. Johnson
10:05.0,,,2-4,,Turnover by A. Bradley (step out of bounds)
9:52.0,Turnover by J. Wall (bad pass; steal by I. Thomas),,2-4,,
9:45.0,,,2-6,2,A. Bradley makes 2-pt shot from 2 ft
9:34.0,B. Beal makes 2-pt shot from 1 ft (assist by J. Wall),2,4-6,,
9:25.0,,,4-6,,Shooting foul by O. Porter (drawn by J. Crowder)
9:25.0,,,4-7,1,J. Crowder makes free throw 1 of 2
9:25.0,,,4-8,1,J. Crowder makes free throw 2 of 2
9:13.0,O. Porter misses 2-pt shot from 15 ft,,4-8,,
9:12.0,,,4-8,,Defensive rebound by A. Johnson
9:03.0,,,4-10,2,I. Thomas makes 2-pt shot from 1 ft (assist by J. Sullinger)
8:51.0,B. Beal makes 2-pt shot from 2 ft (assist by J. Wall),2,6-10,,
8:36.0,,,6-10,,Turnover by I. Thomas (bad pass; steal by K. Humphries)
8:28.0,O. Porter misses 3-pt shot from 23 ft,,6-10,,
8:27.0,Offensive rebound by M. Gortat,,6-10,,
8:21.0,Turnover by M. Gortat (bad pass; steal by A. Bradley),,6-10,,
8:18.0,,,6-10,,J. Crowder misses 2-pt shot from 1 ft
8:17.0,,,6-10,,Offensive rebound by Team
8:17.0,Personal foul by O. Porter (drawn by A. Bradley),,6-10,,
8:17.0,,,6-11,1,A. Bradley makes free throw 1 of 2
8:17.0,G. Neal enters the game for O. Porter,,6-11,,
8:17.0,,,6-12,1,A. Bradley makes free throw 2 of 2
8:07.0,Turnover by B. Beal (lost ball; steal by A. Bradley),,6-12,,
8:01.0,Personal foul by B. Beal (drawn by A. Bradley),,6-12,,
7:58.0,,,6-12,,I. Thomas misses 3-pt shot from 23 ft
7:58.0,Defensive rebound by G. Neal,,6-12,,
7:39.0,K. Humphries misses 2-pt shot from 9 ft (block by A. Johnson),,6-12,,
7:38.0,,,6-12,,Defensive rebound by I. Thomas
7:32.0,,,6-12,,A. Bradley misses 3-pt shot from 24 ft
7:31.0,,,6-12,,Offensive rebound by I. Thomas
7:22.0,,,6-14,2,J. Sullinger makes 2-pt shot from 1 ft (assist by J. Crowder)
7:20.0,Washington full timeout,,6-14,,
7:20.0,J. Dudley enters the game for K. Humphries,,6-14,,
7:08.0,M. Gortat misses 2-pt shot from 12 ft,,6-14,,
7:07.0,,,6-14,,Defensive rebound by J. Sullinger
6:49.0,,,6-14,,I. Thomas misses 3-pt shot from 24 ft
6:48.0,Defensive rebound by J. Dudley,,6-14,,
6:37.0,B. Beal misses 2-pt shot from 13 ft,,6-14,,
6:36.0,,,6-14,,Defensive rebound by A. Johnson
6:25.0,,,6-17,3,A. Bradley makes 3-pt shot from 25 ft (assist by A. Johnson)
6:13.0,,,6-17,,Personal block foul by A. Bradley (drawn by B. Beal)
6:13.0,,,6-17,,E. Turner enters the game for I. Thomas
6:07.0,Shooting foul by A. Johnson (drawn by J. Dudley),,6-17,,
6:07.0,J. Dudley makes free throw 1 of 2,1,7-17,,
6:07.0,J. Dudley makes free throw 2 of 2,1,8-17,,
5:54.0,,,8-17,,A. Johnson misses 2-pt shot from 17 ft
5:53.0,,,8-17,,Offensive rebound by A. Bradley
5:47.0,,,8-17,,E. Turner misses 2-pt shot from 6 ft (block by J. Dudley)
5:46.0,Defensive rebound by B. Beal,,8-17,,
5:43.0,B. Beal misses 2-pt shot from 1 ft,,8-17,,
5:42.0,Offensive rebound by J. Wall,,8-17,,
5:41.0,J. Wall misses 2-pt shot from 1 ft,,8-17,,
5:40.0,,,8-17,,Defensive rebound by E. Turner
5:34.0,,,8-17,,J. Crowder misses 3-pt shot from 26 ft
5:33.0,,,8-17,,Offensive rebound by A. Johnson
5:31.0,,,8-17,,A. Johnson misses 2-pt shot from 1 ft
5:28.0,,,8-17,,Offensive rebound by J. Sullinger
5:27.0,,,8-19,2,J. Sullinger makes 2-pt shot from 1 ft
5:22.0,M. Gortat misses 2-pt shot from 4 ft,,8-19,,
5:21.0,,,8-19,,Defensive rebound by J. Crowder
5:15.0,,,8-19,,E. Turner misses 3-pt shot from 23 ft
5:14.0,,,8-19,,Offensive rebound by J. Sullinger
5:10.0,,,8-22,3,A. Bradley makes 3-pt shot from 24 ft (assist by J. Sullinger)
5:03.0,Washington full timeout,,8-22,,
5:03.0,N. Hilario enters the game for M. Gortat,,8-22,,
5:03.0,,,8-22,,J. Jerebko enters the game for A. Johnson
4:52.0,N. Hilario misses 2-pt shot from 2 ft (block by J. Sullinger),,8-22,,
4:51.0,,,8-22,,Defensive rebound by J. Sullinger
4:38.0,,,8-22,,J. Sullinger misses 2-pt shot from 21 ft
4:36.0,Defensive rebound by N. Hilario,,8-22,,
4:26.0,J. Dudley makes 2-pt shot from 20 ft (assist by J. Wall),2,10-22,,
4:07.0,,,10-25,3,J. Crowder makes 3-pt shot from 24 ft (assist by A. Bradley)
3:50.0,J. Dudley misses 2-pt shot from 1 ft (block by E. Turner),,10-25,,
3:49.0,Offensive rebound by Team,,10-25,,
3:47.0,Turnover by J. Dudley (bad pass; steal by J. Jerebko),,10-25,,
3:42.0,,,10-27,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
3:19.0,Offensive foul by N. Hilario,,10-27,,
3:19.0,Turnover by N. Hilario (offensive foul),,10-27,,
3:19.0,D. Blair enters the game for N. Hilario,,10-27,,
3:04.0,,,10-27,,Turnover by J. Jerebko (lost ball)
2:48.0,Turnover by J. Dudley (bad pass; steal by J. Jerebko),,10-27,,
2:29.0,,,10-27,,J. Jerebko misses 3-pt shot from 23 ft
2:29.0,,,10-27,,Offensive rebound by J. Sullinger
2:27.0,,,10-27,,J. Sullinger misses 2-pt shot from 2 ft
2:25.0,Defensive rebound by J. Dudley,,10-27,,
2:23.0,J. Wall misses 2-pt shot from 2 ft (block by E. Turner),,10-27,,
2:22.0,Offensive rebound by Team,,10-27,,
2:22.0,,,10-27,,Boston full timeout
2:22.0,,,10-27,,D. Lee enters the game for J. Crowder
2:22.0,,,10-27,,I. Thomas enters the game for J. Sullinger
2:22.0,Jump ball: E. Turner vs. J. Wall (J. Dudley gains possession),,,,Jump ball: E. Turner vs. J. Wall (J. Dudley gains possession)
2:13.0,Shooting foul by E. Turner (drawn by J. Wall),,10-27,,
2:13.0,J. Wall misses free throw 1 of 2,,10-27,,
2:13.0,Offensive rebound by Team,,10-27,,
2:13.0,J. Wall makes free throw 2 of 2,1,11-27,,
2:00.0,,,11-27,,J. Jerebko misses 2-pt shot from 19 ft
1:59.0,,,11-27,,Offensive rebound by D. Lee
1:58.0,,,11-27,,Turnover by D. Lee (lost ball)
1:58.0,R. Sessions enters the game for J. Wall,,11-27,,
1:44.0,B. Beal makes 2-pt shot from 7 ft,2,13-27,,
1:32.0,,,13-27,,A. Bradley misses 3-pt shot from 24 ft
1:30.0,Defensive rebound by G. Neal,,13-27,,
1:08.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Dudley),3,16-27,,
0:49.0,,,16-27,,D. Lee misses 2-pt shot from 19 ft
0:47.0,Defensive rebound by D. Blair,,16-27,,
0:36.0,B. Beal misses 2-pt shot from 19 ft,,16-27,,
0:35.0,Offensive rebound by D. Blair,,16-27,,
0:25.0,Shooting foul by E. Turner (drawn by R. Sessions),,16-27,,
0:25.0,R. Sessions makes free throw 1 of 2,1,17-27,,
0:25.0,G. Temple enters the game for B. Beal,,17-27,,
0:25.0,R. Sessions makes free throw 2 of 2,1,18-27,,
0:13.0,Personal take foul by R. Sessions (drawn by I. Thomas),,18-27,,
0:02.0,,,18-29,2,J. Jerebko makes 2-pt shot from 2 ft (assist by D. Lee)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,18-29,,I. Thomas misses 2-pt shot from 12 ft
11:45.0,Defensive rebound by Team,,18-29,,
11:45.0,,,18-29,,Loose ball foul by D. Lee (drawn by D. Blair)
11:35.0,G. Neal makes 2-pt shot from 7 ft (assist by R. Sessions),2,20-29,,
11:21.0,,,20-29,,J. Jerebko misses 2-pt shot from 19 ft
11:21.0,,,20-29,,Offensive rebound by D. Lee
11:19.0,,,20-31,2,D. Lee makes 2-pt shot from 1 ft
10:59.0,R. Sessions misses 2-pt shot from 1 ft,,20-31,,
10:59.0,,,20-31,,Defensive rebound by K. Olynyk
10:41.0,,,20-33,2,D. Lee makes 2-pt shot from 1 ft
10:28.0,G. Temple misses 3-pt shot from 24 ft,,20-33,,
10:27.0,,,20-33,,Defensive rebound by E. Turner
10:25.0,,,20-33,,Turnover by E. Turner (bad pass; steal by G. Temple)
10:18.0,G. Temple misses 2-pt shot from 5 ft,,20-33,,
10:17.0,,,20-33,,Defensive rebound by D. Lee
10:04.0,,,20-33,,Turnover by D. Lee (bad pass; steal by R. Sessions)
9:58.0,G. Temple makes 2-pt shot at rim (assist by R. Sessions),2,22-33,,
9:43.0,,,22-33,,J. Jerebko misses 3-pt shot from 24 ft
9:42.0,Defensive rebound by O. Porter,,22-33,,
9:34.0,D. Blair misses 2-pt shot from 13 ft,,22-33,,
9:34.0,,,22-33,,Defensive rebound by Team
9:34.0,Loose ball foul by O. Porter (drawn by J. Jerebko),,22-33,,
9:34.0,M. Gortat enters the game for O. Porter,,22-33,,
9:22.0,,,22-36,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner)
9:03.0,R. Sessions makes 3-pt shot from 24 ft (assist by M. Gortat),3,25-36,,
8:52.0,,,25-36,,E. Turner misses 2-pt shot from 14 ft
8:51.0,Defensive rebound by M. Gortat,,25-36,,
8:42.0,G. Neal misses 2-pt shot from 19 ft,,25-36,,
