time,Boston,pts.away,score,pts.home,Cleveland
7:08.0,,,45-37,3,K. Irving makes 3-pt shot from 25 ft (assist by I. Shumpert)
7:08.0,Boston full timeout,,45-37,,
7:08.0,A. Johnson enters the game for J. Jerebko,,45-37,,
6:52.0,A. Bradley misses 2-pt shot from 5 ft,,45-37,,
6:52.0,,,45-37,,Defensive rebound by K. Love
6:46.0,,,45-37,,Shooting foul by M. Smart (drawn by K. Irving)
6:46.0,,,45-38,1,K. Irving makes free throw 1 of 2
6:46.0,,,45-39,1,K. Irving makes free throw 2 of 2
6:30.0,E. Turner misses 2-pt shot from 14 ft,,45-39,,
6:28.0,,,45-39,,Defensive rebound by K. Irving
6:24.0,,,45-41,2,I. Shumpert makes 2-pt shot at rim (assist by K. Irving)
6:09.0,E. Turner misses 2-pt shot from 16 ft,,45-41,,
6:09.0,,,45-41,,Defensive rebound by K. Love
5:50.0,,,45-41,,K. Love misses 3-pt shot from 23 ft
5:49.0,,,45-41,,Offensive rebound by T. Thompson
5:48.0,,,45-41,,T. Thompson misses 2-pt shot from 2 ft
5:47.0,Defensive rebound by T. Zeller,,45-41,,
5:41.0,Shooting foul by K. Irving (drawn by A. Johnson),,45-41,,
5:41.0,A. Johnson misses free throw 1 of 2,,45-41,,
5:41.0,Offensive rebound by Team,,45-41,,
5:41.0,,,45-41,,L. James enters the game for M. Dellavedova
5:41.0,I. Thomas enters the game for M. Smart,,45-41,,
5:41.0,J. Sullinger enters the game for T. Zeller,,45-41,,
5:41.0,A. Johnson misses free throw 2 of 2,,45-41,,
5:39.0,,,45-41,,Defensive rebound by L. James
5:22.0,,,45-41,,K. Irving misses 3-pt shot from 22 ft
5:22.0,Defensive rebound by E. Turner,,45-41,,
5:18.0,Turnover by E. Turner (lost ball; steal by L. James),,45-41,,
5:14.0,Personal block foul by A. Johnson (drawn by L. James),,45-41,,
5:14.0,,,45-42,1,L. James makes free throw 1 of 2
5:14.0,J. Crowder enters the game for E. Turner,,45-42,,
5:14.0,,,45-43,1,L. James makes free throw 2 of 2
4:54.0,Turnover by A. Bradley (bad pass),,45-43,,
4:40.0,,,45-43,,L. James misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by A. Bradley,,45-43,,
4:33.0,Shooting foul by L. James (drawn by A. Johnson),,45-43,,
4:33.0,A. Johnson makes free throw 1 of 2,1,46-43,,
4:33.0,,,46-43,,J. Smith enters the game for K. Irving
4:33.0,A. Johnson makes free throw 2 of 2,1,47-43,,
4:17.0,,,47-45,2,L. James makes 2-pt shot from 16 ft (assist by K. Love)
4:01.0,A. Bradley makes 2-pt shot from 17 ft,2,49-45,,
3:32.0,,,49-48,3,J. Smith makes 3-pt shot from 22 ft (assist by L. James)
3:15.0,J. Sullinger makes 2-pt shot at rim (assist by I. Thomas),2,51-48,,
3:04.0,,,51-48,,Cleveland full timeout
3:04.0,,,51-48,,M. Dellavedova enters the game for I. Shumpert
3:04.0,Personal foul by A. Johnson (drawn by K. Love),,51-48,,
3:04.0,,,51-49,1,K. Love makes free throw 1 of 2
3:04.0,,,51-50,1,K. Love makes free throw 2 of 2
2:46.0,I. Thomas makes 2-pt shot at rim,2,53-50,,
2:41.0,,,53-50,,L. James misses 2-pt shot from 1 ft
2:40.0,,,53-50,,Offensive rebound by L. James
2:40.0,,,53-50,,L. James misses 2-pt shot from 1 ft
2:39.0,Defensive rebound by J. Sullinger,,53-50,,
2:30.0,J. Crowder misses 3-pt shot from 24 ft,,53-50,,
2:28.0,,,53-50,,Defensive rebound by L. James
2:19.0,,,53-50,,Turnover by T. Thompson (3 sec)
2:06.0,M. Smart enters the game for A. Johnson,,53-50,,
2:06.0,,,53-50,,I. Shumpert enters the game for T. Thompson
2:06.0,Turnover by A. Bradley (lost ball; steal by M. Dellavedova),,53-50,,
2:06.0,Jump ball: A. Bradley vs. M. Dellavedova (L. James gains possession),,,,Jump ball: A. Bradley vs. M. Dellavedova (L. James gains possession)
1:54.0,,,53-53,3,I. Shumpert makes 3-pt shot from 24 ft (assist by K. Love)
1:34.0,M. Smart misses 2-pt shot from 14 ft,,53-53,,
1:33.0,,,53-53,,Defensive rebound by I. Shumpert
1:10.0,,,53-53,,Turnover by I. Shumpert (lost ball; steal by J. Crowder)
1:06.0,A. Bradley misses 3-pt shot from 25 ft,,53-53,,
1:05.0,Offensive rebound by M. Smart,,53-53,,
1:02.0,I. Thomas misses 2-pt shot from 1 ft,,53-53,,
1:01.0,,,53-53,,Defensive rebound by I. Shumpert
1:01.0,Personal foul by J. Crowder (drawn by I. Shumpert),,53-53,,
1:01.0,,,53-54,1,I. Shumpert makes free throw 1 of 2
1:01.0,,,53-55,1,I. Shumpert makes free throw 2 of 2
0:46.0,Shooting foul by I. Shumpert (drawn by I. Thomas),,53-55,,
0:46.0,I. Thomas misses free throw 1 of 2,,53-55,,
0:46.0,Offensive rebound by Team,,53-55,,
0:46.0,I. Thomas misses free throw 2 of 2,,53-55,,
0:45.0,,,53-55,,Defensive rebound by J. Smith
0:29.0,,,53-55,,I. Shumpert misses 2-pt shot at rim
0:29.0,Defensive rebound by J. Sullinger,,53-55,,
0:29.0,,,53-55,,Personal foul by I. Shumpert (drawn by J. Sullinger)
0:29.0,J. Sullinger makes free throw 1 of 2,1,54-55,,
0:29.0,,,54-55,,K. Irving enters the game for I. Shumpert
0:29.0,J. Sullinger misses free throw 2 of 2,,54-55,,
0:28.0,,,54-55,,Defensive rebound by J. Smith
0:04.0,,,54-55,,L. James misses 2-pt shot from 3 ft (block by J. Crowder)
0:03.0,Defensive rebound by M. Smart,,54-55,,
0:00.0,Boston full timeout,,54-55,,
0:00.0,,,54-55,,T. Mozgov enters the game for K. Love
0:00.0,,,54-55,,T. Thompson enters the game for K. Irving
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,J. Sullinger misses 2-pt shot from 5 ft,,54-55,,
11:37.0,,,54-55,,Defensive rebound by T. Mozgov
11:24.0,,,54-55,,K. Irving misses 3-pt shot from 24 ft
11:23.0,Defensive rebound by A. Bradley,,54-55,,
11:12.0,A. Johnson makes 2-pt shot from 5 ft (assist by A. Bradley),2,56-55,,
10:47.0,,,56-57,2,J. Smith makes 2-pt shot from 1 ft
10:32.0,J. Crowder misses 3-pt shot from 24 ft,,56-57,,
10:31.0,,,56-57,,Defensive rebound by K. Irving
10:28.0,,,56-57,,Offensive foul by L. James
10:28.0,,,56-57,,Turnover by L. James (offensive foul)
10:19.0,J. Crowder misses 2-pt shot from 8 ft,,56-57,,
10:18.0,Offensive rebound by J. Sullinger,,56-57,,
10:17.0,J. Sullinger misses 2-pt shot at rim (block by K. Irving),,56-57,,
10:16.0,Offensive rebound by J. Crowder,,56-57,,
10:15.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Crowder),3,59-57,,
9:57.0,Personal foul by J. Sullinger (drawn by T. Mozgov),,59-57,,
9:52.0,,,59-57,,Turnover by L. James (bad pass)
9:42.0,,,59-57,,Personal foul by K. Irving (drawn by I. Thomas)
9:34.0,Turnover by A. Bradley (bad pass; steal by K. Love),,59-57,,
9:28.0,,,59-59,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
9:14.0,Flagrant foul type 1 by A. Johnson (drawn by T. Mozgov),,59-59,,
9:14.0,Turnover by A. Johnson (offensive foul),,59-59,,
9:14.0,,,59-60,1,T. Mozgov makes flagrant free throw 1 of 2
9:14.0,,,59-61,1,T. Mozgov makes flagrant free throw 2 of 2
9:02.0,,,59-61,,Shooting foul by J. Crowder (drawn by L. James)
9:02.0,,,59-62,1,L. James makes free throw 1 of 2
9:02.0,,,59-63,1,L. James makes free throw 2 of 2
8:44.0,A. Johnson misses 2-pt shot from 5 ft,,59-63,,
8:43.0,Offensive rebound by Team,,59-63,,
8:39.0,J. Sullinger makes 2-pt shot from 19 ft (assist by I. Thomas),2,61-63,,
8:22.0,,,61-65,2,K. Love makes 2-pt shot at rim (assist by L. James)
8:08.0,A. Bradley misses 3-pt shot from 23 ft,,61-65,,
8:08.0,,,61-65,,Defensive rebound by T. Mozgov
8:04.0,,,61-65,,Turnover by T. Mozgov (bad pass; steal by A. Bradley)
8:02.0,Offensive charge foul by A. Bradley,,61-65,,
8:02.0,Turnover by A. Bradley (offensive foul),,61-65,,
7:42.0,,,61-65,,J. Smith misses 3-pt shot from 29 ft
7:41.0,,,61-65,,Offensive rebound by L. James
7:38.0,,,61-67,2,L. James makes 2-pt shot from 1 ft
7:20.0,I. Thomas misses 2-pt shot from 5 ft,,61-67,,
7:18.0,Offensive rebound by J. Sullinger,,61-67,,
7:16.0,J. Sullinger makes 2-pt shot from 1 ft,2,63-67,,
7:14.0,,,63-67,,Turnover by K. Irving (bad pass)
7:14.0,M. Smart enters the game for A. Johnson,,63-67,,
7:04.0,Shooting foul by K. Love (drawn by I. Thomas),,63-67,,
7:04.0,I. Thomas makes free throw 1 of 2,1,64-67,,
7:04.0,,,64-67,,I. Shumpert enters the game for T. Mozgov
7:04.0,I. Thomas makes free throw 2 of 2,1,65-67,,
6:56.0,,,65-67,,Turnover by K. Irving (bad pass; steal by J. Crowder)
6:51.0,J. Crowder makes 2-pt shot at rim,2,67-67,,
6:47.0,,,67-67,,Shooting foul by J. Sullinger (drawn by L. James)
6:47.0,,,67-67,,L. James misses free throw 1 of 2
6:47.0,,,67-67,,Offensive rebound by Team
6:47.0,,,67-67,,L. James misses free throw 2 of 2
6:46.0,Defensive rebound by J. Crowder,,67-67,,
6:32.0,I. Thomas makes 3-pt shot from 25 ft,3,70-67,,
6:16.0,,,70-70,3,L. James makes 3-pt shot from 24 ft (assist by K. Irving)
6:01.0,I. Thomas misses 3-pt shot from 28 ft,,70-70,,
6:00.0,,,70-70,,Defensive rebound by L. James
5:52.0,,,70-72,2,K. Irving makes 2-pt shot at rim (assist by J. Smith)
5:52.0,,,70-72,,Shooting foul by J. Crowder (drawn by K. Irving)
5:52.0,,,70-72,,Cleveland full timeout
5:52.0,,,70-72,,K. Irving misses free throw 1 of 1
5:51.0,Defensive rebound by J. Crowder,,70-72,,
5:33.0,J. Sullinger misses 2-pt shot from 4 ft,,70-72,,
5:33.0,,,70-72,,Defensive rebound by Team
5:13.0,,,70-72,,Shooting foul by M. Smart (drawn by K. Love)
5:13.0,,,70-73,1,K. Love makes free throw 1 of 2
5:13.0,,,70-74,1,K. Love makes free throw 2 of 2
4:55.0,Turnover by M. Smart (lost ball; steal by L. James),,70-74,,
4:45.0,,,70-74,,J. Smith misses 2-pt shot from 7 ft
4:44.0,,,70-74,,Offensive rebound by I. Shumpert
4:43.0,,,70-76,2,L. James makes 2-pt shot at rim (assist by I. Shumpert)
4:34.0,J. Crowder makes 3-pt shot from 23 ft (assist by I. Thomas),3,73-76,,
4:22.0,,,73-76,,K. Irving misses 3-pt shot from 24 ft
4:21.0,,,73-76,,Offensive rebound by L. James
4:19.0,,,73-78,2,L. James makes 2-pt shot from 2 ft
4:06.0,M. Smart misses 2-pt shot from 4 ft,,73-78,,
4:05.0,Offensive rebound by J. Sullinger,,73-78,,
4:05.0,J. Sullinger makes 2-pt shot from 1 ft,2,75-78,,
4:05.0,Technical foul by M. Smart,,75-78,,
4:05.0,,,75-79,1,K. Irving makes technical free throw
3:47.0,,,75-79,,Shooting foul by M. Smart (drawn by L. James)
3:47.0,,,75-79,,L. James misses free throw 1 of 2
3:47.0,,,75-79,,Offensive rebound by Team
3:47.0,,,75-79,,M. Dellavedova enters the game for K. Irving
3:47.0,E. Turner enters the game for J. Crowder,,75-79,,
3:47.0,J. Jerebko enters the game for A. Bradley,,75-79,,
3:47.0,,,75-79,,L. James misses free throw 2 of 2
3:45.0,,,75-79,,Offensive rebound by I. Shumpert
3:30.0,,,75-79,,L. James misses 3-pt shot from 24 ft
3:30.0,Defensive rebound by J. Jerebko,,75-79,,
3:14.0,J. Sullinger makes 2-pt shot at rim (assist by E. Turner),2,77-79,,
3:03.0,,,77-81,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
2:47.0,J. Sullinger makes 2-pt shot from 20 ft (assist by E. Turner),2,79-81,,
2:29.0,,,79-83,2,M. Dellavedova makes 2-pt shot from 3 ft
2:13.0,E. Turner makes 2-pt shot at rim,2,81-83,,
1:50.0,,,81-83,,L. James misses 2-pt shot from 17 ft
1:49.0,,,81-83,,Offensive rebound by I. Shumpert
1:40.0,,,81-83,,Shooting foul by M. Smart (drawn by K. Love)
1:40.0,Boston full timeout,,81-83,,
1:40.0,J. Crowder enters the game for M. Smart,,81-83,,
1:40.0,,,81-84,1,K. Love makes free throw 1 of 3
1:40.0,,,81-85,1,K. Love makes free throw 2 of 3
1:40.0,,,81-86,1,K. Love makes free throw 3 of 3
1:24.0,I. Thomas makes 2-pt shot from 1 ft (assist by J. Jerebko),2,83-86,,
1:02.0,,,83-88,2,M. Dellavedova makes 2-pt shot from 6 ft
0:51.0,J. Sullinger misses 2-pt shot from 4 ft,,83-88,,
0:51.0,Offensive rebound by J. Sullinger,,83-88,,
0:51.0,,,83-88,,Personal foul by M. Dellavedova (drawn by J. Sullinger)
0:51.0,T. Zeller enters the game for J. Sullinger,,83-88,,
0:51.0,,,83-88,,T. Thompson enters the game for K. Love
0:39.0,I. Thomas misses 2-pt shot from 14 ft,,83-88,,
0:38.0,,,83-88,,Defensive rebound by L. James
0:17.0,,,83-91,3,I. Shumpert makes 3-pt shot from 23 ft (assist by J. Smith)
0:00.0,E. Turner misses 2-pt shot from 10 ft,,83-91,,
0:00.0,Offensive rebound by Team,,83-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,83-93,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
11:20.0,A. Bradley misses 2-pt shot from 7 ft,,83-93,,
11:20.0,,,83-93,,Defensive rebound by R. Jefferson
11:12.0,,,83-93,,K. Irving misses 2-pt shot from 5 ft
11:12.0,Defensive rebound by E. Turner,,83-93,,
11:08.0,A. Bradley misses 3-pt shot from 25 ft,,83-93,,
11:07.0,,,83-93,,Defensive rebound by R. Jefferson
11:03.0,,,83-95,2,K. Irving makes 2-pt shot from 1 ft (assist by R. Jefferson)
11:02.0,Boston full timeout,,83-95,,
11:02.0,,,83-95,,Inbound foul by M. Dellavedova
11:02.0,A. Bradley makes free throw 1 of 2,1,84-95,,
11:02.0,A. Bradley makes free throw 2 of 2,1,85-95,,
10:50.0,,,85-95,,K. Irving misses 2-pt shot from 16 ft
10:49.0,,,85-95,,Offensive rebound by T. Thompson
10:44.0,,,85-95,,Shooting foul by E. Turner (drawn by T. Thompson)
10:44.0,,,85-96,1,T. Thompson makes free throw 1 of 2
10:44.0,,,85-97,1,T. Thompson makes free throw 2 of 2
10:30.0,Turnover by A. Bradley (bad pass),,85-97,,
10:10.0,,,85-97,,R. Jefferson misses 2-pt shot from 8 ft
10:10.0,Defensive rebound by J. Jerebko,,85-97,,
9:57.0,,,85-97,,Personal foul by I. Shumpert (drawn by J. Jerebko)
9:51.0,T. Zeller misses 2-pt shot from 17 ft,,85-97,,
9:50.0,,,85-97,,Defensive rebound by I. Shumpert
9:38.0,,,85-99,2,M. Dellavedova makes 2-pt shot from 7 ft
9:26.0,J. Jerebko makes 2-pt shot from 13 ft,2,87-99,,
9:02.0,,,87-99,,Turnover by R. Jefferson (bad pass; steal by T. Zeller)
8:52.0,J. Crowder misses 3-pt shot from 24 ft,,87-99,,
8:51.0,,,87-99,,Defensive rebound by I. Shumpert
8:30.0,,,87-99,,Turnover by T. Thompson (3 sec)
8:30.0,I. Thomas enters the game for J. Crowder,,87-99,,
8:11.0,E. Turner makes 2-pt shot from 13 ft,2,89-99,,
7:54.0,,,89-101,2,R. Jefferson makes 2-pt shot at rim (assist by M. Dellavedova)
7:45.0,Shooting foul by K. Irving (drawn by T. Zeller),,89-101,,
7:45.0,T. Zeller makes free throw 1 of 2,1,90-101,,
7:45.0,J. Crowder enters the game for J. Jerebko,,90-101,,
7:45.0,,,90-101,,L. James enters the game for R. Jefferson
7:45.0,T. Zeller makes free throw 2 of 2,1,91-101,,
7:24.0,,,91-103,2,L. James makes 2-pt shot from 1 ft (assist by M. Dellavedova)
7:06.0,Shooting foul by K. Irving (drawn by E. Turner),,91-103,,
7:06.0,E. Turner misses free throw 1 of 2,,91-103,,
7:06.0,Offensive rebound by Team,,91-103,,
7:06.0,,,91-103,,J. Smith enters the game for K. Irving
7:06.0,E. Turner makes free throw 2 of 2,1,92-103,,
6:53.0,,,92-103,,Turnover by L. James (bad pass; steal by I. Thomas)
6:47.0,I. Thomas makes 2-pt shot from 1 ft,2,94-103,,
6:20.0,,,94-103,,L. James misses 2-pt shot from 7 ft
6:19.0,Defensive rebound by T. Zeller,,94-103,,
6:08.0,A. Bradley misses 2-pt shot from 20 ft,,94-103,,
6:07.0,,,94-103,,Defensive rebound by L. James
5:45.0,,,94-103,,L. James misses 2-pt shot from 16 ft
5:43.0,Defensive rebound by I. Thomas,,94-103,,
5:31.0,A. Bradley misses 3-pt shot from 22 ft,,94-103,,
5:31.0,Offensive rebound by Team,,94-103,,
5:31.0,,,94-103,,Loose ball foul by T. Thompson (drawn by T. Zeller)
5:31.0,Official timeout,,94-103,,
5:31.0,T. Zeller makes free throw 1 of 2,1,95-103,,
5:31.0,T. Zeller makes free throw 2 of 2,1,96-103,,
5:16.0,,,96-106,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
4:57.0,I. Thomas misses 2-pt shot from 2 ft (block by M. Dellavedova),,96-106,,
4:57.0,,,96-106,,Defensive rebound by I. Shumpert
4:51.0,,,96-106,,J. Smith misses 3-pt shot from 24 ft
4:49.0,,,96-106,,Offensive rebound by L. James
4:33.0,,,96-108,2,L. James makes 2-pt shot at rim
4:17.0,T. Zeller misses 2-pt shot at rim,,96-108,,
4:13.0,,,96-108,,Defensive rebound by I. Shumpert
3:59.0,,,96-110,2,I. Shumpert makes 2-pt shot from 19 ft (assist by L. James)
3:46.0,Shooting foul by T. Thompson (drawn by J. Crowder),,96-110,,
3:46.0,J. Crowder makes free throw 1 of 2,1,97-110,,
3:46.0,J. Sullinger enters the game for T. Zeller,,97-110,,
3:46.0,M. Smart enters the game for E. Turner,,97-110,,
3:46.0,J. Crowder makes free throw 2 of 2,1,98-110,,
