time,LA Lakers,pts.away,score,pts.home,New Orleans
1:11.0,J. Clarkson makes 3-pt shot from 23 ft (assist by J. Randle),3,98-110,,
0:51.0,,,98-110,,J. Hamilton misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by J. Clarkson,,98-110,,
0:46.0,D. Russell misses 3-pt shot from 25 ft,,98-110,,
0:45.0,Offensive rebound by R. Kelly,,98-110,,
0:40.0,R. Kelly makes 2-pt shot from 21 ft,2,100-110,,
0:34.0,Personal foul by D. Russell,,100-110,,
0:34.0,,,100-110,,T. Frazier misses free throw 1 of 2
0:34.0,,,100-110,,Offensive rebound by Team
0:34.0,,,100-110,,T. Frazier misses free throw 2 of 2
0:33.0,Defensive rebound by R. Sacre,,100-110,,
0:23.0,,,100-110,,Personal block foul by T. Douglas
0:23.0,D. Russell makes free throw 1 of 2,1,101-110,,
0:23.0,D. Russell makes free throw 2 of 2,1,102-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
