time,Golden State,pts.away,score,pts.home,Denver
6:35.0,,,103-86,,E. Mudiay misses 2-pt shot from 21 ft
6:32.0,Defensive rebound by M. Speights,,103-86,,
6:15.0,Turnover by S. Livingston (bad pass; steal by D. Arthur),,103-86,,
6:15.0,Personal take foul by A. Iguodala (drawn by G. Harris),,103-86,,
6:15.0,,,103-87,1,G. Harris makes free throw 1 of 2
6:15.0,Golden State full timeout,,103-87,,
6:15.0,,,103-87,,N. Jokic enters the game for D. Arthur
6:15.0,K. Thompson enters the game for A. Iguodala,,103-87,,
6:15.0,,,103-87,,G. Harris misses free throw 2 of 2
6:13.0,Defensive rebound by M. Speights,,103-87,,
5:57.0,M. Speights misses 2-pt shot from 17 ft,,103-87,,
5:56.0,,,103-87,,Defensive rebound by E. Mudiay
5:37.0,,,103-87,,Turnover by G. Harris (offensive foul)
5:37.0,,,103-87,,Offensive foul by G. Harris
5:37.0,H. Barnes enters the game for M. Speights,,103-87,,
5:20.0,K. Thompson misses 2-pt shot from 21 ft,,103-87,,
5:19.0,,,103-87,,Defensive rebound by N. Jokic
5:10.0,,,103-87,,N. Jokic misses 2-pt shot from 21 ft
5:08.0,Defensive rebound by S. Livingston,,103-87,,
5:02.0,L. Barbosa makes 3-pt shot from 23 ft (assist by K. Thompson),3,106-87,,
4:48.0,,,106-87,,J. Nelson misses 2-pt shot from 19 ft
4:48.0,Defensive rebound by S. Livingston,,106-87,,
4:45.0,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston),2,108-87,,
4:45.0,,,108-87,,Denver full timeout
4:43.0,,,108-87,,W. Barton enters the game for E. Mudiay
4:27.0,,,108-87,,D. Gallinari misses 2-pt shot from 1 ft (block by D. Green)
4:24.0,Defensive rebound by S. Livingston,,108-87,,
4:06.0,H. Barnes misses 2-pt shot from 1 ft,,108-87,,
4:05.0,,,108-87,,Defensive rebound by N. Jokic
3:56.0,,,108-87,,D. Gallinari misses 2-pt shot from 3 ft (block by K. Thompson)
3:53.0,,,108-87,,Offensive rebound by D. Gallinari
3:49.0,,,108-90,3,G. Harris makes 3-pt shot from 24 ft (assist by D. Gallinari)
3:26.0,D. Green misses 3-pt shot from 25 ft,,108-90,,
3:24.0,,,108-90,,Defensive rebound by W. Barton
3:11.0,,,108-92,2,N. Jokic makes 2-pt shot from 2 ft (assist by D. Gallinari)
2:48.0,L. Barbosa makes 2-pt shot from 20 ft,2,110-92,,
2:30.0,,,110-94,2,D. Gallinari makes 2-pt shot from 2 ft (assist by G. Harris)
2:30.0,,,110-94,,Shooting foul by H. Barnes (drawn by D. Gallinari)
2:30.0,Official timeout,,110-94,,
2:30.0,A. Iguodala enters the game for S. Livingston,,110-94,,
2:30.0,I. Clark enters the game for L. Barbosa,,110-94,,
2:30.0,,,110-95,1,D. Gallinari makes free throw 1 of 1
2:19.0,D. Green makes 2-pt shot at rim (assist by K. Thompson),2,112-95,,
2:19.0,Technical foul by D. Green,,112-95,,
2:19.0,,,112-96,1,D. Gallinari makes technical free throw
2:10.0,Personal foul by D. Green (drawn by N. Jokic),,112-96,,
2:10.0,,,112-97,1,N. Jokic makes free throw 1 of 2
2:10.0,,,112-97,,K. Papanikolaou enters the game for D. Gallinari
2:10.0,,,112-98,1,N. Jokic makes free throw 2 of 2
1:53.0,H. Barnes makes 3-pt shot from 24 ft (assist by K. Thompson),3,115-98,,
1:45.0,,,115-100,2,G. Harris makes 2-pt shot at rim (assist by J. Nelson)
1:30.0,Turnover by D. Green (lost ball; steal by N. Jokic),,115-100,,
1:25.0,,,115-102,2,N. Jokic makes 2-pt shot from 2 ft (assist by W. Barton)
1:25.0,,,115-102,,Shooting foul by I. Clark (drawn by N. Jokic)
1:25.0,J. McAdoo enters the game for D. Green,,115-102,,
1:25.0,,,115-103,1,N. Jokic makes free throw 1 of 1
1:09.0,A. Iguodala misses 3-pt shot from 23 ft,,115-103,,
1:09.0,Offensive rebound by J. McAdoo,,115-103,,
1:03.0,Turnover by H. Barnes (bad pass; steal by K. Papanikolaou),,115-103,,
0:57.0,,,115-105,2,W. Barton makes 2-pt shot from 2 ft
0:36.0,K. Thompson makes 3-pt shot from 26 ft (assist by I. Clark),3,118-105,,
0:23.0,,,118-105,,J. Nelson misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by K. Thompson,,118-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
