time,Milwaukee,pts.away,score,pts.home,Chicago
8:09.0,G. Antetokounmpo makes 2-pt shot from 18 ft,2,6-7,,
7:59.0,,,6-7,,P. Gasol misses 2-pt shot from 19 ft
7:58.0,Defensive rebound by K. Middleton,,6-7,,
7:51.0,K. Middleton makes 2-pt shot from 6 ft,2,8-7,,
7:33.0,,,8-7,,Turnover by D. Rose (bad pass; steal by K. Middleton)
7:21.0,M. Plumlee makes 2-pt shot from 4 ft (assist by G. Antetokounmpo),2,10-7,,
6:49.0,,,10-7,,E. Moore misses 3-pt shot from 23 ft
6:48.0,,,10-7,,Offensive rebound by T. Gibson
6:36.0,,,10-9,2,T. Gibson makes 2-pt shot from 10 ft (assist by D. Rose)
6:12.0,J. Parker misses 2-pt shot from 21 ft,,10-9,,
6:12.0,,,10-9,,Defensive rebound by P. Gasol
6:01.0,,,10-11,2,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol)
5:47.0,K. Middleton misses 2-pt shot from 22 ft,,10-11,,
5:46.0,Offensive rebound by O. Mayo,,10-11,,
5:42.0,J. Parker misses 2-pt shot from 1 ft,,10-11,,
5:40.0,Offensive rebound by M. Plumlee,,10-11,,
5:37.0,Shooting foul by M. Dunleavy (drawn by M. Plumlee),,10-11,,
5:37.0,,,10-11,,Chicago full timeout
5:37.0,J. Bayless enters the game for O. Mayo,,10-11,,
5:37.0,M. Plumlee misses free throw 1 of 2,,10-11,,
5:37.0,Offensive rebound by Team,,10-11,,
5:37.0,M. Plumlee misses free throw 2 of 2,,10-11,,
5:37.0,,,10-11,,Defensive rebound by E. Moore
5:25.0,,,10-13,2,M. Dunleavy makes 2-pt shot from 17 ft (assist by P. Gasol)
5:07.0,Turnover by G. Antetokounmpo (bad pass),,10-13,,
4:48.0,Violation by J. Parker (def goaltending),,10-13,,
4:48.0,,,10-15,2,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol)
4:32.0,J. Parker misses 2-pt shot from 13 ft,,10-15,,
4:31.0,Offensive rebound by M. Plumlee,,10-15,,
4:29.0,M. Plumlee misses 2-pt shot from 3 ft,,10-15,,
4:28.0,,,10-15,,Defensive rebound by P. Gasol
4:22.0,,,10-15,,D. Rose misses 2-pt shot from 2 ft
4:19.0,Defensive rebound by J. Parker,,10-15,,
4:04.0,Turnover by K. Middleton (bad pass; steal by T. Gibson),,10-15,,
3:58.0,,,10-15,,N. Mirotic enters the game for M. Dunleavy
3:58.0,,,10-15,,D. McDermott enters the game for E. Moore
3:58.0,,,10-15,,J. Holiday enters the game for T. Gibson
3:58.0,G. Monroe enters the game for M. Plumlee,,10-15,,
3:54.0,,,10-15,,D. McDermott misses 2-pt shot from 20 ft
3:52.0,Defensive rebound by G. Monroe,,10-15,,
3:43.0,G. Monroe misses 2-pt shot from 19 ft,,10-15,,
3:42.0,,,10-15,,Defensive rebound by P. Gasol
3:38.0,,,10-17,2,D. Rose makes 2-pt shot from 2 ft (assist by P. Gasol)
3:09.0,K. Middleton misses 2-pt shot from 17 ft (block by N. Mirotic),,10-17,,
3:08.0,Offensive rebound by K. Middleton,,10-17,,
3:07.0,K. Middleton misses 3-pt shot from 22 ft,,10-17,,
3:07.0,Offensive rebound by Team,,10-17,,
3:07.0,Turnover by Team (shot clock),,10-17,,
3:07.0,R. Vaughn enters the game for J. Parker,,10-17,,
2:58.0,Personal foul by G. Monroe (drawn by P. Gasol),,10-17,,
2:58.0,Milwaukee full timeout,,10-17,,
2:50.0,,,10-17,,P. Gasol misses 2-pt shot from 18 ft
2:49.0,,,10-17,,Offensive rebound by J. Holiday
2:46.0,,,10-17,,D. Rose misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by G. Antetokounmpo,,10-17,,
2:35.0,G. Monroe makes 2-pt shot from 17 ft (assist by J. Bayless),2,12-17,,
2:24.0,Def 3 sec tech foul by R. Vaughn,,12-17,,
2:24.0,,,12-18,1,N. Mirotic makes technical free throw
2:24.0,,,12-21,3,D. Rose makes 3-pt shot from 25 ft (assist by P. Gasol)
2:12.0,G. Monroe misses 2-pt shot from 19 ft,,12-21,,
2:11.0,,,12-21,,Defensive rebound by D. McDermott
1:47.0,,,12-21,,J. Holiday misses 2-pt shot from 2 ft
1:46.0,Defensive rebound by G. Monroe,,12-21,,
1:43.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,12-21,,
1:42.0,,,12-21,,Defensive rebound by P. Gasol
1:30.0,,,12-21,,P. Gasol misses 2-pt shot from 17 ft
1:29.0,Defensive rebound by K. Middleton,,12-21,,
1:23.0,K. Middleton makes 2-pt shot from 1 ft,2,14-21,,
1:13.0,,,14-21,,Turnover by N. Mirotic (bad pass; steal by K. Middleton)
1:05.0,Turnover by K. Middleton (bad pass),,14-21,,
0:53.0,,,14-23,2,N. Mirotic makes 2-pt shot from 1 ft (assist by P. Gasol)
0:39.0,K. Middleton misses 3-pt shot from 24 ft,,14-23,,
0:39.0,,,14-23,,Defensive rebound by N. Mirotic
0:29.0,,,14-25,2,N. Mirotic makes 2-pt shot from 1 ft (assist by P. Gasol)
0:09.0,,,14-25,,Personal foul by N. Mirotic (drawn by G. Antetokounmpo)
0:09.0,,,14-25,,A. Brooks enters the game for D. Rose
0:05.0,K. Middleton makes 2-pt shot from 18 ft,2,16-25,,
0:01.0,,,16-25,,A. Brooks misses 3-pt shot from 40 ft
0:00.0,,,16-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,K. Middleton makes 2-pt shot from 9 ft,2,18-25,,
11:26.0,,,18-27,2,J. Holiday makes 2-pt shot from 1 ft (assist by T. Gibson)
11:12.0,G. Monroe misses 2-pt shot from 1 ft (block by J. Holiday),,18-27,,
11:11.0,,,18-27,,Defensive rebound by D. McDermott
11:08.0,,,18-29,2,D. McDermott makes 2-pt shot at rim
10:47.0,Turnover by K. Middleton (bad pass; steal by J. Holiday),,18-29,,
10:29.0,,,18-29,,D. McDermott misses 2-pt shot from 2 ft
10:28.0,Defensive rebound by G. Monroe,,18-29,,
10:28.0,,,18-29,,Personal foul by D. McDermott (drawn by G. Monroe)
10:09.0,J. Bayless misses 3-pt shot from 24 ft,,18-29,,
10:09.0,,,18-29,,Defensive rebound by N. Mirotic
10:01.0,,,18-31,2,D. McDermott makes 2-pt shot from 8 ft (assist by N. Mirotic)
9:53.0,Milwaukee full timeout,,18-31,,
9:53.0,,,18-31,,B. Portis enters the game for N. Mirotic
9:53.0,O. Mayo enters the game for K. Middleton,,18-31,,
9:35.0,J. Bayless makes 3-pt shot from 25 ft (assist by R. Vaughn),3,21-31,,
9:18.0,,,21-31,,Turnover by A. Brooks (bad pass)
9:09.0,,,21-31,,Personal foul by D. McDermott (drawn by R. Vaughn)
9:04.0,Shooting foul by A. Brooks (drawn by J. Bayless),,21-31,,
9:04.0,J. Bayless makes free throw 1 of 2,1,22-31,,
9:04.0,J. Bayless misses free throw 2 of 2,,22-31,,
9:03.0,,,22-31,,Defensive rebound by B. Portis
8:46.0,,,22-31,,Turnover by J. Holiday (bad pass)
8:28.0,G. Monroe misses 2-pt shot from 2 ft (block by T. Gibson),,22-31,,
8:26.0,Offensive rebound by G. Monroe,,22-31,,
8:26.0,G. Monroe makes 2-pt shot from 1 ft,2,24-31,,
8:14.0,,,24-31,,D. McDermott misses 3-pt shot from 25 ft
8:13.0,Defensive rebound by O. Mayo,,24-31,,
8:02.0,R. Vaughn makes 3-pt shot from 23 ft (assist by J. Bayless),3,27-31,,
8:01.0,,,27-31,,Chicago full timeout
8:01.0,,,27-31,,D. Rose enters the game for D. McDermott
8:01.0,,,27-31,,M. Dunleavy enters the game for J. Holiday
8:01.0,,,27-31,,E. Moore enters the game for A. Brooks
7:48.0,,,27-33,2,E. Moore makes 2-pt shot from 14 ft (assist by D. Rose)
7:38.0,J. Bayless misses 2-pt shot from 1 ft (block by T. Gibson),,27-33,,
7:35.0,,,27-33,,Defensive rebound by T. Gibson
7:33.0,Personal foul by G. Monroe (drawn by T. Gibson),,27-33,,
7:15.0,,,27-33,,M. Dunleavy misses 3-pt shot from 22 ft
7:14.0,Defensive rebound by G. Monroe,,27-33,,
6:57.0,J. Parker misses 2-pt shot from 14 ft,,27-33,,
6:57.0,,,27-33,,Defensive rebound by M. Dunleavy
6:51.0,,,27-33,,Turnover by D. Rose (bad pass)
6:35.0,R. Vaughn misses 3-pt shot from 25 ft,,27-33,,
6:35.0,,,27-33,,Defensive rebound by T. Gibson
6:12.0,,,27-33,,Offensive charge foul by D. Rose
6:12.0,,,27-33,,Turnover by D. Rose (offensive foul)
6:02.0,J. Parker makes 2-pt shot from 2 ft,2,29-33,,
5:44.0,,,29-33,,D. Rose misses 2-pt shot from 5 ft
5:42.0,Defensive rebound by Team,,29-33,,
5:42.0,G. Antetokounmpo enters the game for O. Mayo,,29-33,,
5:42.0,,,29-33,,P. Gasol enters the game for B. Portis
5:24.0,J. Parker makes 2-pt shot at rim (assist by J. Bayless),2,31-33,,
5:16.0,Personal foul by J. Parker (drawn by T. Gibson),,31-33,,
5:08.0,,,31-35,2,E. Moore makes 2-pt shot at rim (assist by P. Gasol)
4:48.0,J. Bayless misses 3-pt shot from 25 ft,,31-35,,
4:47.0,Offensive rebound by G. Monroe,,31-35,,
4:46.0,Shooting foul by T. Gibson (drawn by G. Monroe),,31-35,,
4:46.0,G. Monroe makes free throw 1 of 2,1,32-35,,
4:46.0,K. Middleton enters the game for R. Vaughn,,32-35,,
4:46.0,G. Monroe misses free throw 2 of 2,,32-35,,
4:46.0,,,32-35,,Defensive rebound by P. Gasol
4:32.0,,,32-37,2,D. Rose makes 2-pt shot from 2 ft (assist by P. Gasol)
4:10.0,G. Antetokounmpo misses 2-pt shot from 11 ft,,32-37,,
4:08.0,Offensive rebound by J. Parker,,32-37,,
4:06.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,34-37,,
3:53.0,,,34-37,,P. Gasol misses 2-pt shot from 16 ft
3:52.0,Defensive rebound by J. Parker,,34-37,,
3:43.0,G. Monroe misses 2-pt shot from 17 ft,,34-37,,
3:42.0,,,34-37,,Defensive rebound by P. Gasol
3:38.0,,,34-37,,E. Moore misses 2-pt shot from 1 ft
3:38.0,Defensive rebound by J. Parker,,34-37,,
3:32.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by K. Middleton),2,36-37,,
3:15.0,Personal foul by J. Parker (drawn by T. Gibson),,36-37,,
3:15.0,M. Plumlee enters the game for G. Monroe,,36-37,,
3:15.0,,,36-37,,N. Mirotic enters the game for T. Gibson
3:09.0,,,36-40,3,N. Mirotic makes 3-pt shot from 24 ft (assist by P. Gasol)
2:52.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,36-40,,
2:51.0,,,36-40,,Defensive rebound by P. Gasol
2:47.0,,,36-40,,E. Moore misses 2-pt shot from 8 ft
2:46.0,Defensive rebound by J. Parker,,36-40,,
2:28.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,36-40,,
2:27.0,,,36-40,,Defensive rebound by P. Gasol
2:19.0,,,36-42,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by N. Mirotic)
2:17.0,Milwaukee full timeout,,36-42,,
1:59.0,G. Antetokounmpo misses 3-pt shot from 23 ft,,36-42,,
1:59.0,,,36-42,,Defensive rebound by P. Gasol
1:51.0,,,36-44,2,D. Rose makes 2-pt shot from 20 ft (assist by E. Moore)
1:40.0,Turnover by G. Antetokounmpo (bad pass; steal by N. Mirotic),,36-44,,
1:31.0,,,36-44,,P. Gasol misses 2-pt shot from 2 ft (block by K. Middleton)
1:30.0,Defensive rebound by K. Middleton,,36-44,,
1:14.0,K. Middleton misses 2-pt shot from 18 ft,,36-44,,
1:13.0,,,36-44,,Defensive rebound by P. Gasol
1:10.0,,,36-44,,Turnover by D. Rose (lost ball; steal by G. Antetokounmpo)
1:03.0,J. Bayless misses 2-pt shot from 2 ft (block by P. Gasol),,36-44,,
1:01.0,,,36-44,,Defensive rebound by Team
0:49.0,,,36-44,,Shooting foul by K. Middleton (drawn by N. Mirotic)
0:49.0,,,36-45,1,N. Mirotic makes free throw 1 of 2
0:49.0,,,36-45,,N. Mirotic misses free throw 2 of 2
0:48.0,Defensive rebound by G. Antetokounmpo,,36-45,,
0:37.0,K. Middleton makes 2-pt shot from 20 ft (assist by G. Antetokounmpo),2,38-45,,
0:28.0,,,38-47,2,P. Gasol makes 2-pt shot from 2 ft (assist by D. Rose)
0:10.0,,,38-47,,Personal foul by E. Moore (drawn by K. Middleton)
0:10.0,K. Middleton makes free throw 1 of 2,1,39-47,,
0:10.0,,,39-47,,Chicago full timeout
0:10.0,,,39-47,,D. McDermott enters the game for E. Moore
0:10.0,K. Middleton makes free throw 2 of 2,1,40-47,,
0:01.0,,,40-47,,D. Rose misses 2-pt shot from 20 ft
0:00.0,Defensive rebound by G. Antetokounmpo,,40-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,42-47,,
11:31.0,,,42-47,,P. Gasol misses 2-pt shot from 11 ft
11:30.0,Defensive rebound by K. Middleton,,42-47,,
11:26.0,Turnover by O. Mayo (bad pass; steal by P. Gasol),,42-47,,
11:14.0,,,42-49,2,T. Gibson makes 2-pt shot at rim (assist by M. Dunleavy)
11:14.0,,,42-49,,Shooting foul by O. Mayo (drawn by T. Gibson)
11:14.0,,,42-49,,T. Gibson misses free throw 1 of 1
11:14.0,Defensive rebound by J. Parker,,42-49,,
10:56.0,Turnover by K. Middleton (bad pass; steal by D. Rose),,42-49,,
10:51.0,,,42-52,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by D. Rose)
10:33.0,J. Parker misses 2-pt shot from 4 ft,,42-52,,
10:31.0,,,42-52,,Defensive rebound by P. Gasol
10:25.0,,,42-52,,D. Rose misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by O. Mayo,,42-52,,
10:13.0,Shooting foul by P. Gasol (drawn by J. Parker),,42-52,,
10:13.0,J. Parker makes free throw 1 of 2,1,43-52,,
10:13.0,J. Parker makes free throw 2 of 2,1,44-52,,
9:54.0,,,44-52,,Turnover by T. Gibson (traveling)
9:40.0,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo),,44-52,,
9:40.0,G. Antetokounmpo makes free throw 1 of 2,1,45-52,,
9:40.0,G. Antetokounmpo makes free throw 2 of 2,1,46-52,,
9:21.0,,,46-52,,T. Gibson misses 2-pt shot from 1 ft (block by J. Parker)
9:20.0,,,46-52,,Offensive rebound by T. Gibson
9:17.0,,,46-55,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by E. Moore)
9:05.0,K. Middleton makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,49-55,,
8:53.0,Personal foul by J. Parker (drawn by T. Gibson),,49-55,,
8:40.0,,,49-57,2,E. Moore makes 2-pt shot from 5 ft (assist by D. Rose)
8:18.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by P. Gasol),,49-57,,
8:16.0,,,49-57,,Defensive rebound by T. Gibson
8:12.0,Personal foul by O. Mayo (drawn by D. Rose),,49-57,,
8:12.0,J. Bayless enters the game for O. Mayo,,49-57,,
8:08.0,Personal foul by M. Plumlee (drawn by P. Gasol),,49-57,,
8:07.0,,,49-57,,Turnover by M. Dunleavy (bad pass)
7:58.0,M. Plumlee makes 2-pt shot from 2 ft (assist by K. Middleton),2,51-57,,
7:41.0,,,51-59,2,D. Rose makes 2-pt shot from 18 ft (assist by E. Moore)
7:29.0,K. Middleton misses 2-pt shot from 14 ft,,51-59,,
7:28.0,,,51-59,,Defensive rebound by M. Dunleavy
7:17.0,,,51-59,,P. Gasol misses 2-pt shot from 19 ft
7:17.0,Defensive rebound by J. Bayless,,51-59,,
7:10.0,K. Middleton misses 3-pt shot from 25 ft,,51-59,,
7:08.0,Offensive rebound by M. Plumlee,,51-59,,
7:00.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,51-59,,
6:59.0,,,51-59,,Defensive rebound by P. Gasol
6:53.0,,,51-59,,D. Rose misses 2-pt shot from 5 ft
6:51.0,Defensive rebound by M. Plumlee,,51-59,,
6:46.0,J. Parker misses 2-pt shot from 2 ft,,51-59,,
6:45.0,,,51-59,,Defensive rebound by P. Gasol
6:39.0,,,51-59,,M. Dunleavy misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by G. Antetokounmpo,,51-59,,
6:16.0,J. Bayless makes 2-pt shot from 2 ft,2,53-59,,
5:53.0,,,53-62,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by E. Moore)
5:36.0,G. Antetokounmpo makes 2-pt shot at rim,2,55-62,,
5:19.0,,,55-64,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by P. Gasol)
4:57.0,J. Parker makes 2-pt shot from 19 ft (assist by G. Antetokounmpo),2,57-64,,
4:56.0,,,57-64,,Chicago full timeout
4:56.0,,,57-64,,D. McDermott enters the game for M. Dunleavy
4:56.0,,,57-64,,J. Holiday enters the game for T. Gibson
4:56.0,,,57-64,,N. Mirotic enters the game for D. Rose
4:56.0,O. Mayo enters the game for G. Antetokounmpo,,57-64,,
4:42.0,,,57-64,,Turnover by N. Mirotic (3 sec)
4:27.0,O. Mayo misses 3-pt shot from 23 ft,,57-64,,
4:26.0,,,57-64,,Defensive rebound by N. Mirotic
4:17.0,,,57-66,2,P. Gasol makes 2-pt shot at rim (assist by E. Moore)
4:17.0,,,57-66,,Shooting foul by M. Plumlee (drawn by P. Gasol)
4:17.0,G. Monroe enters the game for M. Plumlee,,57-66,,
4:17.0,,,57-67,1,P. Gasol makes free throw 1 of 1
4:02.0,J. Bayless misses 3-pt shot from 23 ft,,57-67,,
4:02.0,Offensive rebound by J. Parker,,57-67,,
4:02.0,,,57-67,,Personal foul by E. Moore (drawn by J. Parker)
3:54.0,J. Parker misses 2-pt shot from 1 ft,,57-67,,
3:53.0,,,57-67,,Defensive rebound by P. Gasol
3:34.0,,,57-69,2,E. Moore makes 2-pt shot from 2 ft (assist by J. Holiday)
3:15.0,J. Bayless makes 3-pt shot from 23 ft (assist by G. Monroe),3,60-69,,
2:59.0,,,60-69,,Offensive foul by P. Gasol
2:59.0,,,60-69,,Turnover by P. Gasol (offensive foul)
2:59.0,Milwaukee full timeout,,60-69,,
2:48.0,J. Parker makes 2-pt shot from 1 ft,2,62-69,,
2:48.0,Shooting foul by N. Mirotic (drawn by J. Parker),,62-69,,
2:48.0,J. Parker makes free throw 1 of 1,1,63-69,,
2:32.0,,,63-69,,P. Gasol misses 2-pt shot from 2 ft
2:31.0,Defensive rebound by G. Monroe,,63-69,,
2:19.0,J. Parker misses 2-pt shot from 6 ft,,63-69,,
2:18.0,Offensive rebound by G. Monroe,,63-69,,
2:18.0,G. Monroe misses 2-pt shot from 1 ft,,63-69,,
2:18.0,,,63-69,,Defensive rebound by D. McDermott
2:00.0,,,63-69,,N. Mirotic misses 3-pt shot from 28 ft
1:59.0,Defensive rebound by G. Monroe,,63-69,,
1:46.0,J. Parker makes 2-pt shot at rim (assist by O. Mayo),2,65-69,,
1:29.0,Personal foul by J. Bayless (drawn by N. Mirotic),,65-69,,
1:29.0,,,65-70,1,N. Mirotic makes free throw 1 of 2
1:29.0,,,65-71,1,N. Mirotic makes free throw 2 of 2
1:18.0,J. Bayless makes 3-pt shot from 25 ft (assist by J. Parker),3,68-71,,
1:04.0,,,68-71,,Turnover by J. Holiday (bad pass; steal by J. Parker)
1:04.0,,,68-71,,B. Portis enters the game for N. Mirotic
1:04.0,Jump ball: E. Moore vs. J. Parker (K. Middleton gains possession),,,,Jump ball: E. Moore vs. J. Parker (K. Middleton gains possession)
0:54.0,Shooting foul by B. Portis (drawn by J. Parker),,68-71,,
0:54.0,,,68-71,,T. Gibson enters the game for B. Portis
0:54.0,J. Parker misses free throw 1 of 2,,68-71,,
0:54.0,Offensive rebound by Team,,68-71,,
0:54.0,J. Parker makes free throw 2 of 2,1,69-71,,
0:36.0,,,69-73,2,T. Gibson makes 2-pt shot from 1 ft
0:20.0,Turnover by O. Mayo (discontinued dribble),,69-73,,
0:01.0,,,69-73,,D. McDermott misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by J. Parker,,69-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,69-73,,N. Mirotic misses 3-pt shot from 23 ft
11:43.0,Defensive rebound by G. Monroe,,69-73,,
11:19.0,K. Middleton misses 3-pt shot from 25 ft (block by N. Mirotic),,69-73,,
11:16.0,,,69-73,,Defensive rebound by T. Gibson
11:02.0,,,69-73,,Turnover by J. Holiday (offensive foul)
11:02.0,,,69-73,,Offensive charge foul by J. Holiday
10:53.0,J. Bayless misses 2-pt shot from 2 ft,,69-73,,
10:51.0,Offensive rebound by G. Monroe,,69-73,,
10:44.0,O. Mayo misses 3-pt shot from 23 ft,,69-73,,
10:44.0,,,69-73,,Defensive rebound by N. Mirotic
10:44.0,,,69-73,,Chicago full timeout
10:34.0,,,69-73,,D. Rose misses 2-pt shot from 1 ft (block by G. Monroe)
10:32.0,,,69-73,,Offensive rebound by D. Rose
10:30.0,,,69-75,2,D. Rose makes 2-pt shot from 14 ft
10:10.0,O. Mayo misses 2-pt shot from 14 ft,,69-75,,
10:09.0,,,69-75,,Defensive rebound by T. Gibson
9:49.0,,,69-75,,N. Mirotic misses 2-pt shot from 5 ft
9:48.0,,,69-75,,Offensive rebound by N. Mirotic
9:45.0,,,69-77,2,T. Gibson makes 2-pt shot from 2 ft (assist by N. Mirotic)
9:26.0,J. Bayless makes 3-pt shot from 25 ft (assist by K. Middleton),3,72-77,,
9:06.0,,,72-80,3,D. Rose makes 3-pt shot from 25 ft (assist by T. Gibson)
8:37.0,J. Bayless makes 2-pt shot from 20 ft (assist by G. Monroe),2,74-80,,
8:27.0,,,74-80,,Turnover by D. Rose (lost ball; steal by G. Antetokounmpo)
8:21.0,O. Mayo makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,76-80,,
7:59.0,,,76-80,,Turnover by J. Holiday (bad pass; steal by G. Antetokounmpo)
7:54.0,,,76-80,,Personal foul by M. Dunleavy (drawn by G. Antetokounmpo)
7:54.0,,,76-80,,E. Moore enters the game for J. Holiday
7:49.0,K. Middleton makes 2-pt shot from 2 ft (assist by O. Mayo),2,78-80,,
7:30.0,,,78-80,,Turnover by N. Mirotic (bad pass; steal by J. Bayless)
7:19.0,Turnover by G. Antetokounmpo (traveling),,78-80,,
7:07.0,,,78-80,,N. Mirotic misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
7:05.0,,,78-80,,Offensive rebound by T. Gibson
6:57.0,,,78-83,3,N. Mirotic makes 3-pt shot from 22 ft (assist by E. Moore)
6:40.0,J. Bayless makes 3-pt shot from 23 ft (assist by G. Monroe),3,81-83,,
6:23.0,,,81-83,,N. Mirotic misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by O. Mayo,,81-83,,
6:00.0,J. Bayless misses 2-pt shot from 20 ft,,81-83,,
5:59.0,,,81-83,,Defensive rebound by N. Mirotic
5:42.0,,,81-85,2,D. Rose makes 2-pt shot from 15 ft (assist by E. Moore)
5:25.0,Turnover by O. Mayo (bad pass),,81-85,,
5:25.0,,,81-85,,Chicago full timeout
5:25.0,,,81-85,,P. Gasol enters the game for N. Mirotic
5:25.0,J. Parker enters the game for O. Mayo,,81-85,,
5:17.0,Personal foul by G. Monroe (drawn by P. Gasol),,81-85,,
5:05.0,,,81-85,,Turnover by D. Rose (lost ball)
4:53.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,83-85,,
4:31.0,Personal foul by G. Antetokounmpo (drawn by T. Gibson),,83-85,,
4:23.0,,,83-85,,E. Moore misses 2-pt shot from 5 ft
4:21.0,Defensive rebound by G. Monroe,,83-85,,
4:07.0,G. Monroe misses 2-pt shot at rim,,83-85,,
4:06.0,Offensive rebound by G. Monroe,,83-85,,
4:06.0,G. Monroe misses 2-pt shot at rim,,83-85,,
4:05.0,Offensive rebound by J. Bayless,,83-85,,
3:59.0,K. Middleton misses 2-pt shot from 1 ft (block by T. Gibson),,83-85,,
3:58.0,,,83-85,,Defensive rebound by T. Gibson
3:43.0,,,83-85,,D. Rose misses 3-pt shot from 24 ft
3:42.0,,,83-85,,Offensive rebound by Team
3:42.0,Personal foul by J. Parker (drawn by T. Gibson),,83-85,,
3:34.0,,,83-88,3,E. Moore makes 3-pt shot from 25 ft (assist by P. Gasol)
3:12.0,K. Middleton misses 2-pt shot from 5 ft,,83-88,,
3:11.0,Offensive rebound by G. Monroe,,83-88,,
3:09.0,G. Monroe misses 2-pt shot from 3 ft (block by P. Gasol),,83-88,,
3:08.0,,,83-88,,Defensive rebound by M. Dunleavy
2:50.0,,,83-88,,P. Gasol misses 2-pt shot from 3 ft
2:48.0,Defensive rebound by Team,,83-88,,
2:48.0,Milwaukee full timeout,,83-88,,
2:39.0,Shooting foul by E. Moore (drawn by K. Middleton),,83-88,,
2:39.0,K. Middleton misses free throw 1 of 2,,83-88,,
2:39.0,Offensive rebound by Team,,83-88,,
2:39.0,K. Middleton makes free throw 2 of 2,1,84-88,,
2:24.0,,,84-91,3,M. Dunleavy makes 3-pt shot from 22 ft (assist by P. Gasol)
2:03.0,K. Middleton misses 2-pt shot from 17 ft,,84-91,,
2:02.0,Offensive rebound by J. Parker,,84-91,,
