time,Oklahoma City,pts.away,score,pts.home,San Antonio
5:14.0,,,31-32,2,T. Parker makes 2-pt shot from 1 ft (assist by L. Aldridge)
5:00.0,R. Westbrook makes 2-pt shot from 18 ft,2,33-32,,
4:36.0,,,33-32,,T. Duncan misses 2-pt shot from 10 ft
4:35.0,Defensive rebound by S. Adams,,33-32,,
4:21.0,Turnover by R. Westbrook (discontinued dribble),,33-32,,
4:21.0,K. Durant enters the game for A. Morrow,,33-32,,
4:21.0,,,33-32,,M. Ginobili enters the game for D. Green
4:02.0,,,33-34,2,T. Parker makes 2-pt shot from 15 ft
3:47.0,R. Westbrook makes 3-pt shot from 23 ft (assist by S. Ibaka),3,36-34,,
3:24.0,,,36-36,2,L. Aldridge makes 2-pt shot from 6 ft (assist by T. Parker)
3:08.0,S. Ibaka makes 3-pt shot from 23 ft (assist by K. Durant),3,39-36,,
2:58.0,,,39-38,2,T. Duncan makes 2-pt shot at rim (assist by T. Parker)
2:38.0,Turnover by R. Westbrook (bad pass),,39-38,,
2:38.0,,,39-38,,San Antonio full timeout
2:38.0,E. Kanter enters the game for S. Ibaka,,39-38,,
2:27.0,,,39-38,,T. Parker misses 2-pt shot from 12 ft
2:25.0,Defensive rebound by A. Roberson,,39-38,,
2:13.0,K. Durant makes 2-pt shot from 20 ft (assist by R. Westbrook),2,41-38,,
1:51.0,,,41-40,2,L. Aldridge makes 2-pt shot from 13 ft
1:33.0,K. Durant misses 2-pt shot from 10 ft,,41-40,,
1:31.0,Offensive rebound by S. Adams,,41-40,,
1:28.0,S. Adams makes 2-pt shot from 1 ft,2,43-40,,
1:14.0,Personal foul by E. Kanter,,43-40,,
1:14.0,N. Collison enters the game for S. Adams,,43-40,,
1:14.0,,,43-40,,B. Diaw enters the game for T. Duncan
1:04.0,,,43-42,2,K. Leonard makes 2-pt shot from 11 ft
0:50.0,K. Durant misses 2-pt shot from 1 ft,,43-42,,
0:50.0,,,43-42,,Defensive rebound by L. Aldridge
0:38.0,,,43-45,3,K. Leonard makes 3-pt shot from 25 ft (assist by L. Aldridge)
0:29.0,R. Westbrook misses 2-pt shot from 1 ft,,43-45,,
0:28.0,,,43-45,,Defensive rebound by B. Diaw
0:25.0,,,43-45,,San Antonio full timeout
0:25.0,,,43-45,,D. Green enters the game for B. Diaw
0:25.0,Oklahoma City full timeout,,43-45,,
0:25.0,R. Foye enters the game for N. Collison,,43-45,,
0:08.0,,,43-48,3,D. Green makes 3-pt shot from 25 ft (assist by T. Parker)
0:01.0,R. Westbrook misses 3-pt shot from 28 ft,,43-48,,
0:00.0,,,43-48,,Defensive rebound by T. Parker
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,43-50,2,L. Aldridge makes 2-pt shot from 22 ft (assist by T. Duncan)
11:14.0,A. Roberson misses 3-pt shot from 23 ft,,43-50,,
11:13.0,,,43-50,,Defensive rebound by D. Green
10:56.0,,,43-50,,T. Parker misses 2-pt shot from 19 ft
10:55.0,Defensive rebound by A. Roberson,,43-50,,
10:45.0,R. Westbrook makes 2-pt shot from 14 ft,2,45-50,,
10:23.0,,,45-52,2,K. Leonard makes 2-pt shot from 17 ft
10:09.0,Shooting foul by T. Duncan (drawn by K. Durant),,45-52,,
10:09.0,K. Durant makes free throw 1 of 2,1,46-52,,
10:09.0,K. Durant makes free throw 2 of 2,1,47-52,,
9:52.0,,,47-52,,L. Aldridge misses 2-pt shot from 20 ft
9:51.0,Defensive rebound by R. Westbrook,,47-52,,
9:45.0,R. Westbrook misses 2-pt shot from 18 ft,,47-52,,
9:43.0,Offensive rebound by R. Westbrook,,47-52,,
9:32.0,S. Ibaka misses 2-pt shot from 1 ft,,47-52,,
9:31.0,Offensive rebound by S. Adams,,47-52,,
9:29.0,,,47-52,,Personal foul by K. Leonard
9:18.0,K. Durant misses 2-pt shot from 18 ft,,47-52,,
9:17.0,,,47-52,,Defensive rebound by T. Parker
9:13.0,Violation by A. Roberson (def goaltending),,47-52,,
9:13.0,,,47-54,2,D. Green makes 2-pt shot from 1 ft (assist by T. Parker)
8:55.0,Turnover by K. Durant (lost ball; steal by L. Aldridge),,47-54,,
8:50.0,,,47-56,2,T. Parker makes 2-pt shot at rim (assist by L. Aldridge)
8:50.0,Oklahoma City full timeout,,47-56,,
8:37.0,S. Adams misses 2-pt shot from 2 ft,,47-56,,
8:37.0,Offensive rebound by S. Adams,,47-56,,
8:37.0,S. Adams misses 2-pt shot from 2 ft (block by D. Green),,47-56,,
8:37.0,,,47-56,,Defensive rebound by Team
8:18.0,,,47-59,3,D. Green makes 3-pt shot from 24 ft
8:07.0,Shooting foul by T. Duncan (drawn by R. Westbrook),,47-59,,
8:07.0,R. Westbrook makes free throw 1 of 2,1,48-59,,
8:07.0,R. Westbrook makes free throw 2 of 2,1,49-59,,
7:50.0,,,49-62,3,D. Green makes 3-pt shot from 25 ft (assist by K. Leonard)
7:41.0,,,49-62,,Personal foul by T. Parker
7:37.0,Shooting foul by K. Leonard (drawn by R. Westbrook),,49-62,,
7:37.0,R. Westbrook makes free throw 1 of 2,1,50-62,,
7:37.0,R. Westbrook makes free throw 2 of 2,1,51-62,,
7:21.0,,,51-62,,Shooting foul by S. Adams (drawn by T. Duncan)
7:21.0,,,51-62,,T. Duncan misses free throw 1 of 2
7:21.0,,,51-62,,Offensive rebound by Team
7:21.0,,,51-63,1,T. Duncan makes free throw 2 of 2
7:06.0,R. Westbrook misses 2-pt shot from 7 ft,,51-63,,
7:06.0,,,51-63,,Defensive rebound by D. Green
7:01.0,Personal foul by R. Westbrook,,51-63,,
6:49.0,,,51-63,,K. Leonard misses 2-pt shot from 19 ft
6:48.0,Defensive rebound by R. Westbrook,,51-63,,
6:41.0,Shooting foul by T. Parker (drawn by S. Adams),,51-63,,
6:41.0,S. Adams misses free throw 1 of 2,,51-63,,
6:41.0,Offensive rebound by Team,,51-63,,
6:41.0,,,51-63,,P. Mills enters the game for T. Parker
6:41.0,S. Adams misses free throw 2 of 2,,51-63,,
6:39.0,,,51-63,,Defensive rebound by P. Mills
6:22.0,,,51-63,,L. Aldridge misses 2-pt shot from 14 ft
6:21.0,,,51-63,,Offensive rebound by T. Duncan
6:11.0,,,51-63,,T. Duncan misses 2-pt shot from 2 ft
6:10.0,Defensive rebound by S. Adams,,51-63,,
5:59.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,53-63,,
5:59.0,,,53-63,,San Antonio full timeout
5:59.0,,,53-63,,B. Diaw enters the game for T. Duncan
5:59.0,E. Kanter enters the game for S. Ibaka,,53-63,,
5:59.0,D. Waiters enters the game for A. Roberson,,53-63,,
5:42.0,,,53-65,2,K. Leonard makes 2-pt shot from 8 ft
5:29.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,55-65,,
5:16.0,,,55-65,,L. Aldridge misses 2-pt shot from 20 ft
5:15.0,Defensive rebound by S. Adams,,55-65,,
5:00.0,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook),2,57-65,,
4:43.0,,,57-67,2,L. Aldridge makes 2-pt shot from 8 ft
4:43.0,Shooting block foul by E. Kanter (drawn by L. Aldridge),,57-67,,
4:43.0,,,57-67,,D. West enters the game for B. Diaw
4:43.0,,,57-68,1,L. Aldridge makes free throw 1 of 1
4:30.0,E. Kanter misses 3-pt shot from 23 ft,,57-68,,
4:30.0,Offensive rebound by Team,,57-68,,
4:30.0,,,57-68,,Loose ball foul by D. West
4:30.0,S. Adams misses free throw 1 of 2,,57-68,,
4:30.0,Offensive rebound by Team,,57-68,,
4:30.0,S. Adams misses free throw 2 of 2,,57-68,,
4:30.0,Offensive rebound by Team,,57-68,,
4:30.0,,,57-68,,Loose ball foul by D. West
4:30.0,E. Kanter makes free throw 1 of 2,1,58-68,,
4:30.0,E. Kanter makes free throw 2 of 2,1,59-68,,
4:16.0,,,59-68,,K. Leonard misses 2-pt shot from 16 ft
4:15.0,Defensive rebound by R. Westbrook,,59-68,,
4:09.0,R. Westbrook makes 2-pt shot from 2 ft,2,61-68,,
3:57.0,,,61-68,,Shooting foul by E. Kanter (drawn by L. Aldridge)
3:57.0,,,61-69,1,L. Aldridge makes free throw 1 of 2
3:57.0,,,61-69,,M. Ginobili enters the game for D. Green
3:57.0,S. Ibaka enters the game for S. Adams,,61-69,,
3:57.0,,,61-69,,B. Diaw enters the game for D. West
3:57.0,,,61-70,1,L. Aldridge makes free throw 2 of 2
3:44.0,R. Westbrook makes 3-pt shot from 24 ft (assist by K. Durant),3,64-70,,
3:31.0,,,64-70,,L. Aldridge misses 2-pt shot from 19 ft
3:30.0,Defensive rebound by R. Westbrook,,64-70,,
3:21.0,R. Westbrook misses 3-pt shot from 25 ft,,64-70,,
3:19.0,,,64-70,,Defensive rebound by L. Aldridge
3:00.0,,,64-70,,B. Diaw misses 2-pt shot from 13 ft
3:00.0,,,64-70,,Offensive rebound by L. Aldridge
3:00.0,Personal foul by S. Ibaka,,64-70,,
3:00.0,,,64-71,1,L. Aldridge makes free throw 1 of 2
3:00.0,R. Foye enters the game for K. Durant,,64-71,,
3:00.0,,,64-71,,K. Anderson enters the game for K. Leonard
3:00.0,,,64-72,1,L. Aldridge makes free throw 2 of 2
2:47.0,R. Westbrook misses 2-pt shot from 12 ft,,64-72,,
2:44.0,Offensive rebound by S. Ibaka,,64-72,,
2:26.0,R. Westbrook misses 3-pt shot from 25 ft,,64-72,,
2:26.0,,,64-72,,Defensive rebound by Team
2:05.0,,,64-72,,L. Aldridge misses 2-pt shot from 1 ft
2:04.0,Defensive rebound by S. Ibaka,,64-72,,
1:55.0,D. Waiters misses 2-pt shot from 2 ft,,64-72,,
1:54.0,Offensive rebound by E. Kanter,,64-72,,
1:54.0,E. Kanter misses 2-pt shot from 1 ft,,64-72,,
1:53.0,,,64-72,,Defensive rebound by K. Anderson
1:40.0,,,64-72,,L. Aldridge misses 2-pt shot from 4 ft
1:38.0,Defensive rebound by S. Ibaka,,64-72,,
1:36.0,Turnover by S. Ibaka (lost ball; steal by P. Mills),,64-72,,
1:22.0,,,64-72,,Turnover by B. Diaw (traveling)
1:22.0,K. Durant enters the game for R. Westbrook,,64-72,,
1:22.0,,,64-72,,D. West enters the game for L. Aldridge
1:02.0,K. Durant makes 2-pt shot from 18 ft (assist by D. Waiters),2,66-72,,
0:46.0,,,66-72,,P. Mills misses 2-pt shot from 17 ft
0:45.0,Defensive rebound by E. Kanter,,66-72,,
0:34.0,R. Foye makes 3-pt shot from 24 ft (assist by K. Durant),3,69-72,,
0:08.0,,,69-72,,P. Mills misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by E. Kanter,,69-72,,
0:01.0,Turnover by K. Durant (bad pass),,69-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,Shooting foul by M. Ginobili (drawn by D. Waiters),,69-72,,
11:38.0,D. Waiters misses free throw 1 of 2,,69-72,,
11:38.0,Offensive rebound by Team,,69-72,,
11:38.0,D. Waiters makes free throw 2 of 2,1,70-72,,
11:17.0,,,70-72,,Shooting foul by S. Ibaka (drawn by L. Aldridge)
11:17.0,,,70-73,1,L. Aldridge makes free throw 1 of 2
11:17.0,,,70-73,,L. Aldridge misses free throw 2 of 2
11:15.0,,,70-73,,Offensive rebound by Team
11:02.0,,,70-73,,T. Parker misses 2-pt shot from 13 ft
11:01.0,Defensive rebound by E. Kanter,,70-73,,
10:46.0,K. Durant misses 2-pt shot from 16 ft,,70-73,,
10:45.0,,,70-73,,Defensive rebound by B. Diaw
10:37.0,Personal foul by R. Foye,,70-73,,
10:37.0,,,70-73,,D. West enters the game for B. Diaw
10:29.0,,,70-73,,M. Ginobili misses 2-pt shot from 11 ft
10:28.0,,,70-73,,Offensive rebound by M. Ginobili
10:16.0,,,70-75,2,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili)
10:01.0,R. Westbrook enters the game for R. Foye,,70-75,,
9:49.0,D. Waiters makes 2-pt shot from 21 ft,2,72-75,,
9:27.0,,,72-75,,D. West misses 2-pt shot from 2 ft (block by E. Kanter)
9:25.0,,,72-75,,Offensive rebound by K. Leonard
9:19.0,,,72-75,,Turnover by Team (shot clock)
9:19.0,S. Adams enters the game for S. Ibaka,,72-75,,
9:19.0,,,72-75,,D. Green enters the game for M. Ginobili
9:02.0,Turnover by R. Westbrook (lost ball; steal by K. Leonard),,72-75,,
8:55.0,,,72-78,3,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard)
8:27.0,R. Westbrook makes 3-pt shot from 31 ft (assist by S. Adams),3,75-78,,
8:10.0,,,75-78,,L. Aldridge misses 2-pt shot from 15 ft
8:09.0,Defensive rebound by R. Westbrook,,75-78,,
8:02.0,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,78-78,,
8:02.0,,,78-78,,San Antonio full timeout
8:02.0,,,78-78,,T. Duncan enters the game for L. Aldridge
7:37.0,,,78-78,,T. Duncan misses 2-pt shot from 17 ft
7:36.0,Defensive rebound by D. Waiters,,78-78,,
7:15.0,R. Westbrook misses 3-pt shot from 24 ft,,78-78,,
7:14.0,Offensive rebound by E. Kanter,,78-78,,
7:00.0,K. Durant misses 3-pt shot from 25 ft,,78-78,,
6:59.0,Offensive rebound by R. Westbrook,,78-78,,
6:45.0,R. Westbrook misses 2-pt shot from 18 ft,,78-78,,
6:44.0,,,78-78,,Defensive rebound by T. Parker
6:43.0,Personal foul by R. Westbrook,,78-78,,
6:33.0,,,78-78,,K. Leonard misses 2-pt shot from 19 ft
6:32.0,,,78-78,,Offensive rebound by T. Duncan
6:25.0,Shooting block foul by E. Kanter (drawn by T. Duncan),,78-78,,
6:25.0,,,78-79,1,T. Duncan makes free throw 1 of 2
6:25.0,,,78-80,1,T. Duncan makes free throw 2 of 2
6:05.0,R. Westbrook misses 2-pt shot from 2 ft,,78-80,,
6:03.0,,,78-80,,Defensive rebound by K. Leonard
5:58.0,,,78-80,,D. Green misses 3-pt shot from 27 ft
5:54.0,,,78-80,,Offensive rebound by Team
5:54.0,Official timeout,,78-80,,
5:46.0,,,78-83,3,D. Green makes 3-pt shot from 26 ft (assist by T. Parker)
5:28.0,,,78-83,,Personal foul by D. Green
5:16.0,S. Adams makes 2-pt shot from 1 ft (assist by K. Durant),2,80-83,,
4:53.0,,,80-85,2,K. Leonard makes 2-pt shot from 10 ft
4:36.0,R. Westbrook misses 2-pt shot from 2 ft (block by T. Duncan),,80-85,,
4:36.0,Offensive rebound by Team,,80-85,,
4:36.0,,,80-85,,L. Aldridge enters the game for T. Duncan
4:32.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,82-85,,
4:16.0,Personal block foul by K. Durant,,82-85,,
4:16.0,,,82-85,,K. Leonard misses free throw 1 of 2
4:16.0,,,82-85,,Offensive rebound by Team
4:16.0,,,82-85,,T. Duncan enters the game for D. West
4:16.0,,,82-86,1,K. Leonard makes free throw 2 of 2
4:06.0,Turnover by K. Durant (lost ball; steal by K. Leonard),,82-86,,
4:00.0,,,82-88,2,K. Leonard makes 2-pt shot at rim
3:35.0,R. Westbrook makes 2-pt shot from 23 ft,2,84-88,,
3:09.0,,,84-88,,T. Parker misses 3-pt shot from 25 ft (block by K. Durant)
3:08.0,Defensive rebound by S. Adams,,84-88,,
3:01.0,R. Westbrook makes 2-pt shot from 2 ft,2,86-88,,
2:39.0,,,86-88,,L. Aldridge misses 2-pt shot from 11 ft
2:39.0,Defensive rebound by S. Adams,,86-88,,
