time,New Orleans,pts.away,score,pts.home,Minnesota
6:41.0,Shooting foul by R. Rubio (drawn by O. Asik),,11-11,,
6:41.0,O. Asik makes free throw 1 of 2,1,12-11,,
6:41.0,O. Asik makes free throw 2 of 2,1,13-11,,
6:30.0,,,13-13,2,K. Towns makes 2-pt shot from 17 ft (assist by Z. LaVine)
6:10.0,D. Cunningham misses 2-pt shot from 2 ft (block by G. Dieng),,13-13,,
6:09.0,Offensive rebound by Team,,13-13,,
6:06.0,J. Ennis misses 2-pt shot from 17 ft,,13-13,,
6:05.0,,,13-13,,Defensive rebound by K. Towns
5:55.0,,,13-16,3,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio)
5:39.0,J. Ennis misses 2-pt shot from 3 ft (block by Z. LaVine),,13-16,,
5:38.0,Offensive rebound by Team,,13-16,,
5:38.0,,,13-16,,Minnesota full timeout
5:38.0,K. Perkins enters the game for O. Asik,,13-16,,
5:38.0,T. Frazier enters the game for T. Douglas,,13-16,,
5:34.0,K. Perkins misses 2-pt shot from 16 ft,,13-16,,
5:33.0,,,13-16,,Defensive rebound by R. Rubio
5:22.0,,,13-16,,Shooting foul by J. Ennis (drawn by A. Wiggins)
5:22.0,,,13-17,1,A. Wiggins makes free throw 1 of 2
5:22.0,,,13-17,,A. Wiggins misses free throw 2 of 2
5:22.0,Defensive rebound by J. Ennis,,13-17,,
5:08.0,D. Cunningham misses 2-pt shot from 21 ft,,13-17,,
5:07.0,,,13-17,,Defensive rebound by K. Towns
4:59.0,,,13-17,,K. Towns misses 3-pt shot from 24 ft
4:57.0,Defensive rebound by J. Hamilton,,13-17,,
4:54.0,Turnover by K. Perkins (lost ball; steal by R. Rubio),,13-17,,
4:45.0,,,13-19,2,K. Towns makes 2-pt shot from 7 ft (assist by R. Rubio)
4:32.0,K. Perkins misses 2-pt shot from 17 ft,,13-19,,
4:31.0,,,13-19,,Defensive rebound by K. Towns
4:17.0,,,13-21,2,K. Towns makes 2-pt shot from 1 ft
4:01.0,Shooting foul by K. Towns (drawn by K. Perkins),,13-21,,
4:01.0,K. Perkins makes free throw 1 of 2,1,14-21,,
4:01.0,K. Perkins makes free throw 2 of 2,1,15-21,,
3:49.0,,,15-21,,A. Wiggins misses 3-pt shot from 24 ft
3:47.0,,,15-21,,Offensive rebound by G. Dieng
3:47.0,,,15-23,2,G. Dieng makes 2-pt shot from 1 ft
3:34.0,J. Hamilton misses 2-pt shot from 2 ft (block by G. Dieng),,15-23,,
3:33.0,,,15-23,,Defensive rebound by Z. LaVine
3:24.0,,,15-26,3,Z. LaVine makes 3-pt shot from 24 ft (assist by R. Rubio)
3:07.0,D. Cunningham misses 3-pt shot from 22 ft,,15-26,,
3:05.0,Offensive rebound by K. Perkins,,15-26,,
3:01.0,Turnover by K. Perkins (lost ball; steal by K. Towns),,15-26,,
2:54.0,,,15-28,2,K. Towns makes 2-pt shot at rim
2:46.0,T. Frazier misses 3-pt shot from 24 ft,,15-28,,
2:44.0,,,15-28,,Defensive rebound by K. Towns
2:30.0,,,15-30,2,A. Wiggins makes 2-pt shot from 4 ft (assist by Z. LaVine)
2:23.0,New Orleans full timeout,,15-30,,
2:23.0,,,15-30,,T. Jones enters the game for R. Rubio
2:23.0,,,15-30,,S. Muhammad enters the game for Z. LaVine
2:14.0,Offensive foul by K. Perkins,,15-30,,
2:14.0,Turnover by K. Perkins (offensive foul),,15-30,,
2:02.0,,,15-30,,K. Towns misses 2-pt shot from 22 ft
2:02.0,,,15-30,,Offensive rebound by Team
1:52.0,,,15-32,2,S. Muhammad makes 2-pt shot from 9 ft
1:41.0,T. Frazier misses 2-pt shot from 16 ft (block by K. Towns),,15-32,,
1:40.0,,,15-32,,Defensive rebound by K. Towns
1:36.0,,,15-32,,N. Bjelica enters the game for K. Towns
1:20.0,,,15-34,2,A. Wiggins makes 2-pt shot from 6 ft
1:04.0,T. Frazier misses 3-pt shot from 24 ft,,15-34,,
1:03.0,,,15-34,,Defensive rebound by T. Jones
0:57.0,,,15-36,2,N. Bjelica makes 2-pt shot at rim (assist by G. Dieng)
0:50.0,D. Cunningham makes 2-pt shot at rim (assist by T. Frazier),2,17-36,,
0:40.0,,,17-36,,Shooting foul by T. Frazier (drawn by T. Jones)
0:40.0,,,17-36,,T. Jones misses free throw 1 of 2
0:40.0,,,17-36,,Offensive rebound by Team
0:40.0,,,17-37,1,T. Jones makes free throw 2 of 2
0:31.0,J. Ennis makes 3-pt shot from 27 ft,3,20-37,,
0:12.0,,,20-40,3,S. Muhammad makes 3-pt shot from 25 ft (assist by T. Jones)
0:01.0,D. Cunningham makes 3-pt shot from 23 ft (assist by K. Perkins),3,23-40,,
0:00.0,,,23-40,,S. Muhammad misses 3-pt shot from 58 ft
0:00.0,,,23-40,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by K. Perkins (lost ball; steal by N. Bjelica),,23-40,,
11:41.0,,,23-40,,Turnover by Z. LaVine (lost ball; steal by T. Frazier)
11:34.0,T. Frazier misses 2-pt shot from 11 ft,,23-40,,
11:31.0,Offensive rebound by T. Frazier,,23-40,,
11:27.0,J. Hamilton misses 3-pt shot from 24 ft,,23-40,,
11:26.0,Offensive rebound by J. Hamilton,,23-40,,
11:23.0,Turnover by J. Hamilton (lost ball; steal by Z. LaVine),,23-40,,
11:19.0,,,23-42,2,S. Muhammad makes 2-pt shot at rim (assist by Z. LaVine)
11:04.0,T. Douglas misses 2-pt shot from 22 ft,,23-42,,
11:01.0,,,23-42,,Defensive rebound by Z. LaVine
10:47.0,,,23-45,3,Z. LaVine makes 3-pt shot from 23 ft (assist by T. Jones)
10:34.0,O. Asik makes 2-pt shot from 1 ft (assist by T. Frazier),2,25-45,,
10:34.0,Shooting foul by G. Dieng (drawn by O. Asik),,25-45,,
10:34.0,O. Asik makes free throw 1 of 1,1,26-45,,
10:16.0,,,26-48,3,N. Bjelica makes 3-pt shot from 22 ft (assist by S. Muhammad)
10:01.0,J. Hamilton misses 2-pt shot at rim,,26-48,,
10:00.0,,,26-48,,Defensive rebound by G. Dieng
9:55.0,,,26-48,,Turnover by Z. LaVine (dbl dribble)
9:55.0,,,26-48,,K. Towns enters the game for G. Dieng
9:43.0,T. Douglas misses 2-pt shot from 8 ft,,26-48,,
9:42.0,Offensive rebound by T. Douglas,,26-48,,
9:31.0,,,26-48,,Personal foul by N. Bjelica
9:31.0,J. Ennis enters the game for J. Hamilton,,26-48,,
9:23.0,Turnover by K. Perkins (lost ball; steal by N. Bjelica),,26-48,,
9:18.0,,,26-50,2,Z. LaVine makes 2-pt shot from 1 ft (assist by N. Bjelica)
9:09.0,T. Frazier makes 2-pt shot at rim,2,28-50,,
9:02.0,,,28-52,2,Z. LaVine makes 2-pt shot from 1 ft (assist by T. Jones)
8:49.0,T. Frazier misses 2-pt shot from 3 ft,,28-52,,
8:48.0,Offensive rebound by O. Asik,,28-52,,
8:47.0,O. Asik makes 2-pt shot at rim,2,30-52,,
8:29.0,,,30-55,3,N. Bjelica makes 3-pt shot from 24 ft
8:11.0,Turnover by T. Douglas (lost ball; steal by S. Muhammad),,30-55,,
8:07.0,,,30-57,2,Z. LaVine makes 2-pt shot at rim (assist by S. Muhammad)
7:52.0,K. Perkins misses 2-pt shot from 20 ft,,30-57,,
7:51.0,,,30-57,,Defensive rebound by K. Towns
7:41.0,,,30-57,,N. Bjelica misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by Team,,30-57,,
7:40.0,New Orleans full timeout,,30-57,,
7:40.0,D. Cunningham enters the game for K. Perkins,,30-57,,
7:27.0,J. Ennis misses 2-pt shot at rim,,30-57,,
7:26.0,,,30-57,,Defensive rebound by K. Towns
7:06.0,,,30-57,,K. Towns misses 3-pt shot from 25 ft
7:04.0,Defensive rebound by T. Frazier,,30-57,,
6:59.0,J. Ennis makes 2-pt shot at rim (assist by T. Frazier),2,32-57,,
6:44.0,,,32-59,2,K. Towns makes 2-pt shot from 1 ft
6:37.0,Shooting foul by N. Bjelica (drawn by D. Cunningham),,32-59,,
6:37.0,D. Cunningham misses free throw 1 of 2,,32-59,,
6:37.0,Offensive rebound by Team,,32-59,,
6:37.0,D. Cunningham makes free throw 2 of 2,1,33-59,,
6:27.0,,,33-61,2,K. Towns makes 2-pt shot from 1 ft (assist by T. Jones)
6:09.0,Turnover by O. Asik (lost ball; steal by N. Bjelica),,33-61,,
5:57.0,,,33-61,,Turnover by K. Towns (lost ball)
5:57.0,,,33-61,,Minnesota full timeout
5:57.0,,,33-61,,A. Wiggins enters the game for S. Muhammad
5:45.0,J. Ennis misses 3-pt shot from 26 ft,,33-61,,
5:44.0,,,33-61,,Defensive rebound by K. Towns
5:26.0,,,33-63,2,N. Bjelica makes 2-pt shot from 1 ft (assist by K. Towns)
5:12.0,O. Asik makes 2-pt shot at rim (assist by T. Frazier),2,35-63,,
4:53.0,,,35-63,,A. Wiggins misses 2-pt shot from 2 ft
4:51.0,Defensive rebound by T. Frazier,,35-63,,
4:41.0,O. Asik makes 2-pt shot from 1 ft (assist by T. Frazier),2,37-63,,
4:18.0,,,37-63,,Z. LaVine misses 3-pt shot from 22 ft
4:17.0,Defensive rebound by O. Asik,,37-63,,
4:04.0,O. Asik makes 2-pt shot from 1 ft (assist by T. Frazier),2,39-63,,
3:51.0,,,39-63,,T. Jones misses 2-pt shot from 18 ft
3:50.0,Defensive rebound by O. Asik,,39-63,,
3:37.0,O. Asik makes 2-pt shot at rim (assist by T. Frazier),2,41-63,,
3:24.0,,,41-63,,A. Wiggins misses 2-pt shot from 17 ft
3:22.0,Defensive rebound by Team,,41-63,,
3:22.0,,,41-63,,Loose ball foul by K. Towns
3:22.0,,,41-63,,R. Rubio enters the game for T. Jones
3:22.0,,,41-63,,G. Dieng enters the game for N. Bjelica
3:02.0,O. Asik makes 2-pt shot from 3 ft,2,43-63,,
2:47.0,,,43-63,,Turnover by G. Dieng (3 sec)
2:47.0,New Orleans full timeout,,43-63,,
2:33.0,T. Frazier misses 2-pt shot from 19 ft,,43-63,,
2:32.0,,,43-63,,Defensive rebound by K. Towns
2:19.0,,,43-63,,A. Wiggins misses 2-pt shot from 20 ft
2:18.0,Defensive rebound by T. Douglas,,43-63,,
2:06.0,T. Frazier misses 2-pt shot from 2 ft (block by A. Wiggins),,43-63,,
2:04.0,,,43-63,,Defensive rebound by R. Rubio
2:00.0,,,43-63,,Shooting foul by O. Asik (drawn by K. Towns)
2:00.0,,,43-64,1,K. Towns makes free throw 1 of 2
2:00.0,,,43-65,1,K. Towns makes free throw 2 of 2
1:41.0,Shooting foul by A. Wiggins (drawn by T. Douglas),,43-65,,
1:41.0,T. Douglas makes free throw 1 of 2,1,44-65,,
1:41.0,T. Douglas makes free throw 2 of 2,1,45-65,,
1:26.0,,,45-65,,R. Rubio misses 2-pt shot from 17 ft
1:25.0,,,45-65,,Offensive rebound by A. Wiggins
1:25.0,,,45-67,2,A. Wiggins makes 2-pt shot from 1 ft
1:09.0,J. Ennis makes 3-pt shot from 23 ft (assist by T. Douglas),3,48-67,,
0:57.0,,,48-67,,Shooting foul by J. Ennis (drawn by A. Wiggins)
0:57.0,,,48-68,1,A. Wiggins makes free throw 1 of 2
0:57.0,J. Hamilton enters the game for J. Ennis,,48-68,,
0:57.0,,,48-68,,A. Wiggins misses free throw 2 of 2
0:57.0,Defensive rebound by O. Asik,,48-68,,
0:50.0,Turnover by T. Frazier (lost ball; steal by R. Rubio),,48-68,,
0:46.0,,,48-68,,Shooting foul by T. Frazier (drawn by R. Rubio)
0:46.0,,,48-69,1,R. Rubio makes free throw 1 of 2
0:46.0,,,48-70,1,R. Rubio makes free throw 2 of 2
0:36.0,D. Cunningham makes 2-pt shot from 1 ft (assist by T. Douglas),2,50-70,,
0:25.0,,,50-72,2,G. Dieng makes 2-pt shot at rim (assist by R. Rubio)
0:13.0,New Orleans full timeout,,50-72,,
0:02.0,T. Frazier misses 2-pt shot from 14 ft,,50-72,,
0:01.0,,,50-72,,Defensive rebound by A. Wiggins
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Ennis misses 2-pt shot from 20 ft,,50-72,,
11:41.0,,,50-72,,Defensive rebound by K. Towns
11:28.0,,,50-74,2,A. Wiggins makes 2-pt shot from 12 ft (assist by K. Towns)
11:13.0,J. Hamilton makes 2-pt shot from 19 ft,2,52-74,,
10:51.0,,,52-74,,Z. LaVine misses 3-pt shot from 24 ft
10:50.0,Defensive rebound by O. Asik,,52-74,,
10:45.0,Turnover by T. Douglas (lost ball; steal by Z. LaVine),,52-74,,
10:39.0,,,52-76,2,Z. LaVine makes 2-pt shot from 1 ft
10:27.0,,,52-76,,Personal foul by K. Towns
10:20.0,T. Douglas misses 3-pt shot from 25 ft,,52-76,,
10:19.0,,,52-76,,Defensive rebound by G. Dieng
10:04.0,,,52-79,3,Z. LaVine makes 3-pt shot from 24 ft
9:47.0,J. Hamilton misses 2-pt shot from 18 ft,,52-79,,
9:46.0,Offensive rebound by O. Asik,,52-79,,
9:45.0,,,52-79,,Personal foul by R. Rubio
9:37.0,Offensive foul by T. Douglas,,52-79,,
9:37.0,Turnover by T. Douglas (offensive foul),,52-79,,
9:28.0,,,52-81,2,K. Towns makes 2-pt shot at rim (assist by R. Rubio)
9:22.0,,,52-81,,Personal foul by Z. LaVine
9:11.0,D. Cunningham misses 3-pt shot from 22 ft,,52-81,,
9:10.0,,,52-81,,Defensive rebound by R. Rubio
8:59.0,,,52-81,,Z. LaVine misses 2-pt shot from 16 ft
8:58.0,,,52-81,,Offensive rebound by G. Dieng
8:49.0,,,52-83,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
8:47.0,New Orleans full timeout,,52-83,,
8:30.0,J. Ennis makes 3-pt shot from 24 ft,3,55-83,,
8:12.0,,,55-85,2,A. Wiggins makes 2-pt shot from 4 ft (assist by Z. LaVine)
7:56.0,J. Ennis misses 3-pt shot from 24 ft,,55-85,,
7:54.0,Offensive rebound by T. Douglas,,55-85,,
7:54.0,T. Douglas misses 2-pt shot from 1 ft,,55-85,,
7:53.0,,,55-85,,Defensive rebound by K. Towns
7:32.0,,,55-88,3,R. Rubio makes 3-pt shot from 24 ft (assist by Z. LaVine)
7:10.0,T. Douglas misses 3-pt shot from 25 ft,,55-88,,
7:09.0,,,55-88,,Defensive rebound by K. Towns
7:05.0,,,55-88,,Shooting foul by D. Cunningham (drawn by G. Dieng)
7:05.0,,,55-89,1,G. Dieng makes free throw 1 of 2
7:05.0,,,55-90,1,G. Dieng makes free throw 2 of 2
6:52.0,T. Douglas makes 2-pt shot from 2 ft (assist by O. Asik),2,57-90,,
6:26.0,,,57-92,2,A. Wiggins makes 2-pt shot at rim (assist by K. Towns)
6:21.0,Shooting foul by R. Rubio (drawn by T. Douglas),,57-92,,
6:21.0,T. Douglas makes free throw 1 of 2,1,58-92,,
6:21.0,T. Frazier enters the game for J. Hamilton,,58-92,,
6:21.0,T. Douglas makes free throw 2 of 2,1,59-92,,
6:07.0,,,59-92,,Turnover by R. Rubio (lost ball; steal by J. Ennis)
6:03.0,T. Douglas makes 2-pt shot from 1 ft (assist by T. Frazier),2,61-92,,
5:49.0,,,61-92,,K. Towns misses 2-pt shot at rim
5:48.0,,,61-92,,Offensive rebound by G. Dieng
5:47.0,,,61-92,,Shooting foul by D. Cunningham (drawn by G. Dieng)
5:47.0,,,61-93,1,G. Dieng makes free throw 1 of 2
5:47.0,,,61-94,1,G. Dieng makes free throw 2 of 2
5:37.0,D. Cunningham makes 3-pt shot from 25 ft (assist by T. Frazier),3,64-94,,
5:27.0,Personal foul by T. Douglas,,64-94,,
5:23.0,,,64-94,,Z. LaVine misses 3-pt shot from 24 ft
5:21.0,Defensive rebound by O. Asik,,64-94,,
5:13.0,Turnover by D. Cunningham (lost ball; steal by R. Rubio),,64-94,,
5:08.0,,,64-94,,Z. LaVine misses 2-pt shot at rim
5:06.0,Defensive rebound by O. Asik,,64-94,,
5:02.0,Shooting foul by G. Dieng (drawn by D. Cunningham),,64-94,,
5:02.0,D. Cunningham makes free throw 1 of 2,1,65-94,,
5:02.0,D. Cunningham makes free throw 2 of 2,1,66-94,,
4:48.0,,,66-94,,A. Wiggins misses 2-pt shot from 13 ft
4:47.0,Defensive rebound by T. Frazier,,66-94,,
4:32.0,J. Ennis misses 3-pt shot from 24 ft,,66-94,,
4:30.0,,,66-94,,Defensive rebound by G. Dieng
4:21.0,,,66-94,,Turnover by K. Towns (traveling)
4:21.0,K. Perkins enters the game for O. Asik,,66-94,,
4:06.0,T. Frazier misses 2-pt shot from 9 ft,,66-94,,
4:05.0,,,66-94,,Defensive rebound by G. Dieng
3:47.0,,,66-94,,Z. LaVine misses 3-pt shot from 24 ft
3:46.0,Defensive rebound by K. Perkins,,66-94,,
3:30.0,Turnover by K. Perkins (lost ball; steal by R. Rubio),,66-94,,
3:24.0,,,66-96,2,Z. LaVine makes 2-pt shot at rim (assist by G. Dieng)
3:06.0,J. Ennis makes 2-pt shot from 18 ft (assist by T. Frazier),2,68-96,,
2:48.0,Violation by D. Cunningham (kicked ball),,68-96,,
2:48.0,,,68-96,,Minnesota full timeout
2:48.0,,,68-96,,T. Jones enters the game for R. Rubio
2:48.0,,,68-96,,S. Muhammad enters the game for Z. LaVine
2:48.0,,,68-96,,N. Bjelica enters the game for K. Towns
2:32.0,,,68-96,,G. Dieng misses 2-pt shot from 14 ft
2:31.0,Defensive rebound by K. Perkins,,68-96,,
2:10.0,D. Cunningham makes 2-pt shot from 20 ft (assist by K. Perkins),2,70-96,,
1:53.0,,,70-98,2,A. Wiggins makes 2-pt shot from 9 ft (assist by T. Jones)
1:44.0,J. Ennis misses 3-pt shot from 25 ft,,70-98,,
1:43.0,,,70-98,,Defensive rebound by N. Bjelica
1:36.0,,,70-98,,Turnover by N. Bjelica (lost ball; steal by T. Douglas)
1:31.0,,,70-98,,Personal foul by G. Dieng
1:31.0,T. Douglas makes free throw 1 of 2,1,71-98,,
1:31.0,J. Hamilton enters the game for J. Ennis,,71-98,,
1:31.0,T. Douglas makes free throw 2 of 2,1,72-98,,
1:19.0,,,72-101,3,G. Dieng makes 3-pt shot from 23 ft (assist by T. Jones)
1:03.0,J. Hamilton makes 3-pt shot from 25 ft (assist by D. Cunningham),3,75-101,,
0:49.0,,,75-104,3,G. Dieng makes 3-pt shot from 23 ft (assist by S. Muhammad)
0:36.0,T. Douglas makes 2-pt shot from 2 ft,2,77-104,,
0:24.0,,,77-106,2,S. Muhammad makes 2-pt shot from 1 ft (assist by T. Jones)
0:00.0,K. Perkins makes 2-pt shot from 21 ft (assist by J. Hamilton),2,79-106,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,79-106,,Shooting foul by D. Cunningham (drawn by A. Wiggins)
11:44.0,,,79-107,1,A. Wiggins makes free throw 1 of 2
11:44.0,,,79-108,1,A. Wiggins makes free throw 2 of 2
11:32.0,D. Cunningham misses 2-pt shot from 2 ft,,79-108,,
11:31.0,,,79-108,,Defensive rebound by G. Dieng
11:19.0,,,79-111,3,T. Jones makes 3-pt shot from 24 ft (assist by G. Dieng)
11:02.0,D. Cunningham misses 3-pt shot from 24 ft,,79-111,,
11:01.0,,,79-111,,Defensive rebound by G. Dieng
10:50.0,,,79-114,3,A. Wiggins makes 3-pt shot from 24 ft
10:31.0,T. Douglas makes 3-pt shot from 25 ft,3,82-114,,
10:18.0,,,82-114,,A. Wiggins misses 2-pt shot from 2 ft
10:18.0,Defensive rebound by J. Hamilton,,82-114,,
10:04.0,K. Perkins misses 2-pt shot from 5 ft (block by A. Wiggins),,82-114,,
10:02.0,,,82-114,,Defensive rebound by N. Bjelica
9:57.0,Personal foul by T. Frazier,,82-114,,
9:52.0,,,82-116,2,S. Muhammad makes 2-pt shot from 1 ft (assist by G. Dieng)
9:35.0,Turnover by T. Frazier (lost ball; steal by T. Jones),,82-116,,
9:30.0,,,82-118,2,S. Muhammad makes 2-pt shot from 1 ft (assist by T. Jones)
9:18.0,K. Perkins misses 2-pt shot from 18 ft,,82-118,,
9:17.0,,,82-118,,Defensive rebound by A. Wiggins
9:08.0,,,82-118,,S. Muhammad misses 2-pt shot from 7 ft
9:07.0,,,82-118,,Offensive rebound by G. Dieng
9:04.0,,,82-118,,Turnover by S. Muhammad (lost ball)
8:55.0,J. Hamilton misses 3-pt shot from 23 ft,,82-118,,
8:54.0,,,82-118,,Defensive rebound by N. Bjelica
8:47.0,,,82-120,2,T. Jones makes 2-pt shot from 5 ft
8:47.0,,,82-120,,Shooting foul by T. Frazier (drawn by T. Jones)
8:47.0,,,82-120,,Minnesota full timeout
8:47.0,,,82-120,,K. Towns enters the game for G. Dieng
8:47.0,,,82-120,,D. Rudez enters the game for A. Wiggins
8:47.0,O. Asik enters the game for K. Perkins,,82-120,,
8:47.0,J. Ennis enters the game for D. Cunningham,,82-120,,
8:47.0,,,82-120,,T. Jones misses free throw 1 of 1
8:47.0,Defensive rebound by O. Asik,,82-120,,
8:29.0,T. Douglas makes 3-pt shot from 24 ft (assist by T. Frazier),3,85-120,,
8:09.0,,,85-122,2,S. Muhammad makes 2-pt shot from 10 ft
7:46.0,Shooting foul by N. Bjelica (drawn by O. Asik),,85-122,,
7:46.0,O. Asik misses free throw 1 of 2,,85-122,,
7:46.0,Offensive rebound by Team,,85-122,,
7:46.0,O. Asik misses free throw 2 of 2,,85-122,,
7:44.0,,,85-122,,Defensive rebound by K. Towns
7:31.0,,,85-124,2,K. Towns makes 2-pt shot at rim (assist by N. Bjelica)
7:21.0,T. Frazier misses 2-pt shot from 2 ft (block by N. Bjelica),,85-124,,
7:20.0,Offensive rebound by Team,,85-124,,
7:17.0,,,85-124,,Personal foul by D. Rudez
7:14.0,,,85-124,,Personal foul by N. Bjelica
7:07.0,J. Ennis makes 3-pt shot from 25 ft (assist by J. Hamilton),3,88-124,,
6:51.0,,,88-126,2,K. Towns makes 2-pt shot from 22 ft (assist by N. Bjelica)
6:25.0,T. Frazier misses 2-pt shot from 1 ft,,88-126,,
6:24.0,,,88-126,,Defensive rebound by K. Towns
6:22.0,,,88-126,,Turnover by K. Towns (lost ball; steal by T. Douglas)
6:21.0,,,88-126,,Personal foul by D. Rudez
6:21.0,Technical foul by T. Frazier,,88-126,,
6:21.0,,,88-127,1,T. Jones makes technical free throw
6:21.0,,,88-127,,A. Payne enters the game for K. Towns
6:21.0,,,88-127,,G. Smith enters the game for N. Bjelica
6:05.0,Turnover by T. Frazier (lost ball; steal by G. Smith),,88-127,,
6:01.0,,,88-129,2,S. Muhammad makes 2-pt shot at rim (assist by T. Jones)
5:40.0,O. Asik makes 2-pt shot at rim (assist by J. Hamilton),2,90-129,,
5:25.0,,,90-129,,S. Muhammad misses 2-pt shot from 15 ft
5:24.0,Defensive rebound by J. Hamilton,,90-129,,
5:10.0,O. Asik misses 2-pt shot at rim,,90-129,,
5:09.0,,,90-129,,Defensive rebound by D. Rudez
5:03.0,,,90-131,2,S. Muhammad makes 2-pt shot from 1 ft (assist by T. Jones)
4:52.0,Shooting foul by S. Muhammad (drawn by T. Douglas),,90-131,,
4:52.0,,,90-131,,Minnesota full timeout
4:52.0,T. Douglas makes free throw 1 of 2,1,91-131,,
4:52.0,T. Douglas makes free throw 2 of 2,1,92-131,,
4:41.0,,,92-131,,Turnover by G. Smith (lost ball; steal by T. Douglas)
4:37.0,T. Frazier misses 2-pt shot at rim,,92-131,,
4:36.0,,,92-131,,Defensive rebound by G. Smith
4:31.0,,,92-133,2,A. Payne makes 2-pt shot at rim (assist by T. Jones)
4:08.0,O. Asik misses 2-pt shot from 5 ft,,92-133,,
4:07.0,Offensive rebound by J. Ennis,,92-133,,
4:01.0,O. Asik makes 2-pt shot at rim (assist by J. Hamilton),2,94-133,,
4:01.0,Shooting foul by G. Smith (drawn by O. Asik),,94-133,,
4:01.0,O. Asik makes free throw 1 of 1,1,95-133,,
3:37.0,,,95-133,,T. Jones misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by O. Asik,,95-133,,
3:30.0,J. Ennis makes 3-pt shot from 25 ft (assist by T. Frazier),3,98-133,,
3:24.0,,,98-133,,Shooting foul by J. Ennis (drawn by S. Muhammad)
3:24.0,,,98-134,1,S. Muhammad makes free throw 1 of 2
3:24.0,,,98-135,1,S. Muhammad makes free throw 2 of 2
3:10.0,,,98-135,,Personal foul by A. Payne
3:10.0,J. Hamilton misses free throw 1 of 2,,98-135,,
3:10.0,Offensive rebound by Team,,98-135,,
3:10.0,J. Hamilton makes free throw 2 of 2,1,99-135,,
2:53.0,,,99-137,2,S. Muhammad makes 2-pt shot from 4 ft (assist by A. Payne)
