time,Charlotte,pts.away,score,pts.home,Miami
0:08.0,,,90-88,,G. Dragic misses 3-pt shot from 23 ft (block by K. Walker)
0:07.0,,,90-88,,Offensive rebound by D. Wade
0:05.0,,,90-88,,D. Wade misses 2-pt shot from 2 ft (block by C. Lee)
0:04.0,Defensive rebound by K. Walker,,90-88,,
0:03.0,,,90-88,,Personal foul by G. Dragic
0:03.0,Charlotte full timeout,,90-88,,
0:03.0,S. Hawes enters the game for M. Williams,,90-88,,
0:03.0,,,90-88,,J. Winslow enters the game for H. Whiteside
0:03.0,,,90-88,,J. Richardson enters the game for G. Dragic
0:00.0,End of 4th quarter,,,,End of 4th quarter
