time,Atlanta,pts.away,score,pts.home,Boston
6:18.0,D. Schroder makes 3-pt shot from 24 ft,3,84-86,,
6:18.0,,,84-86,,Boston full timeout
6:18.0,,,84-86,,I. Thomas enters the game for K. Olynyk
6:18.0,,,84-86,,J. Crowder enters the game for R. Hunter
6:18.0,,,84-86,,J. Sullinger enters the game for J. Jerebko
6:03.0,Personal foul by D. Schroder (drawn by I. Thomas),,84-86,,
6:03.0,,,84-87,1,I. Thomas makes free throw 1 of 2
6:03.0,,,84-88,1,I. Thomas makes free throw 2 of 2
5:50.0,Shooting foul by E. Turner (drawn by K. Bazemore),,84-88,,
5:50.0,K. Bazemore misses free throw 1 of 2,,84-88,,
5:50.0,Offensive rebound by Team,,84-88,,
5:50.0,K. Bazemore misses free throw 2 of 2,,84-88,,
5:50.0,,,84-88,,Defensive rebound by J. Crowder
5:41.0,,,84-88,,J. Crowder misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by K. Bazemore,,84-88,,
5:35.0,A. Horford misses 2-pt shot from 1 ft,,84-88,,
5:32.0,,,84-88,,Defensive rebound by I. Thomas
5:24.0,,,84-90,2,E. Turner makes 2-pt shot from 14 ft
5:06.0,K. Bazemore misses 2-pt shot from 1 ft,,84-90,,
5:05.0,Offensive rebound by A. Horford,,84-90,,
5:05.0,K. Bazemore makes 2-pt shot from 1 ft,2,86-90,,
4:47.0,,,86-90,,I. Thomas misses 2-pt shot from 2 ft (block by A. Horford)
4:45.0,Defensive rebound by K. Korver,,86-90,,
4:40.0,A. Horford makes 2-pt shot at rim (assist by P. Millsap),2,88-90,,
4:13.0,,,88-90,,E. Turner misses 2-pt shot from 16 ft
4:13.0,Defensive rebound by P. Millsap,,88-90,,
3:59.0,P. Millsap makes 2-pt shot from 2 ft,2,90-90,,
3:59.0,Shooting foul by J. Crowder (drawn by P. Millsap),,90-90,,
3:59.0,P. Millsap misses free throw 1 of 1,,90-90,,
3:58.0,,,90-90,,Defensive rebound by J. Crowder
3:46.0,,,90-90,,Turnover by J. Crowder (lost ball; steal by D. Schroder)
3:42.0,D. Schroder makes 2-pt shot at rim,2,92-90,,
3:29.0,,,92-90,,Shooting foul by A. Horford (drawn by I. Thomas)
3:29.0,,,92-91,1,I. Thomas makes free throw 1 of 2
3:29.0,,,92-91,,J. Jerebko enters the game for E. Turner
3:29.0,,,92-92,1,I. Thomas makes free throw 2 of 2
3:21.0,P. Millsap makes 2-pt shot from 2 ft,2,94-92,,
3:21.0,Shooting foul by J. Jerebko (drawn by P. Millsap),,94-92,,
3:21.0,,,94-92,,E. Turner enters the game for J. Jerebko
3:21.0,P. Millsap makes free throw 1 of 1,1,95-92,,
3:08.0,,,95-92,,I. Thomas misses 3-pt shot from 25 ft
3:07.0,Defensive rebound by P. Millsap,,95-92,,
2:52.0,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder),2,97-92,,
2:32.0,,,97-95,3,J. Crowder makes 3-pt shot from 24 ft (assist by J. Sullinger)
2:15.0,,,97-95,,Personal block foul by J. Crowder (drawn by D. Schroder)
2:15.0,Official timeout,,97-95,,
2:15.0,D. Schroder makes free throw 1 of 2,1,98-95,,
2:15.0,D. Schroder makes free throw 2 of 2,1,99-95,,
1:59.0,,,99-95,,E. Turner misses 2-pt shot from 5 ft
1:58.0,Defensive rebound by A. Horford,,99-95,,
1:40.0,K. Bazemore makes 2-pt shot from 2 ft (assist by P. Millsap),2,101-95,,
1:40.0,,,101-95,,Boston full timeout
1:40.0,,,101-95,,K. Olynyk enters the game for J. Sullinger
1:34.0,,,101-95,,Shooting foul by D. Schroder (drawn by I. Thomas)
1:34.0,,,101-96,1,I. Thomas makes free throw 1 of 3
1:34.0,,,101-97,1,I. Thomas makes free throw 2 of 3
1:34.0,,,101-97,,J. Jerebko enters the game for E. Turner
1:34.0,,,101-97,,A. Johnson enters the game for K. Olynyk
1:34.0,,,101-98,1,I. Thomas makes free throw 3 of 3
1:25.0,A. Horford makes 2-pt shot from 22 ft (assist by D. Schroder),2,103-98,,
1:11.0,,,103-98,,J. Jerebko misses 2-pt shot from 20 ft
1:09.0,Defensive rebound by Team,,103-98,,
0:50.0,P. Millsap misses 2-pt shot from 4 ft,,103-98,,
0:49.0,Offensive rebound by P. Millsap,,103-98,,
0:49.0,,,103-98,,Personal foul by J. Crowder (drawn by P. Millsap)
0:49.0,,,103-98,,E. Turner enters the game for J. Crowder
0:49.0,P. Millsap makes free throw 1 of 2,1,104-98,,
0:49.0,P. Millsap makes free throw 2 of 2,1,105-98,,
0:49.0,,,105-98,,Boston full timeout
0:49.0,,,105-98,,K. Olynyk enters the game for A. Johnson
0:49.0,,,105-98,,Turnover by K. Olynyk (bad pass)
0:49.0,Atlanta full timeout,,105-98,,
0:45.0,,,105-98,,Personal take foul by A. Bradley (drawn by D. Schroder)
0:45.0,D. Schroder makes free throw 1 of 2,1,106-98,,
0:45.0,D. Schroder makes free throw 2 of 2,1,107-98,,
0:34.0,Personal foul by A. Horford (drawn by E. Turner),,107-98,,
0:34.0,,,107-98,,E. Turner misses free throw 1 of 2
0:34.0,,,107-98,,Offensive rebound by Team
0:34.0,,,107-99,1,E. Turner makes free throw 2 of 2
0:27.0,,,107-99,,Personal foul by K. Olynyk (drawn by P. Millsap)
0:27.0,P. Millsap makes free throw 1 of 2,1,108-99,,
0:27.0,P. Millsap makes free throw 2 of 2,1,109-99,,
0:20.0,,,109-101,2,K. Olynyk makes 2-pt shot at rim (assist by I. Thomas)
0:00.0,End of 4th quarter,,,,End of 4th quarter
