time,Golden State,pts.away,score,pts.home,Portland
5:01.0,Offensive rebound by A. Iguodala,,16-10,,
4:53.0,H. Barnes misses 3-pt shot from 24 ft,,16-10,,
4:53.0,,,16-10,,Defensive rebound by M. Plumlee
4:40.0,,,16-10,,Turnover by A. Aminu (bad pass)
4:40.0,,,16-10,,A. Crabbe enters the game for A. Aminu
4:20.0,A. Iguodala misses 2-pt shot from 16 ft,,16-10,,
4:19.0,,,16-10,,Defensive rebound by C. McCollum
4:11.0,,,16-13,3,D. Lillard makes 3-pt shot from 26 ft (assist by C. McCollum)
4:01.0,K. Thompson makes 2-pt shot from 4 ft (assist by D. Green),2,18-13,,
3:49.0,,,18-13,,C. McCollum misses 2-pt shot from 15 ft
3:48.0,,,18-13,,Offensive rebound by M. Plumlee
3:37.0,,,18-13,,M. Plumlee misses 2-pt shot from 2 ft
3:37.0,Defensive rebound by Team,,18-13,,
3:37.0,,,18-13,,Loose ball foul by M. Plumlee
3:37.0,F. Ezeli enters the game for H. Barnes,,18-13,,
3:37.0,,,18-13,,E. Davis enters the game for M. Plumlee
3:24.0,K. Thompson misses 2-pt shot from 2 ft (block by E. Davis),,18-13,,
3:23.0,,,18-13,,Defensive rebound by E. Davis
3:17.0,,,18-16,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. McCollum)
3:05.0,Shooting foul by E. Davis (drawn by F. Ezeli),,18-16,,
3:05.0,,,18-16,,Portland full timeout
3:05.0,,,18-16,,B. Roberts enters the game for C. McCollum
3:05.0,F. Ezeli misses free throw 1 of 2,,18-16,,
3:05.0,Offensive rebound by Team,,18-16,,
3:05.0,F. Ezeli makes free throw 2 of 2,1,19-16,,
2:48.0,,,19-16,,E. Davis misses 2-pt shot from 8 ft
2:46.0,Defensive rebound by F. Ezeli,,19-16,,
2:33.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,22-16,,
2:15.0,,,22-16,,Turnover by B. Roberts (lost ball)
2:01.0,,,22-16,,Personal foul by G. Henderson
1:55.0,K. Thompson makes 2-pt shot from 2 ft,2,24-16,,
1:37.0,,,24-19,3,D. Lillard makes 3-pt shot from 25 ft
1:18.0,L. Barbosa makes 2-pt shot from 10 ft (assist by D. Green),2,26-19,,
1:02.0,,,26-19,,Shooting foul by D. Green (drawn by A. Crabbe)
1:02.0,,,26-19,,A. Crabbe misses free throw 1 of 2
1:02.0,,,26-19,,Offensive rebound by Team
1:02.0,,,26-20,1,A. Crabbe makes free throw 2 of 2
0:56.0,Offensive foul by A. Iguodala,,26-20,,
0:56.0,Turnover by A. Iguodala (offensive foul),,26-20,,
0:35.0,,,26-20,,D. Lillard misses 2-pt shot from 9 ft
0:35.0,Defensive rebound by L. Barbosa,,26-20,,
0:28.0,,,26-20,,Violation by E. Davis (def goaltending)
0:28.0,L. Barbosa makes 2-pt shot from 2 ft,2,28-20,,
0:14.0,,,28-20,,Shooting foul by F. Ezeli (drawn by G. Henderson)
0:14.0,,,28-21,1,G. Henderson makes free throw 1 of 2
0:14.0,,,28-21,,A. Aminu enters the game for D. Lillard
0:14.0,I. Clark enters the game for F. Ezeli,,28-21,,
0:14.0,,,28-22,1,G. Henderson makes free throw 2 of 2
0:00.0,D. Green misses 2-pt shot from 8 ft,,28-22,,
0:00.0,Offensive rebound by Team,,28-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-22,,G. Henderson misses 2-pt shot from 23 ft
11:45.0,Defensive rebound by I. Clark,,28-22,,
11:31.0,A. Iguodala misses 2-pt shot from 19 ft,,28-22,,
11:30.0,,,28-22,,Defensive rebound by E. Davis
11:20.0,,,28-22,,Shooting foul by F. Ezeli (drawn by A. Aminu)
11:20.0,,,28-23,1,A. Aminu makes free throw 1 of 2
11:20.0,,,28-24,1,A. Aminu makes free throw 2 of 2
11:07.0,Turnover by I. Clark (lost ball; steal by E. Davis),,28-24,,
10:51.0,,,28-24,,A. Crabbe misses 2-pt shot from 16 ft
10:49.0,Defensive rebound by F. Ezeli,,28-24,,
10:41.0,H. Barnes misses 2-pt shot from 22 ft,,28-24,,
10:40.0,,,28-24,,Defensive rebound by A. Aminu
10:28.0,,,28-24,,D. Lillard enters the game for G. Henderson
10:22.0,,,28-26,2,D. Lillard makes 2-pt shot from 1 ft
10:03.0,Turnover by L. Barbosa (lost ball),,28-26,,
9:39.0,,,28-26,,Shooting foul by L. Barbosa (drawn by A. Crabbe)
9:39.0,,,28-27,1,A. Crabbe makes free throw 1 of 3
9:39.0,,,28-28,1,A. Crabbe makes free throw 2 of 3
9:39.0,Golden State full timeout,,28-28,,
9:39.0,A. Bogut enters the game for L. Barbosa,,28-28,,
9:39.0,D. Green enters the game for F. Ezeli,,28-28,,
9:39.0,,,28-29,1,A. Crabbe makes free throw 3 of 3
9:25.0,I. Clark makes 2-pt shot from 9 ft,2,30-29,,
9:06.0,,,30-29,,C. McCollum misses 3-pt shot from 25 ft
9:05.0,,,30-29,,Offensive rebound by E. Davis
9:02.0,,,30-29,,Turnover by E. Davis (lost ball; steal by H. Barnes)
8:58.0,I. Clark misses 2-pt shot at rim (block by A. Aminu),,30-29,,
8:57.0,Offensive rebound by D. Green,,30-29,,
8:43.0,H. Barnes misses 2-pt shot from 2 ft,,30-29,,
8:42.0,Offensive rebound by A. Bogut,,30-29,,
8:42.0,A. Bogut makes 2-pt shot from 2 ft,2,32-29,,
8:21.0,,,32-31,2,A. Aminu makes 2-pt shot from 2 ft (assist by A. Crabbe)
8:21.0,,,32-31,,Shooting foul by A. Bogut (drawn by A. Aminu)
8:21.0,,,32-32,1,A. Aminu makes free throw 1 of 1
8:08.0,I. Clark makes 2-pt shot from 14 ft (assist by D. Green),2,34-32,,
7:53.0,,,34-32,,Turnover by D. Lillard (bad pass)
7:37.0,D. Green misses 2-pt shot from 2 ft,,34-32,,
7:37.0,Offensive rebound by A. Bogut,,34-32,,
7:19.0,A. Iguodala misses 2-pt shot from 2 ft,,34-32,,
7:18.0,,,34-32,,Defensive rebound by D. Lillard
7:15.0,,,34-32,,A. Crabbe misses 2-pt shot from 1 ft
7:14.0,,,34-32,,Offensive rebound by E. Davis
7:13.0,,,34-34,2,E. Davis makes 2-pt shot at rim
6:49.0,Shooting foul by D. Lillard (drawn by D. Green),,34-34,,
6:49.0,D. Green misses free throw 1 of 2,,34-34,,
6:49.0,Offensive rebound by Team,,34-34,,
6:49.0,S. Livingston enters the game for A. Iguodala,,34-34,,
6:49.0,,,34-34,,M. Plumlee enters the game for E. Davis
6:49.0,K. Thompson enters the game for I. Clark,,34-34,,
6:49.0,D. Green misses free throw 2 of 2,,34-34,,
6:48.0,,,34-34,,Defensive rebound by A. Crabbe
6:34.0,,,34-34,,D. Lillard misses 3-pt shot from 24 ft
6:32.0,Defensive rebound by A. Bogut,,34-34,,
6:20.0,D. Green misses 2-pt shot from 6 ft,,34-34,,
6:19.0,Offensive rebound by A. Bogut,,34-34,,
6:19.0,A. Bogut misses 2-pt shot from 1 ft,,34-34,,
6:19.0,,,34-34,,Defensive rebound by Team
6:08.0,,,34-34,,A. Crabbe misses 2-pt shot from 16 ft
6:08.0,,,34-34,,Offensive rebound by M. Plumlee
6:05.0,,,34-34,,A. Crabbe misses 2-pt shot from 4 ft (block by D. Green)
6:05.0,,,34-34,,Offensive rebound by Team
6:00.0,Personal foul by H. Barnes,,34-34,,
5:54.0,,,34-34,,C. McCollum misses 2-pt shot from 2 ft (block by A. Bogut)
5:54.0,Defensive rebound by D. Green,,34-34,,
5:48.0,H. Barnes misses 3-pt shot from 23 ft,,34-34,,
5:47.0,,,34-34,,Defensive rebound by C. McCollum
5:39.0,,,34-37,3,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum)
5:18.0,D. Green makes 2-pt shot from 5 ft,2,36-37,,
5:01.0,,,36-39,2,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee)
4:52.0,Offensive foul by A. Bogut,,36-39,,
4:52.0,Turnover by A. Bogut (offensive foul),,36-39,,
4:52.0,Official timeout,,36-39,,
4:52.0,A. Iguodala enters the game for H. Barnes,,36-39,,
4:52.0,I. Clark enters the game for A. Bogut,,36-39,,
4:42.0,,,36-42,3,D. Lillard makes 3-pt shot from 27 ft
4:28.0,Shooting foul by A. Crabbe (drawn by K. Thompson),,36-42,,
4:28.0,K. Thompson makes free throw 1 of 2,1,37-42,,
4:28.0,K. Thompson makes free throw 2 of 2,1,38-42,,
4:16.0,,,38-42,,C. McCollum misses 2-pt shot from 16 ft
4:15.0,Defensive rebound by S. Livingston,,38-42,,
4:03.0,D. Green makes 2-pt shot from 2 ft (assist by I. Clark),2,40-42,,
3:52.0,Violation by S. Livingston (def goaltending),,40-42,,
3:52.0,,,40-44,2,M. Plumlee makes 2-pt shot from 1 ft
3:42.0,K. Thompson misses 3-pt shot from 26 ft,,40-44,,
3:41.0,,,40-44,,Defensive rebound by A. Aminu
3:34.0,,,40-44,,Shooting foul by A. Iguodala (drawn by D. Lillard)
3:34.0,,,40-45,1,D. Lillard makes free throw 1 of 2
3:34.0,,,40-46,1,D. Lillard makes free throw 2 of 2
3:19.0,D. Green misses 2-pt shot from 1 ft (block by M. Plumlee),,40-46,,
3:17.0,,,40-46,,Defensive rebound by M. Plumlee
3:12.0,,,40-46,,D. Lillard misses 3-pt shot from 26 ft
3:11.0,Defensive rebound by A. Iguodala,,40-46,,
2:59.0,D. Green makes 2-pt shot from 1 ft,2,42-46,,
2:45.0,,,42-46,,Portland full timeout
2:42.0,,,42-46,,Turnover by M. Plumlee (offensive foul)
2:42.0,,,42-46,,Offensive charge foul by M. Plumlee
2:31.0,,,42-46,,Personal foul by M. Plumlee
2:31.0,,,42-46,,E. Davis enters the game for M. Plumlee
2:26.0,K. Thompson makes 2-pt shot from 2 ft (assist by S. Livingston),2,44-46,,
2:07.0,,,44-48,2,C. McCollum makes 2-pt shot from 21 ft (assist by D. Lillard)
1:53.0,K. Thompson misses 2-pt shot from 11 ft,,44-48,,
1:52.0,,,44-48,,Defensive rebound by A. Aminu
1:49.0,,,44-48,,Shooting foul by A. Iguodala (drawn by C. McCollum)
1:49.0,,,44-49,1,C. McCollum makes free throw 1 of 2
1:49.0,H. Barnes enters the game for A. Iguodala,,44-49,,
1:49.0,,,44-50,1,C. McCollum makes free throw 2 of 2
1:32.0,D. Green misses 3-pt shot from 25 ft,,44-50,,
1:31.0,,,44-50,,Defensive rebound by A. Crabbe
1:25.0,,,44-50,,C. McCollum misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by D. Green,,44-50,,
1:24.0,,,44-50,,Personal block foul by C. McCollum
1:08.0,D. Green misses 2-pt shot from 6 ft,,44-50,,
1:08.0,,,44-50,,Defensive rebound by A. Aminu
0:54.0,,,44-53,3,A. Aminu makes 3-pt shot from 22 ft (assist by D. Lillard)
0:50.0,Golden State full timeout,,44-53,,
0:41.0,K. Thompson misses 3-pt shot from 24 ft,,44-53,,
0:41.0,,,44-53,,Defensive rebound by A. Aminu
0:31.0,,,44-56,3,D. Lillard makes 3-pt shot from 24 ft
0:11.0,K. Thompson makes 2-pt shot from 6 ft (assist by S. Livingston),2,46-56,,
0:11.0,,,46-56,,Portland full timeout
0:11.0,,,46-56,,B. Roberts enters the game for E. Davis
0:02.0,,,46-56,,Shooting foul by K. Thompson (drawn by D. Lillard)
0:02.0,,,46-57,1,D. Lillard makes free throw 1 of 2
0:02.0,,,46-57,,E. Davis enters the game for B. Roberts
0:02.0,,,46-58,1,D. Lillard makes free throw 2 of 2
0:00.0,D. Green misses 3-pt shot from 47 ft,,46-58,,
0:00.0,Offensive rebound by Team,,46-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Personal foul by A. Bogut,,46-58,,
11:41.0,,,46-60,2,C. McCollum makes 2-pt shot from 5 ft (assist by G. Henderson)
11:41.0,,,46-60,,Shooting foul by A. Bogut (drawn by C. McCollum)
11:41.0,,,46-61,1,C. McCollum makes free throw 1 of 1
11:23.0,A. Bogut makes 2-pt shot from 12 ft (assist by D. Green),2,48-61,,
11:06.0,,,48-63,2,G. Henderson makes 2-pt shot from 2 ft (assist by D. Lillard)
10:49.0,Shooting foul by M. Plumlee (drawn by H. Barnes),,48-63,,
10:49.0,H. Barnes makes free throw 1 of 2,1,49-63,,
10:49.0,B. Rush enters the game for A. Bogut,,49-63,,
10:49.0,,,49-63,,E. Davis enters the game for M. Plumlee
10:49.0,H. Barnes makes free throw 2 of 2,1,50-63,,
10:34.0,,,50-63,,D. Lillard misses 2-pt shot from 17 ft
10:34.0,Defensive rebound by H. Barnes,,50-63,,
10:24.0,H. Barnes misses 2-pt shot from 11 ft,,50-63,,
10:23.0,,,50-63,,Defensive rebound by A. Aminu
10:16.0,,,50-63,,Turnover by E. Davis (lost ball; steal by D. Green)
10:10.0,D. Green misses 2-pt shot from 2 ft,,50-63,,
10:10.0,,,50-63,,Defensive rebound by E. Davis
9:56.0,,,50-63,,G. Henderson misses 2-pt shot from 17 ft
9:52.0,,,50-63,,Offensive rebound by Team
9:44.0,,,50-63,,C. McCollum misses 3-pt shot from 24 ft
9:43.0,Defensive rebound by D. Green,,50-63,,
9:38.0,,,50-63,,Personal foul by G. Henderson
9:34.0,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston),3,53-63,,
9:14.0,,,53-63,,E. Davis misses 2-pt shot from 3 ft
9:14.0,Defensive rebound by H. Barnes,,53-63,,
9:05.0,D. Green makes 3-pt shot from 24 ft (assist by S. Livingston),3,56-63,,
9:04.0,,,56-63,,Portland full timeout
8:43.0,,,56-65,2,A. Aminu makes 2-pt shot from 4 ft
8:32.0,S. Livingston misses 2-pt shot from 2 ft,,56-65,,
8:32.0,,,56-65,,Defensive rebound by E. Davis
8:20.0,,,56-65,,Shooting foul by D. Green (drawn by C. McCollum)
8:20.0,,,56-66,1,C. McCollum makes free throw 1 of 2
8:20.0,,,56-67,1,C. McCollum makes free throw 2 of 2
8:08.0,K. Thompson makes 2-pt shot from 3 ft (assist by S. Livingston),2,58-67,,
7:55.0,,,58-70,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
7:43.0,K. Thompson misses 2-pt shot from 15 ft,,58-70,,
7:43.0,Offensive rebound by S. Livingston,,58-70,,
7:32.0,S. Livingston makes 2-pt shot at rim,2,60-70,,
7:12.0,,,60-72,2,E. Davis makes 2-pt shot at rim (assist by D. Lillard)
6:58.0,K. Thompson misses 2-pt shot from 2 ft (block by E. Davis),,60-72,,
6:58.0,Jump ball: E. Davis vs. K. Thompson (A. Aminu gains possession),,,,Jump ball: E. Davis vs. K. Thompson (A. Aminu gains possession)
6:58.0,,,60-72,,Defensive rebound by Team
6:48.0,,,60-75,3,G. Henderson makes 3-pt shot from 22 ft (assist by D. Lillard)
6:44.0,Golden State full timeout,,60-75,,
6:44.0,A. Iguodala enters the game for H. Barnes,,60-75,,
6:29.0,D. Green makes 3-pt shot from 24 ft (assist by S. Livingston),3,63-75,,
6:10.0,,,63-75,,D. Lillard misses 2-pt shot from 2 ft (block by A. Iguodala)
6:09.0,Defensive rebound by B. Rush,,63-75,,
5:54.0,,,63-75,,Personal foul by G. Henderson
5:47.0,D. Green misses 3-pt shot from 24 ft,,63-75,,
5:47.0,,,63-75,,Defensive rebound by D. Lillard
5:36.0,,,63-75,,C. McCollum misses 2-pt shot from 7 ft
5:36.0,Defensive rebound by B. Rush,,63-75,,
5:15.0,K. Thompson misses 2-pt shot from 13 ft,,63-75,,
5:14.0,,,63-75,,Defensive rebound by E. Davis
5:00.0,,,63-75,,G. Henderson misses 2-pt shot from 16 ft
4:59.0,Defensive rebound by D. Green,,63-75,,
4:48.0,K. Thompson misses 2-pt shot from 5 ft,,63-75,,
4:43.0,,,63-75,,Defensive rebound by C. McCollum
4:30.0,,,63-77,2,D. Lillard makes 2-pt shot from 2 ft
4:20.0,D. Green makes 3-pt shot from 24 ft (assist by A. Iguodala),3,66-77,,
3:58.0,,,66-79,2,C. McCollum makes 2-pt shot from 20 ft (assist by D. Lillard)
3:47.0,S. Livingston makes 2-pt shot from 9 ft,2,68-79,,
3:47.0,Shooting foul by D. Lillard (drawn by S. Livingston),,68-79,,
3:47.0,,,68-79,,A. Crabbe enters the game for G. Henderson
3:47.0,S. Livingston makes free throw 1 of 1,1,69-79,,
3:31.0,,,69-79,,D. Lillard misses 2-pt shot from 1 ft
3:30.0,,,69-79,,Offensive rebound by A. Aminu
3:27.0,,,69-81,2,A. Aminu makes 2-pt shot from 2 ft
3:10.0,K. Thompson makes 2-pt shot from 3 ft (assist by D. Green),2,71-81,,
2:50.0,,,71-84,3,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Lillard)
2:32.0,A. Iguodala misses 3-pt shot from 22 ft,,71-84,,
2:31.0,Offensive rebound by D. Green,,71-84,,
2:29.0,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green),2,73-84,,
2:13.0,,,73-84,,D. Lillard misses 3-pt shot from 27 ft
2:11.0,Defensive rebound by Team,,73-84,,
2:11.0,I. Clark enters the game for S. Livingston,,73-84,,
1:55.0,Turnover by K. Thompson (lost ball),,73-84,,
1:55.0,,,73-84,,B. Roberts enters the game for C. McCollum
1:55.0,,,73-84,,M. Harkless enters the game for A. Aminu
1:34.0,,,73-84,,Shooting foul by I. Clark (drawn by B. Roberts)
1:34.0,,,73-85,1,B. Roberts makes free throw 1 of 2
1:34.0,,,73-85,,B. Roberts misses free throw 2 of 2
1:33.0,Defensive rebound by D. Green,,73-85,,
1:29.0,Shooting foul by M. Harkless (drawn by D. Green),,73-85,,
1:29.0,D. Green makes free throw 1 of 2,1,74-85,,
1:29.0,D. Green makes free throw 2 of 2,1,75-85,,
1:27.0,Personal take foul by B. Rush,,75-85,,
1:27.0,,,75-86,1,E. Davis makes free throw 1 of 2
1:27.0,,,75-87,1,E. Davis makes free throw 2 of 2
1:07.0,I. Clark misses 3-pt shot from 25 ft,,75-87,,
1:06.0,,,75-87,,Defensive rebound by E. Davis
0:48.0,,,75-87,,D. Lillard misses 2-pt shot from 10 ft (block by K. Thompson)
0:47.0,,,75-87,,Offensive rebound by D. Lillard
0:46.0,,,75-90,3,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Lillard)
0:37.0,D. Green makes 2-pt shot from 6 ft,2,77-90,,
0:33.0,,,77-93,3,D. Lillard makes 3-pt shot from 24 ft
0:14.0,,,77-93,,A. Aminu enters the game for B. Roberts
0:12.0,D. Green makes 3-pt shot from 26 ft (assist by I. Clark),3,80-93,,
0:00.0,,,80-93,,D. Lillard misses 3-pt shot from 28 ft
0:00.0,,,80-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,M. Speights misses 2-pt shot from 21 ft,,80-93,,
11:46.0,,,80-93,,Defensive rebound by A. Aminu
11:33.0,,,80-95,2,C. McCollum makes 2-pt shot from 18 ft
11:19.0,I. Clark makes 2-pt shot from 19 ft (assist by M. Speights),2,82-95,,
10:58.0,,,82-98,3,A. Aminu makes 3-pt shot from 23 ft (assist by M. Plumlee)
10:42.0,I. Clark misses 2-pt shot from 7 ft,,82-98,,
10:42.0,,,82-98,,Defensive rebound by M. Plumlee
10:28.0,,,82-98,,Shooting foul by M. Speights (drawn by M. Plumlee)
10:28.0,,,82-98,,M. Plumlee misses free throw 1 of 2
10:28.0,,,82-98,,Offensive rebound by Team
10:28.0,Violation by I. Clark (lane),,82-98,,
10:28.0,,,82-98,,M. Plumlee misses free throw 2 of 2
10:27.0,Defensive rebound by A. Iguodala,,82-98,,
10:17.0,,,82-98,,Personal foul by C. McCollum
10:13.0,Shooting foul by M. Plumlee (drawn by M. Speights),,82-98,,
10:13.0,M. Speights misses free throw 1 of 2,,82-98,,
10:13.0,Offensive rebound by Team,,82-98,,
10:13.0,M. Speights misses free throw 2 of 2,,82-98,,
10:12.0,,,82-98,,Defensive rebound by M. Plumlee
9:55.0,,,82-98,,G. Henderson misses 2-pt shot from 2 ft
9:54.0,Defensive rebound by H. Barnes,,82-98,,
9:48.0,A. Iguodala misses 2-pt shot from 17 ft,,82-98,,
9:48.0,Offensive rebound by L. Barbosa,,82-98,,
9:42.0,L. Barbosa makes 2-pt shot from 8 ft,2,84-98,,
9:34.0,,,84-98,,Turnover by C. McCollum (lost ball; steal by L. Barbosa)
9:31.0,Turnover by L. Barbosa (lost ball; steal by C. McCollum),,84-98,,
9:19.0,,,84-100,2,A. Aminu makes 2-pt shot from 2 ft
9:09.0,L. Barbosa misses 2-pt shot from 10 ft,,84-100,,
9:08.0,Offensive rebound by L. Barbosa,,84-100,,
9:03.0,Shooting foul by A. Aminu (drawn by A. Iguodala),,84-100,,
9:03.0,A. Iguodala misses free throw 1 of 2,,84-100,,
9:03.0,Offensive rebound by Team,,84-100,,
9:03.0,A. Iguodala makes free throw 2 of 2,1,85-100,,
8:47.0,,,85-102,2,C. McCollum makes 2-pt shot from 15 ft (assist by G. Henderson)
8:32.0,M. Speights misses 3-pt shot from 24 ft,,85-102,,
8:31.0,,,85-102,,Defensive rebound by A. Crabbe
8:26.0,,,85-102,,Shooting foul by I. Clark (drawn by G. Henderson)
8:26.0,Official timeout,,85-102,,
8:26.0,,,85-102,,D. Lillard enters the game for A. Crabbe
8:26.0,K. Thompson enters the game for I. Clark,,85-102,,
8:26.0,D. Green enters the game for M. Speights,,85-102,,
8:26.0,,,85-102,,E. Davis enters the game for M. Plumlee
8:26.0,,,85-102,,G. Henderson misses free throw 1 of 2
8:26.0,,,85-102,,Offensive rebound by Team
8:26.0,,,85-103,1,G. Henderson makes free throw 2 of 2
8:09.0,Turnover by D. Green (lost ball),,85-103,,
7:45.0,,,85-103,,D. Lillard misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by Team,,85-103,,
7:35.0,K. Thompson misses 2-pt shot from 10 ft,,85-103,,
7:34.0,,,85-103,,Defensive rebound by E. Davis
7:20.0,,,85-105,2,D. Lillard makes 2-pt shot from 19 ft
7:08.0,K. Thompson makes 2-pt shot from 9 ft (assist by D. Green),2,87-105,,
6:48.0,,,87-105,,A. Aminu misses 3-pt shot from 23 ft
6:47.0,Defensive rebound by L. Barbosa,,87-105,,
6:32.0,H. Barnes makes 3-pt shot from 24 ft (assist by A. Iguodala),3,90-105,,
6:13.0,,,90-105,,C. McCollum misses 2-pt shot from 21 ft
6:10.0,Defensive rebound by H. Barnes,,90-105,,
6:00.0,L. Barbosa makes 2-pt shot from 22 ft,2,92-105,,
6:00.0,,,92-105,,Portland full timeout
6:00.0,,,92-105,,A. Crabbe enters the game for G. Henderson
5:45.0,,,92-105,,D. Lillard misses 2-pt shot from 12 ft
5:45.0,Defensive rebound by H. Barnes,,92-105,,
5:22.0,H. Barnes makes 2-pt shot from 2 ft,2,94-105,,
5:04.0,,,94-105,,A. Crabbe misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by D. Green,,94-105,,
4:58.0,H. Barnes misses 2-pt shot from 9 ft,,94-105,,
4:57.0,,,94-105,,Defensive rebound by E. Davis
4:46.0,,,94-107,2,C. McCollum makes 2-pt shot from 13 ft
4:28.0,,,94-107,,Personal foul by A. Aminu
4:22.0,Turnover by K. Thompson (lost ball; steal by A. Crabbe),,94-107,,
4:19.0,Violation by L. Barbosa (kicked ball),,94-107,,
