time,New York,pts.away,score,pts.home,Boston
3:22.0,Personal foul by L. Galloway (drawn by J. Crowder),,100-92,,
3:22.0,,,100-92,,J. Crowder misses free throw 1 of 2
3:22.0,,,100-92,,Offensive rebound by Team
3:22.0,,,100-93,1,J. Crowder makes free throw 2 of 2
3:03.0,A. Afflalo misses 2-pt shot from 13 ft,,100-93,,
3:01.0,,,100-93,,Defensive rebound by I. Thomas
2:57.0,,,100-95,2,I. Thomas makes 2-pt shot at rim
2:35.0,C. Anthony misses 2-pt shot from 19 ft,,100-95,,
2:34.0,,,100-95,,Defensive rebound by J. Sullinger
2:30.0,,,100-97,2,J. Crowder makes 2-pt shot at rim (assist by J. Sullinger)
2:04.0,A. Afflalo misses 3-pt shot from 24 ft,,100-97,,
2:03.0,,,100-97,,Defensive rebound by E. Turner
1:51.0,,,100-97,,J. Crowder misses 3-pt shot from 27 ft
1:50.0,Defensive rebound by C. Anthony,,100-97,,
1:35.0,Turnover by L. Galloway (bad pass; steal by E. Turner),,100-97,,
1:32.0,,,100-99,2,J. Crowder makes 2-pt shot at rim (assist by J. Sullinger)
1:32.0,New York full timeout,,100-99,,
1:32.0,L. Thomas enters the game for L. Galloway,,100-99,,
1:19.0,C. Anthony makes 2-pt shot from 18 ft (assist by J. Calderon),2,102-99,,
1:19.0,,,102-99,,Boston full timeout
1:10.0,,,102-101,2,J. Sullinger makes 2-pt shot from 1 ft (assist by I. Thomas)
0:45.0,R. Lopez misses 2-pt shot from 12 ft,,102-101,,
0:44.0,,,102-101,,Defensive rebound by J. Sullinger
0:36.0,,,102-103,2,E. Turner makes 2-pt shot from 15 ft
0:36.0,New York full timeout,,102-103,,
0:36.0,K. Porzingis enters the game for R. Lopez,,102-103,,
0:36.0,,,102-103,,M. Smart enters the game for I. Thomas
0:21.0,C. Anthony makes 2-pt shot from 8 ft,2,104-103,,
0:21.0,,,104-103,,Boston full timeout
0:21.0,,,104-103,,I. Thomas enters the game for M. Smart
0:21.0,L. Galloway enters the game for J. Calderon,,104-103,,
0:21.0,R. Lopez enters the game for K. Porzingis,,104-103,,
0:18.0,,,104-105,2,A. Bradley makes 2-pt shot from 2 ft
0:03.0,,,104-105,,Personal foul by J. Crowder (drawn by C. Anthony)
0:03.0,,,104-105,,M. Smart enters the game for I. Thomas
0:03.0,J. Calderon enters the game for L. Galloway,,104-105,,
0:03.0,K. Porzingis enters the game for R. Lopez,,104-105,,
0:01.0,C. Anthony misses 3-pt shot from 27 ft,,104-105,,
0:00.0,,,104-105,,Defensive rebound by J. Sullinger
0:00.0,End of 4th quarter,,,,End of 4th quarter
