time,Memphis,pts.away,score,pts.home,San Antonio
1:43.0,J. Green misses 2-pt shot from 14 ft,,14-21,,
1:42.0,,,14-21,,Defensive rebound by M. Ginobili
1:25.0,,,14-21,,Turnover by B. Diaw (bad pass; steal by C. Lee)
1:12.0,Shooting foul by P. Mills (drawn by M. Chalmers),,14-21,,
1:12.0,,,14-21,,D. West enters the game for T. Duncan
1:12.0,J. Green enters the game for J. Green,,14-21,,
1:12.0,V. Carter enters the game for M. Gasol,,14-21,,
1:12.0,,,14-21,,D. Green enters the game for K. Leonard
1:12.0,M. Chalmers makes free throw 1 of 2,1,15-21,,
1:12.0,M. Chalmers makes free throw 2 of 2,1,16-21,,
0:58.0,,,16-24,3,M. Ginobili makes 3-pt shot from 23 ft (assist by B. Diaw)
0:41.0,V. Carter makes 2-pt shot from 10 ft,2,18-24,,
0:41.0,Shooting foul by D. Green (drawn by V. Carter),,18-24,,
0:41.0,V. Carter makes free throw 1 of 1,1,19-24,,
0:31.0,,,19-24,,B. Diaw misses 2-pt shot from 17 ft
0:30.0,Defensive rebound by J. Green,,19-24,,
0:10.0,M. Barnes misses 3-pt shot from 22 ft,,19-24,,
0:09.0,,,19-24,,Defensive rebound by D. Green
0:03.0,Personal foul by J. Green (drawn by P. Mills),,19-24,,
0:00.0,,,19-24,,D. Green misses 3-pt shot from 26 ft
0:00.0,,,19-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,J. Green makes 2-pt shot at rim (assist by M. Chalmers),2,21-24,,
11:27.0,,,21-27,3,P. Mills makes 3-pt shot from 26 ft (assist by M. Ginobili)
11:01.0,V. Carter misses 3-pt shot from 25 ft,,21-27,,
11:00.0,,,21-27,,Defensive rebound by M. Ginobili
10:54.0,,,21-30,3,M. Ginobili makes 3-pt shot from 24 ft
10:43.0,Turnover by V. Carter (bad pass; steal by M. Ginobili),,21-30,,
10:39.0,,,21-32,2,M. Ginobili makes 2-pt shot at rim
10:39.0,Memphis full timeout,,21-32,,
10:26.0,Turnover by V. Carter (traveling),,21-32,,
10:12.0,,,21-32,,Shooting foul by C. Lee (drawn by M. Ginobili)
10:12.0,,,21-32,,M. Ginobili misses free throw 1 of 2
10:12.0,,,21-32,,Offensive rebound by Team
10:12.0,,,21-32,,K. Anderson enters the game for B. Diaw
10:12.0,,,21-33,1,M. Ginobili makes free throw 2 of 2
9:57.0,M. Chalmers makes 2-pt shot from 10 ft,2,23-33,,
9:47.0,Personal foul by J. Green (drawn by D. West),,23-33,,
9:44.0,Personal foul by M. Barnes (drawn by P. Mills),,23-33,,
9:37.0,,,23-33,,Shooting foul by J. Green (drawn by D. West)
9:37.0,,,23-33,,D. West misses free throw 1 of 2
9:37.0,,,23-33,,Offensive rebound by Team
9:37.0,M. Gasol enters the game for J. Green,,23-33,,
9:37.0,,,23-33,,D. West misses free throw 2 of 2
9:36.0,Defensive rebound by M. Barnes,,23-33,,
9:27.0,M. Chalmers misses 2-pt shot from 11 ft,,23-33,,
9:26.0,,,23-33,,Defensive rebound by K. Anderson
9:17.0,,,23-35,2,K. Anderson makes 2-pt shot from 14 ft
9:01.0,,,23-35,,Personal foul by D. West (drawn by M. Gasol)
9:01.0,,,23-35,,K. Leonard enters the game for M. Ginobili
9:01.0,,,23-35,,T. Duncan enters the game for D. West
8:53.0,Shooting foul by T. Duncan (drawn by C. Lee),,23-35,,
8:53.0,C. Lee makes free throw 1 of 2,1,24-35,,
8:53.0,C. Lee makes free throw 2 of 2,1,25-35,,
8:34.0,,,25-35,,P. Mills misses 3-pt shot from 26 ft
8:33.0,Defensive rebound by V. Carter,,25-35,,
8:20.0,C. Lee makes 2-pt shot at rim (assist by M. Chalmers),2,27-35,,
8:19.0,,,27-35,,San Antonio full timeout
8:02.0,,,27-35,,Offensive foul by T. Duncan
8:02.0,,,27-35,,Turnover by T. Duncan (offensive foul)
8:02.0,,,27-35,,T. Parker enters the game for P. Mills
7:47.0,V. Carter makes 2-pt shot from 18 ft,2,29-35,,
7:33.0,Personal foul by M. Chalmers (drawn by T. Parker),,29-35,,
7:33.0,,,29-36,1,T. Parker makes free throw 1 of 2
7:33.0,M. Conley enters the game for M. Chalmers,,29-36,,
7:33.0,,,29-37,1,T. Parker makes free throw 2 of 2
7:14.0,M. Gasol makes 2-pt shot from 7 ft,2,31-37,,
6:50.0,,,31-37,,T. Duncan misses 2-pt shot from 7 ft
6:49.0,Defensive rebound by V. Carter,,31-37,,
6:37.0,M. Gasol misses 2-pt shot from 1 ft (block by T. Duncan),,31-37,,
6:35.0,,,31-37,,Defensive rebound by T. Duncan
6:33.0,,,31-37,,Turnover by T. Duncan (bad pass; steal by C. Lee)
6:21.0,Turnover by M. Conley (bad pass; steal by T. Duncan),,31-37,,
6:14.0,,,31-37,,Turnover by R. Butler (bad pass; steal by M. Gasol)
6:05.0,Turnover by C. Lee (discontinued dribble),,31-37,,
5:52.0,Personal foul by M. Barnes (drawn by K. Leonard),,31-37,,
5:52.0,,,31-38,1,K. Leonard makes free throw 1 of 2
5:52.0,J. Green enters the game for M. Barnes,,31-38,,
5:52.0,,,31-38,,D. Green enters the game for R. Butler
5:52.0,,,31-39,1,K. Leonard makes free throw 2 of 2
5:40.0,M. Conley misses 2-pt shot from 18 ft,,31-39,,
5:39.0,,,31-39,,Defensive rebound by K. Anderson
5:30.0,,,31-41,2,T. Parker makes 2-pt shot from 1 ft
5:12.0,C. Lee misses 2-pt shot from 2 ft,,31-41,,
5:11.0,,,31-41,,Defensive rebound by T. Duncan
5:04.0,Personal foul by C. Lee (drawn by T. Parker),,31-41,,
5:04.0,,,31-42,1,T. Parker makes free throw 1 of 2
5:04.0,M. Chalmers enters the game for C. Lee,,31-42,,
5:04.0,,,31-43,1,T. Parker makes free throw 2 of 2
4:49.0,M. Chalmers misses 2-pt shot from 8 ft,,31-43,,
4:48.0,,,31-43,,Defensive rebound by K. Anderson
4:39.0,,,31-45,2,T. Parker makes 2-pt shot from 1 ft
4:31.0,Memphis full timeout,,31-45,,
4:20.0,M. Conley misses 3-pt shot from 24 ft,,31-45,,
4:19.0,,,31-45,,Defensive rebound by T. Duncan
4:01.0,,,31-47,2,T. Parker makes 2-pt shot from 17 ft
3:50.0,,,31-47,,Personal foul by D. Green (drawn by M. Chalmers)
3:50.0,,,31-47,,M. Ginobili enters the game for K. Anderson
3:50.0,,,31-47,,P. Mills enters the game for D. Green
3:44.0,M. Chalmers misses 2-pt shot from 2 ft,,31-47,,
3:43.0,,,31-47,,Defensive rebound by T. Parker
3:40.0,C. Lee enters the game for V. Carter,,31-47,,
3:23.0,,,31-47,,T. Parker misses 2-pt shot from 9 ft
3:22.0,Defensive rebound by J. Green,,31-47,,
3:11.0,J. Green makes 2-pt shot at rim,2,33-47,,
2:44.0,,,33-47,,K. Leonard misses 3-pt shot from 24 ft
2:43.0,,,33-47,,Offensive rebound by P. Mills
2:41.0,,,33-47,,K. Leonard misses 2-pt shot from 14 ft
2:40.0,Defensive rebound by M. Gasol,,33-47,,
2:28.0,M. Chalmers misses 2-pt shot from 1 ft,,33-47,,
2:25.0,Offensive rebound by C. Lee,,33-47,,
2:24.0,Jump ball: T. Duncan vs. C. Lee (K. Leonard gains possession),,,,Jump ball: T. Duncan vs. C. Lee (K. Leonard gains possession)
2:24.0,Turnover by C. Lee (lost ball; steal by T. Duncan),,33-47,,
2:20.0,,,33-47,,San Antonio full timeout
2:20.0,,,33-47,,D. West enters the game for T. Duncan
2:13.0,,,33-47,,P. Mills misses 3-pt shot from 22 ft
2:12.0,Defensive rebound by J. Green,,33-47,,
1:55.0,M. Conley makes 2-pt shot from 1 ft (assist by M. Gasol),2,35-47,,
1:50.0,Personal foul by M. Chalmers (drawn by K. Leonard),,35-47,,
1:50.0,,,35-48,1,K. Leonard makes free throw 1 of 2
1:50.0,,,35-49,1,K. Leonard makes free throw 2 of 2
1:42.0,,,35-49,,Personal foul by P. Mills (drawn by M. Chalmers)
1:34.0,M. Gasol misses 2-pt shot from 9 ft,,35-49,,
1:33.0,,,35-49,,Defensive rebound by D. West
1:26.0,,,35-49,,M. Ginobili misses 2-pt shot from 12 ft
1:25.0,,,35-49,,Offensive rebound by M. Ginobili
1:10.0,,,35-49,,P. Mills misses 3-pt shot from 24 ft
1:09.0,Defensive rebound by M. Chalmers,,35-49,,
1:03.0,Offensive foul by J. Green,,35-49,,
1:03.0,Turnover by J. Green (offensive foul),,35-49,,
0:56.0,,,35-51,2,T. Parker makes 2-pt shot at rim
0:43.0,Shooting foul by D. West (drawn by M. Gasol),,35-51,,
0:43.0,M. Gasol makes free throw 1 of 2,1,36-51,,
0:43.0,M. Gasol makes free throw 2 of 2,1,37-51,,
0:37.0,Personal foul by M. Gasol (drawn by D. West),,37-51,,
0:37.0,,,37-52,1,D. West makes free throw 1 of 2
0:37.0,,,37-53,1,D. West makes free throw 2 of 2
0:24.0,M. Chalmers makes 2-pt shot from 9 ft,2,39-53,,
0:00.0,,,39-53,,D. West misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by J. Green,,39-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by M. Gasol (lost ball; steal by T. Duncan),,39-53,,
11:37.0,,,39-55,2,K. Leonard makes 2-pt shot at rim (assist by T. Duncan)
11:25.0,M. Conley makes 2-pt shot from 2 ft,2,41-55,,
11:02.0,,,41-55,,D. Green misses 3-pt shot from 24 ft
11:01.0,Defensive rebound by M. Conley,,41-55,,
10:57.0,T. Allen makes 2-pt shot at rim (assist by M. Conley),2,43-55,,
10:50.0,Personal take foul by M. Conley (drawn by T. Parker),,43-55,,
10:50.0,M. Barnes enters the game for J. Green,,43-55,,
10:50.0,Memphis full timeout,,43-55,,
10:34.0,,,43-55,,Turnover by T. Parker (bad pass; steal by M. Conley)
10:25.0,Shooting foul by D. West (drawn by M. Conley),,43-55,,
10:25.0,M. Conley makes free throw 1 of 2,1,44-55,,
10:25.0,M. Conley makes free throw 2 of 2,1,45-55,,
10:00.0,,,45-57,2,D. West makes 2-pt shot from 15 ft (assist by D. Green)
9:35.0,T. Allen misses 2-pt shot from 2 ft (block by T. Parker),,45-57,,
9:33.0,,,45-57,,Defensive rebound by D. West
9:21.0,,,45-57,,Turnover by D. West (bad pass; steal by M. Gasol)
9:14.0,Turnover by T. Allen (traveling),,45-57,,
8:59.0,,,45-59,2,D. Green makes 2-pt shot from 1 ft (assist by D. West)
8:38.0,M. Barnes makes 2-pt shot from 13 ft (assist by J. Green),2,47-59,,
8:23.0,,,47-59,,Turnover by T. Parker (bad pass; steal by M. Gasol)
8:16.0,T. Allen misses 2-pt shot at rim,,47-59,,
8:14.0,Offensive rebound by T. Allen,,47-59,,
8:14.0,T. Allen makes 2-pt shot from 2 ft,2,49-59,,
7:54.0,,,49-59,,Turnover by D. West (bad pass; steal by M. Conley)
7:49.0,M. Barnes makes 2-pt shot at rim (assist by M. Conley),2,51-59,,
7:49.0,,,51-59,,San Antonio full timeout
7:43.0,,,51-61,2,T. Duncan makes 2-pt shot at rim (assist by K. Leonard)
7:19.0,M. Conley misses 2-pt shot from 7 ft,,51-61,,
7:18.0,,,51-61,,Defensive rebound by D. West
7:08.0,,,51-61,,D. Green misses 3-pt shot from 25 ft
7:07.0,,,51-61,,Offensive rebound by T. Duncan
7:02.0,,,51-61,,K. Leonard misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by M. Gasol,,51-61,,
6:51.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,53-61,,
6:27.0,,,53-61,,Turnover by D. Green (lost ball; steal by M. Barnes)
6:23.0,M. Barnes makes 2-pt shot at rim (assist by M. Gasol),2,55-61,,
6:22.0,,,55-61,,San Antonio full timeout
6:22.0,C. Lee enters the game for T. Allen,,55-61,,
5:57.0,,,55-64,3,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard)
5:35.0,,,55-64,,Personal block foul by T. Duncan (drawn by M. Gasol)
5:35.0,,,55-64,,B. Diaw enters the game for D. West
5:35.0,J. Green enters the game for J. Green,,55-64,,
5:32.0,Turnover by M. Gasol (bad pass; steal by T. Duncan),,55-64,,
5:07.0,,,55-64,,K. Leonard misses 2-pt shot from 15 ft
5:06.0,Defensive rebound by M. Gasol,,55-64,,
4:59.0,M. Conley makes 2-pt shot at rim (assist by M. Gasol),2,57-64,,
4:42.0,,,57-64,,B. Diaw misses 2-pt shot from 2 ft (block by M. Barnes)
4:40.0,Defensive rebound by M. Barnes,,57-64,,
4:35.0,Turnover by M. Gasol (bad pass; steal by T. Parker),,57-64,,
4:31.0,,,57-64,,T. Parker misses 2-pt shot at rim
4:29.0,Defensive rebound by M. Gasol,,57-64,,
4:09.0,M. Gasol misses 2-pt shot from 2 ft,,57-64,,
4:08.0,,,57-64,,Defensive rebound by B. Diaw
4:05.0,,,57-66,2,K. Leonard makes 2-pt shot at rim (assist by B. Diaw)
4:05.0,Memphis full timeout,,57-66,,
4:05.0,,,57-66,,P. Mills enters the game for T. Parker
4:05.0,,,57-66,,M. Ginobili enters the game for D. Green
3:51.0,Offensive foul by M. Gasol,,57-66,,
3:51.0,Turnover by M. Gasol (offensive foul),,57-66,,
3:38.0,,,57-68,2,M. Ginobili makes 2-pt shot from 2 ft (assist by T. Duncan)
3:12.0,M. Barnes misses 2-pt shot from 5 ft,,57-68,,
3:11.0,,,57-68,,Defensive rebound by T. Duncan
2:56.0,,,57-68,,K. Leonard misses 2-pt shot from 17 ft
2:55.0,,,57-68,,Offensive rebound by T. Duncan
2:53.0,,,57-68,,Shooting foul by J. Green (drawn by K. Leonard)
2:53.0,,,57-68,,K. Leonard misses free throw 1 of 2
2:53.0,,,57-68,,Offensive rebound by Team
2:53.0,M. Chalmers enters the game for M. Conley,,57-68,,
2:53.0,J. Green enters the game for M. Gasol,,57-68,,
2:53.0,,,57-68,,D. West enters the game for T. Duncan
2:53.0,,,57-69,1,K. Leonard makes free throw 2 of 2
2:37.0,,,57-69,,Violation by M. Ginobili (kicked ball)
2:22.0,J. Green makes 2-pt shot from 4 ft (assist by M. Chalmers),2,59-69,,
2:09.0,,,59-71,2,M. Ginobili makes 2-pt shot from 17 ft (assist by P. Mills)
1:51.0,M. Chalmers misses 3-pt shot from 26 ft,,59-71,,
1:50.0,,,59-71,,Defensive rebound by Team
1:34.0,,,59-71,,M. Ginobili misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by J. Green,,59-71,,
1:29.0,Turnover by C. Lee (lost ball),,59-71,,
1:13.0,,,59-71,,Turnover by B. Diaw (lost ball; steal by J. Green)
1:12.0,,,59-71,,Personal foul by B. Diaw (drawn by J. Green)
1:12.0,,,59-71,,K. Anderson enters the game for B. Diaw
0:52.0,M. Chalmers misses 3-pt shot from 26 ft,,59-71,,
0:50.0,Offensive rebound by J. Green,,59-71,,
0:49.0,Shooting foul by M. Ginobili (drawn by J. Green),,59-71,,
0:49.0,J. Green makes free throw 1 of 2,1,60-71,,
0:49.0,J. Green makes free throw 2 of 2,1,61-71,,
0:28.0,,,61-74,3,K. Leonard makes 3-pt shot from 25 ft (assist by K. Anderson)
0:14.0,M. Chalmers misses 2-pt shot from 1 ft (block by D. West),,61-74,,
0:13.0,Offensive rebound by Team,,61-74,,
0:13.0,Turnover by M. Chalmers (kicked ball),,61-74,,
0:13.0,,,61-74,,D. Green enters the game for K. Leonard
0:01.0,,,61-74,,M. Ginobili misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by J. Green,,61-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,61-74,,Offensive foul by D. West
11:49.0,,,61-74,,Turnover by D. West (offensive foul)
11:34.0,J. Green makes 2-pt shot from 8 ft (assist by J. Green),2,63-74,,
11:26.0,Personal foul by J. Green (drawn by D. West),,63-74,,
11:15.0,,,63-74,,M. Ginobili misses 2-pt shot from 2 ft
11:14.0,Defensive rebound by M. Chalmers,,63-74,,
10:58.0,J. Green makes 2-pt shot from 19 ft (assist by M. Chalmers),2,65-74,,
10:47.0,,,65-74,,K. Anderson misses 2-pt shot from 6 ft
10:47.0,,,65-74,,Offensive rebound by Team
10:47.0,Loose ball foul by M. Chalmers (drawn by D. West),,65-74,,
10:34.0,,,65-74,,Turnover by P. Mills (bad pass; steal by V. Carter)
10:16.0,J. Green misses 2-pt shot from 14 ft,,65-74,,
10:15.0,,,65-74,,Defensive rebound by M. Ginobili
10:10.0,Personal foul by J. Green (drawn by M. Ginobili),,65-74,,
10:10.0,M. Gasol enters the game for J. Green,,65-74,,
9:54.0,,,65-74,,Turnover by D. Green (lost ball; steal by M. Chalmers)
9:45.0,Offensive foul by V. Carter,,65-74,,
9:45.0,Turnover by V. Carter (offensive foul),,65-74,,
9:45.0,,,65-74,,T. Duncan enters the game for D. West
9:24.0,,,65-76,2,T. Duncan makes 2-pt shot from 5 ft (assist by D. Green)
9:12.0,C. Lee misses 2-pt shot at rim,,65-76,,
9:11.0,,,65-76,,Defensive rebound by K. Anderson
9:04.0,,,65-76,,Shooting foul by M. Chalmers (drawn by K. Anderson)
9:04.0,,,65-77,1,K. Anderson makes free throw 1 of 2
9:04.0,,,65-78,1,K. Anderson makes free throw 2 of 2
8:40.0,M. Chalmers misses 2-pt shot from 1 ft (block by T. Duncan),,65-78,,
8:40.0,Offensive rebound by M. Gasol,,65-78,,
8:40.0,Turnover by Team (shot clock),,65-78,,
8:40.0,Official timeout,,65-78,,
8:40.0,M. Barnes enters the game for J. Green,,65-78,,
8:40.0,,,65-78,,K. Leonard enters the game for M. Ginobili
8:23.0,,,65-78,,Turnover by D. Green (lost ball)
8:05.0,C. Lee misses 2-pt shot at rim,,65-78,,
8:04.0,,,65-78,,Defensive rebound by P. Mills
7:39.0,,,65-80,2,K. Anderson makes 2-pt shot from 14 ft
7:16.0,M. Gasol misses 2-pt shot from 8 ft,,65-80,,
7:15.0,Offensive rebound by M. Gasol,,65-80,,
7:11.0,,,65-80,,Personal foul by K. Leonard (drawn by M. Chalmers)
7:11.0,,,65-80,,T. Parker enters the game for P. Mills
7:11.0,M. Conley enters the game for M. Chalmers,,65-80,,
7:00.0,V. Carter misses 3-pt shot from 24 ft,,65-80,,
6:59.0,,,65-80,,Defensive rebound by K. Anderson
6:44.0,,,65-80,,Turnover by T. Duncan (3 sec)
6:23.0,M. Barnes makes 2-pt shot from 1 ft (assist by M. Gasol),2,67-80,,
5:54.0,,,67-80,,D. Green misses 3-pt shot from 24 ft
5:53.0,Defensive rebound by M. Conley,,67-80,,
5:44.0,M. Conley misses 2-pt shot from 1 ft,,67-80,,
5:43.0,,,67-80,,Defensive rebound by D. Green
5:37.0,,,67-80,,D. Green misses 3-pt shot from 25 ft
5:36.0,,,67-80,,Offensive rebound by K. Leonard
5:17.0,,,67-80,,K. Leonard misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by V. Carter,,67-80,,
4:59.0,M. Barnes makes 2-pt shot from 6 ft,2,69-80,,
4:38.0,,,69-82,2,T. Duncan makes 2-pt shot at rim (assist by K. Anderson)
4:38.0,Memphis full timeout,,69-82,,
4:27.0,Shooting foul by D. Green (drawn by C. Lee),,69-82,,
4:27.0,C. Lee makes free throw 1 of 2,1,70-82,,
4:27.0,C. Lee makes free throw 2 of 2,1,71-82,,
4:04.0,,,71-82,,T. Parker misses 2-pt shot from 11 ft
4:03.0,,,71-82,,Offensive rebound by Team
4:03.0,,,71-82,,Turnover by Team (shot clock)
3:52.0,V. Carter makes 2-pt shot from 17 ft,2,73-82,,
3:27.0,,,73-84,2,K. Anderson makes 2-pt shot from 18 ft (assist by T. Duncan)
3:02.0,,,73-84,,Personal foul by T. Parker (drawn by M. Conley)
3:02.0,,,73-84,,M. Ginobili enters the game for D. Green
2:54.0,M. Conley makes 2-pt shot from 1 ft,2,75-84,,
2:28.0,,,75-84,,K. Anderson misses 2-pt shot from 1 ft
2:28.0,Defensive rebound by Team,,75-84,,
2:28.0,,,75-84,,Personal foul by T. Duncan (drawn by V. Carter)
2:28.0,,,75-84,,San Antonio full timeout
2:12.0,V. Carter misses 2-pt shot from 17 ft,,75-84,,
2:11.0,,,75-84,,Defensive rebound by T. Duncan
1:47.0,,,75-84,,M. Ginobili misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by V. Carter,,75-84,,
1:43.0,Shooting foul by K. Anderson (drawn by M. Conley),,75-84,,
1:43.0,M. Conley makes free throw 1 of 2,1,76-84,,
1:43.0,J. Green enters the game for V. Carter,,76-84,,
1:43.0,,,76-84,,D. Green enters the game for K. Anderson
1:43.0,M. Conley makes free throw 2 of 2,1,77-84,,
1:24.0,,,77-86,2,T. Duncan makes 2-pt shot from 12 ft (assist by T. Parker)
1:13.0,C. Lee makes 3-pt shot from 25 ft (assist by M. Conley),3,80-86,,
0:54.0,,,80-88,2,T. Duncan makes 2-pt shot from 7 ft (assist by T. Parker)
0:40.0,J. Green misses 2-pt shot from 4 ft,,80-88,,
0:39.0,Offensive rebound by M. Gasol,,80-88,,
0:39.0,M. Gasol makes 2-pt shot from 1 ft,2,82-88,,
0:16.0,,,82-91,3,K. Leonard makes 3-pt shot from 24 ft
0:12.0,M. Barnes misses 3-pt shot from 28 ft,,82-91,,
0:11.0,,,82-91,,Defensive rebound by K. Leonard
0:09.0,Personal foul by M. Barnes (drawn by K. Leonard),,82-91,,
0:09.0,,,82-91,,K. Leonard misses free throw 1 of 2
0:09.0,,,82-91,,Offensive rebound by Team
0:09.0,,,82-91,,K. Anderson enters the game for T. Duncan
0:09.0,,,82-91,,R. McCallum enters the game for D. Green
0:09.0,,,82-91,,M. Bonner enters the game for T. Parker
0:09.0,,,82-91,,R. Butler enters the game for M. Ginobili
0:09.0,,,82-92,1,K. Leonard makes free throw 2 of 2
0:04.0,C. Lee misses 2-pt shot from 2 ft (block by R. Butler),,82-92,,
0:02.0,,,82-92,,Defensive rebound by K. Anderson
0:00.0,End of 4th quarter,,,,End of 4th quarter
