time,New Orleans,pts.away,score,pts.home,Sacramento
3:22.0,A. Davis makes 2-pt shot from 7 ft,2,22-10,,
3:03.0,,,22-12,2,D. Cousins makes 2-pt shot from 2 ft
2:51.0,E. Gordon misses 3-pt shot from 24 ft,,22-12,,
2:50.0,Offensive rebound by O. Asik,,22-12,,
2:49.0,O. Asik misses 2-pt shot from 5 ft,,22-12,,
2:47.0,Offensive rebound by O. Asik,,22-12,,
2:40.0,J. Holiday misses 3-pt shot from 23 ft,,22-12,,
2:40.0,,,22-12,,Defensive rebound by K. Koufos
2:35.0,Shooting block foul by J. Holiday (drawn by R. Rondo),,22-12,,
2:35.0,New Orleans full timeout,,22-12,,
2:35.0,,,22-12,,O. Casspi enters the game for R. Gay
2:35.0,A. Ajinca enters the game for O. Asik,,22-12,,
2:35.0,,,22-12,,R. Rondo misses free throw 1 of 2
2:35.0,,,22-12,,Offensive rebound by Team
2:35.0,,,22-13,1,R. Rondo makes free throw 2 of 2
2:25.0,A. Davis misses 2-pt shot from 8 ft,,22-13,,
2:24.0,,,22-13,,Defensive rebound by R. Rondo
2:10.0,,,22-15,2,K. Koufos makes 2-pt shot from 2 ft (assist by R. Rondo)
2:01.0,J. Holiday misses 2-pt shot from 12 ft,,22-15,,
2:00.0,,,22-15,,Defensive rebound by K. Koufos
1:53.0,Personal foul by A. Ajinca (drawn by R. Rondo),,22-15,,
1:53.0,,,22-15,,D. Collison enters the game for R. Rondo
1:43.0,,,22-15,,Turnover by D. Cousins (bad pass; steal by E. Gordon)
1:38.0,Shooting foul by D. Cousins (drawn by A. Davis),,22-15,,
1:38.0,A. Davis makes free throw 1 of 2,1,23-15,,
1:38.0,A. Davis makes free throw 2 of 2,1,24-15,,
1:21.0,,,24-15,,M. Belinelli misses 3-pt shot from 25 ft
1:20.0,,,24-15,,Offensive rebound by D. Collison
1:17.0,,,24-15,,D. Cousins misses 2-pt shot from 1 ft (block by A. Ajinca)
1:15.0,,,24-15,,Offensive rebound by K. Koufos
1:14.0,,,24-17,2,K. Koufos makes 2-pt shot from 4 ft
1:00.0,A. Davis makes 2-pt shot from 21 ft (assist by J. Holiday),2,26-17,,
0:53.0,,,26-17,,D. Cousins misses 2-pt shot from 3 ft
0:52.0,,,26-17,,Offensive rebound by D. Cousins
0:49.0,,,26-17,,Turnover by D. Cousins (lost ball; steal by D. Cunningham)
0:44.0,E. Gordon makes 2-pt shot from 2 ft (assist by A. Davis),2,28-17,,
0:39.0,,,28-17,,W. Cauley-Stein enters the game for D. Cousins
0:39.0,R. Anderson enters the game for A. Davis,,28-17,,
0:38.0,,,28-17,,Turnover by D. Collison (bad pass; steal by R. Anderson)
0:23.0,E. Gordon misses 2-pt shot from 19 ft,,28-17,,
0:23.0,,,28-17,,Defensive rebound by K. Koufos
0:05.0,,,28-19,2,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Collison)
0:00.0,J. Holiday misses 3-pt shot from 28 ft,,28-19,,
0:00.0,Offensive rebound by Team,,28-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,J. Holiday misses 2-pt shot from 13 ft,,28-19,,
11:47.0,,,28-19,,Defensive rebound by W. Cauley-Stein
11:35.0,,,28-21,2,M. Belinelli makes 2-pt shot from 17 ft (assist by D. Collison)
11:08.0,R. Anderson makes 2-pt shot from 18 ft,2,30-21,,
11:00.0,,,30-21,,O. Casspi misses 3-pt shot from 27 ft
10:59.0,Defensive rebound by A. Ajinca,,30-21,,
10:46.0,N. Cole makes 2-pt shot from 20 ft,2,32-21,,
10:24.0,,,32-23,2,K. Koufos makes 2-pt shot from 7 ft (assist by M. Belinelli)
10:20.0,,,32-23,,Personal foul by W. Cauley-Stein (drawn by J. Holiday)
10:10.0,,,32-23,,Personal block foul by W. Cauley-Stein (drawn by N. Cole)
10:10.0,,,32-23,,R. Gay enters the game for W. Cauley-Stein
10:04.0,N. Cole misses 2-pt shot from 14 ft,,32-23,,
10:04.0,Offensive rebound by Team,,32-23,,
9:59.0,R. Anderson makes 3-pt shot from 25 ft (assist by A. Gee),3,35-23,,
9:45.0,,,35-23,,M. Belinelli misses 2-pt shot from 21 ft
9:45.0,,,35-23,,Offensive rebound by K. Koufos
9:38.0,Personal foul by J. Holiday (drawn by O. Casspi),,35-23,,
9:25.0,,,35-23,,M. Belinelli misses 3-pt shot from 24 ft
9:24.0,Defensive rebound by J. Holiday,,35-23,,
9:20.0,,,35-23,,R. Rondo enters the game for M. Belinelli
9:07.0,R. Anderson misses 2-pt shot from 17 ft,,35-23,,
9:07.0,,,35-23,,Defensive rebound by O. Casspi
8:58.0,,,35-23,,Turnover by R. Gay (palming)
8:58.0,Official timeout,,35-23,,
8:58.0,E. Gordon enters the game for J. Holiday,,35-23,,
8:42.0,E. Gordon misses 3-pt shot from 25 ft,,35-23,,
8:41.0,,,35-23,,Defensive rebound by K. Koufos
8:28.0,,,35-23,,D. Collison misses 2-pt shot from 18 ft
8:27.0,,,35-23,,Offensive rebound by K. Koufos
8:23.0,,,35-23,,O. Casspi misses 3-pt shot from 24 ft
8:22.0,Defensive rebound by A. Ajinca,,35-23,,
8:09.0,R. Anderson makes 2-pt shot from 7 ft,2,37-23,,
7:57.0,,,37-23,,Turnover by R. Rondo (bad pass)
7:57.0,,,37-23,,D. Cousins enters the game for K. Koufos
7:43.0,A. Gee misses 2-pt shot from 3 ft (block by O. Casspi),,37-23,,
7:42.0,,,37-23,,Defensive rebound by D. Cousins
7:35.0,,,37-23,,R. Rondo misses 2-pt shot from 3 ft (block by E. Gordon)
7:33.0,,,37-23,,Offensive rebound by R. Gay
7:30.0,,,37-23,,R. Gay misses 2-pt shot from 3 ft
7:30.0,Defensive rebound by Team,,37-23,,
7:30.0,O. Asik enters the game for A. Ajinca,,37-23,,
7:16.0,R. Anderson misses 2-pt shot from 20 ft,,37-23,,
7:16.0,,,37-23,,Defensive rebound by R. Rondo
6:52.0,,,37-25,2,R. Rondo makes 2-pt shot from 10 ft
6:37.0,E. Gordon misses 3-pt shot from 24 ft,,37-25,,
6:37.0,,,37-25,,Defensive rebound by D. Cousins
6:30.0,,,37-27,2,D. Cousins makes 2-pt shot from 2 ft
6:15.0,N. Cole makes 2-pt shot from 3 ft,2,39-27,,
5:59.0,,,39-29,2,R. Rondo makes 2-pt shot from 2 ft
5:39.0,E. Gordon makes 3-pt shot from 25 ft (assist by N. Cole),3,42-29,,
5:24.0,,,42-29,,Shooting foul by E. Gordon (drawn by R. Rondo)
5:24.0,,,42-29,,Sacramento full timeout
5:24.0,,,42-30,1,R. Rondo makes free throw 1 of 2
5:24.0,,,42-30,,R. Rondo misses free throw 2 of 2
5:22.0,,,42-30,,Offensive rebound by Team
5:22.0,A. Davis enters the game for R. Anderson,,42-30,,
5:18.0,,,42-32,2,D. Cousins makes 2-pt shot from 6 ft (assist by R. Rondo)
5:01.0,O. Asik makes 2-pt shot at rim (assist by E. Gordon),2,44-32,,
4:42.0,,,44-32,,D. Cousins misses 2-pt shot from 15 ft
4:42.0,Defensive rebound by A. Gee,,44-32,,
4:26.0,,,44-32,,K. Koufos enters the game for O. Casspi
4:26.0,D. Cunningham enters the game for A. Gee,,44-32,,
4:19.0,N. Cole misses 2-pt shot from 11 ft,,44-32,,
4:18.0,Offensive rebound by O. Asik,,44-32,,
4:10.0,Shooting foul by K. Koufos (drawn by A. Davis),,44-32,,
4:10.0,A. Davis makes free throw 1 of 2,1,45-32,,
4:10.0,A. Davis misses free throw 2 of 2,,45-32,,
4:09.0,,,45-32,,Defensive rebound by D. Cousins
3:53.0,,,45-34,2,D. Cousins makes 2-pt shot from 3 ft (assist by R. Rondo)
3:38.0,Turnover by N. Cole (bad pass; steal by D. Cousins),,45-34,,
3:23.0,,,45-34,,D. Cousins misses 2-pt shot from 20 ft
3:23.0,Defensive rebound by A. Davis,,45-34,,
3:07.0,N. Cole makes 3-pt shot from 25 ft (assist by A. Davis),3,48-34,,
2:53.0,,,48-34,,R. Gay misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by N. Cole,,48-34,,
2:43.0,N. Cole makes 3-pt shot from 25 ft (assist by D. Cunningham),3,51-34,,
2:42.0,,,51-34,,Sacramento full timeout
2:42.0,New Orleans full timeout,,51-34,,
2:42.0,,,51-34,,M. Belinelli enters the game for D. Collison
2:27.0,,,51-34,,K. Koufos misses 2-pt shot from 3 ft
2:25.0,Defensive rebound by A. Davis,,51-34,,
2:12.0,A. Davis misses 2-pt shot from 4 ft,,51-34,,
2:11.0,Offensive rebound by O. Asik,,51-34,,
2:10.0,O. Asik makes 2-pt shot from 2 ft,2,53-34,,
1:54.0,,,53-36,2,D. Cousins makes 2-pt shot from 4 ft
1:40.0,A. Davis misses 2-pt shot from 20 ft,,53-36,,
1:40.0,,,53-36,,Defensive rebound by R. Rondo
1:36.0,,,53-36,,Offensive foul by D. Cousins
1:36.0,,,53-36,,Turnover by D. Cousins (offensive foul)
1:28.0,,,53-36,,Violation by K. Koufos (kicked ball)
1:16.0,A. Davis makes 2-pt shot from 8 ft (assist by N. Cole),2,55-36,,
0:59.0,,,55-36,,Shooting foul by O. Asik (drawn by K. Koufos)
0:59.0,,,55-37,1,K. Koufos makes free throw 1 of 2
0:59.0,,,55-37,,W. Cauley-Stein enters the game for D. Cousins
0:59.0,A. Ajinca enters the game for O. Asik,,55-37,,
0:59.0,,,55-37,,K. Koufos misses free throw 2 of 2
0:59.0,,,55-37,,Offensive rebound by W. Cauley-Stein
0:51.0,,,55-39,2,R. Gay makes 2-pt shot at rim (assist by R. Rondo)
0:35.0,E. Gordon makes 2-pt shot from 5 ft,2,57-39,,
0:28.0,,,57-42,3,R. Rondo makes 3-pt shot from 25 ft
0:15.0,N. Cole makes 2-pt shot from 19 ft,2,59-42,,
0:01.0,,,59-42,,Shooting foul by A. Ajinca (drawn by R. Gay)
0:01.0,,,59-43,1,R. Gay makes free throw 1 of 2
0:01.0,,,59-44,1,R. Gay makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Turnover by E. Gordon (traveling),,59-44,,
11:28.0,,,59-44,,D. Cousins misses 2-pt shot from 18 ft
11:27.0,,,59-44,,Offensive rebound by K. Koufos
11:27.0,,,59-46,2,K. Koufos makes 2-pt shot from 2 ft
11:07.0,,,59-46,,Personal foul by R. Rondo (drawn by N. Cole)
10:58.0,N. Cole misses 2-pt shot from 7 ft,,59-46,,
10:57.0,,,59-46,,Defensive rebound by R. Gay
10:47.0,,,59-48,2,R. Gay makes 2-pt shot from 8 ft (assist by R. Rondo)
10:31.0,N. Cole makes 2-pt shot from 19 ft,2,61-48,,
10:22.0,Personal foul by D. Cunningham (drawn by R. Gay),,61-48,,
10:07.0,,,61-48,,Turnover by K. Koufos (3 sec)
9:56.0,,,61-48,,Personal foul by M. Belinelli (drawn by A. Davis)
9:50.0,A. Davis misses 2-pt shot from 16 ft,,61-48,,
9:49.0,,,61-48,,Defensive rebound by Team
9:49.0,Loose ball foul by O. Asik (drawn by D. Cousins),,61-48,,
9:34.0,,,61-48,,M. Belinelli misses 2-pt shot from 16 ft
9:34.0,Defensive rebound by D. Cunningham,,61-48,,
9:17.0,E. Gordon makes 3-pt shot from 24 ft (assist by A. Davis),3,64-48,,
9:03.0,,,64-48,,D. Cousins misses 2-pt shot from 4 ft
9:01.0,,,64-48,,Offensive rebound by K. Koufos
9:00.0,,,64-48,,K. Koufos misses 2-pt shot from 5 ft
8:59.0,Defensive rebound by O. Asik,,64-48,,
8:50.0,A. Davis misses 2-pt shot from 8 ft,,64-48,,
8:49.0,Offensive rebound by O. Asik,,64-48,,
8:48.0,Turnover by O. Asik (lost ball; steal by R. Gay),,64-48,,
8:43.0,,,64-48,,Turnover by R. Gay (bad pass; steal by E. Gordon)
8:30.0,N. Cole misses 2-pt shot from 11 ft,,64-48,,
8:30.0,,,64-48,,Defensive rebound by K. Koufos
8:20.0,,,64-51,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
8:03.0,N. Cole makes 2-pt shot from 4 ft,2,66-51,,
7:47.0,,,66-53,2,R. Rondo makes 2-pt shot from 4 ft
7:27.0,O. Asik misses 2-pt shot from 5 ft,,66-53,,
7:26.0,,,66-53,,Defensive rebound by R. Gay
7:19.0,,,66-55,2,R. Rondo makes 2-pt shot from 6 ft
7:06.0,,,66-55,,Personal foul by K. Koufos (drawn by N. Cole)
7:06.0,,,66-55,,O. Casspi enters the game for K. Koufos
7:06.0,R. Anderson enters the game for A. Davis,,66-55,,
7:06.0,J. Holiday enters the game for N. Cole,,66-55,,
7:03.0,Offensive foul by O. Asik,,66-55,,
7:03.0,Turnover by O. Asik (offensive foul),,66-55,,
6:55.0,,,66-58,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
6:42.0,J. Holiday makes 2-pt shot from 10 ft,2,68-58,,
6:42.0,Violation by Team (delay of game),,68-58,,
6:28.0,,,68-60,2,O. Casspi makes 2-pt shot from 2 ft (assist by R. Rondo)
6:16.0,Turnover by D. Cunningham (lost ball; steal by R. Rondo),,68-60,,
6:12.0,,,68-60,,Turnover by R. Rondo (lost ball; steal by D. Cunningham)
6:06.0,R. Anderson makes 3-pt shot from 25 ft,3,71-60,,
5:47.0,,,71-60,,D. Cousins misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by D. Cunningham,,71-60,,
5:40.0,Shooting foul by D. Cousins (drawn by J. Holiday),,71-60,,
5:40.0,,,71-60,,Sacramento full timeout
5:40.0,A. Gee enters the game for D. Cunningham,,71-60,,
5:40.0,A. Ajinca enters the game for O. Asik,,71-60,,
5:40.0,J. Holiday makes free throw 1 of 2,1,72-60,,
5:40.0,J. Holiday makes free throw 2 of 2,1,73-60,,
5:31.0,Personal foul by A. Ajinca (drawn by D. Cousins),,73-60,,
5:31.0,,,73-60,,D. Collison enters the game for R. Gay
5:15.0,,,73-60,,R. Rondo misses 2-pt shot from 3 ft
5:14.0,Defensive rebound by J. Holiday,,73-60,,
5:09.0,A. Gee makes 2-pt shot at rim (assist by J. Holiday),2,75-60,,
4:54.0,,,75-60,,O. Casspi misses 3-pt shot from 24 ft
4:54.0,Defensive rebound by E. Gordon,,75-60,,
4:33.0,R. Anderson misses 2-pt shot from 4 ft (block by R. Rondo),,75-60,,
4:31.0,,,75-60,,Defensive rebound by D. Cousins
4:27.0,Personal foul by A. Ajinca (drawn by D. Cousins),,75-60,,
4:12.0,,,75-60,,D. Cousins misses 2-pt shot from 15 ft
4:11.0,Defensive rebound by A. Gee,,75-60,,
4:04.0,R. Anderson makes 2-pt shot from 4 ft (assist by J. Holiday),2,77-60,,
4:04.0,Shooting foul by D. Cousins (drawn by R. Anderson),,77-60,,
4:04.0,R. Anderson misses free throw 1 of 1,,77-60,,
4:03.0,,,77-60,,Defensive rebound by O. Casspi
3:53.0,,,77-60,,D. Cousins misses 2-pt shot from 2 ft (block by A. Ajinca)
3:52.0,Defensive rebound by A. Gee,,77-60,,
3:39.0,J. Holiday misses 3-pt shot from 24 ft,,77-60,,
3:39.0,Offensive rebound by A. Ajinca,,77-60,,
3:31.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Holiday),3,80-60,,
3:31.0,,,80-60,,Sacramento full timeout
3:31.0,,,80-60,,W. Cauley-Stein enters the game for D. Cousins
3:31.0,,,80-60,,R. Gay enters the game for M. Belinelli
3:31.0,A. Davis enters the game for A. Ajinca,,80-60,,
3:19.0,,,80-60,,R. Gay misses 2-pt shot from 19 ft
3:18.0,Defensive rebound by A. Gee,,80-60,,
2:54.0,E. Gordon misses 2-pt shot from 18 ft,,80-60,,
2:53.0,,,80-60,,Defensive rebound by R. Gay
2:40.0,,,80-60,,Turnover by R. Gay (dbl dribble)
2:28.0,J. Holiday misses 3-pt shot from 26 ft,,80-60,,
2:27.0,Offensive rebound by A. Davis,,80-60,,
2:27.0,A. Davis misses 2-pt shot from 1 ft,,80-60,,
2:26.0,,,80-60,,Defensive rebound by O. Casspi
2:18.0,,,80-60,,Turnover by W. Cauley-Stein (step out of bounds)
2:06.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Holiday),3,83-60,,
1:57.0,Violation by A. Davis (kicked ball),,83-60,,
1:47.0,Personal foul by E. Gordon (drawn by D. Collison),,83-60,,
1:47.0,,,83-61,1,D. Collison makes free throw 1 of 2
1:47.0,,,83-61,,S. Curry enters the game for R. Rondo
1:47.0,,,83-61,,D. Collison misses free throw 2 of 2
1:47.0,Defensive rebound by A. Davis,,83-61,,
1:29.0,A. Davis misses 2-pt shot from 6 ft (block by W. Cauley-Stein),,83-61,,
1:29.0,Offensive rebound by Team,,83-61,,
1:25.0,R. Anderson makes 3-pt shot from 25 ft (assist by A. Gee),3,86-61,,
1:16.0,,,86-61,,O. Casspi misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by A. Davis,,86-61,,
1:06.0,E. Gordon misses 3-pt shot from 26 ft,,86-61,,
1:05.0,,,86-61,,Defensive rebound by R. Gay
0:57.0,,,86-63,2,R. Gay makes 2-pt shot from 19 ft (assist by D. Collison)
0:41.0,Turnover by A. Gee (step out of bounds),,86-63,,
0:32.0,,,86-65,2,O. Casspi makes 2-pt shot from 3 ft (assist by D. Collison)
0:19.0,J. Holiday makes 2-pt shot from 3 ft (assist by E. Gordon),2,88-65,,
0:03.0,,,88-65,,Turnover by D. Collison (bad pass; steal by R. Anderson)
0:02.0,,,88-65,,Personal foul by D. Collison (drawn by A. Davis)
0:02.0,A. Davis makes free throw 1 of 2,1,89-65,,
0:02.0,A. Davis makes free throw 2 of 2,1,90-65,,
0:00.0,,,90-65,,D. Collison misses 3-pt shot from 40 ft
0:00.0,,,90-65,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,90-65,,Turnover by S. Curry (bad pass; steal by J. Holiday)
11:35.0,J. Holiday misses 2-pt shot from 1 ft,,90-65,,
11:34.0,,,90-65,,Defensive rebound by O. Casspi
11:29.0,,,90-67,2,D. Collison makes 2-pt shot from 2 ft
11:15.0,A. Davis misses 2-pt shot from 2 ft,,90-67,,
11:14.0,Offensive rebound by A. Davis,,90-67,,
11:13.0,A. Davis makes 2-pt shot from 2 ft,2,92-67,,
10:54.0,,,92-67,,Turnover by D. Cousins (lost ball)
10:29.0,J. Holiday misses 2-pt shot from 5 ft,,92-67,,
10:28.0,,,92-67,,Defensive rebound by O. Casspi
10:18.0,,,92-67,,O. Casspi misses 3-pt shot from 26 ft
10:18.0,Defensive rebound by J. Holiday,,92-67,,
10:13.0,New Orleans full timeout,,92-67,,
9:57.0,A. Gee makes 3-pt shot from 23 ft (assist by E. Gordon),3,95-67,,
9:35.0,Personal foul by J. Holiday (drawn by D. Cousins),,95-67,,
9:35.0,N. Cole enters the game for E. Gordon,,95-67,,
9:27.0,,,95-67,,D. Collison misses 3-pt shot from 25 ft
9:26.0,,,95-67,,Offensive rebound by Team
9:26.0,Loose ball foul by A. Davis (drawn by D. Cousins),,95-67,,
9:20.0,,,95-69,2,D. Cousins makes 2-pt shot at rim
8:59.0,R. Anderson misses 3-pt shot from 25 ft,,95-69,,
8:58.0,,,95-69,,Defensive rebound by S. Curry
8:56.0,Loose ball foul by J. Holiday (drawn by D. Cousins),,95-69,,
8:56.0,O. Asik enters the game for R. Anderson,,95-69,,
8:56.0,,,95-69,,W. Cauley-Stein enters the game for R. Gay
8:48.0,,,95-71,2,S. Curry makes 2-pt shot from 20 ft (assist by D. Cousins)
8:31.0,A. Davis misses 3-pt shot from 25 ft,,95-71,,
8:31.0,,,95-71,,Defensive rebound by D. Collison
8:21.0,,,95-73,2,D. Cousins makes 2-pt shot from 2 ft (assist by S. Curry)
8:15.0,A. Gee misses 2-pt shot from 3 ft (block by O. Casspi),,95-73,,
8:14.0,,,95-73,,Defensive rebound by D. Collison
8:00.0,,,95-76,3,D. Cousins makes 3-pt shot from 24 ft (assist by O. Casspi)
7:33.0,A. Davis misses 2-pt shot from 7 ft,,95-76,,
7:32.0,,,95-76,,Defensive rebound by D. Cousins
7:26.0,,,95-78,2,D. Cousins makes 2-pt shot from 1 ft
7:26.0,New Orleans full timeout,,95-78,,
7:26.0,E. Gordon enters the game for A. Gee,,95-78,,
7:18.0,,,95-78,,Personal foul by S. Curry (drawn by N. Cole)
7:03.0,N. Cole misses 3-pt shot from 25 ft,,95-78,,
7:02.0,,,95-78,,Defensive rebound by D. Cousins
6:52.0,,,95-78,,Shooting foul by A. Davis (drawn by D. Cousins)
6:52.0,,,95-79,1,D. Cousins makes free throw 1 of 2
6:52.0,,,95-80,1,D. Cousins makes free throw 2 of 2
6:37.0,N. Cole misses 2-pt shot from 18 ft,,95-80,,
6:36.0,,,95-80,,Defensive rebound by D. Cousins
6:28.0,,,95-80,,Shooting foul by O. Asik (drawn by D. Cousins)
6:28.0,,,95-80,,D. Cousins misses free throw 1 of 2
6:28.0,,,95-80,,Offensive rebound by Team
6:28.0,,,95-81,1,D. Cousins makes free throw 2 of 2
6:13.0,J. Holiday misses 2-pt shot from 19 ft,,95-81,,
6:12.0,,,95-81,,Defensive rebound by W. Cauley-Stein
6:03.0,,,95-81,,D. Cousins misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by A. Davis,,95-81,,
5:47.0,A. Davis misses 2-pt shot from 5 ft (block by W. Cauley-Stein),,95-81,,
5:45.0,,,95-81,,Defensive rebound by W. Cauley-Stein
5:40.0,,,95-81,,D. Collison misses 2-pt shot from 2 ft
5:38.0,,,95-81,,Offensive rebound by D. Cousins
5:38.0,,,95-81,,D. Cousins misses 2-pt shot from 2 ft
5:34.0,Defensive rebound by N. Cole,,95-81,,
5:30.0,N. Cole makes 2-pt shot from 3 ft (assist by E. Gordon),2,97-81,,
5:28.0,,,97-81,,Sacramento full timeout
5:14.0,,,97-83,2,D. Cousins makes 2-pt shot from 6 ft (assist by O. Casspi)
4:50.0,O. Asik misses 2-pt shot from 3 ft (block by W. Cauley-Stein),,97-83,,
4:48.0,,,97-83,,Defensive rebound by O. Casspi
4:34.0,,,97-83,,D. Cousins misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by O. Asik,,97-83,,
4:19.0,N. Cole misses 2-pt shot from 4 ft,,97-83,,
4:18.0,,,97-83,,Defensive rebound by D. Cousins
4:13.0,,,97-85,2,D. Collison makes 2-pt shot from 2 ft (assist by O. Casspi)
3:47.0,A. Davis misses 2-pt shot from 6 ft,,97-85,,
3:46.0,,,97-85,,Defensive rebound by W. Cauley-Stein
3:34.0,,,97-85,,D. Collison misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by O. Asik,,97-85,,
3:13.0,E. Gordon makes 3-pt shot from 24 ft (assist by J. Holiday),3,100-85,,
3:01.0,,,100-87,2,D. Cousins makes 2-pt shot from 6 ft
2:42.0,E. Gordon misses 3-pt shot from 24 ft,,100-87,,
2:42.0,,,100-87,,Defensive rebound by S. Curry
2:39.0,,,100-87,,Sacramento full timeout
2:39.0,R. Anderson enters the game for O. Asik,,100-87,,
2:25.0,,,100-87,,D. Cousins misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by E. Gordon,,100-87,,
