time,Sacramento,pts.away,score,pts.home,Minnesota
0:29.0,,,90-93,,Loose ball foul by S. Muhammad (drawn by R. Rondo)
0:29.0,Sacramento full timeout,,90-93,,
0:29.0,,,90-93,,T. Prince enters the game for S. Muhammad
0:23.0,D. Cousins makes 2-pt shot at rim (assist by R. Rondo),2,92-93,,
0:17.0,,,92-93,,Minnesota full timeout
0:17.0,,,92-93,,Z. LaVine enters the game for K. Garnett
0:17.0,,,92-93,,K. Martin enters the game for T. Prince
0:14.0,Personal take foul by R. Rondo (drawn by R. Rubio),,92-93,,
0:14.0,,,92-94,1,R. Rubio makes free throw 1 of 2
0:14.0,,,92-94,,T. Prince enters the game for Z. LaVine
0:14.0,,,92-94,,K. Garnett enters the game for K. Martin
0:14.0,,,92-94,,G. Dieng enters the game for K. Towns
0:14.0,,,92-95,1,R. Rubio makes free throw 2 of 2
0:14.0,Sacramento full timeout,,92-95,,
0:14.0,,,92-95,,Z. LaVine enters the game for G. Dieng
0:05.0,D. Cousins makes 2-pt shot from 2 ft,2,94-95,,
0:05.0,Personal take foul by D. Collison (drawn by R. Rubio),,94-95,,
0:05.0,,,94-96,1,R. Rubio makes free throw 1 of 2
0:05.0,,,94-97,1,R. Rubio makes free throw 2 of 2
0:03.0,,,94-97,,Personal take foul by A. Wiggins (drawn by R. Rondo)
0:03.0,R. Rondo makes free throw 1 of 2,1,95-97,,
0:03.0,K. Koufos enters the game for D. Collison,,95-97,,
0:03.0,B. McLemore enters the game for O. Casspi,,95-97,,
0:03.0,,,95-97,,G. Dieng enters the game for Z. LaVine
0:03.0,,,95-97,,K. Towns enters the game for R. Rubio
0:03.0,R. Rondo misses free throw 2 of 2,,95-97,,
0:03.0,,,95-97,,Defensive rebound by A. Wiggins
0:02.0,Personal take foul by R. Rondo (drawn by A. Wiggins),,95-97,,
0:02.0,,,95-98,1,A. Wiggins makes free throw 1 of 2
0:02.0,,,95-98,,Z. LaVine enters the game for K. Towns
0:02.0,,,95-98,,R. Rubio enters the game for G. Dieng
0:02.0,D. Collison enters the game for K. Koufos,,95-98,,
0:02.0,O. Casspi enters the game for B. McLemore,,95-98,,
0:02.0,,,95-99,1,A. Wiggins makes free throw 2 of 2
0:00.0,D. Cousins misses 3-pt shot from 55 ft,,95-99,,
0:00.0,Offensive rebound by Team,,95-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
