time,Houston,pts.away,score,pts.home,Golden State
0:25.0,,,18-37,,Personal foul by I. Clark
0:25.0,J. Harden makes free throw 1 of 2,1,19-37,,
0:25.0,J. Harden makes free throw 2 of 2,1,20-37,,
0:04.0,,,20-37,,M. Speights misses 3-pt shot from 23 ft
0:03.0,Defensive rebound by J. Harden,,20-37,,
0:01.0,J. Terry misses 3-pt shot from 36 ft,,20-37,,
0:00.0,Offensive rebound by Team,,20-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,20-37,,A. Iguodala misses 3-pt shot from 24 ft
11:37.0,Defensive rebound by P. Beverley,,20-37,,
11:29.0,M. Beasley misses 2-pt shot at rim,,20-37,,
11:28.0,Offensive rebound by P. Beverley,,20-37,,
11:26.0,P. Beverley makes 2-pt shot from 5 ft,2,22-37,,
11:06.0,,,22-39,2,M. Speights makes 2-pt shot from 18 ft (assist by I. Clark)
10:49.0,Turnover by M. Beasley (lost ball),,22-39,,
10:33.0,,,22-39,,H. Barnes misses 2-pt shot from 18 ft
10:32.0,,,22-39,,Offensive rebound by I. Clark
10:19.0,,,22-39,,I. Clark misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by P. Beverley,,22-39,,
10:13.0,Offensive foul by C. Brewer,,22-39,,
10:13.0,Turnover by C. Brewer (offensive foul),,22-39,,
9:58.0,,,22-39,,L. Barbosa misses 3-pt shot from 25 ft
9:58.0,Defensive rebound by J. Terry,,22-39,,
9:48.0,,,22-39,,Personal foul by A. Iguodala
9:39.0,D. Howard misses 2-pt shot from 10 ft,,22-39,,
9:39.0,,,22-39,,Defensive rebound by I. Clark
9:32.0,,,22-39,,H. Barnes misses 2-pt shot from 15 ft
9:31.0,Defensive rebound by P. Beverley,,22-39,,
9:25.0,J. Terry misses 3-pt shot from 26 ft,,22-39,,
9:25.0,,,22-39,,Defensive rebound by L. Barbosa
9:08.0,,,22-41,2,M. Speights makes 2-pt shot from 19 ft (assist by A. Iguodala)
8:47.0,C. Brewer misses 2-pt shot from 2 ft,,22-41,,
8:45.0,Offensive rebound by D. Howard,,22-41,,
8:45.0,D. Howard makes 2-pt shot at rim,2,24-41,,
8:31.0,,,24-41,,L. Barbosa misses 3-pt shot from 26 ft
8:31.0,Defensive rebound by M. Beasley,,24-41,,
8:27.0,,,24-41,,Personal foul by M. Speights
8:27.0,Official timeout,,24-41,,
8:27.0,,,24-41,,B. Rush enters the game for A. Iguodala
8:27.0,,,24-41,,S. Livingston enters the game for I. Clark
8:12.0,M. Beasley makes 2-pt shot from 1 ft,2,26-41,,
7:56.0,,,26-41,,Turnover by M. Speights (lost ball; steal by D. Howard)
7:52.0,D. Howard makes 2-pt shot at rim (assist by J. Terry),2,28-41,,
7:32.0,,,28-43,2,B. Rush makes 2-pt shot from 5 ft
7:13.0,D. Howard misses 2-pt shot from 4 ft (block by M. Speights),,28-43,,
7:13.0,Offensive rebound by Team,,28-43,,
7:13.0,,,28-43,,K. Thompson enters the game for L. Barbosa
7:13.0,T. Ariza enters the game for J. Terry,,28-43,,
7:13.0,,,28-43,,A. Bogut enters the game for M. Speights
7:13.0,,,28-43,,D. Green enters the game for H. Barnes
7:05.0,T. Ariza misses 3-pt shot from 25 ft,,28-43,,
7:04.0,,,28-43,,Defensive rebound by B. Rush
6:58.0,,,28-45,2,S. Livingston makes 2-pt shot from 18 ft
6:45.0,M. Beasley misses 2-pt shot from 4 ft (block by D. Green),,28-45,,
6:44.0,,,28-45,,Defensive rebound by A. Bogut
6:38.0,,,28-48,3,B. Rush makes 3-pt shot from 23 ft (assist by D. Green)
6:26.0,C. Brewer misses 3-pt shot from 23 ft,,28-48,,
6:23.0,,,28-48,,Defensive rebound by S. Livingston
6:15.0,,,28-48,,K. Thompson misses 3-pt shot from 25 ft
6:15.0,,,28-48,,Offensive rebound by A. Bogut
5:59.0,,,28-48,,D. Green misses 3-pt shot from 26 ft
5:58.0,Defensive rebound by D. Howard,,28-48,,
5:48.0,Turnover by C. Brewer (step out of bounds),,28-48,,
5:48.0,D. Motiejunas enters the game for M. Beasley,,28-48,,
5:48.0,J. Harden enters the game for C. Brewer,,28-48,,
5:48.0,,,28-48,,Golden State full timeout
5:24.0,,,28-48,,Turnover by Team (shot clock)
5:01.0,J. Harden makes 2-pt shot from 18 ft,2,30-48,,
4:47.0,,,30-48,,Turnover by S. Livingston (lost ball; steal by D. Motiejunas)
4:39.0,Turnover by T. Ariza (lost ball),,30-48,,
4:17.0,,,30-48,,Golden State full timeout
4:15.0,,,30-48,,Turnover by K. Thompson (lost ball; steal by T. Ariza)
4:04.0,J. Harden misses 2-pt shot from 18 ft,,30-48,,
4:03.0,Offensive rebound by D. Motiejunas,,30-48,,
3:47.0,J. Harden makes 2-pt shot from 13 ft,2,32-48,,
3:38.0,,,32-50,2,S. Livingston makes 2-pt shot from 1 ft
3:23.0,D. Motiejunas misses 2-pt shot from 6 ft,,32-50,,
3:21.0,Offensive rebound by D. Howard,,32-50,,
3:18.0,D. Howard misses 2-pt shot from 2 ft (block by A. Bogut),,32-50,,
3:17.0,,,32-50,,Defensive rebound by A. Bogut
3:10.0,,,32-50,,B. Rush misses 3-pt shot from 26 ft
3:10.0,Defensive rebound by J. Harden,,32-50,,
3:08.0,,,32-50,,Personal foul by S. Livingston
3:08.0,J. Harden makes free throw 1 of 3,1,33-50,,
3:08.0,J. Harden makes free throw 2 of 3,1,34-50,,
3:08.0,,,34-50,,A. Iguodala enters the game for B. Rush
3:08.0,J. Harden makes free throw 3 of 3,1,35-50,,
2:45.0,Violation by D. Howard (def goaltending),,35-50,,
2:45.0,,,35-52,2,D. Green makes 2-pt shot from 2 ft
2:35.0,D. Motiejunas makes 2-pt shot from 6 ft (assist by J. Harden),2,37-52,,
2:34.0,,,37-52,,Technical foul by D. Green
2:34.0,Technical foul by D. Howard,,37-52,,
2:26.0,Personal foul by T. Ariza,,37-52,,
2:26.0,Houston full timeout,,37-52,,
2:26.0,,,37-52,,H. Barnes enters the game for A. Bogut
2:21.0,Personal foul by T. Ariza,,37-52,,
2:21.0,C. Brewer enters the game for D. Motiejunas,,37-52,,
2:07.0,,,37-54,2,K. Thompson makes 2-pt shot from 18 ft
1:40.0,D. Howard misses 2-pt shot from 5 ft,,37-54,,
1:39.0,,,37-54,,Defensive rebound by D. Green
1:35.0,,,37-56,2,D. Green makes 2-pt shot from 2 ft
1:35.0,,,37-56,,Shooting foul by D. Howard (drawn by D. Green)
1:35.0,,,37-57,1,D. Green makes free throw 1 of 1
1:23.0,Turnover by J. Harden (lost ball; steal by A. Iguodala),,37-57,,
1:16.0,,,37-59,2,H. Barnes makes 2-pt shot from 2 ft (assist by A. Iguodala)
1:02.0,C. Brewer misses 2-pt shot from 6 ft,,37-59,,
1:01.0,Offensive rebound by D. Howard,,37-59,,
0:59.0,T. Ariza misses 3-pt shot from 26 ft,,37-59,,
0:59.0,,,37-59,,Defensive rebound by Team
0:59.0,Technical foul by Team,,37-59,,
0:59.0,,,37-59,,K. Thompson misses technical free throw
0:59.0,,,37-59,,Offensive rebound by Team
0:39.0,,,37-59,,D. Green misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by T. Ariza,,37-59,,
0:31.0,J. Harden misses 3-pt shot from 26 ft,,37-59,,
0:30.0,,,37-59,,Defensive rebound by K. Thompson
0:08.0,,,37-59,,K. Thompson misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by Team,,37-59,,
0:05.0,,,37-59,,B. Rush enters the game for S. Livingston
0:01.0,C. Brewer misses 2-pt shot from 6 ft,,37-59,,
0:00.0,Offensive rebound by Team,,37-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,37-59,,H. Barnes misses 3-pt shot from 24 ft
11:38.0,,,37-59,,Offensive rebound by H. Barnes
11:27.0,,,37-59,,Turnover by H. Barnes (lost ball; steal by J. Harden)
11:16.0,D. Motiejunas makes 2-pt shot from 5 ft (assist by P. Beverley),2,39-59,,
10:51.0,,,39-59,,H. Barnes misses 2-pt shot from 13 ft
10:50.0,Defensive rebound by D. Howard,,39-59,,
10:41.0,D. Motiejunas makes 3-pt shot from 26 ft (assist by P. Beverley),3,42-59,,
10:41.0,,,42-59,,Golden State full timeout
10:16.0,,,42-61,2,K. Thompson makes 2-pt shot from 19 ft
9:50.0,P. Beverley misses 2-pt shot from 5 ft,,42-61,,
9:49.0,,,42-61,,Defensive rebound by D. Green
9:43.0,,,42-61,,D. Green misses 2-pt shot from 2 ft
9:42.0,Defensive rebound by D. Howard,,42-61,,
9:41.0,,,42-61,,Personal foul by A. Bogut
9:34.0,Shooting foul by A. Bogut (drawn by D. Howard),,42-61,,
9:34.0,D. Howard misses free throw 1 of 2,,42-61,,
9:34.0,Offensive rebound by Team,,42-61,,
9:34.0,D. Howard misses free throw 2 of 2,,42-61,,
9:34.0,Offensive rebound by J. Harden,,42-61,,
9:32.0,J. Harden misses 2-pt shot from 6 ft,,42-61,,
9:22.0,Offensive rebound by D. Howard,,42-61,,
9:22.0,D. Howard makes 2-pt shot from 1 ft,2,44-61,,
9:22.0,Personal foul by P. Beverley,,44-61,,
9:13.0,,,44-61,,H. Barnes misses 3-pt shot from 26 ft
9:12.0,Defensive rebound by D. Motiejunas,,44-61,,
9:06.0,Shooting foul by D. Green (drawn by J. Harden),,44-61,,
9:06.0,J. Harden makes free throw 1 of 2,1,45-61,,
9:06.0,J. Harden misses free throw 2 of 2,,45-61,,
9:05.0,,,45-61,,Defensive rebound by D. Green
8:56.0,,,45-64,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Bogut)
8:44.0,P. Beverley misses 3-pt shot from 25 ft,,45-64,,
8:44.0,,,45-64,,Defensive rebound by D. Green
8:34.0,,,45-64,,S. Livingston misses 2-pt shot from 16 ft (block by D. Motiejunas)
8:33.0,Defensive rebound by Team,,45-64,,
8:22.0,D. Motiejunas misses 2-pt shot from 3 ft (block by A. Bogut),,45-64,,
8:21.0,Offensive rebound by Team,,45-64,,
8:12.0,J. Harden misses 2-pt shot from 18 ft,,45-64,,
8:11.0,Offensive rebound by D. Howard,,45-64,,
8:07.0,T. Ariza misses 3-pt shot from 26 ft,,45-64,,
8:06.0,Offensive rebound by D. Howard,,45-64,,
8:01.0,P. Beverley misses 3-pt shot from 26 ft,,45-64,,
7:58.0,Offensive rebound by D. Motiejunas,,45-64,,
7:53.0,T. Ariza misses 3-pt shot from 26 ft,,45-64,,
7:53.0,Offensive rebound by Team,,45-64,,
7:53.0,,,45-64,,Loose ball foul by A. Bogut
7:44.0,,,45-64,,Personal foul by A. Bogut
7:44.0,D. Motiejunas misses free throw 1 of 2,,45-64,,
7:44.0,Offensive rebound by Team,,45-64,,
7:44.0,,,45-64,,A. Varejao enters the game for A. Bogut
7:44.0,D. Motiejunas misses free throw 2 of 2,,45-64,,
7:43.0,,,45-64,,Defensive rebound by D. Green
7:31.0,,,45-67,3,K. Thompson makes 3-pt shot from 29 ft (assist by A. Varejao)
7:16.0,D. Motiejunas misses 2-pt shot from 10 ft,,45-67,,
7:15.0,,,45-67,,Defensive rebound by S. Livingston
7:06.0,,,45-69,2,S. Livingston makes 2-pt shot from 14 ft
7:05.0,Houston full timeout,,45-69,,
7:05.0,M. Beasley enters the game for D. Motiejunas,,45-69,,
6:47.0,J. Harden makes 2-pt shot from 2 ft (assist by M. Beasley),2,47-69,,
6:30.0,,,47-71,2,D. Green makes 2-pt shot from 1 ft (assist by A. Varejao)
6:30.0,,,47-71,,Shooting foul by P. Beverley (drawn by D. Green)
6:30.0,,,47-72,1,D. Green makes free throw 1 of 1
6:15.0,M. Beasley misses 2-pt shot from 6 ft (block by D. Green),,47-72,,
6:14.0,Offensive rebound by M. Beasley,,47-72,,
6:13.0,M. Beasley misses 2-pt shot from 9 ft,,47-72,,
6:09.0,,,47-72,,Defensive rebound by A. Varejao
6:02.0,,,47-75,3,K. Thompson makes 3-pt shot from 28 ft
5:50.0,M. Beasley misses 3-pt shot from 24 ft,,47-75,,
5:49.0,,,47-75,,Defensive rebound by A. Varejao
5:37.0,,,47-78,3,K. Thompson makes 3-pt shot from 31 ft (assist by S. Livingston)
5:36.0,Houston full timeout,,47-78,,
5:36.0,,,47-78,,A. Iguodala enters the game for H. Barnes
5:24.0,J. Harden misses 2-pt shot from 2 ft,,47-78,,
5:24.0,,,47-78,,Defensive rebound by A. Varejao
5:05.0,,,47-78,,K. Thompson misses 3-pt shot from 23 ft
5:04.0,Defensive rebound by M. Beasley,,47-78,,
4:50.0,T. Ariza makes 2-pt shot from 18 ft,2,49-78,,
4:39.0,Personal foul by P. Beverley,,49-78,,
4:39.0,,,49-78,,A. Iguodala misses free throw 1 of 3
4:39.0,,,49-78,,Offensive rebound by Team
4:39.0,,,49-78,,A. Iguodala misses free throw 2 of 3
4:39.0,,,49-78,,Offensive rebound by Team
4:39.0,J. Terry enters the game for P. Beverley,,49-78,,
4:39.0,,,49-78,,I. Clark enters the game for S. Livingston
4:39.0,,,49-78,,A. Iguodala misses free throw 3 of 3
4:39.0,Defensive rebound by D. Howard,,49-78,,
4:28.0,J. Harden makes 2-pt shot from 6 ft,2,51-78,,
4:07.0,,,51-78,,A. Varejao misses 2-pt shot from 5 ft
4:07.0,Defensive rebound by J. Harden,,51-78,,
3:57.0,M. Beasley makes 3-pt shot from 24 ft (assist by J. Harden),3,54-78,,
3:48.0,,,54-78,,Golden State full timeout
3:48.0,,,54-78,,B. Rush enters the game for K. Thompson
3:38.0,,,54-78,,Shooting foul by D. Howard (drawn by D. Green)
3:38.0,,,54-78,,D. Green misses free throw 1 of 2
3:38.0,,,54-78,,Offensive rebound by Team
3:38.0,,,54-79,1,D. Green makes free throw 2 of 2
3:25.0,J. Terry misses 2-pt shot from 2 ft,,54-79,,
3:24.0,,,54-79,,Defensive rebound by Team
3:07.0,,,54-81,2,A. Iguodala makes 2-pt shot from 14 ft (assist by D. Green)
2:54.0,J. Harden misses 2-pt shot from 3 ft,,54-81,,
2:53.0,,,54-81,,Defensive rebound by A. Iguodala
2:47.0,,,54-84,3,B. Rush makes 3-pt shot from 25 ft (assist by D. Green)
2:32.0,Offensive foul by T. Ariza,,54-84,,
2:32.0,Turnover by T. Ariza (offensive foul),,54-84,,
2:32.0,C. Brewer enters the game for T. Ariza,,54-84,,
2:16.0,,,54-84,,Shooting foul by D. Howard (drawn by A. Varejao)
2:16.0,,,54-84,,A. Varejao misses free throw 1 of 2
2:16.0,,,54-84,,Offensive rebound by Team
2:16.0,,,54-85,1,A. Varejao makes free throw 2 of 2
2:01.0,M. Beasley misses 2-pt shot from 4 ft,,54-85,,
2:01.0,,,54-85,,Defensive rebound by D. Green
1:55.0,,,54-87,2,I. Clark makes 2-pt shot from 21 ft (assist by B. Rush)
1:48.0,Offensive foul by C. Brewer,,54-87,,
1:48.0,Turnover by C. Brewer (offensive foul),,54-87,,
1:24.0,,,54-87,,A. Varejao misses 2-pt shot from 3 ft
1:24.0,Defensive rebound by D. Howard,,54-87,,
1:15.0,C. Brewer makes 3-pt shot from 23 ft (assist by J. Harden),3,57-87,,
0:51.0,,,57-87,,A. Iguodala misses 2-pt shot from 20 ft
0:50.0,Defensive rebound by D. Howard,,57-87,,
0:45.0,Turnover by J. Harden (lost ball; steal by I. Clark),,57-87,,
0:38.0,,,57-87,,Shooting foul by D. Howard (drawn by A. Iguodala)
0:38.0,,,57-88,1,A. Iguodala makes free throw 1 of 2
0:38.0,,,57-89,1,A. Iguodala makes free throw 2 of 2
0:20.0,M. Beasley makes 2-pt shot from 18 ft (assist by J. Harden),2,59-89,,
0:03.0,,,59-89,,I. Clark misses 2-pt shot from 5 ft (block by D. Howard)
0:00.0,Defensive rebound by J. Terry,,59-89,,
0:00.0,J. Terry misses 3-pt shot from 50 ft,,59-89,,
0:00.0,Offensive rebound by Team,,59-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,M. Beasley makes 2-pt shot from 16 ft (assist by J. Harden),2,61-89,,
11:21.0,,,61-89,,M. Speights misses 2-pt shot from 17 ft
11:20.0,Defensive rebound by M. Beasley,,61-89,,
11:10.0,J. Harden makes 2-pt shot from 2 ft (assist by M. Beasley),2,63-89,,
10:50.0,,,63-91,2,B. Rush makes 2-pt shot from 15 ft (assist by H. Barnes)
10:36.0,Shooting foul by B. Rush (drawn by C. Brewer),,63-91,,
10:36.0,C. Brewer makes free throw 1 of 2,1,64-91,,
10:36.0,C. Brewer makes free throw 2 of 2,1,65-91,,
10:15.0,,,65-91,,B. Rush misses 3-pt shot from 23 ft
10:13.0,,,65-91,,Offensive rebound by L. Barbosa
9:53.0,,,65-91,,M. Speights misses 3-pt shot from 27 ft
9:52.0,,,65-91,,Offensive rebound by L. Barbosa
9:32.0,,,65-91,,Turnover by L. Barbosa (lost ball; steal by J. Harden)
9:22.0,J. Harden misses 2-pt shot from 1 ft,,65-91,,
9:21.0,,,65-91,,Defensive rebound by B. Rush
9:00.0,,,65-91,,M. Speights misses 2-pt shot from 12 ft
8:59.0,Defensive rebound by D. Howard,,65-91,,
8:41.0,C. Brewer misses 3-pt shot from 24 ft,,65-91,,
8:41.0,,,65-91,,Defensive rebound by A. Iguodala
8:24.0,,,65-93,2,H. Barnes makes 2-pt shot from 5 ft
8:09.0,Turnover by J. Harden (lost ball; steal by A. Iguodala),,65-93,,
8:04.0,,,65-95,2,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala)
7:48.0,M. Beasley makes 2-pt shot from 19 ft,2,67-95,,
7:25.0,,,67-97,2,L. Barbosa makes 2-pt shot from 22 ft
7:14.0,C. Brewer misses 3-pt shot from 24 ft,,67-97,,
7:13.0,Offensive rebound by J. Terry,,67-97,,
7:07.0,J. Terry misses 3-pt shot from 26 ft,,67-97,,
7:07.0,Offensive rebound by D. Howard,,67-97,,
7:02.0,J. Harden makes 3-pt shot from 26 ft (assist by D. Howard),3,70-97,,
7:02.0,,,70-97,,Golden State full timeout
7:02.0,,,70-97,,K. Thompson enters the game for A. Iguodala
7:02.0,,,70-97,,S. Livingston enters the game for B. Rush
6:54.0,Personal foul by C. Brewer,,70-97,,
6:44.0,Personal foul by C. Brewer,,70-97,,
6:31.0,,,70-99,2,H. Barnes makes 2-pt shot from 17 ft
6:12.0,J. Terry misses 2-pt shot from 18 ft,,70-99,,
6:12.0,Offensive rebound by D. Howard,,70-99,,
6:10.0,J. Harden misses 3-pt shot from 27 ft,,70-99,,
6:10.0,Offensive rebound by Team,,70-99,,
6:10.0,,,70-99,,Loose ball foul by M. Speights
5:56.0,M. Beasley misses 2-pt shot from 7 ft,,70-99,,
5:55.0,,,70-99,,Defensive rebound by M. Speights
5:42.0,,,70-102,3,L. Barbosa makes 3-pt shot from 25 ft (assist by S. Livingston)
5:30.0,C. Brewer makes 2-pt shot from 3 ft (assist by J. Harden),2,72-102,,
5:18.0,,,72-102,,M. Speights misses 3-pt shot from 28 ft
5:18.0,Defensive rebound by D. Howard,,72-102,,
5:13.0,J. Harden misses 3-pt shot from 27 ft,,72-102,,
5:12.0,,,72-102,,Defensive rebound by M. Speights
5:09.0,,,72-102,,Turnover by M. Speights (lost ball)
5:09.0,Official timeout,,72-102,,
5:09.0,A. Goudelock enters the game for J. Harden,,72-102,,
5:09.0,C. Capela enters the game for J. Terry,,72-102,,
5:09.0,M. Harrell enters the game for M. Beasley,,72-102,,
5:09.0,K. McDaniels enters the game for C. Brewer,,72-102,,
5:09.0,,,72-102,,F. Ezeli enters the game for M. Speights
5:09.0,,,72-102,,I. Clark enters the game for K. Thompson
4:58.0,D. Howard misses 2-pt shot from 6 ft,,72-102,,
4:58.0,,,72-102,,Defensive rebound by Team
4:38.0,,,72-102,,H. Barnes misses 2-pt shot from 7 ft
4:37.0,Defensive rebound by C. Capela,,72-102,,
4:26.0,M. Harrell misses 3-pt shot from 23 ft,,72-102,,
4:26.0,Offensive rebound by D. Howard,,72-102,,
4:20.0,A. Goudelock makes 2-pt shot from 17 ft (assist by C. Capela),2,74-102,,
3:51.0,,,74-104,2,F. Ezeli makes 2-pt shot from 14 ft (assist by L. Barbosa)
3:33.0,A. Goudelock misses 2-pt shot from 13 ft,,74-104,,
3:32.0,,,74-104,,Defensive rebound by H. Barnes
3:26.0,,,74-104,,Golden State full timeout
3:26.0,,,74-104,,J. McAdoo enters the game for H. Barnes
