time,Washington,pts.away,score,pts.home,Toronto
4:21.0,,,14-20,,B. Biyombo enters the game for J. Valanciunas
4:21.0,J. Wall makes free throw 2 of 2,1,15-20,,
4:06.0,,,15-20,,Turnover by D. DeRozan (bad pass)
4:06.0,,,15-20,,T. Ross enters the game for D. Carroll
3:47.0,Turnover by G. Temple (lost ball; steal by K. Lowry),,15-20,,
3:44.0,Clear path foul by J. Wall,,15-20,,
3:44.0,,,15-21,1,D. DeRozan makes clear path free throw 1 of 2
3:44.0,,,15-22,1,D. DeRozan makes clear path free throw 2 of 2
3:44.0,,,15-22,,P. Patterson enters the game for L. Scola
3:27.0,,,15-22,,D. DeRozan misses 3-pt shot from 23 ft
3:27.0,Defensive rebound by Team,,15-22,,
3:18.0,J. Wall makes 2-pt shot from 17 ft,2,17-22,,
2:58.0,,,17-22,,K. Lowry misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by J. Wall,,17-22,,
2:50.0,J. Dudley makes 3-pt shot from 24 ft (assist by J. Wall),3,20-22,,
2:38.0,,,20-22,,D. DeRozan misses 2-pt shot from 1 ft
2:38.0,,,20-22,,Offensive rebound by D. DeRozan
2:35.0,,,20-24,2,D. DeRozan makes 2-pt shot from 1 ft
2:29.0,Shooting foul by D. DeRozan (drawn by M. Gortat),,20-24,,
2:29.0,Washington full timeout,,20-24,,
2:29.0,R. Sessions enters the game for J. Dudley,,20-24,,
2:29.0,O. Porter enters the game for J. Wall,,20-24,,
2:29.0,,,20-24,,C. Joseph enters the game for K. Lowry
2:29.0,M. Gortat makes free throw 1 of 2,1,21-24,,
2:29.0,M. Gortat makes free throw 2 of 2,1,22-24,,
2:12.0,,,22-24,,P. Patterson misses 3-pt shot from 23 ft
2:12.0,Defensive rebound by M. Gortat,,22-24,,
2:00.0,M. Gortat makes 2-pt shot from 6 ft (assist by R. Sessions),2,24-24,,
1:40.0,,,24-24,,D. DeRozan misses 2-pt shot from 17 ft
1:39.0,,,24-24,,Offensive rebound by B. Biyombo
1:39.0,K. Humphries enters the game for M. Gortat,,24-24,,
1:39.0,Jump ball: B. Biyombo vs. G. Temple (C. Joseph gains possession),,,,Jump ball: B. Biyombo vs. G. Temple (C. Joseph gains possession)
1:24.0,,,24-26,2,B. Biyombo makes 2-pt shot from 3 ft (assist by C. Joseph)
1:09.0,O. Porter misses 3-pt shot from 24 ft,,24-26,,
1:08.0,,,24-26,,Defensive rebound by T. Ross
1:00.0,,,24-26,,C. Joseph misses 2-pt shot from 11 ft
0:59.0,Defensive rebound by G. Temple,,24-26,,
0:50.0,Turnover by K. Oubre (lost ball),,24-26,,
0:31.0,,,24-28,2,T. Ross makes 2-pt shot from 16 ft
0:11.0,O. Porter makes 3-pt shot from 25 ft (assist by R. Sessions),3,27-28,,
0:03.0,Personal foul by K. Humphries (drawn by D. DeRozan),,27-28,,
0:00.0,,,27-28,,D. DeRozan misses 2-pt shot from 8 ft
0:00.0,,,27-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Turnover by K. Humphries (traveling),,27-28,,
11:26.0,,,27-28,,T. Ross misses 2-pt shot from 15 ft
11:26.0,Defensive rebound by O. Porter,,27-28,,
11:15.0,K. Oubre misses 2-pt shot from 14 ft,,27-28,,
11:14.0,,,27-28,,Defensive rebound by B. Biyombo
11:03.0,,,27-30,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
10:56.0,G. Temple misses 2-pt shot from 3 ft,,27-30,,
10:55.0,Offensive rebound by G. Temple,,27-30,,
10:52.0,G. Temple misses 2-pt shot from 1 ft,,27-30,,
10:52.0,,,27-30,,Defensive rebound by C. Joseph
10:47.0,,,27-30,,K. Lowry misses 3-pt shot from 25 ft
10:46.0,,,27-30,,Offensive rebound by B. Biyombo
10:41.0,Personal foul by K. Oubre (drawn by B. Biyombo),,27-30,,
10:41.0,J. Wall enters the game for G. Temple,,27-30,,
10:41.0,J. Eddie enters the game for K. Oubre,,27-30,,
10:32.0,,,27-30,,K. Lowry misses 2-pt shot from 10 ft
10:32.0,,,27-30,,Offensive rebound by B. Biyombo
10:32.0,,,27-30,,Shooting foul by J. Eddie (drawn by B. Biyombo)
10:32.0,,,27-30,,B. Biyombo misses free throw 1 of 2
10:32.0,,,27-30,,Offensive rebound by Team
10:32.0,,,27-31,1,B. Biyombo makes free throw 2 of 2
10:19.0,R. Sessions misses 2-pt shot from 8 ft,,27-31,,
10:18.0,,,27-31,,Defensive rebound by B. Biyombo
10:07.0,,,27-31,,P. Patterson misses 3-pt shot from 23 ft
10:06.0,,,27-31,,Offensive rebound by B. Biyombo
10:06.0,,,27-31,,Shooting foul by J. Eddie (drawn by B. Biyombo)
10:06.0,Washington full timeout,,27-31,,
10:06.0,J. Dudley enters the game for O. Porter,,27-31,,
10:06.0,,,27-32,1,B. Biyombo makes free throw 1 of 2
10:06.0,,,27-32,,B. Biyombo misses free throw 2 of 2
10:04.0,,,27-32,,Offensive rebound by Team
9:55.0,,,27-32,,P. Patterson misses 3-pt shot from 24 ft
9:54.0,Defensive rebound by J. Wall,,27-32,,
9:47.0,J. Wall misses 2-pt shot from 2 ft,,27-32,,
9:46.0,,,27-32,,Defensive rebound by P. Patterson
9:43.0,,,27-32,,Turnover by T. Ross (lost ball)
9:30.0,J. Eddie misses 3-pt shot from 24 ft,,27-32,,
9:30.0,,,27-32,,Defensive rebound by B. Biyombo
9:24.0,,,27-32,,Offensive foul by C. Joseph
9:24.0,,,27-32,,Turnover by C. Joseph (offensive foul)
9:24.0,M. Gortat enters the game for K. Humphries,,27-32,,
9:09.0,J. Dudley misses 2-pt shot from 19 ft,,27-32,,
9:09.0,,,27-32,,Defensive rebound by B. Biyombo
8:55.0,,,27-32,,C. Joseph misses 2-pt shot from 2 ft (block by M. Gortat)
8:53.0,Defensive rebound by J. Wall,,27-32,,
8:42.0,J. Eddie misses 2-pt shot from 13 ft,,27-32,,
8:41.0,,,27-32,,Defensive rebound by B. Biyombo
8:28.0,,,27-34,2,T. Ross makes 2-pt shot from 17 ft
8:05.0,R. Sessions misses 2-pt shot from 8 ft,,27-34,,
8:05.0,Offensive rebound by M. Gortat,,27-34,,
7:57.0,J. Wall makes 2-pt shot from 19 ft,2,29-34,,
7:43.0,,,29-34,,D. Carroll enters the game for C. Joseph
7:34.0,,,29-34,,K. Lowry misses 3-pt shot from 25 ft
7:33.0,,,29-34,,Offensive rebound by T. Ross
7:24.0,,,29-34,,D. Carroll misses 3-pt shot from 23 ft
7:23.0,Defensive rebound by J. Eddie,,29-34,,
7:10.0,R. Sessions misses 2-pt shot from 21 ft,,29-34,,
7:09.0,,,29-34,,Defensive rebound by D. Carroll
7:03.0,,,29-36,2,D. Carroll makes 2-pt shot from 2 ft (assist by K. Lowry)
6:46.0,J. Wall misses 2-pt shot from 18 ft,,29-36,,
6:45.0,,,29-36,,Defensive rebound by B. Biyombo
6:38.0,,,29-36,,Turnover by K. Lowry (bad pass)
6:38.0,,,29-36,,J. Valanciunas enters the game for B. Biyombo
6:38.0,G. Temple enters the game for R. Sessions,,29-36,,
6:17.0,M. Gortat misses 2-pt shot from 10 ft,,29-36,,
6:17.0,,,29-36,,Defensive rebound by Team
6:17.0,,,29-36,,D. DeRozan enters the game for T. Ross
5:57.0,,,29-36,,D. Carroll misses 2-pt shot from 9 ft
5:56.0,,,29-36,,Offensive rebound by J. Valanciunas
5:52.0,,,29-36,,J. Valanciunas misses 2-pt shot from 3 ft (block by M. Gortat)
5:51.0,Defensive rebound by J. Eddie,,29-36,,
5:45.0,J. Dudley makes 3-pt shot from 24 ft (assist by G. Temple),3,32-36,,
5:18.0,,,32-39,3,D. DeRozan makes 3-pt shot from 23 ft (assist by K. Lowry)
5:05.0,Shooting foul by J. Valanciunas (drawn by J. Dudley),,32-39,,
5:05.0,Official timeout,,32-39,,
5:05.0,O. Porter enters the game for J. Eddie,,32-39,,
5:05.0,,,32-39,,L. Scola enters the game for P. Patterson
5:05.0,J. Dudley misses free throw 1 of 2,,32-39,,
5:05.0,Offensive rebound by Team,,32-39,,
5:05.0,J. Dudley makes free throw 2 of 2,1,33-39,,
4:42.0,,,33-39,,D. Carroll misses 2-pt shot from 20 ft
4:42.0,Defensive rebound by O. Porter,,33-39,,
4:34.0,J. Wall makes 2-pt shot from 1 ft (assist by O. Porter),2,35-39,,
4:12.0,,,35-42,3,K. Lowry makes 3-pt shot from 23 ft (assist by D. DeRozan)
4:03.0,O. Porter makes 2-pt shot from 1 ft (assist by J. Dudley),2,37-42,,
3:41.0,,,37-42,,D. Carroll misses 2-pt shot from 13 ft
3:39.0,Defensive rebound by J. Wall,,37-42,,
3:25.0,M. Gortat misses 2-pt shot from 5 ft (block by D. DeRozan),,37-42,,
3:23.0,,,37-42,,Defensive rebound by D. DeRozan
3:17.0,,,37-42,,Shooting foul by J. Dudley (drawn by L. Scola)
3:17.0,,,37-43,1,L. Scola makes free throw 1 of 2
3:17.0,,,37-43,,T. Ross enters the game for K. Lowry
3:17.0,,,37-43,,C. Joseph enters the game for D. Carroll
3:17.0,,,37-44,1,L. Scola makes free throw 2 of 2
3:01.0,M. Gortat misses 2-pt shot from 1 ft,,37-44,,
3:00.0,Offensive rebound by M. Gortat,,37-44,,
2:57.0,M. Gortat misses 2-pt shot from 3 ft,,37-44,,
2:56.0,,,37-44,,Defensive rebound by J. Valanciunas
2:46.0,,,37-44,,D. DeRozan misses 2-pt shot from 1 ft
2:46.0,,,37-44,,Offensive rebound by D. DeRozan
2:46.0,Personal foul by M. Gortat (drawn by D. DeRozan),,37-44,,
2:46.0,,,37-44,,Toronto full timeout
2:46.0,,,37-44,,B. Biyombo enters the game for J. Valanciunas
2:46.0,,,37-45,1,D. DeRozan makes free throw 1 of 2
2:46.0,,,37-46,1,D. DeRozan makes free throw 2 of 2
2:33.0,J. Dudley makes 2-pt shot from 19 ft (assist by J. Wall),2,39-46,,
2:19.0,,,39-46,,D. DeRozan misses 2-pt shot from 2 ft
2:19.0,Defensive rebound by M. Gortat,,39-46,,
2:13.0,Turnover by J. Wall (bad pass; steal by D. DeRozan),,39-46,,
2:09.0,,,39-46,,Shooting foul by G. Temple (drawn by D. DeRozan)
2:09.0,,,39-47,1,D. DeRozan makes free throw 1 of 2
2:09.0,,,39-48,1,D. DeRozan makes free throw 2 of 2
1:55.0,G. Temple misses 2-pt shot from 1 ft,,39-48,,
1:54.0,Offensive rebound by M. Gortat,,39-48,,
1:50.0,M. Gortat makes 2-pt shot from 1 ft,2,41-48,,
1:35.0,,,41-48,,Shooting foul by G. Temple (drawn by D. DeRozan)
1:35.0,,,41-49,1,D. DeRozan makes free throw 1 of 2
1:35.0,R. Sessions enters the game for G. Temple,,41-49,,
1:35.0,,,41-50,1,D. DeRozan makes free throw 2 of 2
1:26.0,Turnover by J. Dudley (bad pass; steal by C. Joseph),,41-50,,
1:08.0,,,41-50,,L. Scola misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by J. Wall,,41-50,,
0:49.0,J. Wall misses 2-pt shot from 9 ft,,41-50,,
0:47.0,,,41-50,,Defensive rebound by T. Ross
0:38.0,,,41-50,,T. Ross misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by J. Wall,,41-50,,
0:30.0,O. Porter misses 2-pt shot from 10 ft,,41-50,,
0:29.0,Offensive rebound by O. Porter,,41-50,,
0:25.0,J. Dudley misses 3-pt shot from 22 ft,,41-50,,
0:24.0,,,41-50,,Defensive rebound by L. Scola
0:04.0,,,41-50,,L. Scola misses 2-pt shot from 19 ft
0:04.0,,,41-50,,Offensive rebound by Team
0:04.0,Personal foul by M. Gortat (drawn by B. Biyombo),,41-50,,
0:04.0,,,41-51,1,B. Biyombo makes free throw 1 of 2
0:04.0,K. Humphries enters the game for M. Gortat,,41-51,,
0:04.0,,,41-51,,P. Patterson enters the game for L. Scola
0:04.0,,,41-52,1,B. Biyombo makes free throw 2 of 2
0:03.0,,,41-52,,Personal foul by C. Joseph (drawn by J. Wall)
0:03.0,Washington full timeout,,41-52,,
0:03.0,M. Gortat enters the game for K. Humphries,,41-52,,
0:00.0,J. Wall misses 3-pt shot from 25 ft,,41-52,,
0:00.0,Offensive rebound by Team,,41-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Gortat misses 2-pt shot from 8 ft,,41-52,,
11:40.0,,,41-52,,Defensive rebound by D. Carroll
11:28.0,,,41-52,,Offensive charge foul by K. Lowry
11:28.0,,,41-52,,Turnover by K. Lowry (offensive foul)
11:14.0,,,41-52,,Shooting block foul by J. Valanciunas (drawn by O. Porter)
11:14.0,O. Porter misses free throw 1 of 2,,41-52,,
11:14.0,Offensive rebound by Team,,41-52,,
11:14.0,O. Porter makes free throw 2 of 2,1,42-52,,
10:50.0,,,42-52,,D. DeRozan misses 3-pt shot from 24 ft
10:49.0,,,42-52,,Offensive rebound by Team
10:49.0,,,42-52,,Turnover by Team (shot clock)
10:35.0,O. Porter makes 2-pt shot from 17 ft,2,44-52,,
10:10.0,,,44-54,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
9:57.0,O. Porter makes 2-pt shot from 16 ft (assist by J. Wall),2,46-54,,
9:38.0,,,46-54,,D. DeRozan misses 2-pt shot from 9 ft
9:37.0,,,46-54,,Offensive rebound by J. Valanciunas
9:37.0,Personal foul by M. Gortat (drawn by J. Valanciunas),,46-54,,
9:27.0,,,46-54,,J. Valanciunas misses 2-pt shot from 3 ft (block by M. Gortat)
9:25.0,Defensive rebound by O. Porter,,46-54,,
9:14.0,J. Wall misses 2-pt shot from 17 ft,,46-54,,
9:13.0,,,46-54,,Defensive rebound by J. Valanciunas
9:00.0,,,46-54,,D. DeRozan misses 2-pt shot from 4 ft
9:00.0,Defensive rebound by J. Dudley,,46-54,,
8:48.0,O. Porter makes 3-pt shot from 22 ft (assist by J. Wall),3,49-54,,
8:30.0,,,49-54,,K. Lowry misses 3-pt shot from 26 ft
8:30.0,Defensive rebound by G. Temple,,49-54,,
8:27.0,Shooting foul by L. Scola (drawn by G. Temple),,49-54,,
8:27.0,G. Temple misses free throw 1 of 2,,49-54,,
8:27.0,Offensive rebound by Team,,49-54,,
8:27.0,G. Temple makes free throw 2 of 2,1,50-54,,
8:19.0,,,50-54,,D. Carroll misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by G. Temple,,50-54,,
8:07.0,J. Dudley misses 3-pt shot from 24 ft,,50-54,,
8:06.0,,,50-54,,Defensive rebound by L. Scola
8:01.0,,,50-54,,Toronto full timeout
7:53.0,Personal foul by J. Dudley (drawn by K. Lowry),,50-54,,
7:38.0,,,50-54,,D. DeRozan misses 2-pt shot from 16 ft
7:37.0,,,50-54,,Offensive rebound by D. Carroll
7:24.0,,,50-54,,Turnover by K. Lowry (lost ball; steal by J. Wall)
7:19.0,J. Wall makes 2-pt shot at rim (assist by G. Temple),2,52-54,,
6:49.0,,,52-56,2,D. DeRozan makes 2-pt shot from 2 ft
6:38.0,Turnover by O. Porter (bad pass),,52-56,,
6:22.0,Personal foul by G. Temple (drawn by D. DeRozan),,52-56,,
6:22.0,,,52-56,,T. Ross enters the game for D. Carroll
6:22.0,,,52-56,,B. Biyombo enters the game for J. Valanciunas
6:12.0,,,52-58,2,D. DeRozan makes 2-pt shot from 8 ft (assist by K. Lowry)
6:12.0,Loose ball foul by G. Temple (drawn by B. Biyombo),,52-58,,
6:12.0,R. Sessions enters the game for G. Temple,,52-58,,
6:12.0,,,52-58,,B. Biyombo misses free throw 1 of 1
6:11.0,Defensive rebound by O. Porter,,52-58,,
5:59.0,Turnover by J. Wall (bad pass),,52-58,,
5:47.0,,,52-58,,L. Scola misses 2-pt shot from 8 ft
5:46.0,Defensive rebound by R. Sessions,,52-58,,
5:37.0,R. Sessions makes 3-pt shot from 23 ft (assist by J. Wall),3,55-58,,
5:17.0,,,55-60,2,T. Ross makes 2-pt shot from 10 ft
4:58.0,J. Wall misses 2-pt shot from 15 ft,,55-60,,
4:58.0,,,55-60,,Defensive rebound by L. Scola
4:46.0,,,55-62,2,D. DeRozan makes 2-pt shot from 1 ft
4:46.0,Washington full timeout,,55-62,,
4:46.0,K. Oubre enters the game for O. Porter,,55-62,,
4:27.0,M. Gortat misses 2-pt shot from 6 ft (block by D. DeRozan),,55-62,,
4:26.0,,,55-62,,Defensive rebound by D. DeRozan
4:16.0,,,55-62,,D. DeRozan misses 2-pt shot from 13 ft
4:15.0,,,55-62,,Offensive rebound by Team
4:15.0,Loose ball foul by M. Gortat (drawn by B. Biyombo),,55-62,,
4:15.0,,,55-63,1,B. Biyombo makes free throw 1 of 2
4:15.0,K. Humphries enters the game for M. Gortat,,55-63,,
4:15.0,,,55-63,,P. Patterson enters the game for L. Scola
4:15.0,,,55-64,1,B. Biyombo makes free throw 2 of 2
3:54.0,K. Oubre misses 3-pt shot from 25 ft,,55-64,,
3:54.0,,,55-64,,Defensive rebound by D. DeRozan
3:49.0,,,55-64,,Turnover by D. DeRozan (bad pass; steal by J. Dudley)
3:43.0,J. Wall misses 2-pt shot from 2 ft (block by B. Biyombo),,55-64,,
3:41.0,Offensive rebound by K. Humphries,,55-64,,
3:38.0,K. Humphries makes 2-pt shot at rim,2,57-64,,
3:27.0,,,57-64,,Turnover by P. Patterson (lost ball; steal by J. Dudley)
3:24.0,,,57-64,,Violation by B. Biyombo (def goaltending)
3:24.0,R. Sessions makes 2-pt shot from 1 ft (assist by K. Oubre),2,59-64,,
3:10.0,Def 3 sec tech foul by K. Humphries,,59-64,,
3:10.0,,,59-65,1,K. Lowry makes technical free throw
3:03.0,,,59-65,,Turnover by P. Patterson (lost ball; steal by J. Dudley)
2:59.0,J. Dudley makes 2-pt shot from 2 ft,2,61-65,,
2:59.0,Shooting foul by P. Patterson (drawn by J. Dudley),,61-65,,
2:59.0,J. Dudley makes free throw 1 of 1,1,62-65,,
2:45.0,,,62-68,3,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan)
2:33.0,K. Humphries misses 3-pt shot from 24 ft,,62-68,,
2:32.0,,,62-68,,Defensive rebound by T. Ross
2:19.0,,,62-70,2,D. DeRozan makes 2-pt shot from 16 ft
2:07.0,J. Wall misses 2-pt shot from 10 ft,,62-70,,
2:06.0,,,62-70,,Defensive rebound by K. Lowry
1:57.0,,,62-70,,K. Lowry misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by Team,,62-70,,
1:56.0,,,62-70,,C. Joseph enters the game for K. Lowry
1:42.0,K. Humphries misses 2-pt shot from 17 ft,,62-70,,
1:41.0,,,62-70,,Defensive rebound by P. Patterson
1:24.0,,,62-70,,T. Ross misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by R. Sessions,,62-70,,
1:17.0,,,62-70,,Personal foul by B. Biyombo (drawn by K. Humphries)
1:17.0,O. Porter enters the game for J. Dudley,,62-70,,
1:10.0,R. Sessions misses 2-pt shot from 7 ft,,62-70,,
1:09.0,,,62-70,,Defensive rebound by B. Biyombo
0:53.0,,,62-73,3,T. Ross makes 3-pt shot from 26 ft (assist by D. DeRozan)
0:40.0,Turnover by K. Humphries (bad pass; steal by D. DeRozan),,62-73,,
0:38.0,Personal foul by O. Porter (drawn by D. DeRozan),,62-73,,
0:38.0,,,62-74,1,D. DeRozan makes free throw 1 of 2
0:38.0,,,62-75,1,D. DeRozan makes free throw 2 of 2
0:21.0,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall),3,65-75,,
0:01.0,,,65-77,2,D. DeRozan makes 2-pt shot from 7 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,65-77,,T. Ross misses 2-pt shot from 18 ft
11:46.0,Defensive rebound by R. Sessions,,65-77,,
11:34.0,Turnover by K. Oubre (bad pass),,65-77,,
11:27.0,,,65-79,2,C. Joseph makes 2-pt shot from 2 ft
11:27.0,,,65-79,,Shooting foul by K. Oubre (drawn by C. Joseph)
11:27.0,,,65-79,,C. Joseph misses free throw 1 of 1
11:26.0,Defensive rebound by K. Humphries,,65-79,,
11:09.0,K. Oubre makes 2-pt shot from 4 ft,2,67-79,,
11:01.0,,,67-79,,Offensive foul by B. Biyombo
11:01.0,,,67-79,,Turnover by B. Biyombo (offensive foul)
10:49.0,K. Humphries makes 2-pt shot from 19 ft (assist by R. Sessions),2,69-79,,
10:25.0,,,69-79,,Shooting foul by K. Oubre (drawn by C. Joseph)
10:25.0,,,69-80,1,C. Joseph makes free throw 1 of 2
10:25.0,,,69-81,1,C. Joseph makes free throw 2 of 2
10:09.0,R. Sessions makes 2-pt shot from 14 ft,2,71-81,,
9:52.0,Jump ball: C. Joseph vs. K. Oubre,,,,Jump ball: C. Joseph vs. K. Oubre
9:51.0,Loose ball foul by G. Temple (drawn by D. Carroll),,71-81,,
9:42.0,,,71-83,2,T. Ross makes 2-pt shot at rim
9:26.0,K. Humphries misses 2-pt shot from 1 ft (block by B. Biyombo),,71-83,,
9:24.0,,,71-83,,Defensive rebound by D. Carroll
9:10.0,,,71-83,,T. Ross misses 2-pt shot from 20 ft
9:08.0,Defensive rebound by K. Humphries,,71-83,,
8:56.0,K. Humphries makes 2-pt shot from 17 ft (assist by R. Sessions),2,73-83,,
8:36.0,Personal foul by K. Humphries (drawn by B. Biyombo),,73-83,,
8:36.0,Official timeout,,73-83,,
8:36.0,J. Wall enters the game for K. Oubre,,73-83,,
8:36.0,M. Gortat enters the game for K. Humphries,,73-83,,
8:21.0,,,73-83,,D. Carroll misses 3-pt shot from 40 ft
8:21.0,,,73-83,,Offensive rebound by Team
8:21.0,,,73-83,,Turnover by Team (shot clock)
8:05.0,M. Gortat misses 2-pt shot from 6 ft,,73-83,,
8:04.0,,,73-83,,Defensive rebound by C. Joseph
7:56.0,,,73-83,,Turnover by C. Joseph (bad pass; steal by J. Wall)
7:40.0,J. Wall misses 3-pt shot from 24 ft,,73-83,,
7:40.0,,,73-83,,Defensive rebound by C. Joseph
7:21.0,,,73-83,,C. Joseph misses 2-pt shot from 21 ft
7:19.0,Defensive rebound by O. Porter,,73-83,,
7:10.0,O. Porter misses 2-pt shot from 21 ft,,73-83,,
7:10.0,,,73-83,,Defensive rebound by D. Carroll
6:46.0,,,73-83,,Turnover by P. Patterson (lost ball; steal by J. Wall)
6:40.0,O. Porter makes 2-pt shot from 2 ft (assist by J. Wall),2,75-83,,
6:39.0,,,75-83,,Toronto full timeout
6:39.0,,,75-83,,D. DeRozan enters the game for T. Ross
6:39.0,,,75-83,,K. Lowry enters the game for P. Patterson
6:17.0,,,75-83,,C. Joseph misses 2-pt shot from 13 ft (block by J. Wall)
6:15.0,Defensive rebound by O. Porter,,75-83,,
5:56.0,Shooting foul by D. Carroll (drawn by R. Sessions),,75-83,,
5:56.0,R. Sessions makes free throw 1 of 2,1,76-83,,
5:56.0,J. Dudley enters the game for O. Porter,,76-83,,
5:56.0,R. Sessions makes free throw 2 of 2,1,77-83,,
5:35.0,,,77-83,,D. DeRozan misses 2-pt shot from 17 ft
5:34.0,Defensive rebound by R. Sessions,,77-83,,
5:24.0,J. Wall makes 2-pt shot from 16 ft,2,79-83,,
5:06.0,,,79-83,,D. Carroll misses 2-pt shot from 6 ft
5:05.0,,,79-83,,Offensive rebound by B. Biyombo
5:02.0,,,79-85,2,B. Biyombo makes 2-pt shot at rim
4:45.0,J. Wall misses 3-pt shot from 24 ft,,79-85,,
4:44.0,,,79-85,,Defensive rebound by D. DeRozan
4:35.0,Shooting block foul by G. Temple (drawn by D. Carroll),,79-85,,
4:35.0,O. Porter enters the game for G. Temple,,79-85,,
