time,Philadelphia,pts.away,score,pts.home,Toronto
3:11.0,,,90-109,,Defensive rebound by N. Powell
3:06.0,,,90-112,3,T. Ross makes 3-pt shot from 24 ft (assist by N. Powell)
3:06.0,Philadelphia full timeout,,90-112,,
3:06.0,K. Marshall enters the game for N. Noel,,90-112,,
3:06.0,C. Wood enters the game for I. Smith,,90-112,,
2:41.0,N. Stauskas misses 3-pt shot from 27 ft,,90-112,,
2:41.0,,,90-112,,Defensive rebound by D. Wright
2:23.0,,,90-114,2,T. Ross makes 2-pt shot from 2 ft (assist by J. Thompson)
2:04.0,N. Stauskas makes 2-pt shot at rim (assist by K. Marshall),2,92-114,,
1:51.0,,,92-116,2,T. Ross makes 2-pt shot from 7 ft
1:32.0,H. Thompson makes 3-pt shot from 24 ft (assist by K. Marshall),3,95-116,,
1:19.0,,,95-118,2,D. Wright makes 2-pt shot from 2 ft (assist by L. Nogueira)
1:06.0,K. Marshall makes 3-pt shot from 23 ft (assist by T. McConnell),3,98-118,,
0:47.0,,,98-118,,J. Thompson misses 2-pt shot from 6 ft
0:46.0,Defensive rebound by K. Marshall,,98-118,,
0:41.0,,,98-118,,Personal block foul by L. Nogueira
0:34.0,H. Thompson misses 2-pt shot from 15 ft,,98-118,,
0:33.0,,,98-118,,Defensive rebound by N. Powell
0:30.0,,,98-118,,Shooting foul by N. Stauskas (drawn by N. Powell)
0:30.0,,,98-119,1,N. Powell makes free throw 1 of 2
0:30.0,,,98-120,1,N. Powell makes free throw 2 of 2
0:12.0,K. Marshall misses 2-pt shot from 4 ft (block by L. Nogueira),,98-120,,
0:11.0,Offensive rebound by C. Wood,,98-120,,
0:07.0,K. Marshall misses 3-pt shot from 25 ft,,98-120,,
0:07.0,Offensive rebound by Team,,98-120,,
0:04.0,Turnover by T. McConnell (lost ball; steal by N. Powell),,98-120,,
0:01.0,,,98-122,2,N. Powell makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
