time,San Antonio,pts.away,score,pts.home,LA Clippers
6:43.0,Defensive rebound by T. Duncan,,4-9,,
6:24.0,T. Duncan makes 2-pt shot from 6 ft (assist by D. Green),2,6-9,,
6:11.0,,,6-9,,Offensive foul by L. Mbah a Moute
6:11.0,,,6-9,,Turnover by L. Mbah a Moute (offensive foul)
6:11.0,,,6-9,,W. Johnson enters the game for P. Pierce
5:52.0,Turnover by T. Duncan (3 sec),,6-9,,
5:52.0,,,6-9,,C. Aldrich enters the game for L. Mbah a Moute
5:37.0,,,6-9,,Shooting foul by K. Anderson (drawn by C. Aldrich)
5:37.0,,,6-9,,C. Aldrich misses free throw 1 of 2
5:37.0,,,6-9,,Offensive rebound by Team
5:37.0,B. Diaw enters the game for T. Duncan,,6-9,,
5:37.0,P. Mills enters the game for K. Anderson,,6-9,,
5:37.0,J. Simmons enters the game for T. Parker,,6-9,,
5:37.0,,,6-9,,C. Aldrich misses free throw 2 of 2
5:36.0,Defensive rebound by B. Diaw,,6-9,,
5:17.0,L. Aldridge misses 2-pt shot from 19 ft,,6-9,,
5:16.0,,,6-9,,Defensive rebound by D. Jordan
5:01.0,,,6-12,3,W. Johnson makes 3-pt shot from 23 ft (assist by C. Paul)
4:48.0,L. Aldridge misses 2-pt shot from 17 ft,,6-12,,
4:47.0,,,6-12,,Defensive rebound by W. Johnson
4:47.0,Personal foul by J. Simmons (drawn by C. Paul),,6-12,,
4:39.0,,,6-12,,Offensive foul by D. Jordan
4:39.0,,,6-12,,Turnover by D. Jordan (offensive foul)
4:18.0,L. Aldridge misses 2-pt shot from 13 ft,,6-12,,
4:18.0,,,6-12,,Defensive rebound by C. Aldrich
4:08.0,,,6-12,,C. Paul misses 2-pt shot from 14 ft
4:06.0,,,6-12,,Offensive rebound by Team
4:06.0,,,6-12,,J. Crawford enters the game for J. Redick
4:06.0,D. West enters the game for L. Aldridge,,6-12,,
4:06.0,R. Butler enters the game for D. Green,,6-12,,
4:05.0,,,6-12,,Offensive foul by J. Crawford
4:05.0,,,6-12,,Turnover by J. Crawford (offensive foul)
3:45.0,,,6-12,,C. Wilcox enters the game for C. Paul
3:41.0,J. Simmons misses 2-pt shot from 2 ft (block by C. Aldrich),,6-12,,
3:40.0,,,6-12,,Defensive rebound by W. Johnson
3:24.0,,,6-12,,W. Johnson misses 2-pt shot from 18 ft
3:22.0,,,6-12,,Offensive rebound by C. Aldrich
3:22.0,,,6-12,,Turnover by C. Aldrich (lost ball)
3:09.0,P. Mills misses 2-pt shot from 17 ft,,6-12,,
3:09.0,,,6-12,,Defensive rebound by D. Jordan
3:04.0,,,6-12,,Turnover by J. Crawford (bad pass)
2:55.0,Turnover by J. Simmons (step out of bounds),,6-12,,
2:55.0,San Antonio full timeout,,6-12,,
2:35.0,,,6-14,2,C. Aldrich makes 2-pt shot from 3 ft (assist by J. Crawford)
2:20.0,R. Butler makes 2-pt shot at rim,2,8-14,,
2:04.0,,,8-14,,Turnover by W. Johnson (bad pass; steal by B. Diaw)
1:58.0,J. Simmons makes 2-pt shot at rim (assist by B. Diaw),2,10-14,,
1:41.0,,,10-16,2,C. Aldrich makes 2-pt shot from 8 ft (assist by J. Crawford)
1:32.0,,,10-16,,Personal foul by C. Wilcox (drawn by P. Mills)
1:32.0,,,10-16,,P. Pierce enters the game for D. Jordan
1:24.0,D. West misses 2-pt shot from 20 ft,,10-16,,
1:20.0,,,10-16,,Defensive rebound by C. Aldrich
1:10.0,,,10-16,,Turnover by J. Crawford (lost ball)
0:57.0,D. West makes 2-pt shot from 1 ft (assist by P. Mills),2,12-16,,
0:46.0,Personal foul by J. Simmons (drawn by C. Wilcox),,12-16,,
0:41.0,,,12-19,3,J. Crawford makes 3-pt shot from 24 ft
0:31.0,B. Diaw makes 3-pt shot from 24 ft (assist by P. Mills),3,15-19,,
0:18.0,,,15-19,,Shooting foul by P. Mills (drawn by C. Wilcox)
0:18.0,,,15-19,,C. Wilcox misses free throw 1 of 3
0:18.0,,,15-19,,Offensive rebound by Team
0:18.0,,,15-20,1,C. Wilcox makes free throw 2 of 3
0:18.0,,,15-21,1,C. Wilcox makes free throw 3 of 3
0:04.0,B. Diaw misses 2-pt shot from 3 ft,,15-21,,
0:02.0,,,15-21,,Defensive rebound by C. Aldrich
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,P. Mills misses 2-pt shot from 18 ft,,15-21,,
11:38.0,,,15-21,,Defensive rebound by W. Johnson
11:14.0,,,15-21,,Turnover by Team (shot clock)
10:57.0,B. Diaw misses 2-pt shot from 5 ft,,15-21,,
10:57.0,Offensive rebound by B. Diaw,,15-21,,
10:52.0,D. Green misses 3-pt shot from 24 ft,,15-21,,
10:51.0,,,15-21,,Defensive rebound by P. Pierce
10:41.0,,,15-21,,P. Pierce misses 2-pt shot from 16 ft
10:39.0,Defensive rebound by D. Green,,15-21,,
10:34.0,B. Diaw makes 2-pt shot from 1 ft (assist by D. Green),2,17-21,,
10:15.0,,,17-23,2,J. Crawford makes 2-pt shot from 1 ft
10:08.0,R. Butler misses 2-pt shot at rim (block by C. Aldrich),,17-23,,
10:06.0,,,17-23,,Defensive rebound by P. Pierce
9:46.0,,,17-23,,J. Crawford misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by D. Green,,17-23,,
9:33.0,Turnover by B. Diaw (lost ball; steal by W. Johnson),,17-23,,
9:19.0,,,17-25,2,C. Aldrich makes 2-pt shot from 4 ft (assist by J. Crawford)
9:10.0,P. Mills makes 3-pt shot from 24 ft,3,20-25,,
8:51.0,,,20-25,,J. Crawford misses 2-pt shot from 1 ft
8:49.0,Defensive rebound by R. Butler,,20-25,,
8:43.0,R. Butler makes 2-pt shot from 17 ft (assist by D. West),2,22-25,,
8:36.0,,,22-25,,LA Clippers full timeout
8:36.0,T. Parker enters the game for P. Mills,,22-25,,
8:36.0,,,22-25,,C. Paul enters the game for C. Wilcox
8:26.0,,,22-25,,Turnover by J. Crawford (bad pass; steal by D. West)
8:01.0,R. Butler misses 3-pt shot from 23 ft,,22-25,,
8:01.0,Offensive rebound by Team,,22-25,,
8:01.0,Turnover by Team (shot clock),,22-25,,
8:01.0,T. Duncan enters the game for D. West,,22-25,,
7:50.0,,,22-27,2,W. Johnson makes 2-pt shot from 8 ft (assist by C. Aldrich)
7:37.0,,,22-27,,Personal foul by P. Pierce (drawn by R. Butler)
7:37.0,K. Anderson enters the game for R. Butler,,22-27,,
7:37.0,,,22-27,,J. Redick enters the game for W. Johnson
7:37.0,,,22-27,,D. Jordan enters the game for C. Aldrich
7:27.0,D. Green misses 2-pt shot from 16 ft,,22-27,,
7:25.0,,,22-27,,Defensive rebound by D. Jordan
7:12.0,,,22-30,3,P. Pierce makes 3-pt shot from 24 ft (assist by C. Paul)
6:51.0,B. Diaw misses 2-pt shot from 5 ft,,22-30,,
6:50.0,,,22-30,,Defensive rebound by D. Jordan
6:42.0,,,22-30,,Turnover by J. Crawford (lost ball; steal by K. Anderson)
6:36.0,T. Parker misses 2-pt shot at rim,,22-30,,
6:34.0,,,22-30,,Defensive rebound by P. Pierce
6:33.0,Personal foul by T. Duncan (drawn by J. Redick),,22-30,,
6:27.0,,,22-30,,Turnover by J. Redick (bad pass; steal by T. Parker)
6:25.0,,,22-30,,Personal take foul by C. Paul (drawn by T. Parker)
6:25.0,L. Aldridge enters the game for B. Diaw,,22-30,,
6:25.0,,,22-30,,L. Mbah a Moute enters the game for P. Pierce
6:01.0,L. Aldridge misses 3-pt shot from 25 ft,,22-30,,
6:01.0,,,22-30,,Defensive rebound by J. Redick
5:49.0,,,22-30,,Turnover by D. Jordan (lost ball)
5:49.0,Official timeout,,22-30,,
5:49.0,J. Simmons enters the game for D. Green,,22-30,,
5:38.0,T. Parker makes 2-pt shot from 20 ft,2,24-30,,
5:18.0,,,24-30,,L. Mbah a Moute misses 2-pt shot from 3 ft
5:18.0,Defensive rebound by J. Simmons,,24-30,,
5:06.0,T. Parker makes 2-pt shot from 10 ft,2,26-30,,
4:49.0,,,26-32,2,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul)
4:24.0,Turnover by J. Simmons (bad pass; steal by D. Jordan),,26-32,,
4:21.0,Personal foul by K. Anderson (drawn by J. Redick),,26-32,,
4:21.0,,,26-33,1,J. Redick makes free throw 1 of 2
4:21.0,P. Mills enters the game for K. Anderson,,26-33,,
4:21.0,,,26-33,,W. Johnson enters the game for J. Crawford
4:21.0,,,26-33,,J. Redick misses free throw 2 of 2
4:20.0,Defensive rebound by T. Duncan,,26-33,,
4:10.0,,,26-33,,Personal foul by C. Paul (drawn by T. Parker)
4:00.0,Turnover by T. Parker (bad pass),,26-33,,
3:36.0,,,26-33,,L. Mbah a Moute misses 2-pt shot from 2 ft
3:35.0,Defensive rebound by T. Duncan,,26-33,,
3:27.0,L. Aldridge misses 2-pt shot from 11 ft,,26-33,,
3:27.0,,,26-33,,Defensive rebound by D. Jordan
3:22.0,Personal foul by T. Parker (drawn by C. Paul),,26-33,,
3:22.0,D. Green enters the game for J. Simmons,,26-33,,
3:12.0,,,26-33,,J. Redick misses 2-pt shot from 18 ft
3:11.0,Defensive rebound by T. Duncan,,26-33,,
2:58.0,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Duncan),2,28-33,,
2:48.0,,,28-35,2,C. Paul makes 2-pt shot from 14 ft
2:34.0,P. Mills makes 2-pt shot from 17 ft (assist by T. Parker),2,30-35,,
2:31.0,,,30-35,,Turnover by W. Johnson (bad pass; steal by P. Mills)
2:27.0,P. Mills misses 2-pt shot from 2 ft (block by W. Johnson),,30-35,,
2:26.0,,,30-35,,Defensive rebound by W. Johnson
2:21.0,,,30-38,3,L. Mbah a Moute makes 3-pt shot from 22 ft (assist by C. Paul)
2:02.0,T. Duncan misses 2-pt shot from 1 ft,,30-38,,
2:02.0,Offensive rebound by L. Aldridge,,30-38,,
2:02.0,Shooting foul by D. Jordan (drawn by L. Aldridge),,30-38,,
2:02.0,San Antonio full timeout,,30-38,,
2:02.0,,,30-38,,J. Crawford enters the game for W. Johnson
2:02.0,L. Aldridge makes free throw 1 of 2,1,31-38,,
2:02.0,L. Aldridge makes free throw 2 of 2,1,32-38,,
1:35.0,,,32-38,,C. Paul misses 2-pt shot from 14 ft
1:32.0,Defensive rebound by T. Parker,,32-38,,
1:28.0,T. Parker misses 2-pt shot from 14 ft,,32-38,,
1:28.0,,,32-38,,Defensive rebound by Team
1:17.0,,,32-38,,Shooting foul by T. Parker (drawn by J. Crawford)
1:17.0,,,32-39,1,J. Crawford makes free throw 1 of 2
1:17.0,,,32-39,,C. Aldrich enters the game for D. Jordan
1:17.0,,,32-40,1,J. Crawford makes free throw 2 of 2
1:01.0,T. Duncan misses 2-pt shot at rim (block by C. Aldrich),,32-40,,
1:00.0,,,32-40,,Defensive rebound by C. Aldrich
1:00.0,,,32-40,,LA Clippers full timeout
0:43.0,,,32-42,2,J. Crawford makes 2-pt shot from 2 ft
0:35.0,Turnover by T. Parker (traveling),,32-42,,
0:35.0,,,32-42,,W. Johnson enters the game for L. Mbah a Moute
0:16.0,,,32-42,,J. Crawford misses 2-pt shot from 20 ft
0:15.0,Defensive rebound by P. Mills,,32-42,,
0:03.0,P. Mills makes 2-pt shot from 19 ft,2,34-42,,
0:01.0,,,34-42,,C. Paul misses 3-pt shot from 45 ft
0:00.0,,,34-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,D. Green misses 3-pt shot from 28 ft,,34-42,,
11:37.0,,,34-42,,Defensive rebound by Team
11:37.0,Loose ball foul by T. Duncan (drawn by D. Jordan),,34-42,,
11:19.0,,,34-44,2,P. Pierce makes 2-pt shot from 11 ft (assist by C. Paul)
11:05.0,T. Parker makes 2-pt shot from 11 ft (assist by D. Green),2,36-44,,
10:46.0,,,36-47,3,J. Redick makes 3-pt shot from 24 ft (assist by D. Jordan)
10:24.0,Turnover by T. Duncan (lost ball; steal by D. Jordan),,36-47,,
10:19.0,,,36-50,3,C. Paul makes 3-pt shot from 24 ft
9:53.0,T. Duncan misses 2-pt shot from 5 ft,,36-50,,
9:52.0,,,36-50,,Defensive rebound by D. Jordan
9:40.0,,,36-50,,P. Pierce misses 3-pt shot from 24 ft
9:38.0,,,36-50,,Offensive rebound by D. Jordan
9:32.0,,,36-52,2,J. Redick makes 2-pt shot from 8 ft (assist by P. Pierce)
9:16.0,T. Duncan misses 2-pt shot from 3 ft,,36-52,,
9:15.0,Offensive rebound by D. Green,,36-52,,
9:12.0,D. Green makes 2-pt shot from 13 ft,2,38-52,,
8:56.0,,,38-52,,P. Pierce misses 2-pt shot from 18 ft
8:55.0,Defensive rebound by T. Duncan,,38-52,,
8:49.0,Turnover by K. Anderson (bad pass; steal by J. Redick),,38-52,,
8:44.0,,,38-52,,Shooting foul by T. Parker (drawn by C. Paul)
8:44.0,,,38-53,1,C. Paul makes free throw 1 of 2
8:44.0,,,38-54,1,C. Paul makes free throw 2 of 2
8:28.0,L. Aldridge misses 2-pt shot from 6 ft,,38-54,,
8:27.0,,,38-54,,Defensive rebound by D. Jordan
8:02.0,,,38-54,,C. Paul misses 3-pt shot from 26 ft
8:01.0,Defensive rebound by D. Green,,38-54,,
7:59.0,,,38-54,,Personal foul by J. Redick (drawn by K. Anderson)
7:59.0,J. Simmons enters the game for T. Parker,,38-54,,
7:49.0,Turnover by J. Simmons (traveling),,38-54,,
7:41.0,,,38-54,,Shooting foul by K. Anderson (drawn by P. Pierce)
7:41.0,,,38-55,1,P. Pierce makes free throw 1 of 2
7:41.0,P. Mills enters the game for K. Anderson,,38-55,,
7:41.0,,,38-56,1,P. Pierce makes free throw 2 of 2
7:22.0,Shooting foul by L. Mbah a Moute (drawn by L. Aldridge),,38-56,,
7:22.0,L. Aldridge makes free throw 1 of 2,1,39-56,,
7:22.0,L. Aldridge makes free throw 2 of 2,1,40-56,,
7:08.0,,,40-56,,L. Mbah a Moute misses 2-pt shot from 18 ft
7:07.0,Defensive rebound by J. Simmons,,40-56,,
7:01.0,D. Green misses 3-pt shot from 24 ft,,40-56,,
7:00.0,,,40-56,,Defensive rebound by D. Jordan
6:52.0,,,40-56,,P. Pierce misses 3-pt shot from 24 ft
6:52.0,,,40-56,,Offensive rebound by Team
6:52.0,Loose ball foul by J. Simmons (drawn by D. Jordan),,40-56,,
6:52.0,,,40-56,,W. Johnson enters the game for P. Pierce
6:48.0,,,40-56,,Turnover by D. Jordan (bad pass; steal by D. Green)
6:42.0,P. Mills misses 3-pt shot from 24 ft,,40-56,,
6:34.0,Offensive rebound by L. Aldridge,,40-56,,
6:34.0,L. Aldridge makes 2-pt shot from 1 ft,2,42-56,,
6:20.0,,,42-59,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
6:08.0,Turnover by T. Duncan (bad pass; steal by L. Mbah a Moute),,42-59,,
5:55.0,Personal foul by P. Mills (drawn by D. Jordan),,42-59,,
5:55.0,,,42-59,,LA Clippers full timeout
5:55.0,D. West enters the game for T. Duncan,,42-59,,
5:55.0,,,42-60,1,D. Jordan makes free throw 1 of 2
5:55.0,,,42-60,,D. Jordan misses free throw 2 of 2
5:54.0,Defensive rebound by J. Simmons,,42-60,,
5:49.0,,,42-60,,Personal foul by L. Mbah a Moute (drawn by L. Aldridge)
5:49.0,,,42-60,,C. Aldrich enters the game for L. Mbah a Moute
5:42.0,Turnover by D. West (lost ball; steal by C. Paul),,42-60,,
5:36.0,,,42-62,2,C. Paul makes 2-pt shot from 1 ft (assist by C. Aldrich)
5:23.0,L. Aldridge misses 2-pt shot from 13 ft,,42-62,,
5:23.0,Offensive rebound by Team,,42-62,,
5:23.0,B. Marjanovic enters the game for L. Aldridge,,42-62,,
5:12.0,D. Green makes 2-pt shot from 1 ft (assist by D. West),2,44-62,,
4:45.0,,,44-62,,C. Paul misses 3-pt shot from 30 ft
4:44.0,Defensive rebound by J. Simmons,,44-62,,
4:39.0,J. Simmons makes 2-pt shot at rim,2,46-62,,
4:21.0,,,46-62,,J. Redick misses 2-pt shot from 19 ft
4:21.0,Defensive rebound by B. Marjanovic,,46-62,,
4:10.0,Turnover by D. West (bad pass),,46-62,,
4:10.0,K. Anderson enters the game for D. Green,,46-62,,
4:10.0,,,46-62,,J. Crawford enters the game for C. Paul
4:00.0,,,46-62,,J. Redick misses 2-pt shot from 1 ft (block by J. Simmons)
3:59.0,Defensive rebound by D. West,,46-62,,
3:51.0,J. Simmons misses 3-pt shot from 24 ft,,46-62,,
3:49.0,,,46-62,,Defensive rebound by D. Jordan
3:30.0,,,46-64,2,J. Redick makes 2-pt shot from 1 ft
3:19.0,P. Mills misses 3-pt shot from 24 ft,,46-64,,
3:19.0,Offensive rebound by B. Marjanovic,,46-64,,
3:13.0,D. West makes 2-pt shot from 15 ft (assist by B. Marjanovic),2,48-64,,
3:03.0,,,48-64,,Turnover by J. Crawford (lost ball; steal by J. Simmons)
3:00.0,Shooting foul by D. Jordan (drawn by J. Simmons),,48-64,,
3:00.0,J. Simmons misses free throw 1 of 2,,48-64,,
3:00.0,Offensive rebound by Team,,48-64,,
3:00.0,J. Simmons makes free throw 2 of 2,1,49-64,,
2:46.0,,,49-66,2,J. Redick makes 2-pt shot from 20 ft (assist by J. Crawford)
2:37.0,D. West misses 2-pt shot from 19 ft,,49-66,,
2:37.0,Offensive rebound by Team,,49-66,,
2:37.0,,,49-66,,Loose ball foul by C. Aldrich (drawn by B. Marjanovic)
2:37.0,San Antonio full timeout,,49-66,,
2:37.0,B. Marjanovic makes free throw 1 of 2,1,50-66,,
2:37.0,B. Marjanovic makes free throw 2 of 2,1,51-66,,
2:23.0,,,51-66,,W. Johnson misses 3-pt shot from 24 ft
2:23.0,Defensive rebound by Team,,51-66,,
2:23.0,,,51-66,,Loose ball foul by C. Aldrich (drawn by D. West)
2:23.0,D. West makes free throw 1 of 2,1,52-66,,
2:23.0,,,52-66,,C. Paul enters the game for J. Redick
2:23.0,T. Parker enters the game for J. Simmons,,52-66,,
2:23.0,D. West makes free throw 2 of 2,1,53-66,,
2:09.0,,,53-68,2,J. Crawford makes 2-pt shot from 18 ft
1:49.0,T. Parker makes 3-pt shot from 23 ft (assist by D. West),3,56-68,,
1:32.0,,,56-68,,J. Crawford misses 2-pt shot from 15 ft
1:31.0,,,56-68,,Offensive rebound by C. Aldrich
1:17.0,,,56-70,2,C. Paul makes 2-pt shot from 18 ft
1:00.0,B. Marjanovic makes 2-pt shot from 1 ft (assist by D. West),2,58-70,,
0:47.0,,,58-70,,Shooting foul by T. Parker (drawn by C. Paul)
0:47.0,,,58-71,1,C. Paul makes free throw 1 of 2
0:47.0,,,58-71,,P. Pierce enters the game for D. Jordan
0:47.0,,,58-72,1,C. Paul makes free throw 2 of 2
0:32.0,T. Parker makes 2-pt shot from 17 ft,2,60-72,,
0:13.0,,,60-72,,C. Paul misses 2-pt shot from 17 ft
0:12.0,Defensive rebound by D. West,,60-72,,
0:02.0,D. West makes 3-pt shot from 24 ft (assist by T. Parker),3,63-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,63-72,,C. Aldrich misses 2-pt shot from 1 ft
11:43.0,Defensive rebound by B. Marjanovic,,63-72,,
11:35.0,Shooting foul by P. Pierce (drawn by D. West),,63-72,,
11:35.0,D. West makes 2-pt shot from 4 ft,2,65-72,,
11:35.0,R. Butler enters the game for B. Marjanovic,,65-72,,
11:35.0,D. West makes free throw 1 of 1,1,66-72,,
11:24.0,,,66-72,,W. Johnson misses 3-pt shot from 23 ft
11:22.0,Defensive rebound by D. West,,66-72,,
11:12.0,K. Anderson misses 2-pt shot from 9 ft,,66-72,,
11:11.0,,,66-72,,Defensive rebound by C. Aldrich
11:03.0,,,66-72,,J. Crawford misses 3-pt shot from 23 ft
11:02.0,Defensive rebound by K. Anderson,,66-72,,
10:57.0,San Antonio full timeout,,66-72,,
10:57.0,D. Green enters the game for P. Mills,,66-72,,
10:45.0,Turnover by K. Anderson (traveling),,66-72,,
10:36.0,,,66-72,,Turnover by P. Pierce (lost ball; steal by K. Anderson)
10:33.0,D. Green misses 2-pt shot at rim (block by C. Paul),,66-72,,
10:33.0,Offensive rebound by Team,,66-72,,
10:26.0,Shooting foul by C. Aldrich (drawn by T. Parker),,66-72,,
10:26.0,T. Parker misses free throw 1 of 2,,66-72,,
10:26.0,Offensive rebound by Team,,66-72,,
10:26.0,,,66-72,,D. Jordan enters the game for C. Aldrich
10:26.0,T. Parker makes free throw 2 of 2,1,67-72,,
10:15.0,,,67-75,3,J. Crawford makes 3-pt shot from 22 ft (assist by C. Paul)
9:53.0,K. Anderson makes 2-pt shot from 4 ft,2,69-75,,
9:37.0,,,69-77,2,C. Paul makes 2-pt shot from 1 ft
9:23.0,Turnover by K. Anderson (bad pass; steal by D. Jordan),,69-77,,
9:17.0,,,69-77,,W. Johnson misses 3-pt shot from 23 ft
9:16.0,Defensive rebound by D. West,,69-77,,
9:06.0,K. Anderson makes 2-pt shot from 1 ft (assist by T. Parker),2,71-77,,
8:45.0,,,71-80,3,C. Paul makes 3-pt shot from 24 ft
8:33.0,T. Parker makes 2-pt shot from 1 ft,2,73-80,,
8:20.0,,,73-82,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
8:06.0,T. Parker misses 2-pt shot from 11 ft,,73-82,,
8:06.0,,,73-82,,Defensive rebound by D. Jordan
7:57.0,Personal foul by K. Anderson (drawn by D. Jordan),,73-82,,
7:57.0,,,73-82,,J. Redick enters the game for P. Pierce
7:57.0,P. Mills enters the game for D. Green,,73-82,,
7:57.0,J. Simmons enters the game for T. Parker,,73-82,,
7:53.0,,,73-82,,Shooting foul by J. Simmons (drawn by C. Paul)
7:53.0,,,73-83,1,C. Paul makes free throw 1 of 3
7:53.0,,,73-84,1,C. Paul makes free throw 2 of 3
7:53.0,R. McCallum enters the game for J. Simmons,,73-84,,
7:53.0,L. Aldridge enters the game for D. West,,73-84,,
7:53.0,,,73-85,1,C. Paul makes free throw 3 of 3
7:40.0,P. Mills makes 2-pt shot from 16 ft,2,75-85,,
7:24.0,,,75-85,,J. Crawford misses 3-pt shot from 23 ft
7:24.0,Defensive rebound by K. Anderson,,75-85,,
7:12.0,K. Anderson makes 2-pt shot from 19 ft (assist by L. Aldridge),2,77-85,,
6:44.0,,,77-87,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
6:34.0,,,77-87,,Personal foul by J. Redick (drawn by P. Mills)
6:32.0,,,77-87,,Personal foul by J. Redick (drawn by P. Mills)
6:23.0,P. Mills misses 3-pt shot from 24 ft,,77-87,,
6:22.0,,,77-87,,Defensive rebound by C. Paul
6:11.0,,,77-89,2,C. Paul makes 2-pt shot from 10 ft
5:54.0,R. Butler misses 3-pt shot from 24 ft,,77-89,,
5:54.0,,,77-89,,Defensive rebound by C. Paul
5:42.0,Official timeout,,77-89,,
5:42.0,T. Parker enters the game for K. Anderson,,77-89,,
5:32.0,,,77-91,2,J. Redick makes 2-pt shot from 1 ft (assist by C. Paul)
5:12.0,R. Butler makes 2-pt shot from 1 ft,2,79-91,,
4:59.0,,,79-91,,J. Crawford misses 2-pt shot from 18 ft
4:58.0,,,79-91,,Offensive rebound by W. Johnson
4:48.0,,,79-94,3,C. Paul makes 3-pt shot from 24 ft
4:37.0,,,79-94,,Violation by W. Johnson (kicked ball)
4:37.0,J. Simmons enters the game for P. Mills,,79-94,,
4:33.0,T. Parker misses 3-pt shot from 23 ft,,79-94,,
4:32.0,,,79-94,,Defensive rebound by D. Jordan
4:21.0,,,79-94,,Turnover by C. Paul (bad pass; steal by J. Simmons)
4:11.0,L. Aldridge misses 2-pt shot from 1 ft (block by D. Jordan),,79-94,,
4:11.0,Offensive rebound by Team,,79-94,,
4:02.0,Turnover by J. Simmons (lost ball; steal by W. Johnson),,79-94,,
3:53.0,,,79-94,,C. Paul misses 3-pt shot from 25 ft
3:50.0,,,79-94,,Offensive rebound by J. Crawford
3:30.0,,,79-96,2,C. Paul makes 2-pt shot from 2 ft
3:24.0,San Antonio full timeout,,79-96,,
3:24.0,K. Anderson enters the game for L. Aldridge,,79-96,,
3:24.0,B. Marjanovic enters the game for T. Parker,,79-96,,
3:15.0,J. Simmons misses 2-pt shot from 1 ft (block by D. Jordan),,79-96,,
3:14.0,,,79-96,,Defensive rebound by D. Jordan
2:56.0,,,79-96,,J. Crawford misses 2-pt shot from 9 ft (block by R. Butler)
2:54.0,,,79-96,,Offensive rebound by J. Crawford
2:53.0,,,79-98,2,J. Crawford makes 2-pt shot from 10 ft
2:30.0,K. Anderson misses 2-pt shot from 2 ft,,79-98,,
2:29.0,,,79-98,,Defensive rebound by D. Jordan
2:07.0,,,79-98,,J. Redick misses 2-pt shot from 6 ft
