time,Sacramento,pts.away,score,pts.home,LA Lakers
6:55.0,D. Cousins makes 2-pt shot at rim (assist by R. Rondo),2,100-87,,
6:55.0,,,100-87,,LA Lakers full timeout
6:39.0,,,100-87,,J. Clarkson misses 2-pt shot from 6 ft
6:39.0,,,100-87,,Offensive rebound by Team
6:30.0,,,100-87,,J. Clarkson misses 2-pt shot from 5 ft (block by R. Gay)
6:28.0,Defensive rebound by R. Gay,,100-87,,
6:27.0,Turnover by R. Gay (bad pass; steal by J. Clarkson),,100-87,,
6:27.0,Personal foul by R. Gay (drawn by J. Clarkson),,100-87,,
6:14.0,,,100-87,,K. Bryant misses 2-pt shot from 9 ft
6:13.0,Defensive rebound by O. Casspi,,100-87,,
6:12.0,,,100-87,,Personal foul by B. Bass (drawn by R. Gay)
5:59.0,R. Rondo makes 2-pt shot from 15 ft,2,102-87,,
5:43.0,,,102-87,,D. Russell misses 3-pt shot from 24 ft
5:43.0,Defensive rebound by D. Cousins,,102-87,,
5:25.0,D. Cousins makes 2-pt shot from 21 ft (assist by R. Rondo),2,104-87,,
5:12.0,,,104-87,,J. Clarkson misses 2-pt shot from 8 ft
5:12.0,,,104-87,,Offensive rebound by Team
5:12.0,,,104-87,,L. Williams enters the game for D. Russell
5:01.0,,,104-89,2,L. Williams makes 2-pt shot at rim
4:44.0,,,104-89,,Personal foul by L. Williams
4:32.0,R. Rondo makes 2-pt shot from 16 ft,2,106-89,,
4:19.0,,,106-89,,J. Randle misses 2-pt shot from 1 ft (block by R. Gay)
4:16.0,,,106-89,,Offensive rebound by J. Randle
4:14.0,Shooting block foul by D. Cousins (drawn by J. Randle),,106-89,,
4:14.0,,,106-89,,J. Randle misses free throw 1 of 2
4:14.0,,,106-89,,Offensive rebound by Team
4:14.0,,,106-90,1,J. Randle makes free throw 2 of 2
3:53.0,Turnover by O. Casspi (lost ball),,106-90,,
3:46.0,,,106-90,,Shooting foul by D. Cousins (drawn by J. Clarkson)
3:46.0,,,106-90,,J. Clarkson misses free throw 1 of 2
3:46.0,,,106-90,,Offensive rebound by Team
3:46.0,,,106-90,,J. Clarkson misses free throw 2 of 2
3:44.0,Defensive rebound by D. Cousins,,106-90,,
3:20.0,D. Collison misses 3-pt shot from 22 ft,,106-90,,
3:20.0,,,106-90,,Defensive rebound by J. Randle
3:10.0,,,106-90,,J. Clarkson misses 2-pt shot at rim (block by D. Cousins)
3:09.0,,,106-90,,Offensive rebound by J. Randle
3:09.0,,,106-90,,J. Randle misses 2-pt shot at rim (block by R. Gay)
3:04.0,Jump ball: R. Gay vs. J. Randle (K. Bryant gains possession),,,,Jump ball: R. Gay vs. J. Randle (K. Bryant gains possession)
3:04.0,,,106-90,,Offensive rebound by Team
3:00.0,,,106-90,,K. Bryant misses 3-pt shot from 27 ft
2:59.0,Defensive rebound by D. Collison,,106-90,,
2:49.0,R. Rondo misses 2-pt shot from 18 ft,,106-90,,
2:47.0,Offensive rebound by D. Cousins,,106-90,,
2:47.0,D. Cousins misses 2-pt shot at rim,,106-90,,
2:45.0,Offensive rebound by D. Cousins,,106-90,,
2:45.0,D. Cousins misses 2-pt shot from 1 ft (block by J. Randle),,106-90,,
2:41.0,Offensive rebound by D. Cousins,,106-90,,
2:40.0,D. Cousins makes 2-pt shot from 1 ft,2,108-90,,
2:24.0,,,108-90,,J. Clarkson misses 2-pt shot from 18 ft
2:23.0,Defensive rebound by O. Casspi,,108-90,,
2:05.0,Shooting foul by K. Bryant (drawn by D. Cousins),,108-90,,
2:05.0,Official timeout,,108-90,,
2:05.0,,,108-90,,R. Kelly enters the game for K. Bryant
2:05.0,,,108-90,,R. Sacre enters the game for J. Randle
2:05.0,,,108-90,,A. Brown enters the game for L. Williams
2:05.0,,,108-90,,M. Huertas enters the game for B. Bass
2:05.0,J. Anderson enters the game for R. Gay,,108-90,,
2:05.0,W. Cauley-Stein enters the game for R. Rondo,,108-90,,
2:05.0,S. Curry enters the game for O. Casspi,,108-90,,
2:05.0,B. McLemore enters the game for D. Collison,,108-90,,
2:05.0,D. Cousins makes free throw 1 of 2,1,109-90,,
2:05.0,D. Cousins makes free throw 2 of 2,1,110-90,,
1:56.0,Personal take foul by B. McLemore (drawn by J. Clarkson),,110-90,,
1:56.0,,,110-91,1,J. Clarkson makes free throw 1 of 2
1:56.0,Q. Acy enters the game for D. Cousins,,110-91,,
1:56.0,,,110-92,1,J. Clarkson makes free throw 2 of 2
1:41.0,Q. Acy misses 2-pt shot from 21 ft,,110-92,,
1:40.0,,,110-92,,Defensive rebound by A. Brown
1:34.0,,,110-92,,Shooting foul by W. Cauley-Stein (drawn by A. Brown)
1:34.0,,,110-93,1,A. Brown makes free throw 1 of 2
1:34.0,,,110-93,,A. Brown misses free throw 2 of 2
1:20.0,Defensive rebound by W. Cauley-Stein,,110-93,,
1:20.0,Q. Acy makes 2-pt shot from 1 ft (assist by J. Anderson),2,112-93,,
0:59.0,,,112-93,,A. Brown misses 3-pt shot from 26 ft
0:59.0,Defensive rebound by Team,,112-93,,
0:45.0,S. Curry misses 2-pt shot from 21 ft,,112-93,,
0:44.0,Offensive rebound by J. Anderson,,112-93,,
0:32.0,S. Curry misses 3-pt shot from 24 ft,,112-93,,
0:30.0,,,112-93,,Defensive rebound by R. Sacre
0:19.0,,,112-93,,Turnover by M. Huertas (bad pass; steal by W. Cauley-Stein)
0:00.0,End of 4th quarter,,,,End of 4th quarter
