time,New York,pts.away,score,pts.home,Toronto
5:23.0,,,72-84,2,J. Valanciunas makes 2-pt shot at rim (assist by C. Joseph)
5:23.0,,,72-84,,Shooting foul by J. Grant (drawn by J. Valanciunas)
5:23.0,,,72-85,1,J. Valanciunas makes free throw 1 of 1
5:05.0,D. Williams makes 2-pt shot from 13 ft,2,74-85,,
4:55.0,Personal foul by A. Afflalo (drawn by C. Joseph),,74-85,,
4:46.0,,,74-87,2,J. Valanciunas makes 2-pt shot from 11 ft (assist by D. DeRozan)
4:29.0,D. Williams misses 3-pt shot from 25 ft,,74-87,,
4:29.0,Offensive rebound by S. Vujacic,,74-87,,
4:23.0,A. Afflalo makes 3-pt shot from 25 ft (assist by J. Grant),3,77-87,,
3:59.0,,,77-87,,Turnover by D. DeRozan (bad pass; steal by J. Grant)
3:56.0,S. Vujacic misses 2-pt shot from 2 ft (block by C. Joseph),,77-87,,
3:56.0,Offensive rebound by Team,,77-87,,
3:53.0,S. Vujacic makes 2-pt shot from 17 ft (assist by A. Afflalo),2,79-87,,
3:31.0,,,79-89,2,K. Lowry makes 2-pt shot from 3 ft
3:10.0,D. Williams makes 2-pt shot from 5 ft (assist by J. Grant),2,81-89,,
2:52.0,,,81-92,3,K. Lowry makes 3-pt shot from 25 ft (assist by C. Joseph)
2:51.0,New York full timeout,,81-92,,
2:51.0,,,81-92,,Toronto full timeout
2:40.0,J. Grant makes 2-pt shot from 2 ft,2,83-92,,
2:22.0,,,83-94,2,K. Lowry makes 2-pt shot from 9 ft
1:57.0,S. Vujacic makes 3-pt shot from 26 ft (assist by A. Afflalo),3,86-94,,
1:45.0,,,86-97,3,K. Lowry makes 3-pt shot from 26 ft
1:33.0,Shooting foul by D. DeRozan (drawn by J. Grant),,86-97,,
1:33.0,J. Grant misses free throw 1 of 2,,86-97,,
1:33.0,Offensive rebound by Team,,86-97,,
1:33.0,K. Seraphin enters the game for R. Lopez,,86-97,,
1:33.0,L. Galloway enters the game for A. Afflalo,,86-97,,
1:33.0,J. Grant makes free throw 2 of 2,1,87-97,,
1:11.0,,,87-97,,Turnover by K. Lowry (bad pass; steal by S. Vujacic)
1:04.0,J. Grant makes 2-pt shot from 2 ft (assist by S. Vujacic),2,89-97,,
1:04.0,,,89-97,,Shooting block foul by J. Valanciunas (drawn by J. Grant)
1:04.0,J. Grant misses free throw 1 of 1,,89-97,,
1:03.0,,,89-97,,Defensive rebound by J. Valanciunas
0:44.0,,,89-99,2,C. Joseph makes 2-pt shot from 1 ft
0:34.0,J. Grant makes 3-pt shot from 28 ft,3,92-99,,
0:24.0,,,92-99,,Shooting foul by K. Seraphin (drawn by D. DeRozan)
0:24.0,,,92-100,1,D. DeRozan makes free throw 1 of 2
0:24.0,,,92-101,1,D. DeRozan makes free throw 2 of 2
0:24.0,New York full timeout,,92-101,,
0:18.0,Shooting foul by J. Valanciunas (drawn by J. Grant),,92-101,,
0:18.0,J. Grant makes free throw 1 of 2,1,93-101,,
0:18.0,J. Grant misses free throw 2 of 2,,93-101,,
0:16.0,,,93-101,,Defensive rebound by J. Valanciunas
0:16.0,Personal foul by L. Galloway (drawn by D. DeRozan),,93-101,,
0:16.0,,,93-102,1,D. DeRozan makes free throw 1 of 2
0:16.0,,,93-103,1,D. DeRozan makes free throw 2 of 2
0:08.0,L. Galloway misses 3-pt shot from 22 ft,,93-103,,
0:08.0,,,93-103,,Defensive rebound by C. Joseph
0:00.0,End of 4th quarter,,,,End of 4th quarter
