time,San Antonio,pts.away,score,pts.home,Phoenix
4:24.0,P. Mills misses 2-pt shot from 19 ft,,18-13,,
4:22.0,,,18-13,,Defensive rebound by P. Tucker
4:04.0,,,18-13,,Turnover by K. Humphries (bad pass; steal by L. Aldridge)
3:50.0,Turnover by R. Butler (bad pass; steal by P. Tucker),,18-13,,
3:44.0,,,18-13,,M. Teletovic misses 2-pt shot from 1 ft
3:41.0,Defensive rebound by R. Butler,,18-13,,
3:36.0,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Mills),2,20-13,,
3:18.0,,,20-15,2,A. Goodwin makes 2-pt shot from 7 ft
2:49.0,L. Aldridge makes 2-pt shot at rim,2,22-15,,
2:25.0,,,22-15,,P. Pressey misses 2-pt shot from 16 ft
2:25.0,,,22-15,,Offensive rebound by Team
2:25.0,,,22-15,,Turnover by Team (shot clock)
2:25.0,K. Anderson enters the game for D. Green,,22-15,,
2:05.0,B. Diaw makes 2-pt shot from 9 ft,2,24-15,,
1:53.0,,,24-18,3,K. Humphries makes 3-pt shot from 24 ft (assist by P. Pressey)
1:41.0,,,24-18,,Personal foul by K. Humphries (drawn by L. Aldridge)
1:41.0,,,24-18,,Technical foul by Team
1:41.0,L. Aldridge makes technical free throw,1,25-18,,
1:36.0,P. Mills makes 3-pt shot from 24 ft,3,28-18,,
1:25.0,,,28-18,,Turnover by P. Pressey (bad pass; steal by R. Butler)
1:19.0,P. Mills misses 3-pt shot from 25 ft,,28-18,,
1:17.0,,,28-18,,Defensive rebound by M. Teletovic
1:02.0,,,28-21,3,M. Teletovic makes 3-pt shot from 24 ft (assist by P. Pressey)
0:49.0,P. Mills misses 2-pt shot from 21 ft,,28-21,,
0:49.0,,,28-21,,Defensive rebound by A. Goodwin
0:40.0,,,28-21,,M. Teletovic misses 3-pt shot from 24 ft
0:40.0,,,28-21,,Offensive rebound by Team
0:40.0,Personal foul by B. Diaw (drawn by K. Humphries),,28-21,,
0:40.0,D. West enters the game for L. Aldridge,,28-21,,
0:31.0,,,28-21,,Turnover by M. Teletovic (bad pass; steal by D. West)
0:09.0,D. West makes 2-pt shot from 16 ft (assist by P. Mills),2,30-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,30-21,,M. Teletovic misses 3-pt shot from 24 ft (block by D. West)
11:42.0,Defensive rebound by P. Mills,,30-21,,
11:41.0,,,30-21,,Personal foul by M. Teletovic (drawn by D. West)
11:37.0,P. Mills makes 3-pt shot from 24 ft (assist by K. Anderson),3,33-21,,
11:23.0,,,33-21,,A. Goodwin misses 2-pt shot at rim
11:21.0,,,33-21,,Offensive rebound by A. Goodwin
11:21.0,,,33-23,2,A. Goodwin makes 2-pt shot from 1 ft
11:04.0,B. Diaw misses 2-pt shot from 1 ft,,33-23,,
11:04.0,,,33-23,,Defensive rebound by J. Leuer
10:59.0,Shooting block foul by P. Mills (drawn by P. Pressey),,33-23,,
10:59.0,,,33-23,,P. Pressey misses free throw 1 of 2
10:59.0,,,33-23,,Offensive rebound by Team
10:59.0,,,33-24,1,P. Pressey makes free throw 2 of 2
10:43.0,D. West misses 2-pt shot from 1 ft,,33-24,,
10:43.0,,,33-24,,Defensive rebound by J. Leuer
10:37.0,,,33-26,2,P. Pressey makes 2-pt shot at rim
10:24.0,Turnover by D. West (bad pass; steal by S. Weems),,33-26,,
10:18.0,,,33-28,2,J. Leuer makes 2-pt shot from 1 ft (assist by A. Goodwin)
10:18.0,San Antonio full timeout,,33-28,,
10:06.0,Turnover by P. Mills (bad pass; steal by M. Teletovic),,33-28,,
10:00.0,,,33-28,,A. Goodwin misses 2-pt shot from 2 ft (block by B. Diaw)
9:59.0,,,33-28,,Offensive rebound by A. Goodwin
9:56.0,,,33-28,,A. Goodwin misses 2-pt shot from 2 ft (block by B. Diaw)
9:55.0,Defensive rebound by B. Diaw,,33-28,,
9:51.0,B. Diaw misses 2-pt shot at rim (block by J. Leuer),,33-28,,
9:51.0,Offensive rebound by Team,,33-28,,
9:38.0,P. Mills makes 3-pt shot from 24 ft (assist by D. West),3,36-28,,
9:12.0,,,36-31,3,A. Goodwin makes 3-pt shot from 25 ft (assist by M. Teletovic)
8:49.0,B. Diaw makes 2-pt shot from 1 ft,2,38-31,,
8:31.0,,,38-31,,A. Goodwin misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by P. Mills,,38-31,,
8:24.0,P. Mills misses 2-pt shot from 21 ft (block by P. Pressey),,38-31,,
8:23.0,,,38-31,,Defensive rebound by A. Goodwin
8:09.0,,,38-33,2,A. Goodwin makes 2-pt shot at rim (assist by S. Weems)
7:51.0,K. Anderson makes 2-pt shot from 17 ft (assist by D. West),2,40-33,,
7:34.0,,,40-33,,J. Leuer misses 2-pt shot from 18 ft
7:33.0,Defensive rebound by K. Anderson,,40-33,,
7:24.0,,,40-33,,Personal foul by A. Goodwin (drawn by B. Diaw)
7:24.0,T. Parker enters the game for P. Mills,,40-33,,
7:24.0,J. Simmons enters the game for R. Butler,,40-33,,
7:17.0,B. Diaw makes 3-pt shot from 24 ft (assist by T. Parker),3,43-33,,
7:02.0,,,43-35,2,S. Weems makes 2-pt shot at rim (assist by J. Leuer)
6:57.0,,,43-35,,Personal foul by M. Teletovic (drawn by B. Diaw)
6:57.0,R. McCallum enters the game for K. Anderson,,43-35,,
6:57.0,D. Green enters the game for J. Simmons,,43-35,,
6:41.0,D. West makes 2-pt shot from 2 ft (assist by B. Diaw),2,45-35,,
6:29.0,,,45-37,2,J. Leuer makes 2-pt shot at rim (assist by P. Pressey)
6:08.0,D. West misses 2-pt shot from 7 ft,,45-37,,
6:07.0,,,45-37,,Defensive rebound by A. Goodwin
6:03.0,,,45-37,,Turnover by A. Goodwin (bad pass)
6:03.0,L. Aldridge enters the game for B. Diaw,,45-37,,
5:49.0,R. McCallum misses 2-pt shot from 2 ft,,45-37,,
5:49.0,,,45-37,,Defensive rebound by J. Leuer
5:36.0,,,45-39,2,M. Teletovic makes 2-pt shot at rim
5:36.0,,,45-39,,Shooting foul by D. Green (drawn by M. Teletovic)
5:36.0,Official timeout,,45-39,,
5:36.0,,,45-39,,R. Price enters the game for A. Goodwin
5:36.0,,,45-39,,A. Len enters the game for P. Pressey
5:36.0,,,45-39,,P. Tucker enters the game for S. Weems
5:36.0,,,45-39,,D. Booker enters the game for J. Leuer
5:36.0,,,45-40,1,M. Teletovic makes free throw 1 of 1
5:24.0,,,45-40,,Personal foul by M. Teletovic (drawn by D. West)
5:24.0,T. Duncan enters the game for D. West,,45-40,,
5:24.0,,,45-40,,K. Humphries enters the game for M. Teletovic
5:19.0,,,45-40,,Personal foul by R. Price (drawn by T. Duncan)
5:19.0,T. Duncan misses free throw 1 of 2,,45-40,,
5:19.0,Offensive rebound by Team,,45-40,,
5:19.0,T. Duncan makes free throw 2 of 2,1,46-40,,
5:07.0,,,46-40,,A. Len misses 2-pt shot from 4 ft (block by L. Aldridge)
5:06.0,Defensive rebound by D. Green,,46-40,,
5:00.0,T. Parker makes 2-pt shot from 1 ft,2,48-40,,
4:46.0,,,48-40,,K. Humphries misses 2-pt shot from 4 ft (block by T. Duncan)
4:46.0,Defensive rebound by Team,,48-40,,
4:46.0,J. Simmons enters the game for R. McCallum,,48-40,,
4:33.0,L. Aldridge makes 2-pt shot from 18 ft (assist by T. Duncan),2,50-40,,
4:21.0,,,50-40,,A. Len misses 2-pt shot from 15 ft
4:21.0,,,50-40,,Offensive rebound by Team
4:21.0,Loose ball foul by L. Aldridge (drawn by K. Humphries),,50-40,,
4:08.0,,,50-40,,K. Humphries misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by Team,,50-40,,
3:57.0,T. Parker misses 2-pt shot from 10 ft,,50-40,,
3:55.0,,,50-40,,Defensive rebound by D. Booker
3:48.0,,,50-40,,A. Len misses 2-pt shot from 15 ft
3:47.0,Defensive rebound by L. Aldridge,,50-40,,
3:41.0,,,50-40,,Personal foul by R. Price (drawn by T. Parker)
3:41.0,T. Parker makes free throw 1 of 2,1,51-40,,
3:41.0,,,51-40,,P. Pressey enters the game for R. Price
3:41.0,T. Parker makes free throw 2 of 2,1,52-40,,
3:34.0,,,52-40,,P. Pressey misses 2-pt shot from 1 ft
3:33.0,,,52-40,,Offensive rebound by A. Len
3:33.0,,,52-42,2,A. Len makes 2-pt shot at rim
3:19.0,T. Parker misses 2-pt shot from 6 ft,,52-42,,
3:17.0,,,52-42,,Defensive rebound by A. Len
3:05.0,,,52-44,2,A. Len makes 2-pt shot at rim (assist by K. Humphries)
3:05.0,,,52-44,,Shooting foul by T. Duncan (drawn by A. Len)
3:05.0,,,52-45,1,A. Len makes free throw 1 of 1
2:46.0,D. Green makes 3-pt shot from 25 ft (assist by J. Simmons),3,55-45,,
2:31.0,,,55-45,,D. Booker misses 3-pt shot from 22 ft (block by D. Green)
2:31.0,Defensive rebound by J. Simmons,,55-45,,
2:31.0,,,55-45,,Personal foul by P. Tucker (drawn by J. Simmons)
2:31.0,,,55-45,,Phoenix full timeout
2:31.0,J. Simmons makes free throw 1 of 2,1,56-45,,
2:31.0,J. Simmons makes free throw 2 of 2,1,57-45,,
2:14.0,,,57-45,,K. Humphries misses 2-pt shot from 20 ft
2:13.0,Defensive rebound by D. Green,,57-45,,
1:59.0,T. Duncan misses 2-pt shot from 9 ft,,57-45,,
1:57.0,,,57-45,,Defensive rebound by A. Len
1:51.0,,,57-45,,Shooting foul by D. Green (drawn by D. Booker)
1:51.0,,,57-46,1,D. Booker makes free throw 1 of 2
1:51.0,,,57-47,1,D. Booker makes free throw 2 of 2
1:25.0,J. Simmons makes 2-pt shot at rim,2,59-47,,
1:18.0,,,59-47,,D. Booker misses 2-pt shot from 20 ft
1:17.0,Defensive rebound by T. Duncan,,59-47,,
1:02.0,T. Duncan misses 2-pt shot from 7 ft,,59-47,,
1:02.0,,,59-47,,Defensive rebound by D. Booker
1:02.0,Technical foul by T. Duncan,,59-47,,
1:02.0,,,59-48,1,D. Booker makes technical free throw
0:45.0,,,59-50,2,A. Len makes 2-pt shot at rim (assist by D. Booker)
0:31.0,Shooting foul by P. Pressey (drawn by T. Parker),,59-50,,
0:31.0,T. Parker makes free throw 1 of 2,1,60-50,,
0:31.0,,,60-50,,M. Teletovic enters the game for K. Humphries
0:31.0,K. Anderson enters the game for T. Duncan,,60-50,,
0:31.0,T. Parker misses free throw 2 of 2,,60-50,,
0:31.0,,,60-50,,Defensive rebound by A. Len
0:05.0,,,60-50,,P. Pressey misses 3-pt shot from 30 ft
0:05.0,Defensive rebound by T. Parker,,60-50,,
0:00.0,L. Aldridge misses 3-pt shot from 29 ft,,60-50,,
0:00.0,Offensive rebound by Team,,60-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,60-50,,A. Len misses 2-pt shot from 2 ft
11:45.0,,,60-50,,Offensive rebound by D. Booker
11:41.0,,,60-50,,Shooting foul by T. Duncan (drawn by A. Len)
11:41.0,,,60-51,1,A. Len makes free throw 1 of 2
11:41.0,,,60-52,1,A. Len makes free throw 2 of 2
11:27.0,T. Parker misses 2-pt shot from 21 ft,,60-52,,
11:26.0,,,60-52,,Defensive rebound by P. Tucker
11:19.0,Personal foul by T. Parker (drawn by R. Price),,60-52,,
11:01.0,,,60-55,3,R. Price makes 3-pt shot from 26 ft (assist by K. Humphries)
10:31.0,K. Anderson misses 2-pt shot from 5 ft,,60-55,,
10:31.0,,,60-55,,Defensive rebound by A. Len
10:26.0,,,60-57,2,D. Booker makes 2-pt shot from 15 ft (assist by R. Price)
10:07.0,,,60-57,,Personal foul by D. Booker (drawn by D. Green)
9:53.0,L. Aldridge makes 2-pt shot from 18 ft (assist by T. Parker),2,62-57,,
9:40.0,,,62-57,,P. Tucker misses 2-pt shot from 3 ft (block by K. Anderson)
9:39.0,,,62-57,,Offensive rebound by P. Tucker
9:38.0,,,62-57,,P. Tucker misses 2-pt shot at rim
9:36.0,,,62-57,,Offensive rebound by A. Len
9:36.0,,,62-59,2,A. Len makes 2-pt shot from 2 ft
9:21.0,T. Parker misses 2-pt shot from 3 ft (block by R. Price),,62-59,,
9:19.0,Offensive rebound by K. Anderson,,62-59,,
9:13.0,T. Parker makes 3-pt shot from 23 ft (assist by D. Green),3,65-59,,
8:53.0,,,65-61,2,A. Len makes 2-pt shot at rim (assist by R. Price)
8:38.0,K. Anderson misses 2-pt shot from 19 ft,,65-61,,
8:38.0,,,65-61,,Defensive rebound by R. Price
8:28.0,,,65-61,,Turnover by A. Len (bad pass; steal by T. Duncan)
8:27.0,,,65-61,,Personal block foul by A. Len (drawn by T. Duncan)
8:09.0,L. Aldridge makes 2-pt shot from 10 ft,2,67-61,,
7:50.0,,,67-61,,D. Booker misses 2-pt shot from 17 ft
7:48.0,,,67-61,,Offensive rebound by A. Len
7:42.0,,,67-63,2,R. Price makes 2-pt shot from 2 ft
7:23.0,Shooting foul by A. Len (drawn by T. Duncan),,67-63,,
7:23.0,T. Duncan makes free throw 1 of 2,1,68-63,,
7:23.0,T. Duncan makes free throw 2 of 2,1,69-63,,
7:10.0,,,69-65,2,K. Humphries makes 2-pt shot at rim (assist by D. Booker)
6:49.0,,,69-65,,Personal foul by A. Len (drawn by L. Aldridge)
6:49.0,B. Diaw enters the game for T. Duncan,,69-65,,
6:44.0,T. Parker makes 2-pt shot from 2 ft,2,71-65,,
6:36.0,,,71-67,2,D. Booker makes 2-pt shot from 2 ft (assist by R. Price)
6:11.0,T. Parker makes 2-pt shot from 2 ft,2,73-67,,
6:00.0,,,73-67,,R. Price misses 2-pt shot from 19 ft
6:00.0,,,73-67,,Offensive rebound by K. Humphries
5:42.0,,,73-69,2,R. Price makes 2-pt shot from 1 ft
5:27.0,Turnover by K. Anderson (bad pass; steal by K. Humphries),,73-69,,
5:22.0,,,73-69,,Phoenix full timeout
5:22.0,P. Mills enters the game for B. Diaw,,73-69,,
5:22.0,B. Diaw enters the game for K. Anderson,,73-69,,
5:22.0,R. Butler enters the game for T. Parker,,73-69,,
5:19.0,,,73-69,,D. Booker misses 2-pt shot from 19 ft
5:19.0,Defensive rebound by L. Aldridge,,73-69,,
4:57.0,L. Aldridge makes 2-pt shot from 9 ft,2,75-69,,
4:37.0,,,75-69,,P. Tucker misses 3-pt shot from 23 ft
4:37.0,,,75-69,,Offensive rebound by A. Len
4:37.0,,,75-69,,Shooting foul by P. Mills (drawn by A. Len)
4:37.0,,,75-70,1,A. Len makes free throw 1 of 2
4:37.0,,,75-70,,P. Pressey enters the game for R. Price
4:37.0,,,75-70,,M. Teletovic enters the game for K. Humphries
4:37.0,D. West enters the game for L. Aldridge,,75-70,,
4:37.0,,,75-70,,A. Goodwin enters the game for D. Booker
4:37.0,,,75-71,1,A. Len makes free throw 2 of 2
4:30.0,,,75-71,,Personal foul by P. Pressey (drawn by P. Mills)
4:30.0,P. Mills misses free throw 1 of 2,,75-71,,
4:30.0,Offensive rebound by Team,,75-71,,
4:30.0,P. Mills makes free throw 2 of 2,1,76-71,,
4:18.0,,,76-71,,Turnover by P. Pressey (bad pass; steal by R. Butler)
4:10.0,R. Butler makes 2-pt shot at rim (assist by P. Mills),2,78-71,,
4:00.0,,,78-71,,A. Goodwin misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by D. Green,,78-71,,
3:54.0,,,78-71,,Shooting block foul by P. Pressey (drawn by R. Butler)
3:54.0,R. Butler misses free throw 1 of 2,,78-71,,
3:54.0,Offensive rebound by Team,,78-71,,
3:54.0,J. Simmons enters the game for D. Green,,78-71,,
3:54.0,R. Butler makes free throw 2 of 2,1,79-71,,
3:46.0,,,79-74,3,M. Teletovic makes 3-pt shot from 25 ft (assist by P. Tucker)
3:29.0,D. West makes 2-pt shot from 13 ft (assist by P. Mills),2,81-74,,
3:22.0,,,81-76,2,P. Pressey makes 2-pt shot from 3 ft
3:22.0,,,81-76,,Shooting foul by P. Mills (drawn by P. Pressey)
3:22.0,,,81-76,,J. Leuer enters the game for A. Len
3:22.0,San Antonio full timeout,,81-76,,
3:22.0,,,81-76,,S. Weems enters the game for P. Tucker
3:22.0,,,81-76,,P. Pressey misses free throw 1 of 1
3:21.0,Defensive rebound by R. Butler,,81-76,,
3:01.0,Turnover by B. Diaw (bad pass),,81-76,,
2:44.0,,,81-78,2,S. Weems makes 2-pt shot at rim
2:27.0,J. Simmons misses 2-pt shot from 1 ft,,81-78,,
2:25.0,,,81-78,,Defensive rebound by J. Leuer
2:12.0,,,81-80,2,J. Leuer makes 2-pt shot at rim
2:04.0,,,81-80,,Personal block foul by P. Pressey (drawn by P. Mills)
2:04.0,P. Mills makes free throw 1 of 2,1,82-80,,
2:04.0,K. Anderson enters the game for B. Diaw,,82-80,,
2:04.0,P. Mills makes free throw 2 of 2,1,83-80,,
1:55.0,,,83-82,2,J. Leuer makes 2-pt shot at rim (assist by M. Teletovic)
1:38.0,Turnover by J. Simmons (bad pass; steal by J. Leuer),,83-82,,
1:32.0,,,83-82,,J. Leuer misses 2-pt shot from 4 ft
1:30.0,Defensive rebound by J. Simmons,,83-82,,
1:23.0,P. Mills misses 3-pt shot from 24 ft,,83-82,,
1:23.0,,,83-82,,Defensive rebound by P. Pressey
1:15.0,,,83-82,,S. Weems misses 3-pt shot from 48 ft (block by R. Butler)
1:14.0,Defensive rebound by D. West,,83-82,,
0:59.0,Shooting foul by M. Teletovic (drawn by J. Simmons),,83-82,,
0:59.0,J. Simmons makes free throw 1 of 2,1,84-82,,
0:59.0,J. Simmons makes free throw 2 of 2,1,85-82,,
0:50.0,,,85-82,,S. Weems misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by P. Mills,,85-82,,
0:32.0,D. West misses 2-pt shot from 2 ft,,85-82,,
0:31.0,Offensive rebound by D. West,,85-82,,
0:30.0,D. West misses 2-pt shot from 1 ft (block by P. Pressey),,85-82,,
0:28.0,Offensive rebound by D. West,,85-82,,
0:26.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Anderson),3,88-82,,
0:06.0,,,88-82,,Turnover by P. Pressey (bad pass; steal by R. Butler)
0:03.0,Turnover by K. Anderson (bad pass; steal by P. Pressey),,88-82,,
0:03.0,,,88-82,,M. Teletovic misses 3-pt shot from 26 ft
0:02.0,,,88-82,,Offensive rebound by P. Pressey
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by K. Anderson (bad pass),,88-82,,
11:22.0,,,88-82,,A. Goodwin misses 3-pt shot from 26 ft
11:21.0,Defensive rebound by Team,,88-82,,
11:03.0,Offensive charge foul by J. Simmons,,88-82,,
11:03.0,Turnover by J. Simmons (offensive foul),,88-82,,
10:41.0,,,88-82,,Offensive charge foul by A. Goodwin
10:41.0,,,88-82,,Turnover by A. Goodwin (offensive foul)
10:41.0,T. Parker enters the game for J. Simmons,,88-82,,
10:22.0,T. Parker misses 3-pt shot from 23 ft,,88-82,,
10:21.0,,,88-82,,Defensive rebound by A. Goodwin
10:17.0,,,88-82,,Turnover by P. Pressey (bad pass; steal by D. West)
10:11.0,R. Butler makes 2-pt shot at rim (assist by P. Mills),2,90-82,,
10:10.0,,,90-82,,Phoenix full timeout
10:10.0,L. Aldridge enters the game for D. West,,90-82,,
10:00.0,Personal foul by K. Anderson (drawn by M. Teletovic),,90-82,,
9:54.0,,,90-85,3,M. Teletovic makes 3-pt shot from 26 ft (assist by P. Pressey)
9:40.0,R. Butler misses 2-pt shot from 5 ft,,90-85,,
9:38.0,Offensive rebound by R. Butler,,90-85,,
9:38.0,R. Butler makes 2-pt shot from 1 ft,2,92-85,,
9:17.0,Personal foul by L. Aldridge (drawn by A. Goodwin),,92-85,,
9:17.0,D. Green enters the game for P. Mills,,92-85,,
9:13.0,,,92-85,,Shooting foul by T. Parker (drawn by J. Leuer)
9:13.0,,,92-86,1,J. Leuer makes free throw 1 of 2
9:13.0,,,92-87,1,J. Leuer makes free throw 2 of 2
9:07.0,R. Butler makes 2-pt shot at rim (assist by T. Parker),2,94-87,,
9:07.0,Shooting foul by P. Pressey (drawn by R. Butler),,94-87,,
9:07.0,R. Butler misses free throw 1 of 1,,94-87,,
9:06.0,Offensive rebound by L. Aldridge,,94-87,,
9:05.0,L. Aldridge misses 2-pt shot from 1 ft,,94-87,,
9:03.0,,,94-87,,Defensive rebound by J. Leuer
8:59.0,,,94-87,,Shooting foul by R. Butler (drawn by P. Pressey)
8:59.0,,,94-88,1,P. Pressey makes free throw 1 of 2
8:59.0,,,94-88,,P. Pressey misses free throw 2 of 2
8:58.0,,,94-88,,Offensive rebound by M. Teletovic
8:48.0,,,94-88,,Shooting foul by T. Parker (drawn by A. Goodwin)
8:48.0,,,94-89,1,A. Goodwin makes free throw 1 of 2
8:48.0,,,94-90,1,A. Goodwin makes free throw 2 of 2
8:37.0,R. Butler misses 2-pt shot from 9 ft,,94-90,,
8:35.0,,,94-90,,Defensive rebound by J. Leuer
8:27.0,,,94-93,3,J. Leuer makes 3-pt shot from 25 ft (assist by M. Teletovic)
8:11.0,T. Parker makes 2-pt shot from 2 ft,2,96-93,,
8:01.0,,,96-93,,A. Goodwin misses 2-pt shot from 1 ft (block by D. Green)
8:01.0,,,96-93,,Offensive rebound by Team
7:49.0,,,96-93,,S. Weems misses 2-pt shot at rim
7:48.0,Defensive rebound by R. Butler,,96-93,,
7:43.0,T. Parker misses 2-pt shot from 1 ft (block by P. Pressey),,96-93,,
7:43.0,,,96-93,,Defensive rebound by Team
7:36.0,,,96-93,,Shooting foul by L. Aldridge (drawn by S. Weems)
7:36.0,,,96-93,,S. Weems misses free throw 1 of 2
7:36.0,,,96-93,,Offensive rebound by Team
7:36.0,P. Mills enters the game for R. Butler,,96-93,,
7:36.0,San Antonio full timeout,,96-93,,
7:36.0,B. Diaw enters the game for K. Anderson,,96-93,,
7:36.0,,,96-93,,S. Weems misses free throw 2 of 2
7:36.0,,,96-93,,Offensive rebound by A. Goodwin
7:35.0,,,96-95,2,A. Goodwin makes 2-pt shot from 1 ft
7:23.0,L. Aldridge makes 2-pt shot from 1 ft (assist by B. Diaw),2,98-95,,
7:11.0,,,98-97,2,M. Teletovic makes 2-pt shot from 2 ft (assist by J. Leuer)
6:56.0,B. Diaw makes 2-pt shot at rim (assist by L. Aldridge),2,100-97,,
6:49.0,Personal foul by T. Parker (drawn by A. Goodwin),,100-97,,
6:49.0,,,100-98,1,A. Goodwin makes free throw 1 of 2
6:49.0,,,100-98,,A. Goodwin misses free throw 2 of 2
6:48.0,Defensive rebound by L. Aldridge,,100-98,,
6:34.0,P. Mills misses 2-pt shot from 18 ft,,100-98,,
6:33.0,,,100-98,,Defensive rebound by M. Teletovic
6:22.0,,,100-100,2,S. Weems makes 2-pt shot from 18 ft
6:14.0,,,100-100,,Personal foul by S. Weems (drawn by D. Green)
6:14.0,R. Butler enters the game for T. Parker,,100-100,,
6:06.0,,,100-100,,Personal foul by J. Leuer (drawn by L. Aldridge)
5:52.0,Turnover by D. Green (offensive foul),,100-100,,
5:52.0,Offensive charge foul by D. Green,,100-100,,
5:40.0,,,100-100,,A. Goodwin misses 2-pt shot from 4 ft
5:38.0,Defensive rebound by L. Aldridge,,100-100,,
5:32.0,P. Mills misses 3-pt shot from 26 ft,,100-100,,
5:30.0,Offensive rebound by D. Green,,100-100,,
5:30.0,D. Green makes 2-pt shot at rim,2,102-100,,
5:09.0,,,102-100,,P. Pressey misses 3-pt shot from 26 ft
