time,Atlanta,pts.away,score,pts.home,Miami
5:20.0,D. Schroder misses 2-pt shot from 2 ft,,78-89,,
5:19.0,,,78-89,,Defensive rebound by Team
5:19.0,Loose ball foul by A. Horford (drawn by A. Stoudemire),,78-89,,
5:19.0,,,78-90,1,A. Stoudemire makes free throw 1 of 2
5:19.0,P. Millsap enters the game for T. Sefolosha,,78-90,,
5:19.0,J. Teague enters the game for D. Schroder,,78-90,,
5:19.0,,,78-90,,A. Stoudemire misses free throw 2 of 2
5:18.0,Defensive rebound by P. Millsap,,78-90,,
4:58.0,J. Teague misses 3-pt shot from 25 ft,,78-90,,
4:57.0,,,78-90,,Defensive rebound by A. Stoudemire
4:42.0,,,78-92,2,D. Wade makes 2-pt shot from 4 ft
4:31.0,Turnover by K. Bazemore (bad pass; steal by A. Stoudemire),,78-92,,
4:17.0,,,78-92,,L. Deng misses 3-pt shot from 25 ft
4:16.0,,,78-92,,Offensive rebound by B. Udrih
4:14.0,Personal foul by J. Teague (drawn by D. Wade),,78-92,,
4:14.0,D. Schroder enters the game for J. Teague,,78-92,,
4:14.0,,,78-93,1,D. Wade makes free throw 1 of 2
4:14.0,,,78-93,,C. Bosh enters the game for A. Stoudemire
4:14.0,,,78-94,1,D. Wade makes free throw 2 of 2
3:59.0,D. Schroder makes 3-pt shot from 24 ft (assist by A. Horford),3,81-94,,
3:40.0,,,81-96,2,L. Deng makes 2-pt shot from 3 ft (assist by D. Wade)
3:40.0,,,81-96,,Shooting foul by T. Hardaway (drawn by L. Deng)
3:40.0,Atlanta full timeout,,81-96,,
3:40.0,,,81-96,,L. Deng misses free throw 1 of 1
3:39.0,Defensive rebound by P. Millsap,,81-96,,
3:28.0,K. Bazemore makes 2-pt shot from 3 ft,2,83-96,,
3:07.0,,,83-98,2,D. Wade makes 2-pt shot from 2 ft
2:50.0,Shooting foul by J. Winslow (drawn by P. Millsap),,83-98,,
2:50.0,P. Millsap makes free throw 1 of 2,1,84-98,,
2:50.0,P. Millsap makes free throw 2 of 2,1,85-98,,
2:31.0,,,85-100,2,C. Bosh makes 2-pt shot from 21 ft (assist by D. Wade)
2:17.0,Turnover by K. Bazemore (bad pass),,85-100,,
2:17.0,M. Scott enters the game for P. Millsap,,85-100,,
2:17.0,Atlanta full timeout,,85-100,,
2:17.0,S. Mack enters the game for K. Bazemore,,85-100,,
2:17.0,L. Patterson enters the game for A. Horford,,85-100,,
2:17.0,M. Muscala enters the game for D. Schroder,,85-100,,
1:56.0,,,85-103,3,L. Deng makes 3-pt shot from 23 ft (assist by B. Udrih)
1:35.0,L. Patterson misses 2-pt shot from 2 ft (block by J. Winslow),,85-103,,
1:34.0,,,85-103,,Defensive rebound by J. Winslow
1:18.0,,,85-103,,Turnover by B. Udrih (bad pass; steal by T. Hardaway)
1:11.0,L. Patterson misses 3-pt shot from 24 ft,,85-103,,
1:11.0,Offensive rebound by Team,,85-103,,
1:11.0,,,85-103,,Loose ball foul by C. Bosh (drawn by M. Muscala)
1:11.0,M. Muscala makes free throw 1 of 2,1,86-103,,
1:11.0,,,86-103,,J. Richardson enters the game for L. Deng
1:11.0,,,86-103,,J. Stokes enters the game for C. Bosh
1:11.0,,,86-103,,U. Haslem enters the game for D. Wade
1:11.0,M. Muscala makes free throw 2 of 2,1,87-103,,
0:53.0,,,87-105,2,J. Stokes makes 2-pt shot from 1 ft
0:37.0,S. Mack misses 2-pt shot from 3 ft,,87-105,,
0:36.0,,,87-105,,Defensive rebound by J. Stokes
0:28.0,,,87-105,,Turnover by B. Udrih (bad pass)
0:23.0,S. Mack misses 3-pt shot from 24 ft,,87-105,,
0:21.0,,,87-105,,Defensive rebound by U. Haslem
0:00.0,End of 4th quarter,,,,End of 4th quarter
