time,LA Clippers,pts.away,score,pts.home,Portland
2:08.0,C. Paul misses 2-pt shot from 18 ft,,103-94,,
2:07.0,,,103-94,,Defensive rebound by M. Leonard
1:55.0,,,103-94,,Turnover by M. Leonard (bad pass; steal by P. Pierce)
1:50.0,A. Rivers makes 2-pt shot from 3 ft (assist by C. Paul),2,105-94,,
1:38.0,Shooting block foul by P. Pierce (drawn by D. Lillard),,105-94,,
1:38.0,,,105-95,1,D. Lillard makes free throw 1 of 2
1:38.0,,,105-96,1,D. Lillard makes free throw 2 of 2
1:22.0,,,105-96,,Personal foul by M. Harkless (drawn by C. Paul)
1:10.0,Turnover by C. Paul (palming),,105-96,,
1:00.0,,,105-98,2,M. Leonard makes 2-pt shot from 13 ft (assist by D. Lillard)
0:47.0,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul),2,107-98,,
0:47.0,,,107-98,,Portland full timeout
0:47.0,L. Mbah a Moute enters the game for J. Redick,,107-98,,
0:47.0,,,107-98,,M. Plumlee enters the game for A. Aminu
0:47.0,Inbound foul by A. Rivers,,107-98,,
0:47.0,,,107-98,,D. Lillard misses free throw 1 of 1
0:47.0,,,107-98,,Offensive rebound by Team
0:41.0,,,107-98,,D. Lillard misses 3-pt shot from 24 ft
0:40.0,Defensive rebound by C. Paul,,107-98,,
0:16.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,109-98,,
0:04.0,,,109-98,,D. Lillard misses 2-pt shot from 2 ft
0:03.0,Defensive rebound by D. Jordan,,109-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
