time,Golden State,pts.away,score,pts.home,Cleveland
2:38.0,Shooting foul by T. Thompson (drawn by D. Green),,25-15,,
2:38.0,D. Green misses free throw 1 of 2,,25-15,,
2:38.0,Offensive rebound by Team,,25-15,,
2:38.0,,,25-15,,I. Shumpert enters the game for K. Love
2:38.0,D. Green makes free throw 2 of 2,1,26-15,,
2:21.0,,,26-17,2,J. Smith makes 2-pt shot from 10 ft
2:04.0,,,26-17,,Personal foul by I. Shumpert (drawn by S. Curry)
2:04.0,H. Barnes enters the game for D. Green,,26-17,,
1:58.0,S. Curry makes 2-pt shot from 1 ft (assist by A. Iguodala),2,28-17,,
1:34.0,Personal foul by F. Ezeli (drawn by L. James),,28-17,,
1:28.0,,,28-19,2,J. Smith makes 2-pt shot from 1 ft (assist by L. James)
1:18.0,S. Curry makes 3-pt shot from 27 ft,3,31-19,,
1:03.0,,,31-19,,Offensive foul by L. James
1:03.0,,,31-19,,Turnover by L. James (offensive foul)
1:03.0,,,31-19,,Violation by Team (delay of game)
0:58.0,S. Curry makes 3-pt shot from 24 ft (assist by L. Barbosa),3,34-19,,
0:43.0,,,34-19,,L. James misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by Team,,34-19,,
0:43.0,,,34-19,,Loose ball foul by T. Thompson (drawn by H. Barnes)
0:43.0,,,34-19,,A. Varejao enters the game for T. Thompson
0:31.0,Turnover by S. Curry (bad pass; steal by L. James),,34-19,,
0:29.0,,,34-21,2,L. James makes 2-pt shot at rim
0:08.0,H. Barnes misses 3-pt shot from 22 ft,,34-21,,
0:07.0,Offensive rebound by F. Ezeli,,34-21,,
0:07.0,F. Ezeli misses 2-pt shot from 1 ft,,34-21,,
0:03.0,,,34-21,,Defensive rebound by L. James
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,34-21,,K. Irving misses 2-pt shot from 20 ft
11:45.0,Defensive rebound by H. Barnes,,34-21,,
11:30.0,H. Barnes misses 2-pt shot from 19 ft,,34-21,,
11:29.0,,,34-21,,Defensive rebound by Team
11:14.0,,,34-23,2,I. Shumpert makes 2-pt shot from 18 ft
10:53.0,H. Barnes makes 2-pt shot from 8 ft,2,36-23,,
10:41.0,,,36-23,,K. Irving misses 2-pt shot from 8 ft
10:39.0,,,36-23,,Offensive rebound by K. Irving
10:36.0,,,36-23,,Turnover by K. Irving (bad pass; steal by L. Barbosa)
10:32.0,A. Iguodala makes 2-pt shot at rim (assist by L. Barbosa),2,38-23,,
10:18.0,,,38-23,,Turnover by Team (5 sec inbounds)
9:55.0,Turnover by H. Barnes (lost ball),,38-23,,
9:55.0,K. Thompson enters the game for L. Barbosa,,38-23,,
9:45.0,,,38-25,2,A. Varejao makes 2-pt shot from 15 ft (assist by K. Irving)
9:35.0,Offensive foul by F. Ezeli,,38-25,,
9:35.0,Turnover by F. Ezeli (offensive foul),,38-25,,
9:35.0,D. Green enters the game for A. Iguodala,,38-25,,
9:35.0,,,38-25,,R. Jefferson enters the game for M. Dellavedova
9:22.0,,,38-25,,K. Love misses 3-pt shot from 23 ft
9:21.0,Defensive rebound by K. Thompson,,38-25,,
9:14.0,D. Green makes 3-pt shot from 24 ft (assist by K. Thompson),3,41-25,,
9:02.0,,,41-27,2,A. Varejao makes 2-pt shot from 6 ft (assist by K. Irving)
8:54.0,S. Livingston makes 2-pt shot from 12 ft,2,43-27,,
8:53.0,,,43-27,,Cleveland full timeout
8:53.0,,,43-27,,L. James enters the game for K. Love
8:38.0,,,43-29,2,L. James makes 2-pt shot from 2 ft
8:16.0,K. Thompson misses 2-pt shot from 11 ft,,43-29,,
8:15.0,,,43-29,,Defensive rebound by A. Varejao
8:05.0,,,43-31,2,K. Irving makes 2-pt shot from 17 ft
7:50.0,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green),2,45-31,,
7:35.0,,,45-31,,A. Varejao misses 2-pt shot from 16 ft
7:35.0,,,45-31,,Offensive rebound by Team
7:35.0,Loose ball foul by F. Ezeli (drawn by L. James),,45-31,,
7:35.0,A. Iguodala enters the game for F. Ezeli,,45-31,,
7:35.0,S. Curry enters the game for H. Barnes,,45-31,,
7:35.0,,,45-31,,J. Smith enters the game for A. Varejao
7:18.0,,,45-31,,L. James misses 2-pt shot from 10 ft
7:16.0,Defensive rebound by S. Livingston,,45-31,,
7:12.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,47-31,,
6:55.0,,,47-31,,Shooting foul by S. Curry (drawn by R. Jefferson)
6:55.0,,,47-31,,R. Jefferson misses free throw 1 of 2
6:55.0,,,47-31,,Offensive rebound by Team
6:55.0,,,47-32,1,R. Jefferson makes free throw 2 of 2
6:42.0,D. Green makes 2-pt shot from 4 ft (assist by S. Livingston),2,49-32,,
6:42.0,Shooting foul by R. Jefferson (drawn by D. Green),,49-32,,
6:42.0,D. Green makes free throw 1 of 1,1,50-32,,
6:27.0,,,50-32,,K. Irving misses 2-pt shot from 17 ft
6:25.0,Defensive rebound by D. Green,,50-32,,
6:23.0,Turnover by D. Green (bad pass; steal by J. Smith),,50-32,,
6:23.0,Personal foul by S. Livingston (drawn by J. Smith),,50-32,,
5:59.0,,,50-32,,Turnover by R. Jefferson (lost ball; steal by S. Livingston)
5:53.0,A. Iguodala makes 2-pt shot at rim (assist by S. Livingston),2,52-32,,
5:53.0,,,52-32,,Cleveland full timeout
5:53.0,Official timeout,,52-32,,
5:53.0,,,52-32,,T. Mozgov enters the game for I. Shumpert
5:42.0,,,52-32,,K. Irving misses 3-pt shot from 25 ft
5:41.0,Defensive rebound by S. Curry,,52-32,,
5:26.0,S. Curry makes 2-pt shot at rim (assist by K. Thompson),2,54-32,,
5:26.0,Shooting foul by T. Mozgov (drawn by S. Curry),,54-32,,
5:26.0,S. Curry makes free throw 1 of 1,1,55-32,,
5:05.0,,,55-32,,K. Irving misses 2-pt shot from 12 ft
5:04.0,Defensive rebound by A. Iguodala,,55-32,,
5:04.0,,,55-32,,Personal foul by T. Mozgov (drawn by S. Curry)
5:04.0,,,55-32,,T. Thompson enters the game for T. Mozgov
4:52.0,S. Curry misses 2-pt shot from 4 ft,,55-32,,
4:51.0,,,55-32,,Defensive rebound by K. Irving
4:38.0,,,55-32,,Turnover by L. James (lost ball; steal by S. Curry)
4:32.0,S. Curry makes 2-pt shot at rim,2,57-32,,
4:09.0,,,57-34,2,J. Smith makes 2-pt shot from 5 ft
3:58.0,K. Thompson makes 2-pt shot from 10 ft,2,59-34,,
3:44.0,,,59-34,,L. James misses 2-pt shot from 3 ft (block by D. Green)
3:42.0,Defensive rebound by D. Green,,59-34,,
3:37.0,K. Thompson misses 3-pt shot from 22 ft,,59-34,,
3:36.0,,,59-34,,Defensive rebound by L. James
3:32.0,,,59-34,,Shooting foul by S. Curry (drawn by J. Smith)
3:32.0,,,59-34,,J. Smith misses free throw 1 of 2
3:32.0,,,59-34,,Offensive rebound by Team
3:32.0,,,59-34,,I. Shumpert enters the game for R. Jefferson
3:32.0,,,59-34,,M. Dellavedova enters the game for K. Irving
3:32.0,Golden State full timeout,,59-34,,
3:32.0,I. Clark enters the game for S. Curry,,59-34,,
3:32.0,H. Barnes enters the game for S. Livingston,,59-34,,
3:32.0,,,59-35,1,J. Smith makes free throw 2 of 2
3:17.0,Shooting foul by T. Thompson (drawn by K. Thompson),,59-35,,
3:17.0,K. Thompson makes free throw 1 of 2,1,60-35,,
3:17.0,K. Thompson makes free throw 2 of 2,1,61-35,,
2:58.0,,,61-35,,J. Smith misses 2-pt shot from 14 ft
2:58.0,,,61-35,,Offensive rebound by L. James
2:56.0,,,61-35,,L. James misses 2-pt shot from 2 ft
2:55.0,Defensive rebound by D. Green,,61-35,,
2:48.0,I. Clark makes 3-pt shot from 22 ft (assist by A. Iguodala),3,64-35,,
2:21.0,,,64-35,,Shooting foul by D. Green (drawn by T. Thompson)
2:21.0,,,64-36,1,T. Thompson makes free throw 1 of 2
2:21.0,,,64-37,1,T. Thompson makes free throw 2 of 2
2:07.0,Shooting foul by T. Thompson (drawn by D. Green),,64-37,,
2:07.0,D. Green misses free throw 1 of 2,,64-37,,
2:07.0,Offensive rebound by Team,,64-37,,
2:07.0,,,64-37,,K. Love enters the game for T. Thompson
2:07.0,D. Green makes free throw 2 of 2,1,65-37,,
1:52.0,,,65-37,,Turnover by I. Shumpert (bad pass; steal by K. Thompson)
1:47.0,Turnover by K. Thompson (bad pass),,65-37,,
1:25.0,,,65-37,,L. James misses 2-pt shot from 7 ft
1:24.0,Defensive rebound by I. Clark,,65-37,,
1:16.0,,,65-37,,Personal foul by K. Love (drawn by K. Thompson)
1:16.0,K. Thompson makes free throw 1 of 2,1,66-37,,
1:16.0,K. Thompson makes free throw 2 of 2,1,67-37,,
1:06.0,,,67-37,,Shooting foul by D. Green (drawn by J. Smith)
1:06.0,,,67-37,,J. Smith misses free throw 1 of 2
1:06.0,,,67-37,,Offensive rebound by Team
1:06.0,,,67-37,,J. Smith misses free throw 2 of 2
1:05.0,Defensive rebound by D. Green,,67-37,,
0:50.0,I. Clark misses 3-pt shot from 27 ft,,67-37,,
0:49.0,,,67-37,,Defensive rebound by K. Love
0:41.0,,,67-40,3,K. Love makes 3-pt shot from 24 ft (assist by M. Dellavedova)
0:30.0,D. Green makes 3-pt shot from 24 ft (assist by A. Iguodala),3,70-40,,
0:22.0,,,70-42,2,J. Smith makes 2-pt shot from 4 ft
0:15.0,Turnover by A. Iguodala (lost ball),,70-42,,
0:15.0,Golden State full timeout,,70-42,,
0:15.0,S. Livingston enters the game for D. Green,,70-42,,
0:03.0,,,70-44,2,L. James makes 2-pt shot from 1 ft
0:00.0,K. Thompson misses 3-pt shot from 63 ft,,70-44,,
0:00.0,Offensive rebound by Team,,70-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,70-44,,Turnover by J. Smith (lost ball)
11:37.0,K. Thompson makes 2-pt shot at rim (assist by S. Curry),2,72-44,,
11:26.0,,,72-44,,K. Love misses 3-pt shot from 24 ft
11:26.0,Defensive rebound by Team,,72-44,,
11:13.0,K. Thompson makes 2-pt shot from 22 ft (assist by S. Curry),2,74-44,,
11:03.0,Personal foul by K. Thompson (drawn by J. Smith),,74-44,,
10:46.0,,,74-44,,J. Smith misses 2-pt shot from 18 ft
10:45.0,Defensive rebound by A. Bogut,,74-44,,
10:41.0,,,74-44,,Flagrant foul type 1 by J. Smith (drawn by H. Barnes)
10:41.0,,,74-44,,I. Shumpert enters the game for J. Smith
10:41.0,H. Barnes makes flagrant free throw 1 of 2,1,75-44,,
10:41.0,H. Barnes makes flagrant free throw 2 of 2,1,76-44,,
10:33.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,79-44,,
10:12.0,Personal foul by A. Bogut (drawn by T. Mozgov),,79-44,,
9:57.0,,,79-44,,L. James misses 3-pt shot from 24 ft
9:57.0,,,79-44,,Offensive rebound by K. Irving
9:53.0,,,79-44,,Turnover by K. Irving (bad pass; steal by S. Curry)
9:47.0,K. Thompson misses 3-pt shot from 26 ft,,79-44,,
9:45.0,Offensive rebound by S. Curry,,79-44,,
9:42.0,S. Curry misses 3-pt shot from 25 ft,,79-44,,
9:42.0,,,79-44,,Defensive rebound by Team
9:28.0,,,79-44,,Turnover by T. Mozgov (lost ball)
9:16.0,,,79-44,,Personal foul by T. Mozgov (drawn by D. Green)
9:00.0,D. Green misses 3-pt shot from 28 ft,,79-44,,
9:00.0,,,79-44,,Defensive rebound by I. Shumpert
8:53.0,,,79-44,,L. James misses 3-pt shot from 26 ft
8:51.0,Defensive rebound by A. Bogut,,79-44,,
8:45.0,D. Green misses 2-pt shot from 4 ft (block by K. Love),,79-44,,
8:44.0,,,79-44,,Defensive rebound by I. Shumpert
8:32.0,,,79-47,3,K. Irving makes 3-pt shot from 24 ft (assist by K. Love)
8:32.0,Golden State full timeout,,79-47,,
8:16.0,A. Bogut makes 2-pt shot at rim (assist by D. Green),2,81-47,,
7:52.0,,,81-49,2,K. Irving makes 2-pt shot from 15 ft
7:37.0,,,81-49,,Violation by T. Mozgov (def goaltending)
7:37.0,D. Green makes 2-pt shot from 5 ft,2,83-49,,
7:19.0,,,83-51,2,I. Shumpert makes 2-pt shot at rim
7:06.0,Shooting foul by T. Mozgov (drawn by D. Green),,83-51,,
7:06.0,D. Green makes free throw 1 of 2,1,84-51,,
7:06.0,D. Green misses free throw 2 of 2,,84-51,,
7:05.0,Offensive rebound by D. Green,,84-51,,
6:58.0,S. Curry misses 3-pt shot from 26 ft,,84-51,,
6:58.0,,,84-51,,Defensive rebound by K. Love
6:51.0,Personal foul by A. Bogut (drawn by K. Irving),,84-51,,
6:39.0,,,84-51,,T. Mozgov misses 2-pt shot at rim
6:39.0,,,84-51,,Offensive rebound by T. Mozgov
6:32.0,,,84-51,,K. Irving misses 3-pt shot from 26 ft
6:32.0,Defensive rebound by A. Bogut,,84-51,,
6:24.0,D. Green misses 2-pt shot from 1 ft (block by T. Mozgov),,84-51,,
6:22.0,Offensive rebound by S. Curry,,84-51,,
6:18.0,H. Barnes misses 3-pt shot from 25 ft,,84-51,,
6:18.0,Offensive rebound by D. Green,,84-51,,
6:18.0,,,84-51,,Personal foul by I. Shumpert (drawn by D. Green)
6:07.0,A. Bogut misses 2-pt shot from 8 ft,,84-51,,
6:07.0,,,84-51,,Defensive rebound by L. James
5:54.0,Personal foul by A. Bogut (drawn by L. James),,84-51,,
5:54.0,A. Iguodala enters the game for H. Barnes,,84-51,,
5:42.0,,,84-51,,T. Mozgov misses 2-pt shot at rim
5:40.0,Defensive rebound by S. Curry,,84-51,,
5:30.0,A. Iguodala misses 3-pt shot from 22 ft,,84-51,,
5:29.0,,,84-51,,Defensive rebound by K. Love
5:22.0,Def 3 sec tech foul by A. Bogut,,84-51,,
5:22.0,,,84-52,1,K. Irving makes technical free throw
5:22.0,,,84-52,,Cleveland full timeout
5:22.0,,,84-52,,J. Jones enters the game for K. Love
5:22.0,,,84-52,,T. Thompson enters the game for T. Mozgov
5:17.0,,,84-52,,Offensive foul by J. Jones
5:17.0,,,84-52,,Turnover by J. Jones (offensive foul)
5:04.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala),3,87-52,,
4:43.0,,,87-52,,I. Shumpert misses 3-pt shot from 24 ft
4:43.0,,,87-52,,Offensive rebound by T. Thompson
4:40.0,,,87-52,,T. Thompson misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by S. Curry,,87-52,,
4:33.0,S. Curry misses 3-pt shot from 28 ft,,87-52,,
4:32.0,,,87-52,,Defensive rebound by K. Irving
4:25.0,,,87-54,2,L. James makes 2-pt shot from 2 ft
4:09.0,S. Curry makes 2-pt shot at rim (assist by D. Green),2,89-54,,
3:54.0,,,89-56,2,J. Jones makes 2-pt shot from 10 ft (assist by K. Irving)
3:54.0,,,89-56,,Shooting foul by K. Thompson (drawn by J. Jones)
3:54.0,,,89-56,,M. Dellavedova enters the game for K. Irving
3:54.0,F. Ezeli enters the game for A. Bogut,,89-56,,
3:54.0,L. Barbosa enters the game for K. Thompson,,89-56,,
3:54.0,,,89-57,1,J. Jones makes free throw 1 of 1
3:45.0,,,89-57,,Personal foul by J. Jones (drawn by S. Curry)
3:45.0,S. Curry makes free throw 1 of 2,1,90-57,,
3:45.0,S. Curry makes free throw 2 of 2,1,91-57,,
3:35.0,,,91-57,,Shooting foul by F. Ezeli (drawn by L. James)
3:35.0,,,91-57,,Technical foul by L. James
3:35.0,S. Curry makes technical free throw,1,92-57,,
3:35.0,,,92-58,1,L. James makes free throw 1 of 2
3:35.0,,,92-59,1,L. James makes free throw 2 of 2
3:21.0,D. Green makes 2-pt shot from 1 ft,2,94-59,,
2:56.0,,,94-59,,I. Shumpert misses 2-pt shot from 18 ft
2:56.0,Defensive rebound by A. Iguodala,,94-59,,
2:53.0,Shooting foul by I. Shumpert (drawn by A. Iguodala),,94-59,,
2:53.0,A. Iguodala makes free throw 1 of 2,1,95-59,,
2:53.0,A. Iguodala makes free throw 2 of 2,1,96-59,,
2:27.0,,,96-62,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by L. James)
2:11.0,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Green),3,99-62,,
1:54.0,,,99-62,,M. Dellavedova misses 2-pt shot from 13 ft
1:53.0,Defensive rebound by L. Barbosa,,99-62,,
1:50.0,L. Barbosa misses 2-pt shot from 2 ft (block by L. James),,99-62,,
1:49.0,Offensive rebound by Team,,99-62,,
1:32.0,L. Barbosa misses 3-pt shot from 23 ft,,99-62,,
1:31.0,Offensive rebound by A. Iguodala,,99-62,,
1:15.0,L. Barbosa makes 2-pt shot from 19 ft,2,101-62,,
0:55.0,,,101-64,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
0:42.0,S. Curry makes 3-pt shot from 25 ft,3,104-64,,
0:30.0,,,104-67,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by L. James)
0:12.0,S. Curry misses 3-pt shot from 25 ft,,104-67,,
0:12.0,,,104-67,,Defensive rebound by T. Thompson
0:06.0,,,104-67,,Offensive foul by I. Shumpert
0:06.0,,,104-67,,Turnover by I. Shumpert (offensive foul)
0:00.0,L. Barbosa misses 3-pt shot from 26 ft,,104-67,,
0:00.0,Offensive rebound by Team,,104-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,104-67,,Personal foul by I. Shumpert (drawn by A. Iguodala)
11:42.0,Shooting foul by J. Cunningham (drawn by L. Barbosa),,104-67,,
11:42.0,L. Barbosa makes free throw 1 of 2,1,105-67,,
11:42.0,L. Barbosa makes free throw 2 of 2,1,106-67,,
11:29.0,,,106-69,2,I. Shumpert makes 2-pt shot from 14 ft (assist by M. Dellavedova)
11:10.0,A. Iguodala makes 3-pt shot from 24 ft,3,109-69,,
10:54.0,,,109-69,,Turnover by I. Shumpert (back court)
10:42.0,A. Iguodala makes 3-pt shot from 24 ft (assist by L. Barbosa),3,112-69,,
10:42.0,,,112-69,,Cleveland full timeout
10:26.0,,,112-71,2,M. Dellavedova makes 2-pt shot from 22 ft (assist by J. Cunningham)
10:09.0,H. Barnes makes 2-pt shot from 17 ft (assist by S. Livingston),2,114-71,,
9:46.0,,,114-71,,Turnover by A. Varejao (bad pass)
9:46.0,B. Rush enters the game for A. Iguodala,,114-71,,
9:31.0,,,114-71,,Personal foul by A. Varejao (drawn by F. Ezeli)
9:31.0,Personal foul by F. Ezeli,,114-71,,
9:19.0,Turnover by F. Ezeli (lost ball; steal by A. Varejao),,114-71,,
9:16.0,Personal foul by F. Ezeli (drawn by A. Varejao),,114-71,,
9:16.0,M. Speights enters the game for F. Ezeli,,114-71,,
9:08.0,,,114-71,,M. Dellavedova misses 2-pt shot from 15 ft
9:07.0,Defensive rebound by M. Speights,,114-71,,
8:59.0,H. Barnes misses 3-pt shot from 23 ft,,114-71,,
8:59.0,,,114-71,,Defensive rebound by R. Jefferson
8:53.0,,,114-71,,Shooting foul by B. Rush (drawn by I. Shumpert)
8:53.0,Official timeout,,114-71,,
8:53.0,I. Clark enters the game for L. Barbosa,,114-71,,
8:53.0,,,114-72,1,I. Shumpert makes free throw 1 of 2
8:53.0,,,114-72,,I. Shumpert misses free throw 2 of 2
8:51.0,,,114-72,,Offensive rebound by J. Cunningham
8:38.0,,,114-74,2,J. Cunningham makes 2-pt shot at rim (assist by M. Dellavedova)
8:18.0,M. Speights misses 2-pt shot from 17 ft,,114-74,,
8:17.0,,,114-74,,Defensive rebound by R. Jefferson
8:08.0,,,114-76,2,I. Shumpert makes 2-pt shot at rim
8:08.0,,,114-76,,Shooting foul by H. Barnes (drawn by I. Shumpert)
8:08.0,,,114-77,1,I. Shumpert makes free throw 1 of 1
7:46.0,H. Barnes makes 3-pt shot from 25 ft (assist by I. Clark),3,117-77,,
7:26.0,,,117-79,2,J. Cunningham makes 2-pt shot from 1 ft (assist by A. Varejao)
7:15.0,M. Speights makes 2-pt shot from 20 ft (assist by S. Livingston),2,119-79,,
6:56.0,,,119-82,3,M. Dellavedova makes 3-pt shot from 25 ft
6:44.0,Turnover by H. Barnes (bad pass),,119-82,,
6:44.0,J. Thompson enters the game for H. Barnes,,119-82,,
6:44.0,,,119-82,,Cleveland full timeout
6:33.0,,,119-82,,Shooting foul by J. Thompson (drawn by R. Jefferson)
6:33.0,,,119-83,1,R. Jefferson makes free throw 1 of 2
6:33.0,,,119-84,1,R. Jefferson makes free throw 2 of 2
6:21.0,M. Speights misses 2-pt shot from 15 ft,,119-84,,
6:21.0,,,119-84,,Defensive rebound by Team
6:00.0,,,119-84,,A. Varejao misses 2-pt shot from 7 ft
5:59.0,Defensive rebound by J. Thompson,,119-84,,
5:51.0,,,119-84,,Personal foul by I. Shumpert (drawn by J. Thompson)
5:51.0,L. Barbosa enters the game for S. Livingston,,119-84,,
5:51.0,,,119-84,,J. Jones enters the game for I. Shumpert
5:43.0,Shooting foul by J. Jones (drawn by M. Speights),,119-84,,
5:43.0,M. Speights makes free throw 1 of 2,1,120-84,,
5:43.0,M. Speights makes free throw 2 of 2,1,121-84,,
5:34.0,Personal foul by J. Thompson (drawn by A. Varejao),,121-84,,
5:34.0,,,121-85,1,A. Varejao makes free throw 1 of 2
5:34.0,,,121-85,,A. Varejao misses free throw 2 of 2
5:32.0,Defensive rebound by B. Rush,,121-85,,
5:19.0,I. Clark misses 2-pt shot from 14 ft,,121-85,,
5:19.0,,,121-85,,Defensive rebound by R. Jefferson
5:08.0,,,121-88,3,R. Jefferson makes 3-pt shot from 23 ft (assist by A. Varejao)
4:50.0,L. Barbosa makes 2-pt shot from 15 ft (assist by J. Thompson),2,123-88,,
4:37.0,,,123-88,,J. Cunningham misses 2-pt shot from 5 ft
4:35.0,Defensive rebound by I. Clark,,123-88,,
4:29.0,B. Rush makes 3-pt shot from 24 ft (assist by I. Clark),3,126-88,,
4:16.0,,,126-90,2,J. Jones makes 2-pt shot from 16 ft (assist by M. Dellavedova)
3:54.0,B. Rush misses 2-pt shot from 2 ft (block by R. Jefferson),,126-90,,
3:54.0,Offensive rebound by Team,,126-90,,
3:51.0,M. Speights misses 2-pt shot from 17 ft,,126-90,,
3:51.0,,,126-90,,Defensive rebound by J. Cunningham
3:39.0,,,126-90,,M. Dellavedova misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by B. Rush,,126-90,,
3:32.0,B. Rush misses 3-pt shot from 26 ft,,126-90,,
3:31.0,,,126-90,,Defensive rebound by A. Varejao
3:22.0,,,126-90,,J. Jones misses 3-pt shot from 24 ft
3:20.0,Defensive rebound by J. Thompson,,126-90,,
3:10.0,I. Clark misses 2-pt shot from 20 ft,,126-90,,
3:10.0,,,126-90,,Defensive rebound by J. Cunningham
3:04.0,Personal foul by L. Barbosa (drawn by J. Cunningham),,126-90,,
3:04.0,Golden State full timeout,,126-90,,
3:04.0,,,126-91,1,J. Cunningham makes free throw 1 of 2
