time,Portland,pts.away,score,pts.home,LA Clippers
5:58.0,,,94-84,,Defensive rebound by D. Jordan
5:46.0,,,94-86,2,A. Rivers makes 2-pt shot from 9 ft
5:46.0,Portland full timeout,,94-86,,
5:46.0,M. Harkless enters the game for E. Davis,,94-86,,
5:31.0,D. Lillard makes 2-pt shot from 16 ft (assist by C. McCollum),2,96-86,,
5:07.0,,,96-86,,A. Rivers misses 2-pt shot from 20 ft
5:05.0,Defensive rebound by M. Plumlee,,96-86,,
4:47.0,C. McCollum makes 3-pt shot from 27 ft (assist by D. Lillard),3,99-86,,
4:31.0,,,99-86,,J. Redick misses 3-pt shot from 27 ft
4:29.0,Defensive rebound by M. Harkless,,99-86,,
4:13.0,D. Lillard makes 3-pt shot from 27 ft (assist by A. Crabbe),3,102-86,,
4:13.0,,,102-86,,LA Clippers full timeout
4:03.0,,,102-88,2,J. Redick makes 2-pt shot from 2 ft (assist by J. Crawford)
3:38.0,D. Lillard makes 3-pt shot from 28 ft,3,105-88,,
3:23.0,Personal foul by C. McCollum,,105-88,,
3:23.0,,,105-89,1,J. Redick makes free throw 1 of 2
3:23.0,,,105-90,1,J. Redick makes free throw 2 of 2
3:08.0,D. Lillard misses 3-pt shot from 28 ft,,105-90,,
3:07.0,,,105-90,,Defensive rebound by A. Rivers
2:59.0,,,105-93,3,J. Redick makes 3-pt shot from 27 ft (assist by A. Rivers)
2:38.0,D. Lillard misses 2-pt shot from 18 ft,,105-93,,
2:37.0,,,105-93,,Defensive rebound by J. Green
2:32.0,Personal take foul by M. Plumlee,,105-93,,
2:32.0,,,105-93,,D. Jordan misses free throw 1 of 2
2:32.0,,,105-93,,Offensive rebound by Team
2:32.0,,,105-93,,D. Jordan misses free throw 2 of 2
2:31.0,Defensive rebound by A. Crabbe,,105-93,,
2:23.0,,,105-93,,Personal foul by D. Jordan
2:23.0,,,105-93,,P. Prigioni enters the game for D. Jordan
2:23.0,A. Aminu enters the game for M. Harkless,,105-93,,
2:18.0,C. McCollum misses 3-pt shot from 27 ft,,105-93,,
2:16.0,Offensive rebound by A. Crabbe,,105-93,,
2:16.0,A. Crabbe misses 2-pt shot from 2 ft,,105-93,,
2:13.0,,,105-93,,Defensive rebound by J. Green
2:08.0,,,105-93,,J. Crawford misses 3-pt shot from 27 ft
2:04.0,Defensive rebound by A. Aminu,,105-93,,
1:47.0,D. Lillard misses 2-pt shot from 2 ft,,105-93,,
1:46.0,Offensive rebound by A. Aminu,,105-93,,
1:46.0,Shooting foul by J. Crawford (drawn by A. Aminu),,105-93,,
1:46.0,A. Aminu misses free throw 1 of 2,,105-93,,
1:46.0,Offensive rebound by Team,,105-93,,
1:46.0,,,105-93,,D. Jordan enters the game for J. Redick
1:46.0,A. Aminu makes free throw 2 of 2,1,106-93,,
1:46.0,,,106-93,,LA Clippers full timeout
1:46.0,,,106-93,,J. Ayres enters the game for J. Crawford
1:46.0,,,106-93,,W. Johnson enters the game for D. Jordan
1:46.0,,,106-93,,C. Wilcox enters the game for J. Green
1:46.0,,,106-93,,C. Aldrich enters the game for A. Rivers
1:34.0,,,106-93,,C. Wilcox misses 2-pt shot from 18 ft
1:34.0,,,106-93,,Offensive rebound by C. Aldrich
1:34.0,,,106-95,2,C. Aldrich makes 2-pt shot from 1 ft
1:11.0,D. Lillard misses 3-pt shot from 27 ft,,106-95,,
1:09.0,,,106-95,,Defensive rebound by C. Wilcox
1:02.0,,,106-97,2,C. Aldrich makes 2-pt shot from 3 ft (assist by P. Prigioni)
1:02.0,,,106-97,,Shooting foul by M. Plumlee (drawn by C. Aldrich)
1:02.0,,,106-98,1,C. Aldrich makes free throw 1 of 1
0:58.0,,,106-98,,Personal foul by P. Prigioni
0:58.0,C. McCollum makes free throw 1 of 2,1,107-98,,
0:58.0,C. McCollum makes free throw 2 of 2,1,108-98,,
0:48.0,,,108-98,,C. Aldrich misses 2-pt shot from 2 ft
0:46.0,Defensive rebound by Team,,108-98,,
0:46.0,B. Roberts enters the game for A. Aminu,,108-98,,
0:46.0,P. Connaughton enters the game for C. McCollum,,108-98,,
0:46.0,L. Montero enters the game for D. Lillard,,108-98,,
0:46.0,N. Vonleh enters the game for A. Crabbe,,108-98,,
0:34.0,Turnover by M. Plumlee (lost ball; steal by C. Aldrich),,108-98,,
0:28.0,,,108-98,,P. Prigioni misses 3-pt shot from 27 ft
0:26.0,Defensive rebound by N. Vonleh,,108-98,,
0:04.0,Turnover by Team (shot clock),,108-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
