time,Memphis,pts.away,score,pts.home,San Antonio
1:32.0,Z. Randolph misses 2-pt shot from 3 ft (block by L. Aldridge),,11-15,,
1:31.0,,,11-15,,Defensive rebound by M. Ginobili
1:29.0,Personal take foul by T. Allen,,11-15,,
1:29.0,,,11-16,1,M. Ginobili makes free throw 1 of 2
1:29.0,,,11-17,1,M. Ginobili makes free throw 2 of 2
1:17.0,X. Munford misses 2-pt shot from 16 ft,,11-17,,
1:15.0,,,11-17,,Defensive rebound by K. Anderson
1:14.0,,,11-17,,Turnover by K. Anderson (lost ball; steal by X. Munford)
1:12.0,Turnover by X. Munford (lost ball; steal by M. Ginobili),,11-17,,
1:00.0,,,11-19,2,M. Ginobili makes 2-pt shot from 10 ft
0:41.0,L. Stephenson misses 2-pt shot from 15 ft,,11-19,,
0:39.0,Offensive rebound by T. Allen,,11-19,,
0:36.0,T. Allen misses 2-pt shot from 1 ft,,11-19,,
0:36.0,Offensive rebound by Z. Randolph,,11-19,,
0:35.0,,,11-19,,Personal foul by D. West
0:35.0,,,11-19,,B. Diaw enters the game for L. Aldridge
0:35.0,V. Carter enters the game for T. Allen,,11-19,,
0:26.0,L. Stephenson misses 2-pt shot from 18 ft,,11-19,,
0:25.0,,,11-19,,Defensive rebound by Team
0:24.0,T. Allen enters the game for V. Carter,,11-19,,
0:24.0,J. Green enters the game for Z. Randolph,,11-19,,
0:01.0,,,11-22,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
0:00.0,X. Munford misses 3-pt shot from 49 ft,,11-22,,
0:00.0,Offensive rebound by Team,,11-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,J. Martin makes 2-pt shot at rim (assist by X. Munford),2,13-22,,
11:42.0,Personal foul by J. Martin,,13-22,,
11:34.0,,,13-25,3,M. Ginobili makes 3-pt shot from 24 ft (assist by B. Diaw)
11:19.0,J. Green misses 2-pt shot from 19 ft,,13-25,,
11:18.0,,,13-25,,Defensive rebound by K. Anderson
11:11.0,,,13-25,,P. Mills misses 3-pt shot from 25 ft
11:10.0,Defensive rebound by J. Green,,13-25,,
10:57.0,T. Allen makes 2-pt shot from 6 ft (assist by X. Munford),2,15-25,,
10:44.0,,,15-25,,Turnover by P. Mills (lost ball; steal by T. Allen)
10:42.0,Shooting foul by M. Ginobili (drawn by T. Allen),,15-25,,
10:42.0,T. Allen misses free throw 1 of 2,,15-25,,
10:42.0,Offensive rebound by Team,,15-25,,
10:42.0,,,15-25,,T. Duncan enters the game for D. West
10:42.0,T. Allen misses free throw 2 of 2,,15-25,,
10:41.0,,,15-25,,Defensive rebound by K. Anderson
10:24.0,,,15-25,,K. Anderson misses 2-pt shot from 8 ft (block by J. Green)
10:23.0,Jump ball: K. Anderson vs. J. Green,,,,Jump ball: K. Anderson vs. J. Green
10:23.0,Defensive rebound by Team,,15-25,,
10:05.0,L. Stephenson misses 2-pt shot from 17 ft,,15-25,,
10:04.0,,,15-25,,Defensive rebound by B. Diaw
9:51.0,,,15-25,,Turnover by B. Diaw (lost ball; steal by J. Green)
9:45.0,J. Green makes 2-pt shot at rim (assist by T. Allen),2,17-25,,
9:45.0,,,17-25,,San Antonio full timeout
9:45.0,,,17-25,,D. Green enters the game for M. Ginobili
9:45.0,,,17-25,,K. Leonard enters the game for K. Anderson
9:39.0,,,17-27,2,B. Diaw makes 2-pt shot at rim (assist by D. Green)
9:21.0,J. Green misses 2-pt shot from 7 ft (block by B. Diaw),,17-27,,
9:20.0,Offensive rebound by J. Green,,17-27,,
9:14.0,L. Stephenson makes 2-pt shot from 20 ft,2,19-27,,
8:51.0,,,19-27,,Turnover by T. Duncan (lost ball; steal by J. Green)
8:45.0,T. Allen makes 2-pt shot at rim (assist by L. Stephenson),2,21-27,,
8:25.0,,,21-29,2,P. Mills makes 2-pt shot from 20 ft (assist by T. Duncan)
8:09.0,T. Allen misses 2-pt shot from 8 ft,,21-29,,
8:07.0,,,21-29,,Defensive rebound by T. Duncan
7:59.0,,,21-32,3,P. Mills makes 3-pt shot from 25 ft (assist by B. Diaw)
7:57.0,Memphis full timeout,,21-32,,
7:57.0,C. Andersen enters the game for J. Green,,21-32,,
7:57.0,M. Barnes enters the game for T. Allen,,21-32,,
7:36.0,L. Stephenson makes 2-pt shot at rim (assist by M. Barnes),2,23-32,,
7:20.0,,,23-32,,K. Leonard misses 2-pt shot from 9 ft
7:19.0,Defensive rebound by C. Andersen,,23-32,,
7:04.0,,,23-32,,Shooting block foul by B. Diaw (drawn by J. Martin)
7:04.0,J. Martin misses free throw 1 of 2,,23-32,,
7:04.0,Offensive rebound by Team,,23-32,,
7:04.0,V. Carter enters the game for L. Stephenson,,23-32,,
7:04.0,,,23-32,,T. Parker enters the game for P. Mills
7:04.0,,,23-32,,K. Martin enters the game for D. Green
7:04.0,J. Martin makes free throw 2 of 2,1,24-32,,
6:46.0,,,24-34,2,B. Diaw makes 2-pt shot from 1 ft
6:36.0,X. Munford misses 2-pt shot from 10 ft,,24-34,,
6:33.0,,,24-34,,Defensive rebound by T. Duncan
6:15.0,,,24-36,2,K. Leonard makes 2-pt shot from 16 ft (assist by T. Duncan)
5:58.0,,,24-36,,Personal foul by K. Martin
5:58.0,J. Farmar enters the game for X. Munford,,24-36,,
5:58.0,Z. Randolph enters the game for J. Martin,,24-36,,
5:58.0,,,24-36,,L. Aldridge enters the game for T. Duncan
5:49.0,M. Barnes misses 2-pt shot from 3 ft,,24-36,,
5:48.0,Offensive rebound by Z. Randolph,,24-36,,
5:38.0,Z. Randolph misses 2-pt shot from 18 ft,,24-36,,
5:37.0,,,24-36,,Defensive rebound by T. Parker
5:28.0,,,24-36,,K. Martin misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by M. Barnes,,24-36,,
5:18.0,J. Farmar misses 3-pt shot from 25 ft,,24-36,,
5:17.0,,,24-36,,Defensive rebound by L. Aldridge
5:03.0,,,24-38,2,K. Martin makes 2-pt shot from 3 ft
5:03.0,,,24-38,,Shooting foul by V. Carter (drawn by K. Martin)
5:03.0,,,24-39,1,K. Martin makes free throw 1 of 1
4:46.0,V. Carter misses 2-pt shot from 20 ft,,24-39,,
4:46.0,,,24-39,,Defensive rebound by L. Aldridge
4:31.0,,,24-39,,K. Leonard misses 2-pt shot from 21 ft
4:29.0,Defensive rebound by M. Barnes,,24-39,,
4:23.0,M. Barnes misses 2-pt shot from 8 ft,,24-39,,
4:20.0,,,24-39,,Defensive rebound by K. Leonard
4:11.0,,,24-39,,K. Leonard misses 2-pt shot from 9 ft
4:10.0,Defensive rebound by M. Barnes,,24-39,,
3:54.0,Turnover by Z. Randolph (lost ball),,24-39,,
3:54.0,,,24-39,,T. Duncan enters the game for B. Diaw
3:43.0,,,24-41,2,T. Parker makes 2-pt shot from 18 ft
3:27.0,M. Barnes makes 2-pt shot from 11 ft,2,26-41,,
3:12.0,,,26-44,3,K. Martin makes 3-pt shot from 24 ft (assist by T. Parker)
3:05.0,,,26-44,,Personal foul by K. Martin
3:05.0,J. Green enters the game for C. Andersen,,26-44,,
2:52.0,J. Green makes 2-pt shot at rim (assist by V. Carter),2,28-44,,
2:26.0,,,28-44,,T. Parker misses 2-pt shot from 6 ft
2:25.0,,,28-44,,Offensive rebound by Team
2:25.0,Loose ball foul by V. Carter,,28-44,,
2:25.0,Official timeout,,28-44,,
2:25.0,T. Allen enters the game for V. Carter,,28-44,,
2:15.0,,,28-46,2,K. Leonard makes 2-pt shot at rim
1:53.0,Shooting foul by K. Leonard (drawn by Z. Randolph),,28-46,,
1:53.0,Z. Randolph makes free throw 1 of 2,1,29-46,,
1:53.0,Z. Randolph misses free throw 2 of 2,,29-46,,
1:52.0,,,29-46,,Defensive rebound by L. Aldridge
1:43.0,Loose ball foul by J. Farmar,,29-46,,
1:43.0,Technical foul by J. Farmar,,29-46,,
1:43.0,,,29-47,1,K. Leonard makes technical free throw
1:31.0,,,29-47,,L. Aldridge misses 2-pt shot from 15 ft
1:31.0,Defensive rebound by T. Allen,,29-47,,
1:19.0,Z. Randolph misses 2-pt shot from 8 ft,,29-47,,
1:17.0,Offensive rebound by J. Green,,29-47,,
1:12.0,J. Farmar misses 2-pt shot from 19 ft,,29-47,,
1:11.0,,,29-47,,Defensive rebound by K. Leonard
1:09.0,,,29-47,,Turnover by K. Leonard (lost ball; steal by Z. Randolph)
1:05.0,Z. Randolph makes 2-pt shot from 2 ft,2,31-47,,
0:49.0,,,31-49,2,T. Parker makes 2-pt shot from 15 ft
0:38.0,T. Allen misses 3-pt shot from 25 ft,,31-49,,
0:38.0,Offensive rebound by J. Green,,31-49,,
0:38.0,J. Green makes 2-pt shot at rim,2,33-49,,
0:38.0,,,33-49,,San Antonio full timeout
0:32.0,,,33-49,,Turnover by T. Parker (lost ball; steal by J. Farmar)
0:10.0,Shooting foul by K. Leonard (drawn by T. Allen),,33-49,,
0:10.0,T. Allen misses free throw 1 of 3,,33-49,,
0:10.0,Offensive rebound by Team,,33-49,,
0:10.0,T. Allen makes free throw 2 of 3,1,34-49,,
0:10.0,X. Munford enters the game for J. Farmar,,34-49,,
0:10.0,J. Martin enters the game for Z. Randolph,,34-49,,
0:10.0,T. Allen makes free throw 3 of 3,1,35-49,,
0:01.0,,,35-49,,Turnover by K. Martin (step out of bounds)
0:01.0,Memphis full timeout,,35-49,,
0:01.0,,,35-49,,B. Marjanovic enters the game for T. Duncan
0:01.0,,,35-49,,D. Green enters the game for K. Leonard
0:01.0,J. Farmar enters the game for T. Allen,,35-49,,
0:01.0,V. Carter enters the game for J. Martin,,35-49,,
0:01.0,Z. Randolph enters the game for J. Green,,35-49,,
0:01.0,Turnover by M. Barnes (lost ball; steal by D. Green),,35-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,M. Barnes misses 3-pt shot from 27 ft,,35-49,,
11:34.0,,,35-49,,Defensive rebound by D. Green
11:10.0,,,35-49,,D. Green misses 3-pt shot from 25 ft
11:10.0,,,35-49,,Offensive rebound by Team
11:10.0,,,35-49,,Turnover by Team (shot clock)
10:54.0,Z. Randolph misses 2-pt shot from 12 ft,,35-49,,
10:53.0,,,35-49,,Defensive rebound by T. Duncan
10:47.0,,,35-51,2,T. Parker makes 2-pt shot from 1 ft
10:24.0,M. Barnes misses 2-pt shot from 4 ft,,35-51,,
10:22.0,,,35-51,,Defensive rebound by D. Green
10:10.0,,,35-51,,T. Parker misses 2-pt shot from 20 ft
10:09.0,Defensive rebound by Z. Randolph,,35-51,,
9:54.0,J. Farmar misses 3-pt shot from 25 ft,,35-51,,
9:53.0,,,35-51,,Defensive rebound by K. Leonard
9:44.0,,,35-54,3,D. Green makes 3-pt shot from 25 ft (assist by T. Duncan)
9:30.0,,,35-54,,Def 3 sec tech foul by T. Duncan
9:30.0,J. Farmar makes technical free throw,1,36-54,,
9:15.0,V. Carter makes 2-pt shot from 19 ft (assist by Z. Randolph),2,38-54,,
9:04.0,,,38-54,,T. Parker misses 2-pt shot from 17 ft
9:04.0,Defensive rebound by Team,,38-54,,
8:43.0,V. Carter misses 2-pt shot from 17 ft,,38-54,,
8:41.0,,,38-54,,Defensive rebound by T. Duncan
8:25.0,,,38-54,,L. Aldridge misses 2-pt shot from 19 ft
8:24.0,Defensive rebound by J. Farmar,,38-54,,
8:17.0,M. Barnes misses 3-pt shot from 25 ft,,38-54,,
8:16.0,,,38-54,,Defensive rebound by Team
7:58.0,,,38-54,,Turnover by D. Green (lost ball; steal by V. Carter)
7:51.0,M. Barnes misses 2-pt shot from 2 ft,,38-54,,
7:51.0,Offensive rebound by C. Andersen,,38-54,,
7:51.0,C. Andersen makes 2-pt shot from 1 ft,2,40-54,,
7:33.0,,,40-56,2,K. Leonard makes 2-pt shot at rim (assist by D. Green)
7:10.0,M. Barnes makes 2-pt shot from 1 ft (assist by Z. Randolph),2,42-56,,
7:09.0,,,42-56,,San Antonio full timeout
6:51.0,,,42-56,,Turnover by L. Aldridge (lost ball; steal by V. Carter)
6:47.0,M. Barnes misses 2-pt shot from 2 ft,,42-56,,
6:46.0,Offensive rebound by V. Carter,,42-56,,
6:45.0,V. Carter misses 2-pt shot at rim (block by K. Leonard),,42-56,,
6:38.0,,,42-56,,Defensive rebound by T. Duncan
6:24.0,,,42-56,,Shooting foul by M. Barnes (drawn by K. Leonard)
6:24.0,,,42-57,1,K. Leonard makes free throw 1 of 2
6:24.0,T. Allen enters the game for V. Carter,,42-57,,
6:24.0,,,42-58,1,K. Leonard makes free throw 2 of 2
6:04.0,Z. Randolph misses 2-pt shot from 6 ft (block by L. Aldridge),,42-58,,
6:01.0,Offensive rebound by Z. Randolph,,42-58,,
6:01.0,Z. Randolph misses 2-pt shot from 1 ft,,42-58,,
6:01.0,Offensive rebound by T. Allen,,42-58,,
6:01.0,Turnover by T. Allen (lost ball),,42-58,,
5:41.0,,,42-60,2,L. Aldridge makes 2-pt shot from 18 ft (assist by T. Parker)
5:28.0,M. Barnes makes 3-pt shot from 25 ft (assist by J. Farmar),3,45-60,,
5:08.0,,,45-62,2,L. Aldridge makes 2-pt shot from 14 ft
4:59.0,Turnover by T. Allen (lost ball; steal by D. Green),,45-62,,
4:58.0,,,45-62,,M. Ginobili enters the game for D. Green
4:58.0,,,45-62,,B. Diaw enters the game for T. Duncan
4:58.0,J. Martin enters the game for C. Andersen,,45-62,,
4:44.0,,,45-62,,T. Parker misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by Z. Randolph,,45-62,,
4:21.0,Z. Randolph misses 2-pt shot from 1 ft,,45-62,,
4:21.0,Offensive rebound by J. Martin,,45-62,,
4:18.0,Turnover by J. Martin (lost ball; steal by T. Parker),,45-62,,
4:14.0,,,45-62,,Shooting foul by M. Barnes (drawn by M. Ginobili)
4:14.0,,,45-63,1,M. Ginobili makes free throw 1 of 2
4:14.0,X. Munford enters the game for J. Farmar,,45-63,,
4:14.0,,,45-63,,M. Ginobili misses free throw 2 of 2
4:13.0,Defensive rebound by X. Munford,,45-63,,
4:10.0,Memphis full timeout,,45-63,,
4:10.0,,,45-63,,K. Anderson enters the game for K. Leonard
4:10.0,,,45-63,,P. Mills enters the game for T. Parker
4:03.0,X. Munford misses 2-pt shot from 9 ft,,45-63,,
4:01.0,,,45-63,,Defensive rebound by L. Aldridge
3:35.0,,,45-63,,M. Ginobili misses 2-pt shot from 23 ft
3:35.0,,,45-63,,Offensive rebound by Team
3:35.0,,,45-63,,Turnover by Team (shot clock)
3:32.0,,,45-63,,Personal foul by P. Mills
3:22.0,Z. Randolph misses 2-pt shot at rim (block by L. Aldridge),,45-63,,
3:21.0,Offensive rebound by Z. Randolph,,45-63,,
3:16.0,J. Martin misses 2-pt shot from 2 ft,,45-63,,
3:16.0,,,45-63,,Defensive rebound by K. Anderson
3:01.0,,,45-63,,P. Mills misses 3-pt shot from 24 ft
3:01.0,,,45-63,,Offensive rebound by L. Aldridge
2:56.0,,,45-63,,L. Aldridge misses 2-pt shot from 1 ft
2:55.0,Defensive rebound by J. Martin,,45-63,,
2:52.0,,,45-63,,Personal foul by M. Ginobili
2:52.0,J. Green enters the game for Z. Randolph,,45-63,,
2:52.0,,,45-63,,T. Duncan enters the game for L. Aldridge
2:40.0,T. Allen makes 2-pt shot from 20 ft (assist by J. Green),2,47-63,,
2:30.0,Personal foul by T. Allen,,47-63,,
2:18.0,,,47-63,,T. Duncan misses 2-pt shot from 10 ft (block by J. Green)
2:17.0,Defensive rebound by J. Green,,47-63,,
2:14.0,X. Munford misses 2-pt shot from 8 ft,,47-63,,
2:13.0,,,47-63,,Defensive rebound by B. Diaw
2:07.0,Personal foul by T. Allen,,47-63,,
2:01.0,Personal foul by X. Munford,,47-63,,
2:01.0,,,47-63,,P. Mills misses free throw 1 of 2
2:01.0,,,47-63,,Offensive rebound by Team
2:01.0,,,47-64,1,P. Mills makes free throw 2 of 2
1:52.0,Shooting foul by T. Duncan (drawn by M. Barnes),,47-64,,
1:52.0,M. Barnes makes free throw 1 of 2,1,48-64,,
1:52.0,M. Barnes makes free throw 2 of 2,1,49-64,,
1:38.0,,,49-64,,Shooting foul by J. Green (drawn by T. Duncan)
1:38.0,,,49-65,1,T. Duncan makes free throw 1 of 2
1:38.0,,,49-66,1,T. Duncan makes free throw 2 of 2
1:22.0,J. Martin misses 2-pt shot from 1 ft,,49-66,,
1:21.0,,,49-66,,Defensive rebound by T. Duncan
1:10.0,,,49-66,,Turnover by P. Mills (lost ball; steal by J. Martin)
1:07.0,Shooting foul by M. Ginobili (drawn by T. Allen),,49-66,,
1:07.0,T. Allen makes free throw 1 of 2,1,50-66,,
1:07.0,T. Allen makes free throw 2 of 2,1,51-66,,
0:53.0,,,51-66,,Turnover by M. Ginobili (lost ball; steal by T. Allen)
0:46.0,Turnover by J. Martin (bad pass),,51-66,,
0:36.0,,,51-69,3,P. Mills makes 3-pt shot from 23 ft (assist by B. Diaw)
0:24.0,X. Munford makes 2-pt shot from 18 ft,2,53-69,,
0:03.0,,,53-69,,Shooting foul by J. Green (drawn by T. Duncan)
0:03.0,,,53-70,1,T. Duncan makes free throw 1 of 2
0:03.0,V. Carter enters the game for T. Allen,,53-70,,
0:03.0,,,53-70,,T. Duncan misses free throw 2 of 2
0:02.0,Defensive rebound by M. Barnes,,53-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,53-70,,Turnover by T. Duncan (lost ball; steal by J. Martin)
11:36.0,J. Martin misses 2-pt shot at rim (block by B. Diaw),,53-70,,
11:36.0,,,53-70,,Defensive rebound by K. Anderson
11:36.0,Personal foul by T. Allen,,53-70,,
11:21.0,,,53-70,,P. Mills misses 2-pt shot from 19 ft
11:19.0,,,53-70,,Offensive rebound by T. Duncan
11:04.0,,,53-70,,Shooting foul by L. Stephenson (drawn by K. Anderson)
11:04.0,,,53-71,1,K. Anderson makes free throw 1 of 2
11:04.0,,,53-71,,D. West enters the game for T. Duncan
11:04.0,,,53-72,1,K. Anderson makes free throw 2 of 2
10:46.0,L. Stephenson misses 2-pt shot from 5 ft (block by K. Anderson),,53-72,,
10:45.0,,,53-72,,Defensive rebound by K. Anderson
10:39.0,Personal foul by J. Martin,,53-72,,
10:29.0,,,53-72,,B. Diaw misses 2-pt shot from 2 ft
10:28.0,Defensive rebound by J. Green,,53-72,,
10:20.0,L. Stephenson misses 2-pt shot from 19 ft,,53-72,,
10:18.0,,,53-72,,Defensive rebound by D. West
10:11.0,Personal foul by L. Stephenson,,53-72,,
10:11.0,P. Hairston enters the game for L. Stephenson,,53-72,,
10:02.0,Personal block foul by T. Allen,,53-72,,
10:02.0,,,53-73,1,K. Anderson makes free throw 1 of 2
10:02.0,,,53-73,,K. Martin enters the game for M. Ginobili
10:02.0,,,53-74,1,K. Anderson makes free throw 2 of 2
9:45.0,J. Green misses 3-pt shot from 24 ft,,53-74,,
9:44.0,Offensive rebound by J. Martin,,53-74,,
9:39.0,P. Hairston misses 2-pt shot from 1 ft,,53-74,,
9:38.0,,,53-74,,Defensive rebound by D. West
9:20.0,,,53-74,,K. Anderson misses 2-pt shot from 22 ft
9:19.0,Defensive rebound by J. Green,,53-74,,
9:19.0,Memphis full timeout,,53-74,,
9:19.0,J. Farmar enters the game for T. Allen,,53-74,,
9:19.0,Z. Randolph enters the game for J. Martin,,53-74,,
9:19.0,C. Andersen enters the game for J. Green,,53-74,,
9:03.0,,,53-74,,Personal foul by B. Diaw
8:54.0,Z. Randolph makes 2-pt shot from 21 ft (assist by J. Farmar),2,55-74,,
8:39.0,,,55-74,,Turnover by K. Martin (lost ball; steal by X. Munford)
8:35.0,X. Munford misses 2-pt shot from 1 ft,,55-74,,
8:34.0,Offensive rebound by C. Andersen,,55-74,,
8:34.0,C. Andersen makes 2-pt shot from 1 ft,2,57-74,,
8:13.0,,,57-76,2,B. Diaw makes 2-pt shot from 1 ft (assist by P. Mills)
7:45.0,J. Farmar makes 2-pt shot from 12 ft,2,59-76,,
7:15.0,,,59-79,3,P. Mills makes 3-pt shot from 24 ft
6:48.0,J. Farmar misses 2-pt shot from 1 ft,,59-79,,
6:47.0,Offensive rebound by Z. Randolph,,59-79,,
6:45.0,Z. Randolph makes 2-pt shot at rim,2,61-79,,
6:35.0,Personal foul by J. Farmar,,61-79,,
6:35.0,,,61-80,1,P. Mills makes free throw 1 of 2
6:35.0,,,61-80,,D. Green enters the game for K. Anderson
6:35.0,,,61-80,,B. Marjanovic enters the game for B. Diaw
6:35.0,,,61-80,,P. Mills misses free throw 2 of 2
6:34.0,Defensive rebound by Z. Randolph,,61-80,,
6:15.0,J. Farmar misses 3-pt shot from 24 ft,,61-80,,
6:14.0,,,61-80,,Defensive rebound by K. Martin
6:06.0,,,61-80,,Offensive foul by K. Martin
6:06.0,,,61-80,,Turnover by K. Martin (offensive foul)
6:06.0,,,61-80,,A. Miller enters the game for P. Mills
6:06.0,J. Martin enters the game for C. Andersen,,61-80,,
5:58.0,Turnover by J. Farmar (lost ball; steal by D. West),,61-80,,
5:53.0,,,61-82,2,D. West makes 2-pt shot at rim
5:53.0,Memphis full timeout,,61-82,,
5:53.0,J. Green enters the game for Z. Randolph,,61-82,,
5:35.0,X. Munford makes 2-pt shot from 13 ft,2,63-82,,
5:21.0,,,63-82,,Shooting foul by X. Munford (drawn by K. Martin)
5:21.0,,,63-82,,K. Martin misses free throw 1 of 2
5:21.0,,,63-82,,Offensive rebound by Team
5:21.0,,,63-83,1,K. Martin makes free throw 2 of 2
5:00.0,J. Green misses 2-pt shot from 19 ft,,63-83,,
4:58.0,,,63-83,,Defensive rebound by B. Marjanovic
4:42.0,,,63-83,,D. Green misses 2-pt shot from 19 ft
4:40.0,Defensive rebound by X. Munford,,63-83,,
4:28.0,J. Martin misses 2-pt shot from 20 ft,,63-83,,
4:28.0,,,63-83,,Defensive rebound by D. West
4:15.0,,,63-83,,B. Marjanovic misses 2-pt shot from 14 ft
4:15.0,Defensive rebound by X. Munford,,63-83,,
3:59.0,P. Hairston misses 3-pt shot from 22 ft,,63-83,,
3:57.0,,,63-83,,Defensive rebound by B. Marjanovic
3:51.0,,,63-86,3,K. Martin makes 3-pt shot from 25 ft (assist by A. Miller)
3:26.0,X. Munford misses 2-pt shot from 4 ft,,63-86,,
