time,New York,pts.away,score,pts.home,Cleveland
0:37.0,A. Afflalo makes 2-pt shot from 1 ft (assist by L. Thomas),2,84-88,,
0:16.0,,,84-88,,I. Shumpert misses 3-pt shot from 23 ft
0:16.0,Defensive rebound by L. Thomas,,84-88,,
0:10.0,L. Galloway misses 2-pt shot from 1 ft,,84-88,,
0:10.0,,,84-88,,Defensive rebound by T. Thompson
0:10.0,Personal foul by A. Afflalo (drawn by T. Thompson),,84-88,,
0:10.0,,,84-89,1,T. Thompson makes free throw 1 of 2
0:10.0,R. Lopez enters the game for J. Calderon,,84-89,,
0:10.0,,,84-90,1,T. Thompson makes free throw 2 of 2
0:10.0,New York full timeout,,84-90,,
0:10.0,J. Calderon enters the game for R. Lopez,,84-90,,
0:06.0,A. Afflalo misses 3-pt shot from 23 ft,,84-90,,
0:06.0,,,84-90,,Defensive rebound by T. Thompson
0:05.0,,,84-90,,Cleveland full timeout
0:05.0,,,84-90,,J. Jones enters the game for T. Thompson
0:03.0,Personal foul by L. Thomas (drawn by L. James),,84-90,,
0:03.0,D. Williams enters the game for L. Thomas,,84-90,,
0:03.0,,,84-91,1,L. James makes free throw 1 of 2
0:03.0,,,84-91,,T. Thompson enters the game for J. Jones
0:03.0,,,84-91,,L. James misses free throw 2 of 2
0:02.0,Defensive rebound by K. Porzingis,,84-91,,
0:00.0,K. Porzingis misses 3-pt shot from 57 ft,,84-91,,
0:00.0,Offensive rebound by Team,,84-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
