time,Detroit,pts.away,score,pts.home,Milwaukee
2:45.0,,,98-84,,Personal take foul by T. Ennis (drawn by R. Jackson)
2:45.0,R. Jackson makes free throw 1 of 2,1,99-84,,
2:45.0,,,99-84,,J. O'Bryant enters the game for J. Parker
2:45.0,R. Bullock enters the game for M. Morris,,99-84,,
2:45.0,R. Jackson makes free throw 2 of 2,1,100-84,,
2:31.0,Personal foul by R. Jackson (drawn by S. Novak),,100-84,,
2:31.0,,,100-84,,Milwaukee full timeout
2:31.0,,,100-84,,M. Carter-Williams enters the game for S. Novak
2:31.0,,,100-84,,M. Carter-Williams misses free throw 1 of 2
2:31.0,,,100-84,,Offensive rebound by Team
2:31.0,,,100-84,,M. Carter-Williams misses free throw 2 of 2
2:30.0,Defensive rebound by R. Bullock,,100-84,,
2:07.0,K. Caldwell-Pope misses 2-pt shot from 1 ft (block by M. Carter-Williams),,100-84,,
2:06.0,Offensive rebound by K. Caldwell-Pope,,100-84,,
2:06.0,Turnover by Team (shot clock),,100-84,,
1:56.0,,,100-84,,J. O'Bryant misses 2-pt shot from 19 ft
1:54.0,Defensive rebound by K. Caldwell-Pope,,100-84,,
1:42.0,Offensive foul by R. Jackson,,100-84,,
1:42.0,Turnover by R. Jackson (offensive foul),,100-84,,
1:42.0,S. Blake enters the game for R. Jackson,,100-84,,
1:42.0,J. Harper enters the game for T. Harris,,100-84,,
1:31.0,,,100-86,2,M. Carter-Williams makes 2-pt shot from 2 ft
1:09.0,R. Bullock misses 2-pt shot from 14 ft (block by M. Carter-Williams),,100-86,,
1:07.0,Offensive rebound by R. Bullock,,100-86,,
1:06.0,R. Bullock makes 2-pt shot from 5 ft,2,102-86,,
1:01.0,,,102-89,3,T. Ennis makes 3-pt shot from 25 ft (assist by R. Vaughn)
0:45.0,J. Harper misses 3-pt shot from 23 ft,,102-89,,
0:42.0,,,102-89,,Defensive rebound by M. Carter-Williams
0:35.0,,,102-89,,M. Carter-Williams misses 2-pt shot from 2 ft
0:35.0,,,102-89,,Offensive rebound by M. Plumlee
0:35.0,,,102-91,2,M. Plumlee makes 2-pt shot from 1 ft
0:22.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,102-91,,
0:20.0,,,102-91,,Defensive rebound by J. O'Bryant
0:00.0,End of 4th quarter,,,,End of 4th quarter
