time,Houston,pts.away,score,pts.home,Golden State
4:50.0,Shooting foul by S. Livingston (drawn by P. Beverley),,11-17,,
4:50.0,P. Beverley makes free throw 1 of 2,1,12-17,,
4:50.0,P. Beverley makes free throw 2 of 2,1,13-17,,
4:39.0,,,13-17,,D. Green misses 2-pt shot from 13 ft
4:36.0,,,13-17,,Offensive rebound by A. Bogut
4:30.0,,,13-20,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Livingston)
4:06.0,T. Ariza misses 3-pt shot from 23 ft,,13-20,,
4:06.0,,,13-20,,Defensive rebound by Team
4:06.0,J. Terry enters the game for P. Beverley,,13-20,,
3:52.0,,,13-23,3,A. Iguodala makes 3-pt shot from 26 ft
3:30.0,J. Harden makes 2-pt shot from 6 ft,2,15-23,,
3:22.0,,,15-23,,Golden State full timeout
3:22.0,,,15-23,,F. Ezeli enters the game for A. Bogut
3:22.0,,,15-23,,B. Rush enters the game for S. Livingston
3:22.0,C. Capela enters the game for D. Howard,,15-23,,
3:09.0,,,15-23,,F. Ezeli misses 2-pt shot from 6 ft
3:09.0,Defensive rebound by C. Capela,,15-23,,
2:51.0,J. Smith makes 3-pt shot from 24 ft (assist by J. Harden),3,18-23,,
2:37.0,,,18-25,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
2:24.0,J. Harden makes 2-pt shot from 12 ft,2,20-25,,
2:10.0,,,20-25,,Turnover by L. Barbosa (lost ball; steal by J. Smith)
2:03.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,22-25,,
1:51.0,,,22-25,,Shooting foul by J. Harden (drawn by D. Green)
1:51.0,,,22-25,,D. Green misses free throw 1 of 2
1:51.0,,,22-25,,Offensive rebound by Team
1:51.0,C. Brewer enters the game for T. Ariza,,22-25,,
1:51.0,,,22-26,1,D. Green makes free throw 2 of 2
1:40.0,Turnover by J. Harden (lost ball; steal by L. Barbosa),,22-26,,
1:35.0,,,22-28,2,L. Barbosa makes 2-pt shot from 1 ft
1:20.0,J. Harden misses 2-pt shot from 17 ft,,22-28,,
1:20.0,,,22-28,,Defensive rebound by F. Ezeli
1:04.0,,,22-31,3,A. Iguodala makes 3-pt shot from 25 ft (assist by D. Green)
0:49.0,Shooting foul by B. Rush (drawn by C. Brewer),,22-31,,
0:49.0,C. Brewer makes free throw 1 of 2,1,23-31,,
0:49.0,C. Brewer makes free throw 2 of 2,1,24-31,,
0:37.0,Personal foul by J. Smith,,24-31,,
0:37.0,,,24-31,,F. Ezeli misses free throw 1 of 2
0:37.0,,,24-31,,Offensive rebound by Team
0:37.0,M. Beasley enters the game for C. Capela,,24-31,,
0:37.0,,,24-31,,F. Ezeli misses free throw 2 of 2
0:36.0,Defensive rebound by J. Harden,,24-31,,
0:26.0,J. Smith makes 3-pt shot from 26 ft (assist by J. Harden),3,27-31,,
0:20.0,Personal foul by C. Brewer,,27-31,,
0:20.0,,,27-32,1,F. Ezeli makes free throw 1 of 2
0:20.0,T. Ariza enters the game for J. Smith,,27-32,,
0:20.0,,,27-33,1,F. Ezeli makes free throw 2 of 2
0:02.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,30-33,,
0:00.0,,,30-33,,A. Iguodala misses 3-pt shot from 88 ft
0:00.0,,,30-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,30-35,2,L. Barbosa makes 2-pt shot from 2 ft (assist by M. Speights)
11:36.0,J. Terry makes 3-pt shot from 26 ft (assist by D. Howard),3,33-35,,
11:21.0,Personal foul by J. Terry,,33-35,,
11:04.0,,,33-35,,L. Barbosa misses 3-pt shot from 28 ft
11:03.0,Defensive rebound by P. Beverley,,33-35,,
11:01.0,,,33-35,,Personal foul by L. Barbosa
11:01.0,P. Beverley makes free throw 1 of 2,1,34-35,,
11:01.0,P. Beverley makes free throw 2 of 2,1,35-35,,
10:47.0,Personal foul by C. Brewer,,35-35,,
10:47.0,,,35-35,,S. Livingston enters the game for L. Barbosa
10:38.0,,,35-38,3,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Thompson)
10:30.0,Shooting foul by M. Speights (drawn by D. Howard),,35-38,,
10:30.0,D. Howard makes free throw 1 of 2,1,36-38,,
10:30.0,D. Howard makes free throw 2 of 2,1,37-38,,
10:23.0,,,37-38,,Offensive foul by S. Livingston
10:23.0,,,37-38,,Turnover by S. Livingston (offensive foul)
10:11.0,Turnover by C. Brewer (lost ball; steal by A. Iguodala),,37-38,,
10:05.0,,,37-38,,H. Barnes misses 3-pt shot from 23 ft
10:04.0,Defensive rebound by J. Terry,,37-38,,
9:55.0,M. Beasley misses 2-pt shot from 7 ft (block by A. Iguodala),,37-38,,
9:54.0,Offensive rebound by D. Howard,,37-38,,
9:53.0,D. Howard misses 2-pt shot from 2 ft (block by H. Barnes),,37-38,,
9:52.0,,,37-38,,Defensive rebound by A. Iguodala
9:46.0,,,37-38,,H. Barnes misses 2-pt shot from 4 ft
9:43.0,,,37-38,,Offensive rebound by M. Speights
9:43.0,,,37-40,2,M. Speights makes 2-pt shot from 2 ft
9:27.0,M. Beasley misses 2-pt shot from 15 ft,,37-40,,
9:27.0,,,37-40,,Defensive rebound by S. Livingston
9:22.0,,,37-42,2,K. Thompson makes 2-pt shot from 3 ft (assist by S. Livingston)
9:22.0,,,37-42,,Shooting foul by M. Beasley (drawn by K. Thompson)
9:22.0,,,37-43,1,K. Thompson makes free throw 1 of 1
9:02.0,P. Beverley makes 2-pt shot from 9 ft (assist by D. Howard),2,39-43,,
8:51.0,,,39-46,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Livingston)
8:33.0,P. Beverley makes 3-pt shot from 24 ft (assist by D. Howard),3,42-46,,
8:22.0,Personal foul by C. Brewer,,42-46,,
8:22.0,Official timeout,,42-46,,
8:22.0,T. Ariza enters the game for C. Brewer,,42-46,,
8:22.0,,,42-46,,I. Clark enters the game for A. Iguodala
8:17.0,,,42-46,,M. Speights misses 2-pt shot from 17 ft
8:17.0,Defensive rebound by P. Beverley,,42-46,,
8:02.0,M. Beasley makes 2-pt shot from 2 ft,2,44-46,,
7:43.0,,,44-46,,K. Thompson misses 3-pt shot from 26 ft
7:42.0,Defensive rebound by Team,,44-46,,
7:30.0,Turnover by M. Beasley (offensive foul),,44-46,,
7:30.0,Offensive foul by M. Beasley,,44-46,,
7:14.0,Violation by D. Howard (def goaltending),,44-46,,
7:14.0,,,44-48,2,M. Speights makes 2-pt shot from 3 ft
6:58.0,M. Beasley misses 2-pt shot from 11 ft,,44-48,,
6:57.0,Offensive rebound by Team,,44-48,,
6:57.0,,,44-48,,D. Green enters the game for M. Speights
6:57.0,J. Harden enters the game for J. Terry,,44-48,,
6:40.0,Turnover by T. Ariza (lost ball),,44-48,,
6:27.0,,,44-50,2,K. Thompson makes 2-pt shot at rim (assist by S. Livingston)
6:16.0,Shooting foul by I. Clark (drawn by J. Harden),,44-50,,
6:16.0,J. Harden makes free throw 1 of 3,1,45-50,,
6:16.0,J. Harden makes free throw 2 of 3,1,46-50,,
6:16.0,D. Motiejunas enters the game for M. Beasley,,46-50,,
6:16.0,J. Harden makes free throw 3 of 3,1,47-50,,
6:02.0,,,47-50,,Shooting foul by J. Harden (drawn by S. Livingston)
6:02.0,,,47-50,,S. Livingston misses free throw 1 of 2
6:02.0,,,47-50,,Offensive rebound by Team
6:02.0,J. Terry enters the game for J. Harden,,47-50,,
6:02.0,,,47-51,1,S. Livingston makes free throw 2 of 2
5:51.0,,,47-51,,Personal foul by H. Barnes
5:51.0,,,47-51,,Golden State full timeout
5:51.0,,,47-51,,A. Bogut enters the game for S. Livingston
5:51.0,,,47-51,,A. Iguodala enters the game for I. Clark
5:46.0,,,47-51,,Violation by A. Bogut (kicked ball)
5:36.0,D. Howard makes 2-pt shot from 9 ft (assist by T. Ariza),2,49-51,,
5:19.0,,,49-51,,D. Green misses 2-pt shot from 2 ft
5:19.0,,,49-51,,Offensive rebound by A. Bogut
5:19.0,,,49-53,2,A. Bogut makes 2-pt shot at rim
5:05.0,J. Terry misses 2-pt shot from 15 ft,,49-53,,
5:03.0,,,49-53,,Defensive rebound by H. Barnes
4:53.0,Personal foul by P. Beverley,,49-53,,
4:53.0,,,49-54,1,K. Thompson makes free throw 1 of 2
4:53.0,,,49-55,1,K. Thompson makes free throw 2 of 2
4:37.0,Turnover by D. Motiejunas (lost ball; steal by A. Iguodala),,49-55,,
4:29.0,,,49-55,,H. Barnes misses 2-pt shot from 16 ft
4:29.0,,,49-55,,Offensive rebound by Team
4:29.0,J. Harden enters the game for P. Beverley,,49-55,,
4:26.0,,,49-55,,K. Thompson misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by T. Ariza,,49-55,,
4:15.0,D. Motiejunas misses 2-pt shot from 11 ft,,49-55,,
4:15.0,,,49-55,,Defensive rebound by Team
3:56.0,,,49-55,,H. Barnes misses 3-pt shot from 24 ft
3:53.0,,,49-55,,Offensive rebound by A. Bogut
3:52.0,,,49-58,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Bogut)
3:51.0,Houston full timeout,,49-58,,
3:51.0,,,49-58,,S. Livingston enters the game for H. Barnes
3:32.0,D. Howard makes 2-pt shot at rim (assist by D. Motiejunas),2,51-58,,
3:07.0,,,51-58,,A. Iguodala misses 3-pt shot from 25 ft
3:06.0,,,51-58,,Offensive rebound by Team
3:06.0,,,51-58,,Turnover by Team (shot clock)
3:00.0,Offensive foul by D. Motiejunas,,51-58,,
3:00.0,Turnover by D. Motiejunas (offensive foul),,51-58,,
2:47.0,,,51-58,,K. Thompson misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by D. Howard,,51-58,,
2:33.0,Shooting foul by A. Iguodala (drawn by J. Harden),,51-58,,
2:33.0,Houston full timeout,,51-58,,
2:33.0,J. Smith enters the game for D. Motiejunas,,51-58,,
2:33.0,J. Harden makes free throw 1 of 2,1,52-58,,
2:33.0,J. Harden makes free throw 2 of 2,1,53-58,,
2:14.0,,,53-60,2,A. Iguodala makes 2-pt shot from 19 ft (assist by K. Thompson)
1:53.0,Turnover by J. Smith (traveling),,53-60,,
1:41.0,,,53-62,2,A. Bogut makes 2-pt shot at rim (assist by A. Iguodala)
1:27.0,Turnover by J. Harden (lost ball; steal by K. Thompson),,53-62,,
1:24.0,Personal foul by J. Smith,,53-62,,
1:24.0,,,53-63,1,K. Thompson makes free throw 1 of 2
1:24.0,,,53-64,1,K. Thompson makes free throw 2 of 2
1:20.0,Offensive foul by J. Smith,,53-64,,
1:20.0,Turnover by J. Smith (offensive foul),,53-64,,
1:19.0,Personal foul by J. Terry,,53-64,,
1:19.0,,,53-64,,A. Bogut misses free throw 1 of 2
1:19.0,,,53-64,,Offensive rebound by Team
1:19.0,M. Beasley enters the game for J. Smith,,53-64,,
1:19.0,D. Motiejunas enters the game for D. Howard,,53-64,,
1:19.0,,,53-64,,A. Bogut misses free throw 2 of 2
1:17.0,Defensive rebound by M. Beasley,,53-64,,
1:14.0,,,53-64,,Personal foul by A. Iguodala
1:14.0,J. Harden makes free throw 1 of 2,1,54-64,,
1:14.0,,,54-64,,H. Barnes enters the game for A. Bogut
1:14.0,J. Harden makes free throw 2 of 2,1,55-64,,
1:14.0,,,55-64,,Golden State full timeout
1:14.0,P. Beverley enters the game for D. Motiejunas,,55-64,,
0:55.0,,,55-64,,D. Green misses 2-pt shot from 4 ft
0:54.0,,,55-64,,Offensive rebound by D. Green
0:54.0,,,55-64,,D. Green misses 2-pt shot from 4 ft
0:53.0,Defensive rebound by P. Beverley,,55-64,,
0:45.0,J. Harden misses 3-pt shot from 26 ft,,55-64,,
0:44.0,,,55-64,,Defensive rebound by Team
0:29.0,,,55-64,,H. Barnes misses 2-pt shot from 4 ft
0:28.0,Defensive rebound by M. Beasley,,55-64,,
0:07.0,Shooting foul by D. Green (drawn by J. Harden),,55-64,,
0:07.0,J. Harden makes free throw 1 of 3,1,56-64,,
0:07.0,J. Harden makes free throw 2 of 3,1,57-64,,
0:07.0,J. Harden makes free throw 3 of 3,1,58-64,,
0:02.0,,,58-66,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
0:00.0,J. Harden misses 3-pt shot from 67 ft,,58-66,,
0:00.0,Offensive rebound by Team,,58-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,58-66,,D. Green misses 3-pt shot from 24 ft
11:38.0,Defensive rebound by P. Beverley,,58-66,,
11:24.0,D. Motiejunas misses 2-pt shot from 8 ft,,58-66,,
11:24.0,,,58-66,,Defensive rebound by D. Green
11:11.0,,,58-66,,Turnover by A. Bogut (lost ball; steal by T. Ariza)
11:06.0,Shooting foul by D. Green (drawn by D. Motiejunas),,58-66,,
11:06.0,D. Motiejunas misses free throw 1 of 2,,58-66,,
11:06.0,Offensive rebound by Team,,58-66,,
11:06.0,D. Motiejunas misses free throw 2 of 2,,58-66,,
11:05.0,,,58-66,,Defensive rebound by H. Barnes
10:46.0,,,58-66,,D. Green misses 2-pt shot from 3 ft
10:45.0,,,58-66,,Offensive rebound by A. Bogut
10:45.0,,,58-66,,A. Bogut misses 2-pt shot from 2 ft (block by D. Howard)
10:43.0,,,58-66,,Offensive rebound by A. Bogut
10:43.0,,,58-68,2,A. Bogut makes 2-pt shot from 2 ft
10:34.0,Offensive foul by D. Howard,,58-68,,
10:34.0,Turnover by D. Howard (offensive foul),,58-68,,
10:20.0,,,58-70,2,S. Livingston makes 2-pt shot from 15 ft
9:55.0,J. Harden misses 3-pt shot from 26 ft,,58-70,,
9:55.0,,,58-70,,Defensive rebound by Team
9:40.0,Personal foul by D. Howard,,58-70,,
9:34.0,,,58-70,,Turnover by K. Thompson (lost ball; steal by D. Howard)
9:24.0,J. Harden makes 2-pt shot from 16 ft,2,60-70,,
9:04.0,,,60-70,,Turnover by K. Thompson (lost ball)
8:45.0,D. Motiejunas misses 2-pt shot from 12 ft,,60-70,,
8:45.0,Offensive rebound by D. Howard,,60-70,,
8:40.0,Turnover by D. Howard (back court),,60-70,,
8:31.0,,,60-70,,Turnover by H. Barnes (traveling)
8:10.0,J. Harden misses 3-pt shot from 23 ft,,60-70,,
8:10.0,Offensive rebound by D. Motiejunas,,60-70,,
8:10.0,D. Motiejunas misses 2-pt shot from 2 ft,,60-70,,
8:09.0,Offensive rebound by D. Motiejunas,,60-70,,
8:09.0,D. Motiejunas makes 2-pt shot from 2 ft,2,62-70,,
8:09.0,Shooting foul by H. Barnes (drawn by D. Motiejunas),,62-70,,
8:09.0,D. Motiejunas makes free throw 1 of 1,1,63-70,,
7:52.0,Personal foul by D. Motiejunas,,63-70,,
7:41.0,,,63-70,,Shooting foul by P. Beverley (drawn by S. Livingston)
7:41.0,,,63-70,,S. Livingston misses free throw 1 of 2
7:41.0,,,63-70,,Offensive rebound by Team
7:41.0,,,63-71,1,S. Livingston makes free throw 2 of 2
7:21.0,Shooting foul by A. Bogut (drawn by P. Beverley),,63-71,,
7:21.0,P. Beverley makes free throw 1 of 2,1,64-71,,
7:21.0,,,64-71,,Golden State full timeout
7:21.0,P. Beverley makes free throw 2 of 2,1,65-71,,
7:07.0,,,65-71,,K. Thompson misses 2-pt shot from 6 ft
7:07.0,Defensive rebound by D. Howard,,65-71,,
6:54.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,67-71,,
6:38.0,,,67-71,,K. Thompson misses 2-pt shot from 16 ft (block by P. Beverley)
6:37.0,,,67-71,,Offensive rebound by D. Green
6:34.0,,,67-71,,K. Thompson misses 3-pt shot from 26 ft
6:34.0,Defensive rebound by Team,,67-71,,
6:19.0,D. Motiejunas misses 3-pt shot from 27 ft,,67-71,,
6:19.0,Offensive rebound by D. Howard,,67-71,,
6:15.0,Turnover by J. Harden (lost ball; steal by A. Bogut),,67-71,,
5:51.0,,,67-73,2,S. Livingston makes 2-pt shot from 10 ft (assist by K. Thompson)
5:45.0,,,67-73,,A. Iguodala enters the game for S. Livingston
5:45.0,J. Smith enters the game for D. Motiejunas,,67-73,,
5:31.0,J. Harden makes 2-pt shot from 11 ft,2,69-73,,
5:19.0,,,69-73,,K. Thompson misses 2-pt shot from 20 ft
5:18.0,Defensive rebound by J. Smith,,69-73,,
5:10.0,Turnover by J. Harden (lost ball; steal by D. Green),,69-73,,
4:50.0,,,69-75,2,K. Thompson makes 2-pt shot from 2 ft
4:36.0,D. Howard makes 2-pt shot from 5 ft (assist by J. Smith),2,71-75,,
4:12.0,,,71-77,2,A. Bogut makes 2-pt shot at rim (assist by A. Iguodala)
3:59.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,73-77,,
3:38.0,,,73-79,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
3:38.0,Houston full timeout,,73-79,,
3:38.0,C. Capela enters the game for D. Howard,,73-79,,
3:38.0,J. Terry enters the game for P. Beverley,,73-79,,
3:38.0,,,73-79,,L. Barbosa enters the game for H. Barnes
3:38.0,,,73-79,,B. Rush enters the game for A. Bogut
3:38.0,,,73-79,,M. Speights enters the game for K. Thompson
3:19.0,J. Terry makes 3-pt shot from 25 ft (assist by J. Harden),3,76-79,,
2:50.0,,,76-79,,M. Speights misses 2-pt shot from 16 ft (block by J. Harden)
2:49.0,Defensive rebound by T. Ariza,,76-79,,
2:43.0,T. Ariza misses 3-pt shot from 28 ft,,76-79,,
2:42.0,,,76-79,,Defensive rebound by B. Rush
2:30.0,,,76-79,,Turnover by A. Iguodala (offensive goaltending)
2:17.0,J. Smith misses 3-pt shot from 27 ft,,76-79,,
2:17.0,Offensive rebound by C. Capela,,76-79,,
2:07.0,J. Smith misses 2-pt shot from 8 ft,,76-79,,
2:06.0,,,76-79,,Defensive rebound by A. Iguodala
1:49.0,,,76-81,2,D. Green makes 2-pt shot from 1 ft
1:32.0,J. Terry misses 3-pt shot from 26 ft,,76-81,,
1:32.0,,,76-81,,Defensive rebound by Team
1:30.0,C. Brewer enters the game for T. Ariza,,76-81,,
1:12.0,,,76-83,2,M. Speights makes 2-pt shot from 4 ft (assist by D. Green)
0:49.0,J. Harden makes 3-pt shot from 26 ft,3,79-83,,
0:35.0,,,79-83,,D. Green misses 2-pt shot from 3 ft
0:35.0,Defensive rebound by J. Harden,,79-83,,
0:29.0,J. Harden misses 2-pt shot from 7 ft,,79-83,,
0:28.0,,,79-83,,Defensive rebound by M. Speights
0:28.0,Personal foul by J. Smith,,79-83,,
0:28.0,,,79-83,,K. Thompson enters the game for B. Rush
0:28.0,T. Ariza enters the game for C. Brewer,,79-83,,
0:08.0,,,79-86,3,M. Speights makes 3-pt shot from 23 ft (assist by K. Thompson)
0:01.0,J. Harden misses 3-pt shot from 28 ft,,79-86,,
0:00.0,Offensive rebound by Team,,79-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,C. Brewer misses 2-pt shot from 11 ft,,79-86,,
11:40.0,Offensive rebound by D. Howard,,79-86,,
11:40.0,Shooting foul by M. Speights (drawn by D. Howard),,79-86,,
11:40.0,D. Howard misses free throw 1 of 2,,79-86,,
11:40.0,Offensive rebound by Team,,79-86,,
11:40.0,D. Howard misses free throw 2 of 2,,79-86,,
11:39.0,,,79-86,,Defensive rebound by B. Rush
11:23.0,,,79-88,2,L. Barbosa makes 2-pt shot from 2 ft (assist by A. Iguodala)
11:00.0,J. Harden makes 2-pt shot from 12 ft,2,81-88,,
10:39.0,,,81-88,,Offensive foul by M. Speights
10:39.0,,,81-88,,Turnover by M. Speights (offensive foul)
10:25.0,J. Terry makes 2-pt shot from 16 ft,2,83-88,,
10:02.0,,,83-88,,H. Barnes misses 2-pt shot from 16 ft
10:01.0,Defensive rebound by D. Howard,,83-88,,
9:51.0,Shooting foul by L. Barbosa (drawn by J. Terry),,83-88,,
9:51.0,J. Terry makes free throw 1 of 2,1,84-88,,
9:51.0,,,84-88,,Golden State full timeout
9:51.0,,,84-88,,K. Thompson enters the game for L. Barbosa
9:51.0,,,84-88,,S. Livingston enters the game for B. Rush
9:51.0,T. Ariza enters the game for C. Brewer,,84-88,,
9:51.0,J. Terry makes free throw 2 of 2,1,85-88,,
9:44.0,Personal foul by J. Smith,,85-88,,
9:44.0,,,85-88,,A. Bogut enters the game for M. Speights
9:34.0,,,85-88,,H. Barnes misses 2-pt shot from 12 ft
9:33.0,Defensive rebound by D. Howard,,85-88,,
9:18.0,J. Terry misses 2-pt shot from 8 ft (block by A. Bogut),,85-88,,
9:18.0,Offensive rebound by Team,,85-88,,
9:09.0,J. Harden misses 2-pt shot from 4 ft,,85-88,,
9:09.0,,,85-88,,Defensive rebound by A. Bogut
9:00.0,,,85-90,2,S. Livingston makes 2-pt shot from 14 ft
8:42.0,J. Terry misses 3-pt shot from 26 ft,,85-90,,
8:41.0,,,85-90,,Defensive rebound by K. Thompson
8:26.0,,,85-90,,Shooting foul by D. Howard (drawn by H. Barnes)
8:26.0,,,85-91,1,H. Barnes makes free throw 1 of 2
8:26.0,P. Beverley enters the game for J. Terry,,85-91,,
8:26.0,,,85-92,1,H. Barnes makes free throw 2 of 2
8:07.0,Shooting foul by K. Thompson (drawn by J. Harden),,85-92,,
8:07.0,J. Harden misses free throw 1 of 2,,85-92,,
8:07.0,Offensive rebound by Team,,85-92,,
8:07.0,,,85-92,,D. Green enters the game for A. Iguodala
8:07.0,J. Harden makes free throw 2 of 2,1,86-92,,
7:46.0,,,86-92,,Shooting foul by P. Beverley (drawn by K. Thompson)
7:46.0,,,86-93,1,K. Thompson makes free throw 1 of 2
7:46.0,,,86-94,1,K. Thompson makes free throw 2 of 2
7:31.0,P. Beverley misses 2-pt shot from 18 ft,,86-94,,
7:30.0,,,86-94,,Defensive rebound by D. Green
7:19.0,Personal foul by J. Harden,,86-94,,
7:19.0,J. Terry enters the game for J. Smith,,86-94,,
7:16.0,Personal foul by T. Ariza,,86-94,,
7:16.0,Technical foul by Team,,86-94,,
7:16.0,,,86-95,1,K. Thompson makes technical free throw
7:16.0,,,86-96,1,K. Thompson makes free throw 1 of 2
7:16.0,,,86-97,1,K. Thompson makes free throw 2 of 2
6:57.0,T. Ariza misses 2-pt shot from 4 ft,,86-97,,
6:57.0,,,86-97,,Defensive rebound by D. Green
6:49.0,,,86-99,2,S. Livingston makes 2-pt shot from 2 ft (assist by D. Green)
6:49.0,Houston full timeout,,86-99,,
6:49.0,,,86-99,,A. Iguodala enters the game for H. Barnes
6:31.0,Turnover by T. Ariza (lost ball; steal by S. Livingston),,86-99,,
6:28.0,,,86-99,,Turnover by S. Livingston (lost ball; steal by T. Ariza)
6:27.0,,,86-99,,Personal foul by K. Thompson
6:03.0,T. Ariza makes 2-pt shot from 12 ft (assist by J. Harden),2,88-99,,
5:35.0,,,88-99,,K. Thompson misses 3-pt shot from 31 ft
5:34.0,Defensive rebound by T. Ariza,,88-99,,
5:24.0,J. Harden makes 2-pt shot from 2 ft,2,90-99,,
