time,Golden State,pts.away,score,pts.home,New Orleans
6:22.0,,,113-102,1,J. Holiday makes free throw 2 of 2
6:09.0,S. Curry makes 2-pt shot from 16 ft,2,115-102,,
5:51.0,,,115-102,,Turnover by A. Davis (bad pass; steal by S. Curry)
5:44.0,S. Curry misses 2-pt shot from 14 ft,,115-102,,
5:43.0,Offensive rebound by H. Barnes,,115-102,,
5:35.0,H. Barnes misses 3-pt shot from 22 ft,,115-102,,
5:35.0,,,115-102,,Defensive rebound by A. Davis
5:26.0,,,115-102,,Shooting foul by A. Iguodala (drawn by A. Davis)
5:26.0,,,115-102,,New Orleans full timeout
5:26.0,K. Thompson enters the game for S. Livingston,,115-102,,
5:26.0,,,115-103,1,A. Davis makes free throw 1 of 2
5:26.0,,,115-104,1,A. Davis makes free throw 2 of 2
5:14.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,118-104,,
4:58.0,,,118-104,,E. Gordon misses 2-pt shot from 2 ft
4:57.0,,,118-104,,Offensive rebound by A. Davis
4:56.0,,,118-104,,Shooting foul by K. Thompson (drawn by A. Davis)
4:56.0,,,118-105,1,A. Davis makes free throw 1 of 2
4:56.0,,,118-105,,A. Davis misses free throw 2 of 2
4:55.0,Defensive rebound by D. Green,,118-105,,
4:43.0,Shooting foul by J. Holiday (drawn by D. Green),,118-105,,
4:43.0,D. Green misses free throw 1 of 2,,118-105,,
4:43.0,Offensive rebound by Team,,118-105,,
4:43.0,,,118-105,,L. Babbitt enters the game for A. Gee
4:43.0,D. Green makes free throw 2 of 2,1,119-105,,
4:39.0,,,119-105,,E. Gordon misses 2-pt shot from 1 ft
4:38.0,Defensive rebound by D. Green,,119-105,,
4:25.0,,,119-105,,Violation by A. Davis (kicked ball)
4:21.0,Turnover by D. Green (bad pass),,119-105,,
4:12.0,,,119-105,,J. Holiday misses 2-pt shot from 2 ft (block by D. Green)
4:11.0,,,119-105,,Offensive rebound by A. Davis
4:11.0,,,119-107,2,A. Davis makes 2-pt shot from 1 ft
4:11.0,,,119-107,,Shooting foul by K. Thompson (drawn by A. Davis)
4:11.0,,,119-108,1,A. Davis makes free throw 1 of 1
3:53.0,K. Thompson misses 3-pt shot from 25 ft,,119-108,,
3:51.0,,,119-108,,Defensive rebound by J. Holiday
3:49.0,,,119-108,,Turnover by L. Babbitt (bad pass; steal by S. Curry)
3:47.0,H. Barnes makes 2-pt shot at rim (assist by S. Curry),2,121-108,,
3:30.0,,,121-110,2,J. Holiday makes 2-pt shot from 13 ft
3:13.0,S. Curry makes 2-pt shot from 12 ft,2,123-110,,
3:01.0,,,123-112,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
3:01.0,,,123-112,,Technical foul by A. Davis
3:01.0,S. Curry makes technical free throw,1,124-112,,
2:46.0,K. Thompson misses 2-pt shot from 15 ft,,124-112,,
2:46.0,,,124-112,,Defensive rebound by R. Anderson
2:35.0,,,124-112,,Shooting foul by D. Green (drawn by A. Davis)
2:35.0,Golden State full timeout,,124-112,,
2:35.0,,,124-113,1,A. Davis makes free throw 1 of 3
2:35.0,,,124-114,1,A. Davis makes free throw 2 of 3
2:35.0,,,124-115,1,A. Davis makes free throw 3 of 3
2:21.0,,,124-115,,Loose ball foul by A. Davis (drawn by S. Curry)
2:11.0,S. Curry makes 3-pt shot from 29 ft,3,127-115,,
1:51.0,,,127-115,,J. Holiday misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by H. Barnes,,127-115,,
1:39.0,Shooting foul by J. Holiday (drawn by S. Curry),,127-115,,
1:39.0,S. Curry makes free throw 1 of 2,1,128-115,,
1:39.0,S. Curry makes free throw 2 of 2,1,129-115,,
1:30.0,,,129-115,,Turnover by J. Holiday (bad pass; steal by S. Curry)
1:25.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,131-115,,
1:11.0,,,131-115,,E. Gordon misses 3-pt shot from 25 ft
1:10.0,,,131-115,,Offensive rebound by R. Anderson
1:07.0,,,131-115,,R. Anderson misses 2-pt shot from 1 ft
1:06.0,Defensive rebound by A. Iguodala,,131-115,,
1:00.0,S. Curry misses 3-pt shot from 24 ft,,131-115,,
1:00.0,,,131-115,,Defensive rebound by E. Gordon
0:53.0,,,131-118,3,R. Anderson makes 3-pt shot from 23 ft (assist by J. Holiday)
0:35.0,S. Curry misses 2-pt shot from 9 ft,,131-118,,
0:34.0,,,131-118,,Defensive rebound by L. Babbitt
0:30.0,,,131-118,,Turnover by J. Holiday (bad pass)
0:30.0,,,131-118,,T. Douglas enters the game for J. Holiday
0:30.0,,,131-118,,A. Gee enters the game for E. Gordon
0:30.0,M. Speights enters the game for D. Green,,131-118,,
0:30.0,I. Clark enters the game for K. Thompson,,131-118,,
0:30.0,B. Rush enters the game for S. Curry,,131-118,,
0:30.0,J. McAdoo enters the game for A. Iguodala,,131-118,,
0:30.0,,,131-118,,I. Smith enters the game for A. Davis
0:13.0,B. Rush makes 3-pt shot from 25 ft (assist by M. Speights),3,134-118,,
0:03.0,,,134-120,2,T. Douglas makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
