time,Golden State,pts.away,score,pts.home,Oklahoma City
3:45.0,Defensive rebound by D. Green,,87-96,,
3:37.0,S. Curry makes 2-pt shot from 1 ft,2,89-96,,
3:14.0,Personal foul by A. Iguodala (drawn by K. Durant),,89-96,,
3:14.0,,,89-96,,A. Roberson enters the game for D. Waiters
3:00.0,,,89-96,,R. Westbrook misses 3-pt shot from 32 ft
3:00.0,,,89-96,,Offensive rebound by S. Adams
3:00.0,,,89-96,,Turnover by Team (shot clock)
2:53.0,S. Curry makes 3-pt shot from 26 ft,3,92-96,,
2:31.0,,,92-96,,K. Durant misses 2-pt shot from 15 ft
2:30.0,Defensive rebound by D. Green,,92-96,,
2:21.0,,,92-96,,Personal foul by R. Westbrook (drawn by D. Green)
2:21.0,D. Green misses free throw 1 of 2,,92-96,,
2:21.0,Offensive rebound by Team,,92-96,,
2:21.0,,,92-96,,D. Waiters enters the game for S. Adams
2:21.0,D. Green makes free throw 2 of 2,1,93-96,,
1:59.0,,,93-96,,R. Westbrook misses 3-pt shot from 26 ft
1:58.0,,,93-96,,Offensive rebound by A. Roberson
1:56.0,,,93-96,,Oklahoma City full timeout
1:45.0,,,93-96,,Shooting foul by A. Iguodala (drawn by K. Durant)
1:45.0,,,93-97,1,K. Durant makes free throw 1 of 2
1:45.0,,,93-98,1,K. Durant makes free throw 2 of 2
1:37.0,S. Curry makes 3-pt shot from 26 ft,3,96-98,,
1:13.0,,,96-100,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
0:58.0,Turnover by S. Curry (traveling),,96-100,,
0:41.0,,,96-100,,K. Durant misses 2-pt shot from 4 ft
0:41.0,Defensive rebound by D. Green,,96-100,,
0:36.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry),3,99-100,,
0:27.0,,,99-100,,Oklahoma City full timeout
0:15.0,,,99-103,3,K. Durant makes 3-pt shot from 25 ft (assist by S. Ibaka)
0:15.0,Golden State full timeout,,99-103,,
0:12.0,K. Thompson makes 2-pt shot from 1 ft,2,101-103,,
0:03.0,,,101-103,,Turnover by K. Durant (bad pass; steal by K. Thompson)
0:01.0,Shooting foul by K. Durant (drawn by A. Iguodala),,101-103,,
0:01.0,A. Iguodala makes free throw 1 of 2,1,102-103,,
0:01.0,,,102-103,,S. Adams enters the game for D. Waiters
0:01.0,A. Iguodala makes free throw 2 of 2,1,103-103,,
0:01.0,,,103-103,,Oklahoma City full timeout
0:00.0,A. Bogut enters the game for H. Barnes,,103-103,,
0:00.0,S. Livingston enters the game for S. Curry,,103-103,,
0:00.0,,,103-103,,D. Waiters enters the game for S. Adams
0:00.0,,,103-103,,K. Durant misses 2-pt shot from 18 ft
0:00.0,,,103-103,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:51.0,,,103-105,2,R. Westbrook makes 2-pt shot from 1 ft
4:51.0,,,103-105,,Shooting foul by D. Green (drawn by R. Westbrook)
4:51.0,,,103-105,,D. Waiters enters the game for S. Adams
4:51.0,,,103-106,1,R. Westbrook makes free throw 1 of 1
4:34.0,D. Green misses 2-pt shot from 3 ft,,103-106,,
4:33.0,,,103-106,,Defensive rebound by S. Ibaka
4:27.0,,,103-108,2,S. Ibaka makes 2-pt shot at rim (assist by K. Durant)
4:13.0,Shooting foul by K. Durant (drawn by S. Curry),,103-108,,
4:13.0,,,103-108,,K. Singler enters the game for K. Durant
4:13.0,S. Curry misses free throw 1 of 2,,103-108,,
4:13.0,Offensive rebound by Team,,103-108,,
4:13.0,S. Curry makes free throw 2 of 2,1,104-108,,
4:00.0,,,104-108,,Turnover by R. Westbrook (bad pass; steal by D. Green)
3:53.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson),3,107-108,,
3:36.0,,,107-108,,R. Westbrook misses 2-pt shot from 4 ft
3:35.0,Defensive rebound by S. Curry,,107-108,,
3:32.0,A. Iguodala misses 2-pt shot from 1 ft,,107-108,,
3:31.0,,,107-108,,Defensive rebound by S. Ibaka
3:25.0,,,107-108,,Oklahoma City full timeout
3:09.0,,,107-108,,D. Waiters misses 2-pt shot from 18 ft
3:08.0,Defensive rebound by H. Barnes,,107-108,,
2:52.0,D. Green misses 2-pt shot from 1 ft,,107-108,,
2:51.0,Offensive rebound by D. Green,,107-108,,
2:51.0,D. Green misses 2-pt shot from 1 ft,,107-108,,
2:51.0,,,107-108,,Defensive rebound by S. Ibaka
2:40.0,,,107-110,2,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:29.0,S. Curry makes 3-pt shot from 25 ft,3,110-110,,
2:08.0,,,110-110,,A. Roberson misses 2-pt shot from 1 ft (block by D. Green)
2:08.0,,,110-110,,Offensive rebound by A. Roberson
2:07.0,,,110-112,2,A. Roberson makes 2-pt shot from 1 ft
1:58.0,S. Curry misses 3-pt shot from 24 ft,,110-112,,
1:58.0,,,110-112,,Defensive rebound by S. Ibaka
1:41.0,,,110-114,2,S. Ibaka makes 2-pt shot from 6 ft (assist by R. Westbrook)
1:41.0,Golden State full timeout,,110-114,,
1:34.0,S. Curry misses 2-pt shot from 17 ft,,110-114,,
1:33.0,Offensive rebound by D. Green,,110-114,,
1:29.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,113-114,,
1:14.0,,,113-114,,R. Westbrook misses 2-pt shot from 8 ft
1:13.0,,,113-114,,Offensive rebound by S. Ibaka
1:00.0,,,113-114,,Shooting foul by K. Thompson (drawn by R. Westbrook)
1:00.0,,,113-115,1,R. Westbrook makes free throw 1 of 2
1:00.0,,,113-116,1,R. Westbrook makes free throw 2 of 2
0:50.0,Shooting foul by K. Singler (drawn by S. Curry),,113-116,,
0:50.0,S. Curry makes free throw 1 of 2,1,114-116,,
0:50.0,S. Curry makes free throw 2 of 2,1,115-116,,
0:34.0,,,115-118,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
0:34.0,Golden State full timeout,,115-118,,
0:30.0,K. Thompson makes 2-pt shot at rim (assist by D. Green),2,117-118,,
0:30.0,Shooting foul by R. Westbrook (drawn by K. Thompson),,117-118,,
0:30.0,K. Thompson makes free throw 1 of 1,1,118-118,,
0:30.0,,,118-118,,Oklahoma City full timeout
0:08.0,,,118-118,,R. Westbrook misses 2-pt shot from 13 ft
0:07.0,Defensive rebound by A. Iguodala,,118-118,,
0:01.0,S. Curry makes 3-pt shot from 32 ft,3,121-118,,
0:01.0,A. Bogut enters the game for H. Barnes,,121-118,,
0:01.0,S. Livingston enters the game for S. Curry,,121-118,,
0:00.0,,,121-118,,R. Westbrook misses 3-pt shot from 25 ft
0:00.0,,,121-118,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
