time,LA Clippers,pts.away,score,pts.home,New Orleans
2:42.0,,,84-83,,T. Evans misses free throw 1 of 2
2:42.0,,,84-83,,Offensive rebound by Team
2:42.0,J. Crawford enters the game for P. Pierce,,84-83,,
2:42.0,,,84-84,1,T. Evans makes free throw 2 of 2
2:20.0,C. Paul misses 3-pt shot from 22 ft,,84-84,,
2:20.0,Offensive rebound by L. Mbah a Moute,,84-84,,
2:08.0,Shooting foul by T. Evans (drawn by J. Redick),,84-84,,
2:08.0,J. Redick makes free throw 1 of 2,1,85-84,,
2:08.0,A. Rivers enters the game for J. Crawford,,85-84,,
2:08.0,J. Redick makes free throw 2 of 2,1,86-84,,
1:48.0,,,86-86,2,T. Evans makes 2-pt shot from 1 ft
1:48.0,,,86-86,,Shooting foul by J. Redick (drawn by T. Evans)
1:48.0,,,86-87,1,T. Evans makes free throw 1 of 1
1:48.0,LA Clippers full timeout,,86-87,,
1:48.0,J. Crawford enters the game for A. Rivers,,86-87,,
1:48.0,P. Pierce enters the game for L. Mbah a Moute,,86-87,,
1:48.0,,,86-87,,A. Gee enters the game for R. Anderson
1:30.0,J. Crawford makes 2-pt shot from 18 ft (assist by C. Paul),2,88-87,,
1:30.0,,,88-87,,New Orleans full timeout
1:30.0,L. Mbah a Moute enters the game for P. Pierce,,88-87,,
1:30.0,A. Rivers enters the game for J. Crawford,,88-87,,
1:30.0,,,88-87,,R. Anderson enters the game for A. Gee
1:22.0,,,88-87,,Turnover by J. Holiday (bad pass; steal by D. Jordan)
1:22.0,,,88-87,,Personal foul by J. Holiday (drawn by D. Jordan)
1:22.0,P. Pierce enters the game for A. Rivers,,88-87,,
1:22.0,,,88-87,,A. Gee enters the game for R. Anderson
1:22.0,J. Crawford enters the game for L. Mbah a Moute,,88-87,,
1:00.0,C. Paul makes 2-pt shot from 18 ft,2,90-87,,
1:00.0,,,90-87,,New Orleans full timeout
1:00.0,L. Mbah a Moute enters the game for J. Crawford,,90-87,,
1:00.0,A. Rivers enters the game for P. Pierce,,90-87,,
1:00.0,,,90-87,,R. Anderson enters the game for A. Gee
0:54.0,,,90-89,2,J. Holiday makes 2-pt shot from 14 ft
0:54.0,LA Clippers full timeout,,90-89,,
0:54.0,J. Crawford enters the game for L. Mbah a Moute,,90-89,,
0:54.0,P. Pierce enters the game for A. Rivers,,90-89,,
0:54.0,,,90-89,,N. Cole enters the game for R. Anderson
0:38.0,J. Crawford makes 2-pt shot from 11 ft (assist by C. Paul),2,92-89,,
0:24.0,,,92-89,,A. Davis misses 2-pt shot from 2 ft (block by D. Jordan)
0:23.0,Defensive rebound by P. Pierce,,92-89,,
0:21.0,,,92-89,,Personal take foul by J. Holiday (drawn by C. Paul)
0:21.0,C. Paul makes free throw 1 of 2,1,93-89,,
0:21.0,,,93-89,,R. Anderson enters the game for N. Cole
0:21.0,L. Mbah a Moute enters the game for J. Crawford,,93-89,,
0:21.0,A. Rivers enters the game for P. Pierce,,93-89,,
0:21.0,C. Paul makes free throw 2 of 2,1,94-89,,
0:10.0,,,94-89,,Turnover by J. Holiday (lost ball)
0:10.0,J. Crawford enters the game for L. Mbah a Moute,,94-89,,
0:10.0,P. Pierce enters the game for A. Rivers,,94-89,,
0:10.0,W. Johnson enters the game for D. Jordan,,94-89,,
0:08.0,,,94-89,,Personal take foul by E. Gordon (drawn by C. Paul)
0:08.0,C. Paul makes free throw 1 of 2,1,95-89,,
0:08.0,L. Mbah a Moute enters the game for J. Crawford,,95-89,,
0:08.0,A. Rivers enters the game for P. Pierce,,95-89,,
0:08.0,D. Jordan enters the game for W. Johnson,,95-89,,
0:08.0,C. Paul misses free throw 2 of 2,,95-89,,
0:07.0,,,95-89,,Defensive rebound by A. Davis
0:00.0,,,95-89,,T. Evans misses 3-pt shot from 26 ft
0:00.0,,,95-89,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
