time,New Orleans,pts.away,score,pts.home,Portland
3:20.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,86-97,,
3:20.0,,,86-97,,Shooting block foul by M. Plumlee (drawn by A. Davis)
3:20.0,A. Davis makes free throw 1 of 1,1,87-97,,
3:02.0,,,87-97,,M. Plumlee misses 2-pt shot from 5 ft (block by J. Holiday)
3:00.0,Defensive rebound by J. Holiday,,87-97,,
2:55.0,T. Evans makes 2-pt shot from 5 ft,2,89-97,,
2:36.0,,,89-97,,C. McCollum misses 2-pt shot from 1 ft
2:35.0,Defensive rebound by A. Davis,,89-97,,
2:32.0,Shooting foul by M. Plumlee (drawn by T. Evans),,89-97,,
2:32.0,T. Evans makes free throw 1 of 2,1,90-97,,
2:32.0,D. Cunningham enters the game for R. Anderson,,90-97,,
2:32.0,T. Evans misses free throw 2 of 2,,90-97,,
2:31.0,,,90-97,,Defensive rebound by A. Aminu
2:06.0,,,90-97,,A. Aminu misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by A. Davis,,90-97,,
1:54.0,T. Evans makes 2-pt shot from 1 ft,2,92-97,,
1:37.0,,,92-97,,Shooting foul by J. Holiday (drawn by D. Lillard)
1:37.0,,,92-98,1,D. Lillard makes free throw 1 of 2
1:37.0,,,92-99,1,D. Lillard makes free throw 2 of 2
1:37.0,New Orleans full timeout,,92-99,,
1:37.0,R. Anderson enters the game for D. Cunningham,,92-99,,
1:30.0,T. Evans makes 2-pt shot from 1 ft,2,94-99,,
1:30.0,Shooting foul by D. Lillard (drawn by T. Evans),,94-99,,
1:30.0,D. Cunningham enters the game for R. Anderson,,94-99,,
1:30.0,T. Evans makes free throw 1 of 1,1,95-99,,
1:08.0,,,95-99,,Shooting foul by T. Evans (drawn by C. McCollum)
1:08.0,R. Anderson enters the game for D. Cunningham,,95-99,,
1:08.0,,,95-100,1,C. McCollum makes free throw 1 of 2
1:08.0,,,95-101,1,C. McCollum makes free throw 2 of 2
0:54.0,A. Davis makes 2-pt shot from 1 ft (assist by T. Evans),2,97-101,,
0:33.0,,,97-101,,Offensive charge foul by M. Plumlee
0:33.0,,,97-101,,Turnover by M. Plumlee (offensive foul)
0:33.0,New Orleans full timeout,,97-101,,
0:27.0,R. Anderson misses 3-pt shot from 26 ft,,97-101,,
0:27.0,Offensive rebound by R. Anderson,,97-101,,
0:18.0,J. Holiday misses 3-pt shot from 24 ft (block by C. McCollum),,97-101,,
0:16.0,,,97-101,,Defensive rebound by C. McCollum
0:14.0,Personal take foul by T. Evans (drawn by D. Lillard),,97-101,,
0:14.0,,,97-102,1,D. Lillard makes free throw 1 of 2
0:14.0,,,97-103,1,D. Lillard makes free throw 2 of 2
0:14.0,New Orleans full timeout,,97-103,,
0:10.0,J. Holiday makes 2-pt shot at rim (assist by T. Evans),2,99-103,,
0:08.0,Personal take foul by J. Holiday (drawn by D. Lillard),,99-103,,
0:08.0,,,99-104,1,D. Lillard makes free throw 1 of 2
0:08.0,,,99-105,1,D. Lillard makes free throw 2 of 2
0:02.0,E. Gordon misses 3-pt shot from 23 ft,,99-105,,
0:01.0,Offensive rebound by T. Evans,,99-105,,
0:01.0,T. Evans makes 2-pt shot at rim,2,101-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
