time,New York,pts.away,score,pts.home,Milwaukee
7:13.0,,,8-10,,K. Middleton misses 2-pt shot from 9 ft
7:12.0,,,8-10,,Offensive rebound by K. Middleton
7:10.0,,,8-10,,K. Middleton misses 2-pt shot from 1 ft (block by C. Anthony)
7:10.0,,,8-10,,Offensive rebound by Team
7:04.0,,,8-12,2,O. Mayo makes 2-pt shot from 19 ft (assist by J. O'Bryant)
6:44.0,Turnover by L. Thomas (traveling),,8-12,,
6:26.0,,,8-14,2,G. Monroe makes 2-pt shot from 17 ft (assist by O. Mayo)
6:12.0,A. Afflalo makes 2-pt shot from 15 ft (assist by L. Thomas),2,10-14,,
5:58.0,,,10-14,,G. Monroe misses 2-pt shot from 7 ft
5:57.0,Defensive rebound by C. Anthony,,10-14,,
5:48.0,L. Thomas makes 3-pt shot from 23 ft (assist by J. Calderon),3,13-14,,
5:34.0,,,13-14,,O. Mayo misses 2-pt shot from 18 ft
5:33.0,Defensive rebound by C. Anthony,,13-14,,
5:17.0,R. Lopez misses 2-pt shot from 15 ft,,13-14,,
5:16.0,,,13-14,,Defensive rebound by O. Mayo
5:05.0,,,13-16,2,J. O'Bryant makes 2-pt shot from 5 ft
4:52.0,Turnover by R. Lopez (bad pass),,13-16,,
4:52.0,,,13-16,,Milwaukee full timeout
4:52.0,,,13-16,,M. Carter-Williams enters the game for O. Mayo
4:52.0,K. Seraphin enters the game for R. Lopez,,13-16,,
4:52.0,L. Galloway enters the game for J. Calderon,,13-16,,
4:35.0,,,13-16,,Shooting foul by K. Seraphin (drawn by G. Monroe)
4:35.0,,,13-17,1,G. Monroe makes free throw 1 of 2
4:35.0,,,13-18,1,G. Monroe makes free throw 2 of 2
4:13.0,K. Seraphin misses 2-pt shot from 6 ft,,13-18,,
4:12.0,,,13-18,,Defensive rebound by G. Monroe
4:04.0,,,13-20,2,M. Carter-Williams makes 2-pt shot from 6 ft
3:49.0,,,13-20,,Personal foul by K. Middleton (drawn by A. Afflalo)
3:49.0,K. Porzingis enters the game for L. Thomas,,13-20,,
3:42.0,Shooting foul by M. Carter-Williams (drawn by K. Porzingis),,13-20,,
3:42.0,K. Porzingis makes free throw 1 of 2,1,14-20,,
3:42.0,,,14-20,,J. Henson enters the game for G. Monroe
3:42.0,K. Porzingis makes free throw 2 of 2,1,15-20,,
3:25.0,,,15-20,,K. Middleton misses 2-pt shot from 17 ft
3:24.0,Defensive rebound by K. Porzingis,,15-20,,
3:09.0,C. Anthony misses 2-pt shot from 5 ft (block by M. Carter-Williams),,15-20,,
3:09.0,,,15-20,,Defensive rebound by Team
2:55.0,,,15-22,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Henson)
2:38.0,K. Porzingis makes 2-pt shot at rim (assist by K. Seraphin),2,17-22,,
2:24.0,,,17-22,,J. Henson misses 2-pt shot from 10 ft
2:23.0,Defensive rebound by L. Galloway,,17-22,,
2:14.0,C. Anthony makes 3-pt shot from 26 ft (assist by L. Galloway),3,20-22,,
2:00.0,,,20-22,,M. Carter-Williams misses 2-pt shot from 6 ft
1:58.0,,,20-22,,Offensive rebound by J. Henson
1:56.0,,,20-24,2,J. Henson makes 2-pt shot from 5 ft
1:39.0,,,20-24,,Personal foul by J. O'Bryant (drawn by C. Anthony)
1:39.0,New York full timeout,,20-24,,
1:39.0,,,20-24,,J. Parker enters the game for G. Antetokounmpo
1:39.0,J. Grant enters the game for A. Afflalo,,20-24,,
1:33.0,Offensive foul by J. Grant,,20-24,,
1:33.0,Turnover by J. Grant (offensive foul),,20-24,,
1:19.0,,,20-24,,Shooting foul by K. Porzingis (drawn by J. O'Bryant)
1:19.0,,,20-25,1,J. O'Bryant makes free throw 1 of 2
1:19.0,L. Thomas enters the game for K. Porzingis,,20-25,,
1:19.0,,,20-26,1,J. O'Bryant makes free throw 2 of 2
1:00.0,C. Anthony misses 2-pt shot from 1 ft,,20-26,,
0:59.0,,,20-26,,Defensive rebound by J. O'Bryant
0:52.0,,,20-26,,J. Henson misses 2-pt shot from 1 ft
0:50.0,Defensive rebound by J. Grant,,20-26,,
0:31.0,C. Anthony makes 2-pt shot from 1 ft,2,22-26,,
0:30.0,Violation by Team (delay of game),,22-26,,
0:21.0,,,22-28,2,M. Carter-Williams makes 2-pt shot from 4 ft
0:21.0,,,22-28,,Shooting foul by C. Anthony (drawn by M. Carter-Williams)
0:21.0,,,22-28,,R. Vaughn enters the game for K. Middleton
0:21.0,D. Williams enters the game for K. Seraphin,,22-28,,
0:21.0,,,22-29,1,M. Carter-Williams makes free throw 1 of 1
0:03.0,C. Anthony makes 2-pt shot from 8 ft (assist by J. Grant),2,24-29,,
0:02.0,,,24-29,,Turnover by J. Parker (bad pass; steal by L. Galloway)
0:01.0,L. Galloway misses 3-pt shot from 33 ft,,24-29,,
0:00.0,Offensive rebound by Team,,24-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Offensive foul by K. Seraphin,,24-29,,
11:45.0,Turnover by K. Seraphin (offensive foul),,24-29,,
11:37.0,,,24-29,,Turnover by M. Carter-Williams (traveling)
11:26.0,L. Thomas makes 2-pt shot from 14 ft (assist by K. Seraphin),2,26-29,,
11:15.0,,,26-29,,Shooting foul by J. Grant (drawn by M. Carter-Williams)
11:15.0,,,26-29,,M. Carter-Williams misses free throw 1 of 2
11:15.0,,,26-29,,Offensive rebound by Team
11:15.0,,,26-30,1,M. Carter-Williams makes free throw 2 of 2
11:01.0,J. Grant makes 2-pt shot from 18 ft,2,28-30,,
10:46.0,,,28-32,2,J. Parker makes 2-pt shot from 5 ft (assist by M. Carter-Williams)
10:29.0,D. Williams misses 2-pt shot from 11 ft,,28-32,,
10:28.0,,,28-32,,Defensive rebound by J. Henson
10:19.0,,,28-32,,M. Carter-Williams misses 2-pt shot from 18 ft
10:18.0,Defensive rebound by L. Galloway,,28-32,,
10:06.0,D. Williams makes 2-pt shot from 15 ft,2,30-32,,
9:50.0,,,30-34,2,J. Parker makes 2-pt shot from 17 ft (assist by M. Carter-Williams)
9:31.0,L. Thomas makes 2-pt shot from 1 ft (assist by K. Seraphin),2,32-34,,
9:19.0,,,32-34,,J. Henson misses 2-pt shot from 5 ft
9:18.0,Defensive rebound by L. Galloway,,32-34,,
9:09.0,L. Galloway misses 2-pt shot at rim,,32-34,,
9:07.0,,,32-34,,Defensive rebound by J. Henson
9:02.0,,,32-34,,R. Vaughn misses 3-pt shot from 22 ft
9:00.0,,,32-34,,Offensive rebound by Team
9:00.0,,,32-34,,G. Monroe enters the game for J. Henson
8:41.0,,,32-36,2,M. Carter-Williams makes 2-pt shot at rim
8:23.0,Shooting foul by R. Vaughn (drawn by J. Grant),,32-36,,
8:23.0,Official timeout,,32-36,,
8:23.0,,,32-36,,O. Mayo enters the game for J. O'Bryant
8:23.0,,,32-36,,G. Antetokounmpo enters the game for R. Vaughn
8:23.0,J. Grant misses free throw 1 of 2,,32-36,,
8:23.0,Offensive rebound by Team,,32-36,,
8:23.0,J. Grant makes free throw 2 of 2,1,33-36,,
8:08.0,Personal foul by L. Galloway (drawn by G. Antetokounmpo),,33-36,,
8:08.0,A. Afflalo enters the game for L. Galloway,,33-36,,
8:08.0,J. Calderon enters the game for J. Grant,,33-36,,
8:08.0,C. Anthony enters the game for D. Williams,,33-36,,
7:55.0,,,33-38,2,G. Monroe makes 2-pt shot from 13 ft (assist by O. Mayo)
7:39.0,K. Seraphin misses 2-pt shot from 5 ft,,33-38,,
7:37.0,,,33-38,,Defensive rebound by G. Monroe
7:22.0,,,33-38,,M. Carter-Williams misses 2-pt shot from 4 ft
7:20.0,Defensive rebound by K. Seraphin,,33-38,,
7:06.0,J. Calderon misses 3-pt shot from 29 ft,,33-38,,
7:05.0,,,33-38,,Defensive rebound by J. Parker
6:55.0,R. Lopez enters the game for K. Seraphin,,33-38,,
6:51.0,,,33-38,,O. Mayo misses 2-pt shot from 17 ft
6:50.0,Defensive rebound by C. Anthony,,33-38,,
6:42.0,C. Anthony makes 2-pt shot from 15 ft (assist by R. Lopez),2,35-38,,
6:26.0,,,35-40,2,J. Parker makes 2-pt shot at rim (assist by M. Carter-Williams)
6:04.0,C. Anthony misses 3-pt shot from 27 ft,,35-40,,
6:03.0,,,35-40,,Defensive rebound by G. Monroe
5:52.0,Personal foul by A. Afflalo (drawn by G. Antetokounmpo),,35-40,,
5:52.0,,,35-40,,Milwaukee full timeout
5:52.0,K. Porzingis enters the game for L. Thomas,,35-40,,
5:39.0,,,35-42,2,G. Monroe makes 2-pt shot from 16 ft (assist by G. Antetokounmpo)
5:14.0,J. Calderon misses 3-pt shot from 26 ft,,35-42,,
5:13.0,,,35-42,,Defensive rebound by J. Parker
5:04.0,,,35-42,,J. Parker misses 2-pt shot from 5 ft
5:03.0,Defensive rebound by R. Lopez,,35-42,,
4:49.0,Shooting foul by O. Mayo (drawn by A. Afflalo),,35-42,,
4:49.0,A. Afflalo misses free throw 1 of 2,,35-42,,
4:49.0,Offensive rebound by Team,,35-42,,
4:49.0,,,35-42,,K. Middleton enters the game for M. Carter-Williams
4:49.0,A. Afflalo makes free throw 2 of 2,1,36-42,,
4:35.0,,,36-44,2,O. Mayo makes 2-pt shot from 16 ft (assist by G. Antetokounmpo)
4:12.0,A. Afflalo makes 2-pt shot from 13 ft (assist by J. Calderon),2,38-44,,
3:45.0,,,38-44,,G. Monroe misses 2-pt shot from 2 ft
3:42.0,Defensive rebound by A. Afflalo,,38-44,,
3:36.0,A. Afflalo misses 3-pt shot from 25 ft,,38-44,,
3:33.0,Offensive rebound by K. Porzingis,,38-44,,
3:33.0,K. Porzingis makes 2-pt shot from 1 ft,2,40-44,,
3:24.0,,,40-44,,J. Parker misses 2-pt shot from 16 ft
3:23.0,Defensive rebound by J. Calderon,,40-44,,
3:07.0,K. Porzingis misses 3-pt shot from 26 ft,,40-44,,
3:06.0,,,40-44,,Defensive rebound by G. Monroe
2:46.0,,,40-44,,G. Monroe misses 2-pt shot from 5 ft
2:46.0,Defensive rebound by J. Calderon,,40-44,,
2:46.0,New York full timeout,,40-44,,
2:26.0,R. Lopez makes 2-pt shot from 2 ft,2,42-44,,
2:00.0,,,42-46,2,K. Middleton makes 2-pt shot from 12 ft (assist by G. Antetokounmpo)
1:44.0,Turnover by K. Porzingis (lost ball; steal by G. Monroe),,42-46,,
1:39.0,,,42-48,2,J. Parker makes 2-pt shot at rim (assist by K. Middleton)
1:20.0,Turnover by R. Lopez (lost ball; steal by G. Antetokounmpo),,42-48,,
1:18.0,,,42-48,,Shooting foul by C. Anthony (drawn by G. Antetokounmpo)
1:18.0,,,42-49,1,G. Antetokounmpo makes free throw 1 of 2
1:18.0,,,42-50,1,G. Antetokounmpo makes free throw 2 of 2
1:04.0,C. Anthony misses 2-pt shot at rim (block by G. Antetokounmpo),,42-50,,
1:01.0,Offensive rebound by K. Porzingis,,42-50,,
1:00.0,K. Porzingis makes 2-pt shot from 1 ft,2,44-50,,
0:48.0,,,44-50,,K. Middleton misses 2-pt shot from 5 ft
0:47.0,Defensive rebound by K. Porzingis,,44-50,,
0:43.0,,,44-50,,Personal foul by G. Monroe (drawn by J. Calderon)
0:40.0,C. Anthony makes 2-pt shot at rim (assist by J. Calderon),2,46-50,,
0:31.0,,,46-52,2,O. Mayo makes 2-pt shot from 17 ft
0:19.0,A. Afflalo makes 2-pt shot from 1 ft (assist by C. Anthony),2,48-52,,
0:02.0,,,48-52,,Turnover by O. Mayo (bad pass; steal by C. Anthony)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,C. Anthony misses 2-pt shot from 4 ft,,48-52,,
11:32.0,,,48-52,,Defensive rebound by G. Monroe
11:15.0,,,48-54,2,G. Monroe makes 2-pt shot at rim (assist by J. Parker)
11:01.0,Shooting foul by J. Parker (drawn by K. Porzingis),,48-54,,
11:01.0,K. Porzingis makes free throw 1 of 2,1,49-54,,
11:01.0,K. Porzingis makes free throw 2 of 2,1,50-54,,
10:37.0,,,50-56,2,G. Antetokounmpo makes 2-pt shot at rim
10:20.0,A. Afflalo misses 3-pt shot from 23 ft,,50-56,,
10:18.0,,,50-56,,Defensive rebound by G. Monroe
10:16.0,Personal take foul by K. Porzingis (drawn by J. Parker),,50-56,,
10:06.0,,,50-58,2,O. Mayo makes 2-pt shot from 3 ft (assist by G. Antetokounmpo)
9:58.0,Turnover by K. Porzingis (bad pass; steal by O. Mayo),,50-58,,
9:52.0,,,50-58,,O. Mayo misses 2-pt shot from 1 ft
9:49.0,Defensive rebound by J. Calderon,,50-58,,
9:45.0,J. Calderon makes 2-pt shot from 12 ft (assist by C. Anthony),2,52-58,,
9:24.0,,,52-60,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
9:12.0,Offensive foul by R. Lopez,,52-60,,
9:12.0,Turnover by R. Lopez (offensive foul),,52-60,,
9:04.0,,,52-60,,K. Middleton misses 2-pt shot from 16 ft
9:02.0,Defensive rebound by C. Anthony,,52-60,,
8:56.0,C. Anthony misses 3-pt shot from 24 ft,,52-60,,
8:55.0,,,52-60,,Defensive rebound by Team
8:37.0,,,52-63,3,K. Middleton makes 3-pt shot from 23 ft (assist by O. Mayo)
8:37.0,New York full timeout,,52-63,,
8:20.0,C. Anthony misses 2-pt shot at rim,,52-63,,
8:18.0,,,52-63,,Defensive rebound by G. Antetokounmpo
8:14.0,,,52-65,2,G. Antetokounmpo makes 2-pt shot at rim
7:57.0,K. Porzingis misses 2-pt shot from 4 ft,,52-65,,
7:57.0,Offensive rebound by Team,,52-65,,
7:57.0,Turnover by K. Porzingis (traveling),,52-65,,
7:57.0,Technical foul by Team,,52-65,,
7:57.0,,,52-66,1,K. Middleton makes technical free throw
7:50.0,,,52-68,2,O. Mayo makes 2-pt shot from 1 ft
7:45.0,Turnover by K. Porzingis (bad pass; steal by J. Parker),,52-68,,
7:42.0,,,52-68,,J. Parker misses 2-pt shot at rim
7:41.0,,,52-68,,Offensive rebound by J. Parker
7:41.0,,,52-70,2,J. Parker makes 2-pt shot at rim
7:19.0,A. Afflalo misses 2-pt shot from 20 ft,,52-70,,
7:18.0,,,52-70,,Defensive rebound by K. Middleton
7:11.0,,,52-72,2,J. Parker makes 2-pt shot from 7 ft
7:04.0,Technical foul by J. Calderon,,52-72,,
7:04.0,,,52-73,1,K. Middleton makes technical free throw
7:04.0,L. Galloway enters the game for C. Anthony,,52-73,,
7:04.0,J. Grant enters the game for K. Porzingis,,52-73,,
7:04.0,D. Williams enters the game for R. Lopez,,52-73,,
7:04.0,L. Thomas enters the game for A. Afflalo,,52-73,,
7:04.0,K. Seraphin enters the game for J. Calderon,,52-73,,
6:52.0,Shooting foul by G. Monroe (drawn by K. Seraphin),,52-73,,
6:52.0,K. Seraphin makes free throw 1 of 2,1,53-73,,
6:52.0,K. Seraphin misses free throw 2 of 2,,53-73,,
6:50.0,,,53-73,,Defensive rebound by G. Monroe
6:44.0,,,53-73,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by K. Seraphin)
6:41.0,Defensive rebound by K. Seraphin,,53-73,,
6:34.0,L. Galloway misses 3-pt shot from 23 ft,,53-73,,
6:33.0,Offensive rebound by K. Seraphin,,53-73,,
6:28.0,L. Thomas makes 3-pt shot from 24 ft (assist by L. Galloway),3,56-73,,
6:03.0,,,56-73,,G. Antetokounmpo misses 2-pt shot from 13 ft
6:02.0,Defensive rebound by L. Galloway,,56-73,,
5:54.0,D. Williams makes 3-pt shot from 23 ft (assist by J. Grant),3,59-73,,
5:54.0,,,59-73,,Milwaukee full timeout
5:54.0,,,59-73,,J. O'Bryant enters the game for J. Parker
5:34.0,,,59-73,,Turnover by G. Monroe (traveling)
5:27.0,Shooting foul by G. Antetokounmpo (drawn by L. Thomas),,59-73,,
5:27.0,L. Thomas misses free throw 1 of 2,,59-73,,
5:27.0,Offensive rebound by Team,,59-73,,
5:27.0,L. Thomas makes free throw 2 of 2,1,60-73,,
5:08.0,,,60-73,,K. Middleton misses 2-pt shot from 7 ft
5:06.0,,,60-73,,Offensive rebound by G. Antetokounmpo
5:06.0,,,60-73,,G. Antetokounmpo misses 2-pt shot from 1 ft
5:03.0,Defensive rebound by D. Williams,,60-73,,
5:00.0,,,60-73,,Personal block foul by O. Mayo (drawn by L. Thomas)
4:49.0,K. Seraphin misses 2-pt shot from 7 ft,,60-73,,
4:48.0,,,60-73,,Defensive rebound by O. Mayo
4:29.0,,,60-75,2,O. Mayo makes 2-pt shot from 18 ft (assist by J. O'Bryant)
4:22.0,Shooting foul by G. Antetokounmpo (drawn by J. Grant),,60-75,,
4:22.0,J. Grant makes free throw 1 of 2,1,61-75,,
4:22.0,,,61-75,,M. Carter-Williams enters the game for O. Mayo
4:22.0,J. Grant misses free throw 2 of 2,,61-75,,
4:21.0,,,61-75,,Defensive rebound by J. O'Bryant
3:55.0,,,61-75,,G. Antetokounmpo misses 3-pt shot from 22 ft
3:54.0,Defensive rebound by J. Grant,,61-75,,
3:41.0,D. Williams makes 2-pt shot from 14 ft (assist by L. Galloway),2,63-75,,
3:25.0,,,63-75,,G. Antetokounmpo misses 2-pt shot from 4 ft
3:24.0,,,63-75,,Offensive rebound by G. Monroe
3:24.0,,,63-75,,Shooting foul by L. Thomas (drawn by G. Antetokounmpo)
3:24.0,,,63-76,1,G. Antetokounmpo makes free throw 1 of 2
3:24.0,,,63-77,1,G. Antetokounmpo makes free throw 2 of 2
3:09.0,K. Seraphin misses 2-pt shot from 13 ft,,63-77,,
3:08.0,,,63-77,,Defensive rebound by G. Monroe
3:01.0,,,63-77,,Turnover by G. Antetokounmpo (traveling)
2:47.0,L. Galloway makes 2-pt shot from 19 ft (assist by K. Seraphin),2,65-77,,
2:34.0,,,65-77,,J. Parker enters the game for G. Antetokounmpo
2:34.0,,,65-77,,J. Henson enters the game for G. Monroe
2:28.0,,,65-79,2,J. O'Bryant makes 2-pt shot from 16 ft (assist by M. Carter-Williams)
2:22.0,,,65-79,,Personal foul by J. Henson (drawn by K. Seraphin)
2:22.0,K. Seraphin misses free throw 1 of 2,,65-79,,
2:22.0,Offensive rebound by Team,,65-79,,
2:22.0,K. Seraphin makes free throw 2 of 2,1,66-79,,
2:04.0,,,66-79,,J. Parker misses 2-pt shot from 19 ft
2:02.0,,,66-79,,Offensive rebound by J. O'Bryant
2:01.0,,,66-79,,Turnover by J. O'Bryant (lost ball)
1:54.0,Offensive foul by K. Seraphin,,66-79,,
1:54.0,Turnover by K. Seraphin (offensive foul),,66-79,,
1:33.0,,,66-79,,Turnover by J. O'Bryant (3 sec)
1:21.0,L. Thomas makes 2-pt shot at rim (assist by L. Galloway),2,68-79,,
1:21.0,Shooting foul by J. Henson (drawn by L. Thomas),,68-79,,
1:21.0,L. Thomas makes free throw 1 of 1,1,69-79,,
1:07.0,Personal foul by L. Galloway (drawn by K. Middleton),,69-79,,
0:59.0,,,69-79,,Shooting foul by D. Williams (drawn by J. Henson)
0:59.0,,,69-79,,J. Henson misses free throw 1 of 2
0:59.0,,,69-79,,Offensive rebound by Team
0:59.0,,,69-79,,J. Henson misses free throw 2 of 2
0:58.0,Defensive rebound by D. Williams,,69-79,,
0:52.0,D. Williams misses 2-pt shot at rim,,69-79,,
0:50.0,Offensive rebound by K. Seraphin,,69-79,,
0:47.0,L. Galloway misses 2-pt shot from 13 ft,,69-79,,
0:44.0,,,69-79,,Defensive rebound by J. Henson
0:40.0,,,69-81,2,M. Carter-Williams makes 2-pt shot from 4 ft
0:26.0,L. Thomas misses 2-pt shot from 10 ft,,69-81,,
0:24.0,,,69-81,,Defensive rebound by J. O'Bryant
0:01.0,,,69-81,,M. Carter-Williams misses 2-pt shot from 4 ft (block by K. Seraphin)
0:00.0,,,69-81,,Offensive rebound by M. Carter-Williams
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,69-83,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by O. Mayo)
11:15.0,L. Thomas misses 3-pt shot from 27 ft,,69-83,,
11:13.0,,,69-83,,Defensive rebound by M. Carter-Williams
11:02.0,,,69-83,,Turnover by J. Henson (traveling)
10:48.0,J. Grant misses 3-pt shot from 25 ft,,69-83,,
10:47.0,Offensive rebound by D. Williams,,69-83,,
10:44.0,D. Williams misses 3-pt shot from 23 ft,,69-83,,
10:43.0,,,69-83,,Defensive rebound by J. Parker
10:40.0,K. Porzingis enters the game for D. Williams,,69-83,,
10:40.0,J. Calderon enters the game for J. Grant,,69-83,,
10:33.0,,,69-83,,O. Mayo misses 2-pt shot from 13 ft
10:32.0,Defensive rebound by L. Galloway,,69-83,,
10:27.0,L. Thomas makes 2-pt shot from 1 ft,2,71-83,,
10:27.0,Shooting foul by J. Henson (drawn by L. Thomas),,71-83,,
10:27.0,L. Thomas makes free throw 1 of 1,1,72-83,,
10:14.0,,,72-83,,M. Carter-Williams misses 2-pt shot from 9 ft
10:13.0,Defensive rebound by L. Galloway,,72-83,,
10:04.0,Turnover by K. Porzingis (bad pass),,72-83,,
9:58.0,Personal foul by L. Galloway (drawn by M. Carter-Williams),,72-83,,
9:58.0,C. Anthony enters the game for K. Seraphin,,72-83,,
9:51.0,,,72-85,2,J. Parker makes 2-pt shot at rim (assist by J. Henson)
9:37.0,L. Thomas misses 2-pt shot from 4 ft,,72-85,,
9:36.0,,,72-85,,Defensive rebound by J. O'Bryant
9:33.0,,,72-85,,Shooting foul by K. Porzingis (drawn by J. Henson)
9:33.0,,,72-86,1,J. Henson makes free throw 1 of 2
9:33.0,,,72-86,,J. Henson misses free throw 2 of 2
9:32.0,Defensive rebound by K. Porzingis,,72-86,,
9:18.0,K. Porzingis makes 2-pt shot from 10 ft (assist by C. Anthony),2,74-86,,
9:04.0,,,74-86,,M. Carter-Williams misses 2-pt shot from 18 ft
9:02.0,,,74-86,,Offensive rebound by J. Henson
9:02.0,,,74-86,,J. Henson misses 2-pt shot from 1 ft
9:00.0,,,74-86,,Offensive rebound by J. Henson
8:50.0,,,74-86,,J. O'Bryant misses 2-pt shot from 16 ft
8:50.0,Defensive rebound by Team,,74-86,,
8:50.0,,,74-86,,Loose ball foul by J. Henson (drawn by K. Porzingis)
8:50.0,Official timeout,,74-86,,
8:50.0,A. Afflalo enters the game for L. Thomas,,74-86,,
8:30.0,A. Afflalo misses 2-pt shot from 7 ft (block by J. Henson),,74-86,,
8:28.0,Offensive rebound by K. Porzingis,,74-86,,
8:25.0,C. Anthony makes 3-pt shot from 25 ft (assist by K. Porzingis),3,77-86,,
8:11.0,,,77-86,,Shooting foul by K. Porzingis (drawn by J. Henson)
8:11.0,,,77-87,1,J. Henson makes free throw 1 of 2
8:11.0,,,77-87,,J. Henson misses free throw 2 of 2
8:09.0,Defensive rebound by K. Porzingis,,77-87,,
7:54.0,C. Anthony misses 3-pt shot from 22 ft,,77-87,,
7:53.0,,,77-87,,Defensive rebound by M. Carter-Williams
7:39.0,,,77-87,,M. Carter-Williams misses 2-pt shot from 6 ft
7:39.0,,,77-87,,Offensive rebound by Team
7:39.0,Loose ball foul by A. Afflalo (drawn by J. O'Bryant),,77-87,,
7:25.0,,,77-89,2,O. Mayo makes 2-pt shot from 17 ft
7:02.0,C. Anthony misses 2-pt shot from 9 ft,,77-89,,
7:01.0,,,77-89,,Defensive rebound by O. Mayo
6:45.0,,,77-89,,J. Parker misses 2-pt shot from 10 ft
6:44.0,,,77-89,,Offensive rebound by J. Henson
6:44.0,,,77-89,,J. Henson misses 2-pt shot at rim
6:43.0,Defensive rebound by C. Anthony,,77-89,,
6:34.0,Turnover by C. Anthony (bad pass; steal by J. Parker),,77-89,,
6:31.0,,,77-89,,Turnover by J. O'Bryant (bad pass; steal by L. Galloway)
6:30.0,Shooting foul by J. O'Bryant (drawn by C. Anthony),,77-89,,
6:30.0,C. Anthony makes free throw 1 of 2,1,78-89,,
6:30.0,,,78-89,,G. Monroe enters the game for J. Henson
6:30.0,,,78-89,,G. Antetokounmpo enters the game for J. O'Bryant
6:30.0,R. Lopez enters the game for K. Porzingis,,78-89,,
6:30.0,C. Anthony makes free throw 2 of 2,1,79-89,,
6:13.0,,,79-91,2,G. Antetokounmpo makes 2-pt shot from 4 ft (assist by J. Parker)
5:58.0,,,79-91,,Personal foul by O. Mayo (drawn by R. Lopez)
5:58.0,,,79-91,,Milwaukee full timeout
