time,Utah,pts.away,score,pts.home,Oklahoma City
6:38.0,,,8-14,,Defensive rebound by A. Roberson
6:29.0,,,8-14,,R. Westbrook misses 2-pt shot from 1 ft
6:29.0,Defensive rebound by S. Mack,,8-14,,
6:27.0,Turnover by S. Mack (lost ball; steal by R. Westbrook),,8-14,,
6:27.0,,,8-16,2,R. Westbrook makes 2-pt shot at rim
6:27.0,,,8-16,,Shooting foul by D. Favors (drawn by R. Westbrook)
6:27.0,,,8-17,1,R. Westbrook makes free throw 1 of 1
6:12.0,R. Hood makes 3-pt shot from 24 ft (assist by T. Booker),3,11-17,,
6:12.0,Shooting foul by S. Ibaka (drawn by R. Hood),,11-17,,
6:12.0,,,11-17,,E. Kanter enters the game for S. Adams
6:12.0,,,11-17,,D. Waiters enters the game for K. Durant
6:12.0,R. Hood makes free throw 1 of 1,1,12-17,,
5:55.0,,,12-17,,R. Westbrook misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by R. Hood,,12-17,,
5:46.0,Turnover by G. Hayward (lost ball; steal by D. Waiters),,12-17,,
5:32.0,,,12-17,,Turnover by R. Westbrook (bad pass)
5:06.0,G. Hayward misses 3-pt shot from 25 ft,,12-17,,
5:06.0,,,12-17,,Defensive rebound by R. Westbrook
4:59.0,,,12-19,2,D. Waiters makes 2-pt shot from 17 ft (assist by R. Westbrook)
4:42.0,Turnover by S. Mack (lost ball; steal by D. Waiters),,12-19,,
4:35.0,,,12-19,,E. Kanter misses 2-pt shot from 10 ft
4:35.0,,,12-19,,Offensive rebound by S. Ibaka
4:27.0,,,12-22,3,R. Westbrook makes 3-pt shot from 24 ft (assist by D. Waiters)
4:02.0,T. Booker misses 3-pt shot from 23 ft,,12-22,,
4:02.0,,,12-22,,Defensive rebound by A. Roberson
3:54.0,,,12-22,,R. Westbrook misses 2-pt shot from 14 ft
3:54.0,Defensive rebound by S. Mack,,12-22,,
3:40.0,T. Booker makes 3-pt shot from 22 ft (assist by S. Mack),3,15-22,,
3:22.0,,,15-22,,D. Waiters misses 2-pt shot from 18 ft
3:21.0,Defensive rebound by G. Hayward,,15-22,,
3:08.0,,,15-22,,K. Durant enters the game for S. Ibaka
3:08.0,,,15-22,,C. Payne enters the game for A. Roberson
3:08.0,,,15-22,,R. Foye enters the game for R. Westbrook
3:08.0,T. Lyles enters the game for R. Hood,,15-22,,
3:08.0,J. Ingles enters the game for T. Booker,,15-22,,
2:59.0,G. Hayward makes 2-pt shot from 7 ft,2,17-22,,
2:40.0,,,17-22,,Turnover by K. Durant (lost ball; steal by S. Mack)
2:36.0,S. Mack makes 2-pt shot from 1 ft (assist by G. Hayward),2,19-22,,
2:22.0,,,19-24,2,D. Waiters makes 2-pt shot from 1 ft (assist by K. Durant)
2:04.0,T. Lyles makes 2-pt shot from 10 ft (assist by G. Hayward),2,21-24,,
1:49.0,Personal foul by S. Mack,,21-24,,
1:49.0,,,21-24,,Oklahoma City full timeout
1:49.0,R. Neto enters the game for S. Mack,,21-24,,
1:37.0,,,21-24,,E. Kanter misses 2-pt shot from 2 ft (block by T. Lyles)
1:36.0,Defensive rebound by G. Hayward,,21-24,,
1:19.0,D. Favors makes 2-pt shot from 1 ft (assist by G. Hayward),2,23-24,,
0:54.0,,,23-24,,K. Durant misses 2-pt shot from 16 ft
0:54.0,,,23-24,,Offensive rebound by E. Kanter
0:51.0,,,23-26,2,K. Durant makes 2-pt shot at rim
0:51.0,,,23-26,,E. Kanter misses 2-pt shot from 1 ft
0:51.0,,,23-26,,Offensive rebound by K. Durant
0:34.0,Offensive foul by D. Favors,,23-26,,
0:34.0,Turnover by D. Favors (offensive foul),,23-26,,
0:34.0,R. Gobert enters the game for D. Favors,,23-26,,
0:25.0,,,23-26,,Turnover by R. Foye (bad pass)
0:06.0,,,23-26,,Personal block foul by D. Waiters
0:00.0,T. Lyles misses 3-pt shot from 24 ft,,23-26,,
0:00.0,Offensive rebound by Team,,23-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Def 3 sec tech foul by R. Gobert,,23-26,,
11:44.0,,,23-27,1,K. Durant makes technical free throw
11:36.0,,,23-27,,E. Kanter misses 2-pt shot from 1 ft
11:35.0,Defensive rebound by R. Gobert,,23-27,,
11:13.0,T. Lyles makes 2-pt shot from 6 ft,2,25-27,,
11:00.0,,,25-29,2,C. Payne makes 2-pt shot from 1 ft
10:37.0,R. Neto makes 3-pt shot from 22 ft (assist by R. Hood),3,28-29,,
10:23.0,,,28-29,,E. Kanter misses 2-pt shot from 13 ft
10:22.0,Defensive rebound by J. Ingles,,28-29,,
10:07.0,Offensive foul by R. Gobert,,28-29,,
10:07.0,Turnover by R. Gobert (offensive foul),,28-29,,
10:07.0,T. Booker enters the game for R. Gobert,,28-29,,
9:53.0,,,28-32,3,R. Foye makes 3-pt shot from 23 ft (assist by K. Durant)
9:38.0,Shooting foul by E. Kanter (drawn by T. Booker),,28-32,,
9:38.0,T. Booker misses free throw 1 of 2,,28-32,,
9:38.0,Offensive rebound by Team,,28-32,,
9:38.0,,,28-32,,S. Adams enters the game for E. Kanter
9:38.0,T. Booker misses free throw 2 of 2,,28-32,,
9:38.0,,,28-32,,Defensive rebound by K. Durant
9:27.0,,,28-32,,Turnover by C. Payne (bad pass)
9:10.0,Turnover by J. Ingles (lost ball; steal by R. Foye),,28-32,,
9:07.0,,,28-32,,Shooting foul by R. Hood (drawn by R. Foye)
9:07.0,,,28-33,1,R. Foye makes free throw 1 of 2
9:07.0,J. Withey enters the game for T. Lyles,,28-33,,
9:07.0,,,28-33,,R. Westbrook enters the game for C. Payne
9:07.0,,,28-33,,S. Ibaka enters the game for K. Durant
9:07.0,,,28-33,,R. Foye misses free throw 2 of 2
9:07.0,Defensive rebound by J. Ingles,,28-33,,
8:46.0,R. Hood misses 3-pt shot from 22 ft,,28-33,,
8:45.0,,,28-33,,Defensive rebound by R. Westbrook
8:32.0,,,28-33,,R. Foye misses 3-pt shot from 22 ft
8:32.0,,,28-33,,Offensive rebound by Team
8:32.0,Loose ball foul by J. Withey,,28-33,,
8:32.0,Official timeout,,28-33,,
8:32.0,T. Lyles enters the game for T. Booker,,28-33,,
8:32.0,C. Johnson enters the game for J. Ingles,,28-33,,
8:26.0,,,28-35,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
7:58.0,C. Johnson misses 3-pt shot from 23 ft,,28-35,,
7:57.0,,,28-35,,Defensive rebound by S. Adams
7:47.0,,,28-35,,R. Westbrook misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by T. Lyles,,28-35,,
7:27.0,R. Neto makes 2-pt shot from 1 ft,2,30-35,,
7:02.0,,,30-35,,S. Adams misses 2-pt shot from 4 ft
7:01.0,,,30-35,,Offensive rebound by R. Westbrook
7:01.0,,,30-37,2,R. Westbrook makes 2-pt shot from 3 ft
6:37.0,T. Lyles misses 2-pt shot from 9 ft,,30-37,,
6:36.0,Offensive rebound by J. Withey,,30-37,,
6:36.0,J. Withey makes 2-pt shot from 2 ft,2,32-37,,
6:10.0,,,32-37,,D. Waiters misses 3-pt shot from 25 ft
6:10.0,,,32-37,,Offensive rebound by S. Adams
6:02.0,,,32-37,,S. Adams misses 2-pt shot at rim
6:00.0,,,32-37,,Offensive rebound by D. Waiters
6:00.0,,,32-37,,D. Waiters misses 2-pt shot at rim
6:00.0,Defensive rebound by R. Neto,,32-37,,
5:41.0,Turnover by R. Hood (lost ball; steal by R. Westbrook),,32-37,,
5:37.0,,,32-37,,R. Westbrook misses 2-pt shot from 1 ft
5:36.0,Defensive rebound by R. Hood,,32-37,,
5:28.0,J. Withey makes 2-pt shot at rim (assist by T. Lyles),2,34-37,,
5:21.0,,,34-37,,Oklahoma City full timeout
5:20.0,,,34-37,,K. Durant enters the game for D. Waiters
5:20.0,,,34-37,,A. Morrow enters the game for R. Foye
5:20.0,S. Mack enters the game for R. Neto,,34-37,,
5:11.0,,,34-37,,Turnover by R. Westbrook (lost ball; steal by J. Withey)
4:55.0,R. Hood misses 2-pt shot from 17 ft,,34-37,,
4:54.0,,,34-37,,Defensive rebound by S. Adams
4:42.0,,,34-39,2,S. Adams makes 2-pt shot at rim (assist by A. Morrow)
4:14.0,R. Hood misses 3-pt shot from 24 ft,,34-39,,
4:14.0,Offensive rebound by J. Withey,,34-39,,
4:04.0,T. Lyles makes 2-pt shot at rim,2,36-39,,
3:46.0,,,36-41,2,K. Durant makes 2-pt shot from 17 ft
3:43.0,Utah full timeout,,36-41,,
3:43.0,D. Favors enters the game for J. Withey,,36-41,,
3:43.0,G. Hayward enters the game for R. Hood,,36-41,,
3:26.0,T. Lyles misses 3-pt shot from 24 ft,,36-41,,
3:25.0,,,36-41,,Defensive rebound by K. Durant
3:15.0,Personal foul by S. Mack,,36-41,,
3:10.0,,,36-41,,R. Westbrook misses 2-pt shot from 2 ft
3:09.0,Defensive rebound by T. Lyles,,36-41,,
2:54.0,Turnover by D. Favors (lost ball),,36-41,,
2:41.0,,,36-41,,S. Ibaka misses 3-pt shot from 23 ft
2:41.0,Defensive rebound by C. Johnson,,36-41,,
2:24.0,S. Mack misses 2-pt shot from 3 ft (block by A. Morrow),,36-41,,
2:24.0,Offensive rebound by Team,,36-41,,
2:24.0,T. Booker enters the game for T. Lyles,,36-41,,
2:24.0,R. Hood enters the game for C. Johnson,,36-41,,
2:17.0,S. Mack misses 3-pt shot from 24 ft,,36-41,,
2:16.0,,,36-41,,Defensive rebound by R. Westbrook
2:11.0,,,36-41,,Shooting foul by G. Hayward (drawn by R. Westbrook)
2:11.0,,,36-41,,R. Westbrook misses free throw 1 of 2
2:11.0,,,36-41,,Offensive rebound by Team
2:11.0,,,36-41,,A. Roberson enters the game for A. Morrow
2:11.0,,,36-42,1,R. Westbrook makes free throw 2 of 2
1:50.0,Turnover by G. Hayward (lost ball; steal by R. Westbrook),,36-42,,
1:47.0,,,36-44,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
1:45.0,Utah full timeout,,36-44,,
1:25.0,S. Mack misses 2-pt shot from 10 ft,,36-44,,
1:24.0,,,36-44,,Defensive rebound by S. Ibaka
1:16.0,,,36-46,2,S. Adams makes 2-pt shot at rim (assist by K. Durant)
0:59.0,R. Hood makes 3-pt shot from 22 ft (assist by S. Mack),3,39-46,,
0:48.0,,,39-48,2,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook)
0:28.0,Turnover by S. Mack (lost ball; steal by S. Ibaka),,39-48,,
0:25.0,,,39-50,2,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Ibaka)
0:06.0,,,39-50,,Personal take foul by R. Westbrook
0:01.0,R. Hood misses 2-pt shot from 13 ft,,39-50,,
0:00.0,Offensive rebound by T. Booker,,39-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,39-52,2,K. Durant makes 2-pt shot from 18 ft (assist by R. Westbrook)
11:29.0,S. Mack misses 3-pt shot from 25 ft,,39-52,,
11:28.0,,,39-52,,Defensive rebound by K. Durant
11:20.0,,,39-52,,S. Adams misses 2-pt shot from 1 ft
11:19.0,,,39-52,,Offensive rebound by S. Adams
11:19.0,,,39-54,2,S. Adams makes 2-pt shot from 1 ft
11:07.0,D. Favors misses 2-pt shot from 10 ft,,39-54,,
11:06.0,,,39-54,,Defensive rebound by R. Westbrook
10:58.0,,,39-54,,S. Adams misses 2-pt shot from 2 ft (block by R. Gobert)
10:58.0,,,39-54,,Offensive rebound by Team
10:53.0,,,39-54,,Turnover by S. Ibaka (bad pass)
10:28.0,G. Hayward misses 2-pt shot from 3 ft (block by A. Roberson),,39-54,,
10:27.0,,,39-54,,Defensive rebound by S. Adams
10:18.0,,,39-54,,Turnover by K. Durant (lost ball; steal by S. Mack)
10:07.0,,,39-54,,Violation by K. Durant (kicked ball)
9:57.0,D. Favors misses 2-pt shot from 15 ft,,39-54,,
9:56.0,,,39-54,,Defensive rebound by S. Ibaka
9:43.0,,,39-56,2,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook)
9:25.0,R. Hood misses 3-pt shot from 25 ft,,39-56,,
9:24.0,,,39-56,,Defensive rebound by S. Adams
9:19.0,Personal foul by S. Mack,,39-56,,
9:09.0,,,39-56,,Turnover by S. Adams (3 sec)
8:49.0,S. Mack misses 3-pt shot from 22 ft,,39-56,,
8:49.0,,,39-56,,Defensive rebound by K. Durant
8:44.0,,,39-58,2,R. Westbrook makes 2-pt shot at rim (assist by K. Durant)
8:44.0,Utah full timeout,,39-58,,
8:28.0,Turnover by G. Hayward (lost ball; steal by S. Ibaka),,39-58,,
8:22.0,,,39-60,2,S. Adams makes 2-pt shot from 1 ft (assist by S. Ibaka)
8:13.0,Turnover by D. Favors (lost ball; steal by K. Durant),,39-60,,
8:08.0,,,39-62,2,A. Roberson makes 2-pt shot at rim (assist by K. Durant)
7:53.0,D. Favors makes 2-pt shot at rim,2,41-62,,
7:53.0,Shooting foul by S. Ibaka (drawn by D. Favors),,41-62,,
7:53.0,D. Favors makes free throw 1 of 1,1,42-62,,
7:40.0,,,42-65,3,S. Ibaka makes 3-pt shot from 25 ft (assist by R. Westbrook)
7:18.0,G. Hayward misses 3-pt shot from 25 ft,,42-65,,
7:18.0,Offensive rebound by R. Gobert,,42-65,,
7:16.0,R. Gobert makes 2-pt shot at rim,2,44-65,,
6:55.0,,,44-65,,Turnover by K. Durant (lost ball; steal by S. Mack)
6:51.0,G. Hayward makes 2-pt shot at rim (assist by S. Mack),2,46-65,,
6:30.0,,,46-67,2,K. Durant makes 2-pt shot from 16 ft (assist by R. Westbrook)
6:10.0,D. Favors misses 2-pt shot from 19 ft,,46-67,,
6:10.0,,,46-67,,Defensive rebound by S. Adams
5:55.0,,,46-67,,Turnover by K. Durant (lost ball; steal by D. Favors)
5:51.0,S. Mack makes 2-pt shot from 1 ft (assist by G. Hayward),2,48-67,,
5:36.0,,,48-67,,R. Westbrook misses 2-pt shot from 16 ft
5:35.0,Defensive rebound by R. Gobert,,48-67,,
5:18.0,R. Hood makes 2-pt shot from 5 ft (assist by G. Hayward),2,50-67,,
5:12.0,,,50-67,,Oklahoma City full timeout
5:11.0,,,50-67,,D. Waiters enters the game for K. Durant
5:11.0,,,50-67,,R. Foye enters the game for S. Adams
5:11.0,,,50-67,,E. Kanter enters the game for A. Roberson
5:11.0,T. Booker enters the game for G. Hayward,,50-67,,
5:11.0,R. Neto enters the game for D. Favors,,50-67,,
5:11.0,J. Ingles enters the game for S. Mack,,50-67,,
4:54.0,,,50-67,,D. Waiters misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by R. Neto,,50-67,,
4:35.0,R. Hood makes 2-pt shot from 5 ft,2,52-67,,
4:08.0,,,52-67,,D. Waiters misses 3-pt shot from 25 ft
4:07.0,,,52-67,,Offensive rebound by E. Kanter
3:53.0,,,52-67,,R. Westbrook misses 2-pt shot from 14 ft
3:52.0,,,52-67,,Offensive rebound by Team
3:52.0,Loose ball foul by T. Booker,,52-67,,
3:44.0,,,52-67,,Shooting foul by J. Ingles (drawn by E. Kanter)
3:44.0,,,52-68,1,E. Kanter makes free throw 1 of 2
3:44.0,,,52-68,,E. Kanter misses free throw 2 of 2
3:43.0,Defensive rebound by R. Gobert,,52-68,,
3:24.0,T. Booker makes 2-pt shot from 7 ft,2,54-68,,
3:09.0,,,54-68,,S. Ibaka misses 3-pt shot from 24 ft
3:08.0,Defensive rebound by R. Gobert,,54-68,,
2:51.0,R. Gobert misses 2-pt shot at rim (block by S. Ibaka),,54-68,,
2:50.0,,,54-68,,Defensive rebound by R. Westbrook
2:44.0,,,54-68,,K. Durant enters the game for S. Ibaka
2:44.0,,,54-68,,C. Payne enters the game for R. Westbrook
2:44.0,C. Johnson enters the game for R. Hood,,54-68,,
2:39.0,,,54-68,,D. Waiters misses 2-pt shot from 1 ft
2:38.0,Defensive rebound by R. Gobert,,54-68,,
2:27.0,Shooting foul by E. Kanter (drawn by R. Gobert),,54-68,,
2:27.0,R. Gobert makes free throw 1 of 2,1,55-68,,
2:27.0,R. Gobert makes free throw 2 of 2,1,56-68,,
2:12.0,Personal foul by T. Booker,,56-68,,
1:59.0,,,56-71,3,C. Payne makes 3-pt shot from 22 ft (assist by R. Foye)
1:44.0,J. Ingles misses 3-pt shot from 22 ft,,56-71,,
1:44.0,,,56-71,,Defensive rebound by K. Durant
1:39.0,T. Lyles enters the game for T. Booker,,56-71,,
1:35.0,,,56-71,,K. Durant misses 2-pt shot from 16 ft
1:35.0,,,56-71,,Offensive rebound by E. Kanter
1:33.0,,,56-71,,Shooting foul by T. Lyles (drawn by E. Kanter)
1:33.0,,,56-72,1,E. Kanter makes free throw 1 of 2
1:33.0,,,56-73,1,E. Kanter makes free throw 2 of 2
1:21.0,Shooting foul by R. Foye (drawn by C. Johnson),,56-73,,
1:21.0,C. Johnson makes free throw 1 of 2,1,57-73,,
1:21.0,C. Johnson makes free throw 2 of 2,1,58-73,,
1:16.0,,,58-73,,Turnover by R. Foye (lost ball; steal by C. Johnson)
1:12.0,C. Johnson makes 2-pt shot at rim,2,60-73,,
1:02.0,Personal foul by T. Lyles,,60-73,,
1:02.0,,,60-74,1,K. Durant makes free throw 1 of 2
1:02.0,,,60-74,,K. Durant misses free throw 2 of 2
1:02.0,Defensive rebound by J. Ingles,,60-74,,
0:53.0,,,60-74,,Personal block foul by E. Kanter
0:53.0,R. Neto misses free throw 1 of 2,,60-74,,
0:53.0,Offensive rebound by Team,,60-74,,
0:53.0,R. Neto misses free throw 2 of 2,,60-74,,
0:53.0,Offensive rebound by T. Lyles,,60-74,,
0:42.0,Turnover by R. Neto (lost ball; steal by D. Waiters),,60-74,,
0:39.0,,,60-76,2,D. Waiters makes 2-pt shot at rim (assist by K. Durant)
0:33.0,Turnover by R. Neto (lost ball; steal by K. Durant),,60-76,,
0:29.0,,,60-78,2,D. Waiters makes 2-pt shot from 1 ft (assist by K. Durant)
0:08.0,T. Lyles misses 2-pt shot from 7 ft,,60-78,,
0:08.0,,,60-78,,Defensive rebound by D. Waiters
0:07.0,Personal foul by C. Johnson,,60-78,,
0:07.0,,,60-78,,D. Waiters misses free throw 1 of 2
0:07.0,,,60-78,,Offensive rebound by Team
0:07.0,,,60-78,,D. Waiters misses free throw 2 of 2
0:07.0,Defensive rebound by Team,,60-78,,
0:06.0,,,60-78,,Loose ball foul by E. Kanter
0:06.0,R. Gobert misses free throw 1 of 2,,60-78,,
0:06.0,Offensive rebound by Team,,60-78,,
0:06.0,R. Gobert misses free throw 2 of 2,,60-78,,
0:06.0,,,60-78,,Defensive rebound by E. Kanter
0:00.0,,,60-81,3,K. Durant makes 3-pt shot from 24 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,60-81,,Personal foul by C. Payne
11:35.0,J. Withey misses 2-pt shot from 6 ft,,60-81,,
11:34.0,,,60-81,,Defensive rebound by C. Payne
11:23.0,,,60-83,2,C. Payne makes 2-pt shot from 10 ft
11:23.0,,,60-83,,Shooting foul by T. Burke (drawn by C. Payne)
11:23.0,,,60-84,1,C. Payne makes free throw 1 of 1
11:05.0,J. Ingles misses 3-pt shot from 22 ft,,60-84,,
11:04.0,Offensive rebound by J. Ingles,,60-84,,
11:00.0,T. Burke misses 3-pt shot from 26 ft,,60-84,,
11:00.0,,,60-84,,Defensive rebound by K. Durant
10:53.0,,,60-84,,K. Durant misses 3-pt shot from 24 ft
10:52.0,Defensive rebound by J. Ingles,,60-84,,
10:48.0,Turnover by J. Ingles (bad pass),,60-84,,
10:32.0,,,60-86,2,E. Kanter makes 2-pt shot at rim (assist by C. Payne)
10:32.0,,,60-86,,Shooting foul by J. Withey (drawn by E. Kanter)
10:32.0,,,60-87,1,E. Kanter makes free throw 1 of 1
10:18.0,T. Burke misses 2-pt shot from 4 ft,,60-87,,
10:17.0,Offensive rebound by J. Withey,,60-87,,
10:17.0,J. Withey makes 2-pt shot at rim,2,62-87,,
10:06.0,,,62-89,2,E. Kanter makes 2-pt shot at rim (assist by K. Durant)
9:50.0,T. Lyles misses 2-pt shot from 18 ft,,62-89,,
9:49.0,,,62-89,,Defensive rebound by E. Kanter
9:33.0,,,62-89,,K. Durant misses 3-pt shot from 24 ft
9:33.0,Defensive rebound by T. Burke,,62-89,,
9:20.0,T. Burke misses 3-pt shot from 26 ft,,62-89,,
9:20.0,,,62-89,,Defensive rebound by E. Kanter
9:10.0,,,62-91,2,E. Kanter makes 2-pt shot from 1 ft (assist by D. Waiters)
9:10.0,Utah full timeout,,62-91,,
9:10.0,S. Mack enters the game for J. Ingles,,62-91,,
9:10.0,T. Booker enters the game for C. Johnson,,62-91,,
8:50.0,T. Lyles misses 2-pt shot from 1 ft (block by K. Durant),,62-91,,
8:49.0,Offensive rebound by T. Booker,,62-91,,
8:46.0,T. Booker misses 2-pt shot at rim,,62-91,,
8:45.0,Offensive rebound by T. Booker,,62-91,,
8:45.0,T. Booker makes 2-pt shot at rim,2,64-91,,
8:35.0,Personal foul by T. Booker,,64-91,,
8:35.0,,,64-91,,A. Roberson enters the game for K. Durant
8:20.0,,,64-93,2,R. Foye makes 2-pt shot from 2 ft
8:08.0,T. Burke makes 2-pt shot from 1 ft,2,66-93,,
7:58.0,,,66-93,,Turnover by D. Waiters (bad pass)
7:58.0,C. Johnson enters the game for T. Booker,,66-93,,
7:48.0,T. Burke makes 2-pt shot at rim,2,68-93,,
7:48.0,Shooting foul by C. Payne (drawn by T. Burke),,68-93,,
7:48.0,T. Burke makes free throw 1 of 1,1,69-93,,
7:31.0,,,69-93,,D. Waiters misses 2-pt shot from 2 ft
7:31.0,,,69-93,,Offensive rebound by E. Kanter
7:29.0,,,69-95,2,E. Kanter makes 2-pt shot from 2 ft
7:19.0,T. Burke makes 2-pt shot from 1 ft,2,71-95,,
7:05.0,,,71-95,,A. Roberson misses 2-pt shot from 1 ft (block by J. Withey)
7:05.0,,,71-95,,Offensive rebound by Team
7:05.0,R. Neto enters the game for S. Mack,,71-95,,
7:00.0,,,71-97,2,E. Kanter makes 2-pt shot at rim
6:36.0,T. Lyles makes 2-pt shot from 4 ft (assist by R. Neto),2,73-97,,
6:13.0,,,73-99,2,D. Waiters makes 2-pt shot from 14 ft
5:56.0,J. Withey misses 2-pt shot from 18 ft,,73-99,,
5:56.0,,,73-99,,Defensive rebound by A. Roberson
5:40.0,,,73-101,2,D. Waiters makes 2-pt shot from 15 ft (assist by R. Foye)
5:25.0,T. Burke misses 2-pt shot from 12 ft,,73-101,,
5:25.0,,,73-101,,Defensive rebound by A. Roberson
5:19.0,,,73-101,,R. Foye misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by J. Withey,,73-101,,
5:11.0,T. Burke makes 2-pt shot at rim,2,75-101,,
4:55.0,,,75-101,,D. Waiters misses 2-pt shot from 17 ft
4:54.0,Defensive rebound by J. Withey,,75-101,,
4:49.0,Shooting foul by D. Waiters (drawn by T. Burke),,75-101,,
4:49.0,Official timeout,,75-101,,
4:49.0,,,75-101,,J. Huestis enters the game for A. Roberson
4:49.0,,,75-101,,A. Morrow enters the game for D. Waiters
4:49.0,J. Ingles enters the game for C. Johnson,,75-101,,
4:49.0,T. Burke misses free throw 1 of 2,,75-101,,
4:49.0,Offensive rebound by Team,,75-101,,
4:49.0,T. Burke makes free throw 2 of 2,1,76-101,,
4:27.0,,,76-103,2,A. Morrow makes 2-pt shot from 8 ft
4:09.0,Shooting foul by J. Huestis (drawn by T. Burke),,76-103,,
4:09.0,T. Burke makes free throw 1 of 2,1,77-103,,
4:09.0,,,77-103,,N. Mohammed enters the game for E. Kanter
4:09.0,,,77-103,,D. Waiters enters the game for R. Foye
4:09.0,T. Burke makes free throw 2 of 2,1,78-103,,
3:44.0,,,78-103,,A. Morrow misses 3-pt shot from 26 ft
3:44.0,,,78-103,,Offensive rebound by Team
3:43.0,,,78-103,,Turnover by Team (shot clock)
3:22.0,Turnover by T. Lyles (traveling),,78-103,,
3:11.0,,,78-103,,Shooting foul by R. Neto (drawn by N. Mohammed)
3:11.0,,,78-104,1,N. Mohammed makes free throw 1 of 2
3:11.0,,,78-105,1,N. Mohammed makes free throw 2 of 2
2:57.0,T. Lyles makes 2-pt shot from 3 ft (assist by J. Ingles),2,80-105,,
2:43.0,,,80-105,,Shooting foul by J. Withey (drawn by J. Huestis)
2:43.0,,,80-105,,Oklahoma City full timeout
2:43.0,,,80-105,,J. Huestis misses free throw 1 of 2
2:43.0,,,80-105,,Offensive rebound by Team
2:43.0,,,80-105,,J. Huestis misses free throw 2 of 2
2:42.0,Defensive rebound by J. Ingles,,80-105,,
2:28.0,T. Burke makes 3-pt shot from 25 ft (assist by T. Lyles),3,83-105,,
2:08.0,,,83-108,3,J. Huestis makes 3-pt shot from 25 ft (assist by D. Waiters)
1:51.0,T. Lyles makes 2-pt shot from 1 ft (assist by R. Neto),2,85-108,,
1:37.0,,,85-111,3,D. Waiters makes 3-pt shot from 25 ft
1:30.0,,,85-111,,Personal foul by N. Mohammed
1:30.0,T. Burke makes free throw 1 of 2,1,86-111,,
1:30.0,T. Burke makes free throw 2 of 2,1,87-111,,
1:07.0,,,87-113,2,D. Waiters makes 2-pt shot from 17 ft
1:00.0,,,87-113,,Personal foul by A. Morrow
