time,Sacramento,pts.away,score,pts.home,Golden State
8:09.0,,,79-98,,J. Thompson enters the game for B. Rush
8:09.0,S. Curry makes free throw 1 of 2,1,80-98,,
8:09.0,S. Curry makes free throw 2 of 2,1,81-98,,
7:52.0,,,81-100,2,I. Clark makes 2-pt shot from 1 ft (assist by J. Thompson)
7:42.0,J. Anderson misses 2-pt shot from 2 ft (block by J. McAdoo),,81-100,,
7:41.0,Offensive rebound by Team,,81-100,,
7:37.0,J. Anderson misses 2-pt shot from 22 ft,,81-100,,
7:36.0,,,81-100,,Defensive rebound by I. Clark
7:22.0,,,81-100,,K. Thompson misses 3-pt shot from 23 ft
7:21.0,Defensive rebound by R. Gay,,81-100,,
7:12.0,R. Gay misses 2-pt shot from 8 ft,,81-100,,
7:12.0,Offensive rebound by J. Anderson,,81-100,,
7:12.0,J. Anderson makes 2-pt shot from 2 ft,2,83-100,,
7:12.0,Shooting foul by J. Thompson (drawn by J. Anderson),,83-100,,
7:12.0,J. Anderson makes free throw 1 of 1,1,84-100,,
6:53.0,,,84-100,,K. Thompson misses 3-pt shot from 26 ft
6:52.0,,,84-100,,Offensive rebound by J. McAdoo
6:49.0,,,84-102,2,S. Livingston makes 2-pt shot from 6 ft (assist by J. McAdoo)
6:40.0,J. Anderson misses 2-pt shot from 1 ft,,84-102,,
6:39.0,,,84-102,,Defensive rebound by J. McAdoo
6:32.0,,,84-104,2,J. McAdoo makes 2-pt shot at rim (assist by S. Livingston)
6:11.0,J. Anderson makes 2-pt shot from 1 ft (assist by R. Gay),2,86-104,,
6:11.0,,,86-104,,Golden State full timeout
6:11.0,B. McLemore enters the game for R. Gay,,86-104,,
6:11.0,O. Casspi enters the game for R. Rondo,,86-104,,
6:11.0,Q. Acy enters the game for J. Anderson,,86-104,,
6:00.0,,,86-104,,Shooting foul by Q. Acy (drawn by J. Thompson)
6:00.0,,,86-104,,J. Thompson misses free throw 1 of 2
6:00.0,,,86-104,,Offensive rebound by Team
6:00.0,,,86-105,1,J. Thompson makes free throw 2 of 2
5:44.0,Shooting foul by J. Thompson (drawn by S. Curry),,86-105,,
5:44.0,S. Curry makes free throw 1 of 2,1,87-105,,
5:44.0,S. Curry makes free throw 2 of 2,1,88-105,,
5:31.0,,,88-105,,J. Thompson misses 2-pt shot from 17 ft
5:30.0,Defensive rebound by S. Curry,,88-105,,
5:20.0,O. Casspi makes 3-pt shot from 28 ft (assist by S. Curry),3,91-105,,
4:52.0,,,91-107,2,J. McAdoo makes 2-pt shot from 1 ft (assist by S. Livingston)
4:40.0,S. Curry misses 2-pt shot from 3 ft,,91-107,,
4:39.0,Offensive rebound by Q. Acy,,91-107,,
4:39.0,Q. Acy makes 2-pt shot at rim,2,93-107,,
4:39.0,Shooting foul by J. Thompson (drawn by Q. Acy),,93-107,,
4:39.0,,,93-107,,Technical foul by J. Thompson (drawn by Q. Acy)
4:39.0,S. Curry makes technical free throw,1,94-107,,
4:39.0,Q. Acy misses free throw 1 of 1,,94-107,,
4:38.0,,,94-107,,Defensive rebound by J. Thompson
4:24.0,,,94-107,,Shooting foul by B. McLemore (drawn by K. Thompson)
4:24.0,,,94-108,1,K. Thompson makes free throw 1 of 2
4:24.0,,,94-109,1,K. Thompson makes free throw 2 of 2
4:04.0,Turnover by O. Casspi (lost ball; steal by K. Thompson),,94-109,,
4:04.0,Personal foul by O. Casspi (drawn by K. Thompson),,94-109,,
3:56.0,,,94-109,,I. Clark misses 2-pt shot from 10 ft
3:56.0,Defensive rebound by Team,,94-109,,
3:56.0,,,94-109,,Personal foul by J. Thompson (drawn by Q. Acy)
3:56.0,Q. Acy misses free throw 1 of 2,,94-109,,
3:56.0,Offensive rebound by Team,,94-109,,
3:56.0,Q. Acy makes free throw 2 of 2,1,95-109,,
3:43.0,,,95-109,,J. McAdoo misses 2-pt shot from 3 ft (block by Q. Acy)
3:41.0,Defensive rebound by M. Belinelli,,95-109,,
3:37.0,O. Casspi makes 2-pt shot at rim (assist by M. Belinelli),2,97-109,,
3:37.0,,,97-109,,Golden State full timeout
3:37.0,D. Collison enters the game for O. Casspi,,97-109,,
3:13.0,,,97-111,2,S. Livingston makes 2-pt shot from 1 ft (assist by J. Thompson)
3:01.0,Turnover by B. McLemore (lost ball; steal by S. Livingston),,97-111,,
3:01.0,Jump ball: S. Livingston vs. B. McLemore (J. McAdoo gains possession),,,,Jump ball: S. Livingston vs. B. McLemore (J. McAdoo gains possession)
2:48.0,,,97-113,2,S. Livingston makes 2-pt shot from 9 ft
2:34.0,B. McLemore misses 3-pt shot from 26 ft,,97-113,,
2:34.0,,,97-113,,Defensive rebound by J. McAdoo
2:19.0,Personal foul by B. McLemore (drawn by J. Thompson),,97-113,,
2:18.0,,,97-113,,Shooting foul by B. McLemore (drawn by J. Thompson)
2:18.0,,,97-114,1,K. Thompson makes free throw 1 of 2
2:18.0,,,97-114,,K. Thompson misses free throw 2 of 2
2:18.0,,,97-114,,Offensive rebound by J. McAdoo
2:04.0,,,97-114,,Turnover by J. Thompson (lost ball; steal by Q. Acy)
1:54.0,D. Collison makes 3-pt shot from 25 ft (assist by S. Curry),3,100-114,,
1:46.0,,,100-117,3,K. Thompson makes 3-pt shot from 25 ft (assist by J. Thompson)
1:34.0,Q. Acy misses 3-pt shot from 24 ft,,100-117,,
1:33.0,,,100-117,,Defensive rebound by J. McAdoo
1:23.0,,,100-117,,Offensive foul by K. Thompson
1:23.0,,,100-117,,Turnover by K. Thompson (offensive foul)
1:23.0,J. Anderson enters the game for M. Belinelli,,100-117,,
1:04.0,D. Collison misses 2-pt shot from 17 ft,,100-117,,
1:04.0,,,100-117,,Defensive rebound by I. Clark
0:41.0,,,100-117,,J. McAdoo misses 2-pt shot from 1 ft
0:41.0,,,100-117,,Offensive rebound by J. Thompson
0:41.0,,,100-119,2,J. Thompson makes 2-pt shot at rim
0:35.0,Turnover by Q. Acy (bad pass; steal by I. Clark),,100-119,,
0:15.0,,,100-122,3,I. Clark makes 3-pt shot from 28 ft
0:09.0,Q. Acy makes 3-pt shot from 26 ft (assist by D. Collison),3,103-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
