time,LA Clippers,pts.away,score,pts.home,Utah
4:45.0,Defensive rebound by L. Mbah a Moute,,94-94,,
4:31.0,J. Green misses 2-pt shot from 7 ft,,94-94,,
4:31.0,,,94-94,,Defensive rebound by J. Ingles
4:11.0,,,94-97,3,A. Burks makes 3-pt shot from 25 ft (assist by R. Hood)
3:49.0,P. Prigioni misses 2-pt shot from 10 ft (block by D. Favors),,94-97,,
3:46.0,,,94-97,,Defensive rebound by J. Ingles
3:32.0,,,94-97,,Turnover by A. Burks (lost ball; steal by C. Aldrich)
3:14.0,C. Aldrich makes 2-pt shot from 7 ft,2,96-97,,
2:53.0,,,96-97,,G. Hayward misses 2-pt shot from 2 ft
2:52.0,Defensive rebound by J. Green,,96-97,,
2:34.0,J. Green makes 3-pt shot from 23 ft (assist by C. Aldrich),3,99-97,,
2:34.0,,,99-97,,Utah full timeout
2:21.0,,,99-99,2,R. Hood makes 2-pt shot from 5 ft
2:04.0,,,99-99,,Personal foul by D. Favors
1:55.0,J. Green misses 2-pt shot from 18 ft,,99-99,,
1:55.0,,,99-99,,Defensive rebound by A. Burks
1:35.0,,,99-99,,J. Ingles misses 3-pt shot from 23 ft
1:33.0,Defensive rebound by C. Aldrich,,99-99,,
1:17.0,J. Crawford misses 3-pt shot from 24 ft,,99-99,,
1:16.0,,,99-99,,Defensive rebound by D. Favors
1:00.0,Personal foul by P. Prigioni,,99-99,,
0:52.0,,,99-99,,A. Burks misses 2-pt shot from 21 ft
0:51.0,Defensive rebound by P. Prigioni,,99-99,,
0:50.0,LA Clippers full timeout,,99-99,,
0:41.0,Offensive foul by C. Aldrich,,99-99,,
0:41.0,Turnover by C. Aldrich (offensive foul),,99-99,,
0:24.0,,,99-99,,R. Hood misses 2-pt shot from 6 ft
0:23.0,Defensive rebound by C. Aldrich,,99-99,,
0:22.0,LA Clippers full timeout,,99-99,,
0:22.0,C. Wilcox enters the game for C. Aldrich,,99-99,,
0:22.0,P. Pierce enters the game for L. Mbah a Moute,,99-99,,
0:00.0,J. Crawford makes 3-pt shot from 25 ft,3,102-99,,
0:00.0,,,102-99,,Utah full timeout
0:00.0,J. Ayres enters the game for J. Crawford,,102-99,,
0:00.0,L. Mbah a Moute enters the game for P. Prigioni,,102-99,,
0:00.0,C. Aldrich enters the game for C. Wilcox,,102-99,,
0:00.0,,,102-99,,S. Mack enters the game for A. Burks
0:00.0,,,102-99,,R. Hood misses 3-pt shot from 23 ft
0:00.0,,,102-99,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
