time,Atlanta,pts.away,score,pts.home,Detroit
5:14.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,103-100,,
5:11.0,Personal take foul by T. Sefolosha,,103-100,,
5:11.0,,,103-100,,A. Drummond misses free throw 1 of 2
5:11.0,,,103-100,,Offensive rebound by Team
5:11.0,,,103-101,1,A. Drummond makes free throw 2 of 2
4:49.0,J. Teague misses 2-pt shot at rim,,103-101,,
4:48.0,,,103-101,,Defensive rebound by A. Drummond
4:37.0,,,103-101,,R. Jackson misses 2-pt shot from 6 ft
4:37.0,,,103-101,,Offensive rebound by A. Drummond
4:34.0,,,103-103,2,A. Drummond makes 2-pt shot at rim
4:24.0,P. Millsap misses 2-pt shot at rim,,103-103,,
4:23.0,Offensive rebound by P. Millsap,,103-103,,
4:12.0,K. Bazemore misses 3-pt shot from 25 ft,,103-103,,
4:11.0,,,103-103,,Defensive rebound by K. Caldwell-Pope
4:08.0,Personal take foul by K. Bazemore,,103-103,,
4:08.0,,,103-103,,A. Drummond misses free throw 1 of 2
4:08.0,,,103-103,,Offensive rebound by Team
4:08.0,K. Korver enters the game for T. Sefolosha,,103-103,,
4:08.0,,,103-104,1,A. Drummond makes free throw 2 of 2
3:51.0,Shooting foul by A. Drummond (drawn by P. Millsap),,103-104,,
3:51.0,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford),2,105-104,,
3:51.0,T. Sefolosha enters the game for K. Korver,,105-104,,
3:51.0,,,105-104,,A. Baynes enters the game for A. Drummond
3:51.0,P. Millsap makes free throw 1 of 1,1,106-104,,
3:37.0,,,106-104,,Turnover by R. Jackson (lost ball; steal by P. Millsap)
3:14.0,K. Bazemore misses 2-pt shot from 18 ft,,106-104,,
3:14.0,Offensive rebound by P. Millsap,,106-104,,
3:06.0,Atlanta full timeout,,106-104,,
3:06.0,K. Korver enters the game for T. Sefolosha,,106-104,,
2:50.0,K. Bazemore misses 2-pt shot at rim,,106-104,,
2:49.0,Offensive rebound by P. Millsap,,106-104,,
2:47.0,P. Millsap misses 2-pt shot at rim,,106-104,,
2:46.0,,,106-104,,Defensive rebound by T. Harris
2:38.0,,,106-104,,M. Morris misses 2-pt shot from 13 ft
2:37.0,Defensive rebound by A. Horford,,106-104,,
2:26.0,A. Horford misses 2-pt shot from 17 ft,,106-104,,
2:26.0,Offensive rebound by Team,,106-104,,
2:26.0,,,106-104,,Loose ball foul by M. Morris
2:19.0,Shooting foul by M. Morris (drawn by J. Teague),,106-104,,
2:19.0,J. Teague makes free throw 1 of 2,1,107-104,,
2:19.0,T. Sefolosha enters the game for K. Korver,,107-104,,
2:19.0,J. Teague makes free throw 2 of 2,1,108-104,,
1:57.0,,,108-104,,T. Harris misses 3-pt shot from 26 ft
1:57.0,Defensive rebound by T. Sefolosha,,108-104,,
1:56.0,,,108-104,,Personal foul by R. Jackson
1:56.0,T. Sefolosha misses free throw 1 of 2,,108-104,,
1:56.0,Offensive rebound by Team,,108-104,,
1:56.0,T. Sefolosha makes free throw 2 of 2,1,109-104,,
1:40.0,,,109-104,,R. Jackson misses 2-pt shot from 15 ft
1:39.0,Defensive rebound by K. Bazemore,,109-104,,
1:25.0,,,109-104,,Personal foul by A. Baynes
1:25.0,J. Teague makes free throw 1 of 2,1,110-104,,
1:25.0,J. Teague makes free throw 2 of 2,1,111-104,,
1:25.0,,,111-104,,Detroit full timeout
1:23.0,,,111-104,,Turnover by M. Morris (lost ball; steal by T. Sefolosha)
1:21.0,Shooting foul by K. Caldwell-Pope (drawn by T. Sefolosha),,111-104,,
1:21.0,T. Sefolosha makes free throw 1 of 2,1,112-104,,
1:21.0,T. Sefolosha makes free throw 2 of 2,1,113-104,,
1:21.0,,,113-104,,Detroit full timeout
1:18.0,,,113-106,2,R. Jackson makes 2-pt shot at rim (assist by T. Harris)
1:13.0,,,113-106,,Personal foul by M. Morris
1:13.0,J. Teague makes free throw 1 of 2,1,114-106,,
1:13.0,J. Teague makes free throw 2 of 2,1,115-106,,
1:03.0,,,115-106,,K. Caldwell-Pope misses 3-pt shot from 26 ft
1:03.0,,,115-106,,Offensive rebound by T. Harris
1:02.0,Personal foul by K. Bazemore,,115-106,,
1:02.0,,,115-107,1,T. Harris makes free throw 1 of 2
1:02.0,K. Korver enters the game for T. Sefolosha,,115-107,,
1:02.0,,,115-107,,S. Johnson enters the game for A. Baynes
1:02.0,,,115-108,1,T. Harris makes free throw 2 of 2
1:01.0,Turnover by J. Teague (lost ball),,115-108,,
1:01.0,T. Sefolosha enters the game for K. Korver,,115-108,,
1:01.0,,,115-108,,A. Baynes enters the game for S. Johnson
0:54.0,,,115-108,,R. Jackson misses 3-pt shot from 27 ft
0:54.0,Defensive rebound by T. Sefolosha,,115-108,,
0:47.0,,,115-108,,Personal foul by M. Morris
0:47.0,K. Bazemore misses free throw 1 of 2,,115-108,,
0:47.0,Offensive rebound by Team,,115-108,,
0:47.0,,,115-108,,A. Tolliver enters the game for T. Harris
0:47.0,K. Bazemore makes free throw 2 of 2,1,116-108,,
0:39.0,,,116-111,3,K. Caldwell-Pope makes 3-pt shot from 27 ft (assist by R. Jackson)
0:33.0,,,116-111,,Personal foul by R. Jackson
0:33.0,P. Millsap misses free throw 1 of 2,,116-111,,
0:33.0,Offensive rebound by Team,,116-111,,
0:33.0,,,116-111,,T. Harris enters the game for A. Tolliver
0:33.0,P. Millsap misses free throw 2 of 2,,116-111,,
0:32.0,,,116-111,,Defensive rebound by T. Harris
0:19.0,,,116-113,2,M. Morris makes 2-pt shot at rim (assist by R. Jackson)
0:19.0,,,116-113,,Shooting foul by T. Sefolosha (drawn by M. Morris)
0:19.0,,,116-113,,S. Johnson enters the game for A. Baynes
0:19.0,,,116-114,1,M. Morris makes free throw 1 of 1
0:19.0,Atlanta full timeout,,116-114,,
0:19.0,K. Korver enters the game for P. Millsap,,116-114,,
0:18.0,,,116-114,,Personal foul by R. Jackson
0:18.0,J. Teague makes free throw 1 of 2,1,117-114,,
0:18.0,P. Millsap enters the game for K. Korver,,117-114,,
0:18.0,,,117-114,,A. Baynes enters the game for S. Johnson
0:18.0,J. Teague makes free throw 2 of 2,1,118-114,,
0:05.0,,,118-114,,R. Jackson misses 3-pt shot from 23 ft
0:04.0,Defensive rebound by K. Bazemore,,118-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
