time,Golden State,pts.away,score,pts.home,Sacramento
6:07.0,F. Ezeli makes 2-pt shot at rim (assist by S. Curry),2,110-97,,
5:51.0,,,110-97,,D. Cousins misses 2-pt shot from 3 ft (block by B. Rush)
5:49.0,Defensive rebound by B. Rush,,110-97,,
5:46.0,Turnover by B. Rush (bad pass; steal by R. Gay),,110-97,,
5:44.0,,,110-97,,R. Gay misses 2-pt shot from 2 ft
5:43.0,,,110-97,,Offensive rebound by R. Gay
5:41.0,,,110-97,,R. Gay misses 2-pt shot from 1 ft
5:40.0,Defensive rebound by S. Livingston,,110-97,,
5:35.0,K. Thompson makes 2-pt shot from 2 ft (assist by S. Livingston),2,112-97,,
5:35.0,,,112-97,,Sacramento full timeout
5:35.0,A. Bogut enters the game for B. Rush,,112-97,,
5:35.0,D. Green enters the game for F. Ezeli,,112-97,,
5:22.0,,,112-99,2,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins)
5:04.0,S. Curry makes 3-pt shot from 25 ft (assist by S. Livingston),3,115-99,,
4:57.0,,,115-99,,Shooting foul by A. Bogut (drawn by D. Cousins)
4:57.0,,,115-101,2,D. Cousins makes 2-pt shot from 3 ft (assist by D. Collison)
4:57.0,,,115-102,1,D. Cousins makes free throw 1 of 1
4:40.0,S. Curry misses 2-pt shot from 3 ft,,115-102,,
4:38.0,Offensive rebound by A. Bogut,,115-102,,
4:38.0,A. Bogut misses 2-pt shot from 1 ft,,115-102,,
4:37.0,Offensive rebound by A. Bogut,,115-102,,
4:37.0,A. Bogut misses 2-pt shot from 1 ft,,115-102,,
4:37.0,Offensive rebound by A. Bogut,,115-102,,
4:37.0,A. Bogut misses 2-pt shot from 1 ft,,115-102,,
4:34.0,Offensive rebound by A. Bogut,,115-102,,
4:23.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,118-102,,
4:10.0,,,118-105,3,R. Gay makes 3-pt shot from 24 ft (assist by D. Collison)
3:59.0,Turnover by D. Green (bad pass),,118-105,,
3:52.0,,,118-108,3,D. Cousins makes 3-pt shot from 26 ft (assist by R. Rondo)
3:35.0,K. Thompson misses 3-pt shot from 24 ft,,118-108,,
3:35.0,,,118-108,,Defensive rebound by D. Cousins
3:27.0,,,118-111,3,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Rondo)
3:27.0,Golden State full timeout,,118-111,,
3:27.0,A. Iguodala enters the game for S. Livingston,,118-111,,
3:15.0,Shooting foul by R. Rondo (drawn by D. Green),,118-111,,
3:15.0,D. Green misses free throw 1 of 2,,118-111,,
3:15.0,Offensive rebound by Team,,118-111,,
3:15.0,D. Green misses free throw 2 of 2,,118-111,,
3:14.0,,,118-111,,Defensive rebound by D. Cousins
3:04.0,,,118-111,,D. Cousins misses 2-pt shot from 4 ft
3:00.0,,,118-111,,Offensive rebound by R. Gay
2:59.0,,,118-113,2,R. Gay makes 2-pt shot at rim
2:46.0,,,118-113,,Personal foul by R. Rondo (drawn by S. Curry)
2:46.0,H. Barnes enters the game for A. Bogut,,118-113,,
2:32.0,H. Barnes makes 2-pt shot from 16 ft (assist by K. Thompson),2,120-113,,
2:22.0,,,120-113,,D. Cousins misses 2-pt shot from 5 ft
2:21.0,Defensive rebound by D. Green,,120-113,,
2:13.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,122-113,,
1:58.0,,,122-113,,R. Rondo misses 3-pt shot from 24 ft
1:57.0,Defensive rebound by D. Green,,122-113,,
1:45.0,K. Thompson misses 3-pt shot from 23 ft,,122-113,,
1:43.0,,,122-113,,Defensive rebound by R. Rondo
1:38.0,,,122-113,,M. Belinelli misses 3-pt shot from 24 ft
1:37.0,Defensive rebound by H. Barnes,,122-113,,
1:36.0,Golden State full timeout,,122-113,,
1:20.0,Turnover by S. Curry (bad pass),,122-113,,
1:10.0,,,122-116,3,M. Belinelli makes 3-pt shot from 22 ft (assist by R. Rondo)
0:52.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,125-116,,
0:44.0,,,125-116,,D. Cousins misses 3-pt shot from 26 ft
0:41.0,Defensive rebound by S. Curry,,125-116,,
0:37.0,,,125-116,,Technical foul by D. Cousins
0:37.0,S. Curry makes technical free throw,1,126-116,,
0:37.0,,,126-116,,Q. Acy enters the game for D. Cousins
0:27.0,S. Curry makes 2-pt shot from 22 ft,2,128-116,,
0:19.0,,,128-116,,Turnover by D. Collison (bad pass; steal by S. Curry)
0:15.0,,,128-116,,Personal foul by M. Belinelli (drawn by S. Curry)
0:00.0,End of 4th quarter,,,,End of 4th quarter
