time,Oklahoma City,pts.away,score,pts.home,Minnesota
4:09.0,Defensive rebound by A. Morrow,,110-102,,
4:06.0,Turnover by A. Morrow (bad pass),,110-102,,
4:06.0,D. Waiters enters the game for A. Morrow,,110-102,,
3:54.0,,,110-104,2,G. Dieng makes 2-pt shot from 16 ft
3:33.0,R. Westbrook makes 3-pt shot from 25 ft (assist by K. Durant),3,113-104,,
3:23.0,,,113-106,2,K. Towns makes 2-pt shot at rim (assist by Z. LaVine)
3:23.0,,,113-106,,Shooting foul by R. Westbrook (drawn by K. Towns)
3:23.0,,,113-107,1,K. Towns makes free throw 1 of 1
3:01.0,Turnover by E. Kanter (lost ball; steal by G. Dieng),,113-107,,
2:55.0,Personal foul by K. Durant (drawn by K. Towns),,113-107,,
2:55.0,Oklahoma City full timeout,,113-107,,
2:55.0,S. Adams enters the game for E. Kanter,,113-107,,
2:55.0,,,113-108,1,K. Towns makes free throw 1 of 2
2:55.0,,,113-109,1,K. Towns makes free throw 2 of 2
2:33.0,Turnover by S. Ibaka (lost ball; steal by R. Rubio),,113-109,,
1:59.0,,,113-111,2,Z. LaVine makes 2-pt shot from 22 ft (assist by G. Dieng)
1:45.0,K. Durant makes 3-pt shot from 25 ft,3,116-111,,
1:36.0,,,116-113,2,Z. LaVine makes 2-pt shot from 15 ft
1:26.0,K. Durant makes 2-pt shot from 12 ft,2,118-113,,
1:26.0,,,118-113,,Minnesota full timeout
1:21.0,,,118-113,,Turnover by A. Wiggins (bad pass)
1:14.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,120-113,,
1:03.0,,,120-113,,Shooting foul by D. Waiters (drawn by Z. LaVine)
1:03.0,,,120-115,2,Z. LaVine makes 2-pt shot from 10 ft
1:03.0,,,120-116,1,Z. LaVine makes free throw 1 of 1
0:42.0,,,120-116,,Personal foul by Z. LaVine (drawn by K. Durant)
0:32.0,K. Durant misses 2-pt shot from 15 ft,,120-116,,
0:30.0,,,120-116,,Defensive rebound by G. Dieng
0:24.0,,,120-116,,Z. LaVine misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by K. Durant,,120-116,,
0:20.0,,,120-116,,Personal take foul by Z. LaVine (drawn by R. Westbrook)
0:20.0,R. Westbrook makes free throw 1 of 2,1,121-116,,
0:20.0,R. Westbrook makes free throw 2 of 2,1,122-116,,
0:20.0,,,122-116,,Minnesota full timeout
0:20.0,,,122-116,,S. Muhammad enters the game for G. Dieng
0:20.0,K. Singler enters the game for S. Adams,,122-116,,
0:13.0,,,122-118,2,Z. LaVine makes 2-pt shot from 2 ft
0:12.0,,,122-118,,Personal take foul by R. Rubio (drawn by K. Durant)
0:12.0,K. Durant makes free throw 1 of 2,1,123-118,,
0:12.0,K. Durant makes free throw 2 of 2,1,124-118,,
0:12.0,,,124-118,,Minnesota full timeout
0:12.0,,,124-118,,G. Dieng enters the game for S. Muhammad
0:09.0,,,124-118,,R. Rubio misses 3-pt shot from 24 ft
0:08.0,,,124-118,,Offensive rebound by G. Dieng
0:08.0,,,124-118,,G. Dieng misses 2-pt shot at rim
0:07.0,,,124-118,,Offensive rebound by K. Towns
0:06.0,,,124-120,2,K. Towns makes 2-pt shot from 2 ft
0:05.0,,,124-120,,Personal take foul by Z. LaVine (drawn by R. Westbrook)
0:05.0,R. Westbrook makes free throw 1 of 2,1,125-120,,
0:05.0,R. Westbrook makes free throw 2 of 2,1,126-120,,
0:00.0,,,126-123,3,Z. LaVine makes 3-pt shot from 24 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
