time,LA Clippers,pts.away,score,pts.home,Golden State
2:43.0,,,19-16,,S. Livingston enters the game for H. Barnes
2:43.0,A. Rivers enters the game for C. Paul,,19-16,,
2:43.0,J. Green makes free throw 1 of 2,1,20-16,,
2:43.0,J. Green makes free throw 2 of 2,1,21-16,,
2:29.0,,,21-18,2,S. Curry makes 2-pt shot from 1 ft
2:07.0,Turnover by J. Green (lost ball; steal by D. Green),,21-18,,
2:02.0,,,21-20,2,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Green)
1:42.0,,,21-20,,Personal foul by S. Livingston
1:42.0,J. Crawford makes free throw 1 of 2,1,22-20,,
1:42.0,J. Crawford makes free throw 2 of 2,1,23-20,,
1:29.0,,,23-20,,M. Speights misses 2-pt shot from 4 ft
1:29.0,Defensive rebound by D. Jordan,,23-20,,
1:14.0,W. Johnson misses 2-pt shot from 17 ft,,23-20,,
1:13.0,,,23-20,,Defensive rebound by D. Green
1:06.0,,,23-20,,L. Barbosa misses 2-pt shot from 1 ft (block by J. Green)
1:05.0,Defensive rebound by D. Jordan,,23-20,,
1:00.0,W. Johnson makes 2-pt shot at rim (assist by J. Crawford),2,25-20,,
0:52.0,Personal foul by A. Rivers,,25-20,,
0:52.0,,,25-21,1,D. Green makes free throw 1 of 2
0:52.0,,,25-21,,D. Green misses free throw 2 of 2
0:50.0,Defensive rebound by D. Jordan,,25-21,,
0:38.0,A. Rivers misses 3-pt shot from 24 ft,,25-21,,
0:38.0,,,25-21,,Defensive rebound by M. Speights
0:29.0,,,25-21,,S. Curry misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by D. Jordan,,25-21,,
0:07.0,J. Crawford makes 3-pt shot from 26 ft,3,28-21,,
0:02.0,,,28-23,2,S. Curry makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,28-23,,L. Barbosa misses 2-pt shot from 1 ft (block by C. Aldrich)
11:41.0,Defensive rebound by A. Rivers,,28-23,,
11:24.0,A. Rivers misses 2-pt shot from 2 ft,,28-23,,
11:23.0,,,28-23,,Defensive rebound by M. Speights
11:17.0,,,28-23,,B. Rush misses 3-pt shot from 26 ft
11:17.0,,,28-23,,Offensive rebound by S. Livingston
11:11.0,,,28-25,2,S. Livingston makes 2-pt shot from 17 ft
11:01.0,J. Crawford misses 3-pt shot from 25 ft,,28-25,,
11:01.0,,,28-25,,Defensive rebound by B. Rush
10:49.0,,,28-28,3,M. Speights makes 3-pt shot from 26 ft (assist by H. Barnes)
10:31.0,Turnover by C. Aldrich (lost ball; steal by L. Barbosa),,28-28,,
10:19.0,,,28-28,,M. Speights misses 2-pt shot from 1 ft
10:18.0,Defensive rebound by Team,,28-28,,
10:04.0,C. Aldrich misses 2-pt shot from 2 ft (block by M. Speights),,28-28,,
10:02.0,,,28-28,,Defensive rebound by L. Barbosa
9:41.0,,,28-28,,Turnover by H. Barnes (lost ball; steal by J. Green)
9:35.0,A. Rivers makes 2-pt shot from 1 ft (assist by J. Green),2,30-28,,
9:35.0,,,30-28,,Golden State full timeout
9:35.0,,,30-28,,A. Bogut enters the game for L. Barbosa
9:35.0,,,30-28,,K. Thompson enters the game for M. Speights
9:26.0,,,30-30,2,S. Livingston makes 2-pt shot from 6 ft
9:26.0,,,30-30,,Shooting foul by A. Rivers (drawn by S. Livingston)
9:26.0,,,30-31,1,S. Livingston makes free throw 1 of 1
9:11.0,A. Rivers makes 2-pt shot from 14 ft (assist by J. Crawford),2,32-31,,
8:57.0,,,32-34,3,H. Barnes makes 3-pt shot from 25 ft (assist by K. Thompson)
8:41.0,J. Green misses 2-pt shot from 5 ft,,32-34,,
8:38.0,Offensive rebound by C. Aldrich,,32-34,,
8:37.0,Turnover by C. Aldrich (lost ball; steal by S. Livingston),,32-34,,
8:25.0,,,32-37,3,H. Barnes makes 3-pt shot from 23 ft (assist by B. Rush)
8:08.0,W. Johnson misses 3-pt shot from 24 ft,,32-37,,
8:07.0,,,32-37,,Defensive rebound by H. Barnes
7:51.0,,,32-39,2,S. Livingston makes 2-pt shot from 11 ft
7:51.0,LA Clippers full timeout,,32-39,,
7:51.0,D. Jordan enters the game for J. Green,,32-39,,
7:51.0,C. Paul enters the game for A. Rivers,,32-39,,
7:51.0,P. Pierce enters the game for C. Aldrich,,32-39,,
7:32.0,D. Jordan makes 2-pt shot at rim (assist by P. Pierce),2,34-39,,
7:16.0,,,34-39,,B. Rush misses 3-pt shot from 22 ft
7:15.0,,,34-39,,Offensive rebound by A. Bogut
7:15.0,,,34-39,,A. Bogut misses 2-pt shot from 1 ft
7:13.0,,,34-39,,Offensive rebound by A. Bogut
7:06.0,,,34-39,,Turnover by K. Thompson (step out of bounds)
7:06.0,J. Redick enters the game for W. Johnson,,34-39,,
6:52.0,D. Jordan makes 2-pt shot from 6 ft,2,36-39,,
6:27.0,,,36-42,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Bogut)
6:09.0,J. Redick makes 2-pt shot from 2 ft (assist by D. Jordan),2,38-42,,
5:51.0,,,38-42,,S. Livingston misses 2-pt shot from 10 ft
5:50.0,Defensive rebound by D. Jordan,,38-42,,
5:32.0,P. Pierce misses 3-pt shot from 25 ft,,38-42,,
5:31.0,,,38-42,,Defensive rebound by B. Rush
5:11.0,,,38-44,2,K. Thompson makes 2-pt shot from 7 ft (assist by S. Livingston)
4:45.0,J. Crawford makes 3-pt shot from 25 ft (assist by D. Jordan),3,41-44,,
4:45.0,Shooting foul by S. Livingston (drawn by J. Crawford),,41-44,,
4:45.0,,,41-44,,D. Green enters the game for H. Barnes
4:45.0,,,41-44,,S. Curry enters the game for S. Livingston
4:45.0,J. Crawford misses free throw 1 of 1,,41-44,,
4:45.0,,,41-44,,Defensive rebound by A. Bogut
4:32.0,,,41-44,,Turnover by D. Green (lost ball; steal by C. Paul)
4:28.0,Turnover by C. Paul (bad pass),,41-44,,
4:14.0,,,41-44,,S. Curry misses 3-pt shot from 26 ft
4:13.0,Defensive rebound by J. Redick,,41-44,,
4:07.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,43-44,,
3:50.0,,,43-46,2,S. Curry makes 2-pt shot at rim (assist by A. Bogut)
3:28.0,J. Redick misses 2-pt shot from 22 ft,,43-46,,
3:27.0,,,43-46,,Defensive rebound by D. Green
3:15.0,,,43-46,,K. Thompson misses 3-pt shot from 24 ft
3:15.0,Defensive rebound by J. Redick,,43-46,,
3:04.0,Shooting foul by B. Rush (drawn by D. Jordan),,43-46,,
3:04.0,D. Jordan misses free throw 1 of 2,,43-46,,
3:04.0,Offensive rebound by Team,,43-46,,
3:04.0,,,43-46,,H. Barnes enters the game for B. Rush
3:04.0,D. Jordan makes free throw 2 of 2,1,44-46,,
2:42.0,,,44-46,,Shooting foul by D. Jordan (drawn by H. Barnes)
2:42.0,Official timeout,,44-46,,
2:42.0,,,44-46,,S. Livingston enters the game for A. Bogut
2:42.0,,,44-47,1,H. Barnes makes free throw 1 of 2
2:42.0,,,44-48,1,H. Barnes makes free throw 2 of 2
2:32.0,J. Redick makes 2-pt shot from 1 ft (assist by J. Crawford),2,46-48,,
2:14.0,Personal foul by D. Jordan,,46-48,,
2:01.0,,,46-51,3,S. Curry makes 3-pt shot from 25 ft
1:31.0,C. Paul misses 3-pt shot from 25 ft,,46-51,,
1:30.0,,,46-51,,Defensive rebound by S. Livingston
1:21.0,,,46-51,,S. Curry misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by D. Jordan,,46-51,,
1:03.0,J. Crawford misses 2-pt shot from 17 ft,,46-51,,
1:02.0,,,46-51,,Defensive rebound by D. Green
0:52.0,,,46-51,,Turnover by S. Livingston (lost ball; steal by J. Crawford)
0:46.0,C. Paul misses 2-pt shot from 2 ft,,46-51,,
0:46.0,,,46-51,,Defensive rebound by Team
0:46.0,Loose ball foul by J. Redick,,46-51,,
0:46.0,,,46-51,,Golden State full timeout
0:33.0,,,46-51,,S. Curry misses 2-pt shot from 22 ft
0:33.0,Defensive rebound by D. Jordan,,46-51,,
0:15.0,P. Pierce makes 3-pt shot from 23 ft (assist by J. Crawford),3,49-51,,
0:01.0,,,49-51,,D. Green misses 2-pt shot from 7 ft
0:00.0,,,49-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,49-53,2,S. Curry makes 2-pt shot from 1 ft
11:26.0,Shooting foul by D. Green (drawn by D. Jordan),,49-53,,
11:26.0,D. Jordan misses free throw 1 of 2,,49-53,,
11:26.0,Offensive rebound by Team,,49-53,,
11:26.0,D. Jordan makes free throw 2 of 2,1,50-53,,
11:12.0,Personal foul by J. Redick,,50-53,,
11:04.0,,,50-56,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
10:53.0,C. Paul misses 2-pt shot from 17 ft,,50-56,,
10:52.0,,,50-56,,Defensive rebound by K. Thompson
10:40.0,,,50-56,,H. Barnes misses 2-pt shot from 10 ft
10:37.0,,,50-56,,Offensive rebound by D. Green
10:34.0,,,50-59,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
10:07.0,D. Jordan misses 2-pt shot from 15 ft,,50-59,,
10:06.0,,,50-59,,Defensive rebound by D. Green
9:57.0,,,50-61,2,A. Bogut makes 2-pt shot at rim (assist by K. Thompson)
9:57.0,LA Clippers full timeout,,50-61,,
9:41.0,P. Pierce misses 3-pt shot from 23 ft,,50-61,,
9:40.0,Offensive rebound by D. Jordan,,50-61,,
9:35.0,J. Redick misses 3-pt shot from 25 ft,,50-61,,
9:35.0,Offensive rebound by L. Mbah a Moute,,50-61,,
9:31.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,50-61,,
9:29.0,,,50-61,,Defensive rebound by A. Bogut
9:13.0,,,50-61,,H. Barnes misses 2-pt shot from 12 ft
9:13.0,Defensive rebound by D. Jordan,,50-61,,
9:04.0,C. Paul misses 2-pt shot from 16 ft,,50-61,,
9:03.0,,,50-61,,Defensive rebound by A. Bogut
8:52.0,,,50-61,,A. Bogut misses 2-pt shot from 7 ft
8:52.0,Defensive rebound by Team,,50-61,,
8:52.0,,,50-61,,Personal foul by A. Bogut
8:52.0,J. Green enters the game for L. Mbah a Moute,,50-61,,
8:34.0,J. Redick misses 3-pt shot from 26 ft,,50-61,,
8:34.0,,,50-61,,Defensive rebound by A. Bogut
8:25.0,,,50-61,,K. Thompson misses 2-pt shot from 6 ft (block by J. Redick)
8:25.0,,,50-61,,Offensive rebound by A. Bogut
8:25.0,Personal foul by C. Paul,,50-61,,
8:25.0,W. Johnson enters the game for P. Pierce,,50-61,,
8:18.0,,,50-61,,Turnover by S. Curry (lost ball; steal by J. Green)
8:13.0,J. Green makes 2-pt shot from 2 ft,2,52-61,,
8:13.0,Shooting foul by K. Thompson (drawn by J. Green),,52-61,,
8:13.0,J. Green makes free throw 1 of 1,1,53-61,,
8:01.0,,,53-64,3,S. Curry makes 3-pt shot from 26 ft
7:45.0,Turnover by J. Redick (lost ball; steal by S. Curry),,53-64,,
7:41.0,,,53-66,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
7:21.0,W. Johnson misses 3-pt shot from 23 ft,,53-66,,
7:21.0,Offensive rebound by C. Paul,,53-66,,
7:18.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,55-66,,
7:05.0,,,55-66,,H. Barnes misses 2-pt shot from 16 ft
7:04.0,Defensive rebound by D. Jordan,,55-66,,
6:57.0,C. Paul makes 2-pt shot from 13 ft,2,57-66,,
6:47.0,,,57-66,,H. Barnes misses 3-pt shot from 23 ft
6:45.0,,,57-66,,Offensive rebound by A. Bogut
6:45.0,,,57-68,2,A. Bogut makes 2-pt shot at rim
6:29.0,C. Paul misses 3-pt shot from 26 ft,,57-68,,
6:28.0,,,57-68,,Defensive rebound by K. Thompson
6:18.0,,,57-71,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
6:18.0,LA Clippers full timeout,,57-71,,
6:18.0,,,57-71,,B. Rush enters the game for H. Barnes
5:56.0,W. Johnson misses 3-pt shot from 26 ft,,57-71,,
5:55.0,Offensive rebound by D. Jordan,,57-71,,
5:50.0,Shooting foul by A. Bogut (drawn by D. Jordan),,57-71,,
5:50.0,D. Jordan misses free throw 1 of 2,,57-71,,
5:50.0,Offensive rebound by Team,,57-71,,
5:50.0,,,57-71,,S. Livingston enters the game for A. Bogut
5:50.0,J. Crawford enters the game for J. Redick,,57-71,,
5:50.0,D. Jordan makes free throw 2 of 2,1,58-71,,
5:35.0,,,58-71,,Turnover by D. Green (lost ball; steal by J. Green)
5:29.0,Shooting foul by D. Green (drawn by D. Jordan),,58-71,,
5:29.0,,,58-71,,Violation by Team (jump ball)
5:29.0,D. Jordan misses free throw 1 of 2,,58-71,,
5:29.0,Offensive rebound by Team,,58-71,,
5:29.0,A. Rivers enters the game for W. Johnson,,58-71,,
5:29.0,D. Jordan makes free throw 2 of 2,1,59-71,,
5:11.0,,,59-71,,S. Curry misses 3-pt shot from 25 ft
5:10.0,Defensive rebound by C. Paul,,59-71,,
5:03.0,J. Crawford misses 2-pt shot from 9 ft (block by B. Rush),,59-71,,
5:03.0,Offensive rebound by Team,,59-71,,
4:54.0,A. Rivers misses 3-pt shot from 26 ft,,59-71,,
4:53.0,,,59-71,,Defensive rebound by Team
4:39.0,,,59-73,2,S. Curry makes 2-pt shot from 2 ft
4:20.0,Shooting foul by B. Rush (drawn by J. Green),,59-73,,
4:20.0,J. Green misses free throw 1 of 2,,59-73,,
4:20.0,Offensive rebound by Team,,59-73,,
4:20.0,,,59-73,,L. Barbosa enters the game for K. Thompson
4:20.0,J. Green makes free throw 2 of 2,1,60-73,,
3:57.0,,,60-73,,L. Barbosa misses 3-pt shot from 26 ft
3:56.0,Defensive rebound by D. Jordan,,60-73,,
3:45.0,C. Paul makes 2-pt shot from 22 ft,2,62-73,,
3:26.0,,,62-73,,Turnover by L. Barbosa (lost ball; steal by J. Green)
3:18.0,A. Rivers makes 2-pt shot from 2 ft,2,64-73,,
3:18.0,,,64-73,,Golden State full timeout
3:08.0,,,64-73,,Shooting foul by C. Paul (drawn by S. Livingston)
3:08.0,,,64-74,1,S. Livingston makes free throw 1 of 2
3:08.0,,,64-75,1,S. Livingston makes free throw 2 of 2
2:52.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,66-75,,
2:29.0,,,66-75,,D. Green misses 3-pt shot from 26 ft
2:28.0,Defensive rebound by A. Rivers,,66-75,,
2:17.0,J. Green misses 2-pt shot from 8 ft,,66-75,,
2:17.0,,,66-75,,Defensive rebound by D. Green
2:12.0,,,66-77,2,D. Green makes 2-pt shot from 1 ft
2:12.0,,,66-77,,Shooting foul by J. Green (drawn by D. Green)
2:12.0,,,66-78,1,D. Green makes free throw 1 of 1
2:04.0,,,66-78,,Personal foul by L. Barbosa
2:04.0,A. Rivers makes free throw 1 of 2,1,67-78,,
2:04.0,A. Rivers misses free throw 2 of 2,,67-78,,
2:04.0,,,67-78,,Defensive rebound by B. Rush
1:52.0,,,67-78,,S. Curry misses 2-pt shot from 2 ft
1:49.0,,,67-78,,Offensive rebound by S. Livingston
1:49.0,,,67-78,,S. Livingston misses 2-pt shot from 1 ft (block by J. Crawford)
1:46.0,Defensive rebound by C. Paul,,67-78,,
1:31.0,D. Jordan misses 2-pt shot from 7 ft,,67-78,,
1:31.0,,,67-78,,Defensive rebound by S. Livingston
1:31.0,Personal foul by D. Jordan,,67-78,,
1:31.0,Technical foul by C. Paul,,67-78,,
1:31.0,,,67-79,1,S. Curry makes technical free throw
1:31.0,,,67-80,1,S. Livingston makes free throw 1 of 2
1:31.0,,,67-80,,S. Livingston misses free throw 2 of 2
1:30.0,Defensive rebound by D. Jordan,,67-80,,
1:16.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,69-80,,
1:01.0,,,69-80,,S. Curry misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by J. Green,,69-80,,
0:46.0,J. Crawford misses 3-pt shot from 22 ft,,69-80,,
0:46.0,Offensive rebound by Team,,69-80,,
0:31.0,C. Paul misses 2-pt shot from 16 ft,,69-80,,
0:31.0,,,69-80,,Defensive rebound by S. Curry
0:16.0,Violation by D. Jordan (kicked ball),,69-80,,
0:04.0,,,69-80,,Shooting foul by D. Jordan (drawn by S. Curry)
0:04.0,,,69-80,,S. Curry misses free throw 1 of 2
0:04.0,,,69-80,,Offensive rebound by Team
0:04.0,,,69-80,,J. McAdoo enters the game for D. Green
0:04.0,J. Redick enters the game for D. Jordan,,69-80,,
0:04.0,,,69-81,1,S. Curry makes free throw 2 of 2
0:00.0,C. Paul makes 3-pt shot from 30 ft,3,72-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,Turnover by J. Crawford (lost ball; steal by L. Barbosa),,72-81,,
11:38.0,,,72-81,,Shooting foul by J. Redick (drawn by L. Barbosa)
11:38.0,,,72-82,1,L. Barbosa makes free throw 1 of 2
11:38.0,,,72-83,1,L. Barbosa makes free throw 2 of 2
11:28.0,J. Redick misses 2-pt shot from 4 ft,,72-83,,
11:27.0,,,72-83,,Defensive rebound by M. Speights
11:19.0,,,72-83,,M. Speights misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by C. Aldrich,,72-83,,
11:02.0,C. Aldrich makes 2-pt shot from 3 ft (assist by A. Rivers),2,74-83,,
10:47.0,,,74-86,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Livingston)
10:31.0,A. Rivers misses 2-pt shot from 5 ft (block by M. Speights),,74-86,,
10:30.0,,,74-86,,Defensive rebound by K. Thompson
10:24.0,,,74-86,,Turnover by K. Thompson (bad pass)
10:14.0,J. Redick misses 3-pt shot from 26 ft,,74-86,,
10:13.0,,,74-86,,Defensive rebound by H. Barnes
9:54.0,,,74-86,,Turnover by S. Livingston (lost ball; steal by J. Crawford)
9:48.0,J. Crawford misses 2-pt shot from 3 ft,,74-86,,
9:48.0,,,74-86,,Defensive rebound by H. Barnes
9:42.0,,,74-86,,S. Livingston misses 2-pt shot from 6 ft
9:40.0,,,74-86,,Offensive rebound by M. Speights
9:39.0,,,74-86,,M. Speights misses 2-pt shot from 2 ft (block by C. Aldrich)
9:37.0,,,74-86,,Offensive rebound by Team
9:37.0,Jump ball: C. Aldrich vs. M. Speights,,,,Jump ball: C. Aldrich vs. M. Speights
9:32.0,,,74-89,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston)
9:14.0,J. Green misses 2-pt shot from 9 ft,,74-89,,
9:13.0,,,74-89,,Defensive rebound by H. Barnes
9:06.0,,,74-89,,Shooting foul by C. Aldrich (drawn by M. Speights)
9:06.0,,,74-90,1,M. Speights makes free throw 1 of 2
9:06.0,D. Jordan enters the game for C. Aldrich,,74-90,,
9:06.0,C. Paul enters the game for J. Green,,74-90,,
9:06.0,,,74-90,,M. Speights misses free throw 2 of 2
9:05.0,Defensive rebound by D. Jordan,,74-90,,
8:48.0,A. Rivers makes 3-pt shot from 26 ft (assist by J. Crawford),3,77-90,,
8:41.0,,,77-90,,Golden State full timeout
8:41.0,,,77-90,,S. Curry enters the game for L. Barbosa
8:41.0,,,77-90,,D. Green enters the game for S. Livingston
8:36.0,Personal foul by J. Crawford,,77-90,,
8:25.0,,,77-90,,K. Thompson misses 3-pt shot from 23 ft
8:22.0,,,77-90,,Offensive rebound by M. Speights
8:19.0,,,77-90,,K. Thompson misses 3-pt shot from 23 ft
8:19.0,Defensive rebound by Team,,77-90,,
8:19.0,,,77-90,,Loose ball foul by M. Speights
8:07.0,D. Jordan makes 2-pt shot from 1 ft,2,79-90,,
7:55.0,,,79-90,,K. Thompson misses 2-pt shot from 12 ft
7:55.0,Defensive rebound by D. Jordan,,79-90,,
7:45.0,Shooting foul by M. Speights (drawn by C. Paul),,79-90,,
7:45.0,C. Paul makes free throw 1 of 2,1,80-90,,
7:45.0,C. Paul makes free throw 2 of 2,1,81-90,,
7:32.0,,,81-90,,K. Thompson misses 2-pt shot from 3 ft (block by D. Jordan)
7:31.0,Defensive rebound by J. Redick,,81-90,,
7:20.0,,,81-90,,Personal foul by K. Thompson
7:20.0,A. Rivers makes free throw 1 of 2,1,82-90,,
7:20.0,,,82-90,,B. Rush enters the game for M. Speights
7:20.0,A. Rivers makes free throw 2 of 2,1,83-90,,
7:11.0,,,83-92,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
7:11.0,,,83-92,,Shooting foul by J. Redick (drawn by K. Thompson)
7:11.0,,,83-93,1,K. Thompson makes free throw 1 of 1
6:58.0,Turnover by C. Paul (lost ball; steal by S. Curry),,83-93,,
6:52.0,,,83-93,,S. Curry misses 2-pt shot from 2 ft
6:52.0,Defensive rebound by C. Paul,,83-93,,
6:40.0,C. Paul misses 2-pt shot from 17 ft,,83-93,,
6:39.0,,,83-93,,Defensive rebound by S. Curry
6:34.0,,,83-95,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
6:34.0,LA Clippers full timeout,,83-95,,
6:19.0,,,83-95,,Personal foul by S. Curry
6:09.0,J. Crawford makes 2-pt shot from 7 ft,2,85-95,,
5:49.0,,,85-97,2,K. Thompson makes 2-pt shot from 1 ft
5:32.0,J. Redick makes 2-pt shot at rim,2,87-97,,
5:22.0,,,87-99,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
5:22.0,,,87-99,,Shooting foul by C. Paul (drawn by D. Green)
5:22.0,LA Clippers full timeout,,87-99,,
5:22.0,,,87-100,1,D. Green makes free throw 1 of 1
5:13.0,Turnover by J. Crawford (lost ball; steal by D. Green),,87-100,,
4:54.0,,,87-100,,B. Rush misses 3-pt shot from 23 ft
4:54.0,Defensive rebound by A. Rivers,,87-100,,
4:44.0,J. Crawford misses 2-pt shot from 17 ft,,87-100,,
4:43.0,,,87-100,,Defensive rebound by D. Green
4:29.0,,,87-100,,Offensive foul by D. Green
4:29.0,,,87-100,,Turnover by D. Green (offensive foul)
