time,Indiana,pts.away,score,pts.home,Washington
11:41.0,,,33-31,,Defensive rebound by N. Hilario
11:25.0,,,33-31,,G. Neal misses 2-pt shot from 4 ft
11:24.0,Defensive rebound by G. Hill,,33-31,,
11:12.0,Turnover by L. Allen (3 sec),,33-31,,
10:53.0,,,33-33,2,R. Sessions makes 2-pt shot from 2 ft
10:39.0,J. Hill makes 2-pt shot from 18 ft (assist by R. Stuckey),2,35-33,,
10:33.0,,,35-33,,Turnover by G. Neal (lost ball)
10:19.0,L. Allen misses 2-pt shot from 16 ft,,35-33,,
10:18.0,,,35-33,,Defensive rebound by G. Temple
10:11.0,Personal foul by R. Stuckey (drawn by G. Temple),,35-33,,
10:05.0,,,35-33,,Turnover by G. Temple (bad pass; steal by J. Hill)
9:58.0,G. Hill misses 2-pt shot from 2 ft,,35-33,,
9:57.0,,,35-33,,Defensive rebound by G. Temple
9:46.0,,,35-35,2,G. Neal makes 2-pt shot from 9 ft (assist by N. Hilario)
9:30.0,Offensive foul by G. Hill,,35-35,,
9:30.0,Turnover by G. Hill (offensive foul),,35-35,,
9:17.0,,,35-37,2,G. Neal makes 2-pt shot from 17 ft (assist by N. Hilario)
8:59.0,R. Stuckey misses 2-pt shot from 7 ft,,35-37,,
8:58.0,,,35-37,,Defensive rebound by N. Hilario
8:52.0,,,35-40,3,G. Neal makes 3-pt shot from 24 ft (assist by G. Temple)
8:51.0,Indiana full timeout,,35-40,,
8:32.0,Turnover by L. Allen (bad pass; steal by R. Sessions),,35-40,,
8:28.0,,,35-42,2,R. Sessions makes 2-pt shot at rim
8:01.0,G. Hill makes 3-pt shot from 28 ft,3,38-42,,
7:44.0,,,38-42,,Turnover by R. Sessions (bad pass)
7:27.0,R. Stuckey makes 3-pt shot from 26 ft (assist by C. Budinger),3,41-42,,
7:18.0,,,41-44,2,N. Hilario makes 2-pt shot from 17 ft (assist by G. Temple)
7:09.0,G. Hill misses 2-pt shot from 1 ft,,41-44,,
7:08.0,,,41-44,,Defensive rebound by N. Hilario
7:01.0,,,41-47,3,G. Neal makes 3-pt shot from 26 ft (assist by R. Sessions)
6:46.0,L. Allen makes 2-pt shot from 7 ft (assist by R. Stuckey),2,43-47,,
6:38.0,,,43-47,,G. Temple misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by R. Stuckey,,43-47,,
6:26.0,J. Hill misses 2-pt shot from 20 ft,,43-47,,
6:25.0,,,43-47,,Defensive rebound by G. Temple
6:15.0,,,43-47,,Shooting foul by J. Hill (drawn by N. Hilario)
6:15.0,,,43-47,,N. Hilario misses free throw 1 of 2
6:15.0,,,43-47,,Offensive rebound by Team
6:15.0,C. Miles enters the game for L. Allen,,43-47,,
6:15.0,M. Ellis enters the game for G. Hill,,43-47,,
6:15.0,,,43-47,,B. Beal enters the game for G. Temple
6:15.0,,,43-47,,N. Hilario misses free throw 2 of 2
6:14.0,Defensive rebound by J. Hill,,43-47,,
6:02.0,M. Ellis makes 2-pt shot from 20 ft,2,45-47,,
5:48.0,,,45-49,2,B. Beal makes 2-pt shot from 17 ft (assist by J. Dudley)
5:27.0,Turnover by M. Ellis (lost ball; steal by R. Sessions),,45-49,,
5:14.0,,,45-51,2,N. Hilario makes 2-pt shot from 4 ft
5:13.0,Indiana full timeout,,45-51,,
5:13.0,Official timeout,,45-51,,
5:13.0,I. Mahinmi enters the game for R. Stuckey,,45-51,,
5:13.0,P. George enters the game for J. Hill,,45-51,,
5:03.0,C. Miles misses 2-pt shot from 10 ft,,45-51,,
5:01.0,,,45-51,,Defensive rebound by G. Neal
4:47.0,Personal foul by C. Budinger (drawn by N. Hilario),,45-51,,
4:36.0,,,45-51,,B. Beal misses 3-pt shot from 26 ft
4:35.0,Defensive rebound by M. Ellis,,45-51,,
4:19.0,C. Budinger makes 3-pt shot from 25 ft (assist by M. Ellis),3,48-51,,
4:01.0,,,48-54,3,G. Neal makes 3-pt shot from 25 ft (assist by J. Dudley)
3:43.0,M. Ellis misses 3-pt shot from 26 ft,,48-54,,
3:42.0,Offensive rebound by C. Budinger,,48-54,,
3:41.0,,,48-54,,Personal foul by J. Dudley (drawn by P. George)
3:41.0,,,48-54,,O. Porter enters the game for J. Dudley
3:41.0,,,48-54,,J. Wall enters the game for R. Sessions
3:34.0,Shooting foul by J. Wall (drawn by C. Miles),,48-54,,
3:34.0,C. Miles makes free throw 1 of 2,1,49-54,,
3:34.0,C. Miles makes free throw 2 of 2,1,50-54,,
3:26.0,,,50-56,2,J. Wall makes 2-pt shot from 1 ft (assist by O. Porter)
3:26.0,,,50-56,,Shooting foul by I. Mahinmi (drawn by J. Wall)
3:26.0,,,50-57,1,J. Wall makes free throw 1 of 1
3:12.0,C. Miles makes 3-pt shot from 27 ft (assist by M. Ellis),3,53-57,,
2:49.0,,,53-57,,Turnover by G. Neal (bad pass; steal by P. George)
2:40.0,C. Miles makes 3-pt shot from 28 ft (assist by P. George),3,56-57,,
2:38.0,,,56-57,,Washington full timeout
2:38.0,,,56-57,,M. Gortat enters the game for N. Hilario
2:26.0,,,56-57,,B. Beal misses 2-pt shot from 12 ft
2:24.0,Defensive rebound by I. Mahinmi,,56-57,,
2:19.0,C. Miles makes 2-pt shot from 1 ft,2,58-57,,
2:08.0,,,58-57,,Turnover by J. Wall (lost ball; steal by I. Mahinmi)
2:06.0,Turnover by C. Miles (bad pass; steal by O. Porter),,58-57,,
2:02.0,,,58-59,2,O. Porter makes 2-pt shot from 1 ft
1:43.0,P. George misses 2-pt shot from 21 ft,,58-59,,
1:42.0,,,58-59,,Defensive rebound by M. Gortat
1:38.0,,,58-59,,Turnover by J. Wall (bad pass; steal by I. Mahinmi)
1:36.0,,,58-59,,Personal foul by O. Porter (drawn by I. Mahinmi)
1:36.0,,,58-59,,G. Temple enters the game for O. Porter
1:25.0,Shooting foul by M. Gortat (drawn by P. George),,58-59,,
1:25.0,P. George makes 2-pt shot from 5 ft,2,60-59,,
1:25.0,J. Hill enters the game for I. Mahinmi,,60-59,,
1:25.0,G. Hill enters the game for C. Budinger,,60-59,,
1:25.0,P. George misses free throw 1 of 1,,60-59,,
1:25.0,,,60-59,,Defensive rebound by B. Beal
1:12.0,,,60-59,,Turnover by G. Neal (lost ball)
0:59.0,Turnover by P. George (lost ball; steal by M. Gortat),,60-59,,
0:56.0,,,60-61,2,B. Beal makes 2-pt shot at rim (assist by M. Gortat)
0:46.0,G. Hill makes 2-pt shot from 1 ft (assist by J. Hill),2,62-61,,
0:35.0,,,62-61,,G. Neal misses 3-pt shot from 26 ft
0:34.0,Defensive rebound by M. Ellis,,62-61,,
0:24.0,P. George misses 2-pt shot from 20 ft,,62-61,,
0:23.0,,,62-61,,Defensive rebound by J. Wall
0:01.0,,,62-61,,G. Neal misses 2-pt shot from 14 ft
0:00.0,,,62-61,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,C. Miles misses 2-pt shot from 3 ft,,62-61,,
11:38.0,Offensive rebound by I. Mahinmi,,62-61,,
11:26.0,I. Mahinmi misses 2-pt shot from 1 ft,,62-61,,
11:25.0,,,62-61,,Defensive rebound by J. Wall
11:23.0,,,62-61,,Turnover by J. Wall (bad pass)
11:14.0,Turnover by M. Ellis (lost ball),,62-61,,
11:01.0,,,62-63,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
10:48.0,C. Miles misses 2-pt shot from 22 ft,,62-63,,
10:47.0,,,62-63,,Defensive rebound by B. Beal
10:43.0,Personal block foul by M. Ellis (drawn by O. Porter),,62-63,,
10:31.0,,,62-63,,O. Porter misses 2-pt shot from 17 ft
10:30.0,Defensive rebound by C. Miles,,62-63,,
10:20.0,Turnover by P. George (bad pass),,62-63,,
10:17.0,,,62-63,,Turnover by J. Wall (bad pass)
10:02.0,Turnover by M. Ellis (bad pass; steal by M. Gortat),,62-63,,
9:53.0,,,62-63,,B. Beal misses 3-pt shot from 28 ft
9:51.0,Defensive rebound by I. Mahinmi,,62-63,,
9:45.0,,,62-63,,Personal block foul by M. Gortat (drawn by M. Ellis)
9:36.0,M. Ellis misses 2-pt shot from 15 ft,,62-63,,
9:35.0,,,62-63,,Defensive rebound by J. Wall
9:22.0,,,62-63,,Turnover by J. Wall (bad pass; steal by P. George)
9:17.0,,,62-63,,Shooting block foul by J. Dudley (drawn by P. George)
9:17.0,P. George makes free throw 1 of 2,1,63-63,,
9:17.0,P. George makes free throw 2 of 2,1,64-63,,
9:06.0,,,64-65,2,B. Beal makes 2-pt shot from 2 ft (assist by M. Gortat)
9:06.0,,,64-65,,Shooting foul by P. George (drawn by B. Beal)
9:06.0,,,64-65,,B. Beal misses free throw 1 of 1
9:05.0,Defensive rebound by I. Mahinmi,,64-65,,
8:56.0,P. George makes 3-pt shot from 28 ft,3,67-65,,
8:41.0,,,67-65,,O. Porter misses 3-pt shot from 25 ft
8:40.0,,,67-65,,Offensive rebound by M. Gortat
8:36.0,,,67-68,3,J. Wall makes 3-pt shot from 26 ft (assist by M. Gortat)
8:21.0,I. Mahinmi misses 2-pt shot from 2 ft,,67-68,,
8:20.0,,,67-68,,Defensive rebound by O. Porter
8:14.0,,,67-68,,J. Dudley misses 3-pt shot from 26 ft
8:12.0,Defensive rebound by C. Miles,,67-68,,
8:06.0,P. George makes 3-pt shot from 26 ft (assist by G. Hill),3,70-68,,
8:00.0,Shooting block foul by I. Mahinmi (drawn by O. Porter),,70-68,,
8:00.0,,,70-69,1,O. Porter makes free throw 1 of 2
8:00.0,,,70-70,1,O. Porter makes free throw 2 of 2
7:45.0,C. Miles makes 2-pt shot from 20 ft (assist by I. Mahinmi),2,72-70,,
7:29.0,,,72-70,,B. Beal misses 2-pt shot from 1 ft
7:28.0,Defensive rebound by P. George,,72-70,,
7:24.0,I. Mahinmi makes 2-pt shot at rim (assist by M. Ellis),2,74-70,,
7:24.0,Shooting foul by O. Porter (drawn by I. Mahinmi),,74-70,,
7:24.0,I. Mahinmi misses free throw 1 of 1,,74-70,,
7:23.0,,,74-70,,Defensive rebound by M. Gortat
7:17.0,,,74-70,,Turnover by J. Wall (lost ball; steal by M. Ellis)
7:13.0,M. Ellis makes 2-pt shot from 1 ft,2,76-70,,
7:03.0,Personal foul by I. Mahinmi (drawn by M. Gortat),,76-70,,
7:03.0,,,76-70,,G. Temple enters the game for O. Porter
7:03.0,J. Hill enters the game for I. Mahinmi,,76-70,,
6:48.0,,,76-70,,M. Gortat misses 2-pt shot from 2 ft
6:47.0,,,76-70,,Offensive rebound by M. Gortat
6:45.0,,,76-70,,M. Gortat misses 2-pt shot from 3 ft
6:44.0,Defensive rebound by P. George,,76-70,,
6:38.0,P. George misses 2-pt shot from 21 ft,,76-70,,
6:36.0,,,76-70,,Defensive rebound by M. Gortat
6:29.0,,,76-70,,B. Beal misses 3-pt shot from 24 ft
6:27.0,Defensive rebound by J. Hill,,76-70,,
6:04.0,C. Miles misses 3-pt shot from 27 ft,,76-70,,
6:03.0,,,76-70,,Defensive rebound by J. Dudley
5:58.0,Shooting block foul by C. Miles (drawn by J. Wall),,76-70,,
5:58.0,,,76-70,,Washington full timeout
5:58.0,R. Stuckey enters the game for G. Hill,,76-70,,
5:58.0,,,76-71,1,J. Wall makes free throw 1 of 2
5:58.0,,,76-72,1,J. Wall makes free throw 2 of 2
5:46.0,Shooting foul by G. Temple (drawn by M. Ellis),,76-72,,
5:46.0,M. Ellis makes free throw 1 of 2,1,77-72,,
5:46.0,M. Ellis makes free throw 2 of 2,1,78-72,,
5:35.0,,,78-72,,J. Wall misses 2-pt shot from 1 ft
5:34.0,,,78-72,,Offensive rebound by M. Gortat
5:32.0,,,78-74,2,M. Gortat makes 2-pt shot from 2 ft
5:10.0,C. Miles makes 3-pt shot from 30 ft,3,81-74,,
5:02.0,,,81-74,,J. Dudley misses 3-pt shot from 26 ft
5:01.0,Defensive rebound by P. George,,81-74,,
4:50.0,Turnover by M. Ellis (lost ball),,81-74,,
4:37.0,,,81-74,,B. Beal misses 2-pt shot from 6 ft
4:36.0,Defensive rebound by P. George,,81-74,,
4:32.0,M. Ellis misses 2-pt shot from 19 ft,,81-74,,
4:29.0,,,81-74,,Defensive rebound by G. Temple
4:29.0,Loose ball foul by J. Hill (drawn by M. Gortat),,81-74,,
4:29.0,,,81-75,1,M. Gortat makes free throw 1 of 2
4:29.0,,,81-75,,G. Neal enters the game for B. Beal
4:29.0,,,81-75,,M. Gortat misses free throw 2 of 2
4:28.0,,,81-75,,Offensive rebound by G. Temple
4:25.0,,,81-77,2,G. Temple makes 2-pt shot from 5 ft
4:05.0,Shooting foul by G. Temple (drawn by P. George),,81-77,,
4:05.0,P. George makes free throw 1 of 3,1,82-77,,
4:05.0,P. George makes free throw 2 of 3,1,83-77,,
4:05.0,P. George makes free throw 3 of 3,1,84-77,,
3:43.0,,,84-77,,M. Gortat misses 2-pt shot from 6 ft
3:42.0,Defensive rebound by P. George,,84-77,,
3:34.0,P. George makes 2-pt shot from 14 ft,2,86-77,,
3:16.0,,,86-79,2,J. Dudley makes 2-pt shot from 1 ft (assist by M. Gortat)
3:00.0,M. Ellis makes 2-pt shot from 21 ft,2,88-79,,
2:45.0,,,88-81,2,M. Gortat makes 2-pt shot from 4 ft (assist by J. Wall)
2:35.0,Indiana full timeout,,88-81,,
2:35.0,,,88-81,,N. Hilario enters the game for M. Gortat
2:21.0,P. George makes 3-pt shot from 28 ft (assist by C. Miles),3,91-81,,
2:05.0,,,91-81,,Offensive foul by G. Temple
2:05.0,,,91-81,,Turnover by G. Temple (offensive foul)
1:46.0,Shooting foul by G. Neal (drawn by J. Hill),,91-81,,
1:46.0,J. Hill misses free throw 1 of 2,,91-81,,
1:46.0,Offensive rebound by Team,,91-81,,
1:46.0,,,91-81,,R. Sessions enters the game for J. Wall
1:46.0,L. Allen enters the game for C. Miles,,91-81,,
1:46.0,J. Hill makes free throw 2 of 2,1,92-81,,
1:30.0,,,92-81,,G. Temple misses 3-pt shot from 26 ft
1:29.0,Defensive rebound by P. George,,92-81,,
1:12.0,,,92-81,,Personal foul by R. Sessions (drawn by J. Hill)
1:12.0,J. Hill makes free throw 1 of 2,1,93-81,,
1:12.0,J. Hill misses free throw 2 of 2,,93-81,,
1:11.0,,,93-81,,Defensive rebound by N. Hilario
1:00.0,,,93-81,,Shooting foul by M. Ellis (drawn by R. Sessions)
1:00.0,,,93-81,,R. Sessions misses free throw 1 of 2
1:00.0,,,93-81,,Offensive rebound by Team
1:00.0,,,93-82,1,R. Sessions makes free throw 2 of 2
0:40.0,R. Stuckey misses 3-pt shot from 28 ft,,93-82,,
0:39.0,Offensive rebound by L. Allen,,93-82,,
0:37.0,L. Allen misses 2-pt shot from 13 ft,,93-82,,
0:36.0,,,93-82,,Defensive rebound by J. Dudley
0:23.0,,,93-82,,G. Neal misses 3-pt shot from 30 ft
0:21.0,Defensive rebound by L. Allen,,93-82,,
0:01.0,P. George misses 3-pt shot from 27 ft,,93-82,,
0:01.0,Offensive rebound by L. Allen,,93-82,,
0:00.0,L. Allen misses 2-pt shot from 1 ft,,93-82,,
0:00.0,,,93-82,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,93-82,,Shooting foul by L. Allen (drawn by N. Hilario)
11:49.0,,,93-83,1,N. Hilario makes free throw 1 of 2
11:49.0,,,93-84,1,N. Hilario makes free throw 2 of 2
11:36.0,G. Hill makes 2-pt shot from 1 ft,2,95-84,,
11:22.0,,,95-84,,B. Beal misses 2-pt shot from 20 ft
11:21.0,Defensive rebound by J. Hill,,95-84,,
11:05.0,R. Stuckey misses 2-pt shot from 16 ft,,95-84,,
11:04.0,,,95-84,,Defensive rebound by R. Sessions
10:55.0,,,95-84,,K. Humphries misses 3-pt shot from 25 ft
10:54.0,Defensive rebound by J. Hill,,95-84,,
10:33.0,J. Hill misses 2-pt shot from 16 ft,,95-84,,
10:32.0,Offensive rebound by G. Hill,,95-84,,
10:31.0,G. Hill misses 2-pt shot from 2 ft,,95-84,,
10:31.0,,,95-84,,Defensive rebound by Team
10:25.0,,,95-84,,Offensive foul by R. Sessions
10:25.0,,,95-84,,Turnover by R. Sessions (offensive foul)
10:12.0,L. Allen misses 2-pt shot from 18 ft,,95-84,,
10:11.0,,,95-84,,Defensive rebound by B. Beal
9:56.0,,,95-86,2,N. Hilario makes 2-pt shot at rim
9:48.0,G. Hill makes 2-pt shot from 1 ft,2,97-86,,
9:40.0,,,97-86,,Turnover by R. Sessions (bad pass; steal by C. Budinger)
9:34.0,C. Budinger makes 2-pt shot from 4 ft,2,99-86,,
9:32.0,,,99-86,,Washington full timeout
9:32.0,,,99-86,,J. Wall enters the game for R. Sessions
9:16.0,,,99-86,,Shooting foul by J. Hill (drawn by N. Hilario)
9:16.0,,,99-87,1,N. Hilario makes free throw 1 of 2
9:16.0,,,99-88,1,N. Hilario makes free throw 2 of 2
9:02.0,J. Hill makes 2-pt shot from 11 ft (assist by R. Stuckey),2,101-88,,
8:50.0,,,101-88,,Shooting foul by J. Hill (drawn by J. Wall)
8:50.0,,,101-89,1,J. Wall makes free throw 1 of 2
8:50.0,,,101-90,1,J. Wall makes free throw 2 of 2
8:36.0,Turnover by R. Stuckey (lost ball),,101-90,,
8:19.0,,,101-90,,B. Beal misses 2-pt shot from 12 ft
8:18.0,,,101-90,,Offensive rebound by Team
8:04.0,,,101-90,,Shooting foul by L. Allen (drawn by N. Hilario)
8:04.0,,,101-90,,N. Hilario misses free throw 1 of 2
8:04.0,,,101-90,,Offensive rebound by Team
8:04.0,P. George enters the game for C. Budinger,,101-90,,
8:04.0,,,101-90,,O. Porter enters the game for K. Humphries
8:04.0,,,101-91,1,N. Hilario makes free throw 2 of 2
7:50.0,G. Hill misses 3-pt shot from 28 ft,,101-91,,
7:49.0,Offensive rebound by P. George,,101-91,,
7:41.0,Turnover by L. Allen (bad pass; steal by G. Neal),,101-91,,
7:27.0,C. Miles enters the game for L. Allen,,101-91,,
7:25.0,,,101-91,,B. Beal misses 3-pt shot from 26 ft
7:23.0,Defensive rebound by P. George,,101-91,,
7:15.0,P. George makes 3-pt shot from 27 ft,3,104-91,,
6:58.0,,,104-94,3,G. Neal makes 3-pt shot from 28 ft
6:43.0,C. Miles misses 2-pt shot from 1 ft,,104-94,,
6:42.0,,,104-94,,Defensive rebound by N. Hilario
6:38.0,,,104-94,,G. Neal misses 2-pt shot from 5 ft
6:36.0,,,104-94,,Offensive rebound by G. Neal
6:34.0,,,104-94,,B. Beal misses 2-pt shot from 21 ft
6:32.0,Defensive rebound by J. Hill,,104-94,,
6:15.0,P. George makes 2-pt shot from 13 ft (assist by G. Hill),2,106-94,,
6:01.0,,,106-96,2,J. Wall makes 2-pt shot from 17 ft
5:43.0,Shooting foul by J. Wall (drawn by G. Hill),,106-96,,
5:43.0,Official timeout,,106-96,,
5:43.0,I. Mahinmi enters the game for J. Hill,,106-96,,
5:43.0,M. Ellis enters the game for R. Stuckey,,106-96,,
5:43.0,G. Hill makes free throw 1 of 2,1,107-96,,
5:43.0,G. Hill makes free throw 2 of 2,1,108-96,,
5:28.0,,,108-96,,Turnover by J. Wall (bad pass; steal by G. Hill)
5:09.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Ellis),2,110-96,,
4:53.0,,,110-98,2,G. Neal makes 2-pt shot from 16 ft (assist by N. Hilario)
4:33.0,I. Mahinmi misses 2-pt shot from 7 ft,,110-98,,
4:31.0,Offensive rebound by G. Hill,,110-98,,
4:27.0,G. Hill makes 3-pt shot from 24 ft,3,113-98,,
4:10.0,,,113-101,3,G. Neal makes 3-pt shot from 27 ft (assist by N. Hilario)
3:45.0,Shooting foul by N. Hilario (drawn by I. Mahinmi),,113-101,,
3:45.0,I. Mahinmi makes free throw 1 of 2,1,114-101,,
3:45.0,,,114-101,,M. Gortat enters the game for N. Hilario
3:45.0,I. Mahinmi misses free throw 2 of 2,,114-101,,
3:44.0,,,114-101,,Defensive rebound by B. Beal
3:31.0,,,114-104,3,B. Beal makes 3-pt shot from 29 ft (assist by M. Gortat)
3:14.0,C. Miles makes 3-pt shot from 28 ft (assist by G. Hill),3,117-104,,
3:01.0,,,117-104,,O. Porter misses 3-pt shot from 26 ft
3:00.0,,,117-104,,Offensive rebound by M. Gortat
2:58.0,,,117-104,,M. Gortat misses 2-pt shot from 3 ft
2:57.0,Defensive rebound by I. Mahinmi,,117-104,,
2:43.0,Turnover by P. George (lost ball),,117-104,,
2:43.0,Indiana full timeout,,117-104,,
